[14.881] 霧月むげつ: こんばんは お疲れ様です
[18.209] tsubame5204: umeSalute
[14598.155] tama_ko: ボタン押しっぱってどのボタンをどのタイミングで押しっぱすればいいんだろ
[14600.020] (S)ふぁんつい: 10フレに反応できるかどうかだなぁ
[14600.269] prisira: ラッシュ前に１０Ｆ止まってそこでコマンド消えるからって話だと思う
[14602.232] (S)hiro_chan: 簡単にはなってない
[14602.469] ledlight9413: 批評おじ沸きすぎ
[14606.426] (M)(S)gameinntwitch: 暗転中に反応で押せないと変わらないかも
[14609.018] yudhiryu: Looked like Ken is not right char for him. Maybe Daigo can back to use Ryu because on beta time he was very dominating.
[14613.921] yomogi0610: そうか夏休みか
[14614.894] ゆめりあい: elizaragan subscribed with Prime. 
[14617.280] Claba60: Anyone know if Daigo is going to EVO in 2 weeks?
[14619.159] thraximundaru: 10F見てから余裕でした
[14619.903] prisira: １０Ｆ
[14620.701] johnnyppas: いい勝負した両者は称えるのみよ
[14620.913] だっだだだ: 10fが無理だから無理だよ
[14626.093] poisoncurry: 負けた範囲はなんですか？
[14626.880] haipung: it's improving a lot compared to last few days
[14628.926] GG_sensay: @yudhiryu he was dominating because there was only 2 characters
[14629.378] latenight000: 10Fで反応？w
[14630.457] ちぇんぷる: ブロックすると快適でーす
[14630.951] roytaly: 10fｗ
[14634.182] (S)kani7321: 煽りおじキッズは帰ってどうぞ
[14646.300] (S)bikibiki999: すげえおもろかった10先でした
[14647.304] balthazar000: 理想論でしたか
[14648.188] matoo0777: 10Fでボタン押しっぱなしはきつくね
[14648.493] (S)りゅうぅ_: 簡単とは
[14649.419] だいこん_: 10はきちいな
[14651.002] マジでラブ恋愛中: ジャストパリィも暗転中にボタン押しっぱなしで最速出るよね
[14655.698] (S)ランメルモールのルチア: 煽りおじキッズw
[14661.367] lackesis: そうそのフリーズした時押しっぱすればいい
[14662.536] (S)Ganondorf_nulvi: Guys give bonchan some credit, he was just stronger, relax
[14665.458] jackal_kun03: 敗者は煽られるのよ
[14668.514] いちのろく: ウメハラさんは最近動画研究はされてますか？
[14675.890] (S)Itsfreakyyyy: tf is wrong with people in chat Bonchan just adapted and won !
[14679.687] burisuke: このあと対戦予定ってあるの？
[14685.939] (S)hiro_chan: 簡単は盛りすぎかも
[14687.992] lucia_morgan: ボンちゃんもかなり疲れてるね
[14690.074] vslash00: 完全にトレモだけで検証した感じなのかな
[14690.995] kyrildace: Bonchan also an evo champ too
[14692.194] ganmatiojisan: ラッシュって止める練習すれば止められるようになるのかな
[14699.900] プリズムパワー: 弾パリィ連続で取らせた後生ラッシュ投げやられてたね
[14704.049] roytaly: 無理やキャラは無理やね
[14705.432] johnnyppas: トレモで試さないんです？
[14706.782] prisira: 生ラッシュはキャラにもよるしなぁ
[14707.959] nebulous321: oh, he lost to bonchan? thats an acceptable loss then .
[14709.682] ledlight9413: そのうち勝てそうだな
[14715.006] (S)tabibitox: ラッシュだけ見てれば止めれるけどゲーム性がそれを許してくれない
[14715.035] yudhiryu: @gg_sensay but now bonchan also is still using Luke which he was on beta.
[14715.156] 496shikuro: ボンちゃんの巻き返し流石すぎたわ
[14717.956] (S)ro5503: 明日ラシードかー
[14721.171] プリズムパワー: パリィ押しちゃうよね
[14721.776] ganmatiojisan: ほんまか？
[14726.830] condol456: マゴさん配信してるよ
[14728.116] まさ: マサのあだなマーシーになった理由おしえてください
[14732.219] マジでラブ恋愛中: ラシードめんどい
[14732.512] kebiisi: 翻訳が荒ぶってる
[14733.956] (S)homu0117: 煽っていいのは勝者であって周りの有象無象は無関係なんだよなぁ
[14735.842] latenight000: まぁラッシュが速いキャラは見てから止めるのは困難かもねぇ
[14736.439] cosmoman78: Got overtaken when you are on 8-4 advantage is no excuse man
[14736.857] (S)fahmy0825: @itsfreakyyyy it's always like this whenever Daigo lost
[14737.372] ちぇんぷる: 老師強くて嬉しいよー
[14739.368] chanmipoin: こくじんが募集してる
[14741.502] (S)りゅうぅ_: Spearman!!
[14742.224] aurith: ウメハラさん最初は負けてても自分のペースで着実に強くなっていくから配信見るのやめられない
[14743.083] GG_sensay: @yudhiryu bonchan is that good
[14746.235] shashuh: @rasrumbardio1 how is it being thin-skinned? There’s just no reason to say anything negative
[14746.479] (S)tabibitox: 麻央さん
[14747.924] prosciu: パリィ意識してると差し返し甘くなる？
[14748.433] あり0221: 途中から差し合いで負け始めちゃったね
[14748.904] (S)りゅうぅ_: 有名人出てきた
[14755.605] johnnyppas: こくが10先待ちしてるの？
[14757.918] nebulous321: bonchan is a top player
[14761.970] one596: 相手のリーサル判断出来てないのは単純に経験不足ですか？
[14764.358] roytaly: 対応簡単になるのは守りゲーになるしいいよ難しくて
[14768.367] momiji4431: さっきの前半と後半の対戦内容は何が違った感じ？
[14771.272] blackuma: 後半差し合いやばかったね
[14772.462] (S)yut7xot8: 対戦より斧の説法の方が大切かも
[14773.039] (S)Itsfreakyyyy: Also LukeIN SF6  is similar to Luke in SFV
[14777.116] (S)Itsfreakyyyy: in*
[14777.799] プリズムパワー: 持続長い技で止めた方がいい?
[14778.793] shashuh: @rasrumbardio1 next time say good set because it was 10-9 and he lost to a top player in the world
[14779.435] scottiever06: 前ステにラッシュもとなるとね
[14794.374] (S)ふぁんつい: 止めるにはやっぱ盾が必要になるな
[14797.556] gametilldawn: Spectator esports commentary be like…
[14798.290] (S)FilthyOjiChan: @cosmoman78 relax bro, this score is better than last time. this improvment
[14798.995] (S)hinhinpp: EVO楽しみだなあ
[14800.217] yomogi0610: 老師硬かった
[14805.879] (S)romamaloico: 結局けんは消極的
[14811.186] (S)おやつハンター: 斧だけじゃなく盾も
[14812.373] プリズムパワー: むっず
[14813.272] taro0140: スト5と違ったゲージ管理だと思うんですが3本保持の状態って強くないですか？
[14814.590] (S)Itsfreakyyyy: well ggs
[14816.415] (S)Nagare765: ウメちゃんのキャラ対結構偏るよね
[14816.564] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[14819.219] isekai7153: 盾ｗ
[14830.813] (S)hsbcbcc: live translation lmao
[14831.196] (S)りゅうぅ_: 身体にしみこませるのか
[14834.963] balthazar000: 盾は取られる
[14835.143] megaraz1: people in here don't realize this is practice, still early learning phase. improving is the key, and tournament is what counts
[14835.595] あり0221: 内容自体は大分上がったよね。良かった。
[14837.566] v_harumi_v: とっさって難しそうです
[14864.391] (S)tabibitox: 2R目にSA3使って起き攻め無しで相手CA用意だとかなりまくられるよね
[14864.505] GG_sensay: EVOの自信どれくらいですか？
[14864.885] midnightrendezvous: this translator is...
[14868.567] 今井みどり: 8さん
[14882.311] latenight000: 逆にSA3から起き攻めできるようなキャラはガンガン使っていいになるんかな
[14885.954] yudhiryu: If his ken performance is still like this then it is still far for ready to use on evo.
[14887.726] burisuke: OD昇竜の読みあいで後半かなり負けてたのもデカかったなぁ
[14888.510] (S)voyager029: SA運用難しい
[14899.651] (S)Ganondorf_nulvi: Ajahah wtf is this translation
[14905.195] suzan_star: 1R先取で2R目押されててもSA3使うんですね
[14909.071] プリズムパワー: ジュリ すごいよ
[14913.260] NateDDR: Auto translation is terrible. It's even worse than not having
[14913.359] latenight000: ジュリとか出来ないかな、密着だけど
[14917.901] 4scetic: リプレイを見る？
[14918.828] tama_ko: ケンのSA3後状況悪いのかなり「調整された」感あるよね
[14920.011] cosmoman78: Ken is a strong character. Daigo just made too many mistakes. Like those DP mistakes for examples.
[14926.372] (S)ランメルモールのルチア: 英訳がひどくて笑っちゃう
[14928.155] (S)koeda_587: 翻訳がさっきからやばい
[14948.186] (S)Itsfreakyyyy: @cosmoman78 bro it was 5-9
[14950.409] ちぇんぷる: ゲージ運用難しいね
[14958.926] blackuma: 音もちいさいしわからないだろうな
[14959.669] midnightrendezvous: i just need to learn the language at this point
[14962.275] maiforcat: 翻訳ひどすぎて無い方がもはや良いと外人ニキが
[14965.212] lucia_morgan: でもところどころ正確に翻訳されてるときもあるよね
[14968.217] karumememe: 翻訳もう切っていいんじゃね？遊びでは使えるけど
[14968.984] ~MISSING_COMMENTER_INFO~: @cosmoman78 do you even understand what he said or are you just yapping
[14971.065] あり0221: 英訳が実質機能してないw
[14981.103] (S)りゅうぅ_: コンボ伸ばす方針と上手くかみ合わせたいね
[14981.659] (S)Ganondorf_nulvi: He said the he prefers boobs over ass
[14988.219] プリズムパワー: 配信者の英訳こんなもんっしょ
[14989.907] akira_s_: 有料ソフトくらいじゃないと
[14991.767] sistersguitarreplica: かけるんるん
[14991.961] v_harumi_v: 今日は配信されてないですね
[14992.031] (S)fikat_0702: 今はやってないですね
[14993.390] cosmoman78: @itsfreakyyyy  It was 8-4, then 9-5
[14999.374] nyata1234: 飛びが無いから気持ちよく弾撃たれてるように見える
[15004.660] ぷりにゃん: なりくんとやりたいね
[15006.253] (S)Jam10505: 鶏めしさんはどうだろ
[15007.451] v_harumi_v: マゴさんはランクマされてるみたいですよ
[15007.592] moppu_gake: あの強いjpか
[15011.958] hirokiaaa: マゴさんは？
[15017.839] (S)くろにゃんこにゃにゃ: kuronyanko6141 subscribed at Tier 1. They've subscribed for 5 months! ウメちゃん頑張って～
[15019.186] (S)Itsfreakyyyy: @cosmoman78 you need this info not me
[15021.282] 風水ライダー: こんばんわ
[15026.704] (S)fikat_0702: マゴさんいこう！
[15028.006] (S)こんぽち: キャミィもやってるよ
[15032.080] v_harumi_v: 今キャミィ使ってますね
[15032.178] ちぇんぷる: ジュリとキャミィ
[15032.331] isekai7153: 今キャミィやってるね
[15034.155] mitsuji: いまはキャミィ中心ぽい
[15036.436] aurith: マゴさん多分予定ある
[15037.735] suzan_star: かじゅもジュリでやってるね今
[15039.713] yunyun_ada: なるお……
[15039.725] scottiever06: 鶏めしさんもおるな
[15043.208] lucia_morgan: マゴさんはやっぱりgrandsonになるのかｗ
[15043.490] taro0140: 3本保持の強みは後ワンパンで終わるよって圧だと思うんですがどうですか？
[15043.895] (S)homu0117: マゴハキャミィだけど今カスタムマッチ中じゃないかな
[15048.295] プリズムパワー: マゴさんニシキンさんとやってね
[15048.347] かべ_娘は双子: もる兄もやってるよー
[15051.859] moto357: もるにぃはメイン何使ってるんだろ
[15052.570] v_harumi_v: カスタムなんですね
[15052.985] akira_s_: キャミィやってる
[15053.291] (S)hiro_chan: かけるは25時間配信してました
[15055.114] (S)homu0117: GO1はランクマ中
[15061.583] 4tyoume: スコアさんもやってる
[15063.725] isekai7153: ひええ
[15064.665] (S)nacci516: どぐらとこくじんも
[15064.708] v_harumi_v: ひえー
[15064.812] だいこん_: フォロー一覧でランクマやってる人分かるから便利ですよ
[15065.681] peko0816: 伊予ダル
[15067.155] 風水ライダー: カスタムやってるんですねー
[15068.086] burisuke: 若いね～
[15071.680] (S)tabibitox: 若狭
[15072.799] (S)りゅうぅ_: 強さだなぁ
[15074.268] one596: やっぱやり込みか
[15074.429] sistersguitarreplica: 頭おかしくなるで
[15075.506] (S)fahmy0825: Kakero lol
[15076.747] johndoe6523rp: トレモかな？
[15077.093] (S)fikat_0702: もるにいは？
[15078.339] goozy009: モルにいは？
[15079.336] akira_s_: 心臓止まりそう
[15081.945] blackcoffee0821: シュートはお祭りだよ
[15084.289] (S)fahmy0825: Ibushigin Kakero
[15088.851] v_harumi_v: 突然死がこわい
[15092.377] (S)romamaloico: クラシックの3本保持が有力な抑止力にはなり得ないと
[15092.785] (S)tabibitox: いろいろ
[15092.848] prosciu: もるとさんルークみたい
[15094.610] だいこん_: いろいろ
[15094.736] sistersguitarreplica: ダン?
[15095.654] (S)kani7321: 翔にぃモチベたけぇ〜
[15099.168] (S)fikat_0702: 今はルーク？
[15100.036] かべ_娘は双子: 今はルーク
[15102.733] (S)mart_00_: もるにい久々だ
[15103.352] ymdmad: もるにい味見するか！
[15104.881] (S)Jam10505: どぐらも配信やってる
[15109.799] puertoescondidomota: DJどぐらとか
[15110.556] かべ_娘は双子: いろいろ使ってます。
[15111.208] (S)Itsfreakyyyy: @FahmyAbdul0825 best JP?
[15111.935] ~MISSING_COMMENTER_INFO~: あのタイプの椅子は腰が痛いです
[15112.275] (S)nacci516: ルークとJPを仕上げてる感じ？
[15114.457] prosciu: 色々動かせるのかな？
[15117.873] yunyun_ada: ピーノいっちゃう？
[15123.095] あり0221: GO1もやってるね
[15123.547] (S)homu0117: どぐらもランクマ中
[15126.741] peko0816: どぐら
[15126.914] (S)Itsfreakyyyy: umeCatHope
[15127.311] (S)kani7321: 前ステ絶対止めるマンもるにぃ
[15135.440] (S)fahmy0825: @FahmyAbdul0825 Yes, his name is Kakeru. I'm laughing because the live translation said Kakero instead lol
[15136.004] GG_sensay: もるにぃ見たい
[15139.475] (S)FilthyOjiChan: yes best JP rn
[15142.183] akira_s_: EVOであたったら怖いキャラってなんですか？
[15142.245] balthazar000: ドラマ、、、
[15150.902] (S)ランメルモールのルチア: 英訳w
[15153.693] かべ_娘は双子: 折笠さんも定期配信中…
[15155.919] yunyun_ada: なるおにするか
[15157.533] mitsuji: グラサンランクマしてる
[15158.141] renoarenoa: コメントじゃなくて自分で連絡とった方がはやくない？
[15163.003] isekai7153: ランクマやってる人は誘ったらやってくれそうな
[15169.084] daizin0716: キンバリーとか怖さありますわ
[15171.021] (S)hiro_chan: ツイッチの表示が25時間になってたけど違うっぽかったです
[15176.475] johndoe6523rp: とりめしさんトレモしてる
[15182.858] あり0221: 折笠ルーク味見したい？
[15187.013] 黒猫くん: 強い人ならキャラはなんでもいいのん？
