[32.079] れいとろん: にちは〜
[24597.258] aw11tara: そのうちのりプロにもウゥン決めれそうやなぁ
[24597.330] echidna2031: 大丈夫さっきはJPやだっつってたから
[24597.400] saru_buta: Jrさん…
[24601.547] tetsu_kaede: ｳｩﾝ...最初にやったのってにゃらかだっけ？
[24602.812] sutera03: ジェットコースターやぁww
[24602.819] 脚舐め太: ジュニアさん 
[24603.069] p4seri: じゅにーあいつもごめんなさい
[24603.430] ricknicols: ジュニアさんは泣いていい
[24606.960] モリケイ: ジュニアさんは悪くない、悪いのはどぐらさん
[24608.448] しぼみ: ジュニアも悲しんどる
[24608.496] glock_tmt: ウゥンのキモさは過去一かもしれんｗｗ
[24610.124] (M)墾田永年私財砲:  奈羅花さんとザンギで対戦して悲鳴を上げさせるどぐら   https://youtu.be/9MhEiNP3tU0?si=IYH_RBr6aClrQos6
[24610.805] tune0627: たまきくん投げよう
[24616.086] mugikuro_: ｗｗｗｗｗ
[24618.547] (M)墾田永年私財砲:  トワ様を初見56しキャラでシバいて気持ちよくなってしまうどぐら   https://youtu.be/ni0C9fe6ZLY?si=ikU0QEKZhTq5A5VC
[24619.372] tibita72: ならかが初だと思うよ
[24626.249] p4seri: あんたのせいやろ
[24628.371] aoi12124: お知らせたすかる
[24629.035] vra_oji: スタンプ・ザ・ｳｩﾝ 南斗生駒拳の男……
[24631.853] (S)masamasa_19: しんじさんの怪文書もあったし
[24634.158] ただのぶいすぽ好き: ｳｩﾝ
[24638.867] ぽぷらしーど: 有利フレームで垂直置くようになってる
[24638.943] negi_shio0405: 皆いい声で鳴くからしゃーなし
[24640.826] mugikuro_: 最悪すぎるｗｗｗｗ
[24644.486] はろるど236: てかたった１か月程度でこんな読みあえるようになるの・・・？
[24645.237] さざなみ_201: これは巧妙なザンギアンチ活動ｗ
[24649.544] glock_tmt: キルステからの垂直ジャンプですかぁ
[24649.753] yamadasrm610: トワ様対空出すぎでは
[24650.340] pawafu1_: アーマーでインパクト受けれるの相当悪い
[24651.042] 梱包場のシン: トワ様めちゃくちゃ強くなってる
[24653.379] tetsu_kaede: ぼたんさんにザンギ洗礼はやってないっけ？
[24654.840] あつ氏_: でもトワ様もめっちゃ上手くなってる！！
[24656.433] headrokoko: 紐ためからのキャルセルキルステップすごいなー
[24658.159] (S)land200j: 次のスタンプはｳｩﾝ…かぁ
[24658.414] kujokeno: 良い音がなるからなぁ
[24660.435] T4LB0: モデレーターによるウゥン供給
[24662.059] aw11tara: あれ？ぼたんさんにはウゥンって決めてない？
[24668.582] daikun111: アケコンおすすめあるの？
[24676.167] Deaxxaed: www
[24676.347] tibita72: ししろんにはウゥンは言ってなかったはず
[24676.856] (S)dodoi2: みんな真面目にザンギやってるのにどぐにゃんはザンギで良くない欲求を満たしてるよね
[24677.837] hiiirooo777: sa暴発か
[24678.565] tetsu_kaede: コメントが
[24678.598] p4seri: ぼたんさんにはしないんですね...
[24681.089] mugikuro_: トワ様の配信同時視聴
[24681.253] (S)やぎう氏: トワ様おもろすぎる
[24684.865] ハルえもん: 見てて楽しいよね
[24685.685] ryo6366: 冗談通じる人と通じない人がいてな
[24686.679] atamamiru: 昨日うんちゲームしてたで
[24687.095] モリケイ: 発狂は芸なの？
[24690.435] (S)masamasa_19: わりとガッツリキレてる感
[24692.661] ヒガシ: おもろいしうまいんよね
[24693.215] pawafu1_: あ
[24693.291] katanantoka: 気づいてしまったか
[24693.463] なつき09: Vといえばりーさるぷらんにもｳｩﾝして欲しいところ
[24697.364] Deaxxaed: a
[24698.786] kkm5274: これ音のせてええんか？
[24700.530] pawafu1_: やられると思ったｗ
[24701.418] (S)masamasa_19: あ
[24702.006] ricknicols: あ
[24703.815] あつ氏_: これはM！
[24704.009] (S)EMA__chan: フルパワーでや
[24705.385] 脚舐め太: BibleThump
[24705.856] モリケイ: わかってたw
[24707.127] こすもすです: スパチャ爆撃一閃してやりましょうよ！
[24716.697] aw11tara: 見計らってるて
[24717.282] ジュニアザンギエフ: タイミングちゃんと見極めてますと
[24717.646] 地球最弱を継ぐもの: 声のせてええんかな
[24718.234] (S)美濃屋善兵衛: これはまあ
[24720.849] 東堂タスク: まだ上手い弁当食いたいんや…
[24725.291] glock_tmt: スムーズにエド使ってるなぁ
[24725.964] ognis072d0: 初はこわかったな
[24728.480] yamadasrm610: 獅白杯の解説呼ばれなくなっちゃう…
[24729.080] mix_camp: 親善大使やしな
[24734.616] b_matuda: 音のってるけど大丈夫？
[24735.812] ryo6366: でもDJでタコ殴りにしてましたよね？
[24737.220] aw11tara: からのウゥン
[24737.494] pawafu1_: ｳｩﾝ
[24737.531] (S)masamasa_19: ぼたんさんが止めたら割と全て終わってた
[24738.831] 小條様々: 初はさすがにね
[24740.285] モリケイ: ｳｩﾝ…
[24742.360] ただのぶいすぽ好き: だって負けにしちゃったし
[24742.688] (S)鉄板: ﾆﾁｬﾆﾁｬ
[24742.734] (S)yamaasira: どぐ？ どぐ？
[24742.886] yamo426: ｗｗｗ
[24743.689] oreyuta: あの時にかましてたら今の席はなかった
[24743.754] ognis072d0: 草
[24743.815] echidna2031: ｳｩﾝ…
[24744.420] p4seri: きしょすぎるw
[24744.961] ricknicols: CRからのお知らせ
[24745.109] 羽根ペン: ｳｩﾝ…
[24745.504] 脚舐め太: 違う世界戦になってたかもしれん
[24745.614] mugikuro_: ｗｗｗｗｗｗｗｗｗｗｗｗ
[24746.215] bbimanim: 終わってたまである
[24746.283] (S)LooseDash: んっゴミ
[24746.611] rea10san: ｗｗｗｗｗｗ
[24746.641] (M)墾田永年私財砲: 終わりです
[24746.688] ハンモック: ｳｩﾝ
[24747.280] ぽぷらしーど: ししろんから始まったどぐら道
[24747.523] atamamiru: ｗｗｗ
[24748.067] れいじー227: ヤバすぎる
[24748.180] goriiiiir: ｳｩﾝ
[24748.344] tetsu_kaede: ｗｗｗｗ
[24748.408] (S)美濃屋善兵衛: 流石に
[24748.622] ヒガシ: WutFace
[24748.798] ぜんちゃん: ウゥン
[24749.269] こすもすです: CRからの重大なおしらせ
[24750.082] モリケイ: CRからのお知らせ
[24750.848] haribo1031: wwwwwww
[24750.932] 灰原_: 水吐くかと思ったわwwwwwwwww
[24751.356] suupu: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[24751.529] ただのぶいすぽ好き: www
[24751.586] (S)さとチャ: キモすぎやばぁ
[24751.624] はむはむ_: ｳｩﾝ
[24751.683] pawafu1_: CＲからのお知らせ
[24752.025] b_matuda: ｗｗ
[24752.445] ognis072d0: おわりや
[24752.732] tune0627: でもDJで殴ってたじゃん
[24752.936] katanantoka: この世の終わり
[24753.459] (S)やぎう氏: 流石に？
[24753.683] DONKI_ch: お知らせ
[24753.715] T4LB0: 大粗相
[24754.924] negi_shio0405: ししろんはゲラって終わりそうw
[24755.113] ru31504: 今トワ様それで苦しんでる
[24755.569] jun_soma_1998: 最高すぎだろｗ
[24756.719] tibita72: さすがになｗ
[24757.076] ハルえもん: おわってます
[24757.410] 梱包場のシン: ししろんなら爆笑してくれるから大丈夫
[24758.319] toto3210119: やべぇのが現れましたっと
[24759.460] yamo426: お知らせでちゃう
[24760.389] mugikuro_: お知らせやめてね
[24760.425] utubusi: トワさんコメント欄うぅんで溢れ出しましたどうしましょう
[24760.448] rea10san: それやってたら格ゲー人口増えてないっすね
[24761.517] (S)EMA__chan: ウゥン・・
[24761.546] (S)fure1101: これがザンギ殿ですぞｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[24761.903] (S)masamasa_19: 今やったら笑って怒ってくれそうｗ
[24762.172] エバンス66: DJでやめさせかけてたよね？
[24762.407] (S)land200j: それはお知らせ案件
[24762.533] oitaku11: おわりです
[24763.431] barg0210: 炎上っす
[24763.732] vra_oji: まだハンバーグのレポしたいんや……
[24764.270] glock_tmt: 初期は格ゲー勢はみんな怯えてた
[24764.407] rukou707: 今なら笑ってくれそう
[24764.437] sepele128: クビです
[24764.717] tkgnotamago: CRからのお知らせくる
[24764.800] bbimanim: ころさんのほうなら多分本当に終わってた
[24766.280] Ruca_JBF: そのルートは親善大使なってくれんかったわ
[24766.442] mame_riddle: CRカップ出禁かな
[24767.171] たろと_: タレントさんは爆笑してくれるだろうけど
[24769.073] boolean_opo: MCないなる
[24769.538] 羽根ペン: CRから重大なお知らせ
[24769.849] (S)LooseDash: 何事もスタートダッシュが大事やから！おぉん
[24769.918] ry0444: 終わりの世界線
[24769.987] モリケイ: 見計らってあれなん？w
[24771.098] ただのぶいすぽ好き: えにからのおしらせか
[24772.342] nana_121: いまはできるｗ
[24772.561] 折田馬場: 本当に申し訳ないのですが、私達はそれを見たいと思ってしまうんです
[24773.281] aw11tara: 見計らってるってことはやる予定が？
[24773.474] おはぎだいすき: 50%カットされる？
[24774.504] kiri_ru: それを他の方にやっているのですが…？？
[24775.271] tibita72: 最初知り合ったの去年の6月の話やからなｗ
[24775.932] (S)nyamorine: 村は村だったEND
[24776.939] ハンモック: V女子にウゥン 毎回楽しみに見てます
[24777.486] (S)うちま_: 開国しかけてたのが鎖国まっしぐら
[24778.683] (S)ekiben_taro: ウゥンしたら獅白杯にどぐらがいなかったどころじゃない。獅白杯自体がなくなっていた
[24780.790] 地球最弱を継ぐもの: その点ありけんは最低だな
[24781.689] あつ氏_: 『ちゃんと暖かったハンバーグw』
[24783.531] pawafu1_: 第一回の空気では無理やｗ
[24786.312] ne0soba: ハンバーグ師匠
[24788.420] oitaku11: 多分本当に引退っす
[24791.980] 灰原_: 初手ｳｩﾝ…はまじでさぁ…ってなってた
[24795.618] はむはむ_: ｗｗ
[24797.682] shin2555: ぶいすぽにはやっていいんですか？
[24798.901] ryo6366: バッドエンドルートあったか
[24800.166] negi_shio0405: いまならハンバーグで逆襲されるまである
[24801.573] 農家ゆん: ししろんはウゥンを待ってるかもしれない
[24801.904] モリケイ: 一大コンテンツ「ｳｩﾝ…」
[24803.530] senko4696: ししろんのときはホント緊張してましたもんねｗ
[24811.429] tibita72: そもそもあの時流行るかすらわからんかった時期やからな
[24811.867] (S)masamasa_19: 当時やったらマジで獅白杯消滅してるでしょｗ
[24813.355] iamatomic45510: CRカップあるらしいじゃん知ってた？
[24813.464] bbimanim: いうて普通にフルコンぶち込んでた気がするが
[24815.717] glock_tmt: たぶんＣＲに入ってない世界線やったろうな
[24816.576] yotsubato_xx: 初手ガン処理しようとしてからの接待
[24823.413] aw11tara: 確定反撃がジャブのみ？
[24833.967] ブラッドリンク: ゲーセンの時の空気は、折れるまでやる。だったけど昨今はほんとに和気あいあいやね
[24853.920] p4seri: もしそれしてたらCR脱退RTAやったな
[24856.678] (S)LooseDash: そもそもぼたん姉と最初やったとき「サイテー、ストファイやめよっかな・・・」って言われてたからな
[24858.292] (S)美濃屋善兵衛: 流石に今、ゲーセンのノリまんまは無理あるて
[24859.314] (S)reyxun_c: リリーなので逆にｳｳﾝ...される可能性あるのがおもろい
[24861.384] tmtm84: ホロのインドネシアの子も今鉄拳8やってるしそっちも盛り上げてもろて盛り上げてもろてー
[24870.844] oreyuta: 令和やで？
[24883.150] モリケイ: さすがにね？
[24886.016] (S)masamasa_19: ホロIDの子 鉄拳やってるの！？
[24887.085] mugikuro_: たしかに、ｳｩﾝされる可能性
[24890.917] (S)dodoi2: トワ様未だにｳｩﾝ…の幻影に苦しんでない？
[24894.981] mmmmmuna: どぐらさんの配信みてたお陰で認定戦でゴールド行けました 最高ランクです
[24896.056] ぽぷらしーど: ホロID鉄拳やってるね
[24899.954] (S)masamasa_19: ああー
[24901.323] mugikuro_: ひまねぇ
[24901.829] tibita72: でて
[24902.046] p4seri: それはそう
[24903.315] (S)さとチャ: ししろんは今後の企画で呼ぶプロゲーマーに食レポさせていくつもりっぽいよ
[24903.792] (S)鉄板: キレるから…
[24903.807] aw11tara: ぼたんさんもちょっと触ってたよ
[24903.857] tibita72: でた
[24903.970] ognis072d0: はえー
[24904.360] ハルえもん: まじそれな
[24905.857] tetsu_kaede: あーたしかにぃ！！
[24906.497] tkgnotamago: その心は
