[4.124] (S)sakusannyo: きたーー
[14808.850] スカイウリ: 逃げる奴が悪い
[14809.096] れぢくす: あ
[14809.098] (S)にょまれ: じゃあトリコやれよ
[14809.467] (S)umekkko: 気軽にやって気軽に生きてー
[14809.514] suiha_7: radaoHatena2
[14809.675] awayuri: あ
[14809.780] テープ職人: 途中でやめるのが悪い
[14810.161] syann_0131: は？
[14810.252] (S)1chigo_mochi: wwwwwww
[14810.439] (S)yunoooa: あ
[14810.633] (S)hanadango823: www
[14810.978] ~MISSING_COMMENTER_INFO~: 三日坊主どころか半日じゃん
[14811.064] (S)いちうら: あーはいはい
[14811.206] piisuke0428: ならはよいえや
[14811.416] ちよび: wwww
[14811.630] akita_210: あ
[14811.702] アーユン: あ
[14811.801] sunomono8: wwwwwww
[14812.018] (S)hanadango823: あ
[14812.171] Suima2525: あ
[14812.238] (S)Yukimaru__31: あ
[14812.255] tanuki_pan: ただの逆張りおじさんじゃなかったの？！
[14812.822] nakihai556: wwwwwwww
[14812.964] (S)okada041: ちくちく言葉？
[14812.996] (S)つむじのきもち: 泣くなよ
[14813.060] riorisu: あ
[14813.061] 人生100年時代: あ？
[14813.274] annzu125: 🥺
[14813.305] ここねり: wwwww
[14813.473] (S)せっきくん: www
[14813.748] hakosannnnnn: ちくちく言葉
[14814.060] mo_coa: 逃げるし恥だし役立たず
[14814.240] きのここ: あ
[14814.809] (S)ｻｧｻ: wwww
[14814.831] るちのー: お前が悪い
[14814.832] ドミノくん: radaoCry1
[14815.051] (S)にわすずめ: wwwwwwwwwwww
[14815.288] kitu2456: wwwwwww
[14815.331] (S)まだら25: あ
[14815.702] gahaha1568: めんどくせぇぇwww
[14815.784] ayunosioyaki0223: wwwwww
[14815.804] ar1_1220: あ
[14815.863] koyaren: だって事実じゃん
[14816.046] mizusakura0326: wwwww
[14816.243] KinakoMochi_06: でも本当の事じゃん
[14816.379] mimipaadesu0428: wwwwww
[14816.447] awayuri: wwwwww
[14816.457] remiiiii_28: wwwwwwwwww
[14816.499] eggkake: ドキドキ文芸部
[14816.514] キョロちゃん: radaoNayami
[14817.078] (S)あぷあぷえる: でも、事実だろ？
[14817.393] (S)izayoi_77: だってそうじゃんｗ
[14817.561] ogi_3: これ本願寺行き
[14817.619] (S)マポ酢: じゃぁなんなの？
[14817.938] (S)ぽーてっと: wwwww
[14818.354] omaru_ssr: 石鹸と卵はどうした
[14818.441] (S)zakry_39: wwwww
[14818.664] ishicoro_coro_coro: はいはい
[14818.765] fuu_maru: じゃあなんていうの？
[14819.035] (S)nonaru4637: あ
[14819.084] あきぬこ: でも自業自得では？
[14819.257] (S)hanadango823: ちくちく言葉
[14819.331] (S)惰性さん: そりゃそうだろ
[14819.354] norara_tw: あーあ
[14819.378] アラル海: wwwwwww
[14819.498] __あお: wwwww
[14819.757] annzu125: 🥺🥺🥺🥺
[14819.897] pj45887: こどおじさん？
[14820.140] (S)kagemoegi81: でも事実じゃん
[14820.368] たなから牡丹餅: 本当にごめんなさい
[14820.499] ken_shimura: 実際マイナスやろ
[14820.502] yuuharu0502: wwwwww
[14820.673] suiha_7: radaoNayami
[14820.754] ayunosioyaki0223: だりぃ
[14820.827] 榊原とーげ: うちらのせいじゃないじゃん
[14821.226] ぼちゃまる: めんどくさww
[14821.292] miina_cha: wwwwwwww
[14821.444] nae55: ｗｗｗｗｗｗｗ
[14821.813] marumuudesu: あーあ
[14821.986] (S)わんここ: でも実際そう
[14822.085] (S)_イオ_: でも事実じゃん
[14822.318] piisuke0428: あ
[14822.330] toru2525: ただひねくれてるだけ（）
[14822.550] (S)kumo3389: ざーこ
[14822.563] ユゥジサン: ほんとのことだろ
[14822.789] そふぃ3: 石鹸逃げたじゃんwwwwwwww
[14822.861] (S)sbo_frap: どん！！！
[14823.419] ラムネ味: じゃあなんなの？
[14823.635] root_1123: めんどくさ
[14823.635] smallkundesu: 新参者はよく分からん
[14823.646] Mi_zua0: コイツめんどくさ
[14823.654] いのりさん: らっだぁ切り替え早いよな
[14824.147] カラス屋: メンヘラがよ
[14824.379] さいのめ: じゃあ逃げなきゃいいじゃん
[14824.576] るらま: 匿名希望よりの墓が好きすぎて
[14824.603] shi_n_tou: 逃げてるでしょ？
[14824.720] ちよび: 効いてる
[14824.820] (S)yunoooa: めんへらっだぁ
[14824.907] オレオおおおおおお: 日頃の行い
[14824.989] (S)とりのポトフ: めんどくさい彼女かよ
[14824.993] piisuke0428: wwwwwwwww
[14825.038] annzu125: あーあ
[14825.214] シロップ3366: めんど
[14825.269] (S)ずれ: 事実を言ってるだけだろ
[14825.289] stainlesses: 喧嘩するほど仲がいい
[14825.357] おるがのる: やんなかったのらっだぁだし
[14825.473] mizusakura0326: だって逃げるじゃん
[14825.498] ai0902: チクチク言葉刺さりました
[14825.586] (S)にわすずめ: めんどくせぇwwww
[14825.995] (S)yoppiy_: まんどくさ
[14826.287] (S)うりもち: wwwwwww
[14826.522] mikan_san: 違う未来に進んでるからだろ
[14826.653] (S)hanadango823: wwwwww
[14826.718] kirinnnaru: 俺はお前ほど失踪してる人間を知らない
[14826.731] (S)1341lion: 事実だからしょうがない
[14826.750] (S)トマト狩り: こいつだるくね？
[14826.792] (S)つむじのきもち: 怒んないでよ💢💢💢💢
[14826.848] (S)ぽりごんのすけ: 前科があるから...
[14826.870] スカイウリ: でも悪いやん
[14826.950] (S)Yukimaru__31: せっ、けん
[14827.278] amani_zzz: プラスにどうやって捉えんだよ
[14827.280] てぃあてぃあてぃあ: じゃあなんて言えばいいの
[14827.498] pottkin: それぽまえ
[14827.539] itoido: wwwwww
[14827.793] hatsuna_m: wwww
[14828.013] (S)いちうら: じゃあやめちまえ
[14828.015] kusunokitomori811: でも逃げるやん
[14828.071] (S)惰性さん: 事実事実
[14828.092] siokara0427: お前が始めた物語だろ
[14828.828] ~MISSING_COMMENTER_INFO~: らっだぁには合わなかっただけだろ？
[14828.873] piisuke0428: だるwww
[14829.026] riorisu: めんど
[14829.101] (S)あぷあぷえる: 事実だろ
[14829.208] an_do121: こいつめんどくさ
[14829.514] sobayu120: 戦略的撤退するからだろ
[14829.591] kuronekosaaaan: だる
[14829.689] miina_cha: めんどくせぇww
[14829.737] きゅうりのピクルス: マイナス×マイナス＝プラスだよ？
[14829.762] (S)みーだん: じゃーなんて言えば満足？
[14829.950] ogi_3: でも逃げるじゃん
[14830.088] hakosannnnnn: wwwwwwww
[14830.308] gekiro_nin: 赤ちゃんみたいな30歳だな
[14830.334] sudoooooooo66: この喧嘩小学生のときに見た
[14830.352] (S)らーな: 実績があるからな
[14830.395] sakasuzusakana: 背中の傷だらけ
[14830.481] honeytoast__73m: だだこねらっだぁ
[14830.488] 夢現: 石鹸は逃げたけどね
[14830.500] awayuri: うん
[14830.506] MrAriadne: 言葉狩りやん
[14830.556] 厄介: 事実だけどね
[14830.596] 8分19秒: でも事実じゃん
[14830.747] YodoRa: ホントのことじゃん
[14830.851] nijinora: だって続きみたいもん
[14830.983] うみぼし: 逃げてもいいからやろうや
[14831.068] ligr0w_24: 次への糧とでも言ってほしいの？
[14831.520] Suima2525: メンへらっだぁ
[14831.557] cacao_316: それをきわめようよ
[14831.569] (S)okada041: 試食てきna
[14831.673] (S)yunoooa: メンヘラ
[14831.677] pj45887: だる
[14831.817] が_じゅ: アスレリレーやれ
[14831.818] あけくれ: でもこっちは続き待ってるんだよ……？
[14831.892] annzu125: めんごーw
[14832.329] waraashi: 逃げる以外になんていえばいいの
[14832.398] left_2_10: はあ
[14832.505] 人生100年時代: はぁ
[14832.614] (S)dim3820: 敗北者じゃけぇ
[14832.619] (S)aisu00082: 避難したんだよ
[14833.011] an_do121: wwwwwww
[14833.223] (S)たゆう_はね: じゃあもうらっだぁやめろ
[14833.336] (S)natsu_mikan_ame: めんへらじいさんやん
[14833.846] mo_coa: やめ方が悪い
[14833.971] afour0123: やったねらだちゃん。
[14834.013] Daruta_star: はいはいわかったよ
[14834.106] (S)0ox_Q: それ以外の何物でもないだろ
[14834.129] (S)ankoro0825: 途中でやめさせるゲームが悪いよね？
[14834.221] karasu57: だる
[14834.333] (S)yoppiy_: 石鹸 卵
[14834.817] なまものだもの: 壺おじ面白かったなぁ
[14835.281] (S)kumo3389: お前沸点低いな
[14835.296] (S)NORI25252: 体験が終わったんだよな
[14835.616] (S)あぷあぷえる: はぁ…
[14835.704] kanamarumaru: 怒らないで
[14836.001] main94: めんどくせ
[14836.182] rioapr03: はっきり言わないからでは？
[14836.728] itoido: お前が1番の発端やんけ
[14836.809] アラル海: はあ
[14837.110] (S)ゆのん323: 逃げなきゃ何も言わん
[14837.321] (S)umekkko: 分かった分かった
[14837.591] ひのした: 前科しかねぇから
[14838.407] (S)uni_mm: だっる
[14838.642] kotora127: やればええやん
[14839.275] おるがのる: だる
[14839.357] さぼりあめ: 足湯的な感じってことね
[14839.866] KinakoMochi_06: そういえば石鹸も逃げたよな
[14839.969] ドミノくん: へらへら
[14839.991] poigzunn: 風タクは？
[14840.026] smallkundesu: 石鹸
[14840.235] (S)にくのじん: 言わないからやろう
[14840.286] awayuri: wwwwww
[14840.341] wa_wo: また始まったよ…
[14840.430] sakutaro_xyz: 食わず嫌いしてないから偉いよ
[14840.574] (S)umekkko: よしよし
[14840.586] dinosaursan: お試し？
[14840.665] チュチュンバー: radaoAngry
[14840.801] シロップ3366: いい意味で墓場行き
[14841.089] あらんえむかーびぃ: 怒ってんじゃん！
[14841.162] あきぬこ: 殴らないで
[14841.344] jellyfish_s2_: 三十路メンヘラ？
[14841.354] ogi_3: はいはい
[14841.375] (S)あぷあぷえる: radaoAngry
[14841.678] うにだ: はぁ
[14841.820] ayunosioyaki0223: wwww
[14842.300] ch1111z: すぐ怒るじゃん
[14842.599] (S)ゆもちゃん: 怒らないで（ ;  ; ）
[14842.617] mo_coa: 怒ってるやん！！
[14842.642] (S)音吐朗々: サブスク辞めるから許して
[14842.811] アラル海: メンヘラ？
[14842.836] mikan_san: 小力さん！？
[14842.887] hakosannnnnn: 怒んないでよ〜
[14843.177] tiger_bay: ２００円とか３００円のゲームを乱雑にやりまくるのも良いよな
[14843.931] syann_0131: だる
[14844.144] honeytoast__73m: かわいい笑笑
[14844.146] スカイウリ: だっるこいつ
[14844.391] (S)yunoooa: wwwwwwww
[14844.393] アル23: でも石鹸逃げたじゃん
[14844.445] (S)raguragu828: リスナー頭かたい...
[14845.034] prpr_friedrice2: 怒ってんだろ
[14845.238] (S)キラキラボシ: radaoAngry
[14845.326] Daruta_star: はいはい分かったよ
[14845.459] pj45887: めんどくさ
[14845.489] shiomegane170926: radaoAngry
[14845.553] (S)Yukimaru__31: radaoAngry
[14845.793] gahaha1568: め・ん・ど・い
[14845.794] ドミノくん: wwww
[14845.800] (S)さめはる: ｗｗｗ
[14845.820] eggkake: radaoAngry
[14846.037] (S)panno_mimi: めんど
[14846.835] ayunosioyaki0223: だる
[14847.015] なかさぶ: 最近ヘラってね？
[14847.077] そふぃ3: やってみるだけって前置き必要です
[14847.145] harugon1: マイクラを最近やらないのは？
[14847.148] konhamu: らっでぃの自由だからねー
[14847.198] (S)惰性さん: 完クリほのめかすやん
[14847.234] ラムネ味: radaoAngry
[14847.302] awayuri: 怒ってるじゃん
[14847.310] ~MISSING_COMMENTER_INFO~: ぶたないで…
[14847.316] ほのぼの: 怒ってるやん
[14847.317] wasopasomaso: 気にしてるから効いてるんでしょ
[14847.391] tokoivu1125: 逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな
[14847.621] (S)okada041: ほんとぉ？
[14847.838] toyu315: はいはい
[14847.847] (S)わんここ: www
[14847.882] るらま: 怒ってるやん
[14847.966] nakihai556: wwwwwwww
[14848.141] suiha_7: radaoAngry
[14848.180] s_i_i_a: こy
[14848.342] waraashi: 最後までやってほしいんだよ
[14848.389] (S)あぷあぷえる: はいはい
[14848.426] nikaidou4321: 逃げるとかじゃないだろ
[14848.436] jyoi9098: はあああああ？
[14848.506] root_1123: おこってんじゃん…
[14848.645] yuuharu0502: でもクリアものでしょ
[14848.678] naaaagi8924: 怒っとるやん
[14848.789] supuringu5140: 怒ってんじゃん
[14848.888] ligr0w_24: だる
[14849.013] cacao_316: ヘラってる
[14849.023] (S)にわすずめ: なんやこの喧嘩
[14849.094] (S)0ox_Q: 怒ってるだろ
[14849.125] おぼーん: だる
[14849.318] (S)yoppiy_: 怒ってんじゃん
[14849.349] arufortonisei: じゃあ壺男とかはなに？逃げたろ？
[14849.579] メルシィー: どうどう
[14849.719] ほのぼの: w
[14849.852] sakasuzusakana: ｗｗｗｗｗｗｗｗ
[14850.093] yubaharu: だるwww
[14850.175] (S)momo_0430_: めんどくさ
[14850.445] おるがのる: はいはいそうですねー
[14850.663] 廊下に立ってろらっだぁ: 食パンになるやつやって欲しい
[14850.768] (S)にゅーん: radaoAngry
[14850.823] ちよび: じゃあ大きい声出さないで！！！！
[14850.887] annzu125: ゲームを楽しむこと大事
[14850.993] koyaren: おこらないで(´・ω・｀)
[14851.153] (S)えんま: だる
[14851.219] karasu57: 更年期かよ
[14851.328] wawamf: 一旦距離置いただけ
[14851.341] remiiiii_28: 怒ってんじゃん
[14851.406] (S)maru_1214: ごめんごめん
[14851.546] root_1123: こy
[14851.767] miina_cha: 怒ってるやんww
[14851.779] tokotto: 逃げてるみたいに言うからじゃん
[14851.988] ラムネ味: 勝手にしろよ
[14852.012] (S)ｸﾛﾈｺ: ごめんんん
[14852.635] きっこまん: radaoAngry
[14852.701] (S)いちうら: 怒ってる人の言い方してる～
[14852.717] akita_210: めんどい彼女やん
[14852.811] たはと: じゃあやってよ
[14853.275] (S)1chigo_mochi: 体験版だけやりたいみたいなこと？
[14853.700] うにだ: だるすぎ
[14853.725] pj45887: だる
[14853.829] (S)haineozZ2: radaoAngry
[14853.895] mo_coa: 更年期ですか？？？
[14853.917] さいのめ: じゃあアンダーテールやりなよ
[14854.111] そふぃ3: 怒ってるやん；；；；
[14854.376] (S)黒グミ: ごめんね
[14854.401] (S)あぷあぷえる: めんどくさ
[14854.601] (S)kagemoegi81: 勝手に触れよ！
[14854.652] よわはと: だるいなこいつ
[14854.697] shiomegane170926: radaoAngry
[14855.111] evudayo: 怒ってるよ
[14855.165] ぼちゃまる: だるいぞww
[14855.187] ここねり: じゃあ壺男全クリしろや
[14855.460] ユゥジサン: なら最後までやれよ
[14855.571] が_じゅ: うるさい
[14855.669] amani_zzz: 勝手にすればええやん
[14855.720] ぷちょしずか: メンヘラ
[14855.760] koyaren: 更年期？
[14855.773] (S)キラキラボシ: 怒ってんじゃん！
[14855.841] (S)NORI25252: めんどくさ
[14855.890] スカイウリ: じゃあクリアしろ
[14856.240] (S)たゆう_はね: さわりたいなら配信外でやれよ
[14856.354] (S)yunoooa: 泣くなよ
[14856.514] suiha_7: radaoOld
[14856.605] Suima2525: あーあ視聴者減った
[14856.773] かたくなったわたがし: wwww
[14856.893] あけくれ: 放送が面白かったから続きが見たいのに……ひどい……
[14856.997] annzu125: めんご
[14857.011] tanuki_pan: めちゃめんどいメンヘラww
[14857.094] (S)kumo3389: じゃあやれば？
