[16.618] tsukikage_saga: ウメちゃんおはよう
[20752.148] ぼっち王子: 大会当日だけ、サブ限という手は 
[20752.814] LGA2011: モデ増やしてどんどんBANしないとな、有名配信者はみんなやってる
[20754.139] (S)chocolat1234: 👏👏
[20755.064] despera_lk: ないす
[20755.800] 0208h: あいー
[20756.215] (S)fahmy0825: close bruh
[20756.504] mogu0621: キャミィは触りに行く選択肢がおおいね。
[20756.823] xSLay3rJ: いいね〜
[20757.258] あり0221: 負けても応援し続けるのがファンってもんだろって前マゴさんいいこと言ってたな。弱くて見限るならときどのファンにでもなれってw
[20757.899] DDS250: 水派と声繋ぎながら対戦すればいいのにな
[20759.647] demonbane_twosword: キャミィの弱点が全くわからん
[20760.710] トトロボッチ: ウメちゃんこのゲームまじで強くなりそうだな
[20760.800] brunoman1: たおしきり
[20762.708] (S)mart_00_: 意外と待ちささる？
[20765.798] たくあんどす: コメ欄香ばしいねぇ
[20767.578] syouruu: コメント認証にしたほうがいいかもね。結果的にそのほうが楽しめそう
[20768.926] 憂う者の弟子: あんちの口はこの口か 
[20769.417] うろすも: 他のケン使いと一緒にやれないかな
[20775.160] realseikintv_: お前ら誰と戦ってるんだ
[20778.651] ultimate_balla: G-- oh.. lol
[20780.612] donekofg: ときんすだって優勝した時以外は負けてるので誰のファンにも慣れないよ
[20782.021] xyz1648: WutFace
[20784.089] pomodorojp: 足長すぎなんや・・
[20784.696] junqn: 自身満々で仕上がってるとか言ってボロ負けで荒れるのはわかるけど
[20784.768] (S)chachachakoma: ああ
[20786.248] anaguma3: こくスタンプやめぇやｗ
[20787.890] Jam10505: アンチもファンの一人だよ 勝てば手のひらくるっくるよ
[20788.133] kaigaizei: コメント自治まで出てきてんのかよおもろいな
[20790.256] (S)homu0117: マゴがそれらしいコメントできないって相当だな
[20790.261] yasubewe: ごっそりドライブもってかれた
[20791.588] mogu0621: 勝とうが負けようが俺はウメちゃんのファンや！試合してくれるだけで嬉しい（・ω・）
[20792.052] despera_lk: おつ
[20793.758] えこえこ: お疲れっした！
[20794.378] (S)chachachakoma: おおお
[20794.440] vespa127g: まぁ盛り上がってんだからすでに成功してる
[20794.594] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[20794.671] (S)fahmy0825: 5-10
[20794.887] kkshkk: 文字が今日は元気だね
[20795.024] (S)Qtr1214: お？
[20796.204] xyz1648: お
[20796.576] momiji4431: お
[20796.913] demonbane_twosword: おおお
[20798.154] pomodorojp: お？
[20798.328] (S)hiaaru: おお
[20798.363] yomogi0610: お
[20798.710] domontyan: まじか！！
[20798.739] aztec_0: お？
[20798.813] Nagare765: 本当か
[20798.999] (S)johndoe6523rp: つえった
[20799.062] erisuk: 開眼きた？
[20799.291] (S)mart_00_: おお
[20799.519] poikourousan: ええキャミーや強い
[20799.613] 天然ベニテングダケ: お？
[20800.392] onuki_123: SeemsGood
[20800.479] (S)deep_cross: お
[20800.561] akanesinzyou: ジャンプ禁止のゲームでジャンプが許されるキャミ
[20800.606] blackuma: おお
[20801.272] 0208h: おおお
[20801.485] (S)ハルキ10: お
[20802.183] (S)2youyou2: 王の閃き
[20802.205] (S)roytaly: 中足？
[20802.553] ~MISSING_COMMENTER_INFO~: ！！
[20802.691] pomodorojp: 手応えあり！？
[20802.961] kiton_taichi: お疲れ様です！
[20803.074] rasuan103: ほう？
[20803.197] mogu0621: ウメちゃんにひらめきが！！！
[20803.404] (S)chachachakoma: 発見があったようだ！
[20804.818] suginaka56: umeZen
[20805.338] (S)perfecttakahashi: お？
[20805.924] ebiebi12: 負けてる理由ってコンボじゃなくて昇竜じゃね
[20806.427] domontyan: うめちゃ～～～～～んないすうう
[20806.570] gt_26_t: あきらさん戦より全然内容いいと思うしなあ
[20807.090] nomonomo11: おつかれー
[20807.175] despera_lk: いいねー
[20807.745] (S)maya_g01: うおー
[20807.978] (S)箸くれ: すげえ
[20807.993] makoto9131: ウメちゃんは攻略進んでいく感じが見てて楽しい
[20808.038] twitchyarutch: 日々前進
[20808.823] erisuk: でもあと一日しかないｗ
[20808.880] (S)playatlas: みずはありがとー
[20808.909] 新ころりん: 何か光明が
[20808.918] mako6912: 水派ありがとー
[20809.100] proajus: もろたで工藤！
[20809.132] lun__01: 何かを掴んだ？
[20810.588] son_gokutsubushi: 開眼キタァ！？
[20811.151] kamiya1979: ちょっとずつね！
[20811.412] (S)jusankokuki: 微速前進
[20811.517] aztec_0: 💡
[20811.661] yasubewe: ﾋﾟﾛﾘｰn
[20811.884] いがぐりころころ: こんばんは
[20812.027] demonbane_twosword: ケン有利でお願いします
[20813.263] (S)You_nari: ミスが多かったけど行けそう
[20813.934] 1108044k: 殴り合い？
[20815.925] (S)maya_g01: 水派くんありがとー
[20816.045] たきしぽ: さすがウメちゃんや
[20816.693] pyamaaaa: これが王なんだよな〜
[20816.703] 戸愚呂妹: まじ？キター！
[20816.929] (S)moyashi117: なんか掴んだですか
[20817.531] でんきちゃん: おつ 水派もサンキュー
[20817.872] nonsugar_436: いやー流石に？
[20818.252] goldexpepe: 扉ひとつ開いちゃっちゃ？
[20820.254] Papapadad: いうて明日よ？
[20820.789] ultimate_balla: 💔 GGs 🔥😂
[20821.189] taro0140: 一個ずつーいこー
[20821.196] 超パンダ: 一日ひとつ強くなる
[20821.523] dassun1: ほんと～？
[20821.619] (S)mart_00_: 次まごさん？
[20823.243] 倫理規定: 負けたほうが格ゲーは強くなれる
[20824.127] ma_kube: 水派さんありがとー
[20824.498] olivemocomichi: キャミィ隙が無く見えてきつい
[20825.247] theater_jpn: キャミーの投げが他キャラに比べて通りやすく感じるのは気のせい？
[20825.303] burupapu: ワクワクしてる
[20825.515] despera_lk: ケン有利？
[20825.564] (S)chachachakoma: 立ち回り後半かわったよ？
[20825.695] gm_lris: 4割くらいになりそ
[20826.574] anaguma3: キャミィに昇竜はリスクあるのよ
[20827.301] gt_26_t: いうてケンの方が絶対難しいのはそうｗｗｗ
[20827.858] mariannnu: たのしみだー
[20828.224] (S)ラリメモ: 次何時からですか？
[20830.054] realseikintv_: 大前提としてキャミィはきついよ
[20831.286] 0208h: 道みえた？
[20831.541] (S)You_nari: たしかにね
[20832.342] きさ07: 時間がたりない・・・
[20832.858] lun__01: きついのはキャラ相性なんで仕方ない
[20833.277] world_tori: 応援してます！
[20833.283] (S)johndoe6523rp: まあそうすねｗｗｗｗ
[20833.544] son_gokutsubushi: そーいやコーディーやらバイソンに一生負けてた時もこんな空気だったね
[20833.701] mako6912: やっぱりキツいんだ
[20834.125] mogu0621: 強いプレイヤーが、ウメちゃんを強くする！
[20834.561] kobetaf: 密着で択かけ続けるって事ね
[20835.261] (S)箸くれ: お客様の中にマスターキャミィの人居ないのかな
[20835.324] teruharu_: 水派さんありがとー
[20836.129] nomonomo11: かずのこキャミィクソ強いからなあ
[20836.424] 天然ベニテングダケ: それでもきついのか
[20837.037] sasa_suke: 応援してます！
[20837.268] あり0221: 4.5まで持っていきたいね
[20837.689] Nagare765: かじゅの攻めに耐えれるかどうか・・・
[20837.806] 超パンダ: もう夜です
[20837.885] erisuk: ２先なら逆にこっちにも勝機はあるよね
[20838.461] umesecond: 水派いつも何かくれるな
[20838.745] lexa_stone: Hello from France Mr Daigo
[20840.130] えこえこ: さわりに行く手段は増えました？
[20840.318] nokekogann: がんばえー
[20840.594] twitchyarutch: 前進した姿見せてくれたらいいよ
[20841.341] upper_modric: 楽しみにしてます！
[20843.723] pomodorojp: たいおつでした
[20844.087] papipopon: もう預流だけどw
[20847.073] (S)deep_cross: 楽しみです‼️
[20847.241] 新ころりん: キツイのは変わらんけど一歩進めたかぁ
[20847.757] (S)chachachakoma: もう夜っすｗ
[20848.247] (S)mac011400: 良い試合たのしみにしとります
[20849.579] mogu0621: ウメちゃん楽しみにしてます！
[20851.915] donekofg: 負けた方が次勝つって言われるよね格ゲーは
[20852.090] domontyan: プラス思考なウメちゃんファンとして好きです
[20852.792] shiemi483: キャミィの昇竜ガード後にインパクトは入らないんですか？
[20852.952] (S)mart_00_: マゴさんのスパーも楽しみ
[20853.796] トトロボッチ: どの辺がきつい？
[20854.023] OOXT: www
[20854.118] (S)dalhi: これからなのよ頑張れ！
[20856.697] prisira: ゲーマーはまだ昼だから
[20856.715] burisuke: キャミィ、チュンリーって多分最上位くる？ケンってその２キャラきつくない？
[20857.923] 泥酔ケン: 格ゲーのプロはまじですごいよ リスクマッチしかないうえにこんだけ情報たれながしで
[20859.069] lun__01: スクリムいつからですか？
[20859.845] son_gokutsubushi: チームメンバーに頼るもあり
[20860.372] 戸愚呂妹: マゴしぃと通話してほしー
[20862.652] valkilmar912: まだみんな一日でガラッと変わるからすごい目まぐるしいねｗ
[20862.775] プリズムパワー: ウメちゃんもう完全に夜型?
[20863.426] kiton_taichi: ２先の方がチャンスなさそう。相手の傾向も掴めぬままで
[20863.794] 0208h: このBGMすきだ
[20864.257] wanwan_5: ビスチルwin
[20865.817] 1108044k: この時期ってキャラ相性とかはっきりしてないから言いたい放題
[20868.549] vespa127g: 春はあけぼの‥
[20868.676] dassun1: かじゅはやりこみがすごい
[20870.750] yamanashi_sp: プロの凄さはSFL始まれば嫌でも焼き付くから、もし明日どこかの副将がプロから１引いてもそれは単純にすごいと褒めればそれで済む話よ
[20871.167] nyata1234: もう荒らしまくるしかない
[20873.373] bajjio1976: マゴは大したアドバイスくれなかったってさっき言ってたよ
[20874.972] おあしすさん: 端に追いやられると上からかダッシュなのか通常技なのかって考えてると不意のインパクトきついよね
[20875.233] ayataka0718: 打開は出来そう
[20878.349] prisira: 逆択かぁ
[20879.148] mogu0621: たしかに。。
[20880.551] 戸愚呂妹: たしかにこのBGMいいね
[20883.770] あり0221: なるほど
[20884.042] akanesinzyou: キャミの投げ見える気がしないｗ
[20885.924] (S)chachachakoma: たしかになぁ
[20887.481] donekofg: 負けて折れてたらプロゲーマーはできないというか勝負事全部楽しめないよ
[20890.146] gt_26_t: 逆択通されたときのリターン高すぎるのはなあｗ
[20894.007] despera_lk: いまんとこキャミィ有利なの？
[20895.390] lackesis: あの飛びもムズイね
[20898.927] mogu0621: マゴしぃの言ってるのは当たったね。
[20901.400] prisira: 後は前ジャンＯＤストもあるしな
[20901.646] えこえこ: 逃げ竜巻が駆られてたね
[20902.373] Papapadad: 2先でどのくらい出せるか
[20902.610] (S)potesaraudon: パリィ多かったね相手
[20903.051] chiicama2525: 大将戦は3先？
[20906.814] umetyaahan: 完全にキャミィ有利やろ
[20907.823] (S)tomken35590: あの戻しコンボやばいね
[20909.237] donekofg: 簡単にキャラ有利不利語るのは浅すぎない
[20909.464] 銀廻宗創始挙天和尚: 買ったけどボコられたのでツアーしかやってないです、、、
[20910.576] nikuzure_: なるほど
[20911.352] erisuk: ケンのよさも打ち消されてる
[20913.424] うろすも: 多分理詰めだとキャミィ有利だからマゴさんもアドバイスしづらいんだろうね
[20914.441] son_gokutsubushi: DJのラッシュ投げは俺には残像も見えん
[20915.737] anaguma3: 大将戦も2先じゃない？
[20915.755] あり0221: 鳥篭向こうのほうが得意だったか…
[20916.452] burisuke: スト６ってほとんどのキャラがワンコンボで端じゃない？
