[1.846] (S)ひなづき0712: わだこら!!
[7786.776] 車海老姿焼き: モスじぇりー
[7787.939] _ヴォク: うわ
[7788.295] (S)mitsu2647: うわあ
[7788.790] kotetsu_yuzu0108: うわ
[7789.003] torizuki_desu: 蛾のジェリー？
[7789.106] 愛の林檎: うわ
[7789.968] evacoler: モスじゃね？
[7790.543] せおりー: 蛾のゼリー
[7791.474] (S)あかね0313: モス
[7791.876] (S)yu_rayui: うわ
[7791.906] _こなた_: うわ
[7791.947] えこぉ: うわ
[7795.277] 甘酒大好き: きたねぇ
[7796.875] えりさ_: え
[7797.322] (S)inkainohea: 蛾のゼリー
[7797.799] sirasu_do: うわぁ
[7798.925] (S)にわすずめ: はぁ
[7799.281] (S)あるみ屋: おー
[7800.465] suna0056: きも
[7801.358] そふぃ3: ふむふむ
[7801.770] (S)gu_taranosuke: うわ
[7802.543] 和泉ぴけ: え？
[7803.869] 愛の林檎: 効果は強いのか
[7804.144] (S)チィヤン: うわぁ
[7805.165] えこぉ: ウェルカムお菓子
[7805.457] (S)mrgrtpsr: 蛾のゼリーま？
[7805.888] かえで_じーじー: つよ
[7806.336] れむら: 蛾のゼリーやね
[7807.019] nasu_nameko: デスモス？
[7808.814] 格好いいよねロックマン: きめ
[7809.622] 愛の林檎: でもきめー
[7810.101] uta5213os: 効果強
[7811.008] sakanoooo: 一時的に強くなれるよ
[7811.506] evacoler: 蛾はメスがでっかくて狂暴だったよな
[7812.064] rosemary0920: まじ？
[7812.186] 甘酒大好き: ゲテモノだな
[7812.423] そふぃ3: ラグジュアリーはまずい
[7812.918] えりさ_: 不味そう
[7813.525] ~MISSING_COMMENTER_INFO~: 食うの？
[7814.806] Omochi_Gousei: (ᯅ̈ )
[7815.051] utusin_no_geboku: 食うの？
[7817.232] 2004_raion: 上位互換アイテム
[7817.553] taakatuki1024: やば
[7817.813] (S)seillane: えぇ
[7818.297] suna0056: 優秀やんw
[7820.450] ayato_shinami: きったねぇ
[7820.902] れむら: やば
[7821.033] denou777: うわ
[7821.851] oreo_oic101: え
[7822.188] nekomrnn930: え
[7823.360] (S)つむじのきもち: おいしそう
[7824.172] 和泉ぴけ: ガゼリ？
[7824.417] ui_nemutai: うわ
[7824.433] sjindoa: うわ
[7824.590] mirumiru_h: うわ
[7824.612] shin0_25: うわ
[7824.692] 愛の林檎: ええ...
[7826.165] ruuga_1113: うわ
[7826.637] yuya_kura: うわ
[7826.784] ayunosioyaki0223: まずそう
[7826.859] うめた: 殺虫剤まみれ
[7827.630] 甘酒大好き: ためらえや
[7827.940] せおりー: お菓子とジュースのハイブリッドって感じかな？
[7828.250] rya_ya: うわ
[7835.760] aka_478sann: 不味そう
[7835.828] kuuu03282009: らっっだぁは雑食だから…
[7837.038] れむら: 昆虫食の最先端行ってる
[7839.132] ~MISSING_COMMENTER_INFO~: らっだぁ流石に共食いはあかん
[7841.205] (S)seillane: なんで殺虫剤かけてゼリーになるw
[7841.378] 格好いいよねロックマン: ここなんか猿出てきそうだよなぁ
[7844.116] 暇な爆弾魔: 偉そうなトイレ
[7850.723] えこぉ: お
[7861.776] root_1123: 結構広いな
[7864.688] れむら: ゴミwwwwww
[7865.210] えこぉ: wwww
[7865.767] yutiy_25: 今北
[7866.751] kotetsu_yuzu0108: wwww
[7868.568] ~MISSING_COMMENTER_INFO~: www
[7868.819] yunchi_5648: おしゃれやな
[7870.676] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[7871.580] otux2_0205: は？
[7871.880] 愛の林檎: うわあ
[7872.037] kuuu03282009: がーん
[7872.386] denou777: ？？？？？？
[7872.703] 甘酒大好き: がーん
[7872.787] yuasee: え？
[7872.889] (S)seillane: がーんw
[7873.071] 愛の林檎: え
[7873.247] (S)いちうら: え
[7873.385] root_1123: え？
[7873.410] えりさ_: ？
[7873.480] (S)にわすずめ: ガーン
[7873.917] YodoRa: ｶﾞｰﾝ…
[7874.074] taakatuki1024: ガーン？
[7874.343] うめた: ？？？
[7874.662] ayunosioyaki0223: ？
[7874.744] (S)mitsu2647: え
[7874.824] うぉ: ？
[7874.850] (S)わらびもち_11: え？
[7874.953] 胡桃柚子: ？
[7875.167] (S)はちみつかぶりつきやろう: え……？
[7875.373] Ishio_62113125: え？
[7875.643] まだら25: え？
[7875.724] ui_nemutai: は？
[7875.900] 暇な爆弾魔: がーん
[7875.937] puyopuyokun: ？
[7876.136] mizusakura0326: は？
[7876.280] itoido: え？
[7876.507] そふぃ3: は？
[7876.534] (S)ベニマル: え？
[7876.749] (S)kuugay0905: ？？？？？
[7876.821] shamumumu14: ??
[7876.903] yutiy_25: ？？？？？
[7876.971] (S)あるみ屋: がーん？
[7876.987] utanpo0227: ？
[7877.198] 和泉ぴけ: ガガイガーン？
[7877.295] nonsugar017: え？
[7877.743] 夢現: 蛾ーん
[7877.899] ~MISSING_COMMENTER_INFO~: やば
[7877.979] リライトパンダ: ？
[7877.989] みそギン: うっっわ
[7878.134] uta5213os: つまんな
[7878.148] yummy2580: ？？？？？？？？？？
[7878.712] kotetsu_yuzu0108: え？
[7878.723] 蕎麦雄: は？
[7878.760] 愛の林檎: 嘘だろお前
[7878.941] soku614: ？
[7878.991] Takeko_da: え？
[7879.556] ~MISSING_COMMENTER_INFO~: ？？？？
[7879.653] (S)gu_taranosuke: は？
[7879.751] ｷｭｯｷｭ: え?
[7879.814] nekotyan324: ガーン?
[7879.916] (S)rimrfy: は？
[7880.026] (S)SHUUUUUNTAKA: ?
[7880.838] utanpo0227: は？？
[7880.887] sayorin25256: え？
[7880.915] tunamayo1234: ？
[7881.449] iutades: ？？？？？？？？
[7882.135] (S)惰性さん: えっ？
[7882.345] shin0_25: え
[7884.029] れむら: ゴミになった...wwwww
[7884.631] kurua12: え？
[7885.699] そふぃ3: ガガ･ガーン！？！？
[7885.715] 格好いいよねロックマン: え？
[7885.919] warabimoti42: ？
[7886.118] tom_ato2563: ？？？？
[7887.316] ayato_shinami: うわ
[7888.433] kuuu03282009: いただきます？
[7889.533] sirasu_do: ？？
[7889.712] (S)はちみつかぶりつきやろう: うえええ
[7890.110] pirania0516: え
[7890.528] 愛の林檎: うわあ
[7890.669] (S)gu_taranosuke: うわ
[7890.896] Ra_0601: うわ
[7891.137] kuuu03282009: おわ
[7891.266] (S)いちうら: うわ
[7891.370] (S)sora_mameee: うわ
[7891.837] (S)チィヤン: うえ
[7891.997] mirumiru_h: うわ
[7892.070] えこぉ: うわ
[7892.116] shi__409: うわ
[7892.141] mizusakura0326: うわ
[7892.249] うぉ: おえ
[7892.469] 暇な爆弾魔: え
[7892.473] (S)にわすずめ: うえ
[7892.600] rosemary0920: うわ
[7892.748] oreo_oic101: ええ
[7892.824] (S)miam_1018: うわ
[7892.838] (S)kuugay0905: うわ
[7892.992] ruuga_1113: うわ
[7893.058] (S)わらびもち_11: うわ
[7893.059] kotetsu_yuzu0108: うわ
[7893.077] baceneKo: え
[7893.242] 心1203: うわ
[7893.500] (S)seillane: うええ
[7893.583] taakatuki1024: うわ
[7893.942] ayunosioyaki0223: おわ
[7894.048] (S)yu_rayui: うわ
[7894.210] (S)mrgrtpsr: うわ
[7894.392] (S)さつまいもおいしい: うわ
[7894.511] utanpo0227: うっわ
[7894.584] れむら: うわ
[7894.833] itoido: うわ
[7894.933] ichinomyo_taro: 音やば
[7895.417] compeki0022: うわ
[7895.527] えこぉ: おえ
[7896.099] denou777: Ｇ
[7896.346] ~MISSING_COMMENTER_INFO~: うわ
[7896.358] rin5_3: うわ
[7896.403] rya_ya: うわ
[7896.495] nonsugar017: ぐちょ
[7896.724] そふぃ3: うっわ！！！！！
[7896.970] shin0_25: うわ
[7897.213] Ishio_62113125: きっしゆ
[7897.437] neru_72: ぐちょ
[7897.460] (S)あかね0313: うわぁ
[7897.589] (S)nobume0v0: うっわぁ...
[7897.749] sakuranoomoti: うわ
[7897.931] kurua12: うわ…
[7898.524] 甘酒大好き: おｒｒｒ
[7898.656] ui_nemutai: きm
[7898.724] utusin_no_geboku: 音が
[7898.879] tawashida_3000: きたね
[7899.102] rosemary0920: え
[7899.317] れむら: キッシュ
[7899.326] (S)あるみ屋: きめぇ
[7899.450] Omochi_Gousei: うわきったな
[7899.536] 愛の林檎: はっやwwwwwwwww
[7900.162] ackasia: きも
[7900.605] tom_ato2563: きっっっしゅ
[7900.767] ruuga_1113: きっm
[7900.851] rin5_3: はや
[7900.894] yocchan07: え？
[7901.460] sirasu_do: きんm
[7901.566] えこぉ: げろ！
[7901.700] (S)gu_taranosuke: まじか
[7902.750] 心1203: やば…
[7902.893] yakari_sk3: うわ
[7903.020] そふぃ3: radaoOwari
[7904.402] rya_ya: きめぇ…
[7905.604] ayato_shinami: 鳥肌たった
[7905.810] 暇な爆弾魔: radaoQuiche
[7906.401] (S)seillane: Gだ
[7906.412] えこぉ: wwww
[7907.831] eichan_2470: うわ
[7908.028] ~MISSING_COMMENTER_INFO~: www
[7908.929] (S)シヴァいぬ: radaoQuiche
[7910.561] (S)にわすずめ: ええあえ
[7910.639] ura__5: wwww
[7910.747] yuasee: wwwww
[7910.842] (S)pocobokei: radaoQuiche
[7911.954] (S)シャチのおるか: radaoQuiche
[7912.284] ayunosioyaki0223: wwwwww
[7912.473] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[7912.487] Ishio_62113125: wwwww
[7912.936] rin5_3: あー
[7912.984] ichinomyo_taro: wwww
[7913.228] (S)seillane: wwwwwwww
[7913.429] (S)あるみ屋: wwwwww
[7913.958] (S)mitsu2647: www
[7914.001] (S)kuugay0905: wwwwwwwwww
[7914.061] (S)わらびもち_11: wwwwww
[7914.136] ui_nemutai: wwwww
[7914.214] (S)ドミノくん: うわ
[7914.224] そふぃ3: wwwww
[7914.717] みそギン: wwwww
[7914.866] ~MISSING_COMMENTER_INFO~: wwwwww
[7914.941] yuya_kura: wwwwwwwww
[7914.960] kotetsu_yuzu0108: wwww
[7914.987] itoido: ｗｗｗｗｗ
[7915.564] えこぉ: 謝ってー
[7916.351] mirumiru_h: ええwwwwwww
[7916.377] mizusakura0326: wwwwwwww
[7916.579] けし_: w
[7917.128] tunamayo1234: www
[7918.700] shin0_25: wwwwwwwwwww
[7919.760] hkr_r: つまりこの後そのぜリーを使うことになるんだ
[7920.212] fk3526: www
[7921.665] (S)seillane: www
[7921.758] みくりんご: ちなみにテンポラリーは一時的な
[7921.950] (S)mrgrtpsr: wwww
[7922.186] えこぉ: おお
[7924.209] ruuga_1113: Wwww
[7925.110] yudetama_123: wwwww
[7925.493] (S)gu_taranosuke: www
[7925.880] 愛の林檎: wwwwwwwwwwwwwwwww
[7927.230] (S)あるみ屋: wwwwwwwwww
[7927.273] hima_norita: wwwwww
[7929.696] えりさ_: wwwwww
[7930.954] (S)siatosu: wwwwww
[7931.655] yunchi_5648: www
[7936.856] Ishio_62113125: wwww
[7938.845] oreo_oic101: wwwwwwwww
[7939.604] えりさ_: あ、
[7939.758] kainn_1114: wwww
[7939.894] wpj575: www
[7939.936] itoido: ｗｗｗｗ
[7939.980] (S)あるみ屋: wwww
[7939.984] (S)kuugay0905: wwwwwwwwwww
[7940.728] eichan_2470: www
[7941.101] mikan1185: え
[7943.538] mizusakura0326: wwwwwwwww
[7943.604] mikan1185: wwwwww
[7944.686] tom_ato2563: www
[7945.366] まだら25: wwww
[7946.766] 和泉ぴけ: 食べちゃったエグイな
[7947.505] (S)りすたむ: wwwwwwww
[7949.400] えこぉ: このゲームってなんか出てくるんすか?
[7950.251] (S)seillane: wwwwwww
[7951.161] hiyokotamago194: wwwwww
[7951.947] sayorin25256: w
[7953.516] みそギン: 虫じゃんぽまえ
[7955.873] 愛の林檎: コンちゃんでも引いてるやん
[7959.647] sakanoooo: 一時的にスタミナと速くなれる的なサムシング
[7963.812] (S)あのまの: ハチミツって蜂のゲロなんだっけ？
[7967.644] mikan1185: なんか脱出ゲームになったな
[7969.092] Ishio_62113125: wwwww
[7971.151] 愛の林檎: 豪華っていえや
[7971.580] taakatuki1024: wwwwwwwwwwwwwwwwwwww
[7972.156] (S)つむじのきもち: いやなおもいである？
[7973.658] rin5_3: えらそうww
[7974.144] (S)あるみ屋: 偉そうなってなんなんよw
[7974.959] えりさ_: 偉そうってなんなんwww
[7975.197] そふぃ3: 偉そうってなんだよwwwww
[7979.972] (S)yu_rayui: wwwwww
[7980.364] (S)seillane: @triripy 化け物が出てきます
[7982.409] (S)いちうら: 言い方どうにかならん？
[7982.677] mikan1185: どんなトイレットペーパー？？www
[7984.467] えこぉ: wwww
[7985.118] 暇な爆弾魔: 偉そう=豪華
[7988.126] (S)seillane: www
[7988.257] そふぃ3: 豪華とかゴージャスとか言えwwww
[7989.390] oli_liriri: もす！
[7989.480] kotetsu_yuzu0108: wwwww
[7993.828] utanpo0227: www
[7995.999] neru_72: 殺虫剤まみれのゼリーで足早くなるw
[7996.206] しゃあろっく: radaoHi
[7996.655] えこぉ: え
[7996.879] yuasee: おー
[7997.403] taakatuki1024: o-
[7998.018] (S)kuugay0905: え
[7998.226] (S)にわすずめ: おお
[7998.996] 愛の林檎: え
[8000.418] kotetsu_yuzu0108: え
[8001.133] えりさ_: お
[8001.279] れむら: ええ
[8001.377] そふぃ3: おお
[8001.568] denou777: え
[8002.266] nonsugar017: おお
[8002.628] yuasee: え
[8002.695] (S)seillane: え
[8003.508] (S)わらびもち_11: え
[8003.770] ui_nemutai: え
[8004.271] まだら25: え
[8004.367] (S)gu_taranosuke: え
[8004.689] (S)SHUUUUUNTAKA: おお
[8005.211] ayunosioyaki0223: お
[8005.249] うめた: え
[8005.366] うぉ: え
[8005.446] ruuga_1113: え
[8005.969] えりさ_: え
[8006.462] mikan1185: コンちゃんのソシャゲの血が
[8006.552] hiyokotamago194: あ
[8006.571] (S)Ruria00: え
[8007.066] えこぉ: 飲んだやん
[8007.522] utanpo0227: え
[8008.422] (S)惰性さん: え
[8008.708] ichinomyo_taro: w
[8008.773] 愛の林檎: wwwwww
[8009.960] kuuu03282009: 洗濯物のやつ
[8010.004] kotetsu_yuzu0108: あ
[8010.155] border_listener: え
[8010.385] Ishio_62113125: ww
[8010.440] itoido: え
[8010.587] denou777: あ
[8011.525] けし_: ガチャ好きコンちゃん
[8012.041] (S)mrgrtpsr: え
[8012.472] mikan1185: あ
[8012.704] (S)あーしゃん: え
[8013.088] えりさ_: wwwwwwwwwwww
[8013.145] 和泉ぴけ: もったいな
[8013.284] (S)yu_rayui: え
[8013.367] (S)さつまいもおいしい: え
[8014.224] mikan1185: え
[8014.448] border_listener: wwwwwww
[8015.431] (S)seillane: アーモンドジュースいいのw
[8016.321] neru_72: え
[8016.483] sasami_yeah: え
[8017.701] (S)あるみ屋: え
[8020.041] hiyokotamago194: やったな
[8020.110] (S)seillane: wwwwwwww
[8020.752] kuuu03282009: ｗｗ
[8022.021] (S)あるみ屋: wwwwww
[8023.092] れむら: かえてきた
[8023.271] utanpo0227: www
[8023.743] mikan1185: そんな物々交換？
[8024.467] 甘酒大好き: いらないらしい
[8024.602] tunamayo1234: ww
[8024.688] うめた: 虫ってこと？
[8025.937] YodoRa: 変わらんやないかい
[8026.177] kotetsu_yuzu0108: www
[8028.271] 愛の林檎: うわ
[8028.336] えりさ_: 帰ってきたwww
[8033.833] (S)siatosu: 食べたやん
[8034.257] えこぉ: 何になるかな
[8037.489] YodoRa: 急な物々交換
[8037.649] れむら: えええ
[8038.105] 車海老姿焼き: 虫鍵…
[8038.344] (S)にわすずめ: ええええ
[8038.576] (S)yu_rayui: えええ
[8038.588] 神崎立夏: え
[8039.193] denou777: ？？？？？？？？
[8039.233] kuuu03282009: 紫の蒟蒻に見えてきた
[8039.353] えこぉ: お
[8039.597] botamotimoti_san: 殺虫剤
[8039.791] yuasee: ええええ
[8040.322] yossi_0614: あ、
[8040.329] (S)seillane: ええええw
[8040.432] (S)gu_taranosuke: あ
[8040.502] itoido: ええ
[8040.578] (S)kuugay0905: ええええ
[8040.593] ayunosioyaki0223: え
[8041.034] (S)いちうら: ええ
[8041.054] pirania0516: ええ
[8041.060] ichinomyo_taro: ええええ
[8041.215] kotetsu_yuzu0108: ええ
[8041.253] そふぃ3: え
[8041.445] (S)あるみ屋: え
[8041.603] shi__409: ええええ
[8041.681] utanpo0227: えええ
[8041.773] (S)mrgrtpsr: え、一個食ったやんね
[8042.011] けし_: ！！？？
[8042.120] みりぃもち: ええええ
[8042.201] sakuranoomoti: えええ
[8042.211] れむら: ええええ
[8042.240] (S)nobume0v0: ええええええ
[8042.272] tunamayo1234: え
[8042.284] 愛の林檎: wwwwwwwww
[8042.493] sunomono8: え
[8042.501] hiyokotamago194: ええええ
[8042.527] mikan1185: え
[8042.671] border_listener: えええ
[8042.730] うめた: ！？
[8042.734] (S)わらびもち_11: えええ
[8043.674] tom_ato2563: ええ
[8043.861] iriss3535: ええ
[8043.862] うぉ: え
[8044.216] taakatuki1024: 何が出るかな♪
[8044.391] kurua12: ええええ
[8044.875] rin5_3: wwww
[8044.962] (S)あるみ屋: wwwwwwwwww
[8045.144] (S)seillane: radaoMasuo
[8045.370] 暇な爆弾魔: ええ
[8045.630] そふぃ3: ！？！？！？！？
[8045.659] まだら25: ええええ
[8046.297] みそギン: wwwww
[8046.550] (S)SHUUUUUNTAKA: おおお
[8047.575] sasami_yeah: えぇ
[8047.730] (S)siatosu: ええええ
[8047.823] yakari_sk3: ええ
[8048.898] みりぃもち: wwww
[8049.190] itoido: お前さっき食べたやんｗｗ
[8049.272] ui_nemutai: えええええ
[8050.043] mikan1185: 食べられたwwwwww
[8050.282] neru_72: あ
[8050.308] リライトパンダ: 一個食べちゃったw
[8050.327] (S)殴りちくわ: radaoMasuo
[8050.736] えりさ_: 食べちゃダメなやつやんwww
[8050.803] 和泉ぴけ: つんだ？
[8051.553] sayorin25256: えええええ
[8054.087] hima_norita: えええええ
[8054.355] motizunnda: えええええ
[8054.369] 甘酒大好き: 吐け
[8057.680] (S)にわすずめ: wwwwwwwwwwww
[8058.327] baceneKo: えええええ
[8058.865] romu_00: え
[8058.906] shi__409: あーあ
[8059.057] 愛の林檎: あ
[8059.151] (S)あるみ屋: あ
[8059.204] taakatuki1024: やば
[8059.586] yuasee: wwwwww
[8060.163] 神崎立夏: あーあ
[8060.248] itoido: ｗｗｗｗｗｗ
[8060.405] (S)seillane: wwwwwwww
[8060.637] うぉ: あ
[8060.798] yocchan07: えー
[8060.999] kotetsu_yuzu0108: ええええ
[8061.031] そふぃ3: 吐き出せ
[8061.164] shiu27: えええええ
[8061.511] (S)さつまいもおいしい: あ
[8061.738] 暇な爆弾魔: あ
[8061.915] (S)レロキャン: あーあ
[8061.931] rin5_3: wwwwww
[8062.022] (S)hqll_dayo: ええええ
[8062.045] えりさ_: あ
[8062.184] (S)ドミノくん: え
[8062.422] (S)にわすずめ: radaoG
[8062.765] (S)殴りちくわ: radaoMasuo
[8062.925] 格好いいよねロックマン: Σ(Дﾟ;/)/え
[8063.353] ichinomyo_taro: めっちゃあるw
[8063.445] (S)Ruria00: 吐け
[8063.480] (S)gu_taranosuke: ぽまえがはいれ
[8063.649] 低楽: 終わったw
[8064.286] root_1123: radaoG
[8064.333] itoido: お前やったなｗｗｗ
[8064.816] (S)kuugay0905: あ
[8065.692] (S)mrgrtpsr: radaoG
[8066.453] (S)抹茶の午後: ｗｗ
[8066.694] ゆゆま_: radaoMasuo
[8066.713] rin5_3: 無限？
[8066.753] nonsugar017: radaoG
[8066.928] そふぃ3: radaoG
[8066.943] Omochi_Gousei: つんだ？？？つんだ？？？？？
[8067.192] ayunosioyaki0223: www
[8067.436] 愛の林檎: wwwwwwwwwwwwwwwww
[8067.439] れむら: らだお吐け
[8067.686] sjindoa: え
[8067.807] sayorin25256: GG
[8067.861] (S)あーしゃん: radaoMasuo
[8068.451] スパーズ: radaoG
[8068.571] (S)haruneo_s: あーあ
[8068.907] pirania0516: あ
[8069.129] みそギン: radaoG
[8069.137] けし_: radaoMasuo
[8069.800] (S)あるみ屋: radaoG
[8069.887] hiyokotamago194: たべちゃだめなやつやったやん
[8070.616] (S)kuugay0905: radaoG
[8070.975] wpj575: あ
[8071.417] (S)siatosu: やったなぁ
[8072.872] hiyokotamago194: あーあ
