[13.787] (S)RFKage: umeCossack
[7873.835] daichan1200: 同じじゃあないでしょ
[7875.507] chin_56_: JK
[7880.679] pondenring0930: 38歳の好きな人がいるって事か？ｗ
[7884.593] (S)demonbane_twosword: へー
[7888.148] (S)ましゅダヨ: もう子供だもんね女子高生だと
[7891.978] あまぞんさん: かなり幅あるぞw
[7894.703] kkshkk: 興味がないものに対して認識ってアバウトになるからね
[7895.660] adachikufgc: あすかたむ？
[7913.872] なっつぃ: ｗｗｗｗ
[7914.484] lobelia_c: をおおおおおおおおおお
[7914.639] (S)demonbane_twosword: あっ
[7914.747] (S)ましゅダヨ: は？
[7914.938] gularain: ｗｗｗｗｗｗｗｗｗｗｗｗ
[7915.359] (S)おしるこ11: ｗｗｗｗ
[7916.562] LGA2011: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7916.569] goozy009: www
[7916.776] shibaponz: それはまずい
[7917.243] evimayo88: ｗｗｗｗｗｗｗｗｗｗ
[7917.634] ミジンコ隊長: ｗ
[7917.912] harusame1155: あーあ
[7917.985] (S)sharks_up: あーｗ
[7918.548] amadori3: ｗｗｗ
[7918.762] あまぞんさん: あwww
[7918.984] kame277: こいつw
[7919.143] tabibitox: あ
[7919.562] やあああ: ノンデリ
[7919.931] lucentsnow: ｗｗｗ
[7919.938] sn0wf0x3: wwww
[7920.128] (S)ましゅダヨ: wwwww
[7920.659] chin_56_: ｶﾁｰﾝ
[7920.818] gorogorogorn: 4年も長いだろｗ
[7923.727] (S)noriyuki3: wwww
[7925.272] LGA2011: ノンデリなだけじゃねぇかw
[7925.777] sh1zuku716: さすがに
[7926.208] kimanaka28: やっちまったな
[7926.632] (S)poriporikaku: アメリカンジョークみたいだなｗ
[7926.949] らすたねこ: それはよくないｗｗｗｗｗｗｗ
[7927.410] erisuk: そんな老いてみえてんの
[7928.625] redpeppar510: おばさん好きって時点であぶねえよw
[7929.413] ザワザワ9: それはひでートラップだなｗ
[7930.357] daichan1200: ずいぶん長いの定義を攻めるべきだな
[7930.951] ミジンコ隊長: ｗｗｗ
[7933.044] adachikufgc: ひどいw
[7933.127] (S)sharks_up: ちょっとむずいなそれｗ
[7934.024] (S)ましゅダヨ: あーあーもう
[7938.507] toshio0224: まあねｗ
[7940.325] kame277: たしかに
[7940.348] (S)rm_rf__: あぁ確かに
[7940.687] gularain: まあそれはわかるｗ
[7940.741] adachikufgc: ノンデリw
[7941.064] gokukeshi: 言い方だねえ
[7941.549] TetsuoMax76: Hi from France , Dieppe
[7942.367] (S)demonbane_twosword: 文脈がなあ
[7943.412] sengoku_cyber: 何歳判定だったんだよって話よな
[7943.980] (S)ましゅダヨ: いいかたもねぇ
[7943.998] lobelia_c: まあまあ
[7944.187] chin_56_: 読みすぎたな
[7948.684] 完全変態: 19からって前提あったら仕方ないよな
[7952.633] (S)ましゅダヨ: わかるわかる
[7952.945] sh1zuku716: てめーからｗ
[7957.044] gorogorogorn: いくつに見える？
[7958.686] dougazei123: ｗ
[7959.040] (S)noriyuki3: ミートさんも興味なかったんよな
[7959.328] あまぞんさん: それ！！！
[7960.221] kame277: www
[7961.764] 箸くれ: わかる
[7962.225] goozy009: そのとうり
[7963.871] kimanaka28: 確かに
[7966.127] LGA2011: まあ勝手に一喜一憂してるだけだしな
[7966.509] ミジンコ隊長: ｗ
[7966.864] tachaomi8: 負担かけさせるなってことねｗ
[7967.633] lucentsnow: 遊びｗ
[7967.730] hairi0610: 0歳です
[7967.959] (S)ましゅダヨ: 綱渡りさせるなよと
[7969.421] evimayo88: 隙ｗ
[7969.789] chin_56_: つくるんじゃねえ！
[7973.674] (S)yitojii: which shortcut input daigo uses for dps?
[7973.789] なっつぃ: 888
[7974.730] daichan1200: それって自覚してないでしょ
[7975.778] chin_56_: 88888
[7977.431] (S)ましゅダヨ: それ大事！
[7977.495] androidand: ずるいよな〜
[7978.047] ザワザワ9: 自分で仕掛けた地雷を踏ませるなって話ですよね
[7978.683] ミジンコ隊長: 👏👏👏👏👏👏👏
[7979.653] tanu_p: めんどくせえｗ
[7980.572] kame277: 拍手してら
[7980.892] goozy009: いくつに見えるがガチで嫌い
[7981.119] (S)~MISSING_COMMENTER_INFO~: yuyutaHakushu
[7983.179] erisuk: その隙がまさに１９からの＾だよな
[7984.973] redpeppar510: ノンデリw
[7987.658] やあああ: 客観的に若く見えるってことを確証したいんだよ
[7988.035] daichan1200: その人が自覚してる前提じゃんそれ
[7988.147] (M)(S)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[7991.439] reki5v: wwww
[7992.036] らすたねこ: そういうのって「いうて5年くらいなんですね」もキレてくるからなー
[7993.479] (S)demonbane_twosword: 泳がせてるのかもしれない
[7994.568] 箸くれ: こわい
[7995.191] nihonsyu_: たけしｗｗｗ
[7995.416] ミジンコ隊長: 宗教うまれてる
[7995.566] rias9121: 信仰が生まれた
[7996.360] lobelia_c: ありがたや～～
[7996.521] androidand: 救われた
[7996.874] gokukeshi: ありがたや～
[7997.092] aranami0: 信者いたぁ！
[7997.256] erisuk: 肉が救われました
[7997.323] アベ0206: 救いがあった
[7997.408] evimayo88: ありがたや～
[7997.445] kimanaka28: ウメ信
[7997.623] yattunohoo: ありがたやー
[7998.027] zyangara2: ｱﾘｶﾞﾀﾔｰ
[7999.257] dougazei123: 昇華した
[7999.753] as6623: 泳がせ
[7999.768] sn0wf0x3: ちょっとわかるw
[8001.038] sengoku_cyber: 楔打ち込んどけよっと
[8001.547] lucentsnow: ありがたや～
[8001.571] おじキッズ兄: 唯一神
[8002.387] onore22: ハイフンダー
[8003.386] (S)満ニラ: ありがたや〜
[8004.081] pondenring0930: 女は自分から年齢言わないからなー
[8005.409] ミジンコ隊長: ｗｗｗ
[8007.613] 完全変態: いくつに見える？って聞く奴は若く見られなくても文句言うなって思う
[8008.860] かつなか: 救われた
[8012.258] 青カブ: いくつに見える？て言われるのほんとこまるw
[8012.702] ruruyama0108: バカリズムの年齢期にする女の話好き
[8012.828] (M)(S)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[8014.644] バーニングチャーハン: ラインを決めるタイプ
[8019.700] chin_56_: 気になるじゃんねえ
[8024.664] adachikufgc: 欧米は年聞かない
[8027.501] MisaMisa_12: そのうち男性にも聞けない社会になりそ
[8029.141] neojapan01010: 人によってはマジでブチ切れるから聞かないほうがいい
[8030.126] gorogorogorn: 年聞く場面あまりないなあ
[8031.913] erisuk: 男でも女でも聞いて意味ないからな
[8036.748] やあああ: 30以上の人には聞きにくい
[8044.642] (S)ましゅダヨ: いるだろうねぇ
[8045.578] 完全変態: 海外ではそもそも年齢とか気にしない。○○歳だけど何か？って感じ
[8051.601] mohuryun: 男も女も別に年相応なら気にすんな
[8054.105] adachikufgc: 女は気にする
[8057.259] (S)y_proto: まあ女の面倒くさいところ
[8059.622] サラバア: 意外といるんだよね
[8064.057] yukinanyanko: 女性は若いやつがいいっていう人が一定いるからだと思います
[8064.069] veronica_ash: たいした人生送ってないから年齢気にするんじゃね？
[8067.922] gularain: 男性が女性を年齢でみるからだろうなあ
[8071.986] なっつぃ: それはそうだｗ
[8072.921] アベ0206: ずいぶん進んだなｗ
[8074.015] gokukeshi: 極論
[8074.896] pondenring0930: 金は１００しゃい！
[8075.073] gorogorogorn: 自慢なんだｗ
[8076.985] TetsuoMax76: I want Vega and Sagat
[8078.850] 箸くれ: 男が若い女が好きだからだろｗ
[8080.225] ミジンコ隊長: それはすごい
[8080.500] goozy009: 逆に、歳が行って美しい人が好き
[8088.039] (S)demonbane_twosword: うおおお
[8089.053] shiro_risu01: umeCatHope
[8091.877] てべす1103: ウメちゃんもVの子と絡む様になってリスク管理徹底する様になった風に見える
[8094.366] そらたま: 銀も100しゃい
[8095.991] らすたねこ: 100ばあちゃん年齢聞いてほしくてたまらないんだろうなｗ
[8101.903] aranami0: 今日も面白かったなぁ
[8106.806] yukinanyanko: ２５歳からおばさんあつかいするひともいるからなあ
[8109.084] (S)ましゅダヨ: そうそう、男性って女の人の年齢気にする人多いから
[8110.790] pondenring0930: 闇だけに深夜
[8111.000] gokukeshi: 今夜もいい闇でした
[8112.044] chin_56_: 中々いい回だった
[8114.747] goozy009: やっぱり闇話題は大切
[8115.776] サラバア: よい旅を
[8115.778] flashbacks18: 観光に
[8117.472] maddy2623: ご武運を
[8118.486] そらたま: 100万ドル！
[8123.294] erisuk: 結果的にいい話になったらスト
[8124.500] kimanaka28: おごられたい男たち
[8124.525] zyangara2: １億円持って帰ろう
[8126.427] smile9104: umeWin
[8136.133] rias9121: 日本から１億プレイヤー出たらいいなぁ
[8138.405] lucentsnow: ついに100万ドルプレイヤーでるのか
[8141.809] erisuk: １億５千万だぜ
[8141.823] (S)ましゅダヨ: あそっかー
[8142.740] sh1zuku716: それはそう
[8143.537] amadori3: そうやで
[8144.209] (S)おしるこ11: パキスタンはやばいな
[8147.086] goozy009: LCQからの優勝で泣く準備しています
[8147.217] おじキッズ兄: メナが獲ったらえらいこと
[8148.317] mohuryun: 日本は今高いからなぁ
[8154.745] (S)ましゅダヨ: そゆのやだよなあー
[8156.250] ミジンコ隊長: たしかに
[8157.831] toshio0224: メナ本気で危なそう
[8157.833] gorogorogorn: アングリーが一番リターンかな
[8163.090] daichan1200: 南アメリカかな
[8164.327] pondenring0930: 不平等だなぁ
[8165.928] (S)yitojii: chat pls help me 
[8166.963] かつなか: マジで命狙われる
[8170.160] neojapan01010: あれ日本円に換金しなかったら税金かからんとかないんか
[8177.088] erisuk: ドルでもらったんならさっさと円に換えるがよろし
[8177.486] sh1zuku716: 日本も円安でおいしい
[8178.537] kamiyama_t: まじで命狙われるよな
[8179.404] amadori3: 確実に人生変わるよな～
[8188.056] aranami0: ファイア
[8188.871] 憂う者の弟子: 国が買えるぜ
[8192.784] rias9121: 命危険になりそうやｗ
[8196.038] サラバア: 下手したら大統領になれるとかない？
[8199.274] goozy009: おまえは３億はらってから
[8199.812] daichan1200: KSKはあがれないじゃん
[8199.870] サラバア: 将来
[8201.112] (S)hal0087: 夢ねぇなあ
[8203.127] senseiabcd: ５０００万じゃあがれねえなあ
[8203.324] tanu_p: ３億借金マンに言われてもなあ
[8204.711] ミジンコ隊長: 税金 
[8209.811] 箸くれ: 脱税
[8211.498] (S)オーカミマン: 足りぬ・・・
[8214.569] ddb365: 無理ゲーすぎる
[8215.722] (S)メタルぱんだ: ｗｗ
[8215.781] ミジンコ隊長: ｗｗｗ
[8215.795] kkshkk: 全然足りない
[8216.068] maddy2623: MENAは金銭的にはあがってるよね
[8219.274] sh1zuku716: 取る意味なしｗ
[8220.716] kamiyama_t: 一番スケールがでかい
[8220.864] evimayo88: KSK強すぎる
[8221.506] やあああ: 一時所得になんのかな
[8221.596] goozy009: 利息
[8221.659] kimanaka28: ｗｗｗ
[8221.800] sn0wf0x3: wwww
[8222.106] だいこん_: LUL
[8222.825] (S)rm_rf__: 借金抱えてる男は発想がちげえなw
[8223.673] アベ0206: 4連覇必須
[8224.008] 憂う者の弟子: ＫＳＫすげええええええええ
[8225.368] erisuk: 節税するためになんかでっけぇもん買おう
[8226.089] rias9121: １回優勝しても返済できないのやべーわｗ
[8226.257] amadori3: ｗｗｗｗ
[8226.690] gorogorogorn: また円環したｗ
[8227.178] reki5v: 分割でもらえればワンチャン？
[8227.624] pondenring0930: まだだ！
[8229.735] バーニングチャーハン: 総師範6回くらい勝たんと
[8230.256] (S)ましゅダヨ: 変に抜け道探すのも怖いしね
[8233.918] sirokurorabbit: メナでも返せないやん
[8234.267] 箸くれ: たしかに
[8234.720] sengoku_cyber: 焼石に水なんだよな
[8236.784] (S)noriyuki3: そうだよね
[8237.809] (S)セルベリア: 税金で半分、翌年の税金、チームに渡す分で減っちゃう
[8238.317] chin_56_: 生きろ
[8244.685] (S)rm_rf__: 面白かった
[8250.296] evimayo88: 今日もおもろかったな
[8251.131] goozy009: 最高のコンテンツ
[8253.876] sh1zuku716: ksk取ったら返さないと銀行員くる？
[8253.981] 憂う者の弟子: オアシス
[8258.119] (S)ましゅダヨ: wwww
[8258.872] (S)demonbane_twosword: 面白かったー
[8259.843] やあああ: 2桁w
[8260.660] megurun: おもしろかったわ～
[8262.722] 箸くれ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8263.643] kamiyama_t: ｗｗｗ
[8263.889] maddy2623: ｗ
[8264.305] kimanaka28: ｗｗｗｗ
[8264.375] ミジンコ隊長: ｗｗｗｗ
[8264.434] アベ0206: ｗｗｗｗｗ
[8264.764] aranami0: ｗｗｗ
[8264.933] neojapan01010: ｗｗｗｗｗ
[8265.099] shiro_risu01: ！？
[8265.215] v_harumi_v: ｗｗ
[8266.128] (S)メタルぱんだ: ｗｗｗｗ
[8266.449] tama_zx61: 底の底まで
[8266.542] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[8266.680] tanu_p: 信者ｗ
[8266.760] methotrexate_aym: ｗｗｗ
[8267.292] chin_56_: よんでくれ
[8268.279] sn0wf0x3: wwwwww
[8268.293] pondenring0930: 一杯ひっかけて見たい
[8270.583] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8271.786] 箸くれ: 残ろう
[8271.839] fbhjkl: LUL
[8271.880] lucentsnow: ｗｗｗ
[8272.163] サラバア: 視聴者参加
[8272.684] senseiabcd: 確かにw
[8273.241] ryuken_future: 二けたは精鋭中の精鋭だｗ
[8273.330] (S)とも8はる: www
[8273.372] MisaMisa_12: お前いつまで見てんだってｗ
[8273.728] zyangara2: 選ばれし２桁のリスナー
[8274.212] (S)メタルぱんだ: 参加してーわーｗ
[8275.397] goozy009: それまで付いていく
[8275.493] borkh3js: LUL
[8276.707] gomesu: 最後の一人になっても見ます
[8277.013] 80808527: 参加するわ
[8277.818] あまぞんさん: 呼んでくれw
[8278.285] めぇーさん: ww
[8278.642] アベ0206: 選ばれしもの
[8280.624] androidand: いいね
[8284.094] evimayo88: 選ばれしリスナー
[8287.554] (S)ましゅダヨ: いいおつまみなのよこの企画w
[8289.684] (S)セルベリア: 19神将
[8291.970] methotrexate_aym: お疲れさまでした
[8293.330] (S)Sunsun_the_Sunfish: おつかれさまでした
[8293.695] aranami0: お疲れ様でしたー
[8294.094] あまぞんさん: おつ
[8295.127] megurun: お疲れ様でした
[8296.078] pondenring0930: おつです
[8296.200] (S)demonbane_twosword: お疲れ様でした
[8297.212] だいこん_: おつー
[8297.294] mame5rou: おつー
[8297.888] erisuk: その闇の闇の淀みの実数値はかなりいる
[8297.965] (S)ましゅダヨ: おつかれさまでしたーー
[8299.776] evimayo88: おつ
[8300.010] 80808527: おつ
[8300.022] (S)とも8はる: お疲れ様でした〜
[8300.502] goozy009: 最高でした
[8300.516] neojapan01010: 面白かったー
[8300.692] (S)つばくろーー: LCQ良いコンディションで挑めますように！ Cheer100
[8302.060] v_harumi_v: お疲れ様でしたー
[8302.299] shiro_risu01: umeCatHope
[8302.340] ミジンコ隊長: 2桁になっても
[8302.423] amadori3: おつかれです
[8302.679] sabotenn6: まーじおもろかった
[8302.757] 箸くれ: たのしかった～
[8303.074] zyangara2: LCQがんばれーーー
[8303.351] ryuken_future: お疲れ様でしたー
[8303.625] hairi0610: あー面白かった
[8303.789] tabibitox: おつおつ
[8304.379] lucentsnow: おつしたー
