[49.886] えたーなるぶるー: culonyanKonChadoumodoumo
[16484.907] ebikatsu39: フォートナイトはマウスプロ勢が嘆くほどエイムアシストが強い
[16485.076] deadlykitten2525: かつ
[16488.116] despera_lk: エイジス完封
[16491.447] goblin_dx: 痺れる試合
[16492.260] vidstudent: Good blocking back *into* the mirror there to get rid of it
[16503.247] (S)wahaha7788: 普通に今もPS４でやってる人のほうが多いでしょ
[16504.824] gekiretubaka: りゅうせいはネタが豊富すぎる
[16507.958] sh1n0217: マウスにはエイムアシストないのかそれは不公平だね
[16509.940] une3333: りゅうせいくんセスは使わないのかね
[16520.581] beepjougs3457: Apexでもプロ勢嘆いて他ゲー移行したよ
[16522.597] 再度落選の大統領マルモリ: 刃牙でも勇次郎が雷に打たれて骨見えてたからリアルでも見えるやろ
[16525.244] prototypeie: エイムアシストって使ってもいいの？
[16527.859] じらふ: 本職のユリアンはエイジスが華麗よね
[16530.132] 緑ぺこ: ネモさんがエイジスコンボりゅうせいに教えてるって言ってたよ
[16533.657] funnuraba: アメリカでもパッド育ちが大人になってきた
[16538.463] malionl: でもマウスは振り向きとか有利だからさってkskが行ってたよ
[16540.040] (S)thunderbolt0422: スチームのアクティブユーザー数見るとPC勢多いとは言えない
[16540.970] (S)dyrusdesu: 使ってもいいというかゲームの仕様だからねぇ
[16549.792] une3333: ネモさん隠さないからねーそこらへん
[16556.046] deadlykitten2525: うつ
[16566.945] lyo0822: エイジス使わせないためにか
[16571.886] (S)wahaha7788: ネモさん髪型かっこよくなってた
[16574.261] megalomania13: PUNKがパッド勢なんだからアケコンよりパッドの方が強い
[16582.783] x_abu_xx: 格ゲーと同じ流れよな、棒勢にパッド勢が食い込んでいく感じ
[16594.650] goblin_dx: 古の棒
[16599.109] (S)dyrusdesu: 格ゲーはアシストないしまた別じゃない？
[16601.437] funnuraba: パッド世代が増えてきたら商業的にパッドが強くなる調整ヤバい
[16604.780] prototypeie: インフェクシャスってどっちだっけ
[16608.092] sh1n0217: エイムアシスト次第ってことはゲームによって変わるってことでしょ？
[16622.680] malionl: まぁそうゆうこと
[16625.898] gekiretubaka: 強い意思の選択肢
[16628.656] (S)thunderbolt0422: 今やアケコンなんてデカくてうるさいだけやで
[16629.249] pandascal: だいぶ必死に通してきた
[16629.577] bb08763: umeYay
[16630.577] (S)wikokihgrs: やりかえしてきたか
[16630.939] (S)wahaha7788: 格ゲーもいつか対空アシスト来るか
[16638.693] matsussyi: ユリアン服着るのね(。゜▽゜)
[16638.850] diediedying: 楽しそうw
[16643.199] sh1n0217: 格ゲーだとワンボタン昇竜みたいなもんか
[16643.773] (S)Naonao765: アシスト無いとマウスに対抗できないって事でしょ
[16647.603] megalomania13: インフェクもパッドだよ アケコンは理論値的にもオワコン
[16647.800] (S)dyrusdesu: パッドだけ簡易コマンドOKですみたいなもんだからね
[16648.878] une3333: にんまりウメちゃん
[16654.631] goblin_dx: りゅうせいは通す男
[16659.481] millioniwashi: オート投げ抜けとか
[16664.780] _こぺ_: ストクロにアシストあったようななかったような...
[16671.870] funnuraba: ゲームによるけどパッド層が多くなってどのゲームもアシスト強くなってきた
[16675.131] x_abu_xx: マウスではエイムアシスト使えないの?
[16694.223] une3333: あはーんｗ
[16695.012] gekiretubaka: 1025
[16695.236] (S)thunderbolt0422: おいしい潰し方
[16695.489] (S)dyrusdesu: マウスで使えたらアシストの意味なくなるじゃん格差減らすためにつけてるんだから
[16695.525] seiji141141: エイムアシストはオートガードジェムとかのレベルなんじゃない？
[16696.475] adam_markii2nd: 足りないんだ
[16697.285] lyo0822: おおｗ
[16699.342] bancho710: うほー
[16702.393] 再度落選の大統領マルモリ: ガードするのか・・・
[16704.440] _こぺ_: 詐欺ぃ
[16704.679] Papapadad: さーすが
[16705.390] (S)wahaha7788: ストクロはやったことないけど何があかんかったんや
[16706.744] pascal171012: うますぎる
[16709.854] cherimoyavr: 今の詐欺は狙ってた？
[16714.982] isu_isu_isu: アアアアアケコンで格ゲーｗとかいう時代が来るんかね
[16715.891] mr_muteking: コンバータマウスならエイムアシスト使えるで
[16722.909] lyo0822: ラスティ
[16727.180] thefrozensun_: FPSだとマウスとパッドで結構差が大きいの？
[16728.509] 再度落選の大統領マルモリ: はーい。今日はなんのゲームするんだっけ
[16734.677] amenomi8: ユリアンってGの上位互換感ある
[16734.735] eremin_39: りゅうせいもラストらしいです
[16734.761] xiaowa562: umeYay_FC
[16736.108] _こぺ_: 身内対戦はめっちゃ面白かったでストクロ
[16736.726] diediedying: りゅうせいもラスト言うてた
[16737.411] ememeume: 行くダム
[16741.000] matsu_zalem: ファイナルチェリー
[16741.569] x_abu_xx: ストクロはゲーム以前の問題でバグありで発売してそれ隠してたんよ…
[16741.627] megalomania13: ウメちゃん腰痛にならないのかな
[16744.674] (S)Naonao765: もちろんプログラム次第でマウスにもアシストは付けられる
[16746.551] (S)thunderbolt0422: ゲーセン行かないのにアケコンはマジで意味不明
[16749.357] deadlykitten2525: りゅうせいはやるき
[16749.771] goblin_dx: 先生の教えを学んでいけ
[16751.114] despera_lk: ファイナルラストチェリー
[16751.369] ememeume: 先生〜
[16751.658] pascal171012: umeCatGlare
[16752.122] lyo0822: 流石ワラキア先生
[16755.440] une3333: セス調べものしたいけどまだ買えてない.....w
[16760.985] ymdmad: ワラキアさんまじ先生やで...
[16766.934] (S)キシカワマン: アゴ対決
[16771.133] x_abu_xx: だよね、マウスでもアシスト使えるよね。
[16771.744] enfuegomane: EnFuegoMane subscribed with Twitch Prime. 
[16771.829] (M)Moobot: @ENFUEGOMANEさんTwitch Prime登録ありがとうございます！
[16772.890] (S)wahaha7788: スタートでダメだった感じか
[16773.480] prototypeie: ワラキア先生はゴウケツ
[16782.683] prototypeie: ゴウテツ
[16787.381] Pai02: umeCatHope
[16799.641] funnuraba: ヒカ碁の話してたらりゅうせいのID草
[16808.750] (S)dyrusdesu: コンバータマウスでアシストつけるのはハードウェアチートの部類だと思うけど
[16815.689] une3333: めっちゃ走ってくるｗ
[16815.915] 809revan: PogChamp
[16817.414] 再度落選の大統領マルモリ: りゅうせいのIDEAこれやからヒカ碁の話になったんや
[16817.849] x_abu_xx: スタート時点でバグありやんけ!で大不評 ジェムシステムも不評 色々直して面白くなったころには人がいないっていう感じ
[16830.442] (S)Naonao765: いやりゅうせいだからヒカルの碁の話になる
[16833.920] gekiretubaka: ワラキア先生の対策見たいけど配信全部見ないといけないのツラすぎ
[16837.179] (S)thunderbolt0422: かてぇ
[16839.692] funnuraba: ああファンなんや
[16843.232] ice_cream_99: ice_cream_99 subscribed at Tier 1. 
[16843.518] (M)Moobot: Thanks for subbing, @ICE_CREAM_99 
[16846.885] mr_muteking: まあ、ハードウェアチートの部類だけど使うやつは使ってる
[16848.219] zamberto15: POGG
[16851.935] bancho710: 強くなり続ける伝説
[16854.061] (S)wahaha7788: ジョジョも今は結構良ゲーになったんだっけ
[16857.864] matsussyi: パッと見3rdのユリアンと似た感じに見える(。゜▽゜)
[16858.898] sh1n0217: ストクロ勢が楽しい楽しいって言ってマッチングしてない姿は悲しくなった
[16858.988] une3333: ジョジョの格ゲーもそんな感じだったなぁ....いろいろ直した時にはもう遅かった
[16866.043] _こぺ_: ときどさんダルシムつかってたなぁ
[16867.444] (S)enfuegomane: umeBoom
[16872.314] 再度落選の大統領マルモリ: カプコンはいつまで同じこと繰り返すんだろうな
[16878.989] eremin_39: ジョジョってファミ通満点の？
[16879.400] (S)ice_cream_99: umeMad
[16885.530] x_abu_xx: そう考えるとスト5は持ち直したよ 発売当時は大不評だったから
[16886.128] (S)strange_love00: 昨日のＡＶ話もＩＤのせい
[16889.266] gekiretubaka: 投げ
[16890.060] deadlykitten2525: なげるねー
[16890.610] bancho710: やっば
[16890.780] despera_lk: つよいいい
[16892.550] Jaywong1020: PogChamp
[16894.764] (S)thunderbolt0422: 投ゲー
[16895.768] lyo0822: つええ
[16896.461] une3333: ps3の方です、ジョジョ格ゲー
[16899.095] matsussyi: 投げが決まる(。゜▽゜)
[16901.042] beepjougs3457: パッドで格ゲーて親指キツくないんかな
[16906.838] funnuraba: ライオットが覇権とる
[16909.316] falaoh: なんでこんな投げれるの
[16912.266] _こぺ_: ファミ通満点ので合ってる
[16915.714] diediedying: 「なにこの人やばいんだけどギルティギアじゃん」
[16918.998] kitagawakun: スト５はスト４の盛り上がりがあったからね。３ｒｄからスト５がいきなり出てたら終わってた
[16924.263] 再度落選の大統領マルモリ: そういやMVCIはなんで廃れたんだっけ。
[16924.959] niemalsaufgeben: 本当に仕上がってきてる
[16932.575] sh1n0217: スト4の貯金はあったね
[16938.238] _こぺ_: タッグだからじゃない？
[16944.821] (S)Naonao765: ワゴンの覇者ジョジョ
[16952.200] (S)ice_cream_99: umeWin
[16952.412] poincobollpen: アケコンの方が使う筋肉多そう
[16953.797] funnuraba: ツイッチ覇権のLOL、ヴァロラントの会社の格ゲーを信じろ
[16959.285] x_abu_xx: アルカプはタッグで戦略性が薄れたのとジェムがクソゲー過ぎたって聞いた
[16959.385] stomachbb: うほ
[16960.295] seiji141141: 2キャラ制で強キャラ2体以外の選択肢がなかったから
[16977.620] (S)thunderbolt0422: スト5は守り弱いから4勢はストレス感じるよね
[16978.935] (S)wahaha7788: イライラしたときアケコンのほうがすかっとしない？
[16983.020] une3333: 言うて今スト5も熱帯意外目立った弱点なくない？
[16985.737] kitagawakun: MVCIは前作のMVC3が独特すぎたせいで前作の顧客を確保できなかった
[16991.046] keigai02: 減らね
[17000.633] (S)Naonao765: パッドは投げれるぞ
[17001.449] prototypeie: スト5は良いゲームだよ
[17006.881] nineball_akira9: りゅうせいくん 
[17011.949] malionl: シーズンによるかもです
[17026.064] poincobollpen: アケコンだいぱんできるなw
[17030.878] une3333: 微下がりひじー
[17038.548] funnuraba: グラブルでも勝てないとかとんでもないブランドだよホント・・
[17040.578] (S)naginagi99: スト５の今のシーズンはいいんじゃない？
[17040.607] gekiretubaka: エイジス1枚で何回たくれるんだよ
[17042.020] x_abu_xx: 発売当時ってスト５はマジで対戦しかコンテンツなかったから、未完成品扱いされてたんよ。対戦しかしない層はそれでよかったけど…
[17043.600] ebikatsu39: 8方向キーのパッドはあんまり指痛くならない
[17060.412] _こぺ_: スト５叩いてる人は大体やってない説
[17065.568] 再度落選の大統領マルモリ: なんだかんだでスト5はいいゲームになったよ。最高ではないけど
[17069.468] kitagawakun: 発売当初はさすがにやばすぎたね。ゼニー騒動もあったし
[17077.261] despera_lk: うほい
[17077.431] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[17079.303] inzaghi09b: スト5の発売当初は遅延きつすぎて1週間で辞めて2年寝かせたら楽しかった
[17082.457] une3333: 熱帯だけちゃんとしてくれれば言うことないかな....
[17082.470] stomachbb: いやー対策すげーな
[17083.226] (S)wahaha7788: 初期は本当に危うかったね
[17083.714] gekiretubaka: ガイルハイあんまり振らないね
[17088.684] (S)rinze_chan: うめー
[17093.617] bobbyjoe001: Cant lose
[17107.761] x_abu_xx: あーインプットラグもひどかったね
[17110.363] darjeeling2ndflash: このガイル強すぎる
[17115.953] kitagawakun: あと女キャラが全員スパッツ履いてることは絶対に許さんからなスト５ッッッ！！！！！！
[17116.163] stomachbb: しかし、こんな惜しげもなく全部見せちゃってええん？
[17124.387] berurusuko: てかスト４がパンピーからしたらストレスすごすぎてやばかった
[17127.540] (S)strange_love00: 台パンしたいそんなアナタには『ネネちゃんのぬいぐるみ』
[17128.366] (S)tasukete: ブブりすぎでケチがついたのもったいなかったな
[17129.041] une3333: なんでガイルが端に追い込んでるんだｗ
[17134.647] seiji141141: スト5発売当初はPS4持ってる人少なかったのとPCスペックそれなりに必要でできなかった勢が叩いてたイメージあるわ
