[24.304] alyncoo: k4sen5ban
[15037.904] すめりん: BloodTrail
[15038.785] o_nigirisan: あ
[15039.147] わたまる1229: 勝ちゃあいい
[15043.268] valture_6969: 🐮？
[15047.595] (S)venven8: やめてあげてw
[15047.824] iyu_sea: 敵にも味方にも嫌われるやつ
[15062.282] milf1you: ハンドガン強くね
[15062.770] o_nigirisan: やりにくそう
[15072.724] kubo_takefusa: 偏差むず
[15077.723] outputojisan: スコープピカピカでワロタ
[15078.344] Reo__________: 4スコ出すまでが苦行過ぎる
[15079.983] o_nigirisan: コメチラ
[15080.599] どんとこい超常現象: hanjouHasibirokou
[15083.194] すめりん: 🐮💦すまにょ
[15083.794] dnkfreed: コメチラ
[15083.956] 銀杏ですよ: コメチラやめてね
[15085.418] ふりーる: コメチラやめてね
[15087.959] k1m6er: 爆速のコメチラ
[15088.194] kubo_takefusa: コメチラ1Fやぞ
[15093.609] o_nigirisan: hanjouJ
[15094.804] mintt_00: あつも効いてないフリしてる
[15098.674] (S)venven8: はんじょ良く耐えてる
[15100.499] konnyakuna: エアプしかいないのもある
[15102.151] hirotama1122: まだやってて草
[15107.234] ドヤコンガ亜種: 倍率うぜぇなw
[15115.289] outputojisan: BO2ぐらい固い
[15117.755] (S)可能性の獣1: みんなもこのゲーム配信して欲しいな
[15121.748] grave_ex2: 突砂とかアホな使い方してるよりマシ
[15122.854] iambetterthanaceu: うまいね
[15125.977] o_nigirisan: 倍率かえられないんだやば
[15126.021] kubo_takefusa: はんじょうはガチの多動だからずっと貧乏ゆすりとかしてるタイプ
[15127.668] すめりん: うおｗ
[15129.874] tukinote: うっま
[15130.986] valture_6969: うっま
[15132.233] (S)sayu_lul3: やるう
[15132.351] ふりーる: うま
[15134.149] paru4thia: スナイパーどっちのがつよい？
[15135.109] すめりん: ！？
[15136.481] ドヤコンガ亜種: うっまw
[15136.668] o_nigirisan: うま
[15137.569] roripo7: うおw
[15140.141] 平成の光源氏まいきー: うめえw
[15140.566] keijiro0912: TACマジで強い
[15142.095] milf1you: こっちは胴体一髪
[15143.100] k1m6er: Kreygasm
[15144.558] lightzamasu: 今のスナくれよ
[15145.423] iambetterthanaceu: 気持ちよさそう
[15145.917] wave731: おもしろいな
[15146.099] valture_6969: うますぎて濡れた
[15146.127] マジでかぜひき: うますぎ
[15146.998] ふりーる: うまやん
[15147.926] えびるきゅん: codの血が
[15148.690] (S)venven8: まじか
[15161.362] わたまる1229: M44は弱いんだよなぁ
[15175.711] (S)可能性の獣1: このゲーム壁抜きある？
[15176.473] narlydao: このゲームでZyAG目指せます？
[15178.669] ikatyan722: 昔のボドならキレてます
[15182.833] dnkfreed: 武器レベル上げるのだるい
[15183.909] outputojisan: 久々に胴体7発キルのゲームみたわ
[15185.161] dino9810: れべる上げだるい
[15187.046] tk10_rover: tac解除してなかったけ
[15198.670] (S)sayu_lul3: これCODとどう違うんや？
[15202.811] たまめいびー: 5onとってk4senに5onとったことあんの？って自慢しよう
[15204.285] o_nigirisan: めっちゃいいしょうぶだ
[15206.407] iambetterthanaceu: ようやくか
[15209.582] kubo_takefusa: CODと同じです
[15210.951] Poh_280: スコープ外せないのだるい、12固定はきつい
[15218.504] rama_adg: おもろかった頃のcodを思い出すね
[15219.991] Reo__________: TACも12
[15223.723] くらいべいび: 一緒
[15223.828] paru4thia: TACのがつよい？
[15224.660] sakanamanbo: おなじやたた
[15226.219] dino9810: どっちも12
[15232.202] わたまる1229: 同じはず
[15238.772] narlydao: スコープやば
[15241.564] sea_igaguri: スナイパーオタクなら覗き込み最速のM44だよな
[15260.444] すめりん: うっま
[15261.597] kubo_takefusa: おし
[15261.956] iguni_ru: おし
[15264.088] わたまる1229: おっし
[15265.773] tukinote: おし
[15266.581] narlydao: コラテラルしますか？
[15272.658] tukiyo_ac: この距離の12倍でよく当てれるなぁ…
[15273.635] iambetterthanaceu: 貫通キルないかも
[15273.800] nano294773: 砂って胴体一発なの？
[15276.093] valture_6969: いやーうまいなまじで
[15277.222] わたまる1229: おっほ
[15280.431] aiudesu: 2in1あるんかな
[15282.807] iambetterthanaceu: ねー
[15283.813] o_nigirisan: うっま
[15285.605] tukinote: うま
[15285.824] ふりーる: うっま
[15286.931] すめりん: QSくそ上手い
[15292.322] kubo_takefusa: ハンショおおいな
[15292.442] rama_adg: てかおもろそう
[15293.034] dino9810: おいマジか
[15294.151] ニシタニ: TACで4in1してる外国人いた
[15302.899] ネギ味噌キャンパー: スナイパーで成り上がった男
[15305.550] lightzamasu: このスナ長すぎぃ！
[15309.997] rama_adg: めちゃおもろそうやん
[15309.997] 銀杏ですよ: スライドショットだっけ
[15312.261] grave_ex2: 突砂は奇行、待ち砂は美学
[15312.350] ikatyan722: うめえ
[15328.094] すめりん: ！？
[15329.235] iambetterthanaceu: うまっ
[15329.730] 銀杏ですよ: わからせ
[15330.524] Reo__________: 盾おいて砂まじでキモいｗ
[15332.562] ふりーる: うお
[15335.381] ikatyan722: スコープ覗くのもっさりしてるんだね
[15336.948] bo_kansha: 普通に覗き込みの速度あるからいいな
[15340.766] ドヤコンガ亜種: うっま
[15342.941] ma1pull_gg: リロードちゃんとしてていいな
[15345.320] tukiyo_ac: うまいｗ
[15345.614] valture_6969: SR先生！
[15349.231] kubo_takefusa: キルカメ欲しいな
[15351.391] tk10_rover: いきいきしとる
[15356.476] わたまる1229: ミリ残るんよな
[15358.827] すめりん: やばｗ
[15358.942] iambetterthanaceu: まじでうまい
[15359.121] yuragi06: すな判定きびしくない？
[15360.536] grlq__: フィードポジ入ります
[15362.071] tukinote: うま
[15363.983] tukiyo_ac: ！？
[15367.570] iambetterthanaceu: 行こう世界に
[15368.175] uichan_uwu: そのSRは撃ちきった方がリロード早いのか
[15381.327] もぐうう: 盾のキャラはＨＰ多いですよ
[15383.902] rama_adg: これ絶対ハセシン動画あげるで
[15390.508] たまめいびー: 全然リス反転しないなこのゲーム
[15394.380] kubo_takefusa: 意外とローセンシなんだな
[15396.603] 銀杏ですよ: これ出来ちゃったら他の武器いらんやろ
[15398.733] ふりーる: オナスナ最高
[15398.922] くらいべいび: 腕足半ショなる
[15402.627] MiyAbi_17si: コントローラー設定どんな感じですか？
[15403.055] ネギ味噌キャンパー: 虎杖か君は
[15403.516] lightzamasu: NotATK
[15403.521] Reo__________: ダメージ上がるカスタムもあるからそれつけたら変わるんかな
[15404.827] kuroo0202: はんしょなっつ
[15405.008] さとうきび400: もう一個のSRの方じゃないとなぁ
[15405.972] guri_guri: ｗｗｗｗｗｗｗｗｗｗｗｗ
[15407.967] shimmer_jiro: ｗｗｗｗ
[15408.365] bo_kansha: ｗｗｗｗ
[15408.465] aiudesu: ｗｗｗｗ
[15409.564] rgbf7: はんしょなっつ
[15409.606] sea_igaguri: 腕に吸われてんのかね
[15410.165] kaiz_015: wwwww
[15410.922] perfect_hage: 恥かかせんな
[15411.033] わたまる1229: wwwwwwwwwww
[15411.271] iambetterthanaceu: ぼどはうますぎ
[15412.173] valture_6969: わろた
[15412.409] ふりーる: wwwww
[15413.297] milf1you: 初心者すぎる wwwwwwwwwwww
[15414.041] mintia3x3: www
[15416.923] ikatyan722: なんで生きてるえええ
[15418.138] wave731: 別のバトル始まった
[15418.989] maaa_roku: ハンショ懐かしすぎる、、
[15421.268] sea_igaguri: 2in1じゃね
[15421.321] bo_kansha: きもちよ！
[15422.990] すめりん: ２in1
[15424.639] どんとこい超常現象: ハンショとかサドンアタッカーか？
[15425.229] guri_guri: うっま
[15426.571] ぱある: うっま
[15427.463] crazy_psycho_fomo: それやるぅ
[15430.191] ふりーる: うっっま
[15434.155] わたまる1229: おっっし
[15435.035] valture_6969: うますぎて泣けてきた
[15435.412] マジでかぜひき: ほんまにうまいって
[15436.410] hako850: ｗｗｗｗｗｗ
[15437.191] iambetterthanaceu: やばいね
[15437.367] すめりん: うますぎて引くわ
[15439.220] k1m6er: 🐴やん
[15439.597] maaa_roku: そういえば最近半しょとか無かった
[15439.650] ghsjjfbi: うますぎ
[15440.563] ふりーる: 覚醒
[15440.877] ぱある: センスが
[15441.536] aiudesu: 2in1きた
[15441.622] mintia3x3: うめえ
[15443.108] tukinote: まじうまい
[15443.266] gogen_g: 世界行くか
[15445.272] narlydao: なんかあの頃じゃない？
[15447.850] (S)venven8: 普通にやばいw
[15448.064] ニシタニ: うますぎて怖い
[15449.551] ドヤコンガ亜種: 8倍解除でぶっ壊れる
[15453.000] kubo_takefusa: ハンショ多いSR嫌い
[15453.485] milf1you: 敵流石に雑魚いなw
[15453.971] marlboro12_: 流石やね
[15455.441] 銀杏ですよ: Xdefiant部門入ってくれ
[15455.798] たまめいびー: DSRくれ
[15456.404] lightzamasu: それ頭以外あれじゃね
[15457.462] bo_kansha: 胴上からか
[15461.267] maaa_roku: 近距離でも胴体か
[15461.531] ふりーる: 覚醒まどか
[15463.212] ice_raspberry: SR見た目でかっけえな
[15463.674] tk10_rover: shakaUma
[15463.904] valture_6969: あの頃のボドカを垣間見れてうれしいよ
[15464.872] iambetterthanaceu: うまっ笑笑
[15465.433] わたまる1229: ！？
[15470.782] sea_igaguri: 2in1出すぎ
[15473.020] ikatyan722: 無料？
[15480.596] guri_guri: ウルトは？
[15483.174] ぱある: リスポーン早いのいいね
[15486.700] iambetterthanaceu: 圧勝
[15486.946] すめりん: うおｗ
[15489.452] gogen_g: 上手すぎる
[15489.961] tukiyo_ac: フルオートだと弾抜けも結構あるらしくて始まったばっかなんだなーって感じする
[15490.279] marlboro12_: Kreygasm
[15490.589] もぐうう: 盾のキャラだけＨＰ高いんでスナ１発じゃしなないですよ！頭じゃないと！
[15492.009] ghsjjfbi: つっよ
[15494.360] わたまる1229: 8倍きたら世界変わりそう
[15495.103] aiudesu: 最高や
[15495.272] bo_kansha: っぱ砂だわ
[15498.115] たまめいびー: あんだけリス押しても反転しないの気持ち良すぎる
[15498.331] ネギ味噌キャンパー: これはRID
[15501.914] hako850: オナ砂
[15502.792] lightzamasu: ラスカメないのかなしい
[15505.324] すめりん: 3.29
[15506.206] maaa_roku: ボドこのゲームを託した
[15507.650] valture_6969: 見てるこっちも楽しかったよ 
[15511.279] みどらない: このゲームのプロ目指すべ
[15515.993] くらいべいび: 横向いてるやつとかめっちゃ腕吸われる
[15520.702] nerdbloke: なんてゲームですか
[15522.821] sea_igaguri: ジャガーノート 
[15523.060] aiudesu: めっちゃ弾抜けしてる動画見たぞ
[15537.045] vqlva2525: dropsの報酬はあとからもらえるやつ？
[15538.431] harusuke51: おもろい？
[15548.389] 0s0zai: L9のidひっさしぶりに見たなw
[15552.195] ikatyan722: 楽しそうやねー
[15555.992] すめりん: お
[15558.783] iambetterthanaceu: うん
[15560.303] yat2244: Nvidiaドライバ最新にすると相当遅延減るらしいよ最大58%減ってNvidiaは言ってる
[15560.588] わたまる1229: お
[15566.861] lightzamasu: ｗｗｗｗｗｗｗｗ
[15567.212] iguni_ru: ｗ
[15567.633] kuroo0202: なにやんの？
[15568.842] valture_6969: いいね
[15568.918] ドヤコンガ亜種: たっか
[15569.452] iambetterthanaceu: 解除しよう
[15569.684] kubo_takefusa: スト6やめてね📮👍
[15570.581] sea_igaguri: とっお
[15570.853] わたまる1229: わっつ
[15572.456] tukinote: www
[15575.860] ezoharunobu: 課金で解放できないの？
[15576.278] yuragi06: kamitoとかとやってよ
[15579.904] 銀杏ですよ: そんなマップねえよｗ
[15586.936] milf1you: 課金解放あればするのにな
[15597.469] kubo_takefusa: 銃は実銃なんやな
[15598.057] Reo__________: 経験値ブーストあった気がする
[15598.814] Juicewisdom: axeumSip
[15601.117] gogen_g: 普通購買率が後じゃない？ｗｗ
[15610.318] xoSOULox: M44使うならプリセットの方使ったらいいんじゃない？
[15614.367] Simousago: 高倍率出番絶対ない
[15615.475] sea_igaguri: 火炎のキャラだと焼夷弾になるからハンショ減るとか無い？
[15621.722] iambetterthanaceu: 武器スキンとかないんだね
[15628.625] rama_adg: このゲームいくらなん？
[15635.863] gogen_g: 無料です
[15636.090] ニシタニ: 無料
[15640.035] kuroo0202: なんとただです
[15641.829] aiudesu: なんと無料です
[15642.588] milf1you: なんとタダです
[15642.882] ma1pull_gg: む、むりょう！？
[15646.267] narlydao: これサーチアンドデストロイはない？
[15646.476] Simousago: 最初のレベル上げはプリセットかな
[15648.405] rama_adg: codいらんやん
[15654.338] (S)tororoyorinototoro: さすがにやるか
[15655.052] se_t_tsuna: 良くできたゲームや
[15655.782] valture_6969: デッドセックだぁ
[15658.201] (S)可能性の獣1: マウスとpadマッチングおなじやん
[15658.839] horipai: おもろい？
[15659.864] gogen_g: 変なマップ
[15659.904] 銀杏ですよ: ここめんどいわ
[15660.537] dnkfreed: クソマップ
[15660.685] ice_raspberry: このマップもよい
[15661.295] すめりん: CODもういりませんｗｗｗｗｗｗ
[15661.540] (S)venven8: 無限にできそうだし、見ててもたのしい
[15662.244] ハチワレは世界を救う: このゲームbot確認通れんのけど
[15663.188] ログです: 思ったより続けててびっくり
[15664.349] わたまる1229: そうか、確かに火炎キャラで砂使ったらハンショ減りそう
[15664.941] あああいあああ: 一家に一台ぜひ！
[15669.772] gogen_g: いや、悪くないぞ
[15670.844] papiko423: 流石にpsプラスはいるのかな？？
[15671.514] bo_kansha: そのスコープでどこ狙撃しに行くんよデカすぎやろw
[15671.825] だがばろ: このゲーム流行ると思いますか
[15671.959] Reo__________: フルプライスのcodっさんダイジョブそ？
[15675.882] すめりん: 上手い人のプレイ見てて気持ちいいわ
[15676.140] kuroo0202: 明日からもこれやんの？
[15678.427] o_nigirisan: 見てて楽しいスピード感あって
