[18.253] kiiroiinu88: O
[1616.301] amanojaku_neko: 延長してキャスドリなしにすればいいのに
[1617.201] ika_poppo_chan: GO！
[1617.703] mochi963: 断ったからなぁ
[1617.877] (S)cochan417: 休み
[1618.196] shoutan1996: 延長してチェンジできるよ
[1618.206] ~MISSING_COMMENTER_INFO~: キャバ狂い
[1618.269] aruha_0113: おお！！
[1619.171] (S)三色おだんご: 休んでるね
[1619.339] 2moji_: あ
[1619.399] (S)omaenoushiroda_0: ほ〜〜んなるほど
[1619.950] (S)hibari_1104: お休み
[1620.284] kanari_5103: クズで草
[1620.364] michiwwwwwwwww: お金もち
[1620.525] しこたまコアラ: うぃぃ
[1620.984] (S)yuu_harugami: はぇー
[1621.203] (S)megenai_suzume: ほお
[1621.683] pelican666pp: 生理
[1621.949] ぐあんぐあん: ウキウキ
[1621.982] hqrcaaaaa: りーーん
[1622.091] risutarodesu: お休みとかあるんだ
[1622.229] (S)kohaku_sazanami: あーあ
[1622.304] gencha_n: 男
[1622.444] アレックスオチョア: あつい
[1622.648] mameusa: 休みかー
[1623.800] kireazing: ホスト行ってる
[1623.854] (S)mitsuki2525816: ノリノリ
[1624.090] しこたまコアラ: なるほど
[1624.745] (S)hirunaruna: そういうのもあるんか
[1624.957] meimeimiko: へぇー
[1625.743] keeeeeeeeei_13: ほお
[1625.749] yukimiomochi: おおー
[1625.881] ey64315: やすみ
[1626.042] (S)koma_6611: ごめんキモイw
[1626.467] 所情事: ホワイトだね
[1626.745] ぱか10: 週一休み
[1627.692] (S)pinjky: あれ？
[1628.382] kenpi08240: 男
[1630.242] mameshi0: 延長した後にチェンジ出来るよ
[1630.331] hqrcaaaaa: ホストか
[1630.438] atmgmwgs: あれ？
[1631.355] (S)hibari_1104: やっす
[1632.386] mochic4n: ごますりすり
[1632.458] sakuraxxkouzuki: なるほど
[1632.745] ぐあんぐあん: 男やろなぁ
[1633.097] sinkakei: みうかー！！！！！
[1633.244] (S)zoba_57: ホスト行ってるぞ
[1634.118] (S)hirunaruna: ；；
[1634.154] puwa_chomo: 可哀想
[1634.359] jjaho18: え？
[1634.781] satoeee: パパ活
[1635.008] (S)三色おだんご: お
[1635.760] mochi963: 悲しい
[1636.241] kenpi08240: ｗ
[1636.346] nanohana20: ｗｗｗｗ
[1636.445] (S)romakkuq: 買わない
[1636.483] ichi_gatsu: え？ｗ
[1636.790] おしょんぽ: ；；
[1636.886] ~MISSING_COMMENTER_INFO~: ？？？
[1637.090] (S)choco609: ｗｗ
[1637.160] sigma_187: w
[1637.171] Aigo109: Xで出勤見てからいけや
[1637.461] (S)cochan417: チェンジ
[1637.587] aku107: 男やろなぁ
[1637.663] ace1ace1111: きたー
[1638.202] motimottirimon: wwwwwww
[1638.890] aruha_0113: ドライやん！
[1638.916] yae_karasu: かっぴかぴやん
[1639.040] siahrip: チェンジで
[1639.042] (S)yuu_harugami: さぁ！
[1639.115] onzoshi2664: すっげえ
[1639.733] puwa_chomo: 青ちゃん
[1639.951] (S)まなみ_____: ｗｗｗｗｗｗｗｗ
[1640.160] muu04: つめた
[1640.162] usagiraran: www
[1640.196] (S)zoba_57: www
[1640.518] uni_0141: ｗ
[1640.564] (S)mizore_ame: きた！
[1640.689] risutarodesu: きたあ！！！！！！！！
[1640.779] (S)hirunaruna: 凛ちゃん；；
[1640.797] sisyamo11: さて、と
[1640.802] いっちーと申します: ；；
[1640.868] (S)yuu_harugami: きたー！
[1641.404] rein310: 仕事なんで
[1641.432] hatati2075: ムクムク
[1641.475] (S)kamosuzo_: ；；
[1641.626] meimeimiko: www
[1641.875] 所情事: 仕事ですから
[1642.039] gentou: どらららららら
[1642.050] (S)tansann_0: wwww
[1642.270] (S)megenai_suzume: それがお商売
[1642.287] yukimiomochi: くるぞ
[1642.486] marakasu12395755: 営業
[1642.517] (S)omaenoushiroda_0: うおおおおおおおおおおおおおおおお
[1642.580] mikigese: wwwwwwwww
[1642.719] haizi: さー
[1642.752] ねむ汰: ｗｗｗｗｗｗ
[1642.789] (S)ギャ: 淡白
[1642.821] jakoriiiine: www
[1643.574] ynw0123: そんなもんや！
[1643.649] mameusa: チェンジ
[1643.675] (S)へのへのへのもへじ: キタキタキタキタ
[1643.816] yukkiyoko: 推しきた！
[1644.035] おしょんぽ: 本命
[1644.098] (S)迷子の社会人: ｗｗｗ
[1644.190] keeeeeeeeei_13: さあ！
[1644.830] riria_saeki: ちょろ
[1644.848] kamikazellllll: 本命きたあああああああ
[1644.979] sakuraxxkouzuki: www
[1645.025] kaniiiini: 仕事人
[1645.080] okashiya: さあ
[1645.342] (S)mizore_ame: www
[1645.471] (S)hina_korori_: さ！
[1645.537] (S)チズケキ: 青きたぞーーー！！
[1645.548] ikumin08: 秒で去ってくw
[1645.565] meimeimiko: きたきたー
[1645.798] しこたまコアラ: 世の中金か
[1645.893] michiwwwwwwwww: すぐ帰るw
[1646.053] イオリ04: さぁて
[1646.210] aruha_0113: wwwどうやー？
[1646.298] kotori_10152: wwwww
[1646.316] まなぴぃちゃん: ついに！
[1646.453] pelican666pp: w
[1646.482] s_yupi05: きた
[1646.539] (S)zoba_57: 本命
[1646.706] (S)まなみ_____: くる
[1646.770] sinkakei: みうかきたあああああああああああ
[1646.771] (S)hirunaruna: きちゃああああああああああ
[1647.119] 2moji_: ムクムク
[1647.180] riz0022: うぉおおおお
[1647.244] nayunayu_nnn: お目当てショートの子‼️‼️‼️‼️
[1647.430] (S)mitsuki2525816: きますかね！
[1647.638] (S)hibari_1104: 本命
[1647.821] (S)mussannnn: どうかなー
[1648.211] mochi963: きたきた
[1648.389] kunisan92: 金の切れ目
[1648.922] hayagriiber: 一旦ね
[1648.973] nemnem333: wwww
[1649.354] nanohana20: 本命ね
[1649.439] (S)yuu_harugami: ショートカットの子ですついに
[1649.611] まなぴぃちゃん: ショートの子！
[1649.648] (S)megenai_suzume: くるかな？？
[1649.808] (S)ten76558: お目当て？！
[1650.020] michannnnnn1023: きもすぎwwwwww
[1650.287] (S)kohaku_sazanami: 大本命な
[1650.953] ace1ace1111: ニヤニヤするなよ
[1651.138] (S)hina_korori_: きちゃあ
[1651.139] ~MISSING_COMMENTER_INFO~: mkmk
[1651.526] yusuke0329: くそギャルやんｗ
[1651.714] chaco415: 来た瞬間にやけそうwww
[1651.881] (S)choco609: ？？？？
[1652.474] gentou: にやけたら終わりやからな？
[1652.715] (S)omaenoushiroda_0: どうかな〜〜
[1652.834] (S)mizore_ame: え？
[1652.953] nuuuum_: ？
[1653.117] ochiko115: 本命キタァァぁぁぁ
[1653.226] winolloell: いよいよ配信も終わりか
[1653.406] puwa_chomo: クール系かな？
[1653.509] mameusa: ついに！
[1653.616] riria_saeki: 元カノ説
[1653.619] sigma_187: っっw
[1653.632] kenchi0122: さぁ
[1653.743] ポルボローネ: まじでな
[1653.779] sinkakei: ん？
[1653.894] nano_gr: 青い子！！
[1654.353] いっちーと申します: さすがにな
[1654.407] (S)zoba_57: ？
[1654.591] (S)hibari_1104: うそつけ
[1654.802] (S)romakkuq: お
[1654.817] mogurara3: は？
[1654.824] (S)omaenoushiroda_0: ？
[1654.883] kimanaka28: ？？？
[1655.001] (S)musshuuuuu: ？？？
[1655.010] aruha_0113: ツンデレぽそう！！
[1655.063] sigma_187: え
[1655.075] lemiko0919: そっかー
[1655.277] (S)osism_scpkm: ？
[1655.347] (S)hirunaruna: え？？？
[1655.468] kotori_10152: ショートカット好きやろうが
[1655.470] (S)yuu_harugami: 大本命やろ
[1655.599] (S)三色おだんご: ほお？？
[1655.889] puwa_chomo: ん？
[1655.907] gentou: にやけるなよ？
[1655.960] ~MISSING_COMMENTER_INFO~: ムクムク
[1656.086] sk_sleeeep: きたぁ
[1656.133] sanuki_udonman: ？？
[1656.239] ウサギガバイト: にやにや
[1656.307] ichi_gatsu: おもしろくないｗｗｗｗ
[1656.314] yukimiomochi: ショートカットの子来るぞ
[1656.413] michiwwwwwwwww: キター(ﾟ∀ﾟ 三 ﾟ∀ﾟ)
[1656.429] sisyamo11: ？
[1656.500] (S)迷子の社会人: お？？？？
[1656.811] (S)risusiru: うそつけ
[1656.833] sigma_187: ？
[1656.911] fmftm: ふーん
[1657.060] risutarodesu: 誰が言うてんねん
[1657.292] michannnnnn1023: 大本命ショートカット
[1657.495] yocchin_2525: ？
[1657.698] (S)ten76558: ？？
[1657.729] yukkiyoko: にやけるか？
[1657.910] lyee_ox: ？
[1657.955] ぱか10: え？
[1658.315] (S)yuu_harugami: 嘘つけよ
[1658.421] jiiipoi: ？
[1658.446] (S)zoba_57: うそつき
[1658.522] mochic4n: 第一印象？ショートなだけだろ
[1658.739] sabochan2525: wwwww
[1658.894] syokuyoku__: え？？
[1658.971] Hiyori__123: wwwwwwwww
[1658.973] (S)mitsuki2525816: ほー
[1658.995] dara_0000: へー
[1659.195] aruha_0113: ？？ん？
[1659.270] r140576: え？
[1659.283] piyochang: ん
[1659.458] shoutan1996: ほんと？
[1659.717] aku107: ？
[1659.925] (S)nyon_1026: そかそか
[1659.951] violet_801: ふーん
[1659.977] (S)かん69: ほーん
[1660.090] zerogo115: ？
[1660.156] kuromiya_you: ムクムク
[1660.180] hqrcaaaaa: にやけたらおわりやで
[1660.212] mogurara3: ？？？
[1660.222] uni_0141: さすがにね
[1660.329] usagiraran: ニヤニヤ
[1660.447] fox_tail0224: そうか
[1660.490] ey64315: む、むくむく
[1660.904] (S)ten76558: え？
[1660.949] mochi963: ？？？
[1660.973] aruha_0113: ん？
[1661.016] (S)ギャ: なんやこいつ
[1661.030] (S)pon8_k5: え？
[1661.114] (S)megenai_suzume: wwwwwww
[1661.134] (S)omaenoushiroda_0: わろとるやろ
[1661.148] kotori_10152: ん
[1661.161] ポルボローネ: 終わってるわこのゲーム
[1661.169] ディギモー: ？
[1661.400] (S)quuuuis: ニヤニヤニヤニヤ
[1661.622] しぃのうた: ニヤニヤもしないしな
[1661.724] ixtxirzuctxitxurxlt: いや？
[1661.813] kugigmc: wwwwwwwwwwww
[1661.827] しのづき: ダウト
[1661.857] (S)pinjky: 本命くる
[1662.037] (S)へのへのへのもへじ: ほーん
[1662.096] puwa_chomo: 下起きてる？
[1662.115] (S)ぴーとろ: うそつき
[1662.131] (S)三色おだんご: ずーっとしてんだよねえ
[1662.253] sakuraaa711: うそつけ
[1662.273] nameyusu: 嘘乙
[1662.309] (S)ちゃろまま: ふふふ
[1662.522] kakuzatou2: ？？？？
[1662.702] atnb_: ふーーーん
[1662.718] (S)himawari311: ん？
[1663.213] 所情事: まだな
[1663.218] yukimiomochi: きたきた
[1663.243] riz0022: はぁ
[1663.421] めめせー: でも今のところ凛好きそう
[1663.506] しこたまコアラ: パンツ見えちゃうよあんな短いスカート
[1663.663] (S)maru_mamitasu: ふーん
[1663.664] (S)romakkuq: ずーーっとニヤついてますよね
[1663.712] (S)risusiru: のびてるぞ
[1663.876] tenpaiobake: ん？
[1663.886] (S)hina_korori_: うそ！
[1664.101] ウサギガバイト: むくむく
[1664.101] (S)mussannnn: そうか
[1664.200] atmgmwgs: 一応
[1664.241] (S)wanwan_5: でもむくむく
[1664.304] アルパヤ: は？
[1664.480] okashiya: すでにムクムクしてるね
[1664.484] お料理教室: く、くる
[1664.556] (S)ten76558: ムクムクだろ
[1664.557] michannnnnn1023: 黙ろ？？？
[1664.604] おしょんぽ: フラグ
[1664.689] sabochan2525: ""
[1664.710] harunyun: すごく楽しそうに見える
[1664.800] (S)saaaawa: へー
[1664.815] onzoshi2664: ぐっときてない？
[1664.819] gentou: 作者に失礼か
[1664.892] hatati2075: コント 
[1664.928] (S)hibari_1104: geroki1Neko
[1665.278] muu04: じゃあもうやめよう
[1665.318] yu00u: ほんとか？？
[1665.342] (S)osism_scpkm: へえ？
[1665.480] (S)yukinochan115: geroki1Yametene
[1665.499] kotori_10152: んー？
[1665.541] zakipon1224: 批判ですか？
[1665.569] (S)choco609: ほー？
[1665.747] (S)へのへのへのもへじ: くるぞ
[1665.760] sakuraxxkouzuki: 細客切り捨てwww
[1665.775] futasika3: うそつくなww
[1665.952] kakuzatou2: 笑えない草
[1666.532] みやてぃー: へー
[1666.668] meimeimiko: またまたー
[1666.700] (S)mizore_ame: ワイプ大きくしよ？
[1666.870] tomynattu: うそつき！
[1666.992] kunisan92: 何でやおっぱいでかいやろ
[1667.072] 4runo_moon: ほお
[1667.277] rein310: なんやおまえ
[1667.605] superkimoiman: ムクムクムクムク
[1667.652] (S)ankoroll: ふーん？(*´з`)y-～
[1667.768] sabochan2525: ??
[1667.870] kanari_5103: はいはい
[1668.087] ochiko115: じゃあスト6やろうぜwwwww
[1668.147] (S)zoba_57: うそ
[1668.407] (S)piestmaru: こっちは笑ってんだよ
[1668.572] こいだま: ？？？？？？
[1668.858] hachiware_chan: ニヤニヤできないから終われないな
[1669.131] risutarodesu: どの配信者よりも早くにやにやしてたよ
[1669.212] haizi: ハマってないね
[1669.238] (S)chitosesann3: geroki1Neko
[1669.327] (S)ren_noze: wwwwwww
[1669.367] (S)y_htomo10: ふーん
[1669.400] (S)megenai_suzume: へえーーーーーー
[1669.474] mochic4n: やめる？
[1669.630] しこたまコアラ: ほぉ
[1669.649] るーでんすらっと: zoeappA006
[1669.948] (S)suzubba: してるよー
[1670.106] (S)makiwoooo: ふ〜ん 
[1670.154] ディギモー: でもムクムク
[1670.166] motimottirimon: めっちゃ期待してるやん
[1670.177] ウサギガバイト: 歯茎出したね
[1670.252] brianoba: ん？
[1670.475] (S)cochan417: ほうほう
[1670.503] siahrip: 笑い求めてんのか？
[1670.841] jjaho18: ほう
[1670.893] (S)kometsubutsubu: ときメモ好きなら好きやろ絶対
[1670.936] Aigo109: まあまだ序盤だからな
[1670.993] y_y_1998: きたやで
[1671.080] mumindaniel: へえ？
[1671.315] atmgmwgs: ？？
[1671.319] gentou: わろえる
[1671.713] aku107: ムクムクはしてた
[1672.122] (S)hirunaruna: きたああ
[1672.272] (S)ymk__jp: ？
[1672.465] atnb_: はいはい
[1672.519] (S)ten76558: ムクムクだね金ちゃん
[1672.601] 2moji_: 元カノ似？
[1672.734] (S)meauchap: うそこけ
[1672.747] nemnem333: 鼻の下は正直だよ
[1673.325] (S)okiyoo000: geroki1P
[1673.373] syokuyoku__: へーー
[1673.428] nayunayu_nnn: ムクムク
[1673.512] メモリ不足ニート: ふーん
[1673.773] y_y_1998: 今北
[1673.849] Oreo9_monster: きた
[1673.908] sachansaikyou: ほう
[1673.977] (S)mitsuki2525816: でも、しっかり観てますよねー
[1674.246] クマっぱち: おきに
[1674.451] (S)megenai_suzume: キターーーー
[1674.524] (S)まなみ_____: きたあ！
[1674.673] きのこる大明神: そうね
[1674.710] muu04: 他のゲームすんべぇよ
[1674.770] nano_gr: 鼻の下伸ばしっぱなしやぞ
[1674.868] 4runo_moon: かわいい
[1674.974] npa_a: すーぐニヤけるんじゃない？？？？
[1675.021] yukimiomochi: ほんま好きやな
[1675.063] もこみの: geroki1Punch
[1675.134] yu00u: 強がってるんじゃないの？
[1675.258] Hiyori__123: きたー
[1675.697] (S)zoba_57: きたああああああああああああ
[1675.742] hentaj_man: すごい尻
[1675.809] boogieman0118: ムクムク
[1675.849] mameusa: きたきた
[1676.019] 9w9b9w9: うおｗ
[1676.332] しこたまコアラ: などと申しており…
[1676.560] (S)ymk__jp: ymk__jp subscribed with Prime. They've subscribed for 2 months! 
[1676.575] jakoriiiine: 期待してるのねw
[1677.458] kotori_10152: うおw
[1677.510] sisyamo11: ｗｗｗｗｗｗｗｗ
[1677.539] michiwwwwwwwww: おじじにエロが足りん
[1677.659] riz0022: めっちゃ顔には出てるぞ
[1677.790] keeeeeeeeei_13: きたあ！
[1677.995] (S)へのへのへのもへじ: にやにや
[1678.034] o751248: geroki1Neko
[1678.070] まなぴぃちゃん: きたぁ
[1678.214] gonzaress_aabb: でっか
[1678.641] meimeimiko: おお
[1678.854] (S)ちゃろまま: ｷﾀ━(ﾟ∀ﾟ)━!
[1679.020] (S)romakkuq: wwwwwwwwwwww
[1679.047] (S)ギャ: かわいい
[1679.054] (S)romshiyo: wwww
[1679.241] nanohana20: ｗｗｗｗ
[1679.431] (S)ten76558: 可愛ええな
[1679.636] (S)hibari_1104: プレゼントないやろｗ
[1679.803] kakuzatou2: ！？！！、？
[1679.807] sinkakei: はっや
[1679.849] yuzupikon: ふーんｎ
[1680.261] onzoshi2664: ちょっろ
[1680.460] michannnnnn1023: wwwwww
[1680.468] (S)megenai_suzume: いきなり？？？？？
[1680.471] s_yupi05: wwwwwwwwwww
[1680.528] (S)zoba_57: あ
[1680.637] lemiko0919: はっや
[1680.929] Aigo109: おいｗ
[1681.188] yuyu__uyuy2796: wwwwww
[1681.392] 2moji_: www
[1681.401] kuma0_0927: wwwww
[1681.477] (S)hayakenta: ｗｗｗｗｗｗｗ
[1681.576] (S)pon8_k5: wwwwwwwwwww
[1681.768] (S)へのへのへのもへじ: wwwwwwww
[1681.792] イオリ04: え？
[1681.918] udon48273: ｗｗｗ
[1682.057] ikumin08: はやいはやいwww
[1682.136] (S)かん69: おい
[1682.218] Sushir0ll23: ｗｗｗｗｗｗｗ
[1682.522] Oreo9_monster: wwwwww
[1682.621] (S)osism_scpkm: ｗｗｗ
[1682.659] risutarodesu: プレゼントないよwwwww
[1682.725] nanohana20: 怖すぎやてｗ
[1682.767] kugigmc: うお
[1682.775] gominnn__: WWWWWWW WWWWWWW
[1682.807] るーでんすらっと: きたねぇ
[1682.900] motimottirimon: wwwwwww
[1683.005] (S)kometsubutsubu: おいｗｗｗｗｗ
[1683.087] sisyamo11: あ
[1683.218] (S)choco609: あ
[1683.237] (S)ren_noze: 鼻の下のびのびなのに？？
[1683.400] uru__n: プレゼントwwww
[1683.408] (S)yuu_harugami: おおおと
[1683.424] puwa_chomo: wwwwwwwww
[1683.528] tiger_72xx: はっやｗ
[1683.611] (S)ryoulings: いきなり！？
[1683.646] (S)三色おだんご: 全力ｗｗｗ
[1683.855] sinkakei: あ
[1683.952] 9w9b9w9: ｗｗｗｗｗｗｗｗｗｗ
[1683.964] (S)zoba_57: こっわ
[1683.996] (S)omaenoushiroda_0: wwwwwwwwwwwwww
[1684.017] (S)ten76558: WWWW
[1684.066] zonoooooooo: 休止前にめいちゃんにやらせろ！！！！
[1684.075] ~MISSING_COMMENTER_INFO~: はぅや
[1684.173] kotori_10152: え
[1684.190] uni_0141: ｗｗｗｗｗｗｗｗｗｗｗ
[1684.204] ポルボローネ: ｗｗｗｗｗｗｗｗ
[1684.310] メモリ不足ニート: ﾑｸｯ
[1684.340] pudding229: あ
[1684.351] (S)hayakenta: たっか
[1684.535] (S)ymk__jp: あ
[1684.683] (S)maru_mamitasu: ｗｗｗｗｗｗｗｗｗｗｗ
[1684.722] ~MISSING_COMMENTER_INFO~: ひろきのひろきムクムク
