[1.988] 哀れな人の子: radaoTrain
[5833.551] tsuyuki77: 今からカタンは体爆発する
[5833.585] chocobanana0723: golfit
[5833.668] (S)しょこら25: あ
[5833.706] yamaaaaaa0616: カタンまじ？
[5833.732] (S)roro_131: お？
[5833.908] あかましまし: マイクラ!?
[5834.035] shadowdoll_2525: さすがにやばい
[5834.176] まがは: ゴルフ？
[5834.361] (S)りゅうのす: カタンはヤバいやろ
[5834.454] 伊集院司: ゴルフ
[5834.464] duruduru911: カタンいけるよ
[5834.540] iyumaru: ありさかさんwww
[5834.691] (S)ほのぼの: ゴルフ
[5834.848] すみ14: ぷよテトは！
[5835.341] fuuchino: ゴルフ？
[5835.364] you_min0611: ゴルフ!?
[5835.379] karage210: アスレ？
[5835.451] ありせ: ゴルフ！？！？
[5835.637] kaku7293: ゴルフ？
[5835.689] mimoru_385: あぺ？
[5835.765] (S)jima922: マイクラ？
[5835.870] onigiri_860: ゴルフ
[5835.884] さばっとっと: にげ？？ww
[5835.922] 1111radao: らっでぃ？
[5836.287] sachan_606: 今からカタンは長いw
[5836.347] ranbosann: カタンえぐくね
[5836.377] tkmof: ゴルフ？
[5836.380] sjindoa: お？
[5836.456] (S)ナリー19: ｗｗｗｗ
[5836.476] (S)ねこすず: エンドラ？
[5836.482] mimitomimi: カタン
[5836.587] (S)shi_n_tou: ゴルフかあ
[5836.594] ta_tago: アスレ？
[5836.668] rk_ne4rl: うおおおおお？
[5836.732] 1010tento: マイクラカタン？？？
[5836.784] ーももー: ゴルフ？
[5836.817] ﾜﾘ305: ゴルフしかねー
[5836.818] もぎ: お
[5836.873] yuusoccer24: マイクラカタン？
[5836.892] skkmrsaki: ｗｗｗ
[5837.133] tonduke99: お？
[5837.156] roky02: やろ！
[5837.311] pan_dawa_: ゴルフ？
[5837.361] bunchaan: アスレ！？
[5837.372] (S)an_do121: お？
[5837.410] がばです: エンドラ
[5837.504] すいろ: あーあもうこの流れ
[5837.506] (S)海びちゃん: カタンｗ？
[5837.547] aisathank: 任天堂は基本そういうのがあるのか
[5837.733] nenuidot: アスレ？？
[5837.765] ｿﾙﾄ: アスレ？
[5837.767] mimipaadesu0428: お
[5837.785] takoyaki01414: ホラゲやろう
[5837.814] kinote3: やろう
[5839.023] まおーん: マイクラやるか？
[5839.056] tonkatsu_0413: 終わった...終わった......
[5839.235] mazirou: ゴルフ？
[5839.236] o_satou: お？
[5839.241] 燐だよ: ゴルフ
[5839.264] sojimino: カタンいいっすね
[5839.397] (S)mikan_san: やろうぜ！！！！
[5839.505] (S)mimi_fuwa1489: カタン
[5839.721] ｸﾛﾈｺ: やろ！！
[5839.727] onigiri_860: え？
[5839.910] cogetaoyu: ら民いくぞぉぉぉぉぉぉぉ
[5839.936] kittyrxxy: ゴルフしよ
[5839.937] rs_simuna: ブロスタw
[5839.941] nibosichan_0403: wwww
[5839.964] rin_0505: ゴルフ
[5839.974] chitose0917: マイクラ？
[5840.120] (S)aauauau: エンドラ？？
[5840.128] gonsuke796: マイクラ
[5840.133] azuazu0530: ゴルフ？
[5840.281] koya_cha: 脳死カタンww
[5840.492] (S)しょこら25: ゴルフ？
[5840.582] (S)raynidayooo: エンドラ討伐
[5840.676] (S)juuuuuun1: エンドラ討伐？
[5840.706] (S)おりおんさん: ゴルフやろ
[5840.836] 46山羊: ゴルフ行こう
[5840.870] mizuno0624: ゴルフいこ
[5840.910] poteito: お互い牽制しあうじゃん
[5840.913] かがりごまだれ: ゴルフ？
[5840.927] ドらコアら: やめとけwwww
[5841.097] (S)yoichimu: お？
[5841.130] (S)NORI25252: ゴルフ
[5841.290] you_28: ゴルフイット
[5841.311] 黒治抹茶: ホラーゲーム
[5841.366] o000922: ゴルフ
[5841.448] vanilla_621: ゴルフ
[5841.568] (S)hvc012nasukozou: ゴルフ！？
[5841.638] ponta_mido: ゴルフ！！
[5841.669] chocobanana0723: ゴルフ
[5841.766] 7むし: あれ？
[5841.771] tukareta15: ゴルフ
[5841.796] tonduke99: wwww
[5842.203] hamati0511: カタンがいい
[5842.325] (S)きっこまん: ゴルフ？
[5842.425] omuraisu_nana10: あ
[5842.432] srig17: ゴルフ
[5842.462] まがは: ゴルフ
[5842.477] ずーふり: マイクラ！？
[5842.488] kapu_seru: アスレ？
[5842.573] 碧威: アスレ？
[5842.589] (S)furutto110: 逃げんの？
[5842.624] (S)an_do121: らだお？？？
[5842.653] 嵯峨蘭丸: 約束？？？
[5842.663] (S)スパーズ: カタンっw
[5842.736] ronchan_087: これはゴルフイット
[5842.929] (S)rinka59: あー
[5842.938] torippy19212: ゴルフイットいこ
[5843.037] kopapa06: いまからは
[5843.235] ココナッツ__24: よっしゃ
[5843.325] (S)アララギ: アスレ？
[5843.458] konawan_0810: ゴルフ
[5843.460] いる1023: お
[5843.465] ken18790: ひよってるやついる？
[5843.470] (S)らむ麦: おおお！
[5843.492] nattu__: ゴルフは
[5843.495] (S)なん69: あすれ？
[5843.556] 06to21_flowover: 逃げんの？
[5843.622] 0_1_2_7: ホラゲ
[5843.664] waon_point: DTNの文化がここにもwwwwwwwwww
[5843.703] (S)こんばんは1: お
[5843.756] ドコサヘキサエン: Golf it
[5843.782] (S)まりぃー侍: ゴルフイット
[5843.785] (S)ほのぼの: フォールガイズ
[5843.795] のりぽちゃん: ゴルフいこ
[5843.835] melon_rpml: ゴルフ行く？
[5843.838] (S)fuucyann: お？
[5843.856] bamubamu615: !uptime
[5843.879] haruto412: DTN芸でてるぞw
[5844.364] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 37 minutes 33 seconds 経過しています。
[5845.290] (S)roro_131: やろや
[5845.329] すみ14: やろうよ！！！！
[5845.443] 神崎立夏: wwwwwwwww
[5845.481] mr_sword893: アスレやる？
[5845.499] l___haru___l: www
[5845.510] ｸﾛﾈｺ: ホラーは？
[5845.526] gguzuta: ホラゲやろ
[5845.710] ぱるぱふ: 煽るなw
[5845.830] kakaninjin: あーw
[5845.887] シンガリ: カタンやるにも前準備がいるよな
[5845.915] tim_mikuria: ホラゲ
[5846.050] (S)かんこ: ゴルフ？
[5846.113] (S)あきのね: エンドラ?
[5846.122] (S)domesuke: ありさかさん引けなくなった
[5846.186] (S)yukichan2525: マイクラカタン？？
[5846.196] ruk1q: あ
[5846.399] jhonnymorimori: 悪しき風習だぞ
[5846.426] amo_0723: え？？
[5846.578] (S)アララギ: 青鬼！
[5846.597] 礼紋: ゴルフしよ
[5846.609] (S)shima6789: ゴルフ？
[5846.616] (S)drem_chan: アスレやろう
[5846.944] べりさとべりか: ごるふ
[5847.011] 年中頭痛: ゴルフ
[5847.070] (S)ふちてゃん: ゴルフ？
[5847.096] natuki_19217: ゴルフの流れ？
[5847.103] まとま: ゴルフ？
[5847.171] 灰白色_: あー
[5847.175] (S)星空くん: ごるふいっと？
[5847.275] kapu_seru: ゴルフ？
[5847.384] (S)chisatooo_87: マイクら
[5847.417] shiroa1019: ゴルフ？？
[5847.426] Hamutyaro_126: あおおに
[5847.464] harusame0921: カタンやっちゃう？
[5847.485] mimoru_385: ふーん？
[5847.618] dis_min: wwwwwww
[5847.619] o_satou: ゴルフ？
[5847.702] (S)nito1116: golfitチャンス
[5847.715] (S)sign_c: アスレみたいなぁ
[5847.775] chocobanana0723: まいくら？
[5847.803] yaaanagi_09: ごるふ？
[5847.806] ふぉー040: ゴルフ行くか
[5849.147] tonduke99: ゴルフ？
[5849.152] (S)mosu_834: ごるふ
[5849.215] たけのこ派: あ
[5849.241] hiyamugi_2na: ごるふ
[5849.286] つのた: CR煽り耐性ないな
[5849.328] kuru053: ゴルフ？
[5849.425] すいらら: べにさん寝たそう
[5849.455] wpj575: お
[5849.497] 水ノ翠: ホラー
[5849.584] ーれいなー: ゴルフやれば？
[5849.633] chitose0917: ゴルフ行く？
[5849.712] sjindoa: ほらげ
[5849.802] riraaaaa: ホラーは
[5849.803] rana_121: あー
[5849.920] you_min0611: マイクラやるってマジ？
[5850.012] taise_ioi: radaoW
[5850.037] (S)mimi_fuwa1489: スマブラ
[5850.075] syunta_: ゴルフしようや
[5850.123] パシシシシシ: アスレもいいなー
[5850.132] yuusoccer24: マイクラカタン？？
[5850.135] ゆうの: ゴルフ？
[5850.141] aoka04: ゴルフit
[5850.254] bachi_5: ﾎﾗｹﾞ
[5850.540] ayunosioyaki0223: ゴルフ
[5850.574] (S)jima922: 挑発したなぁw
[5850.679] しかくのさんかく: あーあー
[5850.739] 光龍: wwwwww
[5850.842] kuroro0705: ゴルフ
[5850.845] syu_0317: ホラゲか、脱出ゲーム！！！
[5850.885] ななごい: ごるふ？
[5850.894] waon_point: ゴルフ?
[5850.932] (S)rin12027: マイクラしよ
[5852.177] taiyaki2020: apex
[5852.220] washhanako: ゴッフィ
[5852.224] (S)こんばんは1: 悪しき風習が
[5852.251] koratere: エンドラ討伐！
[5852.347] kagamimirror: マイクラ
[5852.571] ドコサヘキサエン: ゴルフ
[5852.820] (S)fuu_maru: ゴルフ？？
[5852.925] ひろは: ゴルフありやね？
[5853.012] HighTex99: ごるふ
[5853.023] otya_warabi: ホラゲ?
[5853.051] ミッシぇる: らだお?
[5853.068] you_28: デトネ芸始まってんのよwwwwwwwwwwwwwwww
[5853.079] すみ14: マイクラ？
[5853.133] (S)雪代: ホラゲいいね
[5853.194] koya_cha: 脳死ゴルフww
[5853.293] あや2003: ゴルフ
[5853.321] (S)an_do121: ゴルフ？
[5853.445] ko_ki013: ごるふ？
[5853.481] sakura_03_: ホラゲとかは
[5853.510] aoka04: あるせ
[5853.594] kuru053: ホラゲー？
[5853.717] Hamutyaro_126: あおおに？
[5853.787] mazirou: もちろんやるよね？
[5853.930] 7むし: ゴルフかホラーか
[5853.976] shirota1224: 悪しき風習断ち切れず
[5853.986] sjindoa: アスレ
[5854.539] manatsuyu0719: エンドラ？
[5854.602] tumabeko: ホラゲーがいいねー
[5854.681] itoido: 煽るねぇ
[5854.682] taketoke2525: ホラゲ楽しそう
[5854.712] yuu118: カタン
[5854.729] aisathank: やるゲームがムズいね
[5854.736] kapu_seru: アスレ？
[5854.781] surume_GG: マイクラ？
[5854.806] (S)スパーズ: カタン
[5854.842] ぱるぱふ: まw
[5854.908] (S)はーと99: ゴルフ行く？
[5854.921] okurairo: ごるふ？？？
[5854.938] ベニマル: ゴルフ行っとく？
[5855.987] nannan_s: ホラゲやって欲しい
[5855.991] rk_ne4rl: ゴルフできるよ
[5856.036] もふさく: ごっふぃ
[5856.088] o000922: ごるふいこう
[5856.136] (S)ペりー: ゴルフ？
[5856.199] aoao_san: こりゃエンドラだなあ
[5856.227] (S)you_soon_k: ほんとに?
[5856.426] すずすず: golfitしかねーよな
[5856.442] 06to21_flowover: ゴルフ
[5856.445] seutamin: ゴルフイット？
[5856.455] (S)haaayatee: やるか
[5856.525] amearame: けんか腰草
[5856.628] 碧威: マイクラ？
[5856.636] (S)鳥野郎の蘭: エンドラ？
[5856.652] bunchaan: エンドラ！？
[5856.719] toki__02: ゴルフやろ
[5856.781] いりいりこ: ホラゲ？？
[5856.864] suzume522: ......
[5856.928] ichigomilk_252: カタンは時間なさそ
[5857.141] いずえいと: golfいっとこ！！れ
[5857.157] aruko18: アスレチック
[5857.345] argon_piz: ループしてる
[5857.358] (S)tora25_22: あぺ？？
[5857.368] 東郷アスタ: Pacifyやる？
[5857.398] harusame1209: 何いく？
[5857.400] 暗黙の緑茶: パスモフォビア
[5857.541] (S)RBlue_Lyco: んー？
[5857.613] すいろ: マイクラ
[5857.659] まおーん: ゴルフいっちゃうー？！
[5857.717] gguzuta: ホラゲ
[5857.744] waon_point: この流れならゴルフ
[5857.752] やおにいち: wwww
[5857.763] tkmof: マイクラ？
[5857.775] あじさ: 無限ループ？？？
[5857.945] kkotarou1204: golf？
[5859.124] mafuyu256: アスレチック
[5859.155] lo4_4: ゴルフか
[5859.198] 黒治抹茶: ホラゲー
[5859.230] (S)domesuke: apex2次会
[5859.295] (S)ortho_0: DTNの悪しき風習出てる？
[5859.322] kurober244: カタン
[5859.369] (S)tommyy_0430: パシファイ？
[5859.393] (S)chisatooo_87: えんどらいこ
[5859.398] resutamin: スマブラだ！
[5859.408] 那良坂: エンドラ行こうぜ
[5859.562] pepeyan: ホラゲー〜ー！
[5859.767] 伊丙カオル: えんどら
[5859.934] 柚子胡椒アイス: カタンホラゲーいいなあ
[5859.978] nonoha_111: マイクラやるかー
[5860.036] kelvim9616: アスレ？
[5860.071] (S)mimi_fuwa1489: アスレ
[5860.227] w_san: カタンいこ
[5860.254] (S)yutiy_25: minosyu96 subscribed at Tier 1. They've subscribed for 5 months, currently on a 4 month streak! お？
[5860.338] (S)しなもん風味: カタン？
[5860.399] iamraiku: ゴルフしとくかああ
[5860.431] Oozora96: エンドラ
[5860.434] takoyaki01414: ファスフィーかファスもフォビアやろう
[5860.626] いよかんちょこ: ゴルフ？
[5860.631] いる1023: golf
[5860.779] kasiwa_maru: ホラゲー
[5860.845] nenuidot: 逃げるのか？？？
[5861.089] nishina___: wwwww
[5861.122] (S)juuuuuun1: ゴルフいく？
[5861.248] ruk1q: ゴルフit
[5861.263] narunoni: マイクラやろ！
[5861.293] yuiponzusuki: まじ？
[5861.331] jhonnymorimori: エンドラ
[5861.359] nattu__: 脱出マップは？
[5861.374] anzuuu_23: いこ三┏( ^o^)┛
[5861.468] morizodazo: ホラー
[5861.487] roky02: ホラゲは！
[5861.516] tonduke99: 何もってるか、からだね
[5861.694] しろわにさん: 無限ループ
[5861.715] mugicha_sandesu: かたんやろ！
[5861.720] hamati0511: カタンだろ
[5861.818] 朱宇奈: あぺ？
[5861.830] 咲虎: あすれ？
[5861.857] donutzzz8: ハードコアエンドラやろ
[5861.892] yuzkm: エンドラ
[5861.921] (S)犬ﾚ: マイクラいっとく？
[5862.201] entralll: かたんいこ！
[5862.420] かがりごまだれ: エンドラ討伐？
[5862.423] suibotu_: ホラゲ
[5862.462] いまじんだよ: あスレ？？
[5862.585] ろしろ: カタン！！
[5862.659] monokuro_muu: マイクラ？
[5862.662] apuku12345: マイクラ
[5862.790] NUN_TwT: マイクラ？
[5862.836] mina_0327: ゴルフ
[5862.887] potya_po: マイクラ！！！
[5863.027] カナバ: なんの時間w
[5863.028] mikanoisiiyoooooo: ゴルフ？
[5863.062] iyumaru: エンドラ？
[5863.093] tukareta15: えんどら
[5863.138] game_damasii: エンドラ？
[5863.243] ユゥジサン: かわせいるならカタンありじゃないの
[5863.256] (S)ぞーざ: カタンやろ
[5863.259] 4lpxy: ホラゲかな？？
[5863.319] nibosichan_0403: スマブラ？
[5863.467] duruduru911: ホラゲやって欲しいなぁ
[5863.521] l___haru___l: カタン
[5863.618] Zeolqu1026: アスレ？
[5863.759] wpj575: あすれ？
[5863.824] pinapina1003: まいくら！
[5864.393] アオぶる: ひよってる奴いる！？
[5864.597] kopapa06: ホラゲー
[5864.621] yuki680: マイクラやろ
[5864.627] (S)tommyy_0430: ゴルフ？
[5864.632] 仮面ライダー555: アスレ
[5864.728] (S)sign_c: アスレ？
[5864.791] みとまろ: ゴルフいくか
[5864.824] mushi__san: ルドー？
[5865.028] karinn0323: アスレチックいく？
[5865.063] nasubi738: あすれ
[5865.092] ayunosioyaki0223: アスレ
[5865.255] sushi_tya24: ホラゲーかな
[5865.279] ボンレスキャベツ: ゆるっとマイクラ
[5865.381] makuro0308: アスレ？
[5865.457] (S)ameringoame: ゴルフ？
[5865.470] aru_ayu: ゴルフ！
[5865.522] 灰白色_: アスレ？
[5865.623] rana_121: マイクラ？
[5865.629] kaku7293: ホラゲ？
[5865.692] みあたん: アスレとか
[5865.856] tmakaronn: 無限？
[5865.882] mizuno0624: マップ？
[5865.889] yuusoccer24: マイクラカタンかぁ
[5865.907] ドコサヘキサエン: 脱出系？
[5865.916] (S)はーと99: エンドラ
[5866.155] (S)aauauau: 一周回ってるやん論点w
[5866.216] 新君青太: カワセ呼んでカタン！！ww
[5866.366] muutyo_io: ゴルフ
[5866.378] amechiya: ゴルフいこ!
[5866.387] (S)ねこすず: マイクラアスレ？
[5866.396] _紅茶: アスレチックやろうぜ
[5866.448] しかくのさんかく: あすれやる？
[5866.456] jasmin72: エンドラみたい
[5866.638] (S)roro_131: ホラゲー？
[5866.696] (S)あきのね: エンドラ討伐!!
[5866.714] nene25_chan: エンドラ討伐行っちゃお
[5866.733] のりぽちゃん: アスレ？
[5866.819] さかなのひと: ホラゲいっとこ
[5866.871] もねねん: マイクラ！？
[5866.873] ronchan_087: ゴルフイットだな
[5868.015] (S)よっしぃ37: かたんいこう
[5868.055] haru_freezer: マイクラで普通にサバイバル！
[5868.093] (S)kagemoegi81: アスレ…？
[5868.126] gumi_haribo: www
[5868.201] くらげてん: アスレ
[5868.271] えぱああ: 無限ループ？
[5868.288] 東郷アスタ: ハンドシミュレーター？
[5868.300] otakeraisu: カタン？
[5868.328] narunoni: まいくら！！
[5868.470] mameta45: マイクラ
[5868.590] めうっち: ゴッドフィールド？
[5868.668] mugicha_sandesu: カタン
[5868.687] 暗黙の緑茶: なんかしろー
