[4.490] Pear10257: O̤̮K̤̮で̤̮ー̤̮す̤̮
[4907.711] (S)力ヨ: レジギガスさん！？？
[4908.012] 46_kulo: きたない
[4908.013] 1__matsu: www
[4908.093] (S)pannnakottajp: レジギガス！？
[4908.238] スプラザコ: レジギガスｗｗ
[4908.452] (S)ぽてって: うっさ
[4908.539] ギルガメッシュ: おｃ
[4908.817] nerikondapan: 慎吾??
[4908.969] (S)mazirou: 慎吾くん？！
[4909.289] (S)ろひくん: 香取慎吾さん、？
[4909.323] dorakota: べん
[4909.343] deccslomp: BEN
[4909.443] (S)mizuno0624: 慎吾?
[4909.537] nikkouak: 脱糞するな
[4909.541] nari1005: うんこだすぬ
[4909.551] (S)糸こん: きたない
[4910.058] 神崎立夏: レジギガスでてますよ
[4910.296] (S)arumame: 今みたいな時ダークライ欲しいね
[4910.395] (S)ロぜ: レジギガス？
[4911.127] 夢現: たのしんご…
[4911.268] 碧威: 慎吾!?w
[4911.332] (S)fuzi_inari: 汚い
[4911.705] ヴァリオレッドゼノン: おおおお！！
[4911.846] ゆち888: 密すぎるwwww
[4911.984] (M)いこまき: レコチョク！？
[4911.999] matutu0420: 真言宗に入るな
[4912.199] (S)shapu_meg: 危な
[4912.254] (S)kuugetsu: しんご！？
[4912.670] (S)ngdvl: ｗｗｗ
[4912.821] (S)neyuki135: ないす
[4912.896] (S)kujirai___: 慎吾ちゃん！？
[4912.918] ranmaru_dmps: Buri
[4913.683] 夜半アロウ: よく生きたw
[4913.863] danon0613: レジギガスさん！？
[4913.952] (S)とれいら: きたない
[4914.189] ringo_0311: あぶねぇ……
[4914.213] harou_momiji: きちゃない
[4914.588] dorakota: ﾍﾞﾝ
[4915.236] minto13579: しんごBEN
[4915.253] (S)torikko_: 慎吾？
[4916.167] main94: しんご！？
[4916.176] (S)kyouryuuuu832: おい
[4916.324] okasi_tabetai: しんご！？
[4916.402] (S)ぬこが好き: きったな
[4916.409] terabyte__o0: BEN
[4916.637] jakahoro0630hw: sugo
[4916.673] tori_ii: 漏らすな
[4916.851] りゅい: レジギガス!!!!
[4916.967] ヴァリオレッドゼノン: すげぇー！
[4917.018] (S)kotehan31415: レジギガスw
[4917.045] (S)きんいろ: 漏らした？
[4917.175] 五色椿: しんごちゃん！？
[4917.340] 柏木きゅうり: 小池さん出てきちゃう
[4917.663] shin2958: 漏らしてたぞいまw
[4917.665] あんりりり: あっぶな
[4917.832] (S)karasu57: レジギガス！？
[4917.935] よわぷりん: うんこするな
[4917.945] (S)izumi_0520: 漏らすな
[4918.294] (S)ocha179: 汚い
[4918.299] umiriku_umimi: またレジギガス
[4918.750] (S)れんれむ: おい
[4918.817] (S)_えゐ_: BEN
[4918.830] いのりさん: 漏らすな
[4918.981] bayarins: ちっょとでたよね
[4919.038] ogapaka: レジギガス出たな
[4919.055] (S)みどふぃ: レコチョクなつ
[4919.313] (S)n_emu_: 信号？？
[4919.540] aono_kasisu: 生きた
[4919.593] (S)ぴーよよよ: BEN
[4919.995] (S)mazirou: 排便するな
[4920.091] あきぬこ: よく生きたな
[4920.332] (S)debuff_o__: きたな
[4920.540] e_w_n_s: レジギガスさん？
[4920.586] (S)takenokoooo__: もらすな
[4920.740] jun08081031: しんご？
[4920.983] (S)_もちもち_: 漏らすな
[4921.306] (S)muru1113: BEN
[4921.495] (S)真_クロすけ: レジギガスさん！？
[4921.533] (S)kiri_girisu: 草
[4921.539] himokata: 危なwww
[4921.583] styleofdeps: うっさ
[4921.760] (S)zyaga_b: 慎吾ママさん！？
[4921.827] (S)ぬこが好き: BEN
[4921.979] (S)36maru: BEN
[4922.214] yuna_aaaaaaaaa: 漏らすな
[4922.220] (S)koukoukoy: 慎吾！？
[4922.243] (S)zabuton5mai: よくいきた
[4922.274] (S)torikko_: ben
[4922.415] (S)rascal_techonol: 漏らすな
[4922.419] (S)ボンレスブス: もらすな
[4922.447] 柏木きゅうり: 漏らすな
[4922.653] (S)hi_oyu: きったな
[4922.830] nari1005: うんこだすな
[4922.848] kamido__: おい
[4923.107] れつれつ: BEN
[4923.175] (S)Camellia_SSBU: 涙買わないの
[4923.377] (S)mmm_iii22: ぶりぶりするな
[4923.390] (S)umbrella_3373: 危ねぇwww
[4924.010] ラクユ: もらすな
[4924.051] こち_8: 汚い
[4924.218] りゅい: レジギガス
[4924.233] rikorikor: しんごぐがぎがごご
[4924.254] (S)ここああああ: ゴキブリなみの生存力さん？！
[4924.336] naraba_12: 汚い
[4924.453] (S)_もちもち_: きたな
[4924.598] (S)babi893: 色々と汚い
[4924.838] (S)n_emu_: よく生きたな
[4924.936] nerimaki0203: うんこするな
[4924.951] よわぷりん: レジギガス？
[4925.062] ねこたろー: 少し漏らすな
[4925.237] (S)kinononki: SI・N・GO
[4925.296] (S)outinoyami: よく生きた
[4925.443] kounaaa: わこらだ
[4925.455] sumomomom: 汚い
[4925.495] kozuken_a: レジギガスさん！？
[4925.629] くろこし: 三つくらい渋滞してる
[4925.758] bayarins: ちっとでた
[4925.848] (S)Unininini114: 漏らすな
[4925.898] (S)げんぴょん: げんぴょん subscribed at Tier 1. They've subscribed for 10 months! 
[4926.534] (S)zabuton5mai: 漏らすな
[4926.616] (S)ぬこが好き: 今完全に漏らしてたね
[4926.699] (S)mitsuxx00: きったな
[4927.417] らのか: 汚い
[4927.466] (S)本匿名: お前自身が一番やばかった
[4927.575] (S)よわはと: あぶな
[4927.633] いのりさん: バーゲンセールやめろ
[4928.120] fintia: ぶりぶりするな
[4928.339] りゅい: うんせ
[4928.368] (S)れんれむ: 汚い
[4928.454] てこくん: BEN
[4929.229] nattu__: しんごがレジギガスになったの？
[4929.437] (S)aro_0922: Ben
[4929.437] (S)エルローライト0302: しんごってだれ？
[4929.517] (S)jasmugi: うっさ
[4929.804] (S)zabuton5mai: 出すな
[4929.856] きゃノ: 汚い
[4930.031] Yakishio_1219: しんご？？
[4930.062] (S)るかにゃん: よく生きたな…
[4930.201] (S)こうか: BEN
[4930.615] uzuberrypan: 断末魔は老いてない
[4930.640] dorakota: 慎吾弁
[4931.121] (S)metoronoomu: BEN
[4931.255] (S)evacoler: 慎吾脱糞してるぞ
[4931.472] (S)byakuya_557: 謝れ
[4931.618] 神崎立夏: マヨネーズ吸ってろ
[4931.618] shinana_: ここレジギガスの編集
[4931.834] むつき7777: 漏らすな
[4931.852] kyabetsux: あぶな
[4932.151] (S)ゐそやん: 慎吾ママ
[4932.268] bucket_niwatori: レジラダオ
[4932.389] harushisoume24: 漏らすな
[4932.796] 巡1: 生き残ってえらい
[4933.038] (S)babi893: 漏らすな
[4933.094] 柏木きゅうり: BEN
[4933.889] nikkouak: BEN
[4934.227] (S)真_クロすけ: ｷﾞｷﾞｺﾞｺﾞｺﾞｺﾞ
[4934.784] karintou_painappuru: よく生きたな
[4934.811] maroooooo_n: 顔出してたな
[4934.872] (S)karasu57: きたない
[4934.907] ねる汰: 何で生きてんの！？！？
[4935.289] (S)ryo_ngz: 慎吾くんからのBEN
[4935.320] Luca__193: 漏らすな
[4935.520] bouningen1: 慎吾くん！
[4935.741] terabyte__o0: しんごで漏らすな
[4935.791] (S)mazirou: 慎吾ぶりぶりするな
[4935.993] be_sceard_of: ゆゆうたさん！！
[4936.464] gray_q2: 漏らすなや
[4936.560] ゆち888: 漏らしたり慎吾よんだり忙しいですね
[4936.656] (S)まっちゃ511: うるせー
[4937.442] (S)zabuton5mai: 情けなく巻き散らすな
[4937.750] (S)_もちもち_: 逃げ足プレデター
[4938.812] ヴァリオレッドゼノン: レジギガス慎吾
[4939.604] こち_8: コネシマさん？？
[4940.037] (S)umbrella_3373: 誰やねん慎吾
[4940.138] (S)もろこっし: 何語？？
[4940.344] ラクユ: きったな
[4940.986] n00broa: わこらだ4年ROMってましたこれからコメントしていきます
[4940.990] ポニタ: 有能やん
[4941.203] pepexxxn: きたない
[4942.551] irino_0018: 漏らすな
[4943.312] yusagi1: 装備かわないの?
[4943.519] simarinrin: 香取？
[4944.054] (S)ちゃば00: きたな
[4944.551] kozuken_a: 3連発出ました
[4946.038] nattu__: トドスコ
[4946.571] (S)mira_889: 装備
[4946.891] h20323: radaoBikkuri
[4947.894] (S)ワタメル0324: 漏らすな
[4948.176] ずれ: きたな
[4950.928] misa0852: ぶりぶり
[4950.998] mochi082: 脱糞すな
[4952.249] (S)yua0027: 楽しんごなついｗ
[4953.586] matutu0420: おもらしんごで草
[4954.747] (S)雪華0830: いろいろ盛りだくさんww
[4954.823] (S)りょうきち: 時間がまずいか
[4954.862] りゅい: ラブチューニュー
[4955.209] yakiudooon: 復活買わない？
[4955.425] (S)36maru: マヨチュッチュ
[4957.039] (S)kaz_275: あぶな
[4960.534] (S)かんぱちさん: 慎吾ママは世代がバレる
[4961.271] (S)pannnakottajp: 唐澤貴洋！？
[4962.528] pantusaru0508: ドドスコスコスコ！？！？
[4963.583] りゅい: ぴっ
[4964.483] (S)yu__0316: 復活買わないの？
[4965.250] deccslomp: 粕
[4966.489] (S)yuuuma_s: radaoKasu
[4966.839] (S)mazirou: radaoKasu
[4966.997] 神崎立夏: radaoKasu
[4967.513] (S)本匿名: radaoKasu
[4968.207] tsu4ma: 装備弱くね？w
[4968.886] 五色椿: ないす
[4970.422] 碧威: 粕
[4970.648] aono_kasisu: リビング注意
[4971.298] うどんめん: you know
[4971.521] (S)湯とうふ: radaoKasu
[4971.947] (S)ﾑﾂｷ: radaoKasu
[4972.979] himokata: かった
[4973.253] (S)独炎レイト2525: radaoKasu
[4974.623] (S)mozuku_3: radaoKasu
[4975.278] (S)たま1009: radaoKasu
[4975.632] (S)独炎レイト2525: radaoKasu
[4976.262] (S)lv_0_: radaoKasu
[4976.498] (S)lara_3o: radaoKasu
[4977.478] nuuu_691: 防具が弱くない？
[4977.489] rikorikor: radaoKasu
[4977.562] りゅい: カス
[4978.090] (S)aono_202: radaoKasu
[4978.145] (S)しかくのさんかく: radaoKasu
[4978.719] (S)アカール: radaoKasu
[4979.103] (S)muru1113: radaoKasu
[4979.302] (S)ゔぁあ: radaoKasu
[4979.390] (S)metoronoomu: radaoKasu
[4979.856] (S)zyagaimo__: radaoKasu
[4980.258] (S)carbonara10: radaoKasu
[4980.291] 五色椿: radaoKasu
[4980.722] (S)エルローライト0302: radaoKasu
[4980.790] (S)izumi_0520: radaoKasu
[4981.217] 巡1: かたいねえ
[4981.410] (S)まっちゃ511: radaoKasu
[4982.072] (S)saisai_tmc: radaoKasu
[4982.530] (S)sjindoa: radaoKasu
[4982.843] (S)独炎レイト2525: radaoKasu
[4983.397] (S)jasmugi: radaoKasu
[4983.402] (S)こうか: radaoKasu
[4983.507] piriodo_1: radaoKasu
[4983.628] bouningen1: 粕
[4983.847] りゅい: 粕
[4984.348] sumomomom: 粕
[4984.613] (S)iriss3535: radaoKasu
[4984.851] UnDerxbAr: radaoKasu
[4984.868] (S)0itimaru: radaoKasu
[4985.103] (S)独炎レイト2525: radaoKasu
[4986.402] kaziki_1213: どれ？
[4987.218] (S)karasu57: radaoKasu
[4987.837] 神崎立夏: カッチンカッチン
[4988.973] (S)neyuki135: radaoKasu
[4989.405] karintou_painappuru: らっだぁが強くなればいい。
[4989.738] egg_jp: radaoKasu
[4992.761] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[4993.069] rikorikor: 声情けな
[4993.163] (S)kotehan31415: はよスコップつかえ
[4993.260] あきぬこ: 草
[4993.504] nerikondapan: 粕
[4993.629] gray_q2: 粗
[4994.825] (S)独炎レイト2525: radaoKasu
[4995.468] (S)sjindoa: wwwwww
[4995.774] りゅい: 死んで死んで
[4997.042] (S)独炎レイト2525: radaoKasu
[4997.261] ポニタ: 防具買お
[4998.907] (S)mikan_san: 早いもん勝ちだぞ
[4999.040] dorakota: 似たようなもの
[4999.267] (S)れんれむ: radaoKasu
[5000.621] (S)独炎レイト2525: radaoKasu
[5001.412] 月無水2420: w
[5001.653] (S)mintochanncha: 草
[5002.789] ban_anarchy: ｗｗ
[5004.659] rikorikor: www
[5005.615] (S)みどふぃ: ｗｗ
[5006.389] りゅい: www
[5006.746] (S)karasu57: wwwwww
[5006.763] nerikondapan: ｗｗｗ
[5007.015] ゆち888: wwwwwwww
[5007.218] (S)lv_0_: www
[5007.436] (S)まかろにあ: ww
[5007.867] saayu3132: らっだぁがいつもしてること
[5008.418] (S)mazirou: そんぐらい許せよ
[5008.537] main94: www
[5008.554] harou_momiji: 肉そんなにいるか？
[5008.708] (S)metoronoomu: www
[5008.953] (S)れんれむ: wwww
[5008.961] (S)しかくのさんかく: 草
[5009.190] ranmaru_dmps: 笑
[5009.391] りゅい: ( ﾟ∀゜)ﾌﾊﾊ八八ﾉヽﾉヽﾉヽﾉ ＼
[5010.095] なのね: ｗｗｗ
[5010.848] shin2958: 手のひらクルー
[5011.373] himokata: wwwwwwwww
[5011.771] 46_kulo: がめつｗ
[5011.897] bucket_niwatori: wwwwwwwwwww
[5012.120] (S)雪華0830: www
[5012.394] いのりさん: そこで黒狩ろうぜ
[5012.982] mugitixya: wwww
[5013.055] (S)torikko_: あ
[5013.263] りゅい: ハイエナだね
[5013.423] gray_q2: 死んでwww
[5014.057] (S)kujirai___: ガストの涙買っておこう
[5014.069] さゃ: 器が小さすぎる男
[5014.149] むぎとわ: wwwwww
[5014.833] dorakota: お前も似ているぞ？
[5015.045] スプラザコ: お前がいつもしてるだろ
[5015.210] (S)zabuton5mai: wwww
[5015.433] (S)lara_3o: ww
[5016.336] roze1412: そういうとこだぞ
[5016.897] e_w_n_s: おい
[5017.037] (S)独炎レイト2525: ( ﾟ∀゜)ﾌﾊﾊ八八ﾉヽﾉヽﾉヽﾉ ＼
[5017.438] 神崎立夏: ん？
[5018.634] kounaaa: wwww
[5018.716] 巡1: はあ
[5018.727] りゅい: (*´艸`)
[5018.864] himokata: あ
[5020.277] (S)zabuton5mai: がめつwww
[5023.578] 1__matsu: じゃあ返したれ
[5023.733] ranmaru_dmps: 年功序列？
[5023.949] pepexxxn: あ
[5025.223] むつき7777: 器ちっさ
[5025.844] bucket_niwatori: 人のこと言えんやろ
[5026.205] (S)mintochanncha: あ
[5027.213] (S)mikan_san: じゃあぽまえも...
[5027.305] 碧威: 子供か
[5027.477] 月無水2420: お前もいつもしてるだろ
[5027.531] りゅい: ☆.。.:*・°(´◉ᾥ◉`)
[5028.692] ずっきーーーーに: 恩着せがましいな
[5029.413] りゅい: (´◉ᾥ◉`)(⋆ᴗ͈ˬᴗ͈)”
[5030.190] bouningen1: 脅すな
[5030.361] roze1412: スリがいうな
[5031.623] (S)はくとうさゆ: うわ
[5032.207] りゅい: なんだと
[5034.752] (S)ぬこが好き: https://clips.twitch.tv/CourageousLachrymoseSrirachaNinjaGrumpy
[5034.778] afwogato: 追い剥ぎ
[5037.718] nattu__: ぽまえもやってるだろ
[5037.966] (S)zabuton5mai: うわ
[5038.616] (S)torikko_: お前は一生取れないな
[5039.574] ずれ: 脅迫
[5039.720] (S)mazirou: ないくり
[5040.242] gray_q2: 脅してるwww
[5040.257] (S)よわはと: ないくり
[5040.267] 神崎立夏: ないくり
[5040.715] (S)みどふぃ: ないくり
[5040.779] nattu__: ないくり
[5040.897] (S)まかろにあ: ないくり
[5041.117] (S)lv_0_: ないくり
[5041.307] (S)karasu57: ないくり
[5041.515] りゅい: うわあわ
[5042.094] toritomo2751: いつも似たような事してるだろ
[5042.566] (S)_えゐ_: ないくり
[5043.030] karintou_painappuru: 器ちっちぇぇ
[5043.261] rikorikor: ないくり
[5043.540] (S)kotehan31415: マグさんにいわれてるぞ歩前のせいで遅れてるわ
[5043.563] (S)ヒトキング: ないくり
[5044.071] naki_516: ないくり
[5044.323] (S)metoronoomu: ないくり
[5044.337] UnDerxbAr: やめたげて
[5044.553] りゅい: ないくひ
[5045.027] kaziki_1213: ないくり
[5045.143] (S)izumi_0520: ないくり
[5045.610] (S)しかくのさんかく: ないくり
[5046.098] (S)ワタメル0324: うっわ
[5046.479] 柏木きゅうり: ないくら
[5047.301] (S)lara_3o: ないくり
[5048.256] りゅい: ないくり
[5049.107] ねる汰: ないくり
[5053.298] 神崎立夏: ぼすぅ
[5054.306] (S)雪華0830: ないくり
[5054.828] (S)ocha179: ないくり
[5055.020] りゅい: やるやん
[5057.071] 夢現: マカセロリ状態まだ？
[5057.940] (S)nana_om: radaoKasu
[5060.649] (S)zyagaimo__: ないくり
[5061.839] 柏木きゅうり: ぼぉす
[5062.509] (S)nana_om: ないくり
[5063.293] りゅい: おおおおおお
[5063.764] 夢現: インセクトソード使え
[5064.119] harou_momiji: 蜘蛛強くね？
[5065.262] 巡1: ないす
[5066.100] りゅい: やるやん
[5067.341] minto13579: 防具買った方が良かない？
[5067.545] tiduru: わこらだ
[5076.064] 巡1: こんな強かったのか
[5076.592] りゅい: あーあーあーあーあ
[5080.512] (S)nemu2038: 防具が弱い
[5083.653] 碧威: 蜘蛛強
[5084.350] kaziki_1213: 蜘蛛つおい
[5084.620] ずっきーーーーに: 防御弱いからじゃね？
[5085.239] saayu3132: らっだぁって時々オネエでるよね
[5086.609] にーーーとん: BGMあったんや
[5090.953] (S)broly2828: 落ちます
[5093.961] (S)broly2828: radaoOtu
[5094.903] 神崎立夏: ぼぐぅ
[5097.377] gray_q2: 1人で頑張れ
[5100.153] shin2958: ボーグ?
[5103.179] riia73: 誰か扉閉めてて草
[5104.957] りおりんご: 蘇生させられるよ
[5106.185] nasucasan: ガストの涙顔
[5108.410] りゅい: お
[5109.105] さゃ: 涙買お
[5109.152] (S)nana_om: がんばえ
[5109.174] karintou_painappuru: 防具大事
[5113.191] emilu1765: 帰ってきたら青脱やって嬉しい
[5114.624] (S)ロぜ: 時間大丈夫か？
[5121.962] karintou_painappuru: 働いた人が損するんだよ。
[5124.936] nyukusu__: nyukusu__ subscribed at Tier 3. They've subscribed for 11 months! 
[5127.437] minto13579: 松明無いのきついか？
[5128.986] 碧威: 時間も見てけよ
[5131.571] ゆち888: やべえ
[5137.749] まさ2013: ガストの買おう
[5138.050] (S)ryo_ngz: おい
[5138.870] yakiudooon: 金塊使わないの？
[5139.930] (S)ぴーよよよ: おい
[5142.490] (S)ベに: おい
[5143.123] (S)こしつぶ: 時間きつくなってきたね
[5144.973] minto13579: 時間ないな
[5146.339] いのりさん: ホーリーいるー
[5149.330] (S)りょうきち: 時間が
[5149.363] 1__matsu: 時間やばそう
[5150.637] (S)yuuuma_s: 時間厳しい
[5152.364] deccslomp: 他力本願
[5152.489] bouningen1: ないくり
[5154.917] (S)れんれむ: 時間が…
[5155.985] (S)yummy0324: がんばれ
[5158.509] (S)sjindoa: お前もいけ
[5160.374] (S)ayunosioyaki0223: radaoWakotu
[5161.055] jaja319_: jaja319_ subscribed at Tier 2. They've subscribed for 11 months! 
[5161.185] kaikina0905: かつやくしゅんじゃねーのかよ
[5162.839] harou_momiji: 時間きついね
[5166.172] emilu1765: やっぱ、ファーム…
[5167.711] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[5168.910] matutu0420: これ厳しいんちゃうかぁー
[5169.994] kaziki_1213: 熟女攻略得意なのか
