[25.270] careful_crab: Oh 
[15317.832] hayabow_yossy: ウメハラさん、今日は何曜日でしたっけ？
[15328.529] シャンウー: さぁ、ジャガイモとお肉を食べて 私達の景色を見に行こう
[15331.784] pondenring0930: ヌキさんのせい
[15332.310] v_harumi_v: 鶏めしさんも配信でランクマされてるみたいですし、また連絡とってみるとかどうです？
[15333.885] balthazar000: お休み
[15334.344] HirocoT: ｗ
[15336.108] seirosu: もう火曜だよｗ
[15339.551] (S)泣き虫サクラ: 健康的な生活に戻ろう
[15342.285] underground0714: もう12時ですよ
[15342.809] のぞみくん: torimeZumupann
[15344.690] (S)Nagare765: 昇竜とダッシュやりすぎた
[15345.506] pyamaaaa: 日変わったからね
[15350.352] (S)hoshi_boshi_0: 今日は翔さんとは出来ないかー残念
[15350.548] v_harumi_v: はーい
[15352.783] (S)haicro_zm: 寝ときますか
[15354.514] ﾃﾄﾗﾝ: ガンガン誘うのいいね
[15356.199] 黒猫くん: 朝方になっちゃうからもうちょい起きてないと
[15357.822] oinari6: 出発いつだっけ
[15367.697] potocki1810: かけるにぃは今マゴさんと対戦してますね
[15369.808] だいこん_: 安定のとりめしさん
[15372.630] のぞみくん: torimeKotori
[15382.923] balthazar000: 何日前入りなんですか？
[15384.012] pondenring0930: 楽しみだー
[15388.535] seirosu: 来週月曜ってことは結構直前じゃない？
[15397.781] merkava_mk2: ガイル対策しなくていいんすか？向こう強いガイル多いですよ
[15397.964] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[15398.328] mogu0621: お体に気を付けて、頑張ってください
[15399.497] neon_d99: ヤナイくん部屋立てた
[15400.438] tarako330: 向こうでも配信するんです？
[15401.732] yuhi_N: 結構すぐな話なんだね
[15403.354] (S)kesigome: 飛行機で何時間くらい？
[15403.391] ランジェリーバード: どこくらいまで勝ち上がれそうですか？
[15404.670] balthazar000: おー、結構早いですね
[15407.516] jigen0104: はやいなー もうすぐやん
[15408.020] rdstus: 早めに行くんだね
[15412.965] nyata1234: 同じタイミングで誰かと一緒に入る？
[15414.623] あり0221: ウメちゃん応援してますねー
[15417.641] suhifire: ＮＯモーションは連れて行くんです？
[15420.237] HirocoT: お気をつけてです
[15420.346] hikky722: 時差あるから移動してもお得ｗ
[15420.995] torahanda: ヤナイ何先か聞いてる
[15422.104] (S)fikat_0702: そんなかかるんだ
[15422.738] (S)pfl2: 現地配信ありますか
[15423.417] のぞみくん: ごめんやないか～い
[15424.810] BigbossJP: EVOもう再来週かよ
[15424.982] potocki1810: 半日
[15425.450] (S)monpiipop: エコノミー症候群にならないようにね
[15426.188] balthazar000: その分の滞在費も中々でしょう
[15426.301] ビフィダス: 映画5本みれちゃうね
[15434.244] balthazar000: No
[15434.487] tokiomari: do you have chocolate ｗｗ
[15435.087] poposuke: プレイヤー名で検索する場合、長い名前の場合は4文字おすすめ
[15436.118] maddy2623: もう
[15436.842] Hitode_noko: もう。。。
[15437.683] Coedawg: umeSalute
[15439.070] シャンウー: 飛行機の長旅は ビタミン とるのがおすすめ。
[15439.203] 新ころりん: 間に合わなかったんだよね・・・
[15439.518] だいこん_: ｱﾗｰ
[15439.746] yuhi_N: noモーション……
[15440.587] ebismine47: 4日前って滞在費めっちゃ金かかるべ…
[15440.677] seirosu: ｗｗｗ
[15441.277] ビフィダス: もう
[15441.908] (S)daichan1200: 日本を出た時間と全く同じ時間くらいに着くよな
[15443.314] (S)hoshi_boshi_0: あらま
[15444.235] balthazar000: Noもう、、、
[15444.675] 天然ベニテングダケ: あらまぁ
[15444.839] merkava_mk2: 残念
[15445.015] LogicalDashGG: 残念
[15450.290] あり0221: じゃあの…
[15452.725] maddy2623: やないだけに
[15458.514] v_harumi_v: 5555
[15460.783] torahanda: 5555
[15462.609] (S)きしー: 5555
[15466.625] GrimmJow994: 6969
[15468.344] (S)hiro_chan: サウジに連れて行こう
[15468.963] からあげくんレッド: 向こうの物価やばそ
[15472.746] (S)hoshi_boshi_0: 何先？
[15474.723] vaio_95: そこは871じゃないんかい
[15475.189] Hitode_noko: しのさん「NO MOTION ,NO WAY」
[15478.100] agarbotnet818: ウメちゃんでもエコノミーで行くの？
[15480.866] ビフィダス: マリちゃんなんだ
[15485.696] maddy2623: ２Pいただき
[15487.317] だいこん_: 共通認識になりつつある5555
[15492.217] john3sixteen_: hgello
[15493.200] seirosu: マリーザなのか
[15493.990] (S)daichan1200: 昨日、おにやが70万かかるっていうてたな
[15495.164] kaban1192: 5先やないかい
[15495.728] (S)mm2351: 速攻倒そう
[15501.157] tokiomari: やないやないかい！
[15501.652] 1108044k: クラーザか
[15501.880] (S)pfl2: ヌキも行くし楽しみだな
[15503.987] ビフィダス: 70万かぁ・・・
[15504.212] yuhi_N: アメリカ朝ごはんだけでも数千円だもんね
[15517.940] ちぇんぷる: マリちゃんのこの色初めて見た
[15519.944] 5godsfan: 70万で1億ならやすいもんやな
[15520.614] v_harumi_v: 青マリちゃん
[15522.330] (S)jusankokuki: すごい色
[15524.062] redbull_daisuki: 今日はシュートとはやったの？
[15531.206] (S)hiro_chan: サンディエゴのコミコンとか行かせてあげたかったね
[15532.175] v_harumi_v: 今日はやってないですよー
[15533.321] だいこん_: ゆっちょ
[15533.329] vaio_95: 早速ミリオン一文字振ってるね
[15546.924] ちぇんぷる: きたー！
[15548.407] redbull_daisuki: あざます
[15554.112] Hitode_noko: ホテルのモーニングで25＄とかするもんなあ
[15556.255] (S)hoshi_boshi_0: 対策うめえ
[15569.703] ビフィダス: そういえば何故名前をウメハラからDaigoTheBeasTVに変えたんだろ
[15580.795] 霧月むげつ: @ビフィダス 海外勢が検索できるようにです
[15586.570] seirosu: ほんとだ、名前かわってる
[15587.890] ツィッギー: 対空弱いけどスーパーアーマーでなんとかする奴やないかーい！
[15591.774] ビフィダス: なるほど！ありがとうございますむげつさん！
[15592.189] potocki1810: @ビフィダス 外国の方が検索できるようにとのことですー
[15599.390] ビフィダス: あざますます！
[15605.127] yuhi_N: 変わってたの気づかなかった……
[15608.580] だいこん_: バード勢がカタカナだと検索できなかったから、その流れで
[15611.849] potocki1810: かぶっちゃいましたｗすみません
[15612.268] mogu0621: リスナーから、海外勢が探しやすいようにしたら？って意見が出てウメちゃんが変えてくれた～
[15616.595] Tetsuya5963: <3
[15635.999] nikkou18: やないやないかい
[15636.473] (S)ましゅダヨ: 🫶
[15639.174] seirosu: ナリ君も変えないとbird達と戦えないじゃん・・・
[15639.493] SUGAKIYA: karubisFurifurii
[15641.173] xephi5: LUL
[15658.590] Qtr1214: ぜんぜんボタン押さないな
[15659.652] からあげくんレッド: ProAKAnariKUN
[15682.231] kanabunpow: ナリは日本人でも検索できないんだよなぁ…
[15684.720] redbull_daisuki: 端に追い詰めてBOしててもインパクト振らないんだね
[15710.120] SUGAKIYA: ドランカー
[15736.480] Qtr1214: ヌキさんにあんなにぶちこんだのに
[15738.775] t_kara2800: ***
[15748.220] roedtogsvart: way too many adds bro
[15750.717] ビフィダス: 美濃加茂
[15759.695] だいこん_: Cとはいえプロだと流石にBO端は露骨すぎてSA返されそう
[15765.382] ぢょごぢゃん: つられたー
[15765.647] keikohiro: 甘えの領域だからねー
[15767.647] ebismine47: でもどっかでやんないと相手の思考を散らせない気もする
[15771.061] Dio55555: @Qtr1214 あれは煽りのテンションだったかもｗ
[15772.975] moyoroy: んなこと言ってられねぇっすw
[15779.885] t_kara2800: 超純愛クリップ***
[15780.089] LelePenyet: ヌキさんは延々と話してるw
[15780.166] (S)ましゅダヨ: いたい
[15790.823] oinari6: インパクト返すのは好きだけど打つのはあまり好きじゃない
[15795.084] ビフィダス: ひぃ
[15796.234] vaio_95: やーる
[15798.289] keikohiro: うまいな
[15801.937] 戸愚呂妹: うまw
[15803.611] jiro136: マジでウメさんの話一生してるｗ
[15807.007] no_name__yet: ファランクスにインパクトは狙うとよいと思う
[15807.338] からあげくんレッド: ためグラはパリィかなぁ？
[15816.932] nikkou18: やないつよいやないかい
[15821.955] wacha_games_tv: 受け売りですが、今日のマゴさんの情報とAQUAさんのマリーザ攻略の話を総括したら立ち強パンチ振るのが良さそうですよ😊グラディウスのアーマーと立ち強パンチ噛み合ったらOD昇竜で割るのが対策だそうです。
[15826.107] 5godsfan: ずっと思い出語ってるなヌキさんｗ
[15840.727] seirosu: ダブルブッキングｗ
[15843.017] jzeeeee123: LUL
[15844.258] merkava_mk2: ごめんね
[15858.224] Qtr1214: 伝書鳩
[15863.049] yomogi0610: フレンドになったのが嬉しかったんだなｗ
[15863.390] (S)ましゅダヨ: 思ひ出に浸りだしちゃったか……
[15865.833] ~MISSING_COMMENTER_INFO~: しね糞鳩
[15883.982] からあげくんレッド: ヌキさん過去に生きないで…
[15887.826] seirosu: ぁー鳩っぽっぽ起因なのか
[15888.538] omochi09: うまあ
[15889.601] (S)fikat_0702: ありゃー
[15890.767] (S)Nagare765: 学び
[15891.835] wash4: ず
[15892.323] だいこん_: アポロウーサ♡
[15892.975] (S)moyashi117: あれま
[15893.335] gugugu5432: 歴史
[15893.824] (S)cqc5555: ヌキさん今日は寝れないね
[15896.465] CoreY_M__: that was rough daigo
[15896.501] mogu0621: あら
[15896.933] (S)ましゅダヨ: あああああ
[15897.585] CampFire71: 歴史を感じる
[15904.263] keikohiro: なるほど
[15905.128] yuhi_N: 歴史感じました
[15907.547] ツィッギー: 顔面グリィｗｗｗ
[15914.470] (S)ましゅダヨ: 愛です
[15916.864] redbull_daisuki: へるねぇ
[15922.334] nemu_less: 2年後にはあれに暗転返ししてそう
[15923.821] kaomoji3: 愛という名の暴力
[15932.411] Myr_: is daigo going to be at evo?
[15941.368] LelePenyet: yes
[15944.802] potocki1810: @Myr_ yes
[15946.000] goozy009: 名前は海外の人対策用で変更。ベースは練習してますし、それを聞くと井戸に落ちるか、婚活に失敗する呪いにかかります。EVOはでます。ラシードは、別でゆっくり対策します(ワラキア先生)。NOモーションは、間に合わなかったのでEVOには連れて行きません。ウメヌキは10対8でウメさん圧勝(本人談)。この後は、鶏めしさんと対戦予定。鳩は、気をつけましょう。
[15949.374] Myr_: will he be playing rashid?
[15959.163] SUGAKIYA: テンプレ草
[15961.241] TheLazyD: I love diego
[15966.695] (S)Nagare765: hell no
[15966.840] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[15969.885] LelePenyet: Nope, blanka
[15970.857] (S)hiro_chan: no
[15972.264] omochi09: なっがいｗたすかる
[15976.227] ツィッギー: 婚活・・・・
[15978.901] (S)junpei_11: このあと鶏めしさんとやるのか
[15979.124] Youhei6251: テンプレ固定してあげて欲しいレベル
[15985.399] torahanda: ３先ヤナイが了解だそうです
[15990.148] (S)hoshi_boshi_0: おおお
[15991.587] からあげくんレッド: 英語版もたのむ
[15992.334] (S)ましゅダヨ: あらすじ(定期)たすかるー！
[15994.192] careful_crab: rashid deez
[15997.506] foriqos: テンプレピン留めしといてｗ
[16005.413] echa_pi: テンプレさんいつもありがとう🙏
[16010.089] jojoxxxxxxxx: umeBlocking
[16013.210] (S)hiro_chan: The name was changed for overseas people measures.  I'm practicing the bass, and if I hear it, I'll either fall into a well or be cursed to fail in marriage.  EVO is out.  Rashid will take care of it separately (Mr. Wallachia).  I will not take NO motion to EVO because I did not make it in time.  Umenuki won 10 to 8 with Ume-san (according to himself).  After this, I plan to play against Mr. Torimeshi.  Be careful with pigeons.
[16018.239] yomogi0610: 草
[16021.350] (S)moyashi117: あらすじなんだこれｗ
[16023.495] buturin093: 草
[16024.185] keikohiro: 英訳w
[16024.222] (S)bikibiki999: 翻訳草
[16024.541] tarako330: 鶏めしさんて会社勤め？
[16024.627] Hitode_noko: マジで対空全部パリィなんだな
[16024.819] Qtr1214: 英語版草
[16025.412] 5godsfan: 翻訳ｗ
[16029.505] だいこん_: まとめ笑う
[16029.663] (S)ましゅダヨ: 英語版www
[16029.853] (S)kobetaf: それの翻訳はまずいですよｗ
[16031.291] yuhi_N: 英語版ww
[16031.491] johndoe6523rp: ww
[16031.760] buturin093: wwwwwww
[16033.461] CoreY_M__: PP
[16033.735] (S)junpei_11: 英訳は草
[16034.596] 売れないバンドマン41: umenuki草
[16035.411] ぢょごぢゃん: ポルトガル語もほしい
[16038.901] ChronosTiari: wwwww
[16041.721] Virg12: pp
[16042.884] (S)daichan1200: ちょっと翻訳違うね
[16045.227] (S)TheHouseOfSalt: TheHouseOfSalt subscribed with Prime. 
[16051.322] からあげくんレッド: Evo is out w
[16051.359] ~MISSING_COMMENTER_INFO~: サンスクリット語もくれないか
[16056.312] (S)hiro_chan: O nome foi alterado para medidas de pessoas estrangeiras. Estou praticando baixo e, se eu ouvir, vou cair em um poço ou ser amaldiçoado a fracassar no casamento. EVO está fora. Rashid cuidará disso separadamente (Sr. Wallachia). Não farei NENHUM movimento para EVO porque não cheguei a tempo. eons.
[16060.054] caloriemeiko: careful with pigeonsは草
[16062.746] ssdproductions: Two Perfect KOs
[16064.280] (S)ましゅダヨ: あーあーあーあー
[16067.501] (S)miracle_flash: 鳩絶対通じないだろｗ
[16068.432] omochi09: 対空パリィむずそう
[16073.091] dai920san: スターウォーズのあらすじみてぇだ･･･
