[8.841] ゆにゆにゆにーく: wakorad
[20025.109] むろ_: キャップ？？ww
[20025.859] (S)Tori_Kara_99: キャ、キャップ！？！？
[20025.913] dokokara_dokomade: お？
[20026.006] gccxhhhui: キャップwwwww
[20026.087] rin5_3: キャップww
[20028.813] goodmanpppp: キャップ？wwww
[20028.940] miniki3812: キャップwwww
[20029.183] (S)ゆずシフォン: wwww
[20029.784] okara25: 特殊すぎwwwww
[20030.396] sora_mameee: めっちゃ出してくれるｗｗ
[20030.623] かふねちやん: クイズ頑張れw
[20031.480] モンドカッツェ: キャップがwwwww
[20031.545] すいぺん: 気づいてないw
[20032.013] (S)mira_o: これ問題出す方がすごいなw
[20033.256] rin12027: キャップww
[20033.460] (S)冷ユレ: 通り魔おったなww
[20034.230] mizuhusen_aq: wwwwwwwww
[20034.811] つむじのきもち: ティラノサウルス
[20035.170] aqua_marin0619: キャップwwwwwwwwww
[20035.589] 宙海: 特殊がwww
[20035.667] (S)minaduki37: 向こうも意地になってて笑う
[20036.059] miu18iiii: wwww
[20036.062] ayata_1110: えー
[20036.461] (S)seillane: むっず
[20036.822] baceneKo: ！？
[20037.207] (S)Tori_Kara_99: wwwwwwwwwwwwwwwwww
[20037.535] rain_less: 増えたwww
[20038.211] many7575: え
[20038.494] same__15: やりたい放題だなwww
[20039.337] むろ_: はぇ？w
[20039.379] komitanara: わからん
[20039.456] justin01120707: なんだっけなー
[20039.509] 御繰丸: エビ男もやんなよwwww
[20039.565] のらごま: wwwwwwwwwww
[20039.574] chokemimi: キャップ…？
[20039.624] リライトパンダ: ティラノサウルス！
[20039.755] an_do121: むっずw
[20039.989] mbando55: wwwwwwwww
[20040.211] momonoizu: 後ろwww
[20040.256] (S)tiroru202: ティラノサウルス
[20040.769] nattoniboshi: なんだっけ
[20040.907] (S)ほたて12: キャップ
[20040.928] あげだし丸: むっず
[20040.997] バザァァァド: えええ
[20041.057] kuzuboshi: くるっぽー
[20041.189] hirokunw: muzzuw
[20041.249] ayunosioyaki0223: えw
[20041.604] (S)nekonaaa: むっず
[20041.614] かんがえるー: wwww
[20041.690] aqua_marin0619: むっず！？！？
[20042.065] (S)狂人おかき: むっず！
[20042.091] くらげ9089: ティラノサウルス
[20042.593] okara25: えびもかよ
[20042.704] panndaman1: ティラノサウルス
[20042.918] (S)goaraaaaaa: ムズすぎww
[20042.956] (S)seillane: ｗｗｗｗｗｗｗｗ
[20043.218] muutyo_io: ティラノサウルス
[20043.728] rei7002: えび男ww
[20043.773] nmk0707: ティラノサウルス
[20043.808] 4182nysn: むっず
[20043.952] jizou13: うわー
[20043.960] yuu_1010: ティラノサウルス
[20044.082] yona_0724: wwwwwwwwww
[20044.232] えんそのなみだ: wwwwww
[20044.348] hkr_r: ティラノサウルス
[20044.426] mi_tyan562: wwwwww
[20044.618] (S)norato041197: ムッずw
[20044.769] antette: なんだっけw
[20045.435] にわすずめ: wwwwwwwwwww
[20046.262] さーそー: 急にむずいやん
[20046.431] yuasee: wwwww
[20046.445] (S)soda_navy: ティラノサウルス
[20046.446] Nikomi_hanbagu: ティラノサウルス
[20046.501] (S)Tori_Kara_99: ティラノサウルス
[20046.529] (S)ラキ2525: えびおwwwwww
[20046.770] lacus_34: はえ？
[20047.390] さいのめ: ティラノサウルス
[20047.480] すかあと: wwwwwwwwwww
[20047.710] のらごま: wwwwwwwwwwww
[20047.806] (S)ぴ組員: ティラノサウルス
[20047.833] たまごガチアンチ: wwwwwwww
[20048.030] so_cha_26: ティラノサウルス
[20048.349] kuzuboshi: あー
[20049.034] むろ_: wwwwwww
[20049.523] モンドカッツェ: ちょwえび男も増えたw
[20049.926] キャホー: エビオは気づかれるのかよww
[20050.805] momo_plate: 挑戦が逆になったwwwwww
[20050.986] sutila_13: あー
[20051.065] (S)pocobokei: ティラノサウルス
[20051.915] nobisiro11: wwwwwwww
[20052.118] 宙海: wwwwwww
[20052.596] (S)mira_o: むっず
[20052.636] ayata_1110: すご
[20052.819] (S)norato041197: wwwwwww
[20053.023] z72146: ティラノサウルス
[20054.080] karokaro23: あー
[20054.477] dokukinoco: radaoFight
[20054.494] renkuwa0331: テレビでやってたなその問題w
[20058.323] にょまれ: 問題めっちゃ良くて笑う
[20058.676] (S)ゆずシフォン: キャップ
[20058.930] (S)Tori_Kara_99: 簡単ワロタ
[20059.323] sutila_13: これはちょうどいいわｗ
[20059.593] さいのめ: これも簡単だぞ
[20060.347] (S)狂人おかき: ティラノサウルスか
[20060.764] はたの: いい問題だなーwww
[20061.780] たまごガチアンチ: わかんねー
[20062.393] (S)minaduki37: 知らんかったわ
[20062.746] yuu_1010: めっちゃ丁度いい
[20062.955] karokaro23: パッとは出てこんな
[20063.297] many7575: 興味ないとこやねんな
[20063.748] らーいさら: リスナーすげぇな
[20063.794] しろかすか: ちょうどいいなぁw
[20064.013] (S)いぬひよこ: まずい
[20065.199] みりむ_423: まじでちょうどいい
[20065.414] tomako_0309: キャップもやってたってww
[20067.331] 御繰丸: ｸﾙｯﾎﾟ-
[20067.926] はるかち: ティラノサウルス
[20068.171] rin5_3: デヤンスいるやん
[20068.484] isaco135: ちょうど良くムズい
[20068.579] (S)seillane: ｗｗｗ
[20068.981] sora_mameee: これはちょうどいい
[20069.189] sakeoo_0102: ｗｗｗｗw
[20071.904] 宙海: wwwwwwwww
[20072.111] むろ_: wwwww
[20075.174] an_do121: 当てる気ないやんw
[20075.443] mimitabu_92: ｸﾙｯﾎﾟｰ
[20078.137] ureshiin: 鳩さん！？
[20078.749] Mira7510: ｗｗｗｗ
[20079.168] (S)Tori_Kara_99: 鳩の真似すんなwwwwwwwwwwww
[20079.236] しろかすか: いいとこつくなあ
[20079.739] kakinoyama: ぎり出てきそうな問題やな聞いたらピンとくる
[20080.862] 御繰丸: 警察さん？？？
[20081.878] nattoniboshi: 警察ｗｗｗｗｗ
[20082.673] にょまれ: くるっぽー
[20083.292] のらごま: 車がすごいwww
[20083.622] すてらいつ: テレビw
[20083.633] sjindoa: wwwwww
[20084.051] rosolite_0118: だんだん声がスティッチに聞こえてきた
[20084.271] つむじのきもち: ちゃんと原作に出てるの出したくるのいいねぇ
[20084.278] kojimanominato: 増えてくw
[20084.516] mbando55: 後ろwwwwww
[20084.704] (S)白蓮佑1142: 後ろｗｗ
[20084.875] same__15: 警察さん？？？
[20086.507] sutila_13: 後ろで車がｗ
[20087.069] (S)Tori_Kara_99: 懐かしい
[20087.144] 湊ソラ: 仲間増えたwww
[20087.170] peperonn17: なつめ先輩wwwwwww
[20087.181] 慧沙: wwwww
[20087.408] baceneKo: 警察さん？ｗｗ
[20088.518] ちなこぽっぷ: 警察www
[20088.649] (S)ラキ2525: 車がwwwwww
[20089.210] many7575: www
[20089.211] 宙海: 後ろwwwww
[20089.853] おっとり刀: 後ろw
[20090.081] 慧沙: 後ろwww
[20090.270] ayata_1110: えぐｗｗ
[20090.920] れもんちぃ0: 警察暇なのか？www
[20090.926] gaiantufan: ナツメさんwwwww
[20091.012] (S)pikamr: クイズの車ボコボコww
[20091.236] 所トしヤ: darumaWww
[20091.237] すいぺりあ: ナツメさん？ww
[20091.584] mi_tyan562: wwww
[20091.668] nemu_1213: 皆車いじめるやんwwwwww
[20092.021] isaco135: 後ろwwwww
[20092.492] yona_0724: wwwwwwww
[20093.105] らぺん: wwwwww
[20093.348] okara25: 警察？！wwwww
[20093.414] dokokara_dokomade: www
[20093.427] (S)seillane: ｗｗｗｗ
[20093.579] にわすずめ: wwwwwwwwwww
[20093.656] naas1616: 後ろwwwwwwwwww
[20093.720] many7575: わかるもんだいwww
[20094.277] sakeoo_0102: ｗｗｗｗｗｗｗw
[20094.317] suna0056: アイスバーグがもうなついなｗｗｗｗｗ
[20094.455] rei7002: 警察のみんnaｗｗ
[20094.690] しゃしゃも_: wwwwwww
[20095.259] しろかすか: 聞いたらわかるやつだ
[20095.367] cyarasu: www
[20095.407] ayunosioyaki0223: wwwwwwwwwwwwwww
[20095.474] nanashico27: wwwwwww
[20095.481] maru_tyan__: wwww
[20095.691] かなるる: wwwww
[20095.913] 夢現: ｗｗｗｗｗｗ
[20095.992] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[20096.004] 弥紅: 警察？？？
[20096.224] ﾏﾙﾏﾙ: wwwwww
[20096.769] (S)Tori_Kara_99: 警察やばいwwwwwwwwwwww
[20096.842] kojikoji333: 草
[20096.904] same__15: wwwwwwwww
[20097.234] yuasee: wwwwwwww
[20097.340] (S)わらびもち_11: wwwwww
[20097.362] sutila_13: wwwwwwww
[20097.633] むろ_: wwwwwwww
[20097.780] mittii_yatugare: 止めてあげて後ろw
[20097.870] mizuhusen_aq: wwwwwwwwwwwwwww
[20098.104] いんたーる: ｗｗｗｗｗｗ
[20098.542] chokemimi: wwwwww
[20098.761] sunomono8: wwwwwwwwwwwwww
[20098.812] nobisiro11: 車がwwwwwwww
[20098.824] aqua_marin0619: wwwwwwwwww
[20098.867] モンドカッツェ: 増えたし全員警察やんwwwwwww
[20098.905] sora_mameee: wwwwww
[20099.145] ラミリア: wwww
[20099.177] komitanara: wwwwwwwww
[20099.385] h1su1_snow25: 警察www
[20099.390] ログリア: 無法すぎるwwwww
[20099.558] mimitabu_92: wwwwwww
[20099.659] jizou13: wwwwwwwwww
[20099.913] のらごま: wwwwwwwwwwwwwwwwwwwwwwww
[20100.243] すかあと: wwwwwwwwwwwwwwwwwwww
[20100.614] tonton_0110: wwwwww
[20100.819] an_do121: wwwwwwwww
[20100.868] ruu_ha: wwwwww
[20101.675] 御繰丸: みんなでやるやんwwwwww
[20101.736] 4182nysn: wwwam
[20101.808] れもんちぃ0: wwwwwwwwwwwwwwwwww
[20101.892] bin2726: www
[20101.968] さいのめ: 時間を稼げ
[20102.540] shinamonmon0724: wwwwwwwww
[20102.548] ﾅﾏﾁｬ: wwwwww
[20103.235] rei7002: やばすぎるww
[20103.278] にわすずめ: 警察さん！？wwwwww
[20103.457] (S)pocobokei: wwwww
[20103.459] みるあむ: wwwwwwww
[20103.483] mashiri96: 車叩いてんの全員警察w
[20103.662] (S)tiroru202: wwwwwwwww
[20103.828] (S)白蓮佑1142: それはそうｗｗ
[20103.920] lacus_34: wwwwwwww
[20103.942] pirokasugg: wwwww
[20104.016] many7575: ぼこぼこwww
[20104.837] kuzuboshi: らんたろー
[20105.150] むろ_: www
[20105.477] いんたーる: ひどいｗｗ
[20105.887] ちゃんめん: wwwww
[20106.144] ゴードン松尾: 可哀想w
[20106.928] mirina017: www
[20107.282] たまごガチアンチ: wwwwwww
[20108.014] PON_cc: ズズかわいそうだわｗｗｗｗ
[20108.684] same__15: 不当な逮捕wwww
[20109.462] のらごま: wwwwwwwwwwwwwwwwwww
[20109.576] skkmrsaki: wwwwwwwwww
[20109.687] (S)seillane: ひどいｗｗｗｗｗｗｗ
[20109.817] arrow_x957: ｗｗｗｗｗｗｗ7
[20109.851] (S)ゆずシフォン: wwww
[20109.896] gaiantufan: やっとつっこんだw
[20109.947] panndaman1: wwwwwww
[20109.948] (S)狂人おかき: Wwwwwww
[20109.971] ruurii2525: ボコボコにされてるwww
[20110.147] rin12027: あ
[20110.194] すてらいつ: めっちゃ集まってたwwwwwwww
[20110.198] an_do121: 最悪だよwww
[20110.508] 4182nysn: wwwwww
[20110.769] nasu1219: wwww
[20111.120] sasasa_kama: 可哀想w
[20111.171] bourururu: 無法地帯
[20112.069] miine1221: 可哀想wwwwww
[20113.683] にわすずめ: ひっどwwwwwwwwwwww
[20114.277] 佐野ちャん: かわいそうにｗｗｗｗｗ
[20114.767] (S)mira_o: おいwww
[20115.523] すかあと: ひどいwwwwwww
[20115.657] re__pi: クイズ終わった wwww
[20116.615] sjindoa: wwwwwwwwwww
[20116.860] gsucix: クイズ可哀想www
[20116.994] yuasee: かわいそうにｗｗ
[20117.061] キャホー: カオスwwww
[20117.211] しっぴぃ: 自由だなぁ笑
[20117.377] momonoizu: カオス
[20118.977] ここねり: wwwwwwwwww
[20119.267] a1ice428: 自由すぎw
[20119.808] むろ_: レギオンおもろいなw
[20120.034] あごー: 終わってるw
[20121.262] いんたーる: あの車もう動かねぇだろｗ
[20121.498] (S)Tori_Kara_99: ホットドッグ買うなwwwwwwwwwwwwwwwwww
[20121.945] tomako_0309: おいwwwww
[20122.457] mi_tyan562: クイズがw
[20122.616] nyamo04: ナツメさんもしてるのがいいな
[20123.870] (S)ラキ2525: かわいそw
[20124.169] めるめ: うーんカオス
[20124.261] renkuwa0331: ズズ可哀想すぎるってw
[20124.328] many7575: ホットドッグー
[20124.843] rekrex_09: 可哀想過ぎるww
[20125.393] yuushiopan: とんでもねえ奴ら
[20125.664] monaka_ssa: 自由すぎやろ
[20126.034] dolaldo: クイズ終わったwwww
[20127.735] koyaren: wwwwwwwww
[20128.971] neruyma8: カオスwwwwwwww
[20130.195] yuu_1010: 終わってるw
[20130.782] ラミリア: これかレギオンかぁwww
[20130.835] (S)Tori_Kara_99: 可哀想wwwwwwwwwwww
[20130.891] takoyaki10010: 唯一の証人だろあんたww
[20131.755] 宙海: 無法地帯だろwww
[20134.999] すてらいつ: クイズあんなにいいクイズしてくれたのにwww
[20136.939] KatsuragiMea: 自由だな警察wwww
[20137.014] (S)seillane: え
[20137.875] kakeru_0183: ここの治安どうなってんだよww
[20138.557] kojikoji333: ズズのおもちゃにされっぷりよ
[20138.896] miine1221: 自由な警察官www
[20139.932] (S)mira_o: 自由すぎるwww
[20140.176] (S)minaduki37: レギオンおもろいな、いつもここで誘拐起きてんだ
[20140.840] (S)Tori_Kara_99: radaoW
[20141.088] しゃしゃも_: え
[20142.766] ここねり: え
[20143.000] エクスカリバー公: 警察の方がギャングw
[20143.816] さいのめ: あ
[20145.374] 所トしヤ: みんな汚職警察
[20146.303] monaka_ssa: 無法地帯で草
[20149.027] 宙海: え
[20156.822] twikashi: 有情破顔拳してる？
[20158.593] ﾏﾙﾏﾙ: おー！
[20158.752] karokaro23: おいしそわ
[20160.902] baceneKo: おーー
[20161.314] mi_tyan562: おー
[20161.314] 佐野ちャん: おお～
[20162.641] (S)seillane: おおー
[20162.927] many7575: 新商品なんだー
[20163.548] 宙海: おいしそー
[20163.587] のらごま: おー
[20163.737] しゃしゃも_: いいね
[20164.361] れもんちぃ0: 美味しそう
[20167.903] isaco135: レモネード美味しそう
[20167.918] miine1221: 美味しそうだなあ
[20168.521] あげだし丸: いちごミルク飲みてえ
[20168.911] (S)ゆずシフォン: いいねー
[20169.124] つのなんだが: やんすやんす
[20170.931] しろかすか: 美味しそう
[20171.616] ﾏﾙﾏﾙ: www
[20172.678] baceneKo: おなか減ってくる...
[20173.214] (S)seillane: 普通におもろいよな
[20175.484] many7575: 一発芸よりおもろい
[20176.054] (S)mira_o: 今日はミルクないんだ？
[20178.064] nobisiro11: やんす
[20178.720] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[20179.499] gaiantufan: wwwww
[20180.428] しゃしゃも_: 美味しそう
[20180.506] shinamonmon0724: wwwww
[20183.097] karokaro23: 後ろすごいなwwwww
[20184.162] (S)seillane: ｗｗｗ
[20185.604] skkmrsaki: wwwww
[20185.849] すてらいつ: あ
[20187.034] (S)ラキ2525: あwww
[20188.329] cyarasu: あｗ
[20188.944] ruurii2525: 後ろwwww
[20189.005] のらごま: あ
[20189.112] same__15: えび男wwwwww
[20189.121] yuu_1010: 浅いか
[20189.146] ichigomilk_252: wwww
[20189.955] ゴードン松尾: あｗ
[20189.980] baceneKo: あｗｗｗｗ
[20190.156] yuasee: えびーお
[20190.578] sora_mameee: あ
[20190.801] (S)ラキ2525: えびおー！？
[20190.878] (S)seillane: エビ男ｗｗｗ
[20191.042] peperonn17: えびおwwww
[20191.973] lacus_34: あ
[20192.206] kojikoji333: ダウンしてて草
[20192.396] 御繰丸: あwwww
[20192.410] すいぺりあ: あww
[20192.554] chokemimi: wwww
[20193.726] rei7002: あww
[20194.274] m1s4k1_09: あwww
[20194.279] しろかすか: あw
[20195.318] モンドカッツェ: エビ男ww
[20195.348] mizuhusen_aq: あwww
[20196.235] shinamonmon0724: えびおwwww
[20197.601] 宙海: あwww
[20198.676] mi_tyan562: えびおw
[20199.256] okara25: あw
[20199.746] jizou13: ｗｗｗｗｗｗｗｗ
[20199.782] rei7002: えび男ww
[20201.557] レイチャン: ヤンス～～
[20201.701] (S)seillane: 愚痴ツボ参戦しちゃったからｗｗｗ
[20202.782] many7575: えびおwww
[20203.586] (S)minaduki37: その方がいいよね
[20204.716] nmk0707: ガチ勢はわかるラインなのがいい
[20206.038] miine1221: えびおwww
[20207.407] たまごガチアンチ: 後ろが大変なことにｗ
[20208.623] (S)seillane: ええええ
[20208.704] mi_tyan562: え
[20209.993] baceneKo: え
[20210.102] のらごま: え
[20211.151] 佐野ちャん: こっわｗｗｗｗ
[20212.019] mittii_yatugare: こわ
[20212.253] ruurii2525: え
[20212.364] chokemimi: びびった
[20212.390] meroasu_: こわ
[20212.466] (S)mira_o: ええ？
[20213.567] しゃしゃも_: え
[20214.773] miine1221: こわ
[20214.870] (S)seillane: だれ？
[20215.053] roikn: え
[20215.332] sakeoo_0102: えええ
[20216.508] an_do121: え？
[20216.639] panndaman1: え
[20217.003] いんたーる: ブレードキルされるｗ
[20217.130] 宙海: え
[20217.928] れもんちぃ0: ナツメ先輩？
[20217.935] nobisiro11: こわこわ
[20218.472] shinamonmon0724: えww
[20219.010] Mira7510: ええ
[20220.304] 4182nysn: こっわw
[20220.561] peperonn17: こっわwwwww
[20220.675] すてらいつ: 先輩？
[20222.363] rei7002: こわ
[20222.992] (S)ゆずシフォン: え
[20224.462] same__15: なつめ先輩？？
[20225.249] しろかすか: なつめさんの声した？
[20225.799] (S)mira_o: こy
[20227.802] かなるる: なつめ先輩じゃない？
[20228.980] 御繰丸: ナツメさんじゃね？
[20232.474] ﾏﾙﾏﾙ: あ
[20232.902] かんがえるー: あ
[20233.132] にわすずめ: え
[20233.362] many7575: あ
[20233.600] (S)seillane: あ
[20233.782] (S)rino_aka: らだお兄さんいいな
[20234.441] chokemimi: え？？
