[7.203] (S)はくまい_45: 何事？
[9426.213] そふぃ3: それは怖いwwwww
[9426.942] mizuumi_3: まだ笑顔ｗｗ
[9427.959] 愛の林檎: まだねwwwwwwwww
[9428.343] 紺コフ: wwwwwwwwww
[9429.004] iriss3535: wwww
[9429.132] mo_coa: あ
[9430.242] らみせ_0626: wwwww
[9431.054] 和泉ぴけ: まだ大丈夫
[9432.678] しゃろっく: まだは怖いやつwwwwwwww
[9432.966] 08_01_: まだwwwwwww
[9433.472] honekara: まだ大丈夫w
[9433.757] tanuki_pan: あと少しで…
[9433.839] oyazigarisan: いずれ回復されなくなる
[9436.465] glass5278130: まだ面白いの段階
[9437.629] maqurari: まだ大丈夫wwww
[9438.409] mizusakura0326: まだwwwww
[9439.303] ぴあす: ぴあす subscribed at Tier 3. They've subscribed for 28 months! radaoHi
[9439.437] おつむぎぃ: いずれ消えるのかwwwwwwwwwwww
[9441.199] 愛の林檎: がんばえ
[9454.609] 愛の林檎: wwwwwwwww
[9456.130] (S)わらびもち_11: wwwwww
[9466.862] maqurari: wwwwwww
[9466.893] (S)壱代目: wwwww
[9467.092] サノウラ: ともさんファラうめ
[9468.186] (S)にわすずめ: wwwwwwwwwww
[9468.591] 愛の林檎: すっごい
[9471.078] (S)~MISSING_COMMENTER_INFO~: wwwwww
[9471.498] ayunosioyaki0223: wwwwww
[9472.045] (S)mrgrtpsr: wwwwwwwwwwww
[9473.227] いとりお: wwwwwwwwwwwwww
[9474.962] (S)レロキャン: wwwwwww
[9477.158] (S)mrgrtpsr: コロコロしよるwww
[9477.357] mizusakura0326: wwwwwwwwwww
[9477.543] (S)めしゅ麻呂: wwwww
[9477.779] (S)にわすずめ: あるあるwwwwwww
[9478.144] (S)ウツル: あるよ～ｗｗｗ
[9482.377] 5mugenn: KD0.2
[9484.785] おつむぎぃ: ファラがみのともだねぇ
[9484.928] higiomi: ゾムさんの音下げられん？
[9489.801] (S)めしゅ麻呂: あるあるよー
[9491.608] goshi_kuma: あるよーw
[9494.077] チキンちきん: わこらだ
[9502.097] 奈ピ: 早めの失礼！頑張れ！！！！！！
[9512.023] (S)にわすずめ: wwwwwwwwwwww
[9513.139] maqurari: wwwwww
[9516.077] goshi_kuma: wwwww
[9516.433] 愛の林檎: wwwwwwwww
[9517.039] (S)レロキャン: wwwwwwww
[9518.363] おつむぎぃ: wwww
[9519.817] 有酸_: wwwwww
[9519.964] (S)めしゅ麻呂: @r_nana___ お疲れ！
[9520.061] (S)~MISSING_COMMENTER_INFO~: wwwwww
[9520.744] ご機嫌なシャチ: wwww
[9521.906] はるのてゃん: wwwww
[9522.353] ayunosioyaki0223: www
[9522.891] えこぉ: wwww
[9527.546] (S)壱代目: wwwww
[9537.490] サノウラ: ワンピック取れんのお前だけだぞ
[9537.649] おつむぎぃ: 満を持して登場ww
[9538.430] 紺コフ: ヤバいやんｗ
[9539.135] まチャチャ: リーパーきちゃ
[9554.964] r_miku28: わこらだ
[9559.184] somal4678: radaoMidori
[9559.945] おつむぎぃ: いたすんぎ
[9560.873] (S)めしゅ麻呂: いてぇぜ〜
[9560.951] えこぉ: あああ
[9561.956] 愛の林檎: がんばえ〜
[9565.205] glass5278130: 祝4桁！
[9569.169] (S)めしゅ麻呂: キッツイなぁ…
[9572.007] そふぃ3: やばいなぁ
[9575.177] waon_point: ファラきついけど正面火力も足りてないなｗｗｗｗ
[9582.923] 狂人おかき: wwwww
[9586.349] maqurari: wwwww
[9586.365] (S)sora_mameee: wwwwww
[9586.483] ゆうれいさん: w
[9587.925] 紺コフ: あー、こりゃ結構きついな
[9588.615] yuriira: ｄｍｇたりないｗｗ
[9590.190] (S)壱代目: wwwwwwww
[9591.129] (S)にわすずめ: wwwwwwwwwwww
[9593.383] mo_coa: wwwwwwwww
[9593.744] チキンちきん: www
[9593.760] nakihai556: wwwwwwwww
[9594.263] ayunosioyaki0223: radaoBigcry
[9595.661] はるのてゃん: wwwwwww
[9596.330] まチャチャ: www
[9596.372] (S)わらびもち_11: wwwwwww
[9596.584] hima_norita: wwwwww
[9596.911] (S)sora_mameee: wwwwwww
[9597.264] そふぃ3: wwwwwwwwwwwwwww
[9597.469] 愛の林檎: wwwwwwwww
[9597.535] (S)mrgrtpsr: radaoG
[9597.724] roikn: wwwwww
[9598.261] 模倣的な生徒: wwwwwwwwwwwwwww
[9598.273] おつむぎぃ: きっついw
[9598.692] (S)koharapi: wwwwwww
[9598.908] ichinomyo_taro: wwww
[9599.035] nasimaru18: www
[9599.190] 甘酒大好き: これはひどいｗｗｗ
[9599.417] mizuumi_3: ｗｗｗｗｗ
[9599.669] (S)にわすずめ: 桁がwwwwwwwwwwww
[9599.765] ayunosioyaki0223: wwwwww
[9599.978] chitose0917: radaoCry1
[9600.022] mizusakura0326: wwwwwwwww
[9600.812] hiraharuu: radaoBigcry
[9600.894] meyfu_: wwwww
[9601.223] (S)壱代目: radaoG
[9601.231] nekomrnn930: wwwwww
[9601.512] maqurari: wwwwwwwwwww
[9601.592] crow_0226: wwww
[9602.030] lotusssssssssssss: よしおくんdps禁止だこりゃ
[9602.337] dafukani_z: wwwwww
[9602.587] tanuki_pan: radaoG
[9602.865] はるのてゃん: radaoG
[9603.557] (S)セレちゃ: radaoG
[9603.676] __あお: wwwwwwww
[9603.837] すかあ: wwww
[9603.888] omochi_uma_uma: GG
[9604.356] crowsuke96: もっかいｗ
[9604.387] (S)まいえもん: ｗｗｗｗ
[9604.502] melonmelo_: wwwwwwwww
[9604.690] mizuumi_3: まだあったまってないだけだから
[9606.100] 和泉ぴけ: よしおまじでw
[9606.406] anzuuu_23: wwwwwwwwwww
[9606.463] そふぃ3: 明らかな人がwwwww
[9606.777] 白クマ: radaoG
[9606.980] goshi_kuma: wwwwww
[9607.073] えりさ_: radaoG
[9607.178] すかあ: GG
[9607.204] 愛の林檎: 何かがおかしいな？wwwwwwwww
[9607.344] roikn: gg
[9607.570] (S)koharapi: radaoG
[9607.673] border_listener: wwwwwww
[9607.689] yuuuu_2525: wwwww
[9608.719] nashu_noike: wwww
[9609.249] てとてと: radaoG
[9610.591] hiraharuu: radaoG
[9611.421] natubatch: ヒーラーと一緒wwww
[9612.194] anzuuu_23: やばすぎwww
[9613.874] (S)あのまの: ヒーラーとほぼ同じだww
[9615.997] (S)にわすずめ: ぐろいまじ
[9617.429] 愛の林檎: ここえぐい
[9617.972] 有酸_: これやばいwww
[9618.082] 紺コフ: だめだめwwwww
[9619.125] まチャチャ: ともさんえっぐ
[9619.836] おつむぎぃ: ノアさんそろそろキレる？wwwwwww
[9622.205] himikokichi_06: あ
[9622.438] hoshizukiyo3227: ノアゾムがいて尚
[9622.694] urban21053: うまっ
[9624.776] yuchoooon: これえぐう
[9625.366] (S)sora_mameee: あ
[9625.749] maqurari: あ
[9626.563] ayunosioyaki0223: wwwwwwwwwwwww
[9626.661] hima_norita: あ
[9626.742] (S)sora_mameee: ｗｗｗｗｗｗｗｗ
[9626.796] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[9626.854] まチャチャ: www
[9626.975] (S)めしゅ麻呂: キャスディそんなにうまいならアッシュ使いなよ、ぽまえ
[9627.691] natuno_o_o: あ
[9627.891] (S)mrgrtpsr: wwwwwwwwwwww
[9628.094] tora25_22: wwwwww
[9628.427] そふぃ3: あっ
[9628.770] mizusakura0326: あ
[9629.479] __あお: あ
[9629.650] (S)yamamurame: あ
[9629.756] はるのてゃん: あ
[9629.905] (S)peng1130: www
[9630.143] (S)にわすずめ: やめたげてよぉ！
[9630.658] (S)mrgrtpsr: あ
[9631.334] meyfu_: wwwww
[9632.479] そふぃ3: つっらwwwwwwwwww
[9632.939] (S)peng1130: あ
[9633.316] (S)壱代目: あ
[9633.496] nekomrnn930: あ
[9634.157] rototokonbu: あ
[9635.288] (S)めしゅ麻呂: wwwwww
[9635.883] ゆうれいさん: あ
[9636.512] dafukani_z: あ
[9636.522] goshi_kuma: あ
[9636.626] nonsugar017: あ
[9636.676] (S)sora_mameee: やめたげてｗｗｗｗ
[9638.270] 愛の林檎: グサグサwwwwwwwww
[9638.328] (S)めしゅ麻呂: あ
[9638.939] (S)koharapi: あ
[9639.123] 和泉ぴけ: とぶぞ
[9639.370] (S)~MISSING_COMMENTER_INFO~: wwwwww
[9639.992] border_listener: うつ虐
[9640.159] mizuumi_3: 快適な空の旅ｗｗｗ
[9640.619] ゆうれいさん: wwwwWww
[9640.928] (S)mrgrtpsr: 言っちまったか
[9641.666] そふぃ3: 空飛ぶほど嬉しかったのかwwwww
[9644.201] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[9647.080] 紺コフ: ともさんやばすぎ
[9648.148] おつむぎぃ: やめたげなよぉ！！！www
[9648.918] goshi_kuma: そうわよ！
[9650.712] maqurari: そうわよ
[9653.255] (S)めしゅ麻呂: やってやほうじゃねぇか、この野郎！
[9654.630] 愛の林檎: wwwwwwwwwwwwwwwww
[9654.647] (S)ポペ: wwwww
[9655.943] border_listener: そうわよ
[9657.351] 神崎立夏: wwwwwwwww
[9657.946] (S)sora_mameee: よしおラインｗｗｗ
[9658.601] (S)にわすずめ: 飛行機？
[9660.339] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[9660.907] まチャチャ: 超えようとすなw
[9661.294] __あお: wwwww
[9662.113] (S)ポペ: よしおラインｗｗｗｗｗ
[9662.349] maqurari: よしおラインwwwwww
[9664.596] (S)mueokun: ともさん落とすのにアナ欲しいね
[9666.848] 愛の林檎: よしおラインwwwww
[9667.541] 狂人おかき: よしおラインwww
[9667.765] サノウラ: ジャンクラとか良さそうだけどなw
[9668.984] そふぃ3: よしおラインwwwww
[9670.785] hima_norita: wwwwwww
[9671.052] はるのてゃん: よしおらいんwww
[9671.497] (S)あのまの: アッシュきちゃ
[9672.662] ayunosioyaki0223: よしおらいんw
[9674.550] 狂人おかき: 最低ラインみたいなww
[9674.788] (S)にわすずめ: wwwwwwwww
[9677.806] 愛の林檎: wwwwwwwwwwwwwwwww
[9679.372] まチャチャ: www
[9685.907] mizuumi_3: よしお軸構成
[9687.234] おつむぎぃ: どうしようもないのか…（絶望）
[9689.784] (S)にわすずめ: お
[9689.918] yuriira: お
[9689.957] maqurari: お
[9690.028] waon_point: ここかぁ
[9690.320] mo_coa: お
[9690.856] sikigasa: sikigasa subscribed with Prime. They've subscribed for 13 months! 
[9691.011] (S)yamamurame: お
[9691.347] __あお: お
[9692.570] hima_norita: お
[9693.454] (S)壱代目: お
[9693.492] 大福饅頭: お
[9693.846] 愛の林檎: お
[9694.069] melonmelo_: お
[9694.238] (S)まいえもん: おww
[9694.500] はるのてゃん: お
[9694.536] (S)mrgrtpsr: お
[9694.723] サノウラ: お！
[9695.206] (S)koharapi: お
[9695.433] 5mugenn: お
[9695.868] そふぃ3: お
[9696.632] (S)にわすずめ: wwwwwwwwwwww
[9697.114] honekara: お
[9697.403] まチャチャ: ここでwwww
[9698.828] nakihai556: え
[9699.109] __あお: え
[9699.697] kumi421933: お
[9700.015] yuriira: そんなにｗｗ
[9700.147] mizuumi_3: ｗｗｗ
[9700.188] 愛の林檎: wwwwwwwww
[9701.290] (S)yamamurame: え
[9701.315] まチャチャ: え
[9702.201] (S)にわすずめ: クソ下げるwwwwwwwwww
[9702.562] はるのてゃん: え
[9702.809] 5mugenn: え？
[9702.905] 愛の林檎: えwwwwwwwwwwwwwwwww
[9703.010] chitose0917: え
[9703.499] (S)サモにゃん: wwww
[9703.741] nekomrnn930: え
[9704.239] tora25_22: え
[9704.253] そふぃ3: え？？？？？？
[9704.735] ayunosioyaki0223: えwww
[9704.850] mo_coa: めっちゃさげるやん
[9705.213] maqurari: 馬鹿にしてんじゃんwwww
[9705.913] natubatch: え
[9706.083] miyamiya138: wwww
[9706.238] (S)壱代目: え
[9706.331] nekomrnn930: そんなにw
[9707.417] rototokonbu: え
[9707.595] dafukani_z: wwwww
[9707.632] らみせ_0626: えwww
[9707.796] おつむぎぃ: えぇ？？？
[9710.536] サノウラ: 元がなww
[9711.389] cyarasu: 超ハイセンシ引退！？
[9712.942] (S)あっすー_: 半分！？
[9716.884] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[9717.633] mo_coa: 対面最強になる？www
[9720.912] 愛の林檎: wwwwwwwww
[9740.519] サノウラ: 半分でもクソハイセンシじゃない？w
[9743.451] 紺コフ: 大先生本気出す？www
[9760.897] おつむぎぃ: 大先生覚醒する？w
[9763.717] (S)或日: 800dpi なら12でも全然ハイセンシやな
[9771.651] (S)にわすずめ: wwwwwwwwwwww
[9772.256] (S)awayuri: wwwwwwww
[9773.018] (S)sora_mameee: ｗｗｗｗｗｗｗ
[9773.215] まチャチャ: www
[9774.011] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[9774.951] ぁきぃ: え？
[9775.464] (S)にわすずめ: radaoH
[9775.898] (S)壱代目: wwwwww
[9776.317] maqurari: えwwwwwwww
[9776.482] __あお: wwwww
[9777.220] mo_coa: あぁぁん
[9777.364] ayunosioyaki0223: wwwwwwwwwwwwwww
[9777.442] goshi_kuma: wwww
[9777.501] melonmelo_: wwww
[9777.607] (S)Ruria00: えっっっっど
[9777.631] はるのてゃん: wwww
[9778.903] まチャチャ: えっっっ
[9778.989] 有酸_: wwwwww
[9779.036] urban21053: どうした？
[9779.148] remiiiii_28: wwwww
[9779.456] nekomrnn930: え
[9779.547] ご機嫌なシャチ: えっど
[9779.697] おつむぎぃ: どしたどしたwwwwwwww
[9779.959] 愛の林檎: 喘がないでwwwwwwwww
[9780.452] (S)レロキャン: wwwwwww
[9780.454] meyfu_: wwwww
[9780.499] kohq_Loco: どしたw
[9780.536] mizuumi_3: きたないｗｗｗ
[9780.685] ぁきぃ: うつせん？
[9780.786] border_listener: ！？
[9782.873] cyarasu: wwwwww
[9784.778] toubun__: えっwwwwwww
[9785.027] _こなた_: radaoH
[9785.475] rototokonbu: えっっっっど
[9787.454] (S)レロキャン: radaoH
[9788.118] タクトン: www
[9788.784] natubatch: ん？？？？
[9788.882] goshi_kuma: えっつつっど
[9792.916] tayam59: えっど
[9793.044] なめらか: 火事なるwwww
[9793.535] 愛の林檎: ないす
[9794.777] ぁきぃ: やっちまえー
[9806.282] waon_point: 遊戯王
[9806.371] (S)如月もか: wwww
[9807.548] hima_norita: www
[9808.666] しおぽんず: wwww
[9808.888] waraashi: カイトにいさん！！
[9811.133] まチャチャ: wwwww
[9811.836] __あお: wwwwwwww
[9812.091] (S)にわすずめ: wwwwwwwwwwww
[9812.855] 愛の林檎: wwwwwwwwwwwwwwwww
[9814.777] (S)壱代目: wwwwww
[9815.760] (S)まいえもん: wwwww
[9816.384] ぁきぃ: wwww
[9817.229] meyfu_: wwwww
[9817.814] ギンナン: ww
[9817.980] youma0517: ハルトォ！
[9820.020] goshi_kuma: wwwww
[9820.056] emu__0122: www
[9820.062] dafukani_z: wwwww
[9820.711] nekomrnn930: wwwwwwwww
[9820.826] mizuumi_3: 定期アナウンスやめてｗｗｗ
[9823.144] (S)あっすー_: wwww
[9833.160] tayam59: 急に叫ぶ兄さんは嫌いだ...
[9834.417] まチャチャ: www
[9834.803] (S)にわすずめ: wwwwwwwwww
[9838.059] まチャチャ: とことこやめてw
[9838.579] 愛の林檎: wwwwwwwwwwwwwwwwww
[9839.596] hima_norita: wwwwwww
[9839.853] __あお: wwwwwww
[9840.403] (S)ポペ: とことこよしお
[9840.647] ﾅﾏﾁｬ: wwwwww
[9841.935] cha_ti: 寝るから落ちるわおやすみー
[9842.256] melonmelo_: wwww
[9842.768] くりおね90: 笑わせないで
[9846.342] 愛の林檎: 自分で言わんでwwwww
[9849.564] (S)Ruria00: よしおwwww
[9852.878] おつむぎぃ: とっとこよし太郎
[9860.422] (S)冷ユレ: とこおよしよしで草
[9860.539] 紺コフ: とことこw
[9889.674] sadayuki0113: 鬱先ガンバー
[9897.327] 愛の林檎: ナイス引き
[9899.903] mo_coa: よく下がったね
[9900.474] おつむぎぃ: 頑張って
[9901.589] dor1nku: ゲーム音小さくね?
[9911.843] (S)にわすずめ: wwwwwwwwww
[9912.359] (S)oreo_oic101: www
[9912.391] 神崎立夏: がんばえー
[9915.951] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[9916.504] まチャチャ: www
[9916.757] (S)Ruria00: wwwwwww
[9918.728] hima_norita: wwwwwwwwwwww
[9919.948] maqurari: wwwwwww
[9921.369] dafukani_z: wwwww
[9921.961] __あお: wwwwwwwwww
[9922.739] (S)にわすずめ: 4よしおwwwwwwwwwwww
[9922.864] (S)まいえもん: wwwwwwww
[9923.045] (S)壱代目: wwwwwww
[9923.697] ichinomyo_taro: 4よしおwwww
[9924.208] 有酸_: wwwwwwwww
[9924.544] はるのてゃん: wwwwwww
[9925.279] おつむぎぃ: ギャグマンガよしお
[9925.545] (S)awayuri: 単位wwww
[9925.776] border_listener: wwwww
[9925.835] meyfu_: www
[9925.865] mizuumi_3: 単位になっちゃった
[9925.976] hima_norita: 4よしおwww
[9926.017] milk__lemon: wwwwww
[9926.272] 愛の林檎: 4よしおwwwwwwwwwwwwwwwww
[9926.848] himikokichi_06: 4よしお！？
[9926.867] (S)ポペ: ｗｗｗｗ
[9926.959] (S)ウツル: ｗｗｗｗ
[9927.075] リィりぃ: よしお
[9927.661] eichan_2470: www
[9927.704] mo_coa: ４よしおwwwwww
[9927.883] まチャチャ: 4よしおwwwwwww
[9928.094] urban21053: 4よしお
[9928.323] cha_o_cha: wwwwwww
[9928.364] (S)peng1130: wwwwww
[9928.454] (S)わらびもち_11: wwwwww
[9928.505] えりさ_: wwwwwwwwwwwwwww
[9928.588] torizuki_desu: 4よしおww
[9928.937] 神崎立夏: wwwwwwwww
[9929.075] skkmrsaki: wwww
[9929.098] melonmelo_: wwwwwwwww
[9929.247] (S)レロキャン: wwwww
[9929.489] えんそ: wwwwwww
[9929.643] kohq_Loco: 単位wwwww
[9929.650] ポポ丸: wwwwwwwwwww
[9929.728] __あお: wwwwwwww
[9930.649] (S)oreo_oic101: wwwwww
[9931.057] なめらか: 船降りろwwwwwwwwwww
[9931.548] (S)ウツル: 4よしおｗｗｗｗ
[9931.747] ゆゆま_: 4よしおwww
[9932.775] まチャチャ: 船降りろwwww
[9933.592] (S)sora_mameee: ｗｗｗｗｗｗ
[9933.612] ayunosioyaki0223: wwwwwwwwwwww
[9933.762] (S)はくまい_45: 4よしお
[9934.517] (S)Ruria00: ４よしおw
[9935.206] rototokonbu: wwwwww2
[9935.287] 愛の林檎: wwwwwwwwwwwwwwwww
[9937.072] 大福饅頭: wwwww
[9937.350] (S)koharapi: wwwwwwwwww
[9937.559] おつむぎぃ: 船降りろwwwww
[9937.802] (S)セレちゃ: www
[9938.134] tora25_22: 4よしおwwww
[9938.746] cha_o_cha: よしおくん頑張ってー
[9939.012] くりおね90: よしお単位おもろいな
[9939.125] 愛の林檎: ないす
[9939.212] (S)レロキャン: 4よしおwwww
[9939.353] りょう_0224: 船降りろwwww
[9943.537] rototokonbu: 船降りろwwww
[9943.714] 紺コフ: ４よしおｗ
[9944.476] 狂人おかき: パワーワードすぎる
[9944.723] dafukani_z: 4よしおwwww
[9950.349] えんそ: うま
[9952.223] hazuki_midori025: radaoHi
[9952.372] (S)にわすずめ: あっちゃん！
[9953.843] おつむぎぃ: あっちゃん？
[9953.875] yuriira: wwww
[9955.599] リィりぃ: あっやぢん
[9955.877] border_listener: だれ
[9956.509] mo_coa: 誰よその女！！
[9958.150] (S)壱代目: wwwwwwwww
[9958.533] まチャチャ: あっちゃんいっぱい
[9962.283] えりさ_: wwwwww
[9963.219] まチャチャ: みってるー？
[9965.121] おつむぎぃ: みってる〜？
[9965.378] リィりぃ: みってるぅ〜？
[9967.130] (S)~MISSING_COMMENTER_INFO~: みってるー？
[9968.562] rototokonbu: みってる〜？
[9969.975] (S)レロキャン: みってる〜？
[9970.446] 斗栖: みってるぅー？
[9970.622] えんそ: みってる〜？
[9970.677] (S)Ruria00: みってる〜？
[9971.712] (S)~MISSING_COMMENTER_INFO~: w
[9974.051] yuriira: 5よしおｗｗ
[9979.825] hassy1031: みってる〜？
[9985.138] 愛の林檎: wwwwwwwww
[9985.712] ハルマ: よしおおおおおおおおおおお
[9987.323] __あお: wwwww
[9987.862] (S)にわすずめ: よしおwwwwwwwwwwww
[9987.994] maqurari: wwwwwwww
[9988.225] ayunosioyaki0223: wwwwwwwwwwwwwww
[9988.228] 斗栖: wwwwwwww
[9988.311] mo_coa: wwwwwwwww
[9988.359] まチャチャ: www
[9989.836] はるのてゃん: wwww
[9990.070] dafukani_z: wwwwww
[9990.518] rya_ya: よしお～！ww
[9991.632] hima_norita: wwwwwww
[9995.961] rin5_3: 5よしおだ
[9999.817] まチャチャ: ずっとおもろいな鬱くん
[10014.492] おつむぎぃ: きてますきてます
[10048.563] おつむぎぃ: 前から来るぞー！！気をつけろー！！
[10049.465] (S)にわすずめ: wwwwwwwww
[10050.151] 愛の林檎: ないす
[10051.192] まチャチャ: wwww
[10053.196] 愛の林檎: wwwwwwwwwwwwwwwww
[10053.504] hima_norita: www
[10071.016] まチャチャ: きっつ
[10078.361] 愛の林檎: ないす耐え
[10081.316] 甘酒大好き: おｃ
[10081.554] yuriira: きっつ
[10084.650] tora25_22: おｃ
[10084.666] nonsugar017: くー
[10085.972] (S)にわすずめ: きちぃ
[10087.144] (S)peng1130: ああああああ
[10087.395] おつむぎぃ: きっついね
[10087.734] (S)壱代目: wwww
[10087.798] maqurari: wwwwww
[10087.903] 愛の林檎: おc
[10087.968] mo_coa: あーwww
[10089.469] ayunosioyaki0223: radaoBigcry
[10090.234] __あお: www
[10090.680] urban21053: アイクさんつえー
[10091.232] 5mugenn: 2000
[10091.475] (S)めしゅ麻呂: いやぁ、nt!
[10091.762] miyu614: アイクさん強すぎ
[10093.466] ichinomyo_taro: あー
[10096.537] 愛の林檎: wwwwwwwwwwwwwwwww
[10097.497] yuriira: ノアさんに負けてるｗｗｗｗｗｗ
[10097.563] hima_norita: あいたたた
[10097.898] (S)にわすずめ: wwwwwwww
