[18.565] ゆかりんりん: わこらだ！！！
[4105.292] prpr_friedrice2: 時間帯がね
[4105.874] (S)あおちゃんぬ: keeet_p subscribed at Tier 1. They've subscribed for 4 months! 
[4106.715] ずんな: みんなヴァロみたんだよ多分
[4107.806] kingking_127: 味方もかw
[4108.060] bith1618: なにわろ
[4108.576] (S)dopepe_0316: "は"
[4108.647] (S)Setiara: radaoEhehe
[4108.923] (S)peroki0531: 確かに味方は強いな
[4109.129] tayam59: 大友康平さん！？
[4109.161] (S)初菓: へへ
[4109.423] wtgshi_kasi: いうてさっきの試合ダメ1番上だったし今日いい日だね
[4110.072] (S)よっしぃ37: 味方も敵も強いね
[4110.235] 贄ﾁｬﾝ: 新しい効果音出たな
[4110.981] mizuno0624: へへ穀
[4112.304] otux2_0205: へへ穀
[4112.603] rqiny94xyz: 調子乗ると死ぬぞ
[4112.723] world_kohaku: へへ穀
[4113.363] ポメ太: かわいーん
[4113.390] rei_0610: へへ榖
[4114.200] すしまる: 褒めてるのか、、、？
[4114.221] sunomono8: へへ穀
[4114.729] komeokun85: ゆーて今日"は"らだおも強いぞ
[4114.981] (S)雪代: へへ穀
[4115.717] ゆうがり: ちょろ
[4116.686] (S)なーぽん: ふん
[4116.833] (S)Ichigo_Strawberry15: へへ穀
[4117.133] asaborake0408: へへ穀。
[4117.346] (S)ゆう77: へへ穀
[4117.368] ゆち888: えへ穀
[4117.382] nattu__: へへ榖
[4117.592] 五色椿: へへ穀
[4118.423] (S)panndaman1: へへ穀
[4118.694] KinakoMochi_06: へへ穀
[4119.524] PEI_OwO_: へへ
[4119.921] itoido: 恥ずかしげに照れるな
[4120.136] スカイウリ: へへ穀
[4120.679] kohq_Loco: へへ穀
[4121.476] asaborake0408: お世辞だぞ
[4121.701] nobume0v0: へへ穀
[4122.106] gaiantufan: へへ穀
[4122.564] mittsu58: お前何回死んだ？
[4123.027] さうす211: は？
[4123.230] karage210: このゲーム協力プレイだから
[4123.450] ゆーしき: へへ穀
[4124.893] honehone_2: うざいのは変わらないね
[4125.048] mikomikoto0: 今日は
[4125.130] ta_tago: へへ
[4126.444] komeokun85: へへ穀
[4127.329] 肘丸: 皮肉だぞ
[4128.366] (S)ゆう77: お前案外ちょろいよな
[4128.589] (S)なーぽん: 今のはお世辞
[4129.122] maritoshp0202: 深夜帯のほうが強い説ｗ
[4129.634] mikan_san: 照れ方のレパートリー増やせ
[4129.685] kingking_127: 最強＝らっでぃ
[4129.824] (S)dopepe_0316: かわいいねぇ
[4130.207] おひまー: へへ殻
[4131.093] raisiro: 褒めると調子乗るぞ
[4131.966] (S)まここま: 日曜のこの時間帯ってのもあるのかな
[4133.586] えびぃん: なんでじゃあちゃんぽんしてないの？
[4134.910] puriiiiiiin424: 今日の中身の人にはいくら払ってるの？
[4138.097] kingking_127: 照れとるん可愛い
[4140.959] rokomoko0415: VALORANTバフ
[4141.592] 五色椿: ないすますてぃふ
[4141.842] 金髪キンキンパツパツ: へへ穀
[4146.455] (S)dokokara_dokomade: おー
[4148.156] dhango0430: 引き寄せますティフ
[4148.708] koukoukoy: へへ穀
[4150.025] shinon218: 個人的にピーキー一番弱い気がする
[4152.502] (S)ameringoame: ますてぃふ
[4156.817] ゆ一し: もちろんらっだぁキルリーダー狙うんだろ？
[4158.684] radodo26: はは
[4159.837] gohan_h: 激おもろギャグ
[4163.735] 金髪キンキンパツパツ: まぁEVAしか勝たんけどな
[4167.479] えびぃん: めっちゃあついわ
[4170.436] (S)peroki0531: やだって言う割にはEVAあっても取らんていうね
[4172.233] (S)初菓: 渡る世間は敵ばかり
[4177.682] (S)Ichigo_Strawberry15: ないすー
[4180.787] (S)Setiara: 熱すぎるからギャグで冷ましてくれて助かる
[4183.979] (S)himikokichi_06: ないす
[4184.142] さうす211: らだおのお気に入りどんな武器だっけ
[4185.066] karage210: ないす
[4185.877] kingking_127: がんばれ
[4186.592] (S)ameringoame: ないす
[4188.187] PEI_OwO_: ないす
[4189.348] mizuno0624: EVAしか勝たん
[4193.252] nobume0v0: ないす
[4194.060] (S)Setiara: うっま
[4198.273] tiger_bay: すげぇいまのよくよけられたなー
[4199.368] housousi: ないす
[4200.203] (S)をぺ: ないすぅ
[4200.252] (S)an_do121: ないすう
[4200.476] (S)Ichigo_Strawberry15: wwwww
[4200.853] mikan_san: コビー！？
[4201.346] あらんえむかーびぃ: コビーさん？！
[4201.850] rqiny94xyz: ロビン！？
[4201.877] (S)なーぽん: うまいねぇ
[4203.427] kingking_127: ないす
[4203.626] (S)御膳: 綺麗に
[4205.649] 贄ﾁｬﾝ: うまい！！
[4205.834] (S)ameringoame: ないすう
[4206.470] musashipopo: ほんとにうまい
[4206.805] hiyamugi_2na: いのちがもったいだい
[4207.396] (S)りょうきち: 濁点が足りないから海兵じゃないね
[4208.744] (S)kurohei6: 赤犬側だろ
[4210.268] n0murak0uhe1: うまい
[4211.436] (S)emitsubo723: ないすー
[4211.693] yuimo_1823: バカみたいじゃ無いですか！
[4211.706] prpr_friedrice2: コビー？
[4214.372] kingking_127: コビー先輩
[4215.216] 魔神モマン: ほなやめましょっか
[4217.349] n0murak0uhe1: か～！
[4217.528] ずんな: 今日ってダブハン獲る配信だよね？
[4219.543] komeokun85: もったいだいだぞ
[4225.473] ks203509: やめましょーよ
[4225.594] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[4228.342] 金髪キンキンパツパツ: コビーさん！？
[4230.378] who_tawn: さっきから音声認識
[4233.456] tiger_bay: えヴぁ8せんくていい？
[4234.641] mizuno0624: EVAあった...
[4235.831] kazutaka1177: じゃんぐすぅ！腕がぁ！
[4236.377] (S)dia11313: コピーですか？
[4237.607] musashipopo: らっだぁが、馬鹿みたいじゃないですか！
[4238.734] (S)なーぽん: めっさあるな
[4242.053] (S)Ichigo_Strawberry15: マスティフに乗り換えた？
[4242.841] (S)初菓: マスティで行くのか
[4247.843] しゃあろっく: 今日はマスティフの日
[4248.467] itoido: たま少なくない？
[4252.013] kingking_127: 赤髪さんくる伏線か？
[4252.573] sora602: それいいながら殺してたらただのサイコパス
[4255.296] 金髪キンキンパツパツ: コビーパイセンちっす
[4261.537] KAKKO_7120: 後輩ムーブ
[4261.828] (S)Ichigo_Strawberry15: らだおSG浮気しがち
[4261.949] (S)Setiara: 最強？
[4262.889] hiyamugi_2na: らだおゲーム中口呼吸なんだね
[4263.349] tiger_bay: マスティフを信じますティフ
[4270.789] さうす211: 301好きだねぇ
[4270.946] koshiankoOUO: 浮気
[4271.682] (S)りょうきち: いつもマスティフ強いけどね
[4274.200] hituzineco: 大会見た後めちゃくちゃゲームのモチベ上がるよね
[4274.863] dor1nku: 珍しく部隊数少ないな
[4275.359] prpr_friedrice2: ウルトが、湧きました
[4276.919] ogi_3: いいけどね
[4279.071] mizuno0624: きょうはマスティフの日か
[4282.673] otux2_0205: えばだったらなーって言う
[4285.122] dhango0430: えばでCRカスタム3たてしたことを忘れるな
[4285.433] sakutaro_xyz: エヴァーとマスティフにする？
[4285.767] kingking_127: らっでぃの配信楽しい
[4287.395] imoken_46: お前が使えばなんでも強いよって言うお世辞言っとくね
[4287.816] PEI_OwO_: 使いたい武器使いなw
[4288.327] n0murak0uhe1: びくびく？
[4288.588] (S)こうか: いいね
[4289.565] 金髪キンキンパツパツ: さっき粕ダメしか出てなかったけどな
[4290.330] (S)なーぽん: マスティフくんもにっこり
[4290.369] (S)Ichigo_Strawberry15: いいね
[4290.534] 贄ﾁｬﾝ: 今日まじでマスティフうまい
[4291.765] (S)りょうきち: 誰に報告してんだよｗ
[4292.184] wtgshi_kasi: 盛れるねぇ〜
[4292.453] rqiny94xyz: プラス66じゃん
[4293.317] (S)an_do121: つよいーん
[4293.764] KAKKO_7120: 調子ええなぁ
[4294.283] radodo26: 寝ないの？
[4294.604] nanano_wrwrdoshi: 誰だお前は
[4295.459] ryuso1012: 誰だよ
[4295.706] いのりさん: でもよぉシャンクスぅ
[4296.124] koukoukoy: 仲いいかよ
[4297.385] (S)himikokichi_06: プラスいいねー
[4297.392] itoido: いいぞラフィ
[4297.617] koya_cha: わこらだ
[4298.014] (S)Setiara: シャンクス、腕がぁ！！！
[4298.888] mikan_san: 俺らはシャンクスだった…！？
[4299.219] (S)ずみこ: だれだよ
[4301.783] (S)marucnor: ６欠けやん
[4301.997] (S)銀河ポテト: ぽまえは誰だ
[4302.262] nobume0v0: いいね〜
[4303.056] mokkun_fesiro: ハイドが3なんかなこの場合
[4303.161] 魔神モマン: ｢よくやった｣って言いそう
[4303.382] komeokun85: でもよぉ
[4303.390] ta_tago: すごいよシャンクス
[4303.860] prpr_friedrice2: 足もぉ！
[4305.004] (S)dokokara_dokomade: がんばえー！
[4305.245] (S)drem_chan: シャンクス
[4305.255] (S)ドコサヘキサエン: すごいわねシャンクス
[4307.950] PEI_OwO_: これ伏線？
[4308.078] r1ooooooo: 次回EVAしか勝たん
[4308.697] 贄ﾁｬﾝ: やるわねあんた
[4309.197] (S)初菓: シャンクス「そんなこと言われても…」
[4309.423] dangodaze: わこらだ、遅れてごめんよ
[4309.713] さうす211: すごいぞルフィ
[4311.722] tiger_bay: 矢の音聞くと過呼吸気味になるわ
[4314.491] (S)なーぽん: ボセックもいる
[4315.123] sakiritu: らっだぁ物資よりもコメントの方が丁寧に見てるよね
[4319.800] (S)Setiara: らっだぁ…！！腕がぁ…！！！
[4320.152] shinon218: そこ車下通るからきおつけてな
[4320.156] run_no11: ダイヤ行けるか？
[4323.156] prpr_friedrice2: がしょーん
[4326.639] sakutaro_xyz: ピン差したれよｗｗｗ
[4329.772] kingking_127: がーひょーーーん
[4331.123] musashipopo: らっだぁのEvaはぽき農二人も倒してるから使うとちゃんぽん食べちゃうもんね
[4332.097] (S)御膳: ガショーン
[4332.556] 魔神モマン: 魔人モマン subscribed with Prime. They've subscribed for 14 months, currently on a 9 month streak! シャンクス｢帽子はあげねぇよ｣
[4334.513] n0murak0uhe1: でも一位になれてないじゃん
[4336.215] sss8843: 初動落ちないの強いねー
[4354.841] mizuno0624: 欠けてるねぇ
[4359.498] (S)Ichigo_Strawberry15: めちゃ欠けとる
[4366.335] rqiny94xyz: いそー
[4367.185] 魔神モマン: 欠けすぎぃ
[4369.949] PEI_OwO_: かけてるね
[4371.198] rrr_rion__04: 今来たわこらだ
[4371.862] (S)matchamochi117: ヨシ！
[4375.560] 魔神モマン: いないいないおばけ
[4379.214] otux2_0205: ともっていたその時
[4380.627] kingking_127: お？
[4383.422] (S)Setiara: いないいないばー
[4385.185] さうす211: 今回でチャンピオン取ろうぜ
[4386.341] (S)星空くん: フラグですね分かります
[4387.997] prpr_friedrice2: おるやつ
[4393.832] kingking_127: おるやつやん！！
[4395.156] 贄ﾁｬﾝ: 死んだぜアイツ
[4395.759] KinakoMochi_06: 樽に気をつけろ
[4405.049] (S)ameringoame: 痛いねえ
[4405.074] 魔神モマン: あたれや
[4406.273] kingking_127: いたたすたすたす
[4407.069] PEI_OwO_: たすたす
[4410.960] (S)Setiara: フラグ…
[4413.497] mikomikoto0: 視野角５？？？
[4413.576] aruma_0313: aruma_0313 subscribed at Tier 1. They've subscribed for 12 months! 
[4416.194] musashipopo: 予想3×3の1×3だったりして
[4422.013] 10_isupoon: 今来た
[4425.985] (S)Setiara: フラグ建てるのが上手い
[4428.102] (S)初菓: キャリーだこりゃ
[4428.930] tiger_bay: ライフラとジブの相性いいねぇ
[4433.630] 10_isupoon: 遅い時間までやってますねぇ
[4434.121] toritomo2751: 金魚の糞
[4435.193] who_tawn: キャリおね？
[4438.453] (S)yude_tamago0111: これがキャリー？
[4443.407] いのりさん: うまい
[4446.912] kingking_127: いけるぞーー
[4449.280] (S)Setiara: うっま
[4451.461] (S)りょうきち: らっだぁのいたたす聞くと絶対関係ないけドドスコ思い出す
[4451.863] (S)ameringoame: ないすう
[4454.073] (S)dokokara_dokomade: いけるぞ
[4454.173] (S)harukiri_mga: harukiri_mga subscribed at Tier 1. They've subscribed for 9 months! 
[4457.628] さうす211: ヒモじゃん
[4461.900] musashipopo: 当てるねぇ
[4463.294] PEI_OwO_: がんばえー
[4463.831] 魔神モマン: 名推理さん！？
[4464.808] (S)Setiara: よく当たる…
[4465.916] (S)dokokara_dokomade: いいねぇ
[4474.120] sakutaro_xyz: RASくる？ｗ
[4477.990] (S)なーぽん: 可能性ある
[4479.620] 魔神モマン: ないすパク
[4481.593] who_tawn: ハイドだったね
[4481.944] (S)Ichigo_Strawberry15: ナイスキルパク
[4482.152] musashipopo: 全て理解した？
[4482.362] rqiny94xyz: キル泥
[4482.586] PEI_OwO_: ナイス判断
[4484.798] mizuno0624: 朴
[4484.999] mikomikoto0: ぱく
[4486.122] (S)himikokichi_06: ないす
[4490.160] kingking_127: かっけぇ…
[4490.164] foxy1003: ないす漁夫
[4490.206] nobume0v0: ないす
[4491.324] (S)ameringoame: ないす
[4491.434] (S)御膳: ないす
[4491.465] n0murak0uhe1: お前に付いていくやつは誰もいない     付いてきてほしいなら早くマスター行け
[4491.850] (S)Setiara: ないす
[4491.950] いのりさん: ライフラとジブがハモったの好き
[4492.088] 肘丸: おいしい
[4492.861] higur_e: ぱくぱく
[4492.988] (S)なーぽん: ぱくぱく
[4500.230] itumi434: ナイスキルぱく
[4504.952] mizuno0624: おｃ
[4505.867] lattecha__0523: わこらだ
[4506.094] higur_e: うまい！
[4506.547] 魔神モマン: 玉無し野郎はごめんだで
[4508.018] yuity_: うんま
[4509.015] (S)dokokara_dokomade: おお
[4510.132] (S)Setiara: すげー当たったおc
[4511.968] (S)dokokara_dokomade: うっま
[4513.248] (S)Ichigo_Strawberry15: ライトは消費が激しいよね
[4513.662] (S)himikokichi_06: おお
[4515.842] musashipopo: これマジで3×3の1×2じゃない？
[4516.637] lattecha__0523: うっっっま
[4517.502] (S)Ichigo_Strawberry15: うんま
[4518.741] rei_0610: うっま
[4518.964] ebiebleb1: おっし
[4519.569] gana_000: うんま
[4520.213] 五色椿: おお
[4520.605] (S)ameringoame: うっま
[4521.108] kingking_127: wow
[4522.650] (S)Setiara: 毎回おc
[4522.654] (S)dokokara_dokomade: うわぁめっちゃみり
[4522.842] r0_0Ru_ruru: うんま
[4524.990] (S)なーぽん: 激ローやん
[4526.220] meito678: つんま
[4530.610] rin_0505: カービン減るの早い
[4531.375] (S)銀河ポテト: 寝る前にチャンポン見せてくれ
[4532.158] (S)Setiara: 1人っぽい…
[4537.208] tiger_bay: 矢の音えぐい
[4537.609] (S)ameringoame: 仕留めたいねえ
[4538.125] nobume0v0: ハイドかな
[4540.411] (S)ameringoame: たぶん
[4544.535] PEI_OwO_: はいどだね
[4545.220] kingking_127: いけぇー！、
[4545.402] musashipopo: そこでやり切れればカワセ
[4560.766] n0murak0uhe1: いけー！
[4575.013] omomot: ほんとに今日当たるな
[4581.961] えまめ: うまい
[4582.735] (S)dokokara_dokomade: これ悩むねぇ
[4586.336] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[4587.825] 暁君: わこらだ
[4598.999] 魔神モマン: 下いる？
[4603.906] kingking_127: あてるよね〜
[4610.648] (S)Ichigo_Strawberry15: ウーバーイーツ
[4610.983] (S)dokokara_dokomade: おおお
[4611.881] wtgshi_kasi: 弾運んできてくれた
[4613.618] (S)初菓: 物資くん
[4614.724] (S)なーぽん: 位置的にきつそう
[4616.538] (S)himikokichi_06: おお
[4619.205] (S)kurohei6: ウーバーイーツじゃん
[4621.541] PEI_OwO_: ありがてえ
[4621.731] (S)ameringoame: おお
[4624.754] kingking_127: あったけぇ
[4627.903] nobume0v0: ありがてぇ
[4629.936] (S)negishio___: あったけぇ
[4630.637] (S)初菓: 密です
[4633.649] tayam59: 支援物資
[4637.636] yyuunnggg: 飛ばないw
[4639.944] (S)dokokara_dokomade: これはきつい
[4640.565] (S)himikokichi_06: あったけぇ
[4640.756] kingking_127: こわいこわい
[4640.778] (S)ameringoame: ばたばたしとるなあ
[4642.387] who_tawn: 位置取りきっつ
[4651.076] (S)ぱんだぁぁぁ: あ
[4653.625] (S)Setiara: あw
[4653.689] tayam59: シールドあったけえ
[4653.915] dogeeeeeen: あ
[4653.962] 五色椿: え
[4653.970] (S)Ichigo_Strawberry15: あ
[4654.174] あらんえむかーびぃ: ZAN
[4655.239] つなまる: あ
[4655.923] sunomono8: あ
[4656.014] (S)mattyarate113: あ
[4656.307] (S)れなぽんぽん: あつあつ
[4656.552] kingking_127: がんばれ！！！！
[4657.308] musashipopo: フルパ一個は確定
[4657.313] toki047: あ
[4657.626] yuimo_1823: www
[4657.720] kino_0812: www
[4659.879] mikan_san: よざん
[4660.518] (S)dokokara_dokomade: wwwwww
[4660.809] ayato_cyg: WutFace
[4661.840] (S)ramune_ko___: www
[4662.598] (S)himikokichi_06: あ
[4662.911] who_tawn: それはマズイてえ
[4663.462] nobume0v0: あ
[4664.479] (S)ameringoame: あっ
[4666.014] PEI_OwO_: いや上強いなぁ
[4666.350] musashipopo: トロール
[4666.862] (S)なーぽん: あ
[4666.928] kingking_127: あ
[4667.036] mettyam: 誰のジャンパなんですかね
[4668.780] (S)哀れな人の子: ざーん
[4668.858] gaiantufan: あ
[4668.956] (S)初菓: これはブロンズ
