[13.348] aki_0122: こんちわ
[23236.970] v_harumi_v: それぞれ何時からなんでしょ？
[23238.773] (S)akatoki_mk1: ビーストカップは日曜日？
[23238.885] (M)gameinntwitch: 日本語化はしたよ
[23240.140] (S)sumimaru2: コク体調は？
[23241.542] ラリメモ: ４０代こくじんさんいけんのかな？
[23242.451] bec118_japan: 入れたって言ってたよ
[23243.079] erisuk: 入れたい撃てたよ
[23243.080] 雅人さん: こく喉大丈夫かな？
[23244.078] abbbe6774: トパチャンの顔合わせないの？
[23245.413] (S)ponponguripon: リーサルカンパニー？
[23250.893] chin_56_: グッド
[23252.581] (S)日本語かな: ダービーw
[23252.999] (S)Opening_Runner: ぐっど
[23253.578] umetyaahan: good!
[23253.943] (M)gameinntwitch: なんなら、こくにも教えた
[23254.536] (S)sherufala: めんおじありがとう
[23254.558] teruharu_: さすがあ
[23256.353] gyu_nyuu_pann: さすが
[23257.149] androidand: ナイメン
[23259.346] suupu: めんおじありがとー
[23260.452] matsu_zalem: こくにも
[23263.070] umetyaahan: リーサルやるのかｗ
[23263.275] aranami0: こくの介護までｗ
[23263.604] homu0117: めんおじありがgood
[23268.209] v_harumi_v: メンおじさま、いつもありがとう
[23270.313] (S)yukikaze083: メンおじ様ありがとー
[23276.255] zyangara2: じじいの介護ならお手の物
[23276.814] syouyuireppa: 日本語にしたの？
[23276.860] katsuo73: うめちゃんのRCたのしみ
[23277.322] gyu_nyuu_pann: リーサルカンパニー楽しみすぎる
[23277.801] cheschid: lethal company? o:
[23278.594] mikaze0001: できる限りやりたくなかったリーサルカンパニー
[23281.199] (S)monpiipop: やるんだw
[23281.556] (S)simatarow: おじさま有り難う
[23283.982] (S)軽く捻るか: メンおじさまありがとうございます！
[23284.463] v_harumi_v: 事前に時間わかると嬉しい
[23285.316] ddb365: 40代はスカルなのかな？
[23287.478] tabibitox: 売れちまった男だしな
[23288.978] matsu_zalem: メンおじも手放し運転してたの
[23289.545] umetyaahan: 楽しみにしてる
[23290.458] kanatazx: 梅原さんなぜ部屋の位置替えをしたのでしょうか？
[23291.008] v_harumi_v: ４０代の方？
[23292.006] (S)a_isana: はーい
[23299.353] chin_56_: φ(｀д´)ﾒﾓﾒﾓ
[23301.467] aranami0: 20時楽しみだー
[23304.520] もきち555: スケジュールに入れとく
[23309.028] (M)gameinntwitch: 最新バージョンにmodが追いついてるかは分からんけど、まぁ最低限
[23311.066] syouyuireppa: そんなすぐ終わるゲームなのか？
[23315.429] gyu_nyuu_pann: Dにかかってそう
[23316.801] だいこん_: ほい
[23320.195] カブトシロ: はいはい。
[23329.492] daikun111: 梅チャン、オクトラ2やったことある？
[23338.333] bec118_japan: 事前に起動しといた方がいいんかな
[23338.832] (M)gameinntwitch: なんなら手放しでたちこぎしてた
[23341.764] daikun111: そう
[23347.622] Ceciltaisa: うむ
[23348.223] matsu_zalem: まじか！笑
[23349.382] (S)日本語かな: おもろいで
[23354.844] のぶとも: オクトラおもしろいよぉ
[23364.344] (S)monpiipop: 手放したちこぎってどうやってww
[23364.674] umetyaahan: あ
[23366.054] (S)sai927: ｗ
[23368.057] daikun111: ミンサガはやりまくってたよ
[23368.602] (S)monpiipop: 物理ww
[23369.099] sn0wf0x3: www
[23369.203] umetyaahan: うーーそ？
[23369.990] (S)Opening_Runner: 足した？
[23370.360] gyu_nyuu_pann: むrrrり
[23370.802] maya_g01: ｗｗｗ
[23370.873] (M)gameinntwitch: いやいやできるんよ
[23370.877] yut7xot8: ｗｗｗｗ
[23371.880] HirocoT: ｗ
[23372.720] shichimi10: やったな
[23372.871] (S)a_isana: wwwww
[23373.197] j_zima: www
[23373.364] chin_56_: m9（＾∀＾）ﾊｲｳｿｰ
[23373.453] adachikujin: まだそこ？
[23373.817] cielcloudy248: キュリーならいいよ？
[23375.558] erisuk: 出切るよｗ
[23375.953] 箸くれ: ｗｗｗｗｗｗｗｗ
[23376.600] gyu_nyuu_pann: www
[23378.396] Ceciltaisa: ダウトやなぁ
[23378.456] 1108044k: やれるやつはいた
[23379.526] もきち555: みせてもらおっか
[23382.245] せんじ肉: メンおじあなたさぁ～
[23383.406] (M)gameinntwitch: うんていの上も走ってたから
[23384.380] (S)akatoki_mk1: 今度やってもらってｗ
[23384.632] (S)monpiipop: wwww
[23387.530] katsuo73: 手放し立ちこぎ、いがいとできるよ
[23388.006] teruharu_: ｗ
[23389.150] tabibitox: まぁできんこともないよ
[23389.207] v_harumi_v: すごい！
[23389.789] umetyaahan: メンおじこんなとこでかっこつけなくていいってｗ
[23389.997] (S)yuukida39: 手放し立ち漕ぎw
[23393.163] (S)エノオウ: さすがにｗ
[23395.406] maddy2623: プルプルしながらならできる 足の筋力次第
[23395.544] Umipuzzle: 中国雑技団じゃん
[23395.569] 箸くれ: 野生児ｗｗｗ
[23395.654] のぶとも: サーカスおじじゃん
[23395.654] gottya_gotcha: できるんだよ。それが
[23398.192] matsu_zalem: サーカスの人やん！
[23399.713] omochi09: 運動神経いいんだなあ
[23400.257] (S)simatarow: うんていの上まじ？www
[23401.379] 箸くれ: 雲梯をご存じない！？
[23402.263] j_zima: umeYay
[23402.779] demonbane_twosword: うんていの上！？
[23403.132] v_harumi_v: すごいですね
[23403.182] (M)gameinntwitch: うんてい知らんか
[23406.132] gyu_nyuu_pann: まぁできる人はいるね
[23406.707] (S)dokuyubi: 言っちゃうか…そんな事も…
[23406.720] neojapan01010: ちょっとなにいってるかわかんない
[23408.176] (S)monpiipop: どこで体支えるの？w
[23408.362] (S)yuukida39: え、できるの！？w
[23408.749] onyancoscratch: うんていを自転車で？
[23409.152] 雅人さん: ボリショイ劇場？
[23411.738] だいこん_: メンおじ様お怪我にはお気をつけてね…
[23414.403] (S)rt3191: 運動神経良すぎｗ
[23415.888] gyu_nyuu_pann: 自転車で？！！
[23416.098] chin_56_: SASUKEやん
[23416.401] (S)akatoki_mk1: メンおじは一輪車乗れそうだな
[23417.957] (S)sai927: うんていを自転車で！？
[23418.967] 箸くれ: 走ってるやついたね小学生の頃は
[23420.205] (M)gameinntwitch: あそこを走るのスリルあるよ
[23420.246] balthazar000: 一本橋ってことじゃない？
[23421.207] jambotanishi: 忍者?
[23421.410] zyangara2: 中国雑技団出身かな？
[23422.799] (S)エノオウ: 坂道でチャリ手放し立ち漕ぎして骨折したぞ俺は
[23423.942] もきち555: それはサーカス
[23424.264] umetyaahan: チャリは無理でしょｗ
[23425.241] (S)rt3191: え！？
[23426.207] sn0wf0x3: wwww
[23426.719] bec118_japan: バランスがいいってことかね
[23429.941] matsu_zalem: シルクドソレイユやん
[23430.016] singer_songer: ジャッキー
[23431.373] (S)Opening_Runner: でかい前輪のやつで？
[23431.890] (S)yukikaze083: それは無理ｗ
[23432.642] teruharu_: 曲芸ｗ
[23433.729] homu0117: 泣かないでメンジロちゃん
[23433.981] (S)日本語かな: メンおじアクションスター！？
[23434.080] v_harumi_v: すごすぎるー
[23435.214] kebiisi: 雲梯の上をチャリ手放し立ち漕ぎ
[23435.512] (M)gameinntwitch: チャリのらんやろ
[23437.370] Ceciltaisa: アクション俳優いけるなｗ
[23441.142] rancidtarantula: I LOVE YOU DAIGO !
[23441.399] ster9908: サーカス出れるww
[23442.221] umetyaahan: それで食っていけるじゃん
[23443.308] gyu_nyuu_pann: さすがに
[23443.627] neojapan01010: 平均台と勘違いしてないか
[23444.936] nengu4u: チェンおじ？
[23447.185] (S)akatoki_mk1: チャリじゃないんかｗ
[23463.918] (S)yuukida39: チャリかと思ったw
[23465.913] v_harumi_v: ウメちゃんが、メンおじさまは足が丈夫とか何か言ってましたね。
[23466.037] (S)monpiipop: たかたか鬼
[23466.339] (S)sai927: ある
[23469.053] mikaze0001: こおりおにとかね
[23469.911] j_zima: あったねー
[23473.699] カブトシロ: あったあった。
[23479.785] umetyaahan: おにが来て10秒で移動しないとアウトみたいなのあったな
[23485.766] zyangara2: ゾーン
[23486.047] teruharu_: 目に浮かぶｗ
[23495.745] (S)sai927: やっば
[23496.637] だいこん_: いってえ
[23497.265] 箸くれ: イタイッ
[23498.339] (S)monpiipop: うんていって使って良いルールだったのか……
[23499.324] v_harumi_v: こわい
[23499.694] (S)potesaraudon: いでえ
[23500.771] (S)syoheihei: イヤァアア
[23502.370] matsu_zalem: いたーーーーーーー
[23502.725] もきち555: 限界超えないで
[23503.347] (S)イエール: ぅ
[23503.612] sn0wf0x3: 痛いやつ
[23505.902] gyu_nyuu_pann: いてぇw
[23507.909] (S)nakao1976: いてててて
[23508.594] (S)sai927: 手洗うの地獄だ
[23508.629] 1108044k: ブレーキ壊れてそう
[23508.739] 泣き虫サクラ: 精神が肉体を超えてた
[23509.517] Umipuzzle: うんていて
[23510.733] (S)akatoki_mk1: 覚醒ウメハラｗ
[23510.750] (S)yukikaze083: いって～
[23512.509] latenight000: 手の皮「俺を犠牲に逃げろ！」
[23512.614] teruharu_: どんだけ
[23513.232] (S)jungokaneko: うめちゃんの手放しも怪しいよね、立証が必要
[23514.581] nakamura_tequila: 初見です。 長文失礼します。(リスナーの方々もすいません) 今日初めて格ゲーを触ってる初心者です。 今の話を遮ってしまって申し訳ないのですが、神に2つほど質問があります。 神的に参考にすべきPadクラシックのケン使いの方(日本人の方と海外の方を一人ずつ)教えていただきたいです。 もう一つが、格ゲー初心者がやるべき練習を3つほど教えていただきたいです。 (今はコンボトライアルをひたすらやってまして中級4〜5あたりから確実性が欠けてくる感じで6あたりはできません。目標は手癖のようにコンボが出せるようになる事です。 ランクは底からブロンズの底に上がった程度です)   長々と申し訳ありませんでした。 今後のご活躍も楽しみにしながら、応援させていただきます！
[23517.678] のぶとも: 無駄遣い
[23518.264] mikaze0001: うんていって塗装ちゃんとしてなかったら表面やばいしね
[23519.419] (M)gameinntwitch: ながっ
[23520.131] (S)monpiipop: おっ
[23520.211] cielcloudy248: 年取るとむしろぶら下がる方が無理よね
[23521.261] 1108044k: なっが
[23521.324] のぶとも: なっがい
[23522.565] chin_56_: ドン！
[23523.081] おりっち: ｗｗｗｗｗｗｗｗｗｗ
[23523.526] (S)sai927: なっが
[23523.727] sn0wf0x3: なげぇ
[23524.147] gold_power1969: wwwwww
[23524.430] もきち555: すっごい
[23524.630] (S)kakutora_no_o: www
[23524.654] Umipuzzle: ｗ
[23524.665] (S)イエール: 長文きたぁ
[23524.755] aranami0: ｗｗｗ
[23524.881] だいこん_: うおい
[23525.097] omochi09: すっごいｗ
[23525.121] 雅人さん: ww
[23525.295] latenight000: こーれはすごい
[23525.673] mimiprettybot: きたああああああ
[23525.758] 1108044k: 削ぎな？
[23527.305] matsu_zalem: なげ
[23531.772] だいこん_: 論文きた
[23532.978] dai920san: マシュマロかな？
[23533.049] kebiisi: マシュマロかな
[23533.155] (S)rt3191: ながいｗ
[23534.998] lucentsnow: 小説
[23535.133] (S)yukikaze083: ｗｗｗ
[23535.999] 箸くれ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[23536.057] shochann: モデレーター仕事してええｗ
[23537.016] せんじ肉: わろた
[23537.294] 滅殺豪昇龍: なっが
[23537.780] pettan_omochi: ガー不
[23538.022] ぬーぼー2: ここはお前の日記帳だ
[23538.397] teruharu_: 流れちゃうう
[23539.059] matsu_zalem: モストロンガー
[23539.633] (S)a_isana: most longest
[23540.233] sn0wf0x3: wwwww
[23542.050] cielcloudy248: コメント欄の限界
[23545.145] おりっち: 読むんかい
[23545.874] 箸くれ: 神ｗｗｗｗｗ
[23546.969] latenight000: 神ぃ～
[23547.751] tabibitox: 削ぎな？
[23550.301] yut7xot8: ありがたいコメントです
[23550.755] domontyan: 神ｗｗ
[23551.234] chin_56_: 申し訳なさすぎる
[23552.228] (S)セルベリア: 23時までの良い質問かｗ
[23552.970] (M)gameinntwitch: 電車なのな腹痛いｗ
[23553.526] (S)akatoki_mk1: 王だよ
[23554.023] (S)kakutora_no_o: 日本はかべさんやない？
[23554.399] Ceciltaisa: 拾うウメちゃん優しい
[23554.933] homu0117: padケンと練習方法教えろ
[23557.412] mart_00_: なげえｗ
[23559.256] Umipuzzle: 優しすぎるだろｗ
[23559.963] potocki1810: ｗｗｗｗｗｗ
[23562.048] shochann: ちょｗｗｗ
[23563.658] latenight000: 削ぎな？
[23563.671] maddy2623: 言うなら今しかない 削ぎな
[23565.165] (S)ponponguripon: ましまろ？
[23565.476] katsuo73: 神に対して遠慮がないなwwwww
[23566.013] syouyuireppa: 要求おおいな
[23566.555] (S)yuukida39: 流れぶった斬ったw
[23571.901] CARNO_JPN: banされても仕方のない長文
[23572.649] shochann: わざわざ読んでるwww
[23572.918] matsu_zalem: 突然マシュマロ
[23574.081] zyangara2: 格ゲー初心者特権
[23574.139] (S)y_proto: 初見ですまで読んだ
[23574.369] だいこん_: かべにぃがパッドケンじゃな
[23574.834] (S)hamachi_x_kanpachi: 実質4つｗ
[23576.108] erisuk: 失礼って本当に悪いよ
[23576.303] market_fujisaki: 日本でパットケンはかべさんかなぁ
[23576.462] onyancoscratch: 2つじゃない5つや
[23577.869] (S)kakutora_no_o: マシュマロだなぁw
[23578.940] 戸愚呂妹: マシュマロするか？
