[5.367] da1marrrr: うおおおおおおおおおおおお
[17149.260] zonzon_00: 来期に期待しています
[17149.325] (S)sora_mameee: あ
[17149.484] baceneKo: ｗｗｗｗｗｗｗｗｗ
[17149.587] mi_tyan562: wwwwww
[17149.725] にわすずめ: wwwwwwwwwwww
[17149.816] (S)ドミノくん: 今からやるかー
[17150.306] honehone_2: wwwwww
[17150.318] akabeko0130: wwwwwwww
[17150.431] sunomono8: wwwwwwwwwwwww
[17150.481] (S)わらびもち_11: wwwwwww
[17150.740] 元気田: w
[17150.754] (S)あるみ屋: wwwwwwwwwwww
[17150.920] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[17150.991] shiroinuno_roa: あ
[17150.999] しかくのさんかく: wwwwww
[17151.229] さくいろか: wwwwwwww
[17151.290] (S)ch0colatepumpkin: ｗｗｗｗｗ
[17151.297] はくまい_45: wwwww
[17151.467] ナラ抹茶: wwwwwwwwww
[17151.592] yakari_sk3: ｗｗｗｗｗｗ
[17151.657] まだら25: wwwwww
[17151.662] (S)yuki_empty: www
[17151.665] (S)リャマ: www
[17151.676] ねこすず: あ
[17151.680] nakihai556: wwwwwww
[17151.703] バザァァァド: radaoCry1
[17151.704] そふぃ3: あwwwwwwwwwwwwwww
[17151.714] mocomocyan: wwwwwwwwwwwwwww
[17151.816] hima_norita: wwwwwwwwwwww
[17151.836] みりむ_423: wwwwwww
[17151.843] haruame0622: wwwwwwwww
[17151.869] おれおお食べ: wwwww
[17151.880] tanuki_pan: あ
[17151.881] tyontyon: wwwwww
[17153.354] (S)ベニマル: wwwwwwwww
[17153.362] oli_liriri: wwwwwww
[17153.384] suiha_7: 耐久配信と聞いて
[17153.393] (S)あーしゃん: wwwwwww
[17153.413] よっしぃ37: act変わるだけだからランク変わらないよ
[17153.417] hisoka_HyskoA0606: ｗｗｗｗｗｗｗ
[17153.446] 立花日和_040309: やろ。やれ
[17153.450] (S)koharapi: wwwwww
[17153.451] __あお: wwwwwwww
[17153.471] nanasi___0: www
[17153.488] (S)mrgrtpsr: wwwwwwwwwwwwwww
[17153.539] しょーーーん: wwwwwwwwww
[17153.578] らくだちょこ: wwwww
[17153.603] ginger_1202: wwwwwww
[17153.633] けし_: wwww
[17154.790] 風鬼くん: っw
[17154.792] ひよごりら: ww
[17154.799] (S)ぶろつこり: radaoBigcry
[17154.800] ひょーり: www
[17154.881] himikokichi_06: ？？？
[17154.927] ama0526: wwwwwwwwwwww
[17155.326] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[17156.414] hana1016: wwwwww
[17156.450] tukky1208: それはたぶんガチ
[17156.667] 2jqtpja: wwwwwwww
[17156.675] itoido: それは嘘じゃねえだろｗｗ
[17156.704] charlotte0ra: wwwwwwwww
[17156.706] むろ_: wwwww
[17156.744] minto13579: wwwwwwwww
[17156.930] (S)さえだ: wwww
[17157.003] (S)じゃがビぃ: wwwwwwww
[17157.032] みさお婆ちゃん: www
[17157.107] Soudako___: ほな今からいこか
[17157.150] haaaaarutan: wwwwwww
[17157.155] (S)あかね0313: wwwwww
[17157.326] にこみのささき: wwwww
[17157.601] なっち: あ…
[17157.679] ruk1q: それは本当
[17157.703] どあちゃさん: あwwwwwww
[17157.735] (S)rikurou56: Wwwwwwwww
[17157.796] (S)seillane: あ
[17157.811] piisuke0428: wwwwwwwwwwwwwwww
[17157.948] きょぴ: ゴールド適正
[17158.058] Ichigo_Strawberry15: radaoBigcry
[17158.184] MIKU_J0311: 嘘じゃなさそうw
[17158.423] (S)あぅら: ｗｗｗｗ
[17158.438] (S)waterdragon131: 進展ないな
[17158.499] haineozZ2: 適正
[17158.614] amakaya_15: wwwwwwwwww
[17158.641] (S)おかチャン: wwwwwww
[17158.655] (S)じゃむじゃ: wwwwwwwwwwwwwww
[17158.662] Ishio_62113125: ？？？
[17158.690] otohimitu: wwwwww
[17158.710] (S)koharapi: radaoCry1
[17158.763] Mira7510: wwwww
[17159.595] そふぃ3: それはホントwwwww
[17159.606] melonmelo_: wwwwww
[17159.739] myugi39: wwww
[17159.805] toubun__: wwwwww
[17159.891] 立花日和_040309: www.
[17159.984] (S)96猫3: wwwwwwwwwwwwwwwwwwww
[17160.116] takabuuu: うるさい
[17160.232] tukky1208: はい
[17160.292] (S)羽心_: ガチ草
[17160.387] (S)mrgrtpsr: 現実逃避すんなw
[17160.580] hima_norita: 万年ゴールド…
[17160.599] タクトン: 半年以上かかってんのかァ？
[17160.698] (S)じゅうけんせい: うん
[17160.751] noonmoon_v3: プラチナの景色はいつですか？
[17160.814] gaiantufan: 刺さったな
[17160.840] (S)robstar1008: サブスクみたいな言い方草
[17160.870] さくいろか: 現実から目を背けるな
[17160.909] Rimon_sky: wwww
[17160.926] kakinoyama: ほんとう
[17161.047] むろ_: ガチやね
[17161.147] yoneto_: wwwwww
[17161.480] まだら25: あ
[17161.512] tadaboshi: radaoW
[17161.699] みりむ_423: これはガチ
[17161.883] mi_tyan562: ガチだろ
[17161.931] morry1063: ホントなんだよなあwwwwwwww
[17162.028] すわずし: ほんとですと、
[17162.140] nahiro1025: それだけはほんとだぞ
[17162.363] ねこすず: はい
[17162.364] (S)gyouzachann: それは本当
[17162.605] sarusaru3636_z: まじ
[17162.711] でにぃ: これはガチっぽい
[17163.145] (S)つむじのきもち: それは可能性として高いだろ
[17163.156] takenokomusi: https://clips.twitch.tv/BelovedTallHyenaImGlitch-LZlxu5PTbsJ2M0tF
[17163.203] dannbelll: 現実みなよ
[17163.489] りったん_: これからヴァロ練習？
[17163.552] yoomogii: 行くしかない
[17163.583] nanyasore: そうね
[17163.725] まだら25: はい
[17163.895] (S)a_mondoKojio: 目逸らしていいのか
[17163.902] ruk1q: そう
[17163.962] (S)sora_mameee: ずっとゴールド…
[17164.095] カロリーオフジュース: それはガチだと思うぞ
[17164.100] ~MISSING_COMMENTER_INFO~: うん
[17164.209] karasu57: うん
[17164.598] (S)あるみ屋: あ
[17164.773] sarusaru3636_z: あ
[17164.776] fukut403: そうだよ
[17164.784] nobuhiro0517: ほんとーだからだ！！！
[17164.824] にわすずめ: うーん
[17164.856] どあちゃさん: そういうこと
[17164.974] tunamayo_hotmot: らっでぃ...
[17165.072] ruruv__: がちやな
[17165.155] mikan_san: その後の成長が見受けられませんね…
[17165.245] sirsu2525: 7ヶ月ぬまりすぎた？
[17165.448] gawrib: radaoCry1
[17165.540] (S)yu_rayui: wwwwww
[17165.774] 犬ﾚ: 輝いてるよ
[17165.910] yuya_kura: それはほんと
[17165.980] seminar1774: 変えようのない事実
[17166.002] リンゴ雨: マジか……
[17166.044] hii_1212: 2次ヴァロ
[17166.326] ふうくんだよ: ｗｗｗｗ
[17166.374] yaa_myc: シルバー落ち？
[17166.490] (S)96猫3: radaoCry1
[17166.506] o_neo: 似合ってるよ
[17166.523] (S)じゃがビぃ: 伸び代△
[17166.570] myugi39: はい
[17166.599] otohimitu: ガチだね
[17166.727] 甘酒大好き: マンゴーやね
[17166.832] とりーーも: はい
[17166.847] (S)torue_p: 嘘ばっかりつくやーん
[17166.891] (S)Shime_2: ホントだな
[17166.897] (S)yukitooooo0313: ちゃんと適正じゃん
[17166.925] ku11ta: てきせ...
[17167.017] うもうくん: ゴールドスタックさん！？
[17167.071] rin5_3: まじか
[17167.112] piisuke0428: 適正って事か...
[17167.506] スパーズ: 適正です
[17167.741] まだら25: それはそう
[17167.981] ねこすず: 適正ゴールド
[17168.054] SoLAnIN_r: それはそうだろ
[17168.172] giunea_: wwwww
[17168.442] yuyu1013_: 変わろう
[17168.547] はるきち02: 今日あと1時間しかないよ急がないと変わっちゃう
[17168.645] Rimon_sky: がちだね
[17168.685] チコちゃん_95: やっぱりゴールドの王やん
[17168.806] Ishio_62113125: ゴールド適正…と
[17168.891] yukaru0120: 年？
[17169.024] (S)rikurou56: ガチやね
[17169.094] 神崎立夏: ゴールドが住みか
[17169.393] むろ_: ゴールド適正やな
[17169.822] se___ichan: ゴールド全一おつ
[17169.875] honehone_2: そろそろプラチナの世界見たい
[17170.065] とんぼむ: まあ半年ゴールドではあるよ
[17170.066] そーコン: Yes
[17170.077] のらごま: それだけはまじでほんとっぽい
[17170.192] nurumayu73: ファンタにも抜かされてます
[17170.266] mizusakura0326: 適正すぎる
[17170.333] emeraru_: うーん
[17170.986] にこみのささき: マンゴー
[17171.435] (S)つむじのきもち: 適性ね
[17171.518] れもんちぃ0: 純金じゃ～
[17172.000] suipi___: wwwwww
[17172.340] yam_ayam_a: 今日卒業するしかない
[17172.573] まっしろしろすけ_: それはそう
[17172.854] (S)mrgrtpsr: どっかのサメはプラチナいったのに
[17173.039] morry1063: まるで成長していない
[17173.103] tanuki_pan: ゴールド適正
[17173.172] ウツル: イツメン呼んでやろ
[17173.682] ホトトギス: 今プラチナ行けるチャンスだぞ
[17173.879] みりむ_423: 適正か
[17174.123] そふぃ3: ゴル適正と
[17174.571] ~MISSING_COMMENTER_INFO~: やっぱ金が似合うしね
[17174.762] who_tawn: 誰が成長しない男だって？
[17174.793] vash_246: ゴールド適正
[17174.825] kusatao_pokky2525: いまから
[17174.900] norato041197: シルバーにも行くだろ？
[17174.996] otohimitu: いえす
[17175.369] 銀河ポテト: 適正
[17175.390] (S)sora_mameee: シルバーにも落ちました…
[17175.420] ikuuraa: 嘘つくなぁ〜
[17175.929] ろり幼女: ロリ幼女 subscribed at Tier 1. 
[17176.068] panndaman1: まだ年行ってないからセーフ
[17176.272] (S)おかチャン: ゴールド適正
[17176.842] 日向です: まじか七ヶ月なのかwww
[17177.239] sarusaru3636_z: 現実みよ
[17177.749] (S)じゅうけんせい: カスタムだけ上手くなってるもんね
[17178.370] 神崎立夏: www
[17178.420] (S)あるみ屋: 適正ゴールド
[17178.626] (S)~MISSING_COMMENTER_INFO~: シャケは？
[17178.840] みそギン: 違うの？
[17179.274] ふうくんだよ: それはほんと
[17179.755] とりーーも: ゴールド適正
[17180.002] akaihi: お前の周りはどんどんプラチナ行ってるぞ
[17180.030] (S)mea108: 似合ってるよ
[17180.073] どあちゃさん: ゴールドやめようぜ
[17180.823] (S)a_mondoKojio: 成長できてないってこと…？；；；；
[17181.003] (S)miam_1018: 適正
[17181.072] Fukenn59: ＠4するか
[17181.348] キョロちゃん: APEXマスター耐久はいつやりますか？？？
[17181.447] MIKU_J0311: 万年ゴールドおつ
[17181.539] あぷあぷえる: ファンタさんにも抜かれました
[17181.601] ~MISSING_COMMENTER_INFO~: 試合の結果が反映されないバグあるから気をつけろ
[17181.697] nahiro1025: 純金ってこと！？
[17181.757] siokara0427: バロ人工も増えてるしね
[17182.070] fukut403: このままでええん自分？
[17182.213] h2ts_: そんな時もある
[17182.463] __あお: wwwww
[17183.275] yuasee: 適正やね
[17183.883] tunamayo_hotmot: つまり、適正…ってコト？！
[17184.637] yuyu1013_: そろそろ王も引退
[17184.752] kelutan_1128: エペもマスター行ってません。
[17184.815] Mac1919: ゴールドスッタク多い気がする
[17185.033] Ishio_62113125: 全一か
[17185.052] waakari2003: 三年かかる言われてたもんなwww
[17185.165] アユタヤ: ayu0708241 subscribed with Prime. They've subscribed for 13 months! 
[17185.241] mi_tyan562: www
[17185.242] (S)つむじのきもち: ゴールドでぬるま湯に使ってるやつね
[17185.267] ロロ郎: wwwwww
[17186.187] kakinoyama: ゴールド全一誇ろう
[17186.723] Ishio_62113125: www
[17186.913] sarusaru3636_z: www
[17186.974] sirsu2525: wwwww
[17187.363] yomi_555: まじで5年かかる？
[17187.549] (S)koharapi: wwwwww
[17187.579] さくいろか: radaoBigcry
[17187.607] (S)あるみ屋: wwww
[17187.621] kegani_rai: みんなプラチナ行ってる
[17187.899] (S)tanakasan_29: ゴールドの住人ね
[17188.103] tukky1208: シルバーに落ちたしな
[17188.331] gaiantufan: ゴールドの帝王
[17188.332] tanuki_pan: ゴールドで生きてこう
[17188.905] hii_1212: ゴールド会のらず
[17189.139] yaa_myc: ゴールドで満足する男なのかよ
[17189.146] (S)ぶろつこり: そうだよな
[17189.164] そふぃ3: wwwwwwww
[17189.220] dannbelll: wwwww
[17189.544] 愛の林檎: それはガチ
[17190.289] yuasee: wwwww
[17190.397] (S)rikurou56: 適正ありすぎ
[17190.512] (S)hannari_3729: 実質純金やんおめでとう🎊
[17190.935] mizusakura0326: wwwwwww
[17191.009] (S)Shime_2: それはガチw
[17191.015] ねこすず: 成長しよ？
[17191.498] takabuuu: おうでもないよべつび
[17191.518] AyutayaZ: www
[17192.646] morry1063: ゴールデンカムイ
[17192.788] うりもち: まあね
[17192.884] そふぃ3: 辛いって！！！wwwww
[17194.838] (S)じゃがビぃ: ゴル全一張ってこ
[17195.045] KOTAMIRIKORO: LEOさん明日ドラマ撮影なのに忙しい中出てくれたんだね
[17195.241] (S)ドミノくん: かなしいね
[17195.288] のらごま: それはそう
[17195.743] (S)a_mondoKojio: じわ伸びすぎるだろ
[17195.771] おれおお食べ: シャケさんプラチナ行ったのに；；；；
[17195.782] papikopinoo: シルバーの王じゃなかったんですか？
[17195.851] (S)ko_do_1123: エペのマスターなりたいと同じ匂いする
[17195.968] okashi1016: 卒業の時期だし今やらんか
[17196.639] (S)あるみ屋: じわじわやなw
[17197.039] (S)つむじのきもち: ぬるま湯に使ってるゴールドの王
[17197.250] yuasee: おそすぎだろ
[17197.267] tanuki_pan: 金好きだし良いやん
[17197.287] (S)yuki_empty: 伸びてプラチナいこう
[17198.207] 神崎立夏: ゴールドロジャー？
[17198.357] (S)naota_ry: プラチナの姿が早くみたいよ！
[17198.822] あぷあぷえる: みんなプラチナ以上だよ
[17199.392] nahiro1025: 65万円やん
[17199.922] 日向です: でも一回落ちた
[17200.179] marumuudesu: 歯茎だすから〜
[17200.273] takenokomusi: ゴールドのSelly
[17200.887] (S)koharapi: プラチナ最近多ない？
[17201.317] kakinoyama: じわじわ実力が
[17202.494] みりむ_423: そこは否定して欲しかった
[17202.792] o_neo: 正直感じてる
[17203.479] baceneKo: ゴールド・ラダー
[17203.747] ホトトギス: プラチナ行くんじゃ無いのか？
[17203.941] waakari2003: カスタムつよいよねらっだぁ
[17204.363] who_tawn: つい最近までシルバー落ちして萎えてたのに
[17205.080] さくいろか: さらなる輝きを求めたくないか？
[17205.225] tunamayo_hotmot: YouTubeの登録人数と同じだね
[17205.315] リンゴ雨: ゴールドのらっだぁかぁ
[17205.582] らみせ_0626: ランク月曜までだって
[17207.378] 眠田: プラチナらっだぁみたい
[17207.391] 立花日和_040309: 登録者と一緒
[17207.449] kegani_rai: シャークんをプラチナ行ってた
[17207.458] (S)a_mondoKojio: 7ヶ月のじわ伸び
[17208.270] むろ_: こないだシルバー行ってたしなぁ
[17208.493] Mac1919: レディアント待ってます
[17209.335] (S)つむじのきもち: 配信も何もかもじわじわ伸びるね
[17209.335] すわずし: 純金だよね
[17209.596] haruito_222: 今北何してる？ボッチ反省会？
[17209.818] れもんちぃ0: 純金は手に入ったねwwwwww
[17209.834] 愛の林檎: ぽまえのプラット見てえよ
[17210.114] (S)yukitooooo0313: 一応釈迦さんは配信そのままヴァロやってる
[17210.597] そふぃ3: チャンネル登録者数と同じやな
[17211.257] many7575: ゴールドよりもプラチナが似合うよ
[17211.301] akabeko0130: もうすぐで追いつきそうだから待ってろよ
[17211.511] とんぼむ: エイムもあったまってるし今からやるべ
[17211.526] yam4yuu_otaku: アクト変わるだけだから下がらんよ？
[17211.986] (S)フュ: プラチナ耐久やろうぜ
[17212.807] vash_246: 今日終わる？
[17212.821] fugapaga: これなんの大会ですか？
[17213.547] (S)sora_mameee: 周りが徐々にプラチナ行ってる
[17213.923] siokara0427: レペゼンの方にエペ褒められてたよ
[17214.233] タクトン: いつアセとか行くんだよ
[17214.818] ヒデちょん: 歳取るにつれてなんか下手くそになってる感じがする
[17214.887] motyar_6989: ソロやればもっと伸びる
