[3.050] (S)Seiran7343: radaoRainbow
[11918.297] ryo_ngz: リーガルエンターテイメント
[11919.389] nem_kun_peco: ウロボロス来るね
[11919.508] (S)rikoris41ss: 最愛
[11921.565] (S)ぁちゃも: 劇場版からでもええよ
[11922.187] (S)tavu_0214: wwwwww
[11923.030] (S)にびびび: ｗｗｗｗ
[11923.071] tarabaaaa: ｗｗｗｗｗｗ
[11923.101] Key_1_: せやで
[11923.287] minibanbi: wwwwwwwwww
[11923.920] (S)あっひょ: おもろいで
[11924.536] sakasaman: ｗｗｗ
[11924.959] kon0703: 99.9はおもろいよ
[11924.991] (S)うみやま: ｗｗｗｗｗｗｗｗｗｗｗ
[11925.159] (S)逆叉洸奈: 声でっか！！
[11925.529] reo_014: ｗｗｗｗ
[11926.241] シュウ米: そうだよ!!
[11926.375] (S)hisuiiiiiiiiiiin: wwwww
[11926.445] (S)ｼｷ_: wwwwwww
[11926.595] (S)むちゃこっこ: www
[11926.682] ryo_ngz: おもろいでー
[11926.728] an_do121: そうだよw
[11926.751] navyblue___: wwwww
[11926.819] れもんちぃ0: ニコニコで草
[11926.907] (S)tom_333sm: 大和田常務
[11927.341] mimitabu_92: wwwww
[11927.552] しめざめ: wwwww
[11927.561] 雨傘ライ: wwwww
[11928.478] many7575: せやなー
[11928.642] ayunosioyaki0223: wwwwwwwwwwww
[11928.756] (S)にびびび: 面白いよ
[11928.839] (S)tavu_0214: そこなんだ
[11928.979] ゆずシフォン: www
[11929.061] あるみ屋: wwwwwwwwww
[11929.455] (S)arisa_184: 寒暖差が良い
[11929.547] (S)heru1126: おもろいよ
[11929.693] (S)冷凍みかん3: ｗｗｗｗｗ
[11930.190] (S)rinapi_pi: ｗｗｗ
[11930.706] (S)hayufan: 99.9はおもろい
[11930.786] そうまぎ: www
[11931.007] (S)nico_kk_mp: 99.9おもろかったで
[11931.022] ayunosioyaki0223: radaoNikkori2
[11931.371] (S)meria777: 香川さんすこ
[11932.396] (S)kokone0927: ニコニコやん
[11933.672] (S)うみやま: 食いついたぞ！！！
[11934.307] (S)猫ミントン: wwwwww
[11934.924] re0mi1283: 何の話？？
[11935.015] まいなこ: 99.9はおもろい
[11935.165] (S)ぁちゃも: いいキャラしてた
[11935.612] root_1123: おもろかった
[11935.703] an_do121: 99.9は絶対に見て欲しい
[11935.841] suiha_7: radaoEhehe
[11935.896] kuro_300: いいよな
[11936.516] (S)佑輔: カマキリの人じゃん
[11936.762] (S)rikoris41ss: 大和田さんや
[11937.452] 雪華0830: www www
[11937.598] (S)suuchaaa: おもろいよ
[11937.646] nem_kun_peco: やっぱり
[11937.732] (S)かむーあ: まつじゅんじゃないんか
[11937.935] ぎむきょういくろせ: おまえ半沢直樹関連好きすぎやろwwww
[11937.964] soraneeeeen: ガチでおもろいよ
[11938.244] (S)ぽぽんぬちゃん: 99.9はガチおもろい映画まで見れる
[11938.460] Key_1_: 99.9ガチおもろい
[11938.490] hatsuna_m: わかる
[11939.205] シュウ米: わかるぅー
[11939.424] kon0703: 松潤じゃないんだよね
[11939.945] (S)あっひょ: 99.9まじでおもろい
[11940.224] (S)たゆう_はね: radaoNikkori2
[11940.391] あるみ屋: ほんとに香川照之好きよな
[11940.810] (S)tavu_0214: MII
[11941.355] (S)ほりいしなぁる: 香川さんファンボ
[11941.904] (S)逆叉洸奈: ご機嫌で草
[11942.842] (S)とろネギ: wwwwww
[11943.030] Key_1_: 映画まで見て
[11943.558] (S)にびびび: 香川さんめっちゃいい味だしてるｗ
[11947.029] root_1123: 劇場版もおもろいよ
[11947.502] (S)ぽぽんぬちゃん: 松潤もかわいいよ
[11948.420] nem_kun_peco: かがてる
[11948.435] 佐野ちャん: めっちゃ嬉しそうで草
[11949.239] ぎでぃ: 食いつくの珍し
[11949.875] (S)totrisasa: 99.9面白い
[11950.812] (S)けいと0611: コメディ弁護士
[11951.783] (S)haru_chan92: そっちなんかw
[11952.479] (S)あにゃも: おもろい
[11952.687] (S)rikoris41ss: 嬉しそう
[11953.137] yu_oooo_ka: ほんと面白いよ
[11953.855] (S)ぁちゃも: 全部見てくれ
[11954.034] (S)himaleo: オモロかったよ
[11954.191] (S)yui1yui: そこそこ前のやつね
[11954.474] navyblue___: そうそう、おもろかったよ
[11955.138] mikomikoto0: ガチでおもろいぞ
[11955.232] jubilo_dayo: 香川さんもうドラマで見れんからなぁ
[11955.362] (S)shun1467: 99.9おもろいよ
[11955.476] たろぴょん: 99.9は普通におもろい
[11955.594] kon0703: おもろい
[11956.021] kuro_300: おもろいよ
[11956.114] (S)tomako_0309: おもろいよ
[11956.767] nem_kun_peco: コメディよ
[11957.662] (S)arisa_184: BGMもとてもいい
[11958.367] (S)haru_chan92: これおもろいよ
[11958.383] re0mi1283: リーガルハイ
[11958.478] (S)pomhono: おもろい
[11958.660] an_do121: 一期も二期も映画も見てくれ
[11960.218] (S)篠影: おもろい
[11960.577] ゆずしろ: ほんとに面白い
[11960.747] (S)ｼｷ_: おもろいし見応えある！
[11960.912] (S)ringodaga: ネメシスは？
[11961.515] (S)あっひょ: ガチおもろい
[11962.091] ぎむきょういくろせ: 99.9%をひっくり返すんだよ
[11962.378] あのまの: コメディ寄りのイメージ
[11962.931] ﾐｵさん: ガチおもろいです
[11963.361] シルキス: 99.9はオモロいぞ
[11964.858] (S)とろネギ: おもろそう〜
[11964.985] (S)haru_chan92: 結構前のだけどね
[11965.064] (S)あにゃも: ぜんぶみてほしい
[11965.703] nem_kun_peco: リーガルハイに似てる感じ
[11966.056] (S)ranju83: マジでおもろい
[11967.565] miku_coffee: ドクターXとか久しぶりに見たら面白かったよ
[11969.461] choko325: めっちゃおもろい
[11969.626] kuro_300: うん、キャラがいいい
[11969.765] (S)たかなしはな: dele、如何でしょうか
[11970.726] (S)iris_r5: おもろい
[11971.324] (S)ひなしろ: 小栗旬なら信長協奏曲も好き
[11972.095] (S)ぱるふぇさん: がちでおもろい99.9
[11972.819] root_1123: radaoNikkori2
[11973.301] (S)北見: 映画版しかネトフリなかったような気もする
[11973.450] (S)arisa_184: 飯テロ要素あり
[11973.456] (S)snowdrops3310: 99.9はおもろい
[11973.702] (S)heru1126: まじでおもろい
[11974.946] (S)篠影: 松潤だったような
[11975.339] (S)momotayasan: 99.9おもろい
[11975.980] あるみ屋: 松潤のやつか
[11976.173] an_do121: おー
[11976.660] (S)みぃぽこ: イノセンスもおすすめ
[11977.112] nem_kun_peco: お
[11978.607] (S)志岐_月影: おもろいよ
[11979.949] (S)ririca03: CRISISもおもろいよ
[11980.405] (S)佑輔: じゃあカイジも好きなんか
[11981.375] an_do121: わかる
[11981.476] (S)vam_y_a: 半沢直樹が好きなだけやんけw
[11981.865] (S)suuchaaa: そうね
[11982.061] ﾐｵさん: 99.9は本当におすすめ
[11983.773] (S)れてぃな: 半沢直樹出てる俳優全部好きやんw
[11984.063] (S)おおるり: わかる
[11984.094] (S)yunyun7171: 見がち
[11985.613] (S)hukoiooo: アンナチュラル好きなら最愛おもろい
[11987.731] merokarimero: crisisとかなつかしい！！おもろい
[11988.569] _ヴォク: 刑事裁判のなんかの割合が99.9%なんだっけ
[11988.610] ﾏﾙﾏﾙ: いいよね
[11989.125] (S)hatt_u: わかる
[11989.830] nem_kun_peco: ならクラシスじゃね？
[11990.576] Key_1_: ずっとシリアスじゃなくてギャグパートもあるから緩急〇
[11991.520] suiha_7: radaoGJ
[11992.968] (S)篠影: 爆笑するよ
[11994.632] (S)totrisasa: 香川さんもいじられてるからね
[11994.814] あのまの: ドラマ見るの苦手だけど99.9はおもろい
[11995.898] many7575: アンフェアにも出てるよ
[11995.977] (S)Ekidensan_Comet: ドラマ興味ないけど９９．９はおもろいからみちゃった
[11997.831] (S)ぐぐぐる: 天海祐希さんのドラマ好き
[12000.047] ぎむきょういくろせ: あーーわかる！
[12001.037] ryo_ngz: いいよね
[12001.572] れもんちぃ0: あー
[12003.593] nem_kun_peco: いっとくぅー
[12003.758] (S)おおるり: あー
[12004.482] an_do121: わかる！
[12005.032] (S)tom_333sm: 法廷物ならアンチヒーロー面白いよ
[12006.566] (S)haru_chan92: MIU404は？
[12007.471] many7575: あー
[12007.676] (S)あっひょ: わかる
[12008.689] minibanbi: いいよな
[12010.177] (S)いぶちゃんぶ: あー
[12010.450] ayunosioyaki0223: あー
[12010.567] merokarimero: ドクターXのひとね
[12010.999] (S)しゃけみしゃけ: フランケンシュタインの恋
[12011.073] (S)rikoris41ss: わかる
[12011.596] ぎむきょういくろせ: 雰囲気あるよなー
[12012.261] (S)amiiii_go: そこら辺好きならアンフェアもオススメかも
[12012.947] nem_kun_peco: 雰囲気がね
[12013.342] (S)hukoiooo: わかる
[12014.456] kon0703: わかる〜
[12014.926] an_do121: 作品に味が出る
[12015.122] (S)とろネギ: わかる
[12017.774] nem_kun_peco: ドクターXでね
[12017.987] _ヴォク: メロンおじさんか
[12019.521] (S)kittoiikotogaaru2: いい雰囲気の俳優さん
[12019.797] (S)しゅけ_: ドクターX
[12020.444] ぬぴーーー: 香川さんで言ったら、六本木クラス見たことある？？
[12020.993] reo_014: 相棒の人
[12021.053] Key_1_: 池井戸潤すきなら陸王とおもろい
[12021.522] tarabaaaa: メロンです
[12021.760] (S)ぽぽんぬちゃん: 大門未知子のね
[12021.915] いくらプチプチ: 医龍出てた人
[12025.298] (S)iris_r5: メロン
[12025.526] merokarimero: メロンです
[12027.146] (S)佑輔: 相棒にもおるよな
[12027.399] (S)やなちゃそ: ゴールデンスランバー、堺雅人も香川照之出てるよ
[12028.443] たろぴょん: 99.9って今TUTAYAサブスクでしか見れなくないっけ？
[12030.461] ayunosioyaki0223: メロンさん
[12030.508] nem_kun_peco: メロンおじさん
[12032.064] れもんちぃ0: メロンのおじさん
[12033.023] (S)いぶちゃんぶ: メロンと請求書の人か
[12033.236] ryo_ngz: 請求書です
[12040.317] (S)haru_chan92: 請求書です
[12041.273] (S)hukoiooo: 相棒のイメージ
[12043.332] (S)ringodaga: ネメシス見た？
[12045.595] ぎむきょういくろせ: メロンです。請求書です。
[12048.490] crossick_osi: 初期の相棒？
[12049.596] nem_kun_peco: 相棒とか？
[12052.564] (S)しゅけ_: 医療系にだいたいいる
[12058.035] merokarimero: 医龍だなー
[12064.828] nem_kun_peco: 長すぎるか
[12066.357] (S)うみやま: ｗｗｗｗｗｗｗ
[12067.238] an_do121: わかるw
[12068.043] あるみ屋: wwww
[12068.422] ayunosioyaki0223: 確かにwww
[12068.426] (S)冷凍みかん3: ｗｗｗｗ
[12068.631] (S)ｼｷ_: wwwww
[12068.666] reo_014: ｗｗｗｗｗｗ
[12068.790] many7575: ドクターXだなぁ
[12069.011] れもんちぃ0: www
[12070.390] nem_kun_peco: 医療系(悪役)
[12071.884] (S)arisa_184: wwww
[12073.687] Akihoyuki: 西島秀俊すき
[12074.658] 雨傘ライ: www
[12075.571] many7575: www
[12077.950] すんちゃん_0777: 視覚探偵 日暮旅人見てほしかったけどネトフリ無かった
[12078.618] (S)amiiii_go: イケおじ好きなん？
[12079.791] (S)とろネギ: 西田敏行すき
[12081.672] an_do121: 重役が似合いすぎるんよねw
[12084.006] れいるさん: マジでそうだわw
[12084.089] hatsuna_m: あの役のイメージ強すぎる
[12085.499] chiuchiupet: 七つの会議みたことある？
[12085.517] (S)ｶﾆﾁｬﾊﾝ: アロアナ飼ってる
[12085.885] nem_kun_peco: 黒おじ
[12087.148] (S)haru_chan92: 悪いこと考えてるおじいさんとかねw
[12092.753] nem_kun_peco: マジでレダーみたいな
[12095.847] ぎむきょういくろせ: いけおじ好き
[12096.547] (S)ツグム: マイボス・マイヒーローおすすめ
[12098.718] (S)Makottyann14: 見てておもろい
[12099.400] (S)ぽぽんぬちゃん: 竹野内豊
[12100.349] (S)totrisasa: 女優さんは？
[12100.697] (S)hukoiooo: イケおじはかっこいい
[12101.739] (S)ｼｷ_: イケおじいいよな
[12102.967] many7575: いけおじ好き
[12103.398] (S)北見: 99.9、映画版しかサブスクないわ
[12106.564] あきら1231: 佐藤浩市
[12106.965] nem_kun_peco: メインブラック好きそう
[12107.584] しめざめ: かっこいい
[12108.257] (S)ririca03: 分かる
[12109.584] jubilo_dayo: なんか市長急に配信初めてない？
[12110.673] (S)ゾゾゾンビ: おっさんずらぶ見よう
[12112.011] 雨傘ライ: わかる
[12112.482] suiha_7: radaoEhehe
[12114.976] Key_1_: 陸王見て欲しかったけどネトフリないか
[12115.120] root_1123: じゃあ探偵はBarにいるみてくれ
[12117.229] (S)ｼｷ_: すきー！
[12118.677] jubilo_dayo: 菅野美穂の旦那さん
[12119.559] (S)みぃぽこ: クライシスもおすすめやね
[12125.440] many7575: 渋いよね
[12126.283] nem_kun_peco: あー
[12133.128] (S)arisa_184: 選タクシーおもろくて好きだった
[12133.187] (S)haru_chan92: BOSS、おすすめです
[12135.038] (S)amiiii_go: 竹野内豊でタクシーなら選タクシーもおもろい
[12135.881] (S)marukunai_: GOする！
[12136.793] (S)とろネギ: 大泉洋さんも実は良い
[12138.032] (S)みってやん: 西島秀俊は？
[12139.317] レルひぃ: レルひぃ is gifting 1 Tier 1 Subs to らっだぁ's community! They've gifted a total of 1 in the channel! 
[12139.969] レルひぃ: レルひぃ gifted a Tier 1 sub to tanaka146! 
[12139.995] すしまる: タクシーの中でよく見る
[12141.006] nem_kun_peco: GOするー
[12142.718] (S)ぽぽんぬちゃん: 素敵な選TAXIは？
[12146.322] (S)たかなしはな: あ！「民王」ご覧になられたことありますか？
[12149.221] kotutuki_: 大河の真田丸おすすめだけどネトフリになかった
[12150.640] kon0703: 竹野内豊はBOSSやわ
[12152.061] (S)haru_chan92: 竹野内豊好きなら、BOSSっていう天海祐希のドラマおすすめです
[12152.644] ぎむきょういくろせ: 素敵なせんたくしー好き
[12152.683] (S)たかなしはな: wwww
[12152.807] (S)月島っちん: タクシーのドラマやってたよね
[12153.576] (S)hiziki_510: タクシーのドラマあったよね
[12154.589] (S)masato103: この雑談好き
[12156.531] (S)ひなしろ: 選タクシー大好き
[12156.923] (S)miii33: 吉田鋼太郎もイケおじ
[12156.953] (S)suuchaaa: www
[12157.720] あるみ屋: wwwwww
[12157.977] しめざめ: wwwww
[12158.835] (S)コンさん: wwww
[12159.181] minibanbi: wwwwwwwww
[12160.307] an_do121: テセウスの船は見たことある？
[12160.941] ayunosioyaki0223: www
[12161.100] (S)akarinai: 玉木宏
[12161.853] (S)yunyun7171: www
[12162.430] (S)うみやま: えｗｗｗｗｗ
[12162.678] (S)Makottyann14: ！？
[12162.977] (S)篠影: www
[12164.464] (S)agemono44: どこｗ
[12164.557] (S)suuchaaa: 今日はダメか
[12164.591] (S)emts10: イチケイのカラス面白いです
[12165.224] あるみ屋: あ
[12165.424] (S)tavu_0214: ええ
[12165.919] (S)red_S10: どこだ？
[12166.944] (S)ぽぽんぬちゃん: イケおじと言えば思いつく
[12167.925] れもんちぃ0: wwwwwwww
[12168.738] れれんれ89776: どこお
[12169.231] (S)verycute___: パパ竹野内豊とか言いたい
[12169.235] nem_kun_peco: ディエやん
[12169.441] ﾏﾙﾏﾙ: www
[12170.537] あらんえむかーびぃ: 一回FiveM落としたら？
[12171.597] (S)ringodaga: ネメシスは見たことあるの？
[12172.619] an_do121: 何でだ…？w
[12174.149] (S)saati0510: wwwwww
[12174.806] (S)hatt_u: だめそうやね
[12175.231] (S)01150725s: 01150725s subscribed with Prime. 
[12175.576] あるみ屋: 前も見たな
[12176.495] (S)とろネギ: こりゃ無理かw
[12177.011] rui_sk39: radaoCry1
[12177.232] (S)yui1yui: どんどん悪くなってる
[12178.479] (S)璃喜: 選択画面も来ないかぁ
[12180.185] nem_kun_peco: ディエくん久しぶり
[12180.647] merameramotimoti: チームバチスタは？
[12181.183] (S)pepechi80: もうすごいな今日なんで？
[12182.570] crossick_osi: 劇場版でもいいならマスカレードホテルとかどう？
[12183.128] (S)saati0510: みんなだめなのかなー？
[12183.196] suiha_7: radaoBigcry
[12184.760] ﾏﾙﾏﾙ: ；；；
[12185.361] (S)ky0to23: ヴァ？
[12185.581] sumire408: そうだっぴな
[12185.800] ameneko64: 今日はダメそー？
[12187.321] あるみ屋: お
[12187.742] jubilo_dayo: なんか市長が配信始めてるしなんかあったのかも
[12188.060] (S)璃喜: こい！
[12190.568] (S)北見: みんなだめっぽいね
[12190.710] (S)haku_kiriko: コードブルー
[12190.775] (S)tasogaresyunya: radaoCry1
[12191.117] many7575: radaoCry1
[12191.963] (S)キキ키키: ；；
[12191.967] (S)arisa_184: 入れなそうすぎる
[12194.054] kon0703: お
[12194.208] とーもです: なんか大変そうやなぁ
[12195.518] many7575: たのむーーーー！
[12196.062] (S)るりあげは: 入れなそう
