[7.670] もきち555: こんうめちゃん
[18603.937] ピヨさん: ガチくーーん
[18604.877] shochann: やっと
[18605.414] laorao0: うおおおおおおお
[18608.132] (S)軽く捻るか: きたあ
[18609.563] セイクちゃん: アナコンダ
[18610.286] momochan6: ついにきたか
[18610.892] ringo_35: ガチくん！
[18614.184] cpcp3: CaitlynS
[18620.894] monpiipop: たしかにw
[18639.191] (S)nanakusan793: ボンちゃんがアップをはじめました
[18641.375] gorogorogorn: 呉じゃないアナコンダ
[18643.964] ピヨさん: ！？
[18648.834] blackcoffee0821: おはようございます
[18650.618] Hex_Hub: @gatz0523 Ok. So eating in general keeps folks awake, why does it have to be Ramen, then? That's what I'm asking. 
[18655.467] シャンウー: たのむー
[18658.029] Real_Zenith: Looking forward to seeing Daigo again in NY too
[18674.113] momijibiglove: メナがどうなるか
[18688.531] monpiipop: だれがくる！！？
[18688.712] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[18691.200] gularain: メナボンありそうだもんなー
[18696.998] shochann: 割と高確率
[18703.523] (S)suzan_star: 中東修行編を経たムハンマド=ガチ
[18705.945] ピヨさん: めっちゃ眠そう
[18709.462] junjamaica: ちょっとだけ寝てみる？
[18715.112] gatz0523: @Hex_Hub hot soup will do it, unless you can whip up something in 5 minutes as a soup?
[18716.782] nabe_labo: 限界きてるな
[18720.437] moricocoa: 日本人残らないと後半きついな
[18723.568] g00ginz: TehePelo
[18733.683] monpiipop: なんだ
[18736.963] monpiipop: だれだ
[18739.429] ringo_35: わーーー
[18739.492] takahashiseigi: ボン？
[18744.035] (S)泣けるぜ: おおおおお
[18744.837] 38sn: え？
[18745.482] shochann: きたｗｗｗｗｗｗｗｗｗｗｗ
[18745.536] smpalh1: あー
[18746.441] ピヨさん: あーーー
[18747.134] demonbane_twosword: うわああああああああああああ
[18748.029] (S)dameninngennorz: うわぁああああああああああ
[18748.084] (S)軽く捻るか: あああ
[18748.566] (S)kakutora_no_o: あああああああああ
[18749.127] (S)Opening_Runner: kuzuyoNotlikethis
[18749.130] monpiipop: まじかー
[18749.280] momijibiglove: ああああああああああああああああああ
[18750.396] zabuton1mai: きてしまったｗｗ
[18750.465] ringo_35: いやあああああああ
[18750.490] chicken_dumpling: team kill
[18751.269] shochann: そんな気はしてたよｗｗｗｗｗｗｗｗ
[18751.853] (S)switchdv: ああああああ
[18751.858] 38sn: まじか
[18751.996] mac011400: ええええええええええええええ
[18752.196] gorogorogorn: 日本でやれｗ
[18752.292] momochan6: やっぱりかあ
[18753.188] gularain: きたわあ
[18753.460] うんちくこんぐ: あーーーーーーーーーー
[18753.501] Hex_Hub: @gatz0523 ok... Hot Soup 
[18754.143] chinkalahoi: まじかよおおおおおおおお
[18754.645] シャンウー: えー？
[18756.066] takahashiseigi: 運営やりやがったなw
[18757.520] chikotsu: umeFail
[18758.159] ピヨさん: ボンガチです
[18758.816] blackcoffee0821: はあ？
[18759.186] (S)Opening_Runner: こーれ
[18759.562] Loytory: おいおい
[18760.168] zyangara2: うわー
[18760.333] demonbane_twosword: マジかぃいいいいいいい
[18760.682] セイクちゃん: まーじか
[18760.709] ぬんす: ぼんがちかぁ
[18765.309] シャンウー: やってんなこれ
[18767.012] (S)jamxqc: 無言．．．
[18767.171] (S)firefly860130: 日本人対決
[18767.630] ピヨさん: 恐れていた事態が
[18767.838] (S)kakutora_no_o: ボンガチかああ
[18769.563] ringo_35: やだよおおおおお
[18770.745] momijibiglove: 飛びますた
[18774.187] smpalh1: ニューヨーク行ってこの組み合わせかい
[18775.045] shochann: メナもちょっとびっくりしてるｗ
[18775.152] (S)erisuk: ざけんなよ～
[18781.588] fahmy0825: Japan can only have 1 after this damn
[18781.613] sai927: やられたわ
[18784.382] 飛行荷蘭人: 無言
[18784.393] monpiipop: www
[18784.519] junjamaica: おやすみ
[18786.262] Youhei6251: 事務所でやれとか言われるやつ
[18788.534] Nishi_Poteto: 勝つさ
[18790.920] (S)nanakusan793: ニューヨークまで来てこのカード
[18791.030] zyangara2: アメリカ勢はぶつからなかったのに…
[18791.106] UCNOVA: ねむそう
[18793.710] 箸くれ: www
[18793.953] (S)コムコムぽん: ルークです！（周知）
[18794.260] shochann: ただの勝ちたがり
[18798.763] laorao0: まじかよー
[18798.994] 箸くれ: 重い
[18802.772] takahashiseigi: メナに分からされたボンさん
[18803.619] シャンウー: さてはやってるな
[18803.672] yukimaruti: アメリカ勢ぶつかってるよ
[18811.173] ゆきがら: レッドブルジャパンのオフィスでやれｗ
[18815.550] demonbane_twosword: 背景と合うな
[18816.280] zyangara2: あれぶつかってたっけ
[18818.309] ピヨさん: ？
[18820.407] ringo_35: なにw
[18826.295] kobetaf: なぜ笑うんだい？
[18826.660] (S)switchdv: 眠そうｗ
[18827.908] りゃーー: ｗ
[18829.814] junjamaica: 今なら斧が弱いと言っても反応しないはず
[18834.387] smpalh1: コンクリで水切り
[18840.307] (S)Opening_Runner: タイガータクシー
[18861.254] ピヨさん: 抽選じゃないと逆にこのマッチングはあり得ないか
[18873.563] shochann: ケイオス
[18875.835] ko23458: もう寝ていいよ
[18877.801] gorogorogorn: うめｗ
[18879.684] ピヨさん: 眠そう
[18879.939] ゆきがら: 王、限界です
[18883.761] usa451: ｗｗｗ
[18890.376] (S)軽く捻るか: 顔がｗ
[18894.286] shochann: 限界ハラ
[18894.287] gularain: ねてもろて
[18895.029] Youhei6251: 寝る前にボンガチの予想だけお願いします！！
[18895.567] (S)ラベット: ww
[18896.803] meganesandesuyo: これ終わったら少し仮眠した方が
[18897.304] UCNOVA: つらｗ
[18899.133] ピヨさん: ！？
[18900.865] demonbane_twosword: もうだめだ…おしまいだあ…
[18901.613] ringo_35: wwwww
[18902.360] junjamaica: 羊が一匹
[18902.395] dosukoiyahhoi: 逆に酒飲もう
[18902.979] (S)erisuk: 羊が一匹の逆ね
[18904.718] sigek1: ウメちゃんあんま見た事ない顔してて草
[18905.720] gorogorogorn: いんにが？
[18905.990] ゆきがら: それ寝るやつやｗ
[18906.184] (S)suzan_star: よわよわ九九やめてね
[18907.859] _カタクリコ: NotLikeThis
[18908.913] gularain: おかしくなっちゃう
[18909.876] momochan6: 田沢か
[18913.264] konechan013: もうだみだ
[18913.416] chinnen1: SMAK FACEだから
[18915.575] ringo_35: 素数を数えるんだ…
[18917.134] monpiipop: 猫かぶっちゃってるんだなww
[18918.454] 皇帝ルル: ｗｗｗ
[18919.951] (S)nanakusan793: ウメちゃんちょっと羊数えよう
[18921.257] FuToDoKiMoNo: 限界すぎる
[18922.218] (S)erisuk: ごく？
[18922.831] nekokintv: 一の段からいくんだね
[18923.936] (S)コムコムぽん: 2なわけない
[18934.346] gularain: 散々いわれとるw
[18934.637] y_proto: 12の段まで頑張れば頭が冴える
[18941.326] monpiipop: www
[18941.882] takahashiseigi: 元タイガーキッズのネモさんw
[18942.052] fahmy0825: Bonchan smack talk a lot bruh lol
[18943.866] (S)suzan_star: ズルやん！
[18945.434] Rodianis: www
[18945.518] jusankokuki: 男塾
[18946.090] ピヨさん: 飛んだ
[18948.402] ringo_35: 終わった
[18949.308] junjamaica: IDOMを思い出せ
[18950.686] (S)Opening_Runner: きまったぁー
[18951.178] ゆきがら: スーパー中略
[18952.505] demonbane_twosword: う～む見事な九九じゃ…
[18953.480] dalhi: いんいちつこたことない
[18954.283] dosukoiyahhoi: 7×6＝
[18955.143] monpiipop: カメラ見ながら掛け算は草
[18957.821] shiu0: ルールが悪いわな！
[18962.086] monpiipop: www
[18962.463] usa451: ｗｗｗ
[18962.497] LGA2011: ｗｗｗｗｗ
[18963.319] なっつぃ: ｗｗｗｗ
[18963.560] Youhei6251: 九九ワープは反則すよ
[18964.285] ピヨさん: 思い出し笑い
[18965.427] demonbane_twosword: 効いたｗｗ
[18967.092] (S)erisuk: むせないでくれｗ
[18967.134] gularain: むせないでwww
[18967.487] (S)switchdv: ｗｗｗ
[18972.138] librabird: よほどのツボか
[18972.275] (S)軽く捻るか: 眠気覚ましのidom
[18974.247] shochann: アイドムが機能する
[18976.147] 無心に: あれは酷かった
[18979.654] prosciu: 高僧アイドム
[18980.326] yukimaruti: w
[18985.206] Youhei6251: 5に帰れ
[18986.537] dokuyubi: 両肩にフクロウ乗せてるぐらい下がってた
[18987.629] ゆきがら: 悲壮感すごかった
[18988.799] gularain: 負けた人をwww
[18991.141] (S)suzan_star: 対策みつかったな
[18991.931] ピヨさん: あとでもう一回みますか
[18995.734] curryko: ヌキさんの足アケコン以来
[18997.518] manmosu16: アイドムくそつまんなそうだったな笑
[18997.518] LGA2011: まさに「死んだ魚の目」だった
[19000.969] librabird: マノン使って順当に強キャラのジュリにボコされてあの顔
[19001.550] zyangara2: ヌキさん足アケコン以来
[19001.965] (S)Opening_Runner: 綺麗なしょんぼり
[19002.192] こんぽち: 光を失ったIDOM
[19006.591] ko23458: 人間から光が消えたからね
[19007.299] bec118_japan: I have Bon-Chan!!!
[19020.905] 無心に: ありがとうIDOM
[19023.674] マンゴスチン: マサ！
[19035.534] junjamaica: 時間かけてチャリできたのに散ったんだぜ
[19040.583] monpiipop: わざわざアメリカに行ってるのに……
[19046.920] demonbane_twosword: いきなり
[19079.236] monpiipop: おおおお
[19079.616] junjamaica: マサ動きが
[19082.697] ピヨさん: 抜けた
[19086.712] demonbane_twosword: 思わず
[19088.471] monpiipop: ままま
[19092.858] ピヨさん: 2ゲージ使った
[19115.261] dosukoiyahhoi: ボンちゃんって緊張するタイプですか？
[19141.148] monpiipop: ボンちゃんさーすが
[19169.402] 雪景色: 梅ちゃん寝てる？w
[19194.827] demonbane_twosword: さすガチ
[19209.728] junjamaica: ガチニキ３千万取ったし乗ってるなこれ
[19210.491] manmosu16: これカスタムマッチじゃん
[19222.263] ryuken_future: ウメちゃん気絶しそうになってるw
[19228.658] Haro022: 脳の半分寝てそう
[19230.445] (S)jamxqc: そろそろ休養？
[19231.120] takahashiseigi: PS5だと虎は力出せないのか…
[19234.786] monpiipop: ガチくんもさーすが
[19247.533] LGA2011: 高次の集中は睡眠と区別がつかないだけだから
[19248.305] (S)nanakusan793: ウメちゃんもうゲージがない
[19251.018] ko23458: 目描いてるアイピローしたらいいのでは
[19252.649] mgto36: 猫ミームのはぁ？ていうあの猫みたいに
[19258.961] fox09090: うめー
[19261.291] demonbane_twosword: キレッキレだな
[19271.155] Gomikuzuuuu: ウメちゃんｽﾔｽﾔ
[19284.682] gularain: 感情がない
[19292.583] (S)jamxqc: えい助けて
[19292.726] zyangara2: ウメちゃんこっそりフレームアウトして良いのよ
[19294.179] junjamaica: パパラッチひぐちに盗撮されてもいい顔してるｗ
[19296.524] fox09090: マジ？
[19297.136] Haro022: 植物のようだ。。
[19298.477] 健康な野菜: おお
[19311.972] monpiipop: おおお
[19312.674] sai927: この判断
[19313.945] 墾田永年私財砲: ｵｱｰｰｰ
[19315.720] mgto36: やば
[19317.506] fox09090: まーーーーじか
[19317.697] LGA2011: 天才
[19319.597] smpalh1: ガチくんすげえ
[19320.525] (S)ひじきもち: うんま
[19320.763] gettyozi: かっこいい！
[19321.493] ヨコグシ: おお
[19325.315] UCNOVA: うますぎる
[19326.975] takahashiseigi: 虎からマグロになったマサ
[19327.240] zabuton1mai: 通ったぁぁ
[19329.038] ピヨさん: やっぱガチくん強い
[19332.555] yayayujin: ガチくんまじですげぇな
[19333.044] LGA2011: BO見えなかったわ・・・
[19336.613] (S)suzan_star: 修行の成果か
[19351.374] takahashiseigi: マサはコンボミスが
[19351.988] mgto36: 乗りまくってる
[19365.880] manmosu16: マサがんばってくれ
[19373.159] (S)nanakusan793: ガチくん格ゲーだけはほんとうまい
[19379.236] yayayujin: 当たり前に用にジャスパすんな
[19390.863] 箸くれ: ボンさん…
[19391.667] smpalh1: 確実に行ったねえ
[19398.935] ピヨさん: もうルーク戦とか積みあがりきってるんだろうな
[19400.780] ぢょごぢゃん: うめちゃん寝そう
[19438.301] (S)コムコムぽん: 海外のラシード評価がさらに上がりそう
[19439.243] nabe_labo: もう寝ていいぞ
[19440.842] smpalh1: クリスルークに負けてからガチくん更にやりこんだか
[19444.842] kimie_white: ウメちゃん睡魔との５先してる
[19450.516] (S)tamamichune: おっはようございます
[19456.141] Youhei6251: 今落ちてたよ、ウメちゃん
[19458.179] 箸くれ: umeHotoke
[19465.094] Nishi_Poteto: マサお前…消えるのか…？
[19470.848] demonbane_twosword: うわあああ
[19472.983] LGA2011: 強すぎる
[19473.975] gettyozi: 多彩だ
[19478.787] MC1880: 寝たほうがいいよｗ
[19489.656] monpiipop: なんかミスってんね
[19491.498] 墾田永年私財砲: 一気にいっちゃうのか？
[19499.254] Trailkozou: PS5ってどれくらい違いますか？
[19499.322] mac011400: ＣＣ勢やっぱり強いな
[19502.411] junjamaica: マサにIDOM憑依しちまう
[19503.643] takahashiseigi: コンボミス5回くらいやってる
[19506.339] 三郎です: なるほど、だからpsでやるの嫌がってたんだ
[19510.258] hossiee674: PS5か
[19517.820] イイタマゴ: ジャストにとっては致命的だろうしなぁ
[19543.590] Asumin_owo: duDudu
[19544.651] demonbane_twosword: 強い…
[19548.700] (S)nanakusan793: ﾎﾞﾝｻｰﾝが帰国させられる
[19549.603] 箸くれ: なんでPS5なんだろ
[19560.630] librabird: PS５だからミスってるってこと？
[19595.345] junjamaica: ラシードっていまだ対策しきれてない感が
[19598.421] takahashiseigi: PS5と非トレモステージだから
[19614.634] pugya7: ワール止めていく
[19615.019] fahmy0825: wow
[19621.579] yayayujin: 見てるんだぁ
[19622.322] monpiipop: なんとぉ
[19623.602] LGA2011: あれ状況で当たらないんよね
[19626.147] mgto36: エグいのぉ
[19626.587] UCNOVA: よー止めるな
[19628.525] meganesandesuyo: また5-0か
[19628.599] usa451: マーシー？
