[14.222] (S)mimoru_385: wako
[9926.186] hima_norita: …？
[9926.186] ario0324: きm
[9926.201] さめちーず: 三点リーダー
[9926.404] (S)ここねり: wwwww
[9926.410] kurono1627: ……？
[9926.607] neu_rose: ？
[9926.814] あっすー_: 困惑しとるやんwww
[9926.864] hakusei11124: ホラーか？
[9927.031] mimi0804a: 、、、？
[9927.421] とろとろトロリ: www
[9927.552] tanuki_pan: アーマー 
[9927.582] mimipaadesu0428: wwwwww
[9927.592] natsu_mikan_ame: …？
[9927.691] (S)yoichimu: wwwwwwww
[9927.779] ラボア: …？
[9927.781] prpr_friedrice2: 滑ってるみたいで草
[9927.877] リムア: wwwwwww
[9927.937] (S)なつおよ: そりゃそうやwwww
[9928.123] su_gar__25: はずいやつ
[9928.342] ツキ猫: ツキ猫 is gifting 5 Tier 1 Subs to らっだぁ's community! They've gifted a total of 135 in the channel! 
[9928.365] abi_chili: こy
[9928.456] ゆかりんりん: …？
[9928.690] nekomrnn930: 相手を困らすなよwwww
[9929.452] ｻｧｻ: ...?
[9929.609] 碧威: さすりす
[9929.848] m_tatti: それはそうだろ
[9929.857] kj1101: ｗｗｗｗｗ
[9929.959] remiiiii_28: www
[9930.047] さめちーず: …?
[9930.317] ツキ猫: ツキ猫 gifted a Tier 1 sub to 巳ちゃん! 
[9930.318] ツキ猫: ツキ猫 gifted a Tier 1 sub to なんかのオタク! 
[9930.354] ツキ猫: ツキ猫 gifted a Tier 1 sub to kituneudoooon! 
[9930.387] ツキ猫: ツキ猫 gifted a Tier 1 sub to ゆっこりらいす! 
[9930.389] ツキ猫: ツキ猫 gifted a Tier 1 sub to insyubiyori! 
[9930.393] (S)ナラ抹茶: .......？
[9930.631] (S)Yukimaru__31: wwwwww
[9930.654] さいのめ: ら民じゃん
[9930.859] (S)yuhi_k: wwww
[9930.984] aoao_0217: ガチ引きwwww
[9931.020] (S)fuu_maru: ...？
[9931.093] phenix25252: …?
[9931.102] tasorin1212: ｗｗｗｗｗｗ
[9931.653] (S)きっこまん: リスナーwww
[9931.662] jhonnymorimori: （何言ってんだ、こいつ）
[9931.977] shavuto3: こんわ
[9932.059] hua_uoxou: wwww
[9932.096] 04sb29: ,,,?
[9932.110] あらんえむかーびぃ: その通りだよ
[9932.158] リムア: w
[9932.251] gana_000: これはリスナー
[9932.264] ケーブル接続: …？
[9932.367] hukuren: なってるよ
[9932.518] アラル海: wwwww
[9932.949] (S)ほのぼの: wwwwwww
[9933.174] syamuneb: これはリスナーw
[9933.553] ruchi_13: radaoNayami
[9933.853] shiirase_im: そりゃそうだろwww
[9934.931] くまべりー: なってるんよ
[9935.174] kyo_kaaa: ……
[9935.548] mirumiru_h: radaoSekiyu
[9935.588] きゅうりのピクルス: 今見てる人チーターです
[9935.652] あめまう_: …？
[9935.816] masaba014147: wwwwww
[9935.980] (S)ﾐｵさん: 困らせるな
[9936.385] arikomochi: リスナーだwww
[9936.422] gu_1212: ....?
[9936.568] (S)kotori_py: ガチできもい
[9937.074] hinakai_46: そりゃそうだろ
[9937.157] sayano99_: …？
[9937.204] いかの中身: …？
[9937.777] saboten0527ratami: てか最近ドームうまくね？
[9938.021] mary611: これはリスナー
[9938.467] nekomrnn930: そりゃそうだろw
[9938.503] (S)himikokichi_06: radaoSekiyu
[9938.585] れれんれ89776: …？
[9938.860] (S)unavele_nobu: なってるんだぞ
[9939.547] ケーブル接続: リスナーで草
[9939.616] (S)きなこもち46: radaoSekiyu
[9939.650] usagimegane: 実際そう
[9939.722] 住良木: ...？
[9939.820] kohq_Loco: それはそう
[9939.886] choco3143: 困らすな
[9940.255] (S)peng1130: 困ってんじゃん
[9940.331] (S)orio_1024: …？
[9940.926] (S)hisoka_HyskoA0606: ...?
[9941.129] shavuto3: …？
[9941.411] huku_mm: 腹筋破壊
[9941.526] 柏木251: ！
[9941.628] (S)MORIYA_37: …？
[9941.643] kastera1108: らっだぁ、ストーカー？
[9941.644] (S)mochi_00v: radaoSekiyu
[9942.162] arikomochi: …？
[9942.603] drem_chan: …？
[9942.628] (S)kotori_py: ､､､？
[9942.644] まみまる: そうだよ
[9942.690] syamuneb: ...？
[9942.865] cedar_773: こわ
[9943.256] haya_o0: …？
[9943.497] kurono1627: 困らせたのお前
[9943.707] buruburu6425: なってんのよ
[9943.897] nekomrnn930: …？
[9944.024] (S)s_i_i_a: …？
[9944.289] ケーブル接続: …？
[9944.451] rincho22: そんな感じだよ
[9944.490] maromaro0106: ガチでストーカーみたいできもい
[9944.652] ミリこ: そうだぞ
[9944.652] 就眠: …？
[9945.154] きぃぃくん: ...?
[9945.223] ome_mui: …？
[9945.225] ranturn2735: 、、、？
[9945.925] karage210: …？
[9946.046] shu_piiiiiii: そらなるだろ
[9946.068] tunamayo1234: …？
[9946.084] sakasuzusakana: それはそう
[9946.263] (S)ららら0913: …？
[9946.358] (S)みーだん: すべってるよ
[9946.410] jhonnymorimori: うん
[9946.476] kyo_kaaa: なってるんだよ
[9946.580] binsen_0707: …？
[9946.660] hukuren: それはいつも
[9946.666] itoido: ...?
[9946.825] (S)maru_1214: ...?
[9946.978] (S)fuu_maru: 実際そう
[9947.080] hua_uoxou: ….?
[9947.233] 燐だよ: そうだよ
[9947.301] saboten0527ratami: そうだよ
[9947.755] chun_taro2004: そうだよ
[9947.816] (S)nonaru4637: ...？
[9948.011] リムア: かわいそう
[9948.031] ruu_ha: すべってるよ？
[9948.103] Hamutyaro_126: そぅだろ
[9948.324] raynidayooo: …?
[9948.519] prpr_friedrice2: すべってるやん
[9948.677] (S)who_tawn: 今日まじでリスナーとしか当たらんなw
[9948.776] どりんく_397: …?
[9949.129] きゅうりのピクルス: ちがうの？
[9949.139] (S)るあ___: …？？
[9949.284] whisky_jp: いつも見てるんだったらなんで今見てないんだ？（メンヘラ）
[9949.454] ネオだいる: そうだよ
[9949.684] (S)なつおよ: …？
[9949.842] jhonnymorimori: そうだよ
[9949.879] (S)モズク: …?
[9950.091] 無睦月: …？
[9950.426] (S)塩ばたー: ...？
[9950.673] ケーブル接続: そうだぞ？
[9950.824] あるみ屋: 事実だろ
[9950.885] sena7723: 実際そうだよ
[9950.913] (S)otux2_0205: radaoSekiyu
[9950.920] (S)yoneRu_: せやな
[9951.700] masaba014147: …？
[9951.870] Oozora96: 滑ってるよ
[9952.043] (S)peng1130: そうだよ
[9952.553] (S)kotori_py: ...?
[9952.837] 抹茶のゴルゴンゾーラ: (´・ω・｀)そっかー
[9952.918] あめまう_: ほんとに有名になったな…
[9953.046] souta0712likeblue: ...?
[9953.050] negishio___: ...？
[9953.087] ario0324: もうひとりが気まずい
[9953.263] (S)うもうくん: (なにいってんだこいつ)……？
[9953.966] (S)ひびき1214: 困らせてるって
[9954.866] なーぽん: いつもだろ
[9956.439] kyo_kaaa: そうだよ
[9957.583] 贄ﾁｬﾝ: 滑ってるってわからなかたの？
[9957.793] (S)モズク: そうだよ
[9957.960] (S)taku202: …?
[9958.533] hua_uoxou: 滑ってるよ
[9958.739] ranturn2735: 滑んなよ
[9958.991] a1f_pa: すべってるんだよ
[9959.419] nekomrnn930: 困らせたのはぽまえだよでも
[9959.437] itoido: ドローンがｗ
[9959.999] ゐゐは: ……？
[9960.247] (S)nobume0v0: そうだぞ
[9961.374] ruchi_13: www
[9961.618] ケーブル接続: もとからだろって
[9962.019] arikomochi: 実際すべってるが？
[9962.988] (S)maru_1214: あってるやん
[9963.410] nonoami0702: うっま
[9963.483] omoti1208: wwwwwww
[9963.789] ome_mui: そうだぞ
[9964.982] (S)has_461: 自重しなよ
[9965.240] ぺーきち: なってんのよ
[9965.301] marin_0916: ……？
[9965.617] どりんく_397: 翻弄されてんじゃん
[9966.325] elmyr_56: そうだよ
[9966.576] kurono1627: そうだぞ
[9966.583] shavuto3: そうだが？
[9966.794] (S)Yukimaru__31: そうだけど
[9967.592] prpr_friedrice2: wwwww
[9967.859] あめまう_: 通常運転じゃん
[9968.370] リムア: すべってる
[9968.822] nekomrnn930: wwww
[9969.026] いのりさん: どっちのドローンだよ！
[9969.442] きゅうりのピクルス: 今日地面滑りやすいしね
[9970.159] tasorin1212: 滑ってない時あった？
[9970.354] neu_rose: 敵のドローンか
[9970.428] (S)Ichigo_Strawberry15: www
[9970.689] ケーブル接続: 威嚇すんな
[9970.703] non_tako: ドローンうっさwwwww
[9971.502] (S)kosuke25252: 羽虫がww
[9972.499] (S)kotori_py: そうだが？
[9973.417] (S)maru_1214: www
[9973.926] kyo_kaaa: wwwwww
[9973.940] あるみ屋: 物資弱いのにね
[9975.517] (S)塩ばたー: そうだよ
[9975.565] remiiiii_28: www
[9977.549] tomomo252: 人気やん
[9978.413] きょぴ: ドローンとドローンで会話してる
[9978.683] oyazigarisan: 蚊？
[9978.792] kj1101: カメラ？
[9979.106] (S)who_tawn: ハエばっかw
[9980.600] リムア: いつも滑ってる
[9983.855] prpr_friedrice2: ジッターエイム？
[9985.255] (S)medo_710: ウィングマンあったよ
[9987.831] ケーブル接続: ハエいんな
[9987.997] rekunano: 今北わこらだ
[9991.231] きゅうりのピクルス: 冬は滑りやすいから・・・？
[9994.558] ranturn2735: ハエが
[9999.800] つー1012: ジッターエイム？
[10005.864] ケーブル接続: スリップしやすいよな
[10011.087] ゆきとよ: まずいっぴ
[10011.277] (S)maru_1214: まっずい
[10013.019] sakasuzusakana: らっだぁしか多々買えなさそう
[10014.549] omoti1208: うま
[10015.296] chun_taro2004: うま
[10015.794] しおおおおおおお: まずい
[10016.134] (S)fuyuki_noa: まずい
[10016.880] aoao_0217: うま
[10017.615] arikomochi: まず
[10017.900] ケーブル接続: まずいぞん
[10018.630] rincho22: まずい
[10019.798] しおおおおおおお: あ
[10020.001] (S)Ichigo_Strawberry15: おc
[10020.098] syamuneb: まずいっぴ
[10020.894] suna0056: まっずい
[10021.017] リムア: うま
[10021.057] (S)fuu_maru: まっずい
[10021.192] hima_norita: おc
[10021.267] phenix25252: まずい
[10021.594] りむりん: おｃ
[10021.641] kenp1n_8: おc
[10021.810] omoti1208: おc
[10022.306] ぱんだぁぁぁ: おｃ
[10022.795] あるみ屋: おc
[10023.012] いかの中身: まずい
[10023.324] saboten0527ratami: おｃ
[10023.799] itoido: おｃ
[10023.859] (S)ナラ抹茶: まずい
[10024.034] (S)なつおよ: おc
[10024.072] cyaso_desu: あ
[10024.424] riku0572: おｃ
[10024.653] ネオだいる: おc
[10024.699] (S)nonaru4637: おc
[10025.800] しゃあろっく: おc
[10026.167] makaron593: おｃ
[10026.188] omaru_ssr: おc
[10026.309] (S)nobume0v0: おc
[10026.312] しおおおおおおお: おc
[10026.571] mofumofu30: おc
[10026.574] ケーブル接続: おc
[10026.644] arikomochi: まずいっぴ……
[10026.649] rincho22: おｃ
[10026.788] (S)きなこもち46: おc
[10027.300] (S)haruse_24: おｃ
[10027.360] (S)きっこまん: あ
[10027.361] syamuneb: おc
[10027.504] (S)mazirou: おc
[10027.526] (S)sapichaaan: おc
[10027.601] hukuren: さすがにきつい
[10027.621] waraashi: あ
[10027.736] 村長の孫の嫁: おc
[10027.855] (S)塩ばたー: おc
[10028.182] kj1101: おｃ
[10028.508] どりんく_397: おc
[10028.511] kisi_00152: おc
[10028.514] tanuki_pan: ダイヤの空気まずい？
[10029.118] mii2590: おｃ
[10029.257] ミッシぇる: まずい
[10029.479] ミニミニ: おa
[10029.784] 村長の孫の嫁: あ
[10029.896] kamimi339: おｃ
[10030.015] せらナミ: あ
[10030.583] (S)orio_1024: おｃ
[10030.913] kurono1627: おc
[10031.130] (S)きなこもち46: あ
[10031.242] アラル海: おｃ
[10031.380] トマト狩り: おｃ
[10031.453] nekomrnn930: おc
[10031.785] phenix25252: おC
[10032.493] onigiri_860: おｃ
[10032.581] shiro1030yn: あ
[10032.588] 贄ﾁｬﾝ: ということでね
[10032.765] ぱんだぁぁぁ: お
[10033.529] soruuuuu: あ
[10033.556] rimrfy: おc
[10033.762] リムア: あ
[10033.801] 碧威: あ
[10033.926] arikomochi: おc
[10034.051] rioniku1515: これが底ペロの力
[10034.143] prpr_friedrice2: 床ペロ成功？
[10034.418] ruu_ha: お
[10034.660] はりゃ: お疲れ様でした。
[10034.696] mimipaadesu0428: おc
[10034.927] (S)fuu_maru: お
[10035.106] cyaso_desu: おＣ
[10035.138] 都さむらい: いっぱいおる
[10035.607] (S)taku202: おc
[10035.664] tanuki_pan: ゆーや？！
[10035.769] (S)もえもん: おｃ
[10035.806] Soratandao: あ
[10035.923] 小トロ: おc
[10036.283] ミッシぇる: お
[10036.324] yoppiy_: まだ終わんないよなぁ
[10036.335] しおおおおおおお: お
[10036.727] sakasuzusakana: 空気は美味しかったですか？
[10036.960] あくろぉ: おc
[10037.515] 村長の孫の嫁: さよなら、？
[10037.653] makaron593: お
[10037.796] oyazigarisan: おc
[10038.035] (S)who_tawn: 洗礼受けましたと
[10038.286] (S)mazirou: お
[10038.600] かにカマ: おｃ
[10038.618] リムア: おっつ
[10039.157] neu_rose: おつ
[10039.216] ｻｧｻ: あ
[10039.376] まみまる: ゆかぺろぺろ
[10039.611] ふじき923: おc
[10040.102] mamemaru1018: そこか
[10040.151] (S)塩ばたー: お
[10040.156] neko_cy99: プラチナ片道切符
[10040.258] 燐だよ: お？
[10040.311] (S)Yukimaru__31: おc
[10040.352] aoao_0217: お？！
[10040.787] sayu2456: 戻ってきたら、apexやってて嬉しくなった
[10041.209] arikomochi: お
[10041.401] cyaso_desu: お？
[10041.674] yoppiy_: おる
[10041.796] (S)kotori_py: おc
[10041.838] (S)なつおよ: ゆうや！？
[10041.887] (S)ナラ抹茶: ゆうや！？
[10041.975] ラボア: お
[10042.033] tomomo252: おっつぅ
[10042.059] makaron593: がんばえー
[10042.094] きゅうりのピクルス: っということでね
[10042.140] トマト狩り: あるねぇ
[10042.498] (S)みるきい: おc
[10043.629] poteitou_1225: おっと
[10043.783] ケーブル接続: お！
[10043.786] a1f_pa: 空気おいしかった？
[10043.827] 村長の孫の嫁: お
[10043.905] itoido: まじ？
[10043.921] kj1101: お？
[10044.038] butatyan2525: お
[10044.156] syamuneb: お？
[10044.571] (S)Ichigo_Strawberry15: お
[10044.706] れぢくす: お
[10044.965] どりんく_397: お！？
[10044.986] グロック: お
[10045.142] いかの中身: 空気美味しかった？
[10045.455] rincho22: お？
[10045.823] (S)orio_1024: お？
[10045.887] ranturn2735: おっつ
[10046.534] mii2590: お
[10046.537] hima_norita: お！？
[10046.578] phenix25252: お
[10047.134] miicha_mo: 無事底ペロ、と
[10047.289] ayunosioyaki0223: お
[10047.355] (S)タクトン: まだ諦めるには早い
[10047.386] shu_piiiiiii: おc
[10047.604] しおおおおおおお: ゆうや！？
[10047.731] をぺ: お？
[10048.014] hinakai_46: ウイングめぇん？
[10048.123] (S)ogapaka: がんばれ
[10048.266] makirion: おc
[10048.640] makaron593: お
[10048.853] ネオだいる: 空気の味どう？
[10049.082] shiro1030yn: お？
[10049.112] (S)taku202: お？
[10049.322] asaborake0408: お
[10049.541] 碧威: お？
[10050.077] shu_piiiiiii: お
[10050.094] ケーブル接続: おおお！
[10050.268] mofumofu30: お
[10050.359] yoppiy_: お？
[10050.510] (S)みりむ_423: お
[10050.924] なるか3: お
[10051.168] (S)きっこまん: お？
[10052.070] ぱんだぁぁぁ: がんばれゆうや！！
[10052.173] (S)きなこもち46: がんばえ
[10052.377] omoti1208: お？
[10052.404] ranturn2735: おお
[10052.434] すてらいつ: お？
[10052.477] Ragu__1878: お
[10052.561] takowasa9280: お
[10052.611] haya_o0: ゆうや？
[10052.739] さいのめ: ゆうや！？
[10052.913] toranoko_424: 兄貴の名前呼ぶの辞めて
[10052.988] ひのした: お？
[10053.001] arikomochi: ゆうや？
[10053.125] かかおしてます: お
[10053.260] nacl_jf: まだ舞える！？
[10053.723] (S)舞蹴: こっから入れる保険が！？
[10054.473] kurono1627: お？
[10054.692] アラル海: お
[10055.092] oyazigarisan: ゆうやー！！
[10055.519] (S)nobume0v0: お？
[10055.722] kuroobi_96: 手越〜
[10055.737] ケーブル接続: まさかぁ⁉︎
[10055.872] panndaman1: お
[10056.011] arikomochi: お？
[10056.110] nekomrnn930: お
[10057.349] ミッシぇる: ガンバ‼️
[10057.432] tunamayo1234: お？
[10057.521] ラボア: ゆうや！？
[10057.557] (S)who_tawn: がんばれゆうや！
[10057.983] haya_o0: ゆうや？？？
[10058.038] makirion: お
[10060.557] 橋本2887: おっつぅ
[10061.014] soruuuuu: お？
[10061.808] shiro1030yn: ゆうや？
[10062.082] ome_mui: ゆうや！？
[10062.150] mamemaru1018: 空気重いね
[10062.489] (S)pwmjgpwdjgwuj: てごし？
[10062.777] atuono: ゆうや！？
[10063.132] しおおおおおおお: 覚醒のゆうや！？
[10063.188] toranoko_424: ゆうや？！
[10063.204] syamuneb: お！？
[10063.341] ゐゐは: ゆうや！？
[10063.362] (S)なつおよ: 行けちゃうんですか！？
[10064.236] いかの中身: ゆうや？？
[10064.356] tanuki_pan: おお？
[10064.478] ケーブル接続: ゆーや！！
[10064.534] arikomochi: ゆうや？？？
[10064.696] haya_o0: おっ？
[10064.912] ranturn2735: ゆうや！？
[10065.044] poteitou_1225: まじ？
[10065.125] (S)dommbeeee2828: 手越？
[10065.275] 燐だよ: つよ
[10065.338] (S)fuu_maru: ゆうや！？
[10065.386] リムア: おお？
[10065.803] (S)peng1130: ゆうや？
[10065.878] phenix25252: ゆうや！？
[10066.270] rincho22: ゆうやー？？？
[10066.330] shavuto3: ゆうや！
[10066.454] (S)ナラ抹茶: あ
[10066.509] アオミナ: お
[10066.620] waraashi: ゆうや！？
[10066.690] トマト狩り: つよい
[10066.861] (S)mazirou: ゆうや？
[10066.913] (S)ちゃつう: ゆうや！？
[10067.155] yoppiy_: ここから入れる保険があるんですか？
[10067.301] itoido: つよい
[10067.951] tasorin1212: ゆうや、？？？
[10068.148] aoao_0217: つんよ
[10068.180] nekomrnn930: ゆうやさん？？
[10068.387] (S)きなこもち46: お！
[10068.858] 無睦月: さんたて？？？？
[10068.892] 就眠: おお？
[10069.315] omaru_ssr: ゆうや？！
[10069.393] しおおおおおおお: あ
[10069.983] connozi: お？
[10070.056] arikomochi: あ
[10070.453] まみまる: あ
[10070.592] oimomo_oimo: ガチプロやん！
[10071.542] きょぴ: ゆうや！？
[10071.646] (S)sapichaaan: あ
[10071.694] haya_o0: ゆうや氏
