[33.317] arare_1567: こんこんこん
[32062.730] ねっし: スプラでカスって言葉を覚えるかもしれない
[32064.267] seven_bluewave: かじゅがなかおとサモナーズリフト旅行してる
[32071.474] kein8549: モンハンはプレイヤー有利な仕様があると続編で超絶ナーフとか日常茶飯事
[32072.334] (S)garuZakato: 逆にどぐらさんは娘が格ゲーしてたら心配にならん？
[32072.962] (S)再度落選の大統領マルモリ: 苦行
[32074.270] (S)コムコムぽん: いもむしとか
[32075.178] Lisuuru: ジャンプキングはかなりあったまる
[32076.667] (S)semiJAM: 芋虫とかか
[32078.004] Hi_takumi: ww
[32078.437] (S)horikawa_r_i_k: いもむしまだクリアしてないよね？
[32079.907] (S)LooseDash: あーーージャンプキングたしかにwwwあれは流石に別格やな
[32084.256] カンラク: フロムゲーでコントローラー2つ壊した
[32084.376] syuumia: スプラでのムカつきをパソコンに出したのがOWとかLoL
[32088.546] (S)LooseDash: いもむし忘れてた
[32089.301] ccccnnnnaaaa: 音ゲーでスコア詰めてるときとかあったまらん？
[32093.174] catsoccer: 本気の台パンhttps://youtube.com/shorts/bCjb64tSq8k?si=Ifo6yiX5mv7iThk-
[32095.979] (M)(S)ぱぱすぬわ: タッチはあったまらないから出来るな！
[32096.112] しゃかりきおにぎり: イラついてアケコン壊した事ある？
[32098.629] (S)yusakoi58: もはや苦しむためのゲームでしょ
[32100.353] zackz_fair: オンリーアップはやりました？
[32103.132] 鮭物語: フロムゲーとかも結局あったまるから楽しいやんね
[32103.624] (S)再度落選の大統領マルモリ: ポゴやりませんか？
[32106.786] tenkas10: タイトル忘れてしまった、線引いて女の子導くゲームは？
[32110.714] ゆきがら: ゲームであったまっちゃうと周りの人がドン引くから気を付けたほうが良い
[32113.082] ハトパン: LOLやOWの方が先に出てるんですけどそれは…
[32114.281] (S)shi_a__: なんでもやりこむとねぇ
[32115.016] (S)ﾅﾑ魂: 鉄拳7ストーリーの裏ボス豪鬼は未だに許せてないくらい腹立った
[32119.312] tenkas10: アビスメモリーだ
[32124.620] (S)LooseDash: 音ゲーとか譜面に文句言ってるイメージなんだけど 弐寺のINORIとか
[32126.333] 吉田じんぎ: ヴォイドチャンス前兆中のボーナス
[32129.118] りょうた__: どぐらさんはカスタムロボで友情破壊したことありますか？
[32132.210] (S)あきはん: 魔法の言葉「もうやめたら？」
[32140.361] 都会の鳩は勇ましくて太い: エルデンの三体同時のくそボスが一番いらついたわ
[32142.364] デューク東郷: ゴッドフィールドもまぁまぁムカつく
[32161.984] ハトパン: ゴッフィーは運ゲーすぎて逆に炊かない
[32162.788] どげざしろよ: 「ゲームで切れるのは～」とかほざいてるやつ一回スプラでエクスとかでぼっこぼこにしてやるわマジデ
[32166.921] seven_bluewave: カバネリって終了1G目に毎回チャンス目引かん？
[32169.096] 鮭物語: 格ゲーマーゴッフィ見てぇな
[32169.521] デューク東郷: スロで1番ムカつくのはボナ中ベット入れて離席
[32169.702] 高確中段チェリー: ゴッドで純増くっそ低かった時は台パンでた
[32170.269] 都会の鳩は勇ましくて太い: 今はましになりました
[32172.574] edgeyoshi: 音ゲーは筐体とか店の環境が悪いとストレス
[32175.033] れいとろん: 獣
[32176.002] (S)kinokogidora: あれ二、三人なのがだめ
[32176.702] どげざしろよ: 神肌の二人切れたわ～さすがに 思い出した
[32176.923] majesta179999: ゲームではキレないけど継続90%継続一連終わりはキレた
[32179.521] (S)LooseDash: そういえばMTGってあったまります？
[32182.239] (S)acrofiora: エルデんリングは正直ボスあんま好きじゃなかった
[32183.501] (S)bronze1932: 神肌の名前出さないで欲しい
[32183.913] pinpiro7: フロム信者は慣れっこよ
[32184.376] hornet_within: 3人同時は結晶人だっけ？
[32198.232] 4649funamushi: 自分に対してのストレスと自分を棚に上げた他人に対するストレスの質の差
[32198.519] (S)ssr_patoranran: スタードライバーのART準備中に強レア小役引くのめっちゃムカつく
[32203.452] (M)(S)ぱぱすぬわ: 戦技でゴリ押しちゃった
[32203.558] seven_bluewave: どぐらさんは早くSEKIROやって
[32211.722] 都会の鳩は勇ましくて太い: @hornet_within それです。武器が爪だったせいでダメージ通らんくて…
[32211.811] (S)kinokogidora: 腐れ結晶人を許すな
[32218.672] tarakon_bu: 腐敗結晶人だっけ？あれはほんまに
[32219.690] kokkotina: 今結晶人まったく動かんようになたなｗ
[32219.740] zackz_fair: 北斗の拳でロンフリ引いて全然でなかった時は流石にやばかった
[32229.727] 高確中段チェリー: スタドラスマスロでねぇかなー
[32232.538] 鮭物語: 洞窟とかに湧くザコ犬にキレてたらネットに伝統とか書かれててキレたことある
[32234.553] kein8549: エルデンはまだレベル上げたり武器鍛えたり強い戦技とかでゴリ押しの余地あるのがまあ
[32236.098] 4649funamushi: デモンズのマンイーター
[32243.440] seven_bluewave: マジハロ2、スーカボ準備中にボーナス
[32243.487] edgeyoshi: ステラーブレイドプレイしてフロムも無理だろうなと思った
[32243.870] hornet_within: フロムゲーならボスでも対人でもあったまれるぞ！
[32246.124] nutigusui: 蛍の光中にロンフリ…(実体験)
[32249.350] (S)horikawa_r_i_k: VVVレア役て超間で上げて即落ち
[32249.350] どげざしろよ: 俺龍祈祷ビルドしてたからそこまで苦戦せんかったけど それでもデブがうざすぎて一回たばこ吸いに行った
[32249.858] ゆきがら: 引き損のない台は良台
[32251.919] Fiskerosi: ドンキーコング当時小学生の俺には効いた
[32252.521] すいすえーす: ゲームって楽しむためにあるんじゃないんですか
[32254.102] (S)再度落選の大統領マルモリ: 俺らなんのためにゲームしてるんだろう
[32257.416] デューク東郷: ペガサス覚醒中の中チェもまぁまぁムカつく通り越してなんでこのタイミングってなる
[32260.482] (S)yamaasira: やっぱ伝統とかいってごまかすのダメじゃない？
[32261.721] nitta3desu4: 最近の台って打つの？
[32269.358] ccccnnnnaaaa: GODドヤ離席
[32274.999] しゃかりきおにぎり: 逆にゲームで泣いたのとかは？
[32277.456] (S)semiJAM: リゼロの最終ジャッジの直後に強チェとかね
[32279.048] りょうた__: でも本田が1番ムカつく
[32281.205] (S)LooseDash: 俺イライラするの得意すぎてどうぶつの森でもムカつける
[32284.665] ハトパン: アトリエシリーズを長時間セーブ無しでやってて、唐突にフリーズして6時間分消えるとかも炊いた
[32287.588] ゆきがら: 出玉の天井はやっぱロマンねぇよなぁ
[32289.231] zackz_fair: コンプリートしてみたいけどアレは無理です
[32290.113] kein8549: 何も考えずにストレス発散したいときは無双とか地球防衛軍を難易度低めで暴れる
[32293.563] 高確中段チェリー: カバネリとかナビで消してるし知らないほうがいいよねってことはある
[32302.428] しゃかりきおにぎり: ゲームで泣けないの辛い
[32308.782] (S)アベ0206: エンタなら・・・
[32309.144] (S)gmg_kn: 妖怪1ゲーム遅い
[32311.014] デューク東郷: 妖怪1ゲーム遅れ
[32312.416] zackz_fair: ありますな〜w
[32323.040] kein8549: ゲームで泣いたのは大神のラスト、あれはヤバい
[32324.345] njpw2017: ドラクエ11とか？
[32333.034] (M)(S)ぱぱすぬわ: サガフロ2は3箇所ぐらい泣かせる
[32336.472] 毛玉41号: WA2ええやん
[32341.105] (S)bronze1932: イライラするとCIV低難易度で他文明蹂躙して遊んだりはする
[32342.307] (S)kinokogidora: ff10で泣けたのはいい思い出、多分今は汚染されすぎて泣けない
[32346.870] onemoch: 最近だとアーマードコアの新作でグっと来てはりましたね
[32348.154] デューク東郷: ペルソナ2罪罰は泣けない？
[32351.510] redeyeswhitecat: GGST
[32353.181] zackz_fair: 龍が如く7外伝はボロ泣きしました
[32354.811] kusarin3: ペルソナシリーズは泣いた
[32356.793] (S)yamaasira: 最近龍が如くやってボロクソに泣いたわ
[32361.768] (S)horikawa_r_i_k: まど2成功してるチャンスゾーンの最終ゲームで中チェひいた
[32367.054] (S)godog02: ともだちができた
[32369.633] 都会の鳩は勇ましくて太い: モンハンワールドの映像がきれいで泣いたわ
[32370.212] kein8549: ごすずん・・・
[32370.502] (S)yusakoi58: ストーリーあるゲームやると他のゲームできなくなっちゃう
[32372.083] edgeyoshi: ペルソナ3とか5よりも?
[32372.489] (S)再度落選の大統領マルモリ: GGSTの鑑賞会良かったよね
[32372.647] seven_bluewave: 『お前にも・・・友人が・・・』
[32372.864] 吉田じんぎ: 王「泣くとかちょっとよくわかんない」
[32373.473] (S)LooseDash: 泣くって勝てなすぎて泣くとかって話かと思った
[32376.549] tenkas10: 再手術をして、普通の人生を
[32376.822] takahashi_migite: ラスボスが泥ってすごすぎる
[32384.331] (M)(S)ぱぱすぬわ: MGS3のエンディングも良かった
[32386.732] beretta_ninamori: ゼルダっす
[32390.952] Eaal49: ６２１・・・
[32392.438] (S)gmg_kn: 俺生まれてから泣いたことない
[32394.298] (S)田中脊髄剣田中: 最後に泣いたゲームがポケモンだった事実
[32406.317] しゃかりきおにぎり: 令和のゲームってあまり泣けるゲーム出て無くない気がする
[32409.438] 吉田じんぎ: 生まれた時は泣けよ
[32410.548] tenkas10: ウォルタ―はほんとーーーに泣く
[32411.909] どげざしろよ: アークナイツの８章のストーリーきつすぎて泣いた
[32417.237] 4649funamushi: お前か？621？
[32418.465] (S)LooseDash: あんまなくタイプのゲームやらんけどゼルダの伝説ティアキンは流石に最後涙腺危なかったわ
[32422.868] 鮭物語: ポケモンsvはウルっと来た
[32423.644] njpw2017: AC6は賽を投げられた方もメインシステム戦闘モード起動のセリフもシリーズやってたもんだから不意打ち食らった
[32426.468] nitta3desu4: スターレイルいいぞ
[32428.664] どげざしろよ: ティアキン美しかったな～
[32429.385] ヒガシ: 脳を焼かれる夢女子も増えるってもんよｗ
[32429.878] こがや: ペルソナ5とかニーアしっかり泣いた
[32435.219] hornet_within: ウォルター倒した罪悪感で泣いた
[32436.805] Eaal49: 静かに機能停止するHALが・・・
[32442.890] (S)アベ0206: 年々涙腺ゆるくなってきてる
[32449.128] どげざしろよ: ティアキンもう 美しすぎて泣いた
[32453.229] zackz_fair: クライシスコアも泣いたな〜
