[23.824] わらじは多い方がいい: 待ってた！！！！！！
[9877.467] (S)do_donpa: gutituBikkuri
[9878.517] (S)トリア: かえすって還すのほうなんだ
[9879.018] komaru8825: 還さないと…
[9880.511] (S)_花_: gutituBikkuri
[9880.802] (S)といなみ: gutituKeosare
[9882.511] ドレイン: 還す
[9882.954] shuriii0110: gutituKeosare
[9892.766] ぽつかれ: 還す方ね
[9904.635] ドレイン: 馬スタックしないかな
[9909.065] バブちゃん太郎: 憎しみは連鎖する
[9926.214] ドレイン: gutituNice
[9929.647] __たう__: おお
[9931.490] うさきみん: その憎しみを武力で殴れるのって最高だよな
[9933.417] davallia_: gutituNice
[9935.117] (S)ravello_italy: おおお
[9937.121] (S)_花_: gutituNice
[9972.223] mirin_rinririn: おお
[9979.369] (S)あかねまる22: gutituTensai
[9981.446] かぶら_: gutituNice
[9984.714] (S)トリア: バッグパック最高
[9984.848] kyou2887: ｗｗｗｗ
[9986.802] (S)turu_yume: gutituNice
[9998.001] (S)といなみ: ね
[9998.523] かぶら_: ほんと便利
[10000.151] __たう__: な
[10000.367] ドレイン: せやな
[10003.048] 1nv2: 便利
[10005.621] うさきみん: gutituTensai
[10012.904] かぶら_: おおお
[10014.683] mirin_rinririn: お
[10014.789] アリメ: おお
[10015.063] たゆたや: おお
[10015.872] levia_11: おお
[10016.187] hakamekisakura: おおお
[10016.268] (S)_ビビ_: おお
[10016.339] loxoln: おおおお
[10016.770] 1nv2: gutituScream
[10016.789] (S)といなみ: うおお
[10017.084] hakuseki13: おおお
[10017.199] (S)おいも___: おおおおお
[10017.330] rutile_8: おおお
[10017.567] __たう__: gutituTensai
[10017.572] うさきみん: うおお
[10017.759] (S)トリア: おおお
[10017.871] miina317317: おお
[10018.164] kamonohashihamigi: おおお
[10021.123] つきあかり: おおおお
[10021.814] (S)turu_yume: おおおお
[10021.931] 瑠璃唐草: gutituHappy
[10022.321] (S)カニかに: おおお
[10023.081] (S)_花_: gutituHappy
[10023.302] (S)といなみ: gutituHappy
[10023.331] うさきみん: gutituHappy
[10023.723] (S)eiya_soiya: gutituHappy
[10023.946] ka_su_mi_27: きた
[10025.561] kamonohashihamigi: gutituHappy
[10025.589] (S)はなかん: おおお
[10026.179] karume_yaki: gutituHappy
[10028.489] うきひな: gutituHappy
[10029.260] chris_vect4045: gutituHappy
[10029.322] Hinakong717: gutituHappy
[10031.725] (S)トリア: gutituHappy
[10035.212] (S)しあにんぐ: gutituHappy
[10037.642] (S)あひるごよ: gutituHappy
[10040.951] うもうくん: gutituHappy
[10047.275] チョコレト: gutituHappy
[10070.459] かぶら_: gutituHappy
[10072.930] miina317317: gutituHappy
[10072.931] アリメ: gutituHappy
[10073.215] (S)といなみ: gutituDance
[10073.751] (S)隼人さん: gutituSing
[10074.019] __たう__: gutituSing
[10074.385] (S)0ㅏ아: gutituHappy
[10075.120] ka_su_mi_27: gutituHappy
[10076.170] (S)トリア: gutituSing
[10076.873] うゆ__: wwwwwww
[10077.688] うさきみん: gutituDance
[10077.767] たゆたや: gutituDance
[10078.617] loxoln: gutituHappy
[10079.788] mirin_rinririn: gutituHappy
[10080.673] davallia_: gutituHappy
[10080.716] (S)はなかん: gutituSing
[10080.926] アリメ: おいしー
[10081.307] (S)_ビビ_: gutituHappy
[10082.972] (S)_花_: gutituSing
[10083.534] (S)アバジン: gutituSing
[10112.473] __たう__: ウケる
[10141.007] かぶら_: gutituSing
[10141.994] hakamekisakura: gutituSing￼ 
[10143.282] レイト_: gutituSing
[10143.390] __たう__: gutituSing
[10143.821] アリメ: gutituSing
[10146.604] (S)_花_: gutituSing
[10146.614] (S)といなみ: gutituSing
[10149.728] (S)nasugon0141: gutituSing
[10150.241] mirin_rinririn: gutituSing
[10155.020] (S)あかねまる22: gutituSing
[10166.453] kyou2887: カスSMGかな？
[10176.934] __たう__: gutituDance
[10221.617] __たう__: ね
[10224.971] mirin_rinririn: いいね
[10226.528] ドレイン: 整ってきたか
[10226.718] davallia_: 運がいいね
[10232.358] (S)といなみ: いいね
[10243.577] ひらいしん_: こんな日々がずっと続けばいいのに…
[10255.489] puch1111: w
[10256.169] 1nv2: 1182
[10257.900] バブちゃん太郎: 1182！
[10258.183] アリメ: 1182
[10258.285] たゆたや: おー
[10258.935] (S)concon0223: www
[10259.306] mirin_rinririn: 1182
[10260.163] かぶら_: wwww
[10260.224] rutile_8: wwwwww
[10260.288] miina317317: 1182
[10260.887] (S)kou7586g: おおお
[10261.132] lilya0130: おおー
[10261.177] kyou2887: おおお
[10261.191] とくん: gutituDance
[10261.317] (S)といなみ: おお
[10262.387] hakuseki13: ｗｗ
[10262.422] (S)はなかん: 1182
[10262.481] (S)さめざぁ: おお
[10262.825] 256番: おお
[10262.834] レイト_: うおお
[10263.329] (S)rion2510: おお
[10263.443] りらるら: そんなぴったり
[10263.755] (S)フトン貝: おおお
[10264.008] ka_su_mi_27: 1182
[10264.174] (S)eiya_soiya: gutituDance
[10264.486] (S)rain_bow_wow: いいやつだなあ
[10265.348] __たう__: 1182
[10268.356] バブちゃん太郎: いいことありそう
[10269.032] (S)トリア: 身長でいいね
[10269.563] hakamekisakura: いいやつ！
[10269.799] (S)turu_yume: おおおお
[10270.094] おととか: gutituHappy
[10270.211] ひばりかも: 1182ｍ
[10271.336] 1nv2: 1182Hz
[10271.928] __たう__: いいやつすぎ
[10272.301] sundayashiita: gutituHi
[10297.637] kyou2887: 上金１００と鉄１０００あればLV3作れるやん
[10299.264] (S)concon0223: ヒューズってスタックできなかったっけ？
[10326.691] puch1111: バッグw
[10329.463] (S)concon0223: バックパックに入ってない？
[10330.268] (S)id7741f8: www
[10331.118] 1nv2: gutituTroll
[10334.254] miina317317: www
[10334.768] davallia_: 寝袋は壊されちゃうんだっけ
[10338.032] アリメ: ｗｗｗ
[10338.155] kh34716: バックに入ってる
[10338.241] mirin_rinririn: wwwwwww
[10338.797] puch1111: www
[10338.966] のかちゃん_: ｗｗｗｗ
[10339.065] kamonohashihamigi: wwwwwwww
[10340.052] 1nv2: wwwww
[10340.187] かぶら_: wwwww
[10340.245] efferu_t: ww
[10340.279] nek0wood: www
[10340.348] miina317317: wwwwww
[10340.812] バブちゃん太郎: ｗｗｗｗ
[10341.526] __たう__: wwwww
[10341.630] karume_yaki: wwwwww
[10341.985] hakuseki13: ｗｗｗ
[10342.557] あけくれ: www
[10342.587] (S)といなみ: gutituNice
[10343.827] kyou2887: ｗｗｗ
[10344.357] (S)トリア: wwwwww
[10352.066] しぇえれぐ: www
[10354.056] komaru8825: www
[10355.750] (S)jeremiah_9s: wwwww
[10358.543] hakamekisakura: wwww
[10359.111] miina317317: wwwwwww
[10360.186] こやはやみ: ww
[10360.469] karume_yaki: w
[10360.484] __たう__: wwwwwwwww
[10361.165] (S)concon0223: wwwwww
[10361.367] バブちゃん太郎: ｗｗｗｗｗｗｗ
[10361.779] loxoln: wwwwwwwww
[10362.502] kamonohashihamigi: wwwwww
[10362.973] (S)_花_: wwww
[10363.594] (S)小火_: ｗｗｗｗ
[10366.015] puch1111: わかってるよw
[10366.079] levia_11: wwww
[10366.992] 島人3: www
[10372.662] 1nv2: はい
[10373.818] 瑠璃唐草: www
[10374.220] komaru8825: 話違ったかww
[10378.466] rutile_8: 過去の自分に言って
[10380.686] (M)Nightbot:  !help と入力することで、配信で利用可能なコマンドを確認することができます。
[10403.569] バブちゃん太郎: なつかしい
[10413.955] (M)Nightbot:  ぐちつぼ が配信を始めてから 2 hours 53 minutes 40 seconds 経過しています。
[10422.483] ka_su_mi_27: また削がれてる
[10424.384] davallia_: 削がれがち
[10459.925] (S)concon0223: すまんて
[10461.018] __たう__: したがりさん
[10468.399] puch1111: おもろい
[10471.361] miina317317: 欲しがってる
[10473.540] (S)あかねまる22: 馬が思ってるんだ
[10473.602] (S)べんべむ: w
[10474.507] __たう__: ウケ狙い
[10474.573] (S)_花_: wwww
[10476.019] (S)トリア: おもろいのは周りだけ
[10476.403] komaru8825: 独特な笑い
[10476.909] (S)といなみ: www
[10478.249] アリメ: ｗｗｗ
[10479.500] (S)kou7586g: wwwwwww
[10481.323] ドレイン: 一発屋の芸人さん
[10483.989] karume_yaki: その一芸で食ってる
[10490.103] ka_su_mi_27: (馬スタックさせとけばウケるやろ…)
[10513.744] アリメ: おお
[10514.143] mirin_rinririn: おおお
[10516.383] なみのりを覚えない: gutituGenkai
[10516.972] (S)あひるごよ: おお
[10517.784] loxoln: おおおお
[10518.229] (S)turu_yume: おおお
[10518.410] (S)_ビビ_: おお
[10518.729] 梨一: おおお
[10518.850] karume_yaki: おお
[10518.959] kamonohashihamigi: おおお
[10518.970] mirin_rinririn: ペンライトなんだ
[10519.334] (S)カニかに: おお
[10519.517] davallia_: おおお
[10519.538] なんでもいい: おお
[10520.378] かぶら_: おお
[10520.575] (S)べんべむ: お
[10521.576] (S)トリア: gutituGenkai
[10521.757] (S)concon0223: ペンラだ！
[10521.969] ドレイン: おお
[10522.248] こやはやみ: おお
[10522.370] ka_su_mi_27: カチカチカチカチ
[10522.429] ゆはろ: gutituGenkai
[10522.667] 薮坂: うおおおお
[10523.212] (S)さめざぁ: gutituGenkai
[10523.738] (S)rion2510: おお
[10523.815] (S)id7741f8: gutituGenkai
[10523.920] (S)はなかん: gutituGenkai
[10523.949] (S)eiya_soiya: gutituGenkai
[10524.179] komaru8825: ペンラまじ？！
[10524.318] もくまげ: 降らなきゃ
[10524.360] (S)といなみ: gutituHappy
[10524.896] (S)ゅうしゃ: gutituGenkai
[10525.114] (S)raro12346: gutituGenkai
[10525.945] (S)jeremiah_9s: gutituGenkai
[10525.949] (S)小火_: gutituGenkai
[10526.861] 薮坂: カチカチカチカチ
[10528.079] hiir0__: gutituGenkai
[10528.553] (S)隼人さん: gutituGenkai
[10529.262] バブちゃん太郎: gutituGenkai
[10529.414] ナラ抹茶: gutituGenkai
[10529.581] (S)rion2510: gutituGenkai
[10529.789] (S)concon0223: gutituGenkai
[10530.023] うきひな: gutituGenkai
[10530.385] (S)_ビビ_: gutituGenkai
[10533.584] (S)_花_: gutituGenkai
[10534.048] なんでもいい: gutituGenkai
[10534.168] (S)トリア: ｶﾁｶﾁｶﾁｶﾁ
[10534.807] (S)隼人さん: ｶﾁｶﾁｶﾁｶﾁ
[10534.985] アリメ: gutituGenkai
[10535.759] (S)nasugon0141: gutituGenkai
[10536.482] davallia_: gutituGenkai
[10548.308] (S)kranke_571: gutituGenkai
[10585.328] mirin_rinririn: いいね
[10616.330] mirin_rinririn: wwwwww
[10617.444] (S)_花_: wwww
[10617.927] (S)といなみ: www
[10618.071] ドレイン: wwwww
[10618.107] (S)turu_yume: 笑う
[10618.944] アリメ: ｗｗｗ
[10619.904] (S)はなかん: wwww
[10621.602] __たう__: wwwww
[10622.891] (S)トリア: 笑う
[10623.372] かぶら_: wwww
[10626.751] hiyamugi_2na: 流石におもろい
[10627.744] am12oclock: 大爆笑
[10629.283] なみのりを覚えない: 引っ越し蕎麦もらおう
[10731.783] __たう__: gutituNice
[10733.142] (S)トリア: ネオンチェスト可愛い
[10736.082] (S)turu_yume: gutituHappy
[10737.093] (S)_花_: gutituNice
[10738.724] (S)といなみ: gutituNice
[10742.120] (S)0ㅏ아: gutituNice
[10742.255] tammkenawa: gutituHappy
[10769.757] davallia_: gutituSuperCry
[10776.333] (S)トリア: gutituTroll
[10777.863] (S)トリア: gutituSuperCry
[10790.808] とや_: w
[10791.306] mirin_rinririn: www
[10791.792] (S)_花_: wwwww
[10791.979] karume_yaki: www
[10792.070] kamonohashihamigi: wwww
[10792.617] (S)トリア: www
[10793.187] (S)といなみ: wwww
[10794.062] saisai_tmc: www
[10794.082] こやはやみ: ww
[10794.296] 瑠璃唐草: www
[10794.432] かぶら_: wwww
[10795.674] アリメ: ｗｗｗｗ
[10795.800] hiyamugi_2na: wwwwwwwww
[10796.305] __たう__: wwwwwwwww
[10796.336] (S)さめざぁ: wwww
[10796.846] 1nv2: gutituFinalMegaRage
[10798.364] rutile_8: wwww
[10801.828] (S)ねむむいむい: www
[10821.478] 多々良359: www
[10825.157] mirin_rinririn: ここか
[10825.227] (S)0ㅏ아: wwww
[10826.833] davallia_: gutituFlag
[10827.025] __たう__: ww
[10898.242] __たう__: gutituFlag
[10900.338] (S)トリア: gutituFlag
[10900.762] 多々良359: www
[10902.721] hiyamugi_2na: wwwww
[10902.749] (S)_ビビ_: gutituFlag
[10903.214] かぶら_: www
[10903.251] (S)concon0223: 絶妙に幅が足りない
[10903.956] アリメ: gutituFlag
[10905.057] (S)といなみ: gutituFlag
[10905.294] (S)_花_: wwww
[10905.953] mirin_rinririn: 君もいけるよね？
[10907.034] ｶﾆﾁｬﾊﾝ: gutituFlag
[10907.736] ちびちゃん12: gutituFlag
[10921.550] かぶら_: お
[10923.298] とや_: w
[10925.503] mirin_rinririn: wwwwww
[10926.271] アリメ: ｗｗｗ
[10927.682] (S)_花_: wwwww
[10929.540] (S)トリア: ww
[10930.682] __たう__: wwwww
[10931.030] (S)ゆーーー_: ｗｗｗｗｗ
[10934.502] (S)concon0223: www
[11036.772] 仔熊商店: Cheer1000
[11045.730] miina317317: wwwwww
[11047.792] puch1111: w
[11048.193] kamonohashihamigi: wwwwwwww
[11048.663] (S)トリア: wwww
[11049.300] (S)さめざぁ: wwwwwwwww
[11049.364] __たう__: wwww
[11050.502] あーたく: w
[11051.085] ｶﾆﾁｬﾊﾝ: www
[11051.298] うゆ__: wwwwww
[11051.304] (S)宇多菜夏: 見た目だけ www
[11051.460] ギンバリ: ｗｗｗ
[11051.938] karume_yaki: www
[11052.857] (S)隼人さん: ｗｗｗｗｗｗｗｗｗ
[11053.360] mirin_rinririn: 若干w
[11054.413] (S)0ㅏ아: www
[11054.620] とや_: ギリ擬態
[11055.192] (S)suyori11: wwwww
[11055.197] 1nv2: ww
[11055.357] (S)concon0223: 若干違うwww
[11056.117] アリメ: ｗｗｗｗ
[11057.053] (S)_花_: wwww
[11057.078] (S)とつぜんげんき: wwww
[11057.336] (S)フトン貝: ｗｗｗｗ
[11061.498] mirin_rinririn: wwwwwww
[11062.200] kamonohashihamigi: wwwww
[11062.888] 瑠璃唐草: www
[11063.188] こやはやみ: ww
[11063.397] かぶら_: wwwwww
[11064.649] nek0wood: www
[11064.669] バブちゃん太郎: ｗｗｗｗｗｗ
[11064.992] (S)_花_: wwwwww
[11065.452] アリメ: ｗｗｗｗｗ
[11065.844] (S)といなみ: wwwww
[11066.225] (S)トリア: wwwwwwwwwwww
[11066.594] kyou2887: あｗｗｗ
[11066.786] (S)隼人さん: なぁんだこれ
[11067.018] davallia_: wwwww
[11069.732] __たう__: えw
[11082.726] しひと: しひと subscribed with Prime. They've subscribed for 14 months! 
[11101.166] (S)turu_yume: gutituSing
[11154.373] __たう__: ね
[11157.426] davallia_: 揃ってきた
[11159.552] おととか: gutituNice
[11163.979] (S)_花_: gutituNice
[11194.378] (S)concon0223: 抱き枕が近づいてきてる
[11204.328] パンのアレ: 裕福な家庭
[11245.955] davallia_: gutituLetsGo
[11247.031] 1nv2: gutituNice
[11250.345] (S)といなみ: gutituNice
[11251.850] mirin_rinririn: gutituNice
[11270.955] (S)raro12346: gutituCheer500
[11279.507] kyou2887: セミオートピストル？
[11286.521] (M)Nightbot:  ぐちつぼ が配信を始めてから 3 hours 8 minutes 13 seconds 経過しています。
[11290.845] davallia_: リサーチ？
[11313.935] davallia_: gutituNice
[11318.211] かぶら_: gutituNice
[11323.219] (S)_花_: gutituNice
[11327.183] shizu3007: gutituHappy
[11357.813] (S)まこト: gutituNice
[11357.847] 1nv2: gutituNice
[11358.206] komaru8825: gutituHappy
[11359.149] karume_yaki: gutituHappy
[11359.336] アリメ: gutituNice
[11359.779] (S)といなみ: gutituNice
[11361.156] mirin_rinririn: gutituNice
[11361.203] (S)ねむむいむい: gutituHappy
[11362.664] (S)eiya_soiya: gutituNice
[11362.752] davallia_: gutituHappy
[11362.885] いちりま: gutituNice
[11362.893] loxoln: gutituNice
[11363.106] かぶら_: gutituHappy
[11364.928] shuriii0110: gutituNice
[11365.205] (S)_花_: gutituNice
[11366.266] kamonohashihamigi: gutituHappy
[11367.066] __たう__: gutituNice
[11367.241] 瑠璃唐草: gutituNice
[11368.651] (S)カニかに: gutituHappy
[11370.411] こやはやみ: gutituHappy
[11373.444] (S)らく___: gutituNice
[11376.831] (S)_きなつ: gutituTensai
[11389.436] kyou2887: あとセミオートピストルとライト覚えは地下鉄回せる
[11429.209] kyou2887: 大丈夫
[11433.060] 文房具ファイター_ネムリブカ: リサーチは消耗しない
[11439.060] kyou2887: 耐久ないから
[11456.850] kyou2887: あと修理台も
[11458.821] davallia_: gutituLetsGo
[11459.713] おととか: gutituLetsGo
[11463.834] 22梅干し22: 小癪人
[11464.045] (S)さめざぁ: gutituLetsGo
[11465.331] loxoln: gutituLetsGo
[11465.434] (S)_ビビ_: gutituLetsGo
[11465.786] うゆ__: gutituDance
[11466.080] バブちゃん太郎: gutituLetsGo
[11466.872] (S)jiraco: gutituLetsGo
[11466.920] かぶら_: gutituLetsGo
[11466.978] (S)といなみ: gutituLetsGo
[11468.974] miina317317: gutituLetsGo
[11471.188] (S)shishamo____: gutituLetsGo
[11471.966] __たう__: gutituLetsGo
[11472.370] (S)まこト: gutituLetsGo
[11472.758] (S)turu_yume: gutituLetsGo
[11474.090] (S)_花_: いえい！ 
[11477.252] アリメ: gutituLetsGo
[11480.409] kamonohashihamigi: wwwww
[11482.544] (S)フトン貝: ｗｗｗｗ
[11485.444] (S)トリア: wwwwww
[11489.542] アリメ: ｗｗｗ
[11490.651] りらるら: ぐちつぼでした
[11499.587] _ちゃけ_: わかんないけど、フラッシュライトってリサーチいらないの？
[11503.616] puch1111: w
[11504.434] アリメ: あ
[11504.526] (S)concon0223: あ
[11506.991] (S)nasugon0141: あ
[11507.040] (S)トリア: あ
[11507.425] hiyamugi_2na: あ
[11507.720] (S)カニかに: あ
[11508.012] (S)あひるごよ: あ
[11508.148] nek0wood: あ
[11508.181] (S)といなみ: あ
[11508.247] しぇくと: あ
[11508.908] kamonohashihamigi: あ
[11509.308] hakuseki13: あ
[11509.504] うゆ__: え
[11511.041] kyou2887: あ
[11511.478] karume_yaki: あ
[11511.556] おととか: gutituSuperUltraMegaCry
[11512.017] yomogi143: あ
[11512.879] shizu3007: え
[11513.129] miina317317: gutituSuperUltraMegaCry
[11513.545] こやはやみ: あ
[11513.560] とや_: w
[11514.109] loxoln: え
[11514.318] なみのりを覚えない: wwwwwwwww
[11514.732] 梨一: あ
[11514.781] (S)あひるごよ: 一発芸
[11514.959] うゆ__: またか 
[11515.021] 1nv2: gutituSuperUltraMegaCry
[11515.194] (S)宇多菜夏: 再放送
[11515.763] (S)とつぜんげんき: gutituSuperUltraMegaCry
[11516.049] むネオ: あー
[11516.179] (S)shishamo____: あ
[11516.527] (S)といなみ: gutituSuperUltraMegaCry
[11516.686] kamonohashihamigi: そんなあ
[11516.702] shizu3007: まさか。
[11517.425] レイト_: gutituSuperUltraMegaCry
[11518.035] パンのアレ: 得意の一芸
[11518.500] karume_yaki: 1発芸
[11520.107] (S)do_donpa: gutituSuperCry
[11520.641] 瑠璃唐草: 家出て秒でwww
[11520.772] totemo_sugoi: いつもの
[11520.777] (S)ぽめらにあんりぞっと: gutituSuperUltraMegaCry
[11521.187] おととか: いつものやつ
[11521.413] Late1120: ウケ狙いにきた
[11521.433] shuriii0110: gutituSuperUltraMegaCry
[11521.757] (S)pro_cyon_: 持ちネタきたか
[11522.489] かぶら_: gutituSuperUltraMegaCry
[11522.570] (S)まこト: gutituSuperUltraMegaCry
[11524.188] (S)あかねまる22: gutituSuperUltraMegaCry
