[27.069] pettan_omochi: かっこいいの着てるねぇ
[7566.928] nibiru_brave: 歴をなめんなｗ
[7568.792] cook_5921: 歴がちげーのよ
[7572.266] (S)taku_yzfr1: 一回しか食ったことないなぁ
[7573.320] たあぼ0126: 今でも行ってる？
[7575.228] (S)n242f45aa: とんこつラーメンが好きなの？
[7576.150] (S)ももしろてゃん: 謙虚
[7577.494] desugage: 美味くなかったら食わないっしょー
[7584.233] 第四宇宙速度: じゃんがらからなんかオファー来てほしい
[7586.569] xxzoids: 秋葉原駅前にミスター陳があった頃から食べてるのか。
[7588.010] myaaaaaa123: ここ10年はさっすがにそんなに食べてないでしょ？
[7594.577] gannaranna: 新宿のは支店。なくなった
[7594.741] umesecond: じゃんがらが一番うまいの？
[7596.104] triton11519: 200ぐらいで飽きない？
[7597.205] (S)もこ69: 昔って言われるとショック、じゃんがら
[7598.782] potocki1810: セブンのカップ麺美味しかった
[7598.867] ジノジュグ: 百人町
[7603.280] gjthbkhtd_: 一番食べたカップラーメンは何ですか？シーフード？
[7604.319] pawavel: ここだけの話じゃんがらいった回数盛ってる？
[7604.967] (S)ima_son: 埼玉にもあるね、もちもち
[7607.775] mitsumegi: もちもちの木は埼玉の白岡にある
[7610.575] (S)taku_yzfr1: 豚骨系が好きなのか梅ちゃん
[7611.939] lucentsnow: 他のラーメン屋でリピートしたことないの？
[7612.477] afro888: 一番食ったカレーは何なの？
[7613.117] nibiru_brave: 空気を吸うようにじゃんがら
[7613.879] sakana_twi: もちもちやたら熱いよな、猫舌だから辛いわ
[7614.905] tw_numa: 上野駅じゃんがら？
[7616.005] (S)Norsest: じゃんがらのcm狙ってる？
[7617.240] (S)gorogorogorn: たいめいけんの前の行ってたなあ
[7618.792] 戸愚呂妹: 埼玉の上尾にあるよしかわってラーメン屋美味しい
[7619.730] (S)sistersguitarreplica: 全部味同じなん?
[7619.840] mococyoko: 広島なかったからいけないわ
[7620.240] jigokunonekomatu: HPをパンクさせたのなんだっけ？
[7623.972] gajpmwtdpw: 上野と秋葉原に味の違いってあるのる
[7625.217] (S)しすてむえらー: 初じゃんがら食した時は衝撃でしたか
[7628.270] gajpmwtdpw: あるの？
[7632.756] lucentsnow: じゃんがら王やってほしい
[7634.042] v_harumi_v: 駅内だから営業がはやいのね
[7638.512] tw_numa: でも九州ラーメンって九州のどこよ？ってならない？
[7640.546] (S)brutal9998: そりゃまあ太るわな
[7643.604] sphere0315: それほどまでうまいのか
[7647.054] (S)wonderhit1: じゃんがら一日２回以上行ったことある？
[7647.237] yomogi0610: ほうほう
[7649.156] desugage: あ、そーなんだ
[7652.236] (S)taku_yzfr1: へー
[7653.491] kahaku91: 原宿にじゃんがらあるの気づかなかった2階なのね
[7655.044] 5don: 派生ですか
[7657.742] gajpmwtdpw: へえー ありがとう
[7661.623] thunderbolt0422: ｗｗｗｗｗｗｗｗ
[7662.216] oinari6: 東京だと他にもっと美味いラーメン屋ありそうなのにじゃんがらにはなにか惹き付けるものがあるの？
[7662.351] triton11519: HPパンクはニュータッチ
[7663.165] desugage: 朝昼晩！！
[7663.214] hojihojidx: 自分も同じ飯食い続けるから気持ちわかるわ
[7663.242] (S)uroitann: ウメハラさんだからそういうの信じざるを得ないw
[7663.809] the_blow02: やば
[7663.923] sunu_p: 中毒
[7664.203] umesecond: ｗｗｗｗ
[7665.697] (S)やすぽこ: すげえ
[7665.748] (S)vungo_mr: ｗｗｗ
[7666.055] v_harumi_v: ９！！どひゃー
[7666.074] aru_0928: 食いスギィ
[7666.164] shifoncafe: やばすぎるｗ
[7666.485] (S)neojapan01010: ええ・・・
[7666.770] (S)n242f45aa: 9玉？！
[7666.924] domontyan: えええええええ
[7667.311] (S)Norsest: 食いすぎやろ
[7667.578] TUBE_MAN: 規格外
[7667.911] yomogi0610: やば
[7668.194] (S)shinobuchan4649: 一日三回って我が家やん
[7668.263] pawavel: うそだあｗ
[7668.574] (S)evimayo88: ｗｗｗｗｗｗ
[7668.984] (S)みょんみょんあかみ: 食いすぎｗｗｗｗ
[7669.584] donder112: ９ｗｗｗｗ
[7669.948] (S)いなりフォックス: 病気になっるｗ
[7669.997] (S)taku_yzfr1: 本店でどこ？
[7670.439] furu13: じゃんがらって東京にしか無いの？
[7671.919] sphere0315: もう住んだ方が早そう
[7672.034] 5don: 3食9玉つよい
[7673.846] tw_numa: やべぇ
[7674.865] (S)taku_yzfr1: 死ぬわ
[7675.311] mifune1046: 今ぼんしゃん730円ですけど昔と比べて値上げしてますか！？
[7675.384] (S)黒猫くん: そこまでいくと流石にアホ
[7675.962] seikeihanaobasan: あっば
[7678.109] (S)sistersguitarreplica: 9たまは天才
[7678.527] jigokunonekomatu: じゃんがらの妖精
[7678.814] (S)1108044k: よく飽きないね・・・
[7680.458] tw_numa: あいつ死ぬわ
[7682.355] ロンロ: ３回いってるなら余裕で行ってるやん
[7683.610] inkgran: もう中毒者だよぉ・・・
[7684.536] (S)brutal9998: ジム行って摂生始めたらじゃんがら行けなくなるけど良いのかい？
[7684.908] xxzoids: 狂ってる。
[7684.985] noai1234: 今やったら死にそう
[7687.032] kinakobuta: 昔赤坂のじゃんがら行ったけど、においがもっとキツかったよね？
[7687.290] (S)gorogorogorn: ダブルチャーハンのこと言えんｗ
[7689.964] カブトシロ: そんなに言われると１回食べてみたくなるな。
[7690.021] umesecond: ３食じゃんがらはやばいｗ
[7692.398] cook_5921: それは3000いってるわ
[7693.235] arata0421: 豚骨が好きなんですね
[7694.131] (S)taku_yzfr1: 了解、今度いってみる
[7694.299] (S)n242f45aa: おいおいおいおいあいつ死ぬわ
[7696.029] lucentsnow: やすい
[7698.338] thunderbolt0422: やっす
[7698.612] goozy009: 秋葉と原宿とどっちが好き？
[7706.765] desugage: ここまで言われると皆じゃんがら行きたくなるわw
[7719.627] ムエタイ: 今じゃんがらだいぶ高くなったよね
[7719.874] yomogi0610: じゃんがらの麺量ってどのくらいなんだろ、一蘭くらいなん？９玉ってすごいな
[7720.079] Ritu654321: 秋葉外国人客多すぎ
[7721.704] takahashiseigi: 川村さんのじゃんがらといえば、野田ゴリカタ事件
[7721.957] (S)taku_yzfr1: 安定感wwwらオタだなあ
[7726.819] (S)sakata0031: ジロリアンみたいなこと言ってる
[7731.158] myaaaaaa123: じゃんがら行ったことないですが、風龍とかのとんこつラーメンとは違うんですか？
[7735.156] (S)しすてむえらー: でも痩せてたんだからあるいみ凄い
[7736.647] TEIKETTO: 若い頃は体組織の4割くらいじゃんがらで出来てんじゃん
[7737.179] esutark: 一風堂とかと何が違いますか？
[7737.983] mAsA0852: また麺の硬さを教えていただけませんか？
[7745.001] (S)gorogorogorn: さすがにｗ
[7745.329] yukimax5819: じゃんがらに出会わなかったらずっと痩せてる世界線あった？
[7746.346] (S)taku_yzfr1: ラーメン界のストリートファイターか
[7747.702] (S)ももしろてゃん: リアル3000回愛してる
[7752.059] (S)vungo_mr: shinshinに近い？
[7754.542] ライム_: 自分がキッチンに立たせてもらえたらいずれ最高のじゃんがらを作れたと思いますか？
[7755.032] (S)jinkun80: Cheer1000 お好み焼き食って来ました。 
[7758.639] エッグモッズ: 今でも筋トレしてますか？
[7764.800] (S)Norsest: え、まじw
[7766.878] lucentsnow: お腹壊す
[7767.901] hojihojidx: スポンサーにじゃんがら付いたいいのに
[7769.941] tw_numa: 粉落としかよw
[7770.549] (S)taku_yzfr1: 石油王じんくん毎度あり
[7772.365] desugage: 粉落としかw
[7772.630] sunu_p: うそでしょｗ
[7774.981] suichoku_wakibara: ゴリカタ？
[7776.495] 鷹爪三角脚: こなおとし、一番硬いやつだっけか
[7777.393] (S)れく太: 息子
[7778.197] aranami0: キムさん
[7779.964] pawavel: 粉落とし９玉まじ？
[7783.528] (S)1108044k: 修羅になった
[7783.705] ムエタイ: こなおとしだと、お腹壊さない？
[7783.961] (S)ぎんぎらぎん: 当方群馬なのですが2時間かけていく価値ありますか？
[7785.077] (S)憂う者の弟子: まっちょやぞ
[7786.039] balthazar000: 海のシーズン？
[7786.575] Ritu654321: ぼんしゃん全部のせ？
[7788.027] mococyoko: マッチョならタンパク質とらないと
[7789.094] (S)黒猫くん: なんでそんな極端な生活するの？
[7789.881] goozy009: 赤坂行ってたらキアヌ・リーブスに会っていそうな勢いでしたね
[7789.921] (S)wonderhit1: 金ダイ
[7790.251] mitsumegi: 粉落としってお腹壊さないですか？
[7790.868] もきち555: マッチョ
[7790.873] hanzou3: ほんとに？？？？？？？？？？？
[7790.950] chin_56_: ゴールドマッチョ
[7792.199] v_harumi_v: 楽しみ！
[7792.615] mako6912: soushihanKane
[7793.242] (S)shinobuchan4649: まっちょ目指すんだなぁ
[7794.134] げろげろまる: ムチハラ
[7794.211] aru_0928: 痩せマッチョではなく？
[7794.977] samuraichampoo: バルクザビースト
[7795.842] thunderbolt0422: ｗｗｗｗｗｗｗｗｗ
[7796.036] kahaku91: 海ある？
[7796.105] (S)taku_yzfr1: でんせつの 湯気通し は？
[7797.206] yomogi0610: ｗｗｗｗｗｗ
[7797.361] aranami0: ｗｗｗｗｗｗｗｗ
[7798.215] roval789: ｗｗｗｗ
[7798.345] tsubame5204: umeNirami
[7798.367] niwakanoppo187: 壊すのかｗ
[7798.403] shifoncafe: ｗｗ
[7798.427] Loytory: ｗｗｗｗｗｗｗ
[7798.453] bunbun0880: 細麺の普通茹で微妙だよね
[7798.791] nail06k: WutFace
[7798.866] mifune1046: 金マッチョ梅原
[7798.878] tw_numa: 金"マッチョ"大吾
[7799.281] (S)GG_sensay: wwwww
[7799.445] maddy2623: 日焼け落ちちゃったね
[7799.645] lucentsnow: ｗｗｗ
[7799.755] balthazar000: 黒マッチョの上を行く金マッチョ
[7799.990] sunu_p: えぇ…
[7800.265] カブトシロ: また塩水生活か。
[7800.474] (S)かずのこ丸: ｗｗｗｗｗｗｗｗ
[7800.736] noai1234: 無敵
[7801.616] (S)Norsest: 壊すよ？
[7801.776] one596: www
[7801.994] yomogi0610: 草
[7802.632] (S)残り8万: 壊すよ
[7803.308] ロンロ: 壊すんかいｗ
[7803.370] ddb365: まだそこ？
[7803.404] (S)maya_g01: こわすよ！
[7803.435] naginagi99: だから何ｗｗｗｗｗ
[7803.470] よたーん: プロテイン飲んでる？
[7804.417] tabibitox: 壊すよ？
[7804.447] desugage: www
[7805.482] cook_5921: umeYay
[7805.686] (S)寝るポイント: ゴリカタなんて言う人いるの？
[7805.854] (S)yut7xot8: ゴリマッチョダイゴってこと？
[7806.037] darisu_k: www
[7806.415] gajpmwtdpw: アールさんゴリカタ言ったらしいな
[7806.614] mitsumegi: やっぱ消化できてなかったｗ
[7806.981] kirin_humi: そう…
[7807.251] (S)kani7321: 金マッチョ黒光りDAIGO
[7807.637] donder112: すみません
[7808.004] (S)evimayo88: 強すぎる
[7808.812] momochan6: 壊すんだｗ
[7810.184] (S)umao210: じゃんがらとうまかっちゃんどっちがうまいんですかね！？
[7810.553] (S)1108044k: 俺だよ？
[7810.766] tw_numa: 壊すよねぇ
[7811.714] desugage: 分かるわーw
[7811.867] danny_love_danny: 俺は壊すよ？
[7811.977] (S)taku_yzfr1: 他の店でいってみたいわ湯気通し
[7812.734] (S)gazesd: 壊すことが食うのを辞める理由にはならない
[7813.242] gannaranna: わかるーーー。だから何
[7813.496] tehirakuru: 湯気通しの上草
[7814.422] yomogi0610: これは切り抜きされる
[7814.761] (S)brutal9998: どれくらいの期間で筋マッチョになるつもり？
[7815.895] aranami0: kokuji3Wakaranai
[7816.341] (S)Norsest: 野田マジか
[7817.376] kahaku91: 若さなめてる？
[7818.448] vslash00: 金って何？？
[7818.529] (S)ぎんぎらぎん: 強い
[7819.086] lucentsnow: 腹壊しに行ってるじゃんねぇ
[7819.175] inkgran: 覚悟が違うんだよ
[7819.251] piyopiyomaru555: キレポイントわかんねえ
[7819.388] niwakanoppo187: 消化出来なかったからこそ今元気な可能性あるなマジで
[7820.213] hizahashin: ｗｗｗｗｗｗｗｗｗｗ
[7820.679] 大作_: 粉落としの粉がプロテイン説
[7820.982] pawavel: ｗｗｗ
[7821.273] (S)楚々: また「海」を見れるか
[7822.126] maddy2623: w
[7823.124] (S)憂う者の弟子: ゴリカタで
[7823.593] sunu_p: ちゃんとゲージ払ってんだ
[7823.646] myaaaaaa123: だいご君、みんな心配して言ってるのよ
[7824.023] (S)syain7720: ｗｗｗｗｗｗｗｗｗｗ
[7824.087] thunderbolt0422: ｗｗｗｗｗｗｗｗｗｗ
[7824.404] ロンロ: ｗｗｗ
[7824.580] rt340: wwwwwwwwwww
[7824.663] 我がゴイチ: 草
[7824.765] v_harumi_v: ｗｗｗ
[7826.333] (S)n242f45aa: wwwww
[7826.650] inkgran: ｗｗｗｗｗｗ
[7827.042] magurosann: 草
[7827.713] (S)taku_yzfr1: wwww
[7827.721] shichimi10: ｗｗｗｗｗｗ
[7827.804] oinari6: ウホウホウホウホ
[7828.129] チョコミんト: www
[7829.024] tabibitox: 川村くん嘘しかつかないなｗ
[7829.879] imamu25: ww
[7831.000] suginaka56: 被害者
[7831.127] gomeeen: ウホウホ
[7831.195] goozy009: 爆笑
[7831.410] tora6666: マッチョになったら金髪にしてください！
[7831.454] (S)Norsest: 野田wwww
[7832.579] (S)kani7321: ゴリかた……（？）
[7832.773] samuraichampoo: は？ってなりそうｗ
[7832.871] chin_56_: ごぉりかた
[7833.221] mifune1046: (ねっとり)
[7833.496] desugage: www
[7833.520] kirin_humi: ﾈｯﾄﾘw
[7834.119] lucentsnow: ｶﾜﾑﾗｧ！
[7835.168] (S)brutal9998: 川村くんw
[7835.569] v_harumi_v: アールさん＞＜
[7836.203] mitsumegi: ハリガネと粉落としってどっちが上ですか？
[7836.588] Loytory: ｗｗｗｗｗ
[7837.133] (S)kazukitaiga: あっあ…はい…
[7837.243] (S)evimayo88: アッハイ
[7838.193] (S)みょんみょんあかみ: 野田さんなんでそんなすぐ騙されるん？
[7838.948] (S)asaka139: 金デブさんからの金マッチョですか。
[7839.938] triton11519: （ネットリ）
[7840.464] west_dogs: 小麦アレルギーなんですけど、じゃんがらって結構きついですか？
[7840.525] rt340: 川村君また呼んでくれw
[7843.500] (S)wonderhit1: それで出す店員さんやさし
[7844.640] esutark: パンダも笹くってお腹壊す
[7845.510] (S)taku_yzfr1: そん時のアールさんみてえあええ
[7845.731] 5don: 罠
[7845.807] thunderbolt0422: 登場人物全員おもしろいｗ
[7845.843] (S)sistersguitarreplica: ごぉりかたぁー！
[7846.005] faiueo: 湯通しだけ
[7846.651] (S)ハルキ10: ネットリ
[7847.778] balthazar000: 聞き間違えになるよなぁそれw
[7849.092] svcchaozu: 虚言癖って治らんのかなぁｗ
[7850.158] Ritu654321: トッピングの明太子だけ良さがわからない
[7850.477] kobi3070: ごりがたぁん
[7852.092] momochan6: 川村君人騙しすぎｗｗ
