[12.660] ねこざけ: おｋ
[11905.647] une3333: 壁際での膝ぁ！
[11906.458] erisuk: めっちゃ発見あるねぇ
[11907.483] lkvab: 1億の膝
[11907.815] usugesaan: 水飲む暇がない
[11908.396] lawson_noswal: CAPCOMさん調整はしっかりお願いしますよー！せっかく新規が沢山いるのに離れるようなことだけはやめてね
[11909.008] Rector0675: この戦いを楽しめないと損だよ
[11909.430] tentough: ほんとに強い
[11912.373] zyangara2: 一服できる時間が無いゲーム
[11915.031] bunbun0880: 今のインパクト上手い
[11916.862] (S)オワオワタ: シュートよりウメちゃんの対策になってそう
[11917.314] gondawaragon: コメ欄隠そうとしたら配信画面にも映ってるやないかいｗ
[11918.847] melvin_1023: 流石に3桁はない
[11919.936] pekusuyada: シュートがうまいで済む話よほんと
[11920.481] necomuraneco: 画面端は人類平等
[11920.737] harumaki040212: たくさん学びがある
[11920.758] hodanonn: まだはじまって一か月だからな
[11921.472] v_harumi_v: おおお
[11924.497] papipopon: いい垂直
[11925.480] suginaka56: うおおお
[11926.409] (S)マンゴスチン: てかシュートのLP90000w
[11927.522] muck_339: 今の垂直すごい
[11927.578] (S)chachachakoma: おお
[11927.583] jackal_kun03: 外野が喧嘩するのは昔のゲーセンみたいなもんだろ
[11927.688] (S)mocha799: 壁からにげれねえ
[11927.860] echa_pi: この練習試合たくさん発見がありそうでいいね
[11928.109] harumaki040212: すげーー
[11928.305] sahaha213: これはイベントしてる暇ねえなｗ
[11931.793] librabird: 基本投げが回答だから、投げしけを狩るって感じなのかな
[11932.400] gomeeeeeeen: シュートってランクマやったら100連勝くらいしそうだな
[11934.381] vector_56: おお段々と
[11934.515] blackcoffee0821: 取る時取るんだよなー
[11934.586] めうめうっち: 文句言える場面を今か今かと待ってその時が来たら夏に出る黒いアレみたいに湧いて出てくるｗ
[11934.686] johnnyppas: OD波動に当身取れるのズルすぎない？
[11935.455] (S)chachachakoma: 膝ｗ
[11935.476] 天然ベニテングダケ: 味覚を犠牲にした分、かなり強くなってる
[11939.575] kiton_taichi: どうせevoで戦うからなぁ
[11940.637] (S)Yaponjin: ウメちゃん今インストール中
[11941.209] hotshotqq: lol
[11941.341] retra39: 主語でっす
[11941.619] ぽろり225: カプコンがしっかり調整するとケンの弱体が入るけどいいのか？
[11942.038] nasi1129: こんなマリーザ他にいない
[11942.117] papipopon: この最初のダメージ痛すぎる
[11944.009] tig_hag: しんだ
[11944.591] tabibitox: 余裕でしぬ
[11944.791] ynwa_8_stevieg: 出れねええええええ
[11944.855] だいこん_: umeHotoke
[11944.893] (S)KOH_mn: 飛びうま
[11944.898] wave731: とんでもねえな
[11944.973] あり0221: 素直にシュート褒めるべき対戦よね
[11945.006] valkilmar912: とんでもない経験値もらってそうだなウメちゃんｗ
[11946.443] tom236n236p: パワー
[11947.011] intaisita: ひええ
[11947.750] (S)シンノ: いてえｗｗｗ
[11948.603] kichijo555: ひゃー
[11949.108] るーるい: このダメージやばいね
[11949.630] vungo_mr: 火力やべー
[11949.658] erisuk: まーじやばいｗ
[11949.830] semiwdog: へええええええっる
[11950.159] zyangara2: 火力ｗｗ
[11950.457] sharks_up: ダウン
[11950.698] (S)chachachakoma: いってえｗ
[11950.835] (S)sasanqua1985: 対空上手いマリーザってもう最強なのよ
[11951.107] (S)tilia211: 学びを得るための対戦なんだよなぁ
[11951.277] ridler0021: NotLikeThis
[11951.727] intaisita: パワー
[11951.837] une3333: 歴史をどーん！
[11951.956] iililllill: いたいよお〜
[11952.577] (S)Nagare765: インパクト当たったら死
[11953.378] johnnyppas: 火力まーじぶっ壊れ
[11953.391] emptyeyes666: 2コンボで終わりぃ！
[11954.233] (S)foo_twitch: １ヶ月でどのキャラも開発してる途中で調整するわけないでしょ
[11954.522] Vodrin: 2 moves and an anti air lol
[11954.524] kiton_taichi: 力こそパワー！
[11954.784] booteresa: ウメちゃんが完成までに時間かかるだけだしトップで強い訳じゃないだけ
[11954.786] King_Fuudo: 最終ラウンドは2回で死ぬ
[11955.994] templecat35: P
[11956.386] aheahemaru: 味覚を犠牲に手に入れた力
[11957.027] syrup9000g: 相当強いなこの膝ｗ
[11957.186] 勤務中: 楽しそう
[11957.205] いもの天然水: 弾けた
[11957.448] ynwa_8_stevieg: 笑うしかねえwwwww
[11957.826] justhit123: いろいろあってしんだ
[11958.308] 天然ベニテングダケ: しかもP
[11958.692] もちもち芋: 壊れちゃう
[11958.978] prisira: インパクトは意識むずいよなぁ
[11959.074] カブトシロ: 霊長類最強の宝石職人
[11959.286] 新ころりん: 火力がほんま高いｗ
[11960.121] booby_one: シュートの対空精度でマリちゃん最強になっとる
[11960.357] (S)meat114kg: 火力ｗｗｗ
[11961.349] huwqin: マリーザ火力やべえな
[11962.203] wmddgpt: クラシックならもっとヤバイ
[11962.296] rockmantarou: ももちもこれでやられた
[11962.920] 梓樹: 火力は正義
[11963.272] tqneko: うわぁひでぇや
[11964.207] kaigaizei: 歴史P
[11964.236] v_harumi_v: ２０先！
[11964.807] xyz1648: 20先！？
[11965.491] fatandsmile: これは修羅の子
[11965.680] いちのろく: 触られないしかない…！
[11965.914] (S)maya_g01: おー！
[11966.449] vector_56: キリとはw
[11967.549] (S)mtayaa: 2回引っ掛けられると死ぬww
[11967.711] サメカツ1999: きりいいか？
[11967.724] shockj0ckey: 何回見てもすごい火力
[11967.886] 戦う山田: シュートは大型連勝はあまり無いけど2先は全く負けてなかったね
[11968.078] sharks_up: 切りよくね
[11968.568] mukimukipanda: パペット・マスターぁ
[11968.593] (S)sasanqua1985: （ユリアンの）歴史を感じた
[11968.897] reklats12: 1億の男シュート
[11969.371] mikazuki3150: 最強キャラあるなこれ
[11969.427] valkilmar912: にこにこうめちゃんｗ
[11969.551] (S)ましゅダヨ: えへへへへwww
[11969.613] ynwa_8_stevieg: 歴史叩き込まれてます
[11969.663] jhkkhfdathvd: 梅さんのモダンマリーザ勉強の時間 学びになってる
[11969.791] mugigohan_3023: くそつえ
[11969.920] feireynolds: キリ…？ｗ
[11972.162] (S)KOH_mn: つよっ
[11972.291] lucky_shocker: キリwww
[11972.845] johnnyppas: モリーザ最強あります
[11974.115] ぽろり225: 完成までに時間かかるなら練習しなよ・・・
[11974.317] erisuk: 出直してこないとわからんよね
[11974.418] だいこん_: こっから逆転うおおお
[11975.763] zyangara2: マリーザ対策やりがいがあるねー
[11976.172] templecat35: ウメちゃんが20回勝つまで？
[11976.658] kaigaizei: もう一回負けたら終わり
[11976.812] (S)れんぞね: 追い込まれてるw
[11977.594] mikaze0001: 画面端脱出するときEX竜巻じゃダメなんですか
[11977.691] (S)foo_twitch: 今鳩をとばしました？
[11977.700] (S)Nagare765: 負ければ終わりってことよ
[11977.838] 天然ベニテングダケ: キリとは・・・？
[11978.842] (S)dokuyubi: いつもどおりじゃん アホほど負けて強くなってく
[11979.392] tarokichi6: モダンの攻撃力、全然抑えられてないじゃん
[11979.769] いちのろく: 目の前でラッシュって強いんですか？
[11980.583] (S)sakusakuman225: キリがいいとはｗ
[11981.040] muck_339: やっぱどっかでDリバ返さないと壁に閉じ込められてなぶられるだけになりそうだなぁ……
[11981.272] gomeeeeeeen: よし！とりあえず10連勝だな！
[11982.045] (S)yomoyansan: あと何回負けられたっけ？
[11982.098] たかちゃん06: ウメちゃん俺かなしいよ
[11984.291] unias2: やはりシュートの成長は凄まじい
[11986.313] bobonchuaaaa: こんだけボコられて、この後トレモ死ぬほどやれるのが凄いわ、、
[11988.770] (S)ましゅダヨ: もはやキリとはw
[11988.997] kichijo555: 背水の陣
[11990.706] syrup9000g: こく語的にはヤルーザ
[11990.883] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[11993.163] AkikunnFenrir: 20先でもあっという間だな
[11994.081] ridler0021: BibleThump
[11995.541] Papapadad: シュートすげえよ
[11995.716] blueplanet96: ヨガギヴアップ
[11996.911] dai920san: これ100先まで行かない？ww
[11997.559] unias2: 学び
[11999.698] templecat35: BibleThump
[12000.892] rt340: ウメちゃんが大器晩成型なの知らんのかいw
[12000.902] erisuk: この相手身まじでつよいんす
[12000.911] ss_clash: シュート強えな
[12001.256] tabibitox: ワンボタンの利点
[12001.904] kiton_taichi: こっからよー
[12002.200] 157655: 試合がほんまはやい
[12002.643] intaisita: アーマーずるい！
[12003.224] chahaaaaan: 勝てるやつとやっても練習にならんと言うことか
[12003.329] librabird: BO関係なし
[12003.464] une3333: あ、20先なんですね
[12003.945] papipopon: 波動打てません
[12004.954] るぶさん: リーサルだと以外と痛いなあれ
[12005.236] torochansan: スクトゥムうめえ
[12006.080] suginaka56: 256先だよ
[12006.339] echa_pi: もちょっと見ていたかったけど仕方ない
[12006.482] だいこん_: スクトゥム便利だなあ
[12007.129] emptyeyes666: BO関係ないのはつええよなー
[12007.728] ~MISSING_COMMENTER_INFO~: ウメちゃんがもっと強くなるの楽しみだよ
[12007.733] ぬーぼー2: このゲームなら50先でもいい
[12008.823] ynwa_8_stevieg: あーゲヴォ強え
[12008.935] semiwdog: 圧えぐい
[12009.957] morningrule: 波動拳対策キッチリ
[12010.361] noritchan: 最近流行りの128先やるか
[12010.575] someone0506: 前歩きしながらスクトゥムはモダンなのよ
[12011.218] (S)bikibiki999: 肉体シールドバッシュ
[12011.302] bunbun0880: スクトゥム
[12011.886] justhit123: バーンアウトしてても全然つえー
[12012.482] あり0221: ウメちゃんの負けに耐性ない人かわいい
[12012.675] prisira: スパーでも負けても別にモチベ下がりはしないでしょ
[12012.886] (S)ましゅダヨ: 時間ないって言ってなかったっけ…w
[12013.382] valkilmar912: テンポいいのほんと素晴らしいな
[12015.104] jigen0104: コメント欄がクソなのが1番しんどいわ。黙って50戦くらい連コさせろよ めんどいねぇ
[12015.114] tabibitox: 歩いて撃てるのがでかい
[12016.503] zyangara2: 練習なのに勝ち負けで落ち込むやついないだろｗ
[12017.936] twitchyarutch: これが練習です
[12019.561] (S)ジャアスティン: スト6は20先ぐらいがちょうどよいのかも
[12020.053] wmddgpt: 確かにシュートの練習にはなってないかもね
[12027.861] shockj0ckey: シュート化けたなぁ
[12033.101] unias2: あっ
[12033.372] nex_poni: 仲良い奴が強くて良かったねw
[12033.596] johnnyppas: 読みあいつえーなウメちゃん
[12034.388] yappyyjp: マスター帯のマリーザってMとCどっちが多いんだろ
[12036.994] ynwa_8_stevieg: 別にコメ欄平和じゃね？
[12038.030] (S)NekkyOne: スクトゥム１ボタンできるからモリーザ最強ってシュート言ってた
[12038.245] feireynolds: ほっときなよ、ネットでしか吠えれない雑魚のことなんて
[12039.019] mikazuki3150: ２回読み合い負けたら死んだが....
[12039.666] pekusuyada: 20先もできるテンポすごいねこのゲーム
[12040.036] (S)tama_zx61: あぶねぇ
[12041.574] (S)dalhi: ウメちゃんの練習と学び方知らん人多すぎないか
[12041.676] hodanonn: うほお
[12041.804] (S)foo_twitch: ヤナイくんもスパー忙しそう
[12042.675] bobonchuaaaa: シュートはSFLでも勝ちまくるだろうな
[12043.989] (S)chachachakoma: 一ミスがこわすぎる
[12045.442] intaisita: いてえ
[12046.199] babaVulcan: BOしても戦えるキャラはいいぞお
[12049.634] xyz1648: 本人の配信見ればわかるけど、向こうでもいろいろ話してるから学び普通にあるよ
[12049.751] templecat35: シュートの練習になってないの？
[12049.982] emptyeyes666: マリーザって全キャラ中一番モダン相性良いよな ワンボタンスクトゥム
[12051.872] hotaro2018: マリーザ最強って言ってただけのことはあるわ。
