[35.791] tarantarantaran: umeYay
[8318.590] kaigaizei: ハードル上がりすぎてるからガチのくだらないの欲しいな
[8319.418] HirocoT: 馬券とかも面白そうｗ
[8319.780] ユ一キャン: トイレ言いつつジャグラー1k勝負してない？
[8319.919] ライム_: ポケットティッシュあげたい
[8320.402] chin_56_: タオル一枚はあったけどね
[8320.458] furu13: さすがにこの人数見てるからプレッシャーあるよね
[8320.606] balthazar000: 時間不明で相当待つから、渡す側もそれなりに用意しないと
[8325.349] yuuubin: skullならトラボ呼べそう
[8326.610] kokusairengou: 誰かドラレコプレゼントしたれ
[8326.723] junjamaica: だあれだ封筒わたしたのはってｗ
[8329.206] ~MISSING_COMMENTER_INFO~: 封筒なしはさすがにがっかりだよｗ
[8332.447] もきち555: 一発目のいない雰囲気も良かったけどねー
[8333.409] shiro_risu01: 封筒用意する時間あるもんな
[8335.401] あさつき教: 封筒見たさに３０００人ｗ
[8335.519] ババシャツ: 竜涎香でええんやで
[8336.454] 粉の民くんちゃん: 飴玉１個でこの人達動かす度胸は並の人間には無いなw
[8336.464] ebikatsu39: 変なもの渡し辛いわねｗ
[8340.788] suzan_star: たわけものおらず
[8341.937] kame277: ラーメン食べたいよぉ
[8342.789] ~MISSING_COMMENTER_INFO~: とらぼとこく召喚してすかるして
[8343.258] suginaka56: 企画の話してる時に「食べかけのプリンでもいいですか？」ってコメントあったからそんなノリかと思ってた
[8343.980] triton11519: ミスドでトイレ借りてるのか
[8346.536] 泣き虫サクラ: 渡す人が今Uberやって封筒代を稼いでる
[8348.389] rm_rf__: もっとネタっぽい感じでも良いのにね
[8352.615] nitamago33: 置き配
[8354.620] 65vr39: くろせん…
[8355.547] shiro_risu01: うん
[8358.275] 泣き虫サクラ: このまま全員居なかったらおもろいとは思った
[8359.375] ハルキ10: しかも最初の封筒が効いてる
[8360.570] momochan6: いないのもあり
[8360.622] gorugoru123: 濡れたタオル事件
[8361.470] enuemu3: 確かに
[8362.817] shikiso49: 濡れタオルは笑った
[8364.997] miseumo: 物量のくろせん
[8366.173] HirocoT: ｗ
[8367.142] 5don: いない雰囲気からのトレーターの遅延も好きです
[8367.745] toro0524: 置き配ｗｗ
[8369.273] shiro_risu01: ｗｗｗ
[8370.281] hotokemax: 封筒強要はただの金の無心だからなあw
[8370.359] アベ0206: 逆置き配ｗ
[8370.634] (S)uwamonq: 封筒無かった時の顔死んでたの好き
[8370.843] enuemu3: タオルは笑った
[8371.523] 泣き虫サクラ: 青いタオルな
[8371.569] gorogorogorn: 予定調和じゃないって大事
[8374.455] shishigamibungu: ｗ
[8375.733] go_boardwalk: 雨やんで良かった
[8376.849] onyancoscratch: 不安な幕開け、冷たい雨
[8380.713] chin_56_: さがさないでください
[8380.791] 5don: ｗｗｗ
[8381.145] MisaMisa_12: 〇〇のロッカーに入れてあるとかね。
[8382.774] raurakd: これからどうなるんだこの企画みたいなワクワク感
[8384.400] 何も知らないジョンスノウ: この先どうなるんだろう感はあった
[8385.689] onigiri21: なんだこの張り込み捜査みたいな画はｗ
[8387.900] nakao1976: 正直封筒なしにするかギリギリまで悩んだのですが、あの笑顔をみてしまうとw
[8388.930] もきち555: えーと
[8388.937] amaterasdesign: 置き封？
[8391.296] mizu0525: 最初の頃のKSKと現在のテンションの違いを動画で比較してほしい
[8391.505] gomeeen: KSKの運転すばらしい
[8394.615] ~MISSING_COMMENTER_INFO~: こっからはどんどん分厚くなっていくかな
[8395.492] てべす1103: Amazonと勘違いしたな
[8395.608] mukade3: この企画すごい面白い、楽しい配信をありがとうございます
[8410.033] junjamaica: 最高に都合のいい記憶喪失
[8413.807] piyopiyomaru555: あと目黒、二子玉、海老名かな
[8414.193] うどんチャン: また晴れてる日にやってほしいな
[8415.052] triton11519: 封筒あるときと無いときのテンションの差よ
[8417.564] (S)uwamonq: ウメちゃんはｋｓｋから手数料もらわんの？
[8418.121] 鏡慶志郎: 鏡慶志郎 subscribed with Prime. 
[8418.215] (M)Moobot: @KAGAMIKEISHIRさんTwitch Prime登録ありがとうございます！
[8421.920] hanzou3: やっぱ 相手も ウバックでわたさなきゃ
[8423.312] nyata1234: ウメちゃんは企画能力あるね
[8426.569] batorubaa: 封筒見せた時の顔チュール見た猫なみだもんなぁ
[8427.124] ddb365: みんな優しくてよかった
[8427.843] villagehill0: かなり跳ねてますこの企画
[8428.592] ~MISSING_COMMENTER_INFO~: 次キャンプして
[8429.383] chin_56_: 封筒から盛り上がったね
[8429.852] あさつき教: 長いなうんこか？
[8430.310] masabonchicken: ドライブだけでも相当いい
[8431.268] lm312v04wo: プールで歩いてるだけで思いついてしまう企画
[8431.290] nitamago33: 相当おもしろい
[8434.058] buretan555: 千円札でかさ増し勢来ないかな
[8434.140] sistersguitarreplica: もう1回事故らないと出来ないっす
[8434.385] tsubame0614: 晴れてたらもうちょっと効率よく回れたかもね
[8435.594] 5don: とりあえず３時スタートにしなくて良かったｗ
[8436.406] nikukuisugi333: おもしろい
[8436.453] momochan6: 思いついてすぐやるのすごい
[8441.663] junjamaica: 忘れるんだよなぁｗ
[8441.917] nabe_labo: いい企画だよね
[8442.853] アベ0206: エリートサラリーマンありがとー
[8443.274] ~MISSING_COMMENTER_INFO~: 定期的にやろう
[8443.827] リエオ: またやってほしいです
[8444.395] sansiki205: 味覚王しよ
[8445.057] あらぐまん: KSK昨日は不安そうだったのによかったな
[8445.357] gorogorogorn: 期待以上
[8446.503] (S)roytaly: ガチで一回限りの企画って感じで良いわｗ
[8447.585] ハルキ10: かなりおもろい
[8450.167] mukade3: 封筒というパワーワードがいきなり出たのは強かったねｗ
[8450.185] (S)uwamonq: 今日は今の人で終わり？
[8453.113] yoshiaki1986: リスナーとの繋がりが見えて楽しいです！
[8453.634] 泣き虫サクラ: がっついて喋るえいたが居て場ももったしな
[8456.503] twitchyarutch: そういえばバイパーX関連で何かやることないの？
[8457.992] amaterasdesign: 封筒の威力
[8458.298] kebiisi: 怪我の功名やな
[8461.660] usa451: ハイパーｘのやつは特に必ずやることはないんだよね？
[8463.386] yut7xot8: ファンとの交流企画ですよね
[8467.316] bec118_japan: なんかtwitchの方が映像綺麗な気がする
[8469.747] munku1106: munku1106 subscribed at Tier 1. They've subscribed for 55 months! こんばんわ
[8469.804] (M)Moobot: @MUNKU1106さん、55ヶ月目のサブスク登録更新！ありがとうございます！
[8470.802] リエオ: 何時間くらい？
[8472.667] ~MISSING_COMMENTER_INFO~: 監視員とのまんつーまん
[8479.102] 65vr39: 封筒なら税金かからないよね！
[8479.242] (S)tibusa8: 面白いんだけど今の時代だとちょっと怖いｗ
[8479.390] くろせん: 地域決めて定期的にやってほしいねー。たのしい
[8486.425] ハルキ10: 封筒
[8487.642] miseumo: プールで歩くってどゆこと？
[8487.828] ~MISSING_COMMENTER_INFO~: 現なまで交流
[8489.230] triton11519: 交流（封筒）
[8491.464] junjamaica: えいたの小封筒持ってくる強者まだいねぇな
[8491.895] puertoescondidomota: ウーバー体験
[8494.297] (S)uwamonq: ほんと除霊配信してほしいｗ 絶対笑えそう
[8495.145] kiku1133: プールで歩いてる間イヤホンで音楽聴くこともない？
[8496.883] みょうぎ: みょうぎ subscribed at Tier 1. They've subscribed for 11 months! 
[8496.963] (M)Moobot: Thanks for subbing for 11 months, @MYOGI 
[8504.453] hotokemax: 長くね？
[8507.329] kokusairengou: 長いな、事故か？
[8508.796] buretan555: スタンプラリーみたいに毎回参加してスタンプ貯めるとなんかもらえるみたいなのねｗ
[8510.235] ぐのたお: 4人いると何かと小回りきくのもいい
[8510.472] ~MISSING_COMMENTER_INFO~: いたこ配信して
[8515.099] animarotta: 川崎きてくれ
[8516.004] kkshkk: 遅延か?
[8516.493] リエオ: 勇気なくて参加できなかったけど面白かったです
[8517.839] kebiisi: シノいでる
[8522.242] あさつき教: うんこか？
[8523.694] gorogorogorn: えいた枠でいろんなゲストも
[8524.207] shikiso49: 封筒もってホテルいってるか？
[8524.227] hanzou3: 厄年やろ ウメ？
[8524.411] low_single: 恐山で映像乱れたら怖くない？
[8525.625] usa451: だいごが４時間で企画１個だけなわけないので次も期待しています
[8529.423] ハルキ10: 遅延あるな
[8529.691] もきち555: なにが憑いてるんやろうなぁ
[8530.613] hukohuko: 令和オーマイコンブもお願いします
[8530.751] piyopiyomaru555: kskトイレでそろばん叩いてない？
[8530.751] triton11519: トイレ遅延か？
[8536.865] (S)uwamonq: 除霊後いろんなギャンブルさせて本当に効いてるかどうかの配信
[8536.868] numb76: 車内映像もほしい
[8541.550] furu13: 考える時間って大事なんだな
[8544.369] suginaka56: 別にうんこでもいいだろw
[8547.057] 壱万円札: 合計枚数確認中？
[8548.866] 泣き虫サクラ: 除霊→ギャンブル→他の人に除霊→ギャンブルで最強の除霊師を探す企画
[8552.402] kokusairengou: 今路地裏で轢かれてたりしない？
[8552.529] miseumo: みんなトイレ遅いな
[8554.167] ライム_: トイレで封筒もらってるな？
[8560.490] bec118_japan: おおー
[8561.997] (S)redpeppar510: キャンプとかいいんじゃない
[8563.372] HirocoT: おー
[8565.604] ハルキ10: シノギズムしてる可能性
[8566.346] twitwitwich17: KSKが今度はアルファードで行こうとか言い出しそう
[8566.892] うどんチャン: マダミス見たいな
[8567.066] shikiso49: ラスト獣道あるのかなー
[8568.604] chin_56_: あと二ヶ月半
[8568.619] yuhi_N: さすがに少し疲れた？？
[8569.085] 憂う者の弟子: スト６でないほうが幸せなんじゃ
[8571.782] momochan6: ドーナツ食ってそう
[8571.883] レヨメエ: evo18Hiyo
[8572.054] shiro_risu01: わくわく 
[8573.367] redbull_daisuki: umeCheer100
[8573.577] triton11519: スト6出たら大忙し？
[8573.623] (M)Moobot: Thanks for the support, @redbull_daisuki 
[8573.648] 何も知らないジョンスノウ: やったぜw
[8575.680] puertoescondidomota: トイレで封筒確認してるのかな？
[8576.382] burisuke: トイレで封筒の中みてるな
[8576.446] buretan555: もらった封筒でケツ拭いてたら草
[8578.053] amaterasdesign: 即大会ってわけじゃあないんでしょ？
[8581.135] morinagasyuya: 楽しみにしております！ Cheer100
[8581.410] (M)Moobot: Thanks for the support, @morinagasyuya 
[8581.570] イゼット: すれ違う人に肩ぶつけてるかもしれない
[8582.001] 5don: 「トラボとは」ありますか？
[8583.840] hotokemax: バンバンやって！おじリーグもあるし！
[8583.905] 泣き虫サクラ: 料理配信は丸いしな
[8585.861] furu13: スト5の初期はけっこう配信やってなかった？
[8586.699] (S)石井プロ: カタシロやってください
[8588.397] 壱万円札: 増やそうとしてない？
[8597.853] (S)uwamonq: ＫＳＫえいた三太郎の鉄骨渡り配信
[8599.525] oh_yama329: プロー
[8601.587] wankoro_moti: プロ
[8603.066] junjamaica: この配信えいたのシノギはうめちゃんが払うの？
[8605.167] piggy1022: スト６では一万人大会出来そうですか？
[8605.344] buretan555: プロ本物か？
[8606.941] chamomile21: プロじゃん
[8607.957] nikukuisugi333: 石井プロ！
[8607.973] miseumo: 6月からは1日12時間練習するの？
[8608.699] 5don: TRPG？
[8608.748] toshio0224: プロがいる
[8612.005] れく太: カタシロはマーダーミステリーのだね
[8612.199] ハルキ10: プロ！
[8616.028] くういぽ: プロ、ないすー
[8616.845] necomuraneco: ディナーショーいたぁ
[8617.639] shiro_risu01: 野生の
[8618.076] hogaja39: lvpoo subscribed with Prime. 
[8618.160] (M)Moobot: @LVPOOさんTwitch Prime登録ありがとうございます！
[8619.283] kireboshibasyato: ナナイ君のシノギ
[8621.390] kkshkk: ミスター相模原じゃん
[8624.703] suginaka56: マダミスやって欲しいー
[8625.777] iLikeJuri: what's going on?
[8626.877] junjamaica: やさしいな
[8627.459] うどんチャン: カタシロはTRPG。なないさんがやってくれる
[8628.309] kokusairengou: 無職だし
[8629.224] higashimurayama: プロ、ウメさんの導入ｖｔｒも作ってよ
[8631.041] oh_yama329: カタシロはいいぞ
[8631.239] もきち555: ラーメン食いたいっていってた
[8631.610] hotokemax: プロはスト5やってろ！
[8637.381] (S)uwamonq: レンタカー代金は封筒からお世話になろ
[8638.516] katsuo73: 梨蘭さんのごはん代もおねがい
[8639.224] icolionz: 人狼
[8640.209] MisaMisa_12: マダミス見たい
[8642.910] ~MISSING_COMMENTER_INFO~: またミートさん呼ぼう
[8648.148] usa451: プロがディナーショーでやったやつ？
[8652.349] (S)uwamonq: アクセル！
[8653.133] enuemu3: www
[8654.523] 5don: ウメハラさん、とらなつん家で「トラボに100の質問」動画がUPされてます！ もう見ましたか？
[8654.643] shikiso49: ｗ
[8655.380] cafe_gondo: w
[8655.399] gomeeen: なにわろ
[8655.608] 粉の民くんちゃん: www
[8655.696] nitamago33: ウメちゃんにはコーヒーなし？ｗ
[8655.836] momochan6: ｗｗｗ
[8656.307] ハルキ10: w
[8656.481] fuku_hiro: ｗｗｗｗ
[8656.489] kkei2022: ｗｗｗ
[8656.627] tama_zx61: ｗｗｗｗｗ
[8657.240] (S)uwamonq: アクセルはよ！
[8657.245] hukohuko: w ww
[8657.463] kokusairengou: 草
[8657.899] shishigamibungu: ｗｗｗ
[8658.161] momiji4431: ｗｗｗ
[8658.172] Coedawg: naru04Nltu
[8658.330] あさつき教: ひどいｗ
[8658.998] buretan555: えいたとデート中に使っていいよ！
[8659.231] oh_yama329: ｗｗｗ
[8659.261] feel2525: ｗｗｗ
[8659.273] kebiisi: ww
[8659.550] mmiiacha: wwwww
[8660.017] valhalla5555: ｗｗｗｗ
[8660.372] ~MISSING_COMMENTER_INFO~: ひっどｗ
[8661.320] 何も知らないジョンスノウ: www
[8661.808] 壱万円札: フトコロあったまってる
[8661.982] 5don: 良い笑顔ｗ
[8662.065] yuuubin: えいたしかしずっと若いな
[8663.080] lm312v04wo: 聞こえてないからってw
[8663.559] HirocoT: ｗ
[8663.917] hotokemax: なんか買ってるw
[8664.320] nakao1976: どいひー
[8664.440] くういぽ: ひどいw
[8664.529] げろげろまる: なんという感想
[8664.550] DACKT711: うめちゃん、アモングアス系はもうやらないの？🤔
[8664.757] suginaka56: BibleThump
[8664.939] 成吉大: 酷いｗ
[8664.957] go_boardwalk: 聞こえてないｗｗ
[8665.782] リエオ: なんの笑顔さ
[8669.612] ミジンコ隊長: ｗｗｗ
[8669.878] chin_56_: 笑顔の中でも汚い
[8670.420] toro0524: 急なdisw
[8671.020] ~MISSING_COMMENTER_INFO~: 無職のくせに
[8672.259] tama_zx61: いい笑顔からの
[8672.879] triton11519: シンプルに悪口w
[8676.845] aoi80085: ｗ
[8679.263] donder112: きったねえ笑顔ｗ
[8679.771] ユ一キャン: 知らぬが仏
[8682.615] yoshiaki1986: きったねぇ幸せな笑顔
[8684.533] buretan555: 28の頃から顔変わらんよな
[8685.279] (S)uwamonq: 無反応ｗｗｗｗｗ
[8685.961] tomitakun: お、気が利くな
[8689.960] haicro_zm: え？
[8692.250] 成吉大: えっ？
[8692.379] クラクラ777: え
[8693.524] 5don: おや？
[8693.632] tabibitox: え？
[8695.392] suginaka56: ばれた
[8695.618] morinagasyuya: 誰が？
[8696.045] ~MISSING_COMMENTER_INFO~: ふぇ？
[8696.056] iguchiill: ？？？
[8696.281] nitamago33: 流石に？
[8697.645] as6623: ｗｗｗｗｗｗｗｗｗ
[8698.286] furu13: 地獄みたいな企画だな
[8698.625] nikukuisugi333: え
[8699.985] cafe_gondo: い、言ってない
