[10.796] あかの: キター
[16071.675] tetetetensan: ぱなま
[16072.033] latenight000: ウメ「あの！？」
[16077.578] brutal9998: あの！
[16078.899] tasukete: 嘘から出た真で本当のコーヒー通になろうよ
[16079.955] クラクラ777: そもそもアジだったからなぁ
[16080.490] momochan6: ｗｗｗ
[16081.424] (S)Loytory: www
[16082.199] (S)いがぐりころころ: ww
[16082.623] usa451: ｗｗｗ
[16084.285] ebikatsu39: コーヒー味覚王で鍛えておかない？
[16088.212] flashbacks18: 草草w
[16092.426] usa451: コーヒーグラマス
[16098.484] yogaotoko: それだけ飲む人が少なかったのかな？
[16099.509] pot1919: コーヒーの味トレモしていけ
[16101.218] darkslayerusuke: コーヒー豪鬼
[16102.019] x_abu_xx: コーヒー2種詰合せ（ゲイシャ・ブルーマウンテンNO.1） 税込 15,336 円  はやお?
[16102.611] tasukete: 第二回味覚王の種目、決まったな
[16102.702] (S)erisuk: 気軽に行ける距離じゃねーのよｗｗ
[16102.731] クラクラ777: 女の子はしらせる
[16104.647] lucentsnow: ウメちゃんのオーラ見抜かれた・・・？
[16104.729] nikukuisugi333: ウメちゃんとけんじさんしか注文した人いない説ない？
[16105.485] 1108044k: コーヒー味覚王やるか
[16106.337] brutal9998: 毎回どうやっていくんだw
[16111.334] (S)chankoi: 収穫時期まで熟知してると思われた？
[16112.543] eremin_39: コーヒー好きなんですか？
[16113.015] クラクラ777: むずいぞぉｗ
[16114.329] pascal171012: 味覚王くるか・・
[16117.641] ddb365: 遠いなぁｗ
[16118.301] (S)ゆっくり2121: 野球？
[16119.221] iguchiill: もうコーヒー通ってことにね
[16119.324] momochan6: コーヒー巡りええかもなｗ
[16122.344] (S)~MISSING_COMMENTER_INFO~: 高島屋のはゲイシャとブルマンのセットなだけだったよ
[16124.229] おひとつ: 谷口ですね
[16125.885] Griotte12: 懐かしいな
[16126.557] (S)arotadiph: コーシーの資格取ったら？
[16128.691] usa451: 今度は嘘じゃないっす
[16128.742] kanegon7237: コーヒー道五段
[16132.608] (S)Loytory: 裸足のクロックスなのに？
[16132.948] hisotensokuzei: キャプテン神漫画
[16142.572] tora6666: 次回、電車で行って、散歩して帰ってきましょ
[16142.953] tawashi00: 青学
[16144.372] ilm0806: 青葉学園だっけかな
[16145.812] blackcoffee0821: そういう話なんだ
[16145.864] みそらの: 通うってゴンタの車で？ｗ
[16146.021] librabird: キャプテン懐かしい。
[16146.615] junjamaica: 実は世界一のウメハラとはやおが気づいてた説ない？ウメハラクラスだと珈琲もみたいな
[16147.657] (S)arotadiph: まるお好き
[16151.232] usa451: ホイッスルと一緒だな
[16152.533] suginaka56: 有名だけど見たことない
[16154.442] (S)ゆっくり2121: キャプテンは小学校に置いてあったなぁ
[16157.498] (S)chankoi: 神設定やね！
[16158.800] Papapadad: 前プレゼンしてたね
[16165.716] daruma2597: 谷口くんのガンバりは最高だ
[16166.046] lucentsnow: ウメちゃんもまさか・・・
[16167.415] (S)いがぐりころころ: それはかっこいい
[16167.736] おひとつ: 父ちゃんがバズーカみたいな投球マシーンつくるんだよね
[16169.620] chocolat1234: 面白そう・・
[16171.373] pascal171012: 袋にコショウ入れろって書いてなかったか？
[16177.348] pot1919: コーヒー修行してはやおの期待に応えていくぞ
[16177.652] taroumaruh: マンガ、お好きなんですね～？
[16177.820] gorogorogorn: 次回獣道でコーヒー対決お願いします
[16178.012] hakata_gobugobu: 谷口！？
[16178.261] (S)いがぐりころころ: ww
[16182.669] GreeN3750: 二発ｗｗ
[16182.743] tetetetensan: ｗｗｗ
[16183.920] (S)ゆっくり2121: 弱小？笑
[16183.974] (S)~MISSING_COMMENTER_INFO~: いこう！
[16184.427] junjamaica: いがらしは見抜いてたけどな
[16185.297] prosciu: ダブルパナマ
[16185.305] 1108044k: 弱小喫茶店えどもんず
[16186.649] hisotensokuzei: 適当言うｗｗｗ
[16187.870] イガ: 月一はやお？
[16189.934] lucentsnow: ｗｗｗ
[16190.012] ddb365: ウメさんがときんす？
[16191.557] GreeN3750: ｗｗｗ
[16191.629] (S)erisuk: はやおの期待に答えなきゃ！！！・・・にならねーよｗｗｗ
[16192.662] ebikatsu39: なんか違くない？ｗｗ
[16194.276] 勤務中: 青葉から墨谷二中へ
[16194.342] blackcoffee0821: w
[16195.595] inkgran: 駿に相応しい人間にならないと
[16198.310] nikukuisugi333: ｗｗｗ
[16199.362] pot1919: お好きなんですねぇ～～～～～
[16200.196] al516d: 感想が苦くなかったしか言えなかったところからどこまで行けるか
[16201.456] セツリ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[16204.565] yuzubox: ｗｗｗｗｗ
[16205.799] トネ: ｗｗｗ
[16206.303] (S)~MISSING_COMMENTER_INFO~: 珈琲、お好きなんですねぇ
[16206.745] nozomaro: サッカー漫画のホイッスルも最初そんな扱いだったな
[16207.070] おひとつ: 等価値だ
[16208.517] aranami0: wwwwwww
[16209.378] (S)katuo3_: 特急電車で通えるんじゃない？
[16212.225] okamasa456: やめてくれ
[16213.354] blackcoffee0821: 笑っちゃうって
[16213.610] tangarami1122: パナマゲイシャおかわりは相当コーヒー好きだね
[16215.613] rapid_pierrot: プロやってるんですよって言おう
[16215.728] rias9121: どんだけはやお好きなわけ～？
[16216.576] 不渡哲也: ww
[16219.475] taroumaruh: 二発たのんだら素人ってバレる可能性ない？
[16219.901] chocolat1234: 😅
[16219.997] pot1919: はやおのコーヒーゲージ貯めてCAぶっぱなさせて帰る
[16220.130] fukinjp: チョビヒゲエロ体育教師出てた
[16223.148] nikukuisugi333: 本当にお好きなんですかぁ？
[16224.387] myaaaaaa123: 出なかったらがっかりすぎる
[16224.892] lucentsnow: お待ちしてました～～～～～
[16227.279] 勤務中: 父ちゃんの謎マシン
[16228.275] tetetetensan: ださせるｗ
[16230.835] potocki1810: ウメ父にコーヒー修行つけてもらわないと
[16237.115] ddb365: 出なかったらもう一杯
[16237.370] (S)シミズム: 弱小w
[16238.114] おひとつ: 目的があきらかにコーヒーじゃなくて草
[16239.119] (S)いがぐりころころ: ただのはやおファンw
[16242.262] Papapadad: 飲んではやおの前ですごい感動した顔してほしい
[16242.793] tasukete: 事前に調べたありきたりな言葉は見透かされるぞはやおには
[16245.695] 1108044k: 技相性調べないとね
[16247.261] (S)ゆっくり2121: あ、この前のって
[16250.612] librabird: 一番浅そうなフレーズ｢フルーティ｣
[16253.756] reganfa: はやおの好感度あげるゲームになってるw
[16257.143] tangarami1122: ウメちゃんそれっぽい事言うの得意そう
[16257.179] taroumaruh: ウメちゃん素直に言いなぁ？はやおに会いたいって
[16267.568] junjamaica: ウメハラさんあなたもしかして墨谷二中ですね！いつわりやがって！ってバレる
[16268.650] (S)ゆっくり2121: ハヤオタイプは顔覚えてますよ
[16272.925] rinboy368: コーヒーカップを褒めるのが通らしい
[16273.316] okamasa456: はやおに恋してる
[16281.789] nozomaro: はやおにこの配信見られてたら終わるなw
[16289.278] kaigaizei: シャッキリポン
[16292.524] rapid_pierrot: わかっちゃいます？味覚王なんですよ僕
[16292.851] (S)arotadiph: なんか、ヘッドホンとかスピーカの品評に似た雰囲気を感じるな
[16294.364] al516d: 一夜漬けでチャレンジするのかｗ
[16295.418] aranami0: 「スッキリした飲み口」
[16296.161] ~MISSING_COMMENTER_INFO~: 泣こう
[16297.956] rinboy368: シャッキリポンと舌の上で踊るわ！
[16301.239] pascal171012: ハヤオさーん、美味しいコーヒーを飲んでる時が一番幸せっすわー
[16302.817] 1108044k: おもしろい味
[16303.230] (S)しげきよ: 薄い3000円のコーヒー
[16303.940] taroumaruh: ｗ
[16305.467] usa451: 美味！
[16308.885] brutal9998: 味覚王でブルゲイ出そうよ
[16314.267] GreeN3750: ｗｗｗ
[16314.672] usa451: ｗｗｗｗ
[16314.777] (S)~MISSING_COMMENTER_INFO~: パナマくそたけぇ！***
[16317.278] fukinjp: 古田新太と間違えたんじゃ
[16317.473] nikukuisugi333: ｗｗｗ
[16317.548] qq_taro: いーや2回めだね
[16318.549] (S)erisuk: ２回目の顔してるけんちゃんｗｗｗ
[16318.666] ebikatsu39: ｗｗｗ
[16319.237] lucentsnow: ｗｗｗ
[16320.451] rias9121: けんじまさか・・・通ってた？？
[16323.186] pugya7: 覚えてないｗｗ
[16326.956] tangarami1122: パナマに比べたらブルゲイはカスや
[16327.414] daruma2597: Xの真空波動のようなパンチが効いててみたいな
[16330.141] taroumaruh: 古田新太と間違えたはワンチャン ある
[16330.752] usa451: けんじさんが二回目だった可能性はある
[16330.753] potocki1810: 大海原雄山で行こ
[16332.262] rinboy368: 水のようですね！
[16333.525] (S)kanasiki_asianboy: はやお全部外すじゃん
[16335.917] brutal9998: けんじの常連感w
[16341.915] 不渡哲也: ブルゲイ頼むってことは…前も来てたやろな！
[16343.740] Fkdso555: けんじさんって常連顔なんだろうね
[16346.356] (S)arotadiph: 胡散臭いなぁ…
[16349.133] kuragoro33: コーヒーの精霊けんじ
[16351.500] taroumaruh: コーヒー通いたぁ！
[16352.616] lucentsnow: はやおのそれ常套手段だよ
[16356.133] kaigaizei: 美味しんぼのセリフやそれ
[16357.567] (S)chankoi: はやおも適当なコーヒーライターから台詞パクッてたり
[16357.774] ビフィダス: ww
[16358.571] (S)ゆっくり2121: 1回目のけんじさんが2回目に連れてきた彼は！！ってなったんでしょうね〜
[16358.598] おひとつ: いや、たぶんパロディでしょ
[16361.333] okamasa456: けんじ人狼の可能性ある
[16362.597] momochan6: ナンダッテー
[16363.104] nikukuisugi333: ブルゲイ頂点じゃないの？
[16363.752] tangarami1122: いや美味しんぼの鮎のネタです
[16364.023] x_abu_xx: れそはネタ>カスや 美味しんぼのネタ
[16366.045] 1108044k: ブルゲイカスってまじか
[16366.195] makurag: 京極はんや
[16370.959] brutal9998: 金額で決めちゃダメよ
[16371.281] セツリ: ウメちゃんが上げたメニューにあるゲイシャに パナマって書いてあったよ 1500円だったけど・・
[16386.692] (S)~MISSING_COMMENTER_INFO~: どゆこと？
[16386.828] (M)Moobot: ワイヤレスヘッドセット Cloud ll Wireless 発売！ http://hyperx.gg/3i5czYA
[16390.920] (S)erisuk: タダのネタだったよｗ
[16394.462] セツリ: 特別なパナマ？
[16402.223] (S)~MISSING_COMMENTER_INFO~: 貴重だけど安い？
[16405.950] mmiiacha: えどもんずのホームページにゲイシャの豆6800円で売ってたからトレモしていこ
[16406.890] GreeN3750: ブルマンのパナマってこと？
[16407.214] lucentsnow: CPTでエチオピアとパナマいこ
[16409.874] kaigaizei: ウメちゃん美味しんぼ読みな？
[16412.834] ebikatsu39: 美味しんぼでそういうくだりがあるのかな
[16418.420] 1108044k: ブルゲイ高いだけで別に上手いコーヒーじゃないのでは
[16424.646] taroumaruh: ゲイシャのほうじゃなくてブルーマウンテンゲイシャでしょ
[16424.839] pot1919: パナゲイッ！！！
[16426.788] hayashi01: なんちゅうもんを食わしてくれたんや・・・
[16444.809] 000105: ブルーマウンテン地方でゲイシャ種を作ってるのが珍しいのか？
[16446.001] 有栖永真: 次回はジョジョのトニオの料理食べた億泰みたいなリアクションでいこう
[16446.657] librabird: 美味しんぼはネタしか知らん。遠赤外線とか。
[16450.215] SSSublime: @DaigoTheBeasTV hello, How are you?
[16453.792] yongi212: ハヤオは本田使い。
[16455.977] 1108044k: パナしのパナパナ
[16469.994] madawo_: えどもんずの内装すごいやん
[16470.365] pot1919: はやおの生い立ち聞きたいね
[16476.450] junjamaica: ゲシャ村まで買いに行った事があってねぇ、なかなかめぼしいものが入らなったんすよから始める？
[16477.667] kappei33: この辺って碑文谷あたり？
[16481.804] lucentsnow: 寿司をCTスキャンする美味しんぼ
[16483.293] rapid_pierrot: こっそりリアクション見てたかもねえ
[16491.336] pascal171012: ウィスキーの40年ものには金払えるけど、コーヒー一杯に3千円はなぁ
[16493.158] sublinear: ブルゲイは幻の世界最高級最高峰のコーヒーって記事出てくるよ・・・
[16495.918] x_abu_xx: 3000円があっちゅうまに
[16496.179] kitori_17: 飲みやすいのはおいしい証拠だね
[16499.957] (S)~MISSING_COMMENTER_INFO~: えどもんずの珈琲は二杯くらいのめるくらい量あるって書いてあったけどほんと？
[16509.639] Pedrosaysh: diago
[16515.321] sublinear: diegoになるぞ
[16519.248] セツリ: 現在２１：００ もう近いですかね？
[16519.501] (S)erisuk: はやお「超えてきたああああああ」
[16524.546] 二丁目: ｗｗｗｗ
[16524.672] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[16525.619] ilm0806: あの店、通販やってるよ
[16528.336] potocki1810: １回のネタにどんだけのお金と時間をｗｗｗ
[16530.151] (S)ゆっくり2121: 笑
[16532.297] ebikatsu39: ただのはやお好き
[16538.800] junjamaica: 逆にどこでバレるかまで通う企画！
[16539.001] (S)uomm00551: ダイエーがイオンになってる哀しいなあ
[16541.363] taroumaruh: ジャマイカいくかー
[16541.458] lucentsnow: ゲシャお好きなんですねぇ～
[16546.372] tetetetensan: コーヒー通はかっこええ
[16547.578] pascal171012: googleアースで行ってきた
[16548.824] ragdoll303: うめちゃん恋してない？
[16549.076] okamasa456: はやおで遊ぶのやめて
[16550.115] 有栖永真: えどもんずのHPに「珈琲道」とかあったから獣道とコラボするしかない
[16551.702] 000105: でもさどんな豆より駿の愛のほうが深みを感じる
[16556.037] 1108044k: Diego Umejuare
[16556.543] 不渡哲也: はやおお好きなんですねぇ
[16558.150] tasukete: パナマの品評会で１位とったコーヒー１杯20,000円ってのがネットで買えるっぽいな
