[33.508] (S)クヲーター: わこつ
[5759.851] syalneko: ちょろ
[5759.930] (S)yamaziso: かわいーん
[5759.965] (S)mtar_21st: ちょっっっろ
[5759.968] (S)甘夏0930: ちょろ
[5760.083] (S)ぺーきち: それおれの！
[5760.201] (S)kameatu: お前と同じチームだからだぞ
[5760.217] yottuka: それ好き
[5760.346] ~MISSING_COMMENTER_INFO~: ちょろ
[5760.484] eguma_1610: ちょろ
[5761.053] ozibumaru: 載せ上手
[5761.076] (S)peace3511: ちょろ
[5761.098] ginsyu_424: ちょろ
[5761.168] ミッチー128: 歪
[5761.178] mikan_san: リスナーはらっでぃを乗せるのが上手いなぁ
[5761.332] funinki_32: ちょろ
[5761.340] (S)46_kulo: 鬼側大号泣
[5761.378] (S)~MISSING_COMMENTER_INFO~: ボコられろ
[5761.547] (S)とれいら: おい
[5761.596] mihamu0725: ちよろ
[5761.752] reisa_1020: ちょろ
[5761.975] ととらんど: ちょろ
[5762.188] muru1113: ちょろ
[5762.410] kawausoooo: お前の技術ならいけるやろ
[5762.447] _々: ちょろ
[5762.479] (S)アキレゐト: 4時26分生まれやぞ
[5762.516] ぷちちゃん: ちょろすぎて草
[5762.665] kandenti39: ちょろ
[5762.705] cha_hhan: ちょろい
[5762.728] (S)dohidoide19: ちょっろ
[5762.741] teile: 任せろっ↑
[5762.889] Alpha_5665: ちょっろ
[5762.907] peginnu: 戦犯1位狙ってけ
[5762.929] (S)salt_w12: ちょろ
[5762.934] (S)gari30: ちょろ
[5763.055] 紗優: おい
[5763.314] (S)dr_octopus731: ちょろ
[5763.338] brown_0822: w
[5763.543] エアクラウド: ちょろ
[5763.566] らみら: ？
[5763.978] たぽ_25: ちょろ
[5764.094] (S)r1ooooooo: チョロチョロのチョロさんかよ
[5764.153] (S)itoido: ちょっろ
[5764.208] gr397: ちょろ
[5764.218] あおやぎ: お前と一緒替え嫌なんだよ
[5764.344] (S)miloriblue: ちょろwww
[5764.484] てりふる49: ちょろ
[5764.581] (S)haruuu1031: ちょろちょろのちょろですか？
[5764.590] (S)ぺーきち: マカセロ↑
[5764.839] (S)かんぱちさん: ブランケットちゃんの言うこと聞いとけ
[5764.952] yukichan2525: なるほど
[5765.039] skz46_: 手のひらスピアー！！！
[5765.057] (S)ukiuki2021: ちょろ
[5765.449] (S)loupe_5385: いいの？
[5765.605] (S)akuji_king: ちょろい
[5765.664] cha_hhan: ちょろ
[5765.674] (S)ameougi: ？
[5765.676] (S)yuimo_1823: チョロQやん
[5765.692] (S)こしつぶ: ちょろいん
[5765.810] kotobuki_twich: ちょろ
[5765.896] みえのえ: こら
[5765.966] (S)emmma___: あ
[5766.330] applebell: ちょろすぎ
[5766.390] ame_usagi3: ちょろ
[5766.435] yoroyoromaru: おい
[5766.451] わっふる09: ちょろ
[5766.453] menta1kochan: おい
[5766.493] (S)まゆこ: ねえ
[5766.807] (S)safbuker0295: 不正
[5766.828] だしうどん: 百人非力
[5766.923] awakuri: 歪
[5767.004] (S)shiitake0130: ざっこ
[5767.074] tekisyutusyuzyutu: ちょろちょろのちょろ
[5767.208] (S)天色桜: やばｗｗｗｗｗ
[5767.450] (S)アンリ_こしあん: おいｗｗｗｗｗｗｗ
[5767.581] (S)a_re_n_: リスナーの掌で転がされる男らっだぁ
[5767.589] (S)神崎立夏: あ
[5767.717] gottsuan4646: は???
[5768.201] (S)raraaaby: radaokunHa
[5768.379] (S)あめたあめ: ちょろ
[5768.421] poco_0401: ちょろ
[5768.575] agrqua: ちょろちょろのちょろ
[5768.618] heibonn0541: ちょっろ
[5768.641] tuzakuro: らっだぁさん、チョロいな
[5768.827] apple_ri: おい
[5769.119] pantan0173: 草ｧ
[5769.147] ぷちちゃん: は？？？
[5769.206] ryo_ngz: は？
[5769.334] nekozume2525: ちょろ
[5769.444] shoooootingstar: radaokunHusei
[5769.492] アインツ: あ
[5769.571] 86m4ki: ？
[5769.810] (S)minoto_0312: おい
[5769.940] kinusaya38: あ
[5769.983] yukichan2525: そーね
[5770.123] inu3_3: おい
[5770.255] mihaji_1227: おい
[5770.455] (S)アルセレニア: は？
[5770.464] (S)コウノ: radaokunHusei
[5770.766] koukoukoy: おい
[5771.385] (S)五色椿: ちょろちょろのちょろ
[5771.539] (S)samuuu0515: は？
[5771.741] わっふる09: は？？
[5771.794] kimidori_1ro: 言ったよ？
[5771.877] (S)くい_: radaokunHusei
[5771.892] (S)tonosan37: おい
[5771.978] noa_hakobune: おい
[5771.998] はむおくん: おい
[5772.064] hanayuki19: ｗｗ
[5772.192] apple_ri: もどせ
[5772.231] ねこたろー: は？
[5772.386] sasa1626: は？？？？？？
[5772.429] kistama_x: おい
[5772.433] (S)53です: おい
[5772.464] (S)raraaaby: 不正
[5772.575] (S)うめめめめめ: ？？？
[5772.650] (S)onsen_pengin: これはボコボコだぁ
[5772.740] yukichan2525: 正解
[5772.960] (S)kero_ppi1: おい
[5772.963] (S)yuimo_1823: あ？
[5773.097] (S)a_re_n_: はい歪
[5773.152] applebell: え？
[5773.206] _々: あ
[5773.348] kym_oon: おい
[5773.358] (S)s1__m: おい
[5773.502] nanasi0917: おい
[5773.561] nyoiiinsan: おい
[5773.697] (S)mawnoko: おい
[5773.713] kamabbo: おい
[5773.743] (S)teritama5: 歪
[5773.788] (S)zane417: おい
[5774.482] nebusoku_zz: おい
[5774.685] (S)Jyugame: おい
[5774.895] (S)drop_55: おい
[5774.897] (S)miloriblue: ん？
[5774.897] (S)akuji_king: おい
[5774.899] ginsyu_424: おい
[5774.913] Alpha_5665: おい
[5775.151] (S)shiitake0130: は？
[5775.245] 4waiyo: おい
[5775.320] (S)黒板たかし: あ
[5775.327] (S)_あおいろ_: は？
[5775.498] (S)haruuu1031: おい
[5775.514] (S)minoto_0312: radaokunHusei
[5775.554] (S)chaonan_23: ？？？
[5775.557] (S)ぺーきち: radaokunHusei
[5775.589] (S)ossushisama: おい
[5775.630] (S)boris94: radaokunHa
[5775.704] (S)pit01285: おい
[5775.728] berukuuu: は
[5775.738] AstRisk2071: お前が最デスとるから安心だな
[5775.977] zero_1006: おい
[5775.980] nau__nau: おい
[5775.996] (S)itoido: おい
[5776.007] らみら: おい
[5776.032] ぷちちゃん: 何やってんの？
[5776.197] (S)ripua88: あ
[5776.199] eyu_ni: おい
[5776.378] (S)くうた_: radaokunHa
[5776.461] peginnu: おい
[5776.545] (S)アキレゐト: おい
[5776.564] (S)yasino1504: それくらいでひよるのからっだぁ
[5776.613] hakka_pear: おい
[5776.781] (S)dohidoide19: radaokunHusei
[5777.509] ハヤヒデ: おい
[5777.681] (S)katsuodashi_3: おい
[5777.682] (S)すりごま_: radaokunHusei
[5777.698] (S)laagu21: おい
[5777.762] (S)あおいりおん: おい
[5777.812] 紗優: 歪
[5777.884] たぽ_25: おい
[5777.894] (S)アシッド: さすがにちょっと・・・
[5778.356] (S)まっしろです: radaokunOI
[5778.385] (S)うめめめめめ: radaokunHusei
[5778.584] gr397: は?
[5778.649] るこるる: おい
[5778.652] (S)nyukusu__: は？
[5778.661] macaron_pm: おい
[5778.717] kotobuki_twich: は？
[5778.787] kosu_mosu: おい
[5778.912] (S)千隼: おい
[5778.913] naruse_oo: おい
[5779.265] (S)りょん__: おい
[5779.279] てりふる49: は？
[5779.437] (S)totoroosukatsu: radaokunHusei
[5779.472] kinokonokonoko814: おい
[5779.473] (S)miki_15g: radaokunHusei
[5779.480] mikan_san: 歪ムーブやめてください
[5779.486] (S)milk_0930: radaokunOI
[5779.491] hgk_king: おい
[5779.512] yuucoma: おい
[5779.744] (S)raraaaby: radaokunOI
[5779.747] gottsuan4646: 歪
[5779.919] (S)まゆこ: ねえ不正
[5779.935] (S)pit01285: 甘えんな
[5780.171] gold_fax: 便利だな
[5780.411] ブランク0721: 不正
[5780.537] (S)いのりさん: おい
[5780.642] (S)かんぱちさん: 草
[5780.755] hanayuki19: そんなことできるのかｗ
[5780.781] _々: 歪
[5780.866] (S)loupe_5385: それで勝って嬉しい？
[5781.138] (S)s1__m: radaokunHusei
[5781.161] (S)owl317: うわぁ
[5781.371] sans_ka: 歪
[5781.375] (S)甘夏0930: おい
[5781.494] gany_24: おい
[5781.527] (S)miyato7771: おい
[5781.552] (S)safbuker0295: おい
[5781.585] siriusu: おい
[5781.791] とととろろ: radaokunHa
[5782.149] ゆてのる: ０人利器の間違いでは？
[5782.317] (S)デスティ: radaokunHusei
[5782.408] nonnon_0123: あ
[5782.516] ポン酢さん: は？
[5782.571] (S)satela_A: おい
[5782.610] omiz77777: 歪
[5782.619] ~MISSING_COMMENTER_INFO~: おい
[5782.646] ぷちちゃん: お前
[5782.813] applebell: おい
[5782.881] gaiantufan: おい
[5782.887] (S)peace3511: おい
[5782.984] avuri_1010: おい
[5783.105] (S)ずきゅきゅんた: 歪
[5783.121] shoooootingstar: バランス崩壊
[5783.311] (S)aso_beat: 不正ですか？
[5783.415] (S)とれいら: なにもきてねえ
[5783.442] (S)arneb257: 歪
[5783.496] (S)cillie390: radaokunHusei
[5783.516] (S)ﾈｺｻﾝ: 歪
[5783.606] (S)pit01285: おい
[5783.629] (S)r1ooooooo: 歪
[5783.654] (S)boris94: radaokunOI
[5783.658] (S)アルセレニア: それで負けたらお前が戦犯だぞ
[5783.777] kurisuzu: ん？
[5783.858] sasa1626: 大炎上
[5785.085] ﾜｺ: 歪
[5785.346] (S)MagggggXD: くそおおおお俺が部活行ってる間にいいいい
[5785.513] satoshisato: やりすぎ
[5785.708] (S)五色椿: はぁ
[5785.716] (S)teritama5: おもしろくないよ
[5785.755] (S)sannnami: radaokunHusei
[5785.998] moka___21: おい
[5786.112] (S)guutyan: その本もやせ
[5786.152] おさしみくん: は？？？？
[5786.511] ぷちちゃん: 甘えやめろ
[5786.599] kaname17ksb: radaokunOI
[5786.832] nekozume2525: おい
[5786.908] amanojaku_0415: ガチ不正で草
[5787.014] maronn3232: そうでちゅか
[5787.050] しゃこばサ: 炎上
[5787.077] (S)kawase0823: 調子乗って
[5787.127] narumi_763: おい
[5787.151] (S)おねこもち: radaokunHusei
[5787.560] yuucoma: ひでぇ
[5787.657] 86m4ki: 炎上するぞ
[5787.702] mattya427: 歪
[5787.704] 紫水七瀬: 歪
[5787.790] (S)甘夏0930: radaokunHusei
[5787.824] (S)itoido: radaokunHusei
[5787.890] (S)こかげ_: radaokunHusei
[5787.896] AstRisk2071: 歪
[5787.903] あおやぎ: あ
[5788.016] peginnu: はい、不正
[5788.018] (S)owl317: radaokunHusei
[5788.236] pypyboo: くそ
[5788.387] あみくま: おい
[5788.560] てりふる49: 草
[5788.638] (S)yuimo_1823: つまんねぇだろ
[5788.771] (S)raraaaby: radaokunHusei
[5788.795] (S)miyato7771: はい炎上
[5788.991] reisa_1020: おい
[5789.028] ぷちちゃん: 大炎上
[5789.490] funinki_32: 炎上案件
[5789.634] nyoiiinsan: 草
[5789.696] kym_oon: 歪
[5789.752] (S)いのりさん: 歪歪歪歪
[5789.853] (S)15ais: さっきべいちゃん居ても負けたでしょ
[5789.914] (S)mido_0510: 歪
[5790.421] (S)boris94: 何してんだ
[5790.619] なななの: radaokunHusei
[5790.797] (S)shiitake0130: はいリスナー辞めるわ
[5791.051] tag0630: ガチガチの不正してんじゃねぇ
[5791.056] テア_: おいビーター
[5791.123] (S)ぺーきち: radaokunHusei
[5791.367] (S)くまさん_: おい
[5791.481] syalneko: ふせい
[5791.583] (S)るびてん: バランス調整という名の不正
[5791.615] (S)こしつぶ: radaokunHusei
[5791.661] mazirou: こりゃしかいわんやん
[5791.854] (S)まゆこ: らっだぁさんにそんなハンデいらないのでは？？
[5792.098] eririn_qol: 歪
[5792.160] きりん_あめちぇり: 不正
[5792.536] (S)yamaziso: radaokunHusei
[5792.766] kistama_x: これは炎上
[5792.873] (S)kero_ppi1: 青鬼側だけうんうんしてて草
[5792.993] haruppe: おい
[5793.122] ねこたろー: 炎上案件
[5793.328] applebell: 冷蔵庫行くぞ
[5793.332] (S)pit01285: はい。つまんなくなった
[5793.620] (S)黒板たかし: いわれてんぞ
[5794.232] pypyboo: 不正です
[5794.371] (S)アキレゐト: そんなもんからっだぁも
[5794.497] ナきち: 不正ムーブ
[5794.517] みかのぶ: 歪
[5794.597] (S)lilac1104: radaokunHusei
[5794.668] ぷちちゃん: 歪
[5794.728] おさしみくん: 歪
[5794.846] kandenti39: 歪
[5794.963] (S)そまる: radaokunHusei
[5795.421] (S)が_じゅ: 落ちるとこまで落ちたな
[5795.495] syalneko: 不正
[5795.514] (S)あめたあめ: radaokunHusei
[5796.046] (S)おねこもち: radaokunHusei
[5796.268] pizzahat2015: おい
[5796.331] _々: 甘えがよお
[5796.771] blaumouse: は？？？
[5796.793] kawausoooo: 不正？
[5796.831] (S)buchibuchichann: あれww
[5796.928] (S)46_kulo: radaokunHusei
[5797.093] kaizokuou1117: やっぱりお前じゃ無理だな
[5797.180] (S)futaba_aoi__: radaokunHusei
[5797.208] ととらんど: あーあしーらない
[5797.739] (S)yasino1504: おもんな
[5797.752] (S)ひびびびび: 青鬼涙目
[5797.899] 吉田くん_: は？
[5798.047] (S)くうた_: ４ね
[5798.285] hakua_p13: こりゃぐちつぼより炎上
[5798.291] gottsuan4646: ハンデを貰わないと勝てないんですか???
[5798.328] saba_basa_: 炎上不回避
[5798.470] kotobuki_twich: 不正しかない
[5798.511] pizzahat2015: おち
[5798.667] aloket82828: おい
[5799.370] rio12030114: マジでクソだな
[5799.553] syalneko: あまえ
[5799.695] rukua0522: もっとやれ〜
[5799.818] しゃあろっく: radaokunOI
[5800.203] とととろろ: 不正ですか１
[5800.286] imappo0501: 4ね
[5800.459] pizzahat2015: おい
[5800.547] blaumouse: 歪
[5800.629] (S)ぺーきち: radaokunHa
[5800.845] たぽ_25: ww
[5801.053] (S)アルセレニア: 草
[5801.416] (S)kabosuq15: radaokunHusei
[5801.455] heibonn0541: 歪
[5801.501] menta1kochan: おい
[5801.518] 蛇喰: はあ
[5801.544] (S)せんつー: これは勝ったな
[5801.707] 2411115: radaokunOI
[5801.806] ぷちちゃん: まじで落ちたな
[5802.028] ひじき100: いびつ
[5802.062] (S)onsen_pengin: radaokunHusei
[5802.266] yoroyoromaru: ぐっちさんw
[5802.575] (S)r1ooooooo: ぽまえ、そーゆーのは画面暗くしてからやれよ
[5802.586] ナイトゥーロビダル: ガチで引いてます
[5802.700] (S)miki_15g: www
[5802.807] syalneko: さいてい
[5804.292] mikan_san: 代表なんだ
[5804.448] (S)owl317: ひろしだもんね
[5804.889] aze1228: 相手ぐちつぼだしチョロいっしょwww
[5804.912] あじさ: 歪
[5805.112] nonnon_0123: はい不正
[5805.125] てりふる49: 歪
[5805.208] watato_ushipi: 歪
[5805.442] (S)かんぱちさん: ぐっちさんｗｗｗ
[5805.701] (S)itoido: wwww
[5806.446] teile: いや、鬼だぞ
[5807.426] やまちゃん丸: まじ不正
[5807.448] koukoukoy: 歪
[5807.507] こんにチハ: は？
[5808.060] nanasi0917: おい
[5808.267] (S)compass____: はい氏ね()
[5808.308] ~MISSING_COMMENTER_INFO~: 草
[5808.825] (S)miloriblue: おっと？
[5808.906] menrui0006: はい不正
[5809.125] yukichan2525: どーするかな
[5810.087] おさしみくん: 炎上
[5810.795] 蛇喰: 2
[5811.041] kawausoooo: 皆さんみましたか？
[5812.045] cha_hhan: 不正
[5812.434] hanayuki19: ぐちつぼに委ねるな
[5812.605] たぽ_25: お？
[5813.217] (S)boris94: 草
[5813.285] gaiantufan: 歪
[5814.367] (S)himasora: 責任を押し付けるな
[5814.592] pizzahat2015: 不正
[5815.695] (S)yamaziso: くさ
[5815.935] (S)ぺーきち: なんで？
[5816.062] (S)まひろ0918: 聞いてる？
[5816.087] ポン酢さん: おっとぉ
[5816.897] (S)kawase0823: 炎上
[5817.099] apple_ri: 6000
[5817.126] (S)kero_ppi1: はい、炎上
[5817.143] yukichan2525: おーw
[5817.194] 401332: いいの？？
[5817.907] (S)r1ooooooo: 1
[5817.929] (S)かれめ: お
[5817.932] kimidori_1ro: くそのくそのくそのくそのくそだな
[5818.128] kawausoooo: これがらっだぁです
[5818.151] pizzahat2015: 歪
[5818.311] poteito: 謙虚
[5818.402] ema_nana: 草
[5818.864] kuromandsora: ひろしが鬼になってて草
[5819.277] sasa1626: お？
[5819.719] (S)_あおいろ_: ちょろい
[5819.933] (S)あめたあめ: 不正
[5819.974] (S)a_re_n_: おい嘘だろ
[5820.040] (S)いのりさん: おっと
[5820.047] hanayuki19: ｗｗｗｗｗ
[5820.055] nanasi0917: 歪
[5820.206] (S)ほたてかも: お
[5820.294] (S)ossushisama: 押し付けるな
[5820.810] (S)神崎立夏: ぐちつぼさんなら大丈夫ですよね
[5820.870] yottuka: お
[5821.323] mikan_san: おお
[5821.620] (S)アンリ_こしあん: マゾ？
[5821.648] hanayuki19: 草
[5821.909] yukichan2525: さすがですね
[5821.993] koukoukoy: 草
[5821.993] ~MISSING_COMMENTER_INFO~: お
[5822.765] (S)アシッド: 漢だなぁ
[5823.036] 紗優: お
[5823.054] yoroyoromaru: 2000！？
[5823.707] nyoiiinsan: おーっと？
[5823.845] みえのえ: あちゃあ…
[5823.896] 紫水七瀬: ぐちさんなら500でも行けるよ！
[5823.941] maroooooo_n: そーゆうとこだぞお前
[5824.176] teile: 圧かけんな
[5824.179] ぴーよよよ: 草
[5824.474] ぷちちゃん: お
[5824.580] ryo_ngz: 流石
[5824.699] おさしみくん: お
[5824.767] (S)owl317: お
[5824.897] _々: お
[5825.313] (S)うめめめめめ: おお
[5826.022] rukua0522: 2000!?
[5826.100] (S)emmma___: お
[5826.330] hanayuki19: 強気だな
[5826.914] (S)kazu10041: 減らしていくねぇ
[5827.113] peginnu: お
[5827.234] (S)アキレゐト: さすが
[5827.777] ゆてのる: お
[5827.988] (S)茶芝木: いうねぇ
[5828.022] (S)ぺーきち: 恨み買うやん
[5828.223] kinusaya38: おお
[5828.386] (S)yamaziso: 裏でやり取りするな
[5828.684] miki_m_m: おお
[5828.963] kamabbo: おお
[5829.110] あじさ: お
[5829.575] ぷちちゃん: まじ？
[5829.793] (S)アルセレニア: お
[5829.859] (S)ほたころ: ほう
[5829.871] (S)ぜろくいち: お
[5829.885] gottsuan4646: 草
[5830.022] (S)owl317: 強気
[5830.369] nanasi0917: お
[5830.400] (S)てと0903: おー
[5830.571] たぽ_25: お
[5830.720] ema_nana: きちゃあ
[5830.927] (S)akuji_king: おぉ
[5831.094] (S)ukiuki2021: おお
[5831.131] hakua_p13: 草
[5831.293] satoshisato: お
[5831.342] (S)shiitake0130: 60000
[5831.405] (S)46_kulo: おお
[5831.539] (S)楓___: 正気か？
[5831.560] (S)甘夏0930: お
[5831.574] teile: 堅実
[5831.692] aloket82828: 減らしていくぅw
[5831.852] mikan_san: らっでぃだからなあるな
[5831.907] kym_oon: おお
[5832.077] 86m4ki: さすつぼ
[5832.111] (S)いのりさん: 強気だねぇ
[5832.269] (S)kero_ppi1: さすがぐっちさん！！！
[5832.374] (S)dohidoide19: おお
[5832.381] (S)ripua88: いいのか
[5832.546] davidbecham7: お
[5832.586] (S)itoido: おー
[5832.596] なななの: かっけぇ……
[5832.622] eguma_1610: おおお
[5832.788] るこるる: おお
[5833.016] ~MISSING_COMMENTER_INFO~: おお
[5833.491] (S)miloriblue: おおお
[5833.687] (S)buchibuchichann: 余裕ですねぇ…
[5833.750] kandenti39: おお
[5833.764] (S)chaonan_23: 味方から反感を買う男
[5834.111] (S)milk_0930: さすがー
