[16.631] Aelynoth: lirikA
[27046.348] hifumi_poyo: は？
[27046.871] takashi726: 藤とヤマも見てみたいな
[27047.918] くろき: 間に合う！？
[27053.918] sndkzfm1: 店長にルークの強さ分からせたももち
[27055.244] donachan: ｗｗｗ
[27056.433] tabibitox: やっすｗ
[27057.570] ボブ牧原: やっすｗ
[27057.590] bunkichi23: ｗｗｗｗｗｗｗ
[27057.633] kurone_2022: やすいｗｗｗ
[27057.858] yomogi0610: 草
[27058.313] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[27059.141] ほげええ: 激安
[27059.206] kamonohasi77: ｗｗｗ
[27059.360] akimasa1977: 家で忍んでCPU戦して強くなりました
[27060.096] bunkichi23: わや
[27060.200] syugi3: ん
[27061.178] みゃおお: ぐだぐだｗ
[27062.002] (S)naginagi99: ｗｗｗｗｗ
[27062.235] (S)buretan555: ぐちゃぐちゃ
[27063.729] kamonohasi77: やっすｗ
[27064.078] (S)gorogorogorn: わやしたーｗ
[27064.315] あり0221: ww
[27065.549] amazontomato: 全部おかしくなっちゃった
[27068.723] ~MISSING_COMMENTER_INFO~: 激安の殿堂
[27072.449] okamasa456: 激安の殿堂
[27073.765] maddy2623: 投げ自体が5フレだからかなり早めに反応しないといけないから投げるのしんどい
[27082.198] hifumi_poyo: ドンキホーテだわな
[27094.255] hmivf: このゲームマジでコンボ判断バグるときある 難しい
[27103.900] ddsato316: コンボ判断うますぎんだけど
[27104.681] sndkzfm1: 人間がバウンドしてるの凄いな
[27105.922] yousuke778: つっよ
[27106.265] spring__thief: しかしオフ対戦って本当楽しそうだね
[27110.741] だいこん_: つえー
[27111.890] yomogi0610: ｗｗｗ
[27112.486] daichan1200: つっよ
[27112.860] macaron_machine: 圧倒的
[27113.521] yutama0502: あまりにも強い
[27114.580] tabibitox: お手軽
[27115.034] kamonohasi77: ｗｗｗ
[27115.469] tosshy_type89: LUL
[27115.677] ほげええ: お手軽
[27120.609] maddy2623: ｗ
[27120.777] kamonohasi77: お手軽
[27121.155] yudedako: 頭領あまりにも強すぎる
[27121.226] だいこん_: ｗｗｗｗｗｗｗ
[27121.489] ほげええ: ｗｗｗ
[27121.654] bunkichi23: ｗｗｗ
[27122.176] みはる_雨月: ｗ
[27122.395] GreeN3750: ｗｗｗｗ
[27122.634] amazontomato: ももちもニヤり
[27123.276] hifumi_poyo: こっちでやりたい
[27123.441] esutark: ももち最強
[27124.497] rt340: 草
[27124.575] v_harumi_v: あらー
[27124.850] めっとくん: コンボ判断マージでむずいよこのゲーム
[27124.924] yomogi0610: ブルの恥晒しｗｗｗｗ
[27125.692] nnmdfs: ブルの王
[27126.128] ねむ3: ｗｗｗ
[27126.967] 1108044k: SFLどうすんだこれ
[27127.002] hmivf: wwwwww
[27127.753] あり0221: w
[27128.294] yuzubox: ｗｗｗ
[27128.480] debuchocobo: 奴はブルの中でも最弱
[27130.304] みゃおお: 兄貴やっちまってくだせ～
[27130.339] tondemonaiyo: 恥晒し？
[27130.629] BATAKE21: ｗｗｗｗｗｗ
[27130.891] syugi3: まーじか
[27131.613] balthazar000: 元気になりすぎじゃない？
[27132.287] kamonohasi77: ブルの王
[27134.378] uncledoon: ｗｗｗ
[27134.981] あり0221: ひっどいウメちゃんw
[27136.846] (S)gorogorogorn: ヤバイやつ来たｗ
[27137.075] (S)naginagi99: ｗｗｗｗ
[27137.180] 何も知らないジョンスノウ: 負けたじゃんw
[27137.199] yomogi0610: ｗｗｗｗｗｗ
[27137.292] hato_pizza: げんきw
[27137.615] tabibitox: おじいちゃん
[27138.032] morinagasyuya: ブルの恥晒しw
[27138.401] icyblue1985: ひでえｗ
[27138.658] ancehutn: ｗｗｗｗｗｗｗ
[27139.373] rt340: 記憶がw
[27139.696] ddb365: え
[27140.114] kamonohasi77: ｗｗｗｗ
[27140.411] bunkichi23: RBの先輩が
[27140.991] stopriverk: umeYay
[27141.524] (S)aliyome: リスクは背負えるだけ背負う
[27142.566] yukihiro_84: 何も覚えとらんｗ
[27142.920] ~MISSING_COMMENTER_INFO~: ブルvsヴィクトリクス
[27143.523] kinokaren: リミット近い？
[27143.603] ほげええ: 知らんのかい
[27143.772] yomogi0610: キマりすぎｗｗ
[27145.236] daichan1200: た、たぬかな・・・
[27145.562] kamonohasi77: おじいちゃん
[27147.078] ys120: ヒトボの先輩カワノ
[27148.014] (S)buretan555: 調子出てきたなｗ
[27149.389] ekusu00x: ブルの御大きちゃ
[27150.231] v_harumi_v: 店長がんばって！
[27151.033] sndkzfm1: ボンちゃんが最初なのか
[27151.715] maddy2623: 偉そうｗ
[27153.528] カブトシロ: イスの主が戻って来た。
[27153.695] ddsato316: 上…？
[27154.607] shikakubeats: 上からってこと？
[27155.763] Umeshoyu: 偉そうさ
[27155.863] okamasa456: 偉そうにしてくるけん
[27155.867] metoro3: マサは偉そう
[27157.364] zyangara2: つまり偉そうってこと？
[27157.646] kamonohasi77: 偉そうｗ
[27157.657] hmivf: ガチはブルの恥じゃけぇ…
[27157.860] amazontomato: ブルとして偉そうな”ボン”
[27158.119] (S)latenight000: 先輩風を吹かせる
[27158.527] (S)gorogorogorn: 態度のことかｗｗ
[27159.468] stopriverk: 上
[27160.852] bunkichi23: へぇ
[27161.187] uncledoon: へー
[27162.124] icyblue1985: 上からマサト
[27162.935] tabibitox: ブルとずぶずぶなマサ
[27163.511] akimasa1977: パワハラw
[27164.620] ekusu00x: えらそうw
[27164.666] mikezouchan: ガチくんもいるのか
[27164.670] kamonohasi77: へー
[27164.980] bagooon20: かなり 上
[27165.920] jojojo3311: 偉そうなのはそう
[27166.102] みゃおお: めっちゃ早いな
[27169.221] BATAKE21: そんな早いんか
[27169.861] ガチくんコス転売ヤー: 偉そうにしてるってこと？
[27170.978] しんさく: かまわん土方やってたんで
[27171.491] tondemonaiyo: 調子こくとヤバいぞ
[27172.043] scottiever06: マサ偉そうだった？ガチくん？
[27174.574] あり0221: 上から正人w
[27176.265] (S)tasuminn: 序列あるんか
[27176.453] nnmdfs: 幅きかしてる
[27178.383] (S)latenight000: マサ「キミィ、何年目？」
[27179.721] kamonan_9: ブルのご意見番
[27186.697] hifumi_poyo: ウメモモ7-15
[27187.660] hikky722: カップヌードルの人ね
[27189.670] azisiotaro: おしゃれコンボ正人
[27190.720] takahashiseigi: マサ「オレ、土方やってたんで」
[27194.865] yomogi0610: マサ言いそうｗ
[27197.166] sndkzfm1: 下からでもマサは偉そうにしてそう
[27204.521] daichan1200: まさに比べると、みんなベイビー
[27204.640] sukosukodaisuko: レッドブルも手広い
[27208.609] gomeeen: ブルパワハラ四天王
[27212.913] (S)junjamaica: ブルマウントw
[27218.005] めっとくん: パリィ後隙ないの強すぎないか？
[27223.191] (S)goto888: サミットで自己紹介に難儀したマサ
[27224.550] akimasa1977: 年上にも君付けダメでしょ マサ
[27230.716] ガチくんコス転売ヤー: 「君、何yearsアスリート？」
[27234.882] anago69: anago69 subscribed with Prime. They've subscribed for 32 months! 
[27240.005] yousuke778: 屈中ｐ確認できるの？
[27257.290] masarin763: 組織は入った順よ。
[27261.340] fujimike: まじで体験版の内容じゃなくない？
[27261.887] 温かいやさむぎ: ももちさん、つよすぎる
[27262.820] gomeeen: ぱなす
[27263.174] ほげええ: うまい
[27268.564] kamonohasi77: うまい
[27270.270] yomogi0610: やっていくスタイル
[27270.698] (S)latenight000: パリィは空振ると自動回復するまでの時間が長いという弱点はある
[27273.047] のってる: ラッシュのしゃが中Pは簡単
[27276.932] tabibitox: 思ったより減る追撃
[27277.300] 皇帝ルル: ルークの追撃強い
[27277.317] derwace_lifolve: ルーク追撃あるんか
[27279.430] 温かいやさむぎ: 疲れないのかな
[27282.336] めっとくん: 芸能界と同じスタイルね。
[27286.279] (S)yamato925925: ひりつきすぎる体験版
[27290.206] (S)junjamaica: ブルが壊される❗マサ助けて
[27298.916] takahashiseigi: 噂に聞く、マサの呼び捨て基準は確かに良く分からんw
[27311.945] tei_tei_tei_tei: この対戦会って梅原さんに勝ち続けてもいいの？
[27317.936] eremin_39: 相撃ち２れん
[27319.944] yomogi0610: うまあ
[27322.087] tondemonaiyo: マサは上数年は君付け
[27322.268] (S)latenight000: ウメにタメ口で、じゃじぃに敬語のももち
[27329.952] sndkzfm1: ウメさんは店長なだね
[27333.377] 倫理規定: 別にいいのでは
[27340.171] ta3z_: 強い人が勝ち続けるのがここでのルール
[27342.828] 温かいやさむぎ: w
[27346.531] au0724: 残ったことが
[27352.834] のってる: そんな忖度いるオフ対戦行きたくないやろ
[27355.788] vanity1571: さっきから何言ってんのこいつ ブロックした方がいい常習犯なのか？
[27355.823] sndkzfm1: 店長なだけだから別に勝ってもいい
[27358.060] syugi3: おー
[27361.736] yoruko114: つえー
[27384.163] ishiwata1234: ボンちゃん、最初はとっきーって呼んでたのに、ときどって呼び捨てに変えたのエモいよね
[27385.612] esutark: ガチくんドコ？ 寝た？
[27385.695] あり0221: ももち”体験”しすぎ
[27386.697] 皇帝ルル: むしろウメちゃんに勝った方がウメちゃんも喜ぶ
[27394.339] だいこん_: うま
[27395.500] くろき: うま！
[27397.821] (S)junjamaica: わやタバコか
[27398.778] ~MISSING_COMMENTER_INFO~: 投げてぇ！
[27399.218] ほげええ: うまいなー
[27400.244] gomeeen: それ投げるかー
[27401.957] donachan: インパクト投げちゃった
[27403.115] kamonohasi77: うまい
[27403.545] sndkzfm1: ウメハラ「俺にルークの強さ分からせてくれー！」
[27405.952] goozy009: 接待プレイ意味ないじゃんw
[27407.549] hmivf: 今の確認まじ？
[27408.923] yomogi0610: へぇ
[27410.241] nihonsyu_: スト６はももちのゲームになりそう
[27411.233] 温かいやさむぎ: まじでつよええ
[27413.215] hikky722: ももちに甘い行動マジできついな
[27413.365] amazontomato: キャラの強さ分からせてくれるルークが来てくれた
[27413.633] tabibitox: 甘えた行動を許さない事に定評があるももち
[27415.410] daichan1200: 格闘ゲーマーって手を抜かれるのが一番あったまるよなあ
[27417.513] 温かいやさむぎ: つよい
[27417.558] akimasa1977: 歳離れた後輩は少しは接待が入ってる気がする 剛一とか
[27419.415] esutark: ももちは自分が最強であることを自覚したな
[27422.353] kamonohasi77: 強い
[27430.337] (S)mac011400: 本当になんでも知ってるな
[27440.939] yutama0502: いい加減気づいてる
[27448.178] pondenring0930: JUDO
[27448.714] (S)yut7xot8: やはりやり込んでる方が強い
[27449.190] ta3z_: スト5だって1年目はえいたのゲームだったからな・・・
[27458.268] (S)chicken_dumpling: daigo using frame kills now
[27458.395] みゃおお: 細かいことまで調べてるよねぇ
[27464.803] ishiwata1234: ももちさん、状況判断は得意って言ってたからまじで無双しそう
[27473.778] akimasa1977: ももちはガチすぎw
[27476.652] maddy2623: ときどさん明日終わったらスト6の電源つけるよ
[27477.670] ekusuyam: ウメハラは明らかに自分より強いやつとやれてなんだかんだ喜んでるよ
[27480.207] ~MISSING_COMMENTER_INFO~: ももちスタダ自信無いとか真っ赤な嘘じゃねえか！
[27482.685] あり0221: えいた式で笑えてたあの日々
[27494.020] imamu25: めっちゃ回してない？ｗｗ
[27494.219] yoruko114: シミー絶妙すぎる
[27496.297] takahashiseigi: 製品版からが本当の勝負であり、地獄さ…
[27497.032] ys120: すんごいカクカクしてた
[27499.833] ebiebi12: カクカクしやがって
[27500.010] amazontomato: コンボ判断むじぃ～
[27501.499] (S)nhhhe: もったいないタイミングだ
[27501.564] yomogi0610: ﾌﾟﾙﾌﾟﾙ
[27502.251] VVVoidWalker: ゆっちょを殴って得た知識
[27503.087] maddy2623: おー
[27506.895] クレちゃ: いいじゃん
[27508.491] sndkzfm1: おー
[27508.605] (S)yamato925925: ひりつくねぇ
[27508.822] ishiwata1234: やるー！
[27511.838] kamonohasi77: おー
[27512.247] fujimike: 男の一先
[27514.799] ~MISSING_COMMENTER_INFO~: 良い勝負
[27523.344] maddy2623: ブルで得た反応
[27539.393] (S)yamato925925: でも、ここでウメちゃんボコられたほうが上を見れるから絶対にいいよね
[27541.135] usizura: しかしこんな慎重に動いてるスト６ウメちゃんはじめてだな
[27543.241] sndkzfm1: ももちくん、グミ食べてもいいんだよ？
[27554.680] (S)hiaaru: 大ゴスにサプて
[27566.927] fujimike: リーチ
[27571.754] tabibitox: 歩いてインパクトは投げれないなぁ
[27572.220] hojihojidx: 店長の気まぐれインパクト
[27574.733] heijitusan: いまのは喰らうわ
[27588.942] imabaritowel: 波衝撃は使わないのね
[27590.576] Eigyotyu440: Eigyotyu440 subscribed at Tier 1. They've subscribed for 76 months, currently on a 2 month streak! 
[27593.191] ~MISSING_COMMENTER_INFO~: 間に合った形か！？
[27594.227] wahaha7788: ウメちゃん終盤までドライブゲージ温存するようになったね
[27596.974] akiraku07: 集中封印中？
[27607.519] aranami0: もおおおおおおおおお
[27608.157] maddy2623: ｗｗｗｗ
[27608.278] HirocoT: 祝・知りたかった敗北
[27609.016] だいこん_: ｗｗｗｗｗｗｗ
[27609.114] bunkichi23: wｗｗｗｗｗｗｗｗｗｗｗｗｗ
[27609.228] yomogi0610: ｗｗｗｗｗｗｗ
[27609.413] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[27609.794] くろき: ｗｗｗｗｗ
[27609.995] maruino351: ｗｗｗｗ
[27610.048] koro3__: ｗ
[27610.548] sunu_p: ｗ
[27610.635] nnmdfs: ｗｗ
[27610.809] aranami0: ！？
[27610.945] prosciu: wwwwwwwwwww
[27611.014] (S)yut7xot8: ｗｗｗｗｗｗｗｗｗｗｗ
[27611.197] 温かいやさむぎ: ww
[27611.398] ポチ男: ええぇｗｗｗ
[27611.593] tabibitox: 結果オーライ
[27611.973] domontyan: ｗｗｗｗ
[27612.018] ほげええ: ｗｗｗ
[27612.054] BATAKE21: ｗｗｗｗｗｗｗｗ
[27612.218] みゃおお: うるせぇｗ
[27612.296] amazontomato: 古畑いた？
[27612.563] Krizalid99999: wwww
[27612.992] (S)2youyou2: LUL
[27613.293] kamonohasi77: ｗｗｗｗｗｗ
[27613.454] ddsato316: これこれぇ～
[27613.969] あり0221: wwwwwwww
[27615.108] HirocoT: ｗｗｗｗｗ
[27615.302] BigbossJP: ｗｗｗｗｗｗｗｗ
[27615.357] 皇帝ルル: ｗｗｗｗｗｗ
[27615.619] morinagasyuya: wwww
[27615.714] ほげええ: 計画通り
[27615.742] maddy2623: 補正切り
[27615.821] egoist5230: moooo
[27616.417] danny_love_danny: ウメちゃんww
[27616.740] tosshy_type89: LUL
[27617.119] misopotato: 草
[27617.172] kamonohasi77: ！？
[27617.376] (S)nhhhe: レッドブルまだのこってるな
