[65.005] (S)kobayan86BRZ: きたああああ
[23268.049] (S)てりー: どのキャラを試したん？キャミィから身始めたからわかってるけど
[23268.390] STARfromTOKYO: 中足でよくない？
[23269.710] pandascal: ときどさんも状況だよね
[23271.976] pesdbs: ＞何F目にボタン押し＝＞それな！
[23273.797] lucentsnow: これできたらすごそう
[23274.038] レム__: 人間って能力に差はあるのに反射神経の限界は割と一律で同じだよね
[23276.827] prototypeie: 流石にいない
[23277.741] xenys3: それでもカワノならって期待しちゃうよね
[23279.265] irohas3: 中足ならいるとおもうけども
[23282.136] (S)une3333: あとは仕込みか
[23283.080] coconuts3tu: ときどさんが昔「運動してシャワー浴びてｶﾘｯｶﾘなら出来る」って
[23287.023] gajonaori: それでもジエワなら
[23289.233] (S)Kanquez05: 14で全くできないってことはちゃんと15の時に確認してからボタン押してるってことだよね
[23290.210] (S)une3333: ｶﾘｯｶﾘｗ
[23293.047] (S)playatlas: それはまずい
[23298.598] fl0kis: カワノさんは出来るらしい
[23298.734] レム__: おくすりｗ
[23300.637] (S)山田たろう太郎: それはまずいってｗ
[23301.445] merrciatoi: Daigoooo
[23303.767] venusblood4: シャワー常設必須
[23305.929] ryo330: 絶対弱竜巻繋げたらスト5が終わる
[23307.735] (S)playatlas: ﾋﾛﾎﾟﾝッ
[23307.749] STARfromTOKYO: 膝なら弱竜巻が確実に当たるのか
[23308.130] (S)山田たろう太郎: ウメちゃん…
[23308.214] (S)ソルダ: キメるしかない
[23313.020] (S)une3333: うーそだあ
[23314.504] (S)lyo0822: まじで？
[23316.950] oyu3: らしいの？
[23319.055] neon_d99: 完全にフィジカル勢じゃん
[23319.682] (S)valhalla5555: 若さか
[23321.711] prototypeie: 印南になるしかない
[23322.750] thunderbolt0422: マ？
[23323.552] (S)papipopon: 盛ってる
[23324.300] (S)ohigara: うおおおおおおおおおおおおおおカワノ最強見せてもらおう
[23324.490] hanpamon: ジャックハンマーになっちゃうか
[23324.576] makurag: カワノ君くらいの年なら出来るかもな
[23325.338] (S)山田たろう太郎: かわのまじで！？
[23328.009] 名無しベータ: 虫か？
[23330.369] triskeal: カワノの言う事だよ？
[23330.963] 子亀の親分: sakoさんが確認は無理言ってましたよ
[23331.108] pandascal: 出来たら高評価 出来なかったらー？
[23331.144] lstang: フカし?
[23333.342] (S)pem97476: 再戦！
[23333.635] balthazar000: １０連続チャレンジやる？
[23334.668] prisira: カワノ嘘多いから信じられんｗ
[23335.870] (S)るぅの: お薬(ロート)
[23338.820] prototypeie: ふかした？
[23339.874] owa4gamer: 反応はやっぱ歳かー
[23341.539] (S)une3333: できなかったら眉毛
[23342.305] kahaku91: 配信してるからやってもらうか
[23343.070] (S)nikkou18: できなかったら低評価まったなし
[23343.671] grororopat: トレモで100回挑戦させて1回ミスった瞬間にドラム缶で後頭部ぶん殴ろう
[23346.463] xdfwjfpf: 若さ 若さ
[23350.853] kamisimeru: 無条件眉毛
[23359.584] (S)lyo0822: シャオハイ級
[23363.124] (S)redbull_daisuki: お、まだやってた！今日はめっちゃ頑張るね
[23364.885] だわさワサワサ: マーダーダッシュして脈拍上げればいけんく？
[23366.432] (S)une3333: 中足でも漏れるのにね
[23366.723] クロヅクリ: カワノがウメハラのヒットボックス仕上がってたと言ってたよ
[23366.834] kamisimeru: 眉毛にかさぶたできるまで
[23369.845] STARfromTOKYO: うめちゃん竜巻は弱だよ
[23372.929] (S)rinze_chan: まだまだ若いな
[23376.100] lucentsnow: でも１F差だからできるフィジカルモンスターいそう
[23379.368] fl0kis: カワノ膝確認くるか
[23380.721] Grapheti: 眉唾
[23382.702] あと1983: 褒めあってるｑ
[23392.800] oyu3: お
[23397.184] owa4gamer: え
[23399.514] xdfwjfpf: セス使いの？
[23399.903] yamame: ｗ
[23400.628] レム__: これはビタミン剤じゃ・・・
[23401.127] caruvi: ｗ
[23401.952] (S)papipopon: いかんでしょｗ
[23402.281] (S)lyo0822: コラｗ
[23402.983] (S)playatlas: それはいけない
[23403.067] fl0kis: NGワードやぞ
[23403.085] (S)ソルダ: あかんｗ
[23403.721] (S)山田たろう太郎: ラインこえてるーｗ
[23404.151] SleepShiva: ブラウン管ならできるのかもな
[23405.386] (S)orange88: ｗｗｗｗｗｗ
[23405.758] (S)桜風かなた: 疲労がポンと抜けるアレ
[23406.230] (S)ohigara: ヒロタならできる？
[23406.334] thunderbolt0422: ｗｗｗ
[23406.464] (S)zakkn: あかん
[23406.872] kumatedd: NO
[23407.169] hanpamon: アンバサダー
[23407.374] kireboshibasyato: 印南インストール
[23408.184] いなりフォックス: ラインｗ
[23408.290] prisira: いんなみかな？
[23410.712] oyu3: ピエー●
[23410.931] (S)ちぶるすきー: ヒロポンって反応まで上がるのかな
[23410.938] (S)sodomu: 印南かな？
[23411.340] starkabokabo: 聞かなかったこｔにするわｗ
[23412.702] Joker_plus237: 役満や！
[23412.918] neon_d99: ラインｗ
[23413.163] sgt1234567: ピエー
[23413.984] (S)kaworuko19: ブルで勘弁
[23414.469] ビフィダス: 印南さん・・・
[23416.508] venusblood4: 実際それならできそう
[23416.854] lstang: さすがに今の発言はマズ過ぎるw
[23416.934] (S)rinze_chan: ラインw
[23417.706] xenys3: ヒロポンの時代に格ゲー無いから
[23417.960] (S)lyo0822: 麻雀すんのか
[23419.082] (S)papipopon: 疲労がポンっとね
[23419.126] (S)valhalla5555: 昔は合法ｗ
[23422.478] (S)nikkou18: しのさん激怒案件
[23422.581] balthazar000: 何か別なものがポンと取れてしまう
[23422.865] sanchandosu: ひろたのポン酢？
[23422.977] pandascal: 昔は磯野家も射ってたから…
[23425.242] bb08763: クスリT
[23428.231] Identity88: ａｍａｚｏｎで売ってないかな
[23429.907] (S)zakkn: ブルにしろ
[23430.546] (S)rinze_chan: 磯野家マジ？
[23434.056] (S)ohigara: ブルで我慢しろーーい
[23436.107] nappamatei: サガットの中足やってみて
[23436.594] 名無しベータ: 速度MAXスト２ターボやった後なら
[23436.852] (S)orange88: お～いヒロポン持ってきてー
[23437.654] oyu3: 磯野家やばない？
[23438.377] (S)るぅの: シノさんから電話くる案件
[23438.426] conscell: 戦後かな？
[23443.510] ryo330: 人間の限界ってやっぱ同じくらいにできてるんだな
[23444.090] kongirly: 印南
[23446.203] kamisimeru: カワノまつげも毟ろう
[23448.180] fl0kis: もうヒロポンなんて知らないっしょ
[23450.288] ~MISSING_COMMENTER_INFO~: プロゲーマーの男（38）
[23453.504] (S)papipopon: ブルでブーストしてこ
[23457.387] レム__: 反射神経に関してはほんと限界同じだよなぁ
[23457.643] marlboro_sal: レッドブル飲んで試してみよう
[23461.882] neon_d99: マジだよ。サザエさんが実家で同居してるのはマスオがラリって借家追い出されたからだよ９
[23468.172] SleepShiva: 時代はマジックマッシュルーム
[23468.369] avmajvm: プロゲーマーは自称つきそう
[23469.456] kirsch_jing: ふ～どとかふじどんだったら出来たりするの？
[23471.001] kamisimeru: 印南の話でしか聞いたことないんだよなーヒロポン
[23471.169] xenys3: 雀荘ではよくある単語ヒロポン
[23471.237] triskeal: スマートドラッグは海外蔓延してそうではある
[23472.559] (S)farronef: 出来ることからコツコツと
[23474.721] sgt1234567: 勲章があればワンチャン
[23479.172] kahaku91: めっちゃシェアボタン押すね
[23496.493] makurag: 30過ぎには無理やろ
[23496.906] avmajvm: アケコンの使い方を忘れた男
[23504.096] Joker_plus237: そしてこの練習である
[23505.825] (S)valhalla5555: ステロイダーならできるかもしれん
[23508.036] レム__: 一応スト5の遅延って少しだけ改善されたんだよね
[23512.457] xdfwjfpf: ｗｗｗｗ
[23514.218] ohta_jp: 最高の瞬間をシェアしていけ
[23516.286] siuva7: 誕生日にめっちゃ練習するね
[23520.946] prisira: それ無理だってｗ
[23523.156] kamisimeru: 中パンの動き始めから認識できれば24Fも猶予があるよ！
[23529.664] caruvi: ｗｗｗ
[23535.677] (S)playatlas: ”予測”
[23538.954] caruvi: ん
[23539.158] neon_d99: ズルに厳しい
[23543.415] (S)kaworuko19: まさか”ヒロポン”打った？
[23543.661] SleepShiva: これを本番でできるとは思えないんだけど
[23550.730] dspread: 遅延が改善したことで余計にカリンの評価上がったよね
[23551.940] (S)redbull_daisuki: そういや今日、オニキ君がどっかの大会で頑張ったらしいね
[23556.260] (S)sora_neko09: 363日はゲームの日だから
[23556.491] neon_d99: まさか膝竜巻練習したらこっちできるようになる？
[23558.266] xdfwjfpf: ブルキメたかも
[23558.724] Clivisto: Happy birthday Mr Umehara
[23565.288] (S)るぅの: ずる？ 
[23567.291] thunderbolt0422: ウメちゃんでも地味な練習してるんだから、プロゲーマーって努力なんだなぁ
[23574.437] hanpamon: 今はレバー？
[23584.987] (S)rinze_chan: 世界一地味なスト5配信
[23589.589] balthazar000: レバーっぽいね
[23592.618] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[23596.624] レム__: 「努力に勝る才能はない」
[23601.204] oyu3: スポーツ選手もだけど、才能みんなあるから地道な練習だよね
[23601.323] (S)hachipochi: いぶきの後ろの手を見るとか？
[23602.928] kirsch_jing: 地味配信なのに3000人以上見てるっていう
[23603.710] tyapa95: バキみたいに脳内麻薬出せればあるいは
[23603.753] (S)suigenius: 人が思うよりも遥かに大変な世界なんだよなぁ。
[23606.281] hanpamon: 地味だけどなかなか無いから面白い
[23613.348] pandascal: それジャンプ移行の最後確認だと14Fとかじゃないの？
[23615.472] lucentsnow: １P２Pで精度違ったりしない？
[23620.510] あと1983: カワノさん、逆にキャミィの中足ができんとかいってる
[23636.689] dspread: 努力はどの業界でもするもんだけど、これはそれを超えてるよね
[23638.994] neon_d99: 豪鬼の膝練習してからこっちやるフローにしよ
[23640.319] (S)valhalla5555: カワノふかしたな
[23641.444] (S)pem97476: ﾑｽﾞﾑｽﾞするw
[23641.515] oyu3: 発売直後でもないとみんなトレモ配信しないもんね
[23645.628] (S)llflyingfish: コツコツ精度上がってるね
[23649.578] kirsch_jing: 打っちゃったらオシオキ痛そう
[23650.788] xdfwjfpf: 次の調整→しゃがみ中Pの発生を１F早くしました
[23654.054] prototypeie: ハイタニさんも投げずっと重ねてるし
[23661.788] (S)kaworuko19: タイトル変わったらまた１からってのがつらいよなプロゲーマー
[23663.522] (S)liblie: カワノ君勘違いやったみたいねｗ キャミィもきついってさｗ
[23677.743] kirsch_jing: 正直やな、カワノ
[23678.828] neon_d99: カワノお前……
[23682.256] (S)chocobook: chocobook subscribed with Twitch Prime. 
[23682.594] SleepShiva: ジャンプさせてる時点で意味なくない？
[23685.421] thunderbolt0422: なんでオジの方が反応ええんやｗ
[23692.419] tsubame5204: カワノさん vs ガチくんの１０先始まった
[23695.577] kamisimeru: 中パンの出始めにビカビカ光れば余裕
[23697.417] xenys3: 飛びに大足−3p、中パンガード1p、差し返し5p この平均点で成長を感じてこう
[23703.346] neon_d99: ジャンプモーションと中パンがモーション似てるんだってさ
[23703.629] panzamu: ふーどカワノとヒットボックス研究会しよう
[23704.001] avmajvm: 成長（０．１フレ）
[23705.201] fl0kis: 忍ズムの投げ重ね配信率は異常
[23705.411] (S)valhalla5555: 成長おじ
[23706.572] Papapadad: 1日1つずつ
[23706.605] レム__: ウメハラの漫画でガイルの中足確認をひたすらやるって描写あったね
[23707.680] dspread: 結局才能ってことや
[23708.062] kahaku91: 一日一つだけ
[23709.387] (S)lyo0822: ウメちゃんもフィジカル系？
[23713.194] 000105: かわのガチ君10先してるね
[23714.397] LT123456: スト5の経験って6でても活かせんのかねぇ
[23719.070] hanpamon: 3rdだと13F、14Fの確認できるって話聞くのは画面の遅延無いからなのかな
[23726.300] beastbeast: ジャンプがあるから難しいんだが
[23728.059] xdfwjfpf: インプットラグもある
[23728.190] (S)shomarusan: レバーガイルでミスでそうだね
[23733.163] avmajvm: ブラウン管筐体ならワンチャンできるとか
[23739.267] (S)playatlas: 最初のジャンプって意味じゃ
[23740.119] レム__: 3rdだとほぼ遅延ないからそのフレームで確認できる
[23740.364] lucentsnow: 近大Pサマーやってみてウメちゃん
