[32.049] junichi_pad: 🐮🖐にょっす！
[5266.614] 240lll: …ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！
[5266.618] yuu_ge: うっわ
[5266.797] na1245789356: あああああああ
[5267.295] (S)katotokato: ぐわあああああ
[5267.310] はるこみん: うわあああああああ
[5267.333] かつらどん: こんときの最初の社長の挨拶すきだったなあ
[5267.345] オマワリ: うわああああああああああああ
[5267.507] kakeru32: 画面隠そう
[5267.697] gk_seikimatsu: ごぉおえおえええええええ
[5268.119] 4yoichi1: 墨じゃん
[5268.332] chiitakun_a: ひぃぃ
[5268.454] ヌオゥ: イカスミ？
[5268.512] 偏西風焼きそば: おえ
[5268.531] rain_on_friday: ひっ
[5268.587] (S)アイソンキャリー: えぐーーー
[5268.587] chocolate_minto: えええ
[5268.763] hiriagod: yabba
[5268.777] (S)risukamo: 久しぶりにみた鼻ニンニク！
[5269.010] tea_party_0: いやーーーー
[5269.526] 106chan: ダークマター
[5269.622] nepia58: きもいいいいいいいいい
[5269.637] 果汁100のサブ垢: うんこ？
[5269.683] na1245789356: やばい
[5270.581] mikan9778: wwwwwwwwwwww
[5270.618] daniel18782: きっしょ
[5270.923] (S)りおそぐわないネキ: 何色wwwwwwwww
[5271.328] anego_ma: きったねＷＷＷＷＷＷＷＷ
[5271.336] ojiyar: 無理無理無理無理
[5271.540] bro_mi: うわ
[5272.081] takesi37564: 血？
[5272.082] (S)kuda_rk: あああ
[5272.162] sakurarako: なんであんな色
[5272.189] バジル12: まじでエグイな
[5272.708] (S)kana19850914: おええええ
[5272.860] ___繭6: 黒すぎ
[5272.958] まゃか: wwwwwwwwwwwww
[5272.977] きのきょん: wwwwwwwwww
[5273.465] kurohime___83: これえぐいよな笑笑笑笑
[5273.494] yyuuyuj: やばw
[5273.764] はるこみん: なんだこの液体
[5273.792] クッカイイ人: うっわ
[5273.912] (S)イシヘンジンの匡くん: 映像の内容より、和服が似合うことに目がいく
[5274.168] (S)小_星: www
[5274.216] かつらどん: これはえぐかった
[5274.293] nuuuum_: 何色！？
[5274.393] yuteeeeeen: やば
[5274.403] na1245789356: えぐいやばいwwwww
[5274.532] さにはに: こわあああああああああ
[5274.676] muteki911: きっっっっしょw
[5274.828] kjack_1: うわ
[5275.087] (S)aki444444: なんか出た🤢😭😭😭😭😭
[5275.103] ザーサイふぉい太郎: ひいーーーーーー
[5275.115] pinoarasippp: きちいいいい
[5275.338] (S)1007yokko: おえーーー
[5275.342] motiduki06: え！？
[5275.893] r_yoro: えぐすぎwww
[5276.119] しづく1112: うわぁぁぁぁぁ
[5276.307] chiitakun_a: なにがでてるの！？！？
[5276.314] hayakenta: うわ
[5276.381] andthatit: 思った以上に黒いよ
[5276.531] 240lll: …ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！
[5277.179] きのきょん: w
[5277.303] jyager_ken: やっっっっっっっっっっっっっっっっっっっっっっっっっっば
[5277.317] yuco_923: え？？？？
[5277.603] gachapin_4869: wwwwwwwww
[5278.446] tea_party_0: 想像を超えた
[5279.103] takesi37564: きもすぎ
[5279.272] daniel18782: もったいな
[5279.333] puhacici: 昆虫食むりだ、、、、、、
[5279.905] (S)みい_0615: もぉーーーーー😣😣😣😣😣
[5281.253] ぽんジュース: ち○ち○やん
[5281.455] stars1201bsaa: えーフォイさん、終わりです
[5281.550] yskteo: peysoWHOTF
[5281.624] (S)りおそぐわないネキ: 餃子wwwwwwwww
[5282.619] バジル12: wwwwww
[5283.149] (S)tsukicosan: 無理すぎぃ！！！
[5283.486] ___繭6: しかも液体
[5283.721] yyuuyuj: 黒い液体えぐw
[5284.687] (S)パープルサワー: これすきwwwwwww
[5285.098] Fancy5510: wwwうゎw
[5285.276] warriorslovee: えっぐ
[5285.459] (S)アイソンキャリー: wwwwwww
[5285.539] (S)kerokerokurop: 閲覧者、ふるいに掛けられる…の巻
[5285.673] yuco_923: 何の汁？
[5285.903] かつらどん: 餃子wwwwww
[5285.972] (S)kana19850914: 餃子だよｗｗｗ
[5286.376] love__stick: 🤣⚡🤣🤣🤣➰🤣⚡🤣🤣🤣🤣➰💨
[5287.119] (S)blood_rose_home_96: あばばばばばｗｗｗｗｗｗｗｗｗ
[5288.232] (S)バキュ美: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5289.220] bro_mi: くっろ
[5289.309] yuta_izaki: 同接減るぞ
[5290.911] ぽんジュース: 若いなw
[5290.964] ヌオゥ: 加害者
[5291.324] ojiyar: ｶﾜｲｲ
[5292.405] (S)kana19850914: お前若い笑
[5292.463] 240lll: …ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！、
[5293.175] gachapin_4869: 23だもんな
[5293.251] kaoco55: 若いなー
[5293.390] (S)りおそぐわないネキ: しのさんwwwwww
[5293.541] ___繭6: かわい
[5294.422] ウシャギさん: わっか
[5294.632] kurohime___83: ふぉい若い
[5295.547] daniel18782: イケメン
[5295.599] (S)パープルサワー: シノ
[5295.745] kakeru32: ふぉいに巻き込まれた
[5296.334] mikipanthu: そーとーふぉい悪っꉂ🤣🤣🤣
[5296.421] (S)risukamo: しのさんｗｗｗｗｗｗｗｗ
[5296.547] yuco_923: このふぉいくんかわい
[5296.743] motiduki06: みんなわかいなあ！
[5298.186] hayakenta: w
[5299.693] (S)ねこ三匹: このふぉいくんの髪型も好き(๑♡∀♡๑)
[5299.876] 4yoichi1: でっか
[5299.898] (S)ゆきこだよ: 気持ち悪いけど見るのはすき笑
[5301.217] (S)kana19850914: 100人減ったｗｗｗ
[5301.546] (S)りおそぐわないネキ: 餃子餃子！
[5301.967] soukainasu: 胃がストライキ起こすわ こんなの
[5302.060] (S)chika_430: かわいいな
[5302.370] (S)アイソンキャリー: 餃子！！
[5302.812] 果汁100のサブ垢: ww
[5303.025] jyager_ken: 銀太；；銀太；；銀太；；銀太；；銀太；；銀太；；銀太；；
[5303.659] takesi37564: 洗脳しやす
[5303.828] ラプラスの悪魔2: 暗黒の液体wwwww
[5304.708] まゃか: なんで黒いの、
[5305.040] mikan9778: wwwwwwwwwwwww
[5305.488] かつらどん: 餃子の歌だあｗ
[5306.075] (S)パープルサワー: がちすきwwwwww
[5307.245] (S)りおそぐわないネキ: wwwwwwwwwwww
[5307.318] (S)kerokerokurop: でか
[5307.363] hayakenta: なっつ
[5307.639] (S)blood_rose_home_96: みーんな若いｗｗｗｗｗｗｗｗｗ
[5307.843] stars1201bsaa: この頃めっちゃJOYさんユージさんに似てるよね
[5308.545] (S)katotokato: ｗｗｗｗｗｗｗｗｗｗｗ
[5309.756] (S)oldayo0125: ふぉいがわんこみたい
[5309.958] ぽんジュース: あ、そっか。餃子か
[5311.393] (S)ねこ三匹: 餃子🤣
[5312.056] mikipanthu: ꉂ🤣🤣🤣
[5312.779] dryabocado: 汁きつ
[5313.807] (S)katotokato: かわいい
[5314.255] rain_on_friday: パワハラ
[5314.811] pinoarasippp: wwwwwww
[5315.456] 4yoichi1: ；；
[5315.934] jyager_ken: ；；
[5316.875] (S)りおそぐわないネキ: 間違いないwwwwww
[5317.158] (S)パープルサワー: BibleThump
[5317.375] leon632545: BibleThump
[5317.628] whydontyoudoyourbest: ；；
[5317.902] ojiyar: 無理じゃｗｗｗ
[5318.091] Melon_vlrt: wwwwwww
[5318.290] ハナノユメ: 😭
[5318.425] ぷっちゃんは猫: 全自動
[5319.165] 果汁100のサブ垢: うわーーーーーーーー
[5319.393] まゃか: あひん
[5319.453] くろこだいん1: 仲良いな
[5319.876] awatarun: 草
[5319.876] gachapin_4869: アゴ押すは草
[5320.017] (S)koyoru358: せつねえ……
[5320.251] かつらどん: ほんまこの頃に戻りたい
[5320.669] sweedishx: あ
[5320.753] 240lll: …ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…、！！
[5320.883] muteki911: それな
[5321.249] twgmpd: みんなかわいい
[5321.901] hayakenta: BibleThump
[5322.048] (S)kuda_rk: 悲しい
[5322.276] Van_dain: MercyWing1
[5322.309] インターネット老人: 介錯頼むのほんまおもろいw
[5324.658] (S)みい_0615: アゴ押し合うwww
[5325.098] chiitakun_a: wwwww
[5326.294] (S)katotokato: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5326.365] jintacST: 銀太（ ;  ; ）
[5326.495] Glytherindor: この頃の笑顔をもう一度
[5326.882] ___繭6: w
[5326.997] かつらどん: もどりたいよお
[5327.152] 129_haha: BibleThump
[5327.229] tanaka0313: 胸がギュッとなります🥺
[5327.479] (S)blood_rose_home_96: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5327.587] jyager_ken: 戻らない青春
[5328.390] lfrxk: BibleThump
[5328.914] 4yoichi1: またいつか昆虫を
[5329.140] バジル12: wwwwww
[5329.320] ﾅｲ: ；；
[5329.520] mikipanthu: 🤣🤣🤣🤣🤣🤣🤣
[5329.839] tea_party_0: なんとーーー
[5329.887] ヌオゥ: 食べる側でも？
[5329.964] akinko41: この動画大好きだったww
[5331.389] takesi37564: もうこの頃にほ戻れない…
[5331.596] kakeru32: いまレペゼンメンバーは何人？
[5331.703] gachapin_4869: 爆笑🤣
[5332.511] (S)kana19850914: ｗｗｗｗｗｗ
[5332.756] yuco_923: だよね🥹
[5332.994] motiduki06: おわわ
[5334.400] 五味くず: うえ
[5334.903] 2blyro_: この頃戻りたいね
[5336.128] karbonara24: это личинки в соевом соусе или что
[5336.386] mmm_fffx: 懐かしい
[5336.483] NELO1357: 腕バタバタしてるwww
[5336.801] せのび_: この動画でエモい気持ちになるのやなんだけどwwwww
[5337.040] daniel18782: wwwwww
[5337.045] pinoarasippp: 行けるんかいw
[5338.443] takesi37564: やばい涙でてきた
[5338.575] ースターマイン: 情緒おかしくなる
[5339.319] gap18690511: 切実な叫び…………
[5339.980] ヌオゥ: 洗脳ｗ
[5340.571] jyager_ken: 戻らない青春きたあ
[5341.227] anego_ma: おえ
[5341.986] (S)kana19850914: 吐き気がやべぇｗｗｗｗｗｗ
[5342.195] ぽんジュース: 俺ならできる！
[5342.405] (S)ちゃみ半額: ホントにおもろい
[5342.496] Fancy5510: 洗脳w
[5343.509] (S)aki444444: やだやだムニムニしてる💦
[5344.121] na1245789356: あああああ
[5344.161] はるこみん: ひえええええ
[5345.758] tea_party_0: デカいエビチリみたい
[5345.937] soukainasu: 地の底からの咆哮wwww
[5346.861] kakeru32: 古き良き時代
[5347.010] (S)kerokerokurop: 黒汁
[5347.853] (S)りおそぐわないネキ: wwwwwwwww
[5348.406] ojiyar: 最悪
[5348.430] まゃか: でかいよ黒いよ
[5348.817] (S)2017eve2: すっごいいろｗｗｗｗ
[5348.922] オマワリ: おええええええええ
[5348.924] oooohhii: この黒いのなに？！
[5349.205] hayakenta: うわ
[5349.338] (S)blood_rose_home_96: やばすぎｗｗｗｗｗｗｗｗｗ
[5349.676] ラプラスの悪魔2: 社長顎押してくれんWWWW
[5349.690] hojoh_jp_114: うわｗ
[5349.839] yuu_ge: グロ
[5350.190] na1245789356: でた
[5350.229] かつらどん: 餃子
[5351.611] (S)アイソンキャリー: やばああああああああぁぁぁ
[5351.820] ぽんジュース: バタバタ！！
[5351.851] jyager_ken: お、え
[5351.854] pinoarasippp: うわあああ
[5352.320] r1ntaso: みんな若いな
[5352.517] takesi37564: まずそ
[5352.612] mikipanthu: 銀太ꉂ🤣🤣🤣ꉂ🤣🤣🤣
[5353.131] mnmr_e: きっしょ
[5353.348] botti4285: えぐい笑
[5353.550] chiitakun_a: きっしょい
[5353.572] 果汁100のサブ垢: 幼虫のうんこ？？？？
[5353.580] mikan9778: wwwww
[5353.703] 椎ちゃん: やばすぎ
[5353.781] gk_seikimatsu: 毒霧やないのwww
[5353.802] muteki911: もらいゲロしそう
[5353.883] gachapin_4869: バンになる
[5354.068] lama6174: 泣ける
[5354.309] daniel18782: きったね
[5354.309] バジル12: アウトwww
[5354.331] nnnnnmonoooou: 腕の動きｗｗｗ
[5354.485] enikoma: グロいｗｗ
[5355.547] na1245789356: ばたばた
[5355.666] kurohime___83: えぐい色してるんよな
[5355.686] gmkz774: うお
[5356.325] ザーサイふぉい太郎: ひいいーーーーーーーわ
[5356.997] ラプラスの悪魔2: ふぉいの心の叫びwwww
[5357.330] (S)りおそぐわないネキ: 手バタバタ懐かしいwwwwww
[5357.419] matcha7160: 他の過去動画も見ようwww
[5357.852] na1245789356: www
[5357.896] (S)kana19850914: おぇーおぇーってなったｗｗｗ
[5358.187] (S)パープルサワー: 懐かしい
[5358.288] yyuuyuj: 銀太かわいそうw
[5358.796] ggggg__ggggg: 色やべえ
[5359.005] 240lll: …ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！…ひゃばい、ちょまって…あかん！あかん！やばい、やばい！ｶﾞｯ!やばい！！あかん！！！ｱｯ ちょまって、やばい、まじで、ｸｯ、落ち着け、ｸｯ、ﾊｯ、やばいっ…く、来る…！！
