[11.762] (S)~MISSING_COMMENTER_INFO~: ｷﾀ━(ﾟ∀ﾟ)━!
[16346.523] (S)rain_less: アナウンスなくなったww
[16346.887] harou_momiji: 赤兎狩り？？
[16347.725] むろ_: 勝ち逃げw ww
[16349.308] (S)おはおはお: おもろそう
[16349.340] (S)rarannge: めっちゃあるね
[16349.728] kaminoryu_zeno: お
[16351.311] (S)ねこねこお嬢: ウサギ？
[16353.667] (S)suzunone_: がみとも狩りか
[16354.369] スペルタン: うさぎは56しそうw
[16355.344] 冷たい南風: うさぎ？
[16357.792] Hana_305: うさぎ？
[16358.073] sqltcandy: radaoW
[16361.311] (S)ちなこぽっぷ: がみとも狩りか
[16361.334] (S)baceneKo: お
[16361.597] わしもおお: おいｗ
[16363.052] (S)rain_less: 赤兎狩りか
[16363.670] yunoooa: お
[16364.373] (S)remuril: ともさんキレすぎでチー使っちゃったかww
[16364.628] harou_momiji: ほう
[16364.757] ハルマ: あw
[16365.050] (S)そら_1907: お
[16365.283] (S)syamuneb: お
[16365.565] siro_wara: 落とすなｗｗｗ
[16365.728] ユキウサギ0425: お
[16366.588] 和泉ぴけ: まずい
[16366.679] mizumoti_42: お
[16366.820] 雨傘ライ: お
[16366.919] のらごま: おいwwwww
[16366.979] (S)suzunone_: え
[16367.171] (S)おはおはお: あ
[16367.411] スパーズ: お
[16368.445] ゆなべ: お
[16368.723] tanutanusan: 赤髪狩りだー
[16370.001] (S)Rimon_sky: お
[16370.054] (S)ウルトラ戦士: ほう
[16370.219] (S)ni_ha218: お
[16370.438] いちごきゅうり: wwwww
[16370.675] (S)yukiinu1195: あ
[16370.680] (S)oreo_oic101: わらってるぞw
[16371.467] hayarase56: www
[16371.766] momoponz: 赤兎狩り
[16372.268] ユゥジサン: wwwwww
[16372.492] (S)reroad1009: ん？
[16372.563] (S)おはおはお: ほーう
[16372.701] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗｗｗ
[16372.817] (S)PON_cc: ｗｗｗｗｗｗ
[16373.030] にわすずめ: wwwww
[16373.442] sora_mameee: wwwwwww
[16373.482] サノウラ: なんか笑ってるw
[16373.676] (S)ぱわ一: がみとも狩り？w
[16373.812] (S)そら_1907: wwwwwwww
[16373.905] のらごま: wwwwwwwwwwwwww
[16374.168] わしもおお: ｗｗｗｗｗ
[16374.563] (S)マロン_: wwwwww
[16374.858] yunoooa: あっ
[16375.119] 雨傘ライ: wwwww
[16375.141] (S)hakurin12: wwwwww
[16375.151] koko_chan55: www
[16375.259] miyamiya138: wwww
[16375.344] kaminoryu_zeno: 赤兎狩りだー
[16375.351] (S)TaichiTakedaJPN: 落とすな
[16375.738] aina___10812: ｗｗｗｗｗｗｗｗｗｗ
[16375.860] (S)zonzon_00: あ
[16376.050] (S)KoRoMoKo2828: 笑われてんぞ
[16376.324] (S)るでぃにあ: wwwwwwwwwwww
[16376.369] isaco135: www
[16376.539] れもんちぃ0: wwwwwwwwwwwwwwwwwwwwww
[16377.267] Ichigo_Strawberry15: wwwwww
[16377.818] (S)ゆう1151: ｗｗｗｗ
[16378.893] takeshi_niki0615: 終わったかこれ、、
[16379.698] yunoooa: 一番嫌なやつ
[16380.498] ネギ犬: www
[16381.455] suiha_7: radaoW
[16381.636] neko1107: ｗｗｗｗ
[16381.889] わさびじる: ^ら^ビット？
[16382.155] りー33: radaoG
[16382.389] (S)ni_ha218: wwwwwwww
[16382.695] あるみ屋: wwwwwwwwwwww
[16384.061] ハルマ: キャラコンで語れw
[16384.148] stella_1213: おつ
[16384.937] mid_koa: 一番得意やん
[16385.473] goriie1222: 得意やん
[16385.703] misaki_2595: www
[16385.773] サノウラ: 徒歩チェイス来た
[16385.983] satou_036: よけんのうまいぞ
[16386.738] チョコミルクティ: 可愛くねぇうさぎ...
[16388.533] kinakomochi_1210: wwwwww
[16388.639] ごんのすけ: 得意じゃん
[16388.693] ゆなべ: ほお
[16389.409] koko_chan55: wwwww
[16390.055] スパーズ: おい
[16390.816] (S)ばなばなな: 1番得意やん
[16390.840] (S)dtf417: 得意じゃない？ｗｗｗ
[16391.085] ちびでび: らびっとか
[16391.176] (S)halcloud: おいｗ
[16393.153] (S)syamuneb: 徒歩チェイスか
[16393.181] (S)Rimon_sky: 逃げるの得意やん
[16393.421] panndaman1: 得意やん
[16393.592] kaomodi22: 押せwww
[16393.673] のらごま: 得意じゃん
[16393.811] RinBell0221: 全責任が急にw
[16393.852] (S)そら_1907: 徒歩チェイス 
[16393.983] syann_0131: お前向きじゃん
[16394.053] (S)開かないごま: 得意分野じゃん
[16394.275] (S)マロン_: ほうほう
[16394.670] ポカポンプン: らびっと？
[16394.700] yunoooa: 1:3の1いじめマリパじゃん
[16395.177] harou_momiji: ＾ら＾びっと草
[16395.227] (S)MIKU_J0311: 1対10？
[16395.393] mitudomoe1111: 得意なやつや
[16395.906] (S)potima03: dbd
[16396.047] haruito_222: ほお
[16396.139] pokaburu: 得意やんw
[16396.317] (S)pochama120: 得意じゃん
[16396.419] lemondaifuku: 得意分野じゃね？
[16396.453] まさ2013: 逃げるのなら得意だもんな
[16396.565] (S)uuuurrrriiii: 得意分野きたか
[16397.168] あらんえむかーびぃ: radaoG
[16397.270] mizuno0624: 逃げ足プレデター見せてけ
[16397.688] (S)baceneKo: うさぎというか、 
[16398.477] sora_mameee: 得意分野か
[16398.584] (S)dtf417: 徒歩チェイスな
[16398.695] (S)るでぃにあ: 得意分野か？
[16398.765] (S)八坂乃宮: 生存しろってわけか
[16398.916] (S)remuril: らっだぁ得意やん逃げ足早いしww
[16399.367] dhisan_ino: ボスに全責任かかる奴か
[16399.401] やまちゃん: やまちゃん subscribed at Tier 1. They've subscribed for 18 months, currently on a 8 month streak! 
[16399.598] 旗波: 得意じゃん
[16399.727] (S)syamuneb: 得意分野きたw
[16399.830] kaminoryu_zeno: 得意なやつやん
[16399.851] (S)suzunone_: ^ら^ビット
[16400.141] (S)らぺん: 得意じゃね
[16400.490] (S)らいちょむ: 徒歩チェイス？！？！
[16400.666] riita1128: 落とすなw
[16400.912] (S)yukiinu1195: 徒歩チェイスか
[16400.977] 椋榎: 逃げるのは得意じゃん
[16401.133] 俺に任せろ: 得意やん
[16401.153] しああき: 大得意やん
[16401.953] ako1129: 逃げ足だけは速いか
[16401.956] (S)yamato333kaki: 徒歩チェイスか
[16402.174] れもんちぃ0: 逃げんのは得意やな
[16403.130] darkmoca331: 徒歩チェイスか
[16403.300] ゆいーら: 徒歩チェイスじゃん
[16403.613] 看板: radaoHi
[16403.697] ごっちお: ぽまえの得意分野やん
[16404.243] satou_036: ごっこで鍛えたその力！
[16404.470] (S)nasu_nameko: radaoG
[16404.641] fh0522: ^ら^びっと
[16404.841] ユゥジサン: 徒歩チェイス最強の出番
[16404.937] (S)おはおはお: 逃げろってことで
[16405.515] takenokomusi: 徒歩チェイスきた
[16406.013] (S)nico_kk_mp: 徒歩チェイスだぞ
[16406.392] harou_momiji: あー
[16407.158] ムラさん: radaoOctane
[16407.226] goriie1222: 逃げ足早いもんな
[16407.546] ユキウサギ0425: ^ら^びっとか
[16408.247] エンデラ: 徒歩チェイスだ
[16408.666] tukky1208: 徒歩チェイスやぞ
[16408.782] (S)KoRoMoKo2828: ネオポリうさぎ可愛くていいな…
[16408.878] (S)baceneKo: あー！
[16409.023] のらごま: 徒歩チェイスとか得意分野じゃん
[16409.287] (S)ぱわ一: g…
[16409.512] チョコミルクティ: とろチェイスだぞ
[16409.597] (S)八坂乃宮: つまりボス頑張れ
[16409.849] harou_momiji: 徒歩チェイス最強か
[16410.152] まちゃどがお: 得意分野
[16410.695] minisa_kawa: フワッティーだ
[16410.950] ちびでび: ^ら^びっと
[16411.723] hako850: 1v10か
[16411.914] (S)suzunone_: 徒歩チェイスだ！
[16411.922] ツミキ3: つまり徒歩チェイス
[16412.118] nekodama2155: お前は逃げりゃええ
[16412.243] (S)halcloud: 徒歩チェイスかｗ
[16412.705] same__15: ^ら^びっと
[16412.791] cupirus: フワッティ
[16413.025] pokaburu: 生命力G頑張れ
[16413.951] るんぱっぱ12: 徒歩チェイスだ
[16415.347] okiha_mushroom: ともさん赤兎だから得意なんじゃね？
[16415.494] 雨傘ライ: 徒歩チェイス行くぞー！！！
[16416.001] 立花日和_040309: 徒歩チェイスきた
[16416.119] fukuda1129: 生命力ゴキブリ見せてけ
[16416.229] (S)MIKU_J0311: 徒歩チェイスか
[16416.354] スペルタン: 完全チェイス
[16416.429] 冷たい南風: 得意分野きた
[16417.345] (S)黒ごまソフト: 徒歩チェイスか
[16417.473] (S)開かないごま: 徒歩チェイサーの見せ所
[16417.906] 橙紺: ^ら^ビット
[16418.065] (S)hakurin12: 徒歩チェイスきちゃ
[16418.143] mikann7: 徒歩チェイスか
[16418.686] もすぱー: 徒歩チェイスきた
[16418.915] ハルマ: 徒歩チェイスねw
[16419.696] nakun_asobo: 徒歩チェイスw
[16421.005] many7575: 得意分野やん
[16421.032] same__15: 生理
[16422.814] tankobu_me: 二つ名は逃げ足のラダオだもんな
[16423.593] key_1950: ふわってぃ？
[16423.837] (S)momonokko: 得意分野じゃん
[16423.972] ﾖゔぇﾕ: フワちゃん
[16424.932] (S)星映天下: 徒歩チェイスなら得意だろ
[16425.210] (S)suzunone_: ボスがうさぎか
[16425.693] (S)るでぃにあ: 徒歩チェイス得意やん
[16425.856] Halu0401: フワッティ
[16426.830] ユキウサギ0425: チェイスか
[16427.183] buruguri: 徒歩チェイスきちゃー
[16427.671] afiki7: ボスの力見せるか
[16428.242] 877kuskus: 徒歩チェイスかw
[16428.246] a_mondoKojio: ゴキ並の速さを魅せていけ
[16428.247] koumu0_0: 得意やんw
[16428.704] ばのさん: 得意やん
[16429.533] 猫又01: 徒歩チェイスってことか
[16429.820] チョコミルクティ: お前の得意分野しかこねぇ
[16430.235] itumonoboku: 色戻さないん？
[16430.783] メガーネ00: 徒歩チェイスじゃんきちゃー
[16430.980] yuu67827: デトバ？！
[16432.540] honekara: 生命力G見せてやれ！！！！
[16433.869] yunoooa: ふわってぃー
[16433.950] ハルマ: ゴキブリのらだお
[16434.144] (S)suzunone_: 三人称得意やさな
[16434.734] (S)yukimura_22: ボス徒歩チェイス頑張れ〜
[16435.888] (S)dtf417: ゴキブリ並みの生存力を見せつけろ
[16435.931] 石サトウのライス: 徒歩チェイスきたーｗ
[16436.098] syau798: 逃げるのは得意分野か
[16437.403] あらんえむかーびぃ: ｗｗｗｗｗ
[16437.882] harou_momiji: あ
[16438.337] (S)ぱわ一: ゴキチェイスや
[16438.485] ログリア: wwwww
[16438.548] にわすずめ: wwwwwwwwww
[16438.782] (S)MIKU_J0311: wwwwwww
[16438.889] mayoeru0116: あ
[16438.948] (S)ウルトラ戦士: あ
[16438.960] ハルマ: あw
[16439.630] Ichigo_Strawberry15: あ
[16439.714] (S)そら_1907: あ
[16439.734] (S)るでぃにあ: あ
[16439.763] (S)suzunone_: あ
[16439.843] sjindoa: wwwwwwww
[16440.075] (S)hakurin12: あ
[16440.244] Hana_305: 笑笑笑笑笑笑
[16440.340] neko1107: ｗｗｗｗｗ
[16440.374] (S)syamuneb: あ
[16440.520] (S)halcloud: あ
[16440.582] 877kuskus: まぁまぁまぁw
[16440.649] (S)nem_kun_peco: ^ら^びっと
[16440.681] 雨傘ライ: あ
[16440.755] (S)ぱわ一: あ
[16440.909] kinakomochi_1210: wwwwww
[16441.049] harou_momiji: 煽り？？
[16441.148] にこにこなんだ: あ
[16441.259] (S)reroad1009: あ
[16441.353] 猫又01: あ
[16441.528] lemondaifuku: あ
[16441.575] kaminoryu_zeno: あ
[16441.729] (S)rain_less: あ
[16441.870] 紗弥0926: wwwww
[16441.883] (S)黒ごまソフト: あ
[16441.942] むろ_: あ
[16442.097] (S)Soratandao: あ
[16442.102] (S)MIKU_J0311: あ
[16442.139] tarabaaaa: あｗ
[16442.300] ayunosioyaki0223: あ
[16442.325] のらごま: あ
[16442.383] ないくあ: あ
[16442.562] (S)らぺん: あ
[16442.579] 冷たい南風: 舞えゴキブリ
[16442.647] (S)ゆにるな: あ
[16442.743] エンデラ: 純粋な質問ｗ
[16442.773] (S)syamuneb: wwwwwwwwww
[16442.777] れもんちぃ0: あ
[16442.811] (S)おはおはお: wwwwww
[16442.829] charlotte0ra: あ
[16442.859] nekodama2155: え？w
[16442.929] tukky1208: え？
[16443.131] kuugay0905: あ
[16443.138] いちごきゅうり: あ
[16443.427] ゆいーら: あ
[16443.433] nekomarutomo: おっと、、、
[16443.549] goriie1222: こわいよ
[16443.616] an_do121: え？
[16443.629] rikurou56: あ
[16443.699] (S)そら_1907: wwwwwwww
[16443.789] (S)a_onemu: wwwwwwwwww
[16443.840] nakun_asobo: ゴキの生存力見せたれや
[16443.853] kinakomochi_1210: あ
[16443.855] まちゃどがお: ちく
[16443.894] RinBell0221: 青鬼から逃げてた頃を思い出せ
[16444.082] (S)MIKU_J0311: ちく？
[16444.181] (S)pochama120: あ
[16444.292] ﾖゔぇﾕ: あ
[16444.314] のらごま: wwwwwwww
[16444.334] わさびじる: あ
[16444.515] ゆめきり: あ
[16444.529] しめざめ: あ
[16444.545] kuro_300: あｗ
[16444.572] sora_mameee: あｗｗｗ
[16444.646] いちうら: あ
[16444.709] koumu0_0: 徒歩チェイスの神だからなぁ
[16444.898] (S)ゆう1151: これ三人称使ってよかったのか？ｗ
[16444.942] 877kuskus: え！？
[16444.943] む_むちゃ: あ
[16444.975] (S)chokemimi: あ
[16445.123] わしもおお: あ
[16445.207] (S)nem_kun_peco: お
[16445.242] おが0428: あ
[16445.461] 逢碧はる: あ
[16445.672] (S)Soratandao: 怒ってるwww
[16445.681] miki_15g: wwwwwww
[16445.690] 777kamikami: あ
[16445.809] neko1107: あ
[16445.938] ばのさん: あ
[16446.174] tankobu_me: w
[16446.248] ハルマ: ちくちくw
[16446.422] のらごま: やばい
[16446.434] (S)otooto_: あ
[16446.557] harou_momiji: あ
[16446.942] ゆいーら: おこ
[16446.993] (S)或ト: ええええええ
[16447.177] tadaboshi: あ
[16447.260] mayoeru0116: ちく
[16447.314] しああき: ｗｗｗｗｗｗｗｗｗｗｗ
[16447.375] (S)ayanonn0708: あ
[16447.449] suiha_7: radaoScream2
[16447.458] himikokichi_06: キレてる
[16447.475] (S)ウルトラ戦士: wwww
[16447.476] (S)asahi__s: ちく？
[16447.516] あらんえむかーびぃ: radaoOko
[16447.640] koko_chan55: あ
[16447.648] 冷たい南風: あ
[16447.805] an_do121: 喋るな！？
[16447.819] many7575: 三人称得意やね
[16447.858] Hana_305: あ
[16448.022] mikann7: あ
[16448.187] Ichigo_Strawberry15: 出てるよ〜w
[16448.265] (S)Rimon_sky: あ
[16448.502] (S)rain_less: やっぱキレてる！！
[16448.585] namoyan0809: あ
[16448.839] のらごま: キレてる
[16449.374] むろ_: キレてるww
[16449.407] ryotamk_2: バチギレｗ
[16449.570] ako1129: ヒ、ダネ
[16449.572] (S)ｼｷ_: wwwwwwwwww
[16449.586] わらびもち_11: あ
[16449.591] 雨傘ライ: wwwww
[16449.677] (S)syamuneb: ピキってるwwwww
[16449.702] む_むちゃ: おこ？wwww
[16449.777] rarima_3: ちくさん
[16449.809] 777kamikami: キレたww
[16449.815] (S)マロン_: あ
[16449.868] (S)kin6100: 怒ってる！w
[16449.905] tmkhawk: ヤバイw
[16450.050] GT_YOROZUYA: あかん
[16450.408] ayunosioyaki0223: wwwwwwwww
[16450.494] おが0428: 怒ってる！！
[16450.547] (S)ラウド25: radaoW
[16450.569] bucket_niwatori: バチ切れです
[16450.670] ui_nagaseui: ｗｗｗ
[16450.878] mbando55: こわｗｗｗｗｗｗ
[16450.900] ユキウサギ0425: 喋るな！？
[16450.900] (S)ni_ha218: wwwwwww
[16450.902] のらごま: wwwwwwwwww
[16451.161] MORIYA_37: あ
[16451.207] papikopinoo: キレてるww
[16451.557] same__15: 誤字してしまった…
[16451.559] (S)tabasukomothi: radaoOko
[16451.652] 877kuskus: 本性出したなw
[16451.743] タクトン: radaoWradaoW￼￼ 
[16452.222] (S)mahorunn: Gの^ら^
[16452.255] howa_desu: キレてるw
[16452.269] (S)suzunone_: やっぱりキレてる！
[16452.360] goriie1222: ロレ言い過ぎだって
[16452.394] (S)petrichorjp: radaoOko
[16452.396] (S)baceneKo: www
[16452.449] いちごきゅうり: キレてる
[16452.590] (S)nem_kun_peco: キレ髪のちく
[16452.638] kaminoryu_zeno: ちくw
[16452.753] ばのさん: 黒髪のちく
[16452.833] (S)zaza_kun: radaoOko
[16452.845] (S)うぷしろ: ちくWwww
[16453.064] ft2828: おこだw
[16453.113] 冷たい南風: キレた！
[16453.279] kamkame35: ｺﾜｲﾖｰ
[16453.280] むろ_: wwwww
[16453.283] Ichigo_Strawberry15: ちくがみさんw
[16453.592] nobume0v0: wwwwwwwwww
[16453.829] 橙紺: バチギレのともだ！www
[16454.022] わしもおお: コワイヨー
[16454.305] hako850: ｗｗｗｗ
[16454.481] kinakomochi_1210: おこ
[16454.789] suiha_7: radaoOko
[16454.822] (S)おはおはお: 黒髪のちく
[16454.968] (S)ｼｷ_: ブチ切れともさんwwww
[16455.521] エンデラ: ピキってる？
[16455.687] (S)halcloud: 切れてるｗｗｗ
[16455.704] (S)ぽてち3: キレてるww
[16455.918] (S)warutti: ｺﾜｲﾖｰ
[16456.179] harou_momiji: radaoOko
[16456.386] (S)TaichiTakedaJPN: キレともｗｗｗｗｗ
[16456.392] ポカポンプン: こわいよー
[16457.011] (S)abara_129: ｺﾜｲﾖｰ
[16457.088] (S)yukimura_22: wwwww
[16457.762] darkmoca331: radaoOko
[16457.866] (S)syamuneb: ｺﾜｲﾖｰ
[16458.110] スペルタン: バチギレのキレ！？
[16458.112] an_do121: ともさん怖い…
[16458.917] (S)星映天下: ｺﾜｲﾖｰ
[16460.193] riita1128: キレてます
[16460.396] miki_15g: ピキピキだったwww？
[16460.482] neko1107: おこ
[16460.941] ryotamk_2: radaoOko
[16461.207] (S)nem_kun_peco: 黒髪のちく
[16461.538] 橙紺: ｺﾜｲﾖｰ
[16461.632] many7575: www
[16463.163] (S)mahorunn: ｺﾜｲﾖｰｰｯ
[16463.452] satou_036: ぺんだけに強いw
[16463.982] さけといくら: わこらだー
[16464.189] (S)suzunone_: うさぎさん
[16464.437] ドミノくん: radaoOko
[16465.056] fuga_334: あかぺんきちゃ
[16465.933] (S)夏吉: お？
[16467.438] (S)ｼｷ_: うぉうぉかわいいww
[16469.695] チョコミルクティ: ^ら^びっと可愛くねぇ
[16469.779] サノウラ: うぉうぉずっとわろとる
[16470.200] sora_mameee: なるほど
[16471.861] Ichigo_Strawberry15: ！？
[16472.016] 877kuskus: wwww
[16472.410] pokaburu: ｺﾜｲﾖｰ
[16472.986] mbando55: ｗｗｗｗｗｗｗｗｗｗ
[16473.033] (S)ウルトラ戦士: wwwwww
[16473.277] mayoeru0116: えｗｗｗ
[16473.490] yunoooa: wwwwwww
[16473.637] many7575: ｺﾜｲﾖｰ
[16474.010] (S)そら_1907: ！？
[16474.078] harou_momiji: ｗｗｗｗ
[16474.354] (S)MIKU_J0311: おいおいwwww
[16474.593] のらごま: ？！
[16474.608] れもんちぃ0: wwwwwwwwwwwwwwwwwwwwww
[16474.792] (S)ゆう1151: あれｗｗｗｗ
[16474.799] sora_mameee: ！？
[16474.830] (S)suzunone_: ？！
[16475.013] 雨傘ライ: え
[16475.028] koumu0_0: ぺんちゃん？w
[16475.038] 旗波: wwwwww
[16475.052] (S)fukut403: wwwwwww
[16475.097] charlotte0ra: wwwwwww
[16475.372] 猫又01: ！？
[16475.388] ムラさん: 1v10？
[16475.394] (S)hakurin12: えwww
[16475.745] cupirus: wwwwww
[16475.972] (S)asahi__s: あれ？
[16476.067] スペルタン: ！？
[16476.165] an_do121: wwwwwwwwww
[16476.328] harou_momiji: あｗ
[16476.338] ryotamk_2: ｗｗｗｗｗｗｗ
[16476.365] tarabaaaa: ｗｗｗｗｗｗｗｗ
[16476.690] のらごま: wwwwwwwwwwww
[16476.767] (S)おはおはお: wwwwwww
[16476.852] ハルマ: いじめいじめwwwwww
[16477.207] suiha_7: radaoBigcry
[16477.495] (S)うぷしろ: wwwww
[16477.588] (S)ura__5: ！？
[16477.741] 雨傘ライ: wwwwww
