[2.324] (S)なん69: なん69 subscribed with Prime. They've subscribed for 10 months, currently on a 10 month streak! 
[7.232] (S)上ゆい: こんちわ
[9877.518] okome_san__: ツイートすることなの？
[9878.122] るちのー: ww
[9878.634] 哀れな人の子: wwww
[9879.012] (S)dolly_7: ツイートでええやん
[9880.508] 鯖の味噌煮焼き: 強いよかと思った
[9881.681] みだいふく: 草
[9882.057] ぴーやぽう: ww
[9882.600] ほしのあき: 分かるけど言わんわ…
[9883.476] (S)ボ口: 懐かしいなﾂｲｰﾖ
[9883.621] や5: とぅいったー
[9885.247] (S)Ichigo_Strawberry15: ひろゆきwww
[9885.767] おしゃけのみさと: らだ語がんばえー
[9885.827] (S)sjindoa: wwwwwww
[9886.877] ayunosioyaki0223: www
[9886.958] (S)みそギン: wwww
[9888.596] kurono1627: とぅいったー
[9889.012] あるみ屋: www
[9889.554] suna0056: Twitter古参しか知らんやつ？
[9891.359] ku_mari_1345: 分かってしまったJKがここに…
[9894.862] 雪狐0143: wwww
[9897.289] おしゃけのみさと: ひろさん
[9920.642] ugtktjgumt: ひろゆきww
[9933.295] どのまーが_: わこらだ
[9936.214] (S)もぎ: uptime!
[9941.168] okome_san__: またひとつムダ知識を得た
[9951.001] wawafu2525: 足速いなチャージ中
[9955.212] wind_az: !uptime
[9955.446] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 46 minutes 3 seconds 経過しています。
[9968.663] おしゃけのみさと: ひろさんってうったけど一旦抜けたから何が起きたんかわからん
[9980.691] nayutch: !uptime
[9980.901] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 46 minutes 28 seconds 経過しています。
[9992.271] けーつぐ: いまセンチネルのチャージバグ起きてるよね
[9992.791] ガクフル: ないす
[10001.037] ugtktjgumt: ないすぅ
[10003.781] kamimi339: ないす引き
[10008.769] ugtktjgumt: 美味しぃ
[10016.413] (S)猫又01: radaoNice
[10018.820] にわすずめ: あっぶ
[10019.805] ayunosioyaki0223: あぶな
[10031.878] おしゃけのみさと: WheelDark話変わるけどコンちゃんに似てる
[10066.768] (S)みそギン: ナイス
[10072.136] ガクフル: ぬ
[10076.940] (S)みそギン: ぬ
[10085.143] ugtktjgumt: 天災
[10085.378] ガクフル: お〜
[10088.647] おしゃけのみさと: ﾌﾝ
[10089.930] (S)みそギン: おー
[10096.901] にわすずめ: ｿﾝﾅﾝｱﾙﾝ
[10109.666] ガクフル: wow
[10111.183] おしゃけのみさと: ﾅﾆｶﾞｱﾙﾉ?
[10114.586] sumeshi0213: ﾅﾆｿﾚ
[10151.140] すいぺりあ: がんばえ 
[10153.893] gana_000: 全員ヘビーw
[10164.283] ayunosioyaki0223: がんばえ
[10166.745] ガクフル: フラグを回避していく
[10175.315] おしゃけのみさと: らだお油断するなよ
[10175.809] ugtktjgumt: かほり…（滑舌）
[10179.806] (S)レだん: がんばえー
[10180.968] tudumi_bunngou: tudumi_bunngou subscribed at Tier 1. They've subscribed for 20 months! 
[10189.339] おしゃけのみさと: 敵のかほりがしなくもない
[10235.473] 狐日和2014: わこらだ
[10263.387] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[10282.557] ガクフル: ヘイタクシー！
[10286.353] (S)sjindoa: 呼び慣れてんね
[10292.788] おしゃけのみさと: ハイタクシー
[10300.421] (S)ららら0913: 金持ちさん？
[10301.306] ムーン_893: タクシー乗らねーなー
[10301.537] いのりさん: トライデント持ってきてー
[10308.254] ayunosioyaki0223: ふーん
[10308.896] (S)みそギン: 基本は
[10312.958] (S)orlee_03: radaoDancho
[10313.238] (S)ナラ抹茶: radaoDancho
[10313.368] おしゃけのみさと: 歩かんと太るで
[10314.066] 哀れな人の子: radaoDancho
[10315.048] becpac: 雨ごときでタクシーですか？
[10315.365] ガクフル: wow
[10315.452] sunomono8: radaoDancho
[10316.368] (S)minibanbi: radaoDancho
[10317.243] (S)ちゃこも_02: radaoDancho
[10318.545] すいぺりあ: radaoDancho
[10320.205] (S)らるとす_99: radaoDancho
[10320.343] (S)みそギン: radaoDancho
[10320.922] (S)かがりごまだれ: radaoDancho
[10321.173] ugtktjgumt: WOW
[10323.967] ぴーやぽう: いつも使ってるだろ
[10324.013] (S)あおちゃちゃ: radaoDancho
[10324.984] atuono: radaoDancho
[10326.819] (S)PEI_OwO_: radaoDancho
[10327.465] (S)Zzz_jun: radaoDancho
[10328.684] (S)ららら0913: radaoDancho
[10331.977] (S)かんこ: radaoDancho
[10333.650] 都さむらい: 水溜まり蹴散らして歩けよ
[10334.623] (S)えりさ_: radaoDancho
[10337.197] Yukimaru__31: wow
[10343.195] おしゃけのみさと: みんなブチブチradaoDancho 
[10344.432] ガクフル: つよつよ
[10344.826] (S)nonaru4637: radaoDancho
[10356.293] odango_obango: 金持ちか…
[10364.502] (S)mazirou: 雨の日歩くと楽しいよ、雨の音とか
[10378.653] shore0926: !uptime
[10378.870] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 53 minutes 6 seconds 経過しています。
[10382.571] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[10393.035] ガクフル: 頼りになる〜
[10395.057] おしゃけのみさと: 雨の日は頭が痛くなるからあるけん
[10401.019] ugtktjgumt: 丁度今雨降ってた…外出なさすぎて分からんかった
[10409.696] risukao: オーダーがいい！！
[10422.576] ガクフル: がんばれ〜
[10429.078] ガクフル: ドン！
[10430.647] nobume0v0: がんばえ〜
[10430.841] おしゃけのみさと: オーダー！らだおの血！
[10435.860] (S)sjindoa: wwwwww
[10435.975] ayunosioyaki0223: wwww
[10437.432] (S)khinmr: フラグ
[10443.704] yubaharu: wwwww
[10443.906] zabatu: www
[10444.563] すいぺりあ: ドン！
[10446.894] あるみ屋: wwww
[10450.020] Yukimaru__31: !uptime
[10450.283] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 54 minutes 18 seconds 経過しています。
[10450.315] shiki_maru: ただのネタだったはず
[10457.995] a_mitsuki: ネタ
[10459.659] (S)sjindoa: ネタじゃない？
[10461.173] 鳥飼いたい: 言ってないよw
[10462.890] hoshizukiyo3227: 言ってないよ
[10463.661] stk108: 前調べたら元ネタは掲示板だった
[10464.290] itoido: 言ってないだろ
[10464.515] kurono1627: ネタやね
[10466.315] (S)yakuza_isi894: 言ってない！
[10469.402] いのりさん: ウソップに言うっていうネタじゃないの？
[10470.150] おしゃけのみさと: ネタやて
[10470.401] ガクフル: 船長怖すぎる
[10472.591] (S)orlee_03: 直前まで口にしてサンジに蹴られた
[10475.366] ねむいねこ: いってない
[10476.158] ガクフル: わーい！
[10477.275] (S)rioniku1515: サンジキャンセル入るから行ってない
[10477.896] hoshizukiyo3227: ウソップから降りた
[10478.428] (S)yukisave: ウソップに言ったのは俺たちが出ていくじゃない
[10479.756] (S)ご機嫌なシャチ: そんな直接言う？w
[10481.853] エイさん: 言おうとしてサンジに蹴られた
[10483.269] 鳥飼いたい: 言われたのはオタク君だよ
[10485.518] (S)ららら0913: 言おうとしてサンジに蹴られて止められたよ
[10486.684] 哀れな人の子: 言おうとしたんだっけ
[10487.015] a_mitsuki: 言ってない！ ドンッ
[10487.281] kurono1627: 言いかけたけど言ってない
[10491.031] dao_00: サンジがとめたきがする
[10491.191] (S)dolly_7: サンジに止められたやつね
[10492.201] (S)koronn1101: 言う手前でサンジに止められる
[10492.940] (S)STu_mormot555: 元ネタはなんｊのワンピアンチやで
[10495.774] さめちーず: !uptime
[10495.987] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 55 minutes 3 seconds 経過しています。
[10497.768] you_28: ウソップの時に似たニュアンスはあったけど実際違う、サンジから蹴られた
[10499.852] (S)kamiusa1210: 船に乗らなかったのはフーゴだけどな
[10500.950] dao_00: てめぇ今なんて言おうとした！！！
[10503.208] (S)rioniku1515: 言い切ったのはオタク君
[10505.754] yusan913: スレじゃなかったっけ？
[10505.998] おしゃけのみさと: 今ワンピーー見ながら配信見てるからね
[10526.751] ガクフル: わーお
[10535.753] a_mitsuki: 存在しない記憶の一つだから
[10548.867] wawafu2525: すももさんにテルミあげたら？
[10552.818] おしゃけのみさと: 肚子饿了
[10555.744] ugtktjgumt: 記憶力おじいちゃん
[10569.934] akitamarru: わこらだ
[10592.873] ガクフル: 1足りない
[10593.382] おしゃけのみさと: 行けるか？
[10611.224] (S)mai161116katatumuri: p
[10620.406] (S)猫又01: ？
[10622.771] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[10623.697] ayaka25252: わこらだ
[10624.571] (S)きなこもち46: ？？？
[10626.364] あるみ屋: ないだろ
[10630.435] ガクフル: IQ2億って頭悪そう
[10630.967] おしゃけのみさと: IQ가 좀 모자라네요.
[10640.821] suuran0831: わこらだ
[10644.303] (S)のせ太郎: IQ2億って言ってる時点でもう低い
[10649.881] (S)mazirou: その発言がIQ2
[10661.488] ガクフル: うっとおしい〜
[10664.713] ugtktjgumt: 腑抜けてんぞ〜
[10664.857] おしゃけのみさと: IQ2の間違い
[10668.530] (S)STu_mormot555: これはキッシュ
[10671.980] どのまーが_: そういう人ってすぐ大きい数字いうよね
[10677.300] おしゃけのみさと: ね〜
[10687.916] (S)dolly_7: アンチつよい
[10688.558] にわすずめ: wwwwwwww
[10689.652] ゆきとよ: ｗｗｗｗ
[10689.809] (S)nakihai556: wwwwww
[10690.102] ガクフル: あwwww
[10690.172] てぃやんでい: wwwww
[10690.501] (S)えりさ_: wwwww
[10690.885] ayunosioyaki0223: wwwwww
[10690.996] shiki_maru: www
[10691.264] sunomono8: wwwwww
[10691.897] (S)sjindoa: wwwwwww
[10692.100] おしゃけのみさと: まぁある意味さすらだ
[10692.996] itoido: ｗｗｗｗｗ
[10693.056] (S)rigore_napoli: wwwwww
[10693.431] rorutipeace22: wwwwww
[10696.066] ayaka25252: www
[10696.336] runetta_: セル削れるね
[10699.076] yubaharu: wwwwww
[10699.284] さめまる_: !uptime
[10699.518] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 58 minutes 27 seconds 経過しています。
[10701.186] wpj575: www
[10701.303] (S)猫又01: wwwwww
[10702.731] あるみ屋: wwww
[10702.899] nobume0v0: wwwww
[10702.962] いのりさん: やり返したれ！
[10706.638] masaba014147: wwww
[10707.351] happasan88: w投げ返せば
[10707.789] ugtktjgumt: www
[10708.856] gaiantufan: wwwwww
[10709.381] souta0712likeblue: wwwwwww
[10711.550] uni_mm: ﾋﾞﾘﾋﾞﾘ
[10713.872] ガクフル: おお〜！
[10716.391] (S)えりさ_: wwww
[10717.347] にわすずめ: wwwwwwwww
[10717.406] sunomono8: wwwwwwwww
[10717.485] ゆきとよ: ｗｗｗｗｗｗｗ
[10717.905] ガクフル: wwwwwwwww
[10718.151] おしゃけのみさと: Get back!
[10718.658] ruu_ha: wwwww
[10719.118] てぃやんでい: wwwwwwww
[10719.189] (S)のこ木綿: wwwwww
[10719.200] ayunosioyaki0223: wwwwwwwwwwww
[10719.214] (S)sjindoa: おおお
[10719.507] (S)minibanbi: wwwwwwwwwwww
[10719.569] (S)ナラ抹茶: wwwwwwwwww
[10719.814] かしぱん_: ｗｗｗｗ
[10719.840] (S)haru_anura: wwwwwwwww
[10719.987] uni_mm: www
[10720.117] ayaka25252: wwwww
[10720.239] rorutipeace22: wwwwwwww
[10720.788] (S)rinka59: wwwwwwwwwwwwww
[10721.242] (S)mazirou: wwwwwwwww
[10721.332] ちあらちゃん: wwwwww
[10721.380] kenp1n_8: wwwwww
[10721.441] (S)who_tawn: 手裏剣の打ち合いw
[10721.967] (S)rigore_napoli: wwwwwwｗ
[10722.144] maatenndaa: wwww
[10722.224] (S)sjindoa: wwwwwww
[10722.705] tora25_22: wwww
[10722.869] (S)雪代: wwww
[10723.106] (S)nakihai556: wwwwww
[10723.333] itoido: やっぱ当たるｗｗｗ
[10724.760] (S)khinmr: あなたも手裏剣やろ
[10725.926] (S)みそギン: wwwwwwwwww
[10726.649] たーや_黒猫: ｗｗｗｗｗｗｗ
[10726.894] あるみ屋: wwwwwww
[10727.062] (S)えりさ_: 手裏剣ブーメランwww
[10728.217] kamimi339: wwwww
[10728.376] ガクフル: お返しされたwww
[10729.772] (S)oli_liriri: wwwwwww
[10730.630] (S)猫又01: wwwwwwwww
[10731.682] atuono: wwwwww
[10732.378] yubaharu: wwwww
[10732.916] lara_3o: wwwww
[10733.317] masaba014147: wwwww
[10733.593] Soratandao: wwwwwwwww
[10733.687] おしゃけのみさと: Dear me
[10733.828] nobume0v0: wwwwwwww
[10735.617] risukao: お返しされてるw
[10738.600] o_neo: www
[10738.618] 雪狐0143: wwwwww
[10739.297] radda52525: わこらだ
[10742.264] kurono1627: wwwww
[10753.658] にわすずめ: 楽しんでるwww
[10762.801] ガクフル: あと6か…
[10774.377] なつめぐちゃん: なつめぐちゃん subscribed with Prime. They've subscribed for 10 months, currently on a 9 month streak! わこらだ！
[10774.400] (S)sjindoa: がんばえー
[10785.812] atuono: がんばえー
[10790.035] (S)toumyou_2525: 39miku_2525 subscribed at Tier 1. They've subscribed for 2 months! 
[10796.192] okome_san__: やべ、真面目にワンピース見返してたわ
[10796.960] ガクフル: ないす手裏剣
[10808.300] ガクフル: おしい
[10810.220] ugtktjgumt: キッシュ
[10812.798] cisha_1219: がんばえー
[10813.498] にわすずめ: えらい
[10816.714] (S)sjindoa: えらい
[10818.391] ayunosioyaki0223: おおお
[10818.496] ガクフル: おお〜！
[10818.613] おしゃけのみさと: ガハ
[10819.247] ゆきとよ: おお
[10820.678] (S)mazirou: おおー
[10821.732] (S)sjindoa: おおお
[10823.053] (S)rinka59: おお
[10824.528] tora25_22: 我慢ないす―
[10828.037] (S)猫又01: おお
[10830.747] nobume0v0: おお
[10832.837] にょまれ: 偉い
[10838.557] hoshizukiyo3227: 拡マガないのきついわね
[10838.719] (S)tempest0709: おおお
[10842.391] おしゃけのみさと: おお行けるなぁ多分
[10849.277] wawafu2525: 塀上にいるぞー
[10856.577] (S)みそギン: みんなフルパかー
[10863.478] おしゃけのみさと: 良かった
[10865.081] (S)sjindoa: おおお
[10870.098] ガクフル: 当たるんかい
[10872.337] ugtktjgumt: まずいっぴ
[10876.760] おしゃけのみさと: 当たるんや
[10884.666] ayaka25252: 当たってるんや
[10891.401] (S)khinmr: らだおパニック
[10899.795] おしゃけのみさと: 当たれ！
[10905.552] kentaro_oioi: Twitchの方で初見です！
[10910.896] ugtktjgumt: そういう時本当にﾊﾟﾆｯｸﾊﾟﾆｯｸって言うの多分お前位しか居ねぇよ
[10911.827] おしゃけのみさと: らだパニ
[10911.916] ガクフル: おいおいおい
[10913.571] radda52525: どうするらだお
[10913.859] runetta_: 物資きついねえ
[10916.522] ekitaisekken: ﾗﾀﾞﾊﾟﾆ
[10919.800] (S)のこ木綿: まずいっぴ
[10931.869] おしゃけのみさと: まずいッピ
[10941.301] ekitaisekken: きついっぴ
[10955.201] 0330nigakutekataipurin: 今北
[10964.417] おしゃけのみさと: いけ…………？
[10964.899] ayunosioyaki0223: がんばえ
[10966.489] (S)tempest0709: いい窪み
[10971.770] ガクフル: がんばれ！
[10972.627] ゆきとよ: がんばえー
[10974.094] ekitaisekken: (*•̀ᴗ•́*)و ̑̑がんばれー
[10974.932] (S)えりさ_: ないす
[10975.606] (S)sjindoa: がんばえー
[10978.021] (S)tempest0709: がんばえー
[10980.552] ugtktjgumt: いいぞやれ
[10983.370] (S)えりさ_: がんばえ
[10985.457] masaba014147: がんばえ
[10986.967] おしゃけのみさと: あと少し
[10991.082] (S)nonaru4637: キルポあったけぇ〜！
[10993.806] nobume0v0: がんばえがんばえ
[10994.012] くろざき: がんばえー
[10994.570] rorutipeace22: がんばえ
[11001.369] ayaka25252: がんばえー
[11002.683] (S)sjindoa: がんばえ
[11007.259] おしゃけのみさと: 暖かいとこ探そ
[11008.361] radda52525: まじでがんばえ
[11014.472] にわすずめ: きち
[11018.980] ウノゾー: がんばえー
[11019.398] ガクフル: おお
[11028.259] (S)sjindoa: きちぃ
[11030.669] ayaka25252: きついなー
[11030.869] ugtktjgumt: キッシュ
[11031.188] ゆきとよ: あああ
[11032.741] uni_0141: おしいいいい
[11033.470] ガクフル: うわああ
[11035.181] (S)お手軽炊飯器: きちい
[11035.282] (S)えりさ_: あああ
[11035.999] (S)mazirou: うわあああ
[11036.450] おしゃけのみさと: きついなぁ
[11037.281] ギンナン: おc
[11037.411] (S)お手軽炊飯器: gg
[11037.803] (S)sjindoa: あああ
[11038.761] (S)のこ木綿: おしい
[11039.295] ayunosioyaki0223: おc
[11039.331] (S)rigore_napoli: radaoGG
[11039.487] (S)nonaru4637: おc
[11040.283] 雪狐0143: おお
[11040.537] yotsuha1218: radaoGG
[11040.836] (S)雪代: おc
[11041.194] ayaka25252: おしい
[11041.381] tora25_22: gg
[11041.411] rorutipeace22: おc
[11041.629] (S)sjindoa: radaoGG
[11042.046] (S)みずいろか: radaoGG
[11042.199] (S)nakihai556: おしー
[11042.540] (S)minibanbi: おc
[11042.583] (S)unavele_nobu: ｇｇ
[11042.773] (S)のこ木綿: radaoGG
[11042.782] (S)ちゃこも_02: radaoGG
[11043.483] shiki_maru: radaoGG
[11043.683] (S)tempest0709: radaoGG
[11044.283] そまる: おｃ
[11044.652] (S)rinka59: radaoGG
[11044.963] sunomono8: radaoGG
[11045.018] (S)mazirou: radaoGG
[11045.087] nobume0v0: おc
[11045.320] ゆきとよ: おしかった 
