[4.024] ゆかりんりん: わこらだ！！！！！
[5995.082] (S)ぷれはぶ: radaoKawaiin
[5995.082] nagisa_0618: ボイチェン使お
[5995.234] inasaku1739: ボイチェンしろよ
[5995.259] iamraiku: ミュートならいけるんじゃね？
[5995.262] Ruria00: 頼む喋らんでくれ
[5995.300] noguttyan02: 無理があるなー
[5995.338] ちゃば00: radaoKomaku
[5995.386] (S)~MISSING_COMMENTER_INFO~: カエルは？
[5995.445] 角角家: 喋らなければいける
[5995.462] A6oexx7: ほんとやめて
[5995.551] i_iiiiiip: ミュートでいけるね
[5995.897] okome_san__: コンちゃんに作ってもらおう
[5996.227] YAMAda1018: 無理がある
[5996.258] haru_freezer: ケロケロあく
[5996.345] mjoy0911: ボイチェンあるならワンチャン
[5996.365] (S)あんこモチ: なんか背後霊要るくね？
[5996.466] 夢現: 無音でよければ…
[5996.891] はむなおの: バ美肉ですか
[5996.984] (S)めんたる7るいせん: ボイチェンつかえ
[5997.099] かかおしてます: ビジョンが見えん
[5997.160] (S)Chief_0219: イケボのやつでやれ
[5997.219] リライトパンダ: はいどーもBotじゃん
[5997.228] ミニミニ: あー、ミュートにすればワンチャン
[5997.358] Qyumixu: 喋らなければいける
[5997.437] (S)ruchi_13: www
[5997.513] (S)mittan21: radaoMute
[5997.607] みーちゃ__: 見た目はいいんだけど声がなぁ…
[5997.652] kotehan31415: ぶいすぽ所属ってマ？
[5998.157] yuzkm: 声がな…
[5998.186] 137massa: こ、個性があっていいと思うよ
[5998.194] ハトクロンエ: ミュートにしたらだいすけ
[5998.204] plat_form: 声が致命的
[5998.245] kyurukapi: VになったらTwitchとYouTubeの登録解除してTwitterのフォローも外します！！
[5998.328] edamamepan: 声がなぁ…
[5998.376] BENIimo: おっさんで売ってる人はもういるからなぁ
[5998.410] みみミみ: ぼいすちぇんじゃー
[5998.630] mimipaadesu0428: ボイチェンはよ
[5998.855] syumawok: チェンジで
[5998.856] ~MISSING_COMMENTER_INFO~: ガワ可愛いのな
[5999.080] ぺン: 黙れミミッキュが
[5999.317] miyabi0559: エコーにしろ
[5999.327] tefu_tefu3: …
[5999.379] MOUTYUUUU: radaoMute
[5999.412] 胡桃柚子: 少しアリな気はする
[5999.475] raisiro: 喋らなければ売れると思う
[5999.475] kyusm: みたいけどね
[5999.493] (S)tanaka_1025: radaoMute
[5999.544] mimitabu_92: ミュートかなぁ
[5999.551] ~MISSING_COMMENTER_INFO~: ボイチェン
[5999.668] menecchi: 声雇ったら行ける
[5999.764] (S)ちゃつう: イケボにすればなぁ
[5999.882] tonkotsuzzz: ミュート
[6000.052] (S)mokkun_fesiro: 後ろにスタンド見えるって
[6000.159] ぺーきち: ん？
[6000.333] (S)ナナシ_: やめれ
[6000.548] 礼紋: ミュートで見るわ
[6000.768] usopon526: 声だけかえれ
[6000.789] syakemu_: 可愛い
[6000.904] そのた: ボイチェンすればワンチャン
[6000.962] ebisu0110: すみれさんに謝れ
[6001.043] ivvvvvvvvvvii: あるそうにはうれる
[6001.082] huku_mm: 歌うときにかけるボイチェンつけたら？
[6001.298] のへび: ボイチェン
[6001.470] (S)Zzz_jun: radaoKawaiin
[6001.529] cochi1919: エコーかけよ
[6001.534] toremoro_san: ミュートするわ
[6001.788] tomatotto_: はいどうも以外言え
[6002.172] ちゃば00: radaoMute
[6002.304] zakoteki: かーえーれ
[6002.393] purinndaifuku: 喉掻っ切れ
[6002.519] uzura_0412__: バ美肉ならいける
[6002.564] iroKANA_10: マイクに顔近づけて吐息混じりで
[6002.649] むちょ: 来世頑張れ
[6002.745] mekari0425: ミュート
[6002.748] (S)よっしぃ37: ずっとミュートならあり
[6003.433] (S)miramaru_da: ごぼせくんのこえ
[6003.608] hiromi131: マフラーもなぁ
[6003.619] (S)そおお: 喋らないでもらっていいですか
[6003.623] _紺碧_: 裏声で喋ったらワンチャン…？
[6003.627] Mugicha1270206: 声だけチェンジで
[6003.678] (S)tanaka_1025: ボイチェンしろ
[6003.715] itoido: 声のせいだな
[6003.724] (S)koromu_rom: ミュート配信？
[6003.753] YAMAda1018: むりすんな
[6003.817] hua_uoxou: ミュートにしよ
[6004.186] えんそ: バ美肉でいこう
[6004.289] syuga1103_2: もうすぐ30なるのに何やってんだ
[6004.347] ぼちや: まとめて落とせ
[6004.591] 虎空: らっだぁならかわいい声だせるでしょ？
[6004.599] (S)~MISSING_COMMENTER_INFO~: ケロケロならいいよ
[6004.790] nanana1016: かーえーれ
[6004.896] rila26: ピコん☆
[6005.168] light_mom0: ギャップ萌え
[6005.467] itigomiruku0803: 喋らなかったら可愛いよ♡
[6005.668] ひのもり: もっとかわいく！！
[6005.923] jam_ars: ミュートすれば
[6005.960] (S)u_kurage: radaoMute
[6006.017] いるーじゅ: 溢れでるブス
[6006.175] wolf114514: おまえは人外だから喉の種類変えれるだろ
[6006.268] binsen_0707: ミュート
[6006.417] yuzkm: えすご
[6006.807] (S)~MISSING_COMMENTER_INFO~: ボイチェンかける努力ぐらいは白
[6006.919] koya_cha: ミュートでならいける
[6006.988] suiryuu_01: ボイチェンはよ
[6007.099] もぐつむり: 声あると登録者10人位
[6007.230] (S)ワラリです: もうちょい高く
[6008.145] えふのふ: 泣いてもいいぞ
[6008.351] 神崎立夏: バ美肉転生
[6008.435] nanasi0917: 無言でいける
[6008.893] (S)ゆーーー_: ボイチェンなら…
[6008.931] kuuuuuuu: ボイチェンでワンチャン
[6009.034] satouwaamai: えこーかけて
[6009.130] huku_mm: ボイチェン
[6009.145] くろざき: ミュートかボイチェン
[6009.658] harukio33o: らっだぁから声とったら何になるんだよ
[6009.979] (S)zecky310: 踊ってるやつ？
[6010.161] rubia0708: バ美肉いれろ
[6010.269] (S)なーちき: ｗｗｗｗｗｗ
[6010.747] oooooooooto: ｗｗｗｗｗｗｗｗ
[6010.788] YAMAda1018: 無理がある
[6010.899] rioapr03: うわ
[6011.306] A6oexx7: やめてください
[6011.541] acerolaaa3: ｗｗｗｗｗｗｗ
[6011.918] (S)nakihai556: wwwwwwwwww
[6012.044] (S)あんころころもち: オレンジ色の背後霊おる？
[6012.065] tau_tawan3: ミュート配信ならあり
[6012.128] WIWY_YY_: wwwwwww
[6012.166] サシモ0626: こぼせくんなら
[6012.665] sakuraironohituji: なんなん
[6012.899] rito1725: チェンジ
[6012.904] hua_uoxou: 無言なら可愛い
[6013.415] みな__: うわ
[6013.778] 縮緬雑魚: イケボ聞こえた
[6013.838] ぺーきち: 短パンよき
[6013.864] amehuriyuudaci: はいてるの短パン…？
[6014.012] (S)にゃんねね: ボイチェンしたら 
[6014.043] ebisu0110: ぶいすぽ様に土下座しろ
[6014.081] 巫狐: wwwwww
[6014.187] rinne_o0: wwwwwwww
[6014.242] rila26: wwwwwwwww
[6014.327] konnpeitoushao: 女声プリーズ
[6014.413] アキレゐト: あ
[6014.471] 無限叉焼魚肉ソーセージ: あ
[6014.500] 伊丙カオル: wwwwwwwwwww
[6014.651] 夢現: イケボが一瞬！
[6014.651] (S)tsuM6G1_: wwwwwwwwwwwwwwwwww
[6014.661] (S)ほのぼの: wwwww
[6014.812] きのここ: あ
[6014.837] (S)あおちゃんぬ: wwwwwwwwwwww
[6015.081] family857: お
[6015.120] (S)kanngana: wwwwww
[6015.235] ばんしぃ: それじゃない
[6015.245] ~MISSING_COMMENTER_INFO~: ボイチェンww
[6015.254] honossan: このスキンは良い。リアルはダメ
[6015.401] (S)liri_san: イケボ
[6015.457] mimipaadesu0428: wwwwwwww
[6015.505] (S)ruchi_13: 草
[6015.536] (S)ゆきとよ: あ
[6015.577] 紗弥0926: www
[6015.603] tonkatsu_3: それでいいだろ
[6015.702] tukky1208: あ
[6015.777] dede_san: ｗｗｗ
[6015.851] puyopuyokun: wwww
[6016.546] 甘酒大好き: あ
[6016.638] (S)iza__13: うおおおおおおおおおおおおおおおおおおおおおおおお
[6016.640] yakko_sann: イケボ
[6016.666] mamed790312: wwwwwwww
[6016.712] rona0525: あ
[6016.739] hirobiiiin: wwwwww
[6016.765] itoido: wwwwwwww
[6016.783] すいろ: wwwwwww
[6016.784] さつまいもおいしい: wwwwww
[6016.815] (S)lightreft1250: うわ
[6016.837] (S)ruan_mt9: イケボきたー！
[6016.841] (S)zecky310: かわいーん
[6016.923] kosora_: イケボ
[6017.018] staso_1125: あ
[6017.137] (S)nashu_noike: イケボ
[6017.244] (S)きっこまん: あ
[6017.436] (S)mazirou: お
[6017.454] やに: ババボ
[6017.550] (S)レだん: うわ
[6017.700] tora25_22: ピコンだけ言おう
[6017.718] そのた: あ
[6017.732] ぱんだぁぁぁ: wwwwwwwwwwww
[6017.754] (S)ryotamk_2: wwwwwwwww
[6017.777] (S)ゆりの花: wwwwww
[6017.873] butakoro: あ
[6018.126] shiki_maru: あ
[6018.139] myunn_0121: ガターのあたりを撫で回したい
[6018.342] (S)なつおよ: あ
[6018.353] (S)うがら: あ
[6018.409] (S)tsuM6G1_: あ
[6018.525] (S)ゆーーー_: wwwwwwww
[6018.531] (S)yona_0724: あ
[6018.554] (S)sjindoa: あ
[6018.600] teritama5: 犯罪者さん！？
[6019.934] (S)らふれ: あ
[6019.962] (S)ひかまるしゃん: わるいやつや
[6019.969] (S)おの_レエイ_00: あ
[6020.060] (S)蕪木りん: www
[6020.096] itoido: あ
[6020.133] (S)鉛筆びー: あ
[6020.160] 仮面ライダー555: 犯人…
[6020.190] riyuka_5439: wwwwwww
[6020.216] まみまる: あ
[6020.221] ﾓﾓｽｴ: 犯罪者？
[6020.237] chiara_1016: あ
[6020.305] (S)スパーズ: あ
[6020.519] ssss_mudkip: ｗｗｗ
[6020.527] (S)ruchi_13: あ
[6020.658] (S)rin_113: ｗｗｗｗｗｗｗｗ
[6020.821] jin_skyline34: いま動画楽しんでるから静かにして
[6020.836] ~MISSING_COMMENTER_INFO~: あ
[6021.189] (S)レだん: ｗｗｗｗｗｗ
[6021.313] maroooooo_n: 某白い尾さんたちにも言われたもんね、、
[6021.316] mase_hs: なっつ
[6021.356] (S)sjindoa: wwwwww
[6021.398] owl317: お？
[6021.442] abokadia: 追い討ちかけてけ
[6021.457] itigomiruku0803: w w w
[6021.463] minto13579: あ
[6021.515] えすおくん: イケボｋｔｋｒ
[6021.536] (S)tukasa0628: 売れるよきっと…うん
[6021.539] ラボア: あ
[6021.542] dede_san: あーーーー
[6021.571] (S)MORIYA_37: wwwww
[6023.198] minose_1128: 売れると思う…知らんけど
[6023.205] (S)mazirou: イケボ
[6023.303] (S)yuujyuufudann: あ
[6023.305] 切彫: あっ
[6023.362] futunooryo: あ
[6023.392] eigado_: ボイチェンつかお
[6023.414] 神崎立夏: 犯罪www
[6023.448] family857: イケボきちゃーーーー
[6023.449] hukakyon28: イケボ
[6023.523] (S)みそチョコ: イケボきちゃ
[6023.641] しおおおおおおお: あ
[6023.693] (S)magumaro_01414: あ
[6023.849] miamio121: イケボ
[6023.878] 名無しの無し: イケボ
[6023.886] riyuka_5439: あ
[6023.906] suibotu_: あ
[6024.607] mekari0425: あ
[6024.943] 梨一: 今のなら売れる
[6025.059] (S)sinahalo: 返して
[6025.099] piisuke0428: イケボ
[6025.225] miine1221: あ
[6025.227] nobume0v0: あ
[6025.231] ラボア: wwwwwwww
[6025.306] (S)masao0203: あ
[6025.427] rg_irece: wwwww
[6025.438] (S)ちゃつう: イケボ
[6025.689] tau_tawan3: ww
[6025.832] usagi_rom: 人外だろお前は
[6025.915] 夜句由: あ
[6025.927] huku_mm: 時間が…
[6025.969] stotyan: あ
[6026.013] lalam7784: 犯罪者さん！？
[6026.066] (S)chitan0: イケボ生主！？
[6026.230] kainn_1114: あ
[6026.417] f_erick: 事業失敗
[6026.442] (S)dars39: あ
[6026.530] t_neko_t_: 犯罪者さん
[6026.532] (S)hime_ki: wwwwwwwww
[6026.543] am4kumo: イケボ
[6026.633] (S)Zzz_jun: あ
[6026.681] (S)あんころころもち: ガーターが良い
[6026.694] (S)Kuragee29: あ
[6026.842] (S)mimi_fuwa1489: あ
[6026.877] ri_10_: いけぼ
[6026.878] (S)yoichimu: あ
[6026.880] siiroda: 888888
[6026.891] rarirarurarua: あ
[6028.010] yawaeiaaa: 戻して
[6028.041] hiromi131: あ
[6028.071] itoido: イケボきちゃー
[6028.145] (S)iza__13: イケボ
[6028.145] gaiantufan: イケボ
[6028.177] konhatti: はんざいしゃ
[6028.283] asa_0322: あ
[6028.285] (S)そふぃ3: なぜｗｗｗｗｗｗｗｗｗｗｗ
[6028.358] くろざき: あ
[6028.392] ラボア: イケボ
[6028.514] kurono1627: あ
[6028.548] えんそ: あ
[6028.556] momo_0430_: あ
[6028.584] aeyuma: 新規登録者増えるよ
[6028.616] kairodi: wwwwwwwwwww
[6028.773] (S)Chief_0219: あ
[6028.854] 44tou_: ケロケロ阻止
[6028.970] さめざぁ: あ
[6029.020] tau_tawan3: あ
[6029.030] rito1725: あ
[6029.104] すいぺりあ: イケボ
[6029.117] kuusan2: けろ
[6029.146] みな__: あ
[6029.181] ぺーきち: あ
[6029.189] (S)をぺ: イケボ
[6029.204] ri_10_: あ
[6029.253] sora_to_fu: あ
[6029.360] (S)ゆきゆた: あ
[6029.439] (S)nashu_noike: 返して
[6029.651] (S)mary611: あ
[6029.710] kittyrxxy: あ
[6029.729] (S)universal_studio_alice: あ
[6029.733] noguttyan02: あ
[6029.760] (S)remon1503: 犯罪者
[6029.796] (S)ryotamk_2: 888888888
[6029.854] magurodukushi: え？ww
[6029.859] (S)hime_ki: あ
[6029.872] milk__lemon: あ
[6029.885] ちょーみん: 犯罪者！？
[6029.899] family857: かーえーせ
[6031.102] remiiiii_28: www
[6031.321] conoa_minto: イケボ
[6031.332] (S)すてら583: あ
[6031.372] itigomiruku0803: あ
[6031.419] rantaaan1182: 犯罪者しゃを！？
[6031.541] jam_ars: イケボ
[6031.545] renncyann: イケボだーーー
[6031.546] magaos_753: あ
[6031.620] nobume0v0: ；；
[6031.636] いるーじゅ: 戻すな
[6031.882] (S)MORIYA_37: 8888888888888
[6032.064] (S)ruchi_13: radaoCry2
[6032.113] rururururu_252: ひっく
[6032.121] maurice_ao: 落ちた
[6032.159] ayunosioyaki0223: イケボ
[6032.166] nagisa_0618: あ
[6032.290] ~MISSING_COMMENTER_INFO~: バッサリ
[6032.297] plat_form: 炎上
[6032.363] (S)蕪木りん: イケボ
[6032.476] mikan_san: 返して
[6032.572] (S)なーちき: ；；
[6032.608] mimipaadesu0428: あ
[6032.616] (S)liri_san: 88888888888
[6032.656] barusua: ；；
[6032.695] oversleeeeep: あw
[6032.746] (S)にゃんねね: あ
[6032.817] 469646: 声…楽しませてもらってます
[6032.890] YAMAda1018: もっかいやって
[6032.937] kitu2456: ；；
[6033.020] 1205au: 何故
[6033.041] asa_0322: 88888888888
[6033.166] panndaman1: あ
[6033.188] hanadango823: 88888888888
[6033.202] pirarucu_0701: あ
[6033.483] えぬあい: いけぼが...
[6033.509] ハトクロンエ: イケボ返せ
[6033.606] (S)sjindoa: 88888888888888
[6033.664] しおおおおおおお: 8888888888
[6033.708] gaiantufan: あ
[6033.807] dky_i111027: あ
[6033.817] tumetai_kokoa: 犯罪者…？
[6034.156] 燐だよ: 警察24時さん！？
[6034.203] 尾猫: ；；
[6034.217] (S)dars39: 失敗した
[6034.244] ぼちや: 責任とってぽまえも落ちろ
[6034.355] rona0525: 88888888
[6034.495] (S)mazirou: 出来てたぞ
[6034.609] conoa_minto: あ
[6034.651] tomatotto_: え？
[6034.660] もぐつむり: 犯罪者さん？
[6034.839] mirucha_02100: イケボ
[6035.082] (S)Zzz_jun: かーえーせ
[6035.154] miamio121: ；；
[6035.169] maroooooo_n: いけぼ、、、
[6035.701] さたさた: かーえーせ
[6035.894] (S)そおお: 一瞬イケボなった
[6035.897] レミリアスカーレット: 何か、懐かしいなあww
[6036.135] ぬら_: あ
[6036.351] kel525: 企画が落ちた
[6036.354] (S)ゆずゆずゆず: そっちのほうがイケボ
[6036.363] (S)ナナシ_: wwwww
[6036.528] magurodukushi: お前のせい
[6036.760] rona0525: 8888888
[6036.914] からあげさーん: あ
[6036.922] ayunosioyaki0223: ；；
[6037.095] rinne_o0: 888888888
[6037.141] A6oexx7: イケボ
[6037.146] kanpan8888: ヘリウムさん？！
[6037.301] 無限叉焼魚肉ソーセージ: 88888
[6037.333] (S)jingai_botti: www
[6037.338] noguttyan02: 88888888888
[6037.463] _もちもち_: イケボ返せ
[6037.533] (S)tsuM6G1_: ；；
[6037.589] t_neko_t_: 歩く暴力犯罪さん
[6037.598] nekoko28: イケボ返せ
[6037.695] sunomono8: 88888888888888
[6038.163] timu_rindo: 倒産
[6038.167] syuga1103_2: さっき声に戻して
[6038.211] mikan_san: 888888888888
[6038.396] (S)tanaka_1025: イケボ
[6038.762] runa_xx1023: イケボだったもの
[6038.941] ラボア: 8888888888888
[6038.984] binsen_0707: 88888888888
[6039.199] 神崎立夏: 警察２４時
[6039.209] 礼紋: ;;
[6039.236] kitu2456: 88888888888888
[6039.319] (S)にゃんねね: 犯罪者さん
[6039.345] 1205au: 88888888888888888888888
[6039.380] てとてと: 88888888
[6039.531] 雪狐0143: ；；
[6039.668] はむおくん: イケボだぁーーーー！！！
[6039.672] namatamago427: 8888888888
[6040.037] nekonaaa: 8888888888888
[6040.204] rila26: 88888888888888888888
[6040.287] ぷます: 888888888888888888888888
[6040.424] zakoteki: お
[6040.486] omuraisu_nana10: www
[6040.708] (S)mary611: 88888888888
[6041.083] chitose0917: あ
[6041.171] kairodi: 8888888
[6041.422] もぐつむり: 88888888888
[6041.452] いよかんちょこ: イケボ
[6041.505] まみまる: イケボ返して
[6041.586] mimipaadesu0428: 戻さないで
[6041.668] ルディナ: いけぼ久々...
[6041.767] (S)をぺ: 88888888888
[6041.769] (S)ナラ抹茶: イケボ返せ
[6041.883] アキレゐト: ？？？
[6042.095] rona0525: ；；
[6042.167] karasudayou: ;  ;
[6042.407] おけなしぇえぇ: 大赤字
[6042.616] shoooootingstar: ？
[6042.906] 仮面ライダー555: は？
[6043.065] 哀れな人の子: ？
[6043.147] a_mondoKojio: お前のせいだ
[6043.155] syumawok: 8888888
[6043.227] minibanbi: 88888888888
[6043.272] あっすー_: ？？？
[6043.283] かかおしてます: 888888888
[6043.322] amane73: 8888888
