[10.996] jSTARszn: tykwonNOWAY
[12900.423] totoro2500: だいたいパブの前にいたりするスキル覚えさせや
[12900.533] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[12908.693] ariszkakf: KSK?
[12911.019] ddtsam123: KSK?
[12911.724] totoro2500: それ
[12917.415] キシリトーラー: ｷｬｸｶｧ･･･
[12924.052] sh1zuku716: 3時間やっても武器ロクに買えないのつれー
[12925.820] tsubomaru: ローザリア術法師はめっちゃ強い
[12926.995] totoro2500: いまは旅芸人
[12927.753] シンヤ__: ｷｬｸｶｱ…
[12928.999] (S)蟹右手: KSKさんは生き方を教えてくれそう
[12932.084] mochimaru36: 今は旅芸人
[12932.769] ねりまん: ガラハゲとシコハゲ
[12935.875] _かかし_: 旅 芸 人
[12939.831] nekodorakunn: 回復魔法全員に買いたい
[12940.138] hiruanndonn: NotLikeThis
[12944.262] totoro2500: この場所は旅芸人のスキル覚える場所ではない
[12949.720] (S)すれいまん: ｽｺｼﾊﾊｺﾞﾀｴﾉｱﾙｸﾗｽﾅﾉｶ？
[12953.738] isekai7153: わっかんねー
[12964.816] sh1zuku716: 他の場所でかえんの？
[12972.617] ~MISSING_COMMENTER_INFO~: クラスは、旅芸人、森の番人、剣士、海賊、細工師あたりが優秀です。1周目は余裕がないので初期クラスがいいです
[12975.037] tsubomaru: 術法士が強い
[12975.189] 残り8万: 街によって違うスキルなのでほしいスキルあるなら別の街にいけばいいですよ
[12981.723] あり0221: スキルのセットパックみたいなもんっす。街によってパックの種類が違う
[12982.354] mochimaru36: どこまで伝えていいかわからんねミンサガは
[12984.642] (S)mt7f: 場所によってクラスが結構違う
[12988.301] えるく_: ジュエルは貴重なのね
[12990.652] totoro2500: 土地によってジュエルで買えるスキルが違う
[12996.252] tsubomaru: 既存のクラス上げる方がいい
[12999.421] (S)蟹右手: だめ！1個だけ！
[13001.670] j_zima: 楽しんでるねー
[13004.022] isekai7153: 倹約
[13007.022] mochimaru36: どれかレベル3にしたいっす、とだけ
[13009.262] sugata128: 金と円
[13013.276] sh1zuku716: 最初散財したのは何だったのか
[13013.506] ~MISSING_COMMENTER_INFO~: 各町によって内容がちがうので、色々回ってください
[13017.470] (S)ponponguripon: びんぼうなの
[13020.801] tsubomaru: ホークは海賊上げた方がいいよ
[13023.260] 残り8万: もともと素質あるやつがジュエルお得
[13028.754] あり0221: 探検系のスキルはとにかく早く3にしたいね
[13038.768] totoro2500: へーアビリティの説明でるようになってる優しい
[13045.936] ice816: クラス認定しないと使い物にならない
[13046.613] nekodorakunn: イベントやってないから金もジュエルもかっつかつw
[13047.203] tsubomaru: クラス回りは説明難しいんだよな
[13049.564] (S)すれいまん: スカーブ山を登れる
[13056.130] キシリトーラー: ｷｬｧｸｶｧ･･･
[13065.602] totoro2500: 体術はローザリアにはないんかな
[13070.480] sh1zuku716: 分かればおもろいけど取っつきにくいな
[13075.333] 残り8万: 別の国に違うスキルある
[13077.775] yking0122: ステータスのクラス見れるところで覚えられる場所も見れるよ
[13078.873] totoro2500: ぼぁ
[13079.845] pugya7: わぁ！！
[13080.319] tsubomaru: 最後まで残す気ないキャラはジュエル使わない方が…
[13080.491] isekai7153: こわ
[13084.676] (S)ましゅダヨ: ひいい
[13085.769] (S)meat114kg: こわ
[13086.910] shinra0721: マップでショップ情報みれたはず
[13089.560] _かかし_: ﾋｪｯ
[13096.120] (S)すれいまん: まぁ騎兵の国だしなローザリア
[13108.918] fuan4444: 物価終わっとる
[13108.949] sh1zuku716: 何もかもたけーｗ
[13111.635] 残り8万: 術はめちゃくちゃ高い
[13115.807] ~MISSING_COMMENTER_INFO~: 北エスタミルのスキルは武器屋の前です
[13119.207] (S)すれいまん: これがインフレですか
[13123.296] kahaku91: 高すぎて逃げ出す
[13130.749] mochimaru36: イベントこなすメリットが高いゲームだからねぇ
[13132.160] 残り8万: 別の国いきましょう
[13132.361] あり0221: 慣れるまではとっつきにくいけど、全てのシステムが無駄なく良いバランスで成り立ってるからやってるうちに覚える
[13136.459] _かかし_: たっかいｗ
[13143.295] ゆるっさん: 街でスタート押したらパッと行くってでるよ
[13147.517] isekai7153: ｗｗｗ
[13148.422] イガ: 武器屋の前だったってよ
[13149.108] chikachikabonito: umeYay
[13149.472] nuka_cola_jp: ひー
[13150.093] totoro2500: www
[13150.894] ~MISSING_COMMENTER_INFO~: 南エスタミルのスキルは武器屋の中です
[13152.865] yamadasrm610: 草
[13152.986] (S)すれいまん: 見つからず
[13157.614] totoro2500: ある意味的を射てる
[13158.018] kahaku91: 声掛け事案
[13158.209] mochimaru36: 実際あいつは怖い
[13158.972] hiaaru: グイグイ来る
[13160.180] すいそう: お化けの類か？
[13160.510] hiruanndonn: w
[13160.984] veronica_ash: ニンフ像探してあげて！
[13164.791] aka2376: ストーク行為
[13168.014] yking0122: ある意味あってるねｗ
[13169.175] totoro2500: 体術だ
[13169.288] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[13170.046] ariszkakf: あいつ怖いよ
[13174.481] 残り8万: 刀
[13176.594] えるく_: ここは足立区
[13178.299] zyangara2: 前ステ勢ばっかり
[13183.602] ~MISSING_COMMENTER_INFO~: 体術なら、旅芸人がお得ですよ
[13185.750] moko15: お買い得だね
[13190.959] totoro2500: 旅芸人あげるのが一番お得ではある
[13193.899] johndoe6523rp: BGMいいね
[13194.807] ddtsam123: ごろつきの修練とは
[13202.628] mochimaru36: ごろつき草
[13203.769] 残り8万: スキル的に旅芸人が使いやすいかな
[13208.880] fuan4444: ごろつきだとお得なんやな
[13212.362] pugya7: ごろつきにクラスチェンジ
[13214.169] _かかし_: ご ろ つ き
[13218.982] kahaku91: 破天荒スキル
[13221.134] キシリトーラー: エルマンなんとなくコサクくんっぽい
[13223.977] ~MISSING_COMMENTER_INFO~: クラスを習得したら、認定もしないと効果がありませんので注意を
[13225.236] tsubomaru: 既存のクラスのレベル上げたほうがいいよ
[13231.210] (S)ponponguripon: エルマンまだおる
[13241.877] shinra0721: クラス認定もしないと
[13242.229] _かかし_: そうなんだ…
[13245.272] sh1zuku716: 行くか
[13254.976] isekai7153: 金がｗｗｗ
[13255.979] あり0221: レベル1と2はそんなジュエル使わないからとりあえず試しにやってみればええっす。3にしたい頃には何を優先するか理解してるようになる
[13256.584] 残り8万: 元々のクラスはお得
[13257.442] iwaisi: ｗｗ
[13257.710] シンヤ__: いった～～～～
[13257.861] pugya7: バラ売り
[13258.110] miso_soup_nerd: 身銭を切る
[13260.626] (S)すれいまん: でたぁ！
[13261.491] ddtsam123: セット価格じゃなくなった
[13262.444] totoro2500: おめでとうございます。これで一個ずつスキルが買えるようになりました
[13272.210] isekai7153: くそでも食うか？
[13273.504] hiaaru: otaniPien
[13278.877] mochimaru36: 楽になった
[13281.381] ~MISSING_COMMENTER_INFO~: ウメハラさん、クラスは認定しないと効果がでないので、認定してあげてください
[13281.689] chikachikabonito: くそでもくうかー 
[13283.295] fuan4444: いうてレベル3のやつ高く無かった
[13284.984] (S)すれいまん: お排泄物でも召し上がりあそばせ
[13286.500] yking0122: まとめて上げたほうがお得ではあるよ
[13288.700] _かかし_: 何だ急に増えた
[13291.897] ddtsam123: まあセット価格お得だったりしますが
[13292.532] shinra0721: クラスチェンジせんの？
[13292.571] 毒見ユッケ: くそはライン越え
[13294.589] unias2: 虚無湖
[13301.147] kahaku91: 美しい自然があります
[13308.085] mochimaru36: クラスの認定のこと
[13309.162] 残り8万: だいたい街の人に話せばイベントある
[13312.091] shinra0721: クラス認定
[13312.249] yking0122: クラス認定のことだと思う
[13313.065] totoro2500: 旅芸人じゃないクラスになるってことかな
[13313.795] 毒見ユッケ: ソシアルナイトがパラディンになる
[13320.446] ~MISSING_COMMENTER_INFO~: クラスの習得とは別に、クラスの認定があるので、それをしないと効果が出ません
[13321.810] maddy2623: 買っただけでは意味ないってことじゃないの？
[13323.978] fuan4444: まだ効果発揮してないみたいなコメントが
[13326.753] sh1zuku716: おお
[13326.890] (S)すれいまん: 戦闘狂ウメハラ
[13330.938] 残り8万: クラスは装備しないと意味ありませんよ的な
[13331.028] ariszkakf: うおおおおお
[13336.289] isekai7153: おおおおおおおおおお
[13339.016] イガ: うおおおおおお
[13339.741] miso_soup_nerd: 成長を感じる
[13339.758] Youhei6251: 武器や防具は装備しないと効果ないってこと？
[13339.806] シンヤ__: うおおおおお
[13340.881] isekai7153: 気づき
[13341.142] totoro2500: そだよ
[13341.772] あり0221: そういうことなんすわぁ
[13343.446] sh1zuku716: そしてまた戦います
[13344.444] tsubomaru: めちゃくちゃスキルゲーです
[13345.281] (S)meat114kg: 命を削らなくてもよくなったぞ！
[13345.344] veronica_ash: 気付き
[13345.676] みはる_雨月: 完全に理解した
[13346.991] _かかし_: （クラスの認定…？
[13347.466] mochimaru36: スキルゲーです
[13348.298] suupu: 学ぶウメちゃん
[13351.696] (S)meat114kg: 理解したな？
[13351.965] ddtsam123: 命を削らないのは本気で嬉しい
[13352.540] kahaku91: なるほどね
[13354.000] あり0221: やってるうちに気づくのも楽しいんす
[13354.323] unias2: 死力を尽くさないパンチアウトに威力なんてあんのかよぉ
[13355.735] (S)蟹右手: 研鑽によって苦も無く出せるように
[13371.110] (S)すれいまん: 人から教えてもらうだけで強くなるのすごない？
[13375.821] もきち555: エルマンがんばれ
[13379.004] 残り8万: そのクラスが使える武器で戦うのが一番いい
[13380.047] pugya7: スタンまでー！
[13383.955] unias2: ガイル！？
[13384.342] kahaku91: 面白くなってきたな！！
[13388.398] (S)蟹右手: 格闘家エルマン
[13391.543] totoro2500: スキルレベルが上がったからだな
[13394.131] みはる_雨月: タチのコーチングってワケ
[13398.827] maddy2623: スタンまでーブーム
[13400.370] イガ: わかってくるとおもろいな
[13401.176] sh1zuku716: エルマンはスタメン？
[13401.436] buretan555: エルマン愛用中
[13401.453] veronica_ash: こりゃつよくなったぜ
[13415.041] miso_soup_nerd: もうエルマン外せないねぇ
[13422.483] あり0221: 尻上がりに面白くなるよ。初回は今のウメちゃんと同じ不安感でやってた。
[13423.614] ~MISSING_COMMENTER_INFO~: エルマンは最強です
[13435.556] イガ: 最強！！？
[13438.306] sh1zuku716: なんか貰った？
[13439.900] (S)すれいまん: 回復BPがね・・・
[13441.751] mochimaru36: エリアによって敵の強さは多少違います
[13442.091] 残り8万: もうエルマンが外せない
[13444.773] yking0122: ガレサステップは弱め
[13455.235] totoro2500: アイシャの初期ステージだから敵のランク低めになる
[13475.854] maddy2623: アルベルト、シフ、アイシャあたりと会ったらどうするの
[13478.716] (S)monpiipop: エルマンまだいる…！
[13503.608] sh1zuku716: 一生戦闘してない？ｗ
[13503.731] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[13504.160] 残り8万: 一ランク上や下の敵になったりもする
[13512.932] あり0221: ピカー〜ん
[13515.397] spclink: そりゃエルマンに別れを告げるんだろう
[13518.962] buretan555: エルマンまた一つ強くなったｗ
[13519.095] あり0221: そういうことっす
[13520.069] (S)meat114kg: 気づき
[13520.992] totoro2500: それはそう
[13529.420] mochimaru36: イベントこなすと大金とジュエルが手に入るのですがうーむ
