[15.229] 熊ビッグベアー: 1gett-!
[18736.832] berurusuko: 立ち中ｋカウンター真空つええな
[18737.888] tabibitox: 中Kパニカン真空すこ
[18743.485] だいこん_: 補正薄いからへーるねえ
[18744.235] (S)憂う者の弟子: さてはリュウ・・・つよいな？
[18744.842] market_fujisaki: ほぼ5分5分かな
[18746.023] haenoou61: あれつながるんだ
[18746.753] Berserker_zgz: Is daigo ryo or luke?
[18751.079] Qvoth: ryu
[18751.774] akindo08: ラッシュで地上が高いから、偶発的なコンボは意図的に繋がりにくくしてるのかもね
[18754.076] neon_d99: ウメちゃんも行こう
[18754.958] Berserker_zgz: ty
[18763.588] balthazar000: Go1が来るなら特別に開けてくれるさ
[18765.028] wahaha7788: スタートから強いウメちゃんはどうなっちまうんだ
[18768.861] zyangara2: 対戦会あったら行くじゃんねぇ
[18774.313] 豆の木ジャック: 無敵技のリスク5と比べるとすごいね
[18777.980] prisira: 王が招集すれば人くるから
[18778.973] oinari6: 梅ちゃん夜はZERO3やらないとだからな
[18779.781] hojihojidx: 体験会・・・？
[18781.774] maddy2623: リュウ使うんかなぁ 製品版
[18782.131] tama_zx61: ウメ部屋
[18782.831] market_fujisaki: ウメちゃんはふ～どと飲みだって
[18785.058] one596: 各家に集まってだね東京は
[18802.140] 真理に至った: いいコンボ
[18802.219] prisira: 体験版の対戦会とか言う意味不明なワード
[18808.889] (S)johnnyppas: 東京で積極的にオフ対戦会してるのウメハウスとマゴハウスぐらいじゃないか
[18813.225] icefoxisaiah: These Luke combos are wild
[18813.418] vslash00: 製品版出る前に、体験版で賞金付き大会あったら面白そう
[18815.800] mtmt5603: スフィアでやってる
[18817.553] akindo08: エアフラッシュナックルの端コン地味にむずそうなのに全部繋げる
[18819.956] (S)daichan1200: 多段飛び道具をジャストパリィしたらどうなるんだろう
[18822.743] berurusuko: SAぱなしならEX昇竜ほどリスクないんかな
[18826.874] balthazar000: マゴハウスは誰が来ているの？
[18828.185] towai8: シェアハウスもやってそう
[18830.224] one596: 魚群寮とか若手ハウスとか
[18833.609] ootsukemono: 体験版でここまで遊べるのほんとおかしい
[18836.519] (S)tetsuwoskt: ベストボディ会かな？
[18842.012] 平本: ナウマン城
[18848.969] 真理に至った: saぱなしもパニカンするからリスクあるよ
[18858.163] vslash00: 体験版っていうかリュウルークに関しては製品版みたいなもんだしなあ
[18862.443] nonsugar_436: ふじどん、なるおあたり来てたね マゴハウス
[18866.588] balthazar000: 派閥が出来ちまうなぁ
[18867.782] TEIKETTO: 再戦の早さえぐいな
[18869.215] (S)johnnyppas: マゴ家は藤村とかなるおとかユージが行ってた
[18879.444] prisira: スト６前に某Ｖの格ゲー大会開いたら面白そうだが
[18881.325] reinschwert: 今回のリュウ、声がff14のエメトセルクに似てますね、わかる人いるかな
[18881.567] balthazar000: へー、藤さんも来てたんか
[18894.787] kitagawakun: えいたは帰ったの？
[18897.974] hojihojidx: ＳＡぱなしは暗転でガードされやすいなど
[18898.685] balthazar000: 中の人一緒でしょう？
[18905.447] (S)kazukitaiga: ずっと声同じだし中の人同じだぞ
[18908.070] 真理に至った: 立ち大p波動ってレンガ？
[18909.876] highspeedwarakia2: 弱波動先端当て２F有利きつそう
[18914.551] seiji141141: はっや
[18915.336] tama_zx61: 見てるー
[18921.289] harumak1_: 同じ声帯ならしゃーないな・・・
[18925.754] balthazar000: スト４から同じじゃないかね
[18925.885] (S)mac011400: 反応早すぎ
[18931.076] (S)yui_tang0307: 声優一緒、高橋広樹さん
[18944.524] (S)黑暗骑士盖亚: go1とウメちゃんてあんまからみない？
[18947.136] MadEggMania: この反応はCPT精神的に大丈夫か？
[18956.294] berurusuko: ｗｗ
[18957.601] (S)mojira_2222: 旧ハンターのヒソカと同じ声帯とは思えない
[18958.370] (S)cqc5555: リュウが再戦嫌だって言ってるとこみたい
[18958.854] balthazar000: 超反応はセーブ
[18969.098] Qvoth: 美味しい
[18972.615] zyangara2: ルークの立コパが相変わらず終わってる
[18975.765] harumak1_: go1とウメちゃんは絡みあるよ。２年前のドラフトとか・・・ほら。
[18978.372] qurose: マジで６のウメちゃんやばいな
[18978.608] (S)erukima: そろそろ狩るか
[18979.949] 真理に至った: バクステシミーの立ち大pいいな！
[18980.788] 平本: アールさんの生実況入れたらまた面白み増すんやろな
[18981.550] (S)憂う者の弟子: どうした 立て！
[18985.619] one596: GO1とはからの謝罪大阪行くぐらいには絡みあるよ
[18989.173] wahaha7788: 結構仲いいほうなんじゃ
[18990.254] vespa127g: ウメ派vsマゴ派 見たいな
[18990.289] maddy2623: え、高橋広樹ってヒソカだったの
[18991.405] (S)kazukitaiga: ドラフトのことは忘れろ
[18998.603] (S)ganiganimede: なにが大丈夫なん？
[19001.158] akindo08: スナフキンが帰ってきたんだ、過去は忘れよう
[19004.394] 平本: 大丈夫
[19006.699] kitagawakun: でもガードさせるとバーンアウト早く回復させちゃうから弱P連打も微妙になっていきそうではある
[19006.993] jony_avion: 逆に言うとあのＳＦＬの頃ぐらいしか同じゲームやってないからな
[19008.411] balthazar000: カーテン隠せ
[19017.432] prisira: うめちゃんはgo1とＣＰＴ回ってプロになりたい決意聞いてgo1とはを作ったぞ
[19020.799] irohas3: 連続おじちぇっく
[19038.864] gohan_udon: ルークの技って空気飛ばしてんのか
[19039.883] seiji141141: 岸田スナフキンちゃんと春に帰ってきてるの笑うわw
[19042.090] nonsugar_436: 中や大よりバーンアウトの回復量も減るはず
[19042.724] natsume1313: ダッシュ中段って弱いんかな
[19055.148] towai8: スナフキンがDNFで世界一になって帰ってきた
[19056.591] megaraz1: who is he playing with?
[19057.822] (S)kazukitaiga: 拳圧による衝撃波らしいぞ
[19059.136] kitagawakun: ルークの飛び道具は臭いを飛ばしてる
[19065.956] reinschwert: エメトセルク大好きで、今回のリュウさらに格好良く感じてしまう
[19066.982] (S)King_Fuudo: マゴはスタダに定評あるからな
[19069.341] balthazar000: Go1
[19072.686] maddy2623: 製品版では本田のラッシュ四股が見れるよ！
[19075.011] harumak1_: あれごーちゃんってS2とかで5やってなかったけ・・・？
[19087.341] megaraz1: @balthazar000 ok thanks. didn't see because of the mask
[19090.205] x_abu_xx: やつてたよ
[19091.273] prisira: go1はS1でＥＶＯ壇上
[19100.196] akindo08: ルークは選ばれしもの。使ってても面白い
[19100.619] balthazar000: おつ
[19101.809] mugi_yu: くぅ！うまかった！！
[19102.809] (S)daichan1200: おつかれさま
[19102.956] needlessToo: gg
[19103.923] (S)憂う者の弟子: さらばだ
[19104.056] tabibitox: おつおつ！
[19104.231] だいこん_: ごーちゃんお疲れー！
[19104.731] chicken_dumpling: done? arigatou. GGs
[19106.041] prisira: お疲れ様ー
[19106.762] tama_zx61: またみてぇ！！！！
[19107.355] one596: おつおつ
[19107.737] sarah_0519: お疲れ様でした
[19107.904] すか: 濃厚だった
[19108.291] ましこ: おつかれさまでしたー
[19109.435] aranami0: お疲れ様ー
[19109.589] 何も知らないジョンスノウ: おつおつ
[19110.140] neon_d99: 最後勝って帰った
[19110.725] iguchiill: ごーちゃんおつかれさまー
[19113.351] ootsukemono: お疲れさまでした!
[19113.507] harumak1_: おつっした
[19113.768] seiji141141: 今度はフェンリッチ連れてきて
[19114.406] potocki1810: おつつー
[19114.740] (S)yut7xot8: umeCossack
[19116.227] v_harumi_v: お疲れ様でしたー
[19117.869] iwaisi: おつー
[19117.958] porcupinepine: 明日も集まろう
[19118.094] エス123: gg
[19121.655] kai_335: おつおつ
[19121.662] prisira: フェンりっちは連れてきてほしいｗ
[19122.339] dcdryuya404: うおおおおおお
[19122.352] だわさワサワサ: ごーちゃん乙
[19127.375] ukiyo55: SeemsGood
[19127.653] (S)憂う者の弟子: 明日も来い
[19132.001] seikeihanaobasan: ぬきさんちに泊まるの？
[19132.679] neon_d99: 草
[19133.961] akindo08: 体験版武者修行もう一回？
[19134.014] blackcoffee0821: がんばれー
[19134.048] v_harumi_v: おおー
[19135.376] (S)ganiganimede: つまり来いと
[19136.220] (S)s0ft0fu: おつかれー
[19136.907] chicken_dumpling: 5 hour practice
[19137.172] zyangara2: 令和にゼロ３の練習
[19137.368] slmeret: やる気勢
[19137.467] (S)黒猫くん: おつかれすー
[19138.808] nonsugar_436: ゴーちゃんありがとう〜
[19140.630] icyblue1985: ウメちゃんすげえなｗ
[19141.557] plumfield_kemono: Thank you!!
[19143.748] kaigaizei: 昼スト6夜ゼロ3生活
[19143.972] tama_zx61: ゼロ3楽しみ
[19145.150] porcupinepine: めちゃ強
[19145.482] akindo08: 1番
[19146.374] rt340: おー
[19148.465] ~MISSING_COMMENTER_INFO~: さすがごーちゃん
[19150.329] maddy2623: 一番いただきました
[19150.850] なべしー1989: さすがにごーちゃん強かった
[19151.177] dcdryuya404: 王のお墨付きええなぁ
[19151.768] highspeedwarakia2: GO1さん強くて嬉しいな
[19151.826] MakemakeJ: 絶賛
[19152.369] mugi_yu: 本当に強かった！
[19152.570] kaworuko19: its over
[19152.969] ぬるぼっと: オフでしかできないってのもたまにはいいね
[19153.037] v_harumi_v: はーい
[19153.350] だいこん_: umeSalute
[19153.598] kumanobed: 👏
[19153.635] (S)s0ft0fu: いっちゃんつえー
[19153.667] flowerdestr0yer: おおー
[19154.290] GelidiumJellyCat: 乙
[19154.382] akindo08: おつかれさまー
[19154.671] 10kio: おつかれ
[19154.898] inkgran: 我が岸田
[19155.020] zyangara2: さすがの評価
[19155.666] (S)Hiclere: うめちゃんに言われるの嬉しいよなぁ
[19155.878] tabibitox: おつおつ～
[19156.022] prisira: お疲れさまでしたー
[19157.090] mugi_yu: お疲れ様です
[19157.198] poposuke: HeyGuys
[19157.206] Kanquez05: おつかれー
[19157.317] sarah_0519: おつ
[19157.393] Dakaa: good games
[19157.559] matsu_zalem: お疲れ様でしたー
[19157.949] HirocoT: おつかれさまですー
[19157.964] pondenring0930: おつです
[19158.007] (S)憂う者の弟子: あのDaigoが・・・認めただと・・・
[19158.014] (S)yut7xot8: umeCossack
[19158.241] balthazar000: おつ＆おつ
[19158.404] odoreminv2: おつー
[19158.434] highspeedwarakia2: おつかれさまです
[19158.447] harumak1_: go1Pogo1
[19158.589] (S)King_Fuudo: おつかれ～二人ともありがと～
[19158.816] (S)mac011400: おつかれっす
[19158.878] market_fujisaki: おつです
[19158.879] v_harumi_v: ノシ
[19158.906] icyblue1985: おつー
[19159.188] 真理に至った: おつでした
[19159.409] kai_335: いてらー
[19159.663] すか: お疲れ様ー
[19159.793] porcupinepine: 関東にちょっといないレベルだね
[19159.906] (S)isuta2: おつー
[19160.278] tama_zx61: おつ！
[19160.453] rt340: お疲れ様ー
[19161.028] (S)Hiclere: おつ
[19161.071] ~MISSING_COMMENTER_INFO~: お疲れ様
[19161.915] (S)mtbmttb: おつさま！
[19162.002] neon_d99: おってー
[19162.151] (S)dj0d4y4k4: おつ
[19162.822] icyblue1985: また明日
[19163.226] FuToDoKiMoNo: おつかれ
[19163.295] hotsumaowo: おつかれさまでした
[19165.152] yudedako: いい物見れました
[19165.993] nyarlbini: おつ
[19166.253] aranami0: umeCossack
[19166.699] donburikanzeu: おつかれさま
[19166.954] porcupinepine: おつおつー
[19167.182] blackcoffee0821: KonCha
[19168.176] Papapadad: ZERO3がんばってー
[19169.699] (S)マンゴスチン: おつ～
[19169.710] booby_one: おつー
[19171.017] neon_d99: どぐら
[19171.226] すか: 配信ありがとー
[19171.396] ねぴネピ: どぐら
[19171.667] icyblue1985: umeCossack
[19172.157] danny_love_danny: ふーど
[19172.953] kuropyonn: ふーど
[19173.180] plumfield_kemono: That was fun to watch
[19173.252] (S)yut7xot8: どぐら
[19173.358] (S)sistersguitarreplica: えいたきゅんより強いんか
[19174.090] MakemakeJ: lol民
[19175.258] sho01: umeCossack
[19175.360] なべしー1989: どぐら
[19175.452] inkgran: どぐら
[19175.474] porcupinepine: ひぐち
[19175.708] ~MISSING_COMMENTER_INFO~: どぐら
