[13.659] 02zegu: ブブ
[7348.825] (S)yukaring: LUL
[7349.299] rxz_2017: ウメハラよぉ
[7349.489] muucrs: www
[7349.615] balthazar000: 今日もかかってきたんですか？
[7349.890] GG_sensay: 梅ｗｗｗｗｗｗｗｗ
[7350.021] icyblue1985: たわけ！ｗ
[7350.127] kobi3070: wwww
[7350.644] sakai_jin2020: w
[7350.741] (S)メタルぱんだ: 申し訳ない・・・
[7350.754] (S)brutal9998: 誰だカフェにDM送ったやつはー！！！！
[7350.891] myodent21: 色々任されてるもんなぁ
[7351.030] weeep1: こいつらよ～
[7351.376] fliege1515: いい加減にしろｗ
[7351.581] レム__: 100％！
[7351.689] aranami0: ｗｗｗｗｗｗｗｗｗ
[7351.745] ddsato316: ｗｗｗ
[7351.864] (S)クラクラ777: ｗｗｗｗ
[7351.963] kaworuko19: 終わってるｗ
[7352.031] poposuke: 王の置き土産
[7352.053] (S)rm_rf__: LUL
[7352.057] Planetrollcall: ｗｗｗｗｗｗｗｗｗ
[7352.282] (S)kuroji61: 終わってる
[7352.293] こがや: 終わってるww
[7352.308] forthemoment_elt: お前らのために気づかいしてんだよ！！！
[7352.444] (S)mogetasan: おわってるw
[7352.463] chachachakoma: えええｗｗ
[7352.486] (S)mart_00_: wwwwww
[7352.732] koudou3: んっカス
[7352.911] qq_taro: LUL
[7353.514] LogicalDashGG: やべぇｗ
[7353.600] いがぐりころころ: 気を使うと疲れるよな
[7353.780] (S)しゅごいよ: ww
[7353.835] neon_d99: 確かにカフェさんにおんぶにだっこｗ
[7353.983] gettyozi: ｗｗｗｗ
[7354.028] bikibiki999: もー
[7354.421] syugi3: 対応に削られとるかあ
[7354.465] ame512: ひっどいｗｗｗｗ
[7354.684] (S)憂う者の弟子: お前らのせいかああああああああ
[7355.484] 1108044k: ウメちゃん・・・
[7355.978] sora_neko09: ポンコツ軍団がよーｗ
[7356.042] kaigaizei: こいつらよぉ（ﾋﾟｷﾋﾟｷｯ
[7356.072] neo_jsk: 何忘れたん
[7356.183] のらねこさん: イライラ
[7356.327] oyatu_2454: おわ
[7356.340] golowthe14th: ひどすぎんだろｗ
[7356.587] (S)tilia211: こいつらさぁ～
[7356.668] (S)noriakiisreal: 咎められてるｗ
[7356.690] yut7xot8: ｗｗｗｗｗｗｗｗ
[7356.717] (S)foo_twitch: ごめーん
[7356.873] (S)brutal9998: www
[7356.982] LEE4646: あーまじかｗそｒはメンタルくるｗ
[7357.088] メピパラ: DMやめろ！
[7357.263] potesaraudon: やばｗ
[7357.478] (S)がーこ: どうかしてんよ
[7357.679] (S)ancehutn: やばすぎｗｗｗｗｗ
[7357.696] maddy2623: 終わってるｗ
[7357.701] x_abu_xx: それなw
[7357.735] xojan1: がいじ集団
[7358.101] (S)pinkdark01: 昨日ちょっとイラっとしてたっぽいもんね
[7358.196] (S)kkshkk: 先生だわ
[7358.378] (S)やあああ: 格ゲーマー終わってる！
[7358.599] chachachakoma: おわってるｗｗｗ
[7358.857] icyblue1985: 100％ｗ
[7358.925] のぞみくん: ちくちくしていけ
[7358.984] (S)闘劇のアルベルト: マージか
[7359.015] Phenomer: マジでありがとうございます。
[7359.203] fliege1515: おとな！
[7359.281] 今夜も赤こんにゃく: www
[7359.751] v_harumi_v: 100！👏👏
[7359.824] datyuranosuke: まーじか
[7360.132] komay38: 格ゲーマー オワッテル
[7360.314] sakai_jin2020: やべえやつら
[7360.530] ペプシ男: ダメな大人達ｗ
[7360.548] ddb365: まーじでよー
[7361.043] neon_d99: こーれはｗｗｗ
[7361.260] embercleave4rr: 社会不適合ｗｗｗｗｗｗｗｗｗｗｗ
[7361.328] (S)taku_yzfr1: 忘れ物wwm
[7361.401] meganesandesuyo: www
[7361.678] bikibiki999: ただのカッスｗｗｗ
[7362.005] 000105: 誰だ！？
[7362.067] (S)machakyuro: 確定反撃ｗｗｗ
[7362.148] (S)めそたん: ごめーーーん！！
[7362.258] syugi3: だあああああああ
[7362.370] right_8: 忘れ物ひどすぎやろ
[7362.549] low_single: スケジュール管理もストレスよね
[7363.040] rere0: かふぇ４ありがとー
[7363.290] のってる: 格ゲーマーさぁ
[7363.416] ライム_: ゴミどもがよぉ
[7363.691] のらねこさん: イライライライラ
[7363.778] (S)しゅごいよ: ひどwwww
[7364.158] toro0524: 比率きこか
[7364.259] (S)成吉大: まーじ終ってるんだけどｗ
[7364.317] (S)まとご: 忘れ物率１００％
[7364.344] icyblue1985: 終わってるｗ
[7364.577] nikorinko: 100ｗ
[7365.291] トネ: ww
[7365.326] (S)くういぽ: 感謝ーーー
[7366.006] yossi392: 終わってるｗ
[7366.141] mikan_otoko: あのさー
[7366.694] uguisupan1192: 六人の命を預かってるレベル
[7366.776] fin_fannel: しっかりせーや他w
[7367.877] (S)hone253: 2人以上忘れてて、100%超えてるまであるw
[7369.359] (S)brutal9998: やべえ奴らw
[7369.385] meganesandesuyo: 全員かww
[7369.533] arito_bk: カフェさんありがとーw
[7369.572] one596: ！？嘘だろw
[7371.031] koudou3: 道着だの
[7371.443] degajun: 部屋チェック必要かなｗ
[7372.294] kaigaizei: チルアウト一番必要だったのカフェだった？
[7372.426] (S)keel_116: 良いサポーターw
[7373.071] ddsato316: カフェさんいなかったら成立しないなｗ
[7373.376] forthemoment_elt: チルチルあげて
[7373.440] golowthe14th: 社会不適合者の集まりぃ！！
[7373.553] (S)やすぽこ: これがゲーマーか
[7375.085] borkh3js: NotLikeThis
[7375.126] (S)noriakiisreal: まず道着だったしなｗ
[7375.254] icyblue1985: ＫＳＫよろしく！
[7375.258] 記入漏れ: 申し訳ねえ･･･
[7375.356] ｾｲ: 終わってていいね
[7375.833] balthazar000: 胴着はゴミではなかった
[7376.397] right_8: 道着はゴミだったかもしれん
[7376.411] レム__: まぁまぁのものを100％忘れていくｗ
[7378.633] (S)foo_twitch: 大物の忘れ物
[7378.861] (S)rm_rf__: 道着とか
[7379.072] karimen4: 胴着からの流れはすごかったな
[7379.801] mamimemou: 道着はやばかった
[7379.921] sakai_jin2020: 例えば？
[7380.432] v_harumi_v: 100点満点
[7380.697] datyuranosuke: さすがゲーマーやな
[7381.483] kenkyonaninja2: 電話がかかってくるものを忘れていく面々
[7384.327] icyblue1985: 道着は笑った
[7384.589] blackmark2: しっかり終わってて安心する
[7384.738] ishiwata1234: 出る前に指差し確認しなさい！
[7384.763] fliege1515: 色々積もってるなこれ･･･
[7384.923] 蟹右手: 回収ロボさせられてるのか
[7385.555] 芋之山: 薬一個でも連絡は必要だったりする
[7386.248] (S)mogetasan: こいつらww
[7386.356] chin_56_: お手数しかかけない
[7387.060] mememe10: ルートナビ役もあるし大変そう
[7387.217] (S)成吉大: 部屋チェックKSKにやってもらったら・・・？ｗ
[7388.241] syugi3: あなたさあ×∞かあ
[7388.953] kirakiraname: ごめーーん
[7389.215] GG_sensay: 今日一笑ったわｗ
[7390.980] lun__01: KSKのクエスが無限に増える
[7391.012] いがぐりころころ: 1回あったら直そうという事がないんだよな
[7391.694] LEE4646: おもしろいなｗ
[7393.074] あまる_333: 悪くないのに謝らないといけない
[7394.213] v_harumi_v: 回収とかの対応は大変ね
[7394.672] のらねこさん: 闇が深い
[7395.391] paul1984jp: ADHD率の高さ
[7395.522] myodent21: 道着から始まり、、
[7396.272] ペプシ男: ？？？「できるやつに任せればいい」
[7397.265] donoue07: まんま心身やられてる引率
[7397.653] HirocoT: カフェさんだけが…ｗ
[7398.888] (S)pos888: 動議は捨ててよかった
[7399.441] qq_taro: ストレス
[7399.949] ima_son: 道着、アミノバイタル
[7400.784] genger1010: 藪蛇だったなぁ
[7402.658] ame512: ありがてえよ
[7403.386] nmasa: ひでえ
[7404.075] uguisupan1192: 社会性ある！！
[7404.899] balthazar000: 今日の飯はどうなるのか
[7405.402] xojan1: 有能すぎる
[7405.860] bikibiki999: そりゃ削られる
[7406.035] naina717: 責任感強い人は効いちゃうんだな
[7406.186] れんぞね: カフェさんだけは間違えられないプレッシャー
[7407.507] mogai555: これがこの界隈
[7408.046] rxz_2017: ルートからガイドからチェックポイントから
[7408.058] icyblue1985: お前よぉ！
[7408.316] (S)メタルぱんだ: ウメハラに！？
[7408.634] degajun: ガツンいうべｗ
[7408.643] chachachakoma: ｗｗｗｗ
[7408.693] ババシャツ: ｗｗ
[7408.808] fliege1515: だめだｗ
[7408.983] aranami0: ｗｗｗ
[7409.451] (S)憂う者の弟子: キレちまおう
[7409.694] momiji4431: ｗｗｗ
[7409.874] (S)クラクラ777: ｗｗｗ
[7409.934] もすも: 甘いｗ
[7410.335] neon_d99: どこまでもｗ
[7410.403] (S)将門ゴルゴロ: ｗｗｗ
[7410.671] gannaranna: ｗｗｗｗ
[7410.902] oimo: ｗｗ
[7411.023] (S)yukaring: 2020Snacking
[7411.166] (S)inkgran: 忠誠心
[7411.279] Coedawg: umeYay
[7411.541] ddsato316: ガツン…
[7411.548] redbull_daisuki: 整えのカフェ
[7411.608] mamimemou: 甘やかすんかｗｗ
[7411.729] lapistaxx: ナチュラルに社会不適合者の集団
[7411.977] (S)成吉大: 王
[7412.104] (S)hone253: 草
[7412.367] (S)やすぽこ: (笑)
[7412.682] chandio2251: がつんとね
[7412.700] lun__01: 出たーーーー
[7412.750] komay38: この男 頼もしすぎる
[7412.791] icyblue1985: これやな
[7413.017] borkh3js: LUL
[7413.119] (S)将門ゴルゴロ: 駄目だｗ
[7413.141] toro0524: ホテル側にKSKさんの番号伝えればいいんじゃないかな
[7413.169] v_harumi_v: ガツンと甘やかす♪
[7413.258] (S)keel_116: ww
[7413.793] (S)tilia211: これ
[7413.868] こんぽち: がつんとｗ
[7414.035] や8: ｗｗｗ
[7414.213] syugi3: あったけえええ
[7414.908] (S)machakyuro: よく考えるとそういうのKSKにやらせればよくね？ｗ
[7414.919] lg99632: ｗｗｗｗｗ
[7415.001] nikorinko: 明言w
[7415.045] Planetrollcall: 名台詞
[7415.167] 157655: 全員のケツを拭いてあげてる
[7415.605] low_single: ミスター忠誠心
[7415.773] (S)simmonfoxy: 王だからね
[7415.907] chin_56_: 下僕
[7416.594] gomeeen: 言ったって言ったって
[7416.990] suupu: んんんんんん忠誠心
[7417.150] beehive3: 忠臣
[7417.180] (S)foo_twitch: 苦手だからね
[7417.270] mogai555: 忠誠心
[7417.385] LEE4646: ｗｗ
[7417.472] sora_neko09: 言って改善されるものならねぇｗ
[7417.593] gannaranna: 名言きた
[7418.140] (S)闘劇のアルベルト: ガツンとね
[7418.209] HirocoT: ビシの次はガツン
[7418.314] (S)kkshkk: 宿、飯の予約や道天気の状況、進捗具合…
[7418.553] (S)yukke85: だめだこいつ何とかしないと…
[7418.626] ポンポン: さすがやで
[7418.960] feel2525: ガツンと甘やかす
[7419.761] aranami0: ここにもベロベロ勢がｗ
[7419.896] embercleave4rr: ダメ人間性臓器
[7420.193] chachachakoma: どこまでも甘いｗ
[7420.436] トネ: 笑える
[7420.523] sakryan: でたあ
[7420.640] koudou3: ヒュー
[7420.816] myodent21: これだぁ
[7421.494] datyuranosuke: 恵まれてるなあ
[7421.508] moricocoa: 王も53といっていた
[7421.730] syagami: 王ですから
[7421.882] (S)maya_g01: カフェさんありがとおおお
[7422.493] (S)brutal9998: 甘やかすんだなあw
[7422.926] muucrs: 忠臣
[7424.920] ウダガール: 忠誠心の塊
[7425.183] nikorinko: 名言ｗ
[7425.363] tachaomi8: 王がどんどん専制君主になっていく
[7425.430] (S)めそたん: カフェさんありがとぉぉ〜〜
[7426.107] いがぐりころころ: カフェ氏ありがとー
[7426.241] (S)まとご: ウメ軍団、唯一の良心
[7426.883] Planetrollcall: ｗｗｗ
[7427.160] kurchin: 甘やかし担当
[7427.706] HirocoT: はぁ・・
[7427.900] (S)raurakd: 忠臣カフェ
[7427.915] qq_taro: チルアウト飲んでもろて
[7428.441] poyoyon915: ルートもきつそうに見えると一部のコメントが騒ぐしなｗ
[7429.109] one596: メンおじといいカフェさんといいw
[7429.764] lun__01: ガツンと甘やかしたいは使いたいワード
[7430.163] taiyaki_ltd: w
[7430.565] golowthe14th: クズい！
[7431.255] x_abu_xx: あまりに忠臣
[7431.433] nigoh2525: だめだこりゃ
[7431.679] genosaurer0228: かつけぇー
[7432.072] largsrn: 甘やかすやつがいるから
[7432.245] (S)マンゴスチン: ウメちゃん甘やかされてる…
[7432.453] (S)mogetasan: 仏の
[7432.815] potesaraudon: 暗くなってきたな
[7433.358] (S)rm_rf__: LUL
[7433.852] こがや: でも裏方特化タイプってこういう感じですよね・・・たぶんわかる・・・
[7434.285] shikakubeats: 俺はこれでいいんだ！
[7434.866] (S)成吉大: 王権神授説まであるで
[7435.767] (S)mart_00_: 経歴聞きたい
[7436.019] bikibiki999: うーんまさに王様
[7436.021] masarin763: ルートとホテル選びはマージ大変だと思う
[7436.159] LEE4646: 王の自覚する甘え
[7436.591] tsubame5204: umeYay
[7438.490] ddb365: メンおじ・・
[7438.807] icyblue1985: なるほど
[7439.503] kenkyonaninja2: ウメハラにしか出来ないことしてるわけだからなぁ
[7439.763] ペプシ男: まあ財布には何も言えねえよ・・・ｗ
[7440.069] sora_neko09: 王
[7441.125] fliege1515: そうなのか･･･？
[7441.338] embercleave4rr: あれ美談風に言ってたけどなかなか終わってるよなｗ
[7444.412] datyuranosuke: 王
[7444.852] onesolo52: 大谷とかそうね
[7447.491] ババシャツ: あまりにも王
[7447.696] taiyaki_ltd: そうよ
[7447.699] (S)やすぽこ: たしかに
[7450.241] GG_sensay: 忠心を誓った瞬間の話聞きたい
[7450.249] degajun: 側近を雇えばｗ
[7450.427] dsc52: これが王
[7450.719] katsuo73: カフェさんありがとー！子亀のかわりにうめちゃんを全力であまやかしてー！！！
[7450.984] (S)kuroji61: まあたしかにそう
[7451.664] (S)machakyuro: プレイヤー兼マネージャーは変ですｗ
[7452.525] (S)まとご: 生まれ持った王の右腕
[7452.562] Mrk111: "よく言うと"そうですねw
[7452.678] Planetrollcall: 良く言うとねｗｗ
[7452.903] suupu: 大谷みたいだわーｗ
[7453.382] (S)kkshkk: チームウメハラ
[7453.383] ゆうマン: たしかに
[7454.079] forthemoment_elt: 大谷翔平の隣のやつかカフェさん
[7455.221] redbull_daisuki: サッカーもホペイロとかおるしな
[7456.577] lun__01: タスクは減らした方がいいね
[7456.852] tako0523: この人できてる
[7457.429] (S)simmonfoxy: 一流のスポーツ選手は自分で靴下すら履かない
[7458.507] こんぽち: まあ、アウトソーシングよね
[7459.407] のぞみくん: 人って忘れ物こんなにするんだって
[7459.581] ババシャツ: 傲慢でもないし
[7464.510] HirocoT: よくいうと強調ｗ
[7465.374] syugi3: 忠臣すぎんよお
[7467.973] (S)raurakd: 肯定していく
[7468.442] low_single: カフェさんいないとこの度2日で終わってんのよ
[7470.378] onesolo52: ウメちゃん雇った方がいいよｗ
[7472.896] anonymouse79: 先導するのも大変だよな
[7474.086] 閃光の: 悪く言うと？
