[20.299] suhifire: おそーいｗ
[11447.622] 憂う者の弟子: ダルシムやぞ！
[11452.181] DDS250: プロゲーマーのランクマなんて常に研究と実験の場だよな
[11454.437] オワオワタ: リリーよりダルシムの方が当たったことほとんどないな
[11458.933] pomodorojp: たいおつ
[11460.170] 08kirii: 今はわからん殺しでは？
[11465.525] genocidekis: 調べないでw
[11471.730] kiton_taichi: ブランカ使いの悲鳴が聞こえる
[11478.886] Hitode_noko: ブランカの人いたぁ！攻略置いてけ！
[11482.192] twitchyarutch: 気になるからしょうがないねw
[11509.826] オワオワタ: ケンはマジで多いな
[11510.001] (M)(S)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[11516.724] 08kirii: その点リュウとルークは研究しつくされたんだろうなぁ
[11561.121] tabibitox: いたーい
[11567.521] 08kirii: 足りない；
[11570.242] (S)latenight000: 体験版で危惧されてた上位勢全員リュウルーク祭りにはならなかったな、ケンとかの方が多そうだし
[11575.631] takahashiseigi: そりゃ中段は人気ありますよw
[11591.228] (S)Raynys: LUL
[11594.094] lun__01: 削れねえ
[11595.048] pomodorojp: うほ
[11596.185] ReconEazy: Lol
[11596.771] bunbun0880: 耐えたー
[11598.759] potocki1810: lol
[11599.452] tabibitox: ガードで復活したｗ
[11605.536] Proaxel: I guess they were hoping that would chip you down
[11619.590] 08kirii: リュウはどんだけ頑張ってもＢクラスみたいだから。でも好きだから使う
[11623.408] twitchyarutch: サブでは体験版キャラ持ってるだろね、出すかはわからないけど
[11644.150] ReconEazy: He was hoping DaigoTheBeasTV press a button he already had back his drive gauge
[11646.578] godfist420: OSU
[11651.624] BleachChad: yeah daigo seemed to have been waiting for his bar to come back, he got it in time
[11662.119] (S)metoro3: w
[11662.974] (S)Raynys: LUL
[11664.404] vasily_kardanov: ??
[11664.681] potocki1810: この難しさも魅力の一つｗ
[11665.206] 08kirii: 投げられるんかいｗｗ
[11667.111] (S)Zero_Fabio: wwwwwwwwwwwwwwww
[11667.119] lun__01: 無敵なし
[11669.259] feel2525: 投げられるんだ
[11669.460] tatstory: LUL
[11670.290] オワオワタ: かなしみ
[11670.773] (S)Raynys: man this guy is unlucky 
[11670.884] DDS250: 無情な投げｗｗ
[11671.608] tsubame5204: umeYay
[11671.685] RamenandTacos: lol
[11673.646] (S)latenight000: そいつに無敵ねぇから！！
[11676.360] (S)fikat_0702: あれまｗ
[11677.661] exdesu: lul
[11678.286] BeanOfFury: lol, nope
[11684.770] bunbun0880: 迅雷無念
[11685.895] lun__01: 切り返すならSA1
[11723.643] (S)Zero_Fabio: jwongBUNGA
[11730.658] (S)Raynys: ahahahahaha
[11734.390] Nagare765: あぶな
[11735.703] aychrispy: PogChamp
[11736.721] 08kirii: ＳＡよわｗ
[11738.677] potocki1810: いろいろあったーｗ
[11747.534] (S)tomodaachii: @Zero_Fabio lul
[11751.422] kiton_taichi: 流石にそれは無法
[11751.653] (S)latenight000: 発生6Fで無敵あったらそりゃつえーだろうな
[11772.015] りんごれっど: そのうち調整で無敵つきそうだけどね
[11772.170] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[11772.795] (S)Zero_Fabio: @tomodaachii 
[11773.204] dantranimal: using CA gives so much meter back
[11791.033] ReconEazy: @dantranimal I don’t like that
[11796.612] Aefen: That guy’s supers were so unlucky
[11815.464] (S)latenight000: あれで無敵付いたらケンに屈中Kガードさせられなくなるw
[11821.713] potocki1810: コガネムシかな？
[11821.867] (M)(S)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[11825.573] lun__01: SA1と2は無敵あり入れ替えとダメージ重視で役割違うからね
[11839.135] ReconEazy: @dantranimal I hate when someone burn out during a combo but they finish the combo with level 3 and get 30 percent of the meter back it should come back when the combo the burnt you out is over
[11917.080] Trollgernautt: @tfgreconeazy I guess that's what is going to separate good players from regular ones, strategic thinking.
[11922.114] (S)tomodaachii: P
[11923.525] Ai_Ingu: P
[11926.153] okureiman07: くぐり昇竜拳でたぁ
[11933.132] あり0221: P
[11946.671] ReconEazy: @trollgernautt that’s just broken mechanic
[11958.661] ReconEazy: @trollgernautt just like throw loops
[11982.891] (S)tomodaachii: nice
[12003.217] tyleryc: do you still play ryu?
[12019.970] ギアふっしー: リュウ・ケンの大パン確認さえ満足にできない俺は格ゲー力上げられないのか
[12026.232] (S)nagasaki3662: アリスありがとー
[12063.334] tukms: 上手から、みててきもちいい
[12148.972] akiaki0612: シリーズ最高性能のスピンナックル
[12161.697] potocki1810: うほー
[12161.699] osakanaminch: うんま
[12162.193] (S)nagasaki3662: うま
[12165.736] あり0221: うまー
[12166.451] tukms: うまw
[12168.267] vibbe1: brabo
[12169.162] dxgenre: niceee
[12172.037] tsubame5204: umeWin
[12173.273] shiemi483: 対ありでした。ウメ配信みてスト始めたので嬉しかった
[12176.126] merkava_mk2: いやらしい
[12179.823] nabewata21: インパクトは暴発しやすいのですか？
[12183.589] Mogul_Kahn: hello Diego
[12184.047] OldTypeOji: 対戦者さんもGG
[12186.317] potocki1810: おめですーうらやま
[12186.535] twitchyarutch: GG
[12190.605] nokekogann: GG
[12190.871] あり0221: GG
[12191.497] (S)nagasaki3662: GG
[12193.013] DDS250: 竜巻で通り過ぎて反対から殴るのは見た目がマジかっこいい
[12199.623] sekorin: GG
[12200.108] kiton_taichi: GG!
[12200.212] (S)maya_g01: よかったですね！GG！
[12200.647] Ai_Ingu: 41k
[12201.170] 新ころりん: 対戦者アニキもGGやで
[12201.399] あり0221: 良いキャミィでした
[12208.185] seirosu: EVAだっけ
[12217.409] hwlcfs: Essa dançarina pesuda é muito escaralhada mano... KEKW
[12221.788] ギアふっしー: ウメさんとランクマで当たるために格ゲーはじめるはすごいモチベやでぇ
[12249.991] potocki1810: 近づきたくない…ｗ
[12251.004] maddy2623: マノンはザンギの擬人化
[12262.344] ギアふっしー: ザンギは人じゃないってこと？！
[12269.132] akiaki0612: マジザンギ
[12270.671] 新ころりん: 赤きサイクロンだから
[12271.189] seirosu: ザンギの生まれ変わりキャラ強いよなぁ
[12271.987] のりゆき0125: 次は、勝つのを目標に？
[12277.628] (S)nagasaki3662: w
[12277.729] 憂う者の弟子: くるくるー
[12279.209] Ai_Ingu: lol
[12282.117] osakanaminch: ワンチャンスからw
[12285.275] (S)fikat_0702: umeSad
[12285.482] tsubame5204: umeYay
[12285.546] dxgenre: OOPS
[12286.237] burisuke: リーサル逃したね
[12288.084] potocki1810: 死に至るミスｗ
[12299.909] akiaki0612: ザンギが弱くなってザンギが増えた
[12309.852] メジャーリーガー: あたしゃーねー
[12313.662] osakanaminch: ザンギの擬人化てwザンギ
[12316.386] seirosu: はい5メダル
[12330.383] ギアふっしー: 美人なザンギが出たらみんなザンギつかうよねぇ
[12330.797] Nagare765: オワです
[12334.132] あり0221: 妖怪メダル拾い女の最終形態
[12334.444] potocki1810: しーーーｗ
[12334.761] seirosu: へっる
[12336.585] ギアふっしー: へーる
[12337.094] Ai_Ingu: ...
[12337.536] mistbournee: wow
[12337.693] Beyyy0nd: POG
[12337.724] (S)nagasaki3662: 悲しい
[12339.040] (S)fikat_0702: ひえ
[12339.275] maddy2623: エイッ！
[12339.744] ichi_gatsu: へーーーーるううう
[12339.812] merkava_mk2: いってー
[12339.880] (S)mart_00_: へーるw
[12340.276] rafaxko2: woooow
[12341.220] ドック: へりすぎ
[12342.013] akira_s_: ビターン
[12342.295] (S)Jouker666: Gg
[12343.040] abura0: へっる
[12343.140] lun__01: ザンギ感
[12344.410] (S)cqc5555: 減りすぎて面白い
[12345.952] 3AXOTEL: 悲しい
[12350.662] that_solid_dude: men on win!
[12352.327] greenbaldblader: spin spin
[12356.455] 3AXOTEL: へりすぎ🤡
[12356.699] seirosu: ザンギつえー
[12368.672] MerkOnMars: hay
[12371.221] MerkOnMars: bdeoLilN
[12374.444] (M)(S)Moobot: That's a tad too many emotes, @MerkOnMars (warning)
[12379.733] 3AXOTEL: へーる🤣
[12381.663] ギアふっしー: しかもこのザンギ一周も２周も回す必要なし！
[12387.914] MerkOnMars: bdeoLilN
[12402.759] abura0: アーマーが無いだけのザンギ
[12408.720] rafaxko2: kray 4 ad
[12411.772] akiaki0612: 5のトリガー2ザンギ
[12414.448] ギアふっしー: おー
[12416.011] (S)donachan: マノンつおい・・
[12416.523] warotyphoon: コンボ選択すご
[12417.040] abura0: おー
[12418.773] Nagare765: どういう火力しとんねん
[12419.393] tukms: 火力高すぎる
[12421.679] akira_s_: ジャストパリィから上手い
[12424.558] merkava_mk2: リーサルだったー
[12425.557] kishio__: へっる
[12436.804] ギアふっしー: 柔道もします
[12439.059] ichi_gatsu: マノン打撃もあるし強い
[12444.966] Nagare765: きつくね
[12448.758] seirosu: 柔道もあるのマジ？
[12451.341] abura0: ﾋｭｰｯ
[12452.562] (S)tsukune014: マノンの動きはまさにエレナとアベルの融合体
[12454.962] mistbournee: あなたは完全に破壊されました
[12459.825] tukms: マノンすごい強いね
[12460.929] (S)fikat_0702: 他間抜けなんだ…
[12462.568] akiaki0612: そんなに痛そうじゃないのに減るのが納得いかない
[12464.193] akira_s_: なんつう脚の長さ
[12466.089] donnori_konos: つよかった
[12469.384] ギアふっしー: 主人公きた
[12473.280] rafaxko2: passou o carro
[12473.690] akira_s_: たかし
[12483.269] あり0221: マノン最初つまんなそうなキャラと思ったけど触ってみるといやはや意外に面白い
[12487.075] akiaki0612: ダッシュカラー
[12488.878] rak_luk: どっちが真の主人公か
[12489.264] bajjio1976: 昔ウメハラさんが小攻撃からコンボ繋がるのおかしいって言ってたと思うんですがスト6は直りましたか？
[12501.042] une3333: すごい渋い色あいですね
[12550.608] abura0: 最近リュウ使い強くなってきてる気がする。研究進んだ？
[12550.775] (M)(S)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[12579.822] moko15: 道着交換して着て仲良いねー
[12597.705] warotyphoon: すーごい
[12597.826] abura0: ｗｗ
[12599.925] (S)fikat_0702: ；；
[12611.236] あり0221: 補正切れたーーーーー
[12611.381] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[12614.817] (S)Jouker666: DAIGO SAMA NOOO
[12681.837] オワオワタ: たかしつよくね？
[12682.000] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[12690.673] あり0221: コパン偉すぎ
[12699.154] crimxn: @Jouker666 
[12722.665] のりゆき0125: リュウとケンって今どんな関係性なんだろ？
[12736.277] seirosu: 胴着交換ええね
[12738.414] (S)poto2panapa: 体験勢はリュウ使わなくて、製品版から入った人が追い付いてきたとかじゃないか？
[12749.017] (S)Jouker666: Oh god dont tell me sama means something bigoted
[12758.735] ギアふっしー: リュウはケンが大変ってのは知ってるけど、ケンからSOSが届いてないから大丈夫って信じて仙人になってる
[12784.115] ギアふっしー: ワールドツアーでそんな感じだった
[12784.329] bajjio1976: 小パンからコンボ入ってるけど安いとかで差別化されてるんかな
[12785.214] Jam10505: まじかよリュウ最低だな
[12805.932] のりゆき0125: リュウ…笑
[12825.081] yocchiyocchi: へるー
[12825.212] SSJ2_GOHAN: BIG DMG
[12832.758] shomarusan: 調べるか
[12836.346] (S)cat_alien989: 中足ラッシュがヒットしたときしゃがみ大P奮迅じゃなくで中P2回なのってなにか理由ありますか？
[12836.682] prisira: 迅雷の高さが違うとか？
[12843.415] rafaxko2: rapaaaaz
[12849.822] VanishNFS: Damaaahj
[12850.285] (S)Jouker666: Time to change to ryu
[12851.677] moko15: 小難しいね
[12871.124] ギアふっしー: やっぱ自分で操作してから眠気も取れてあくびでないね
[12874.581] bosh001: @jouker666 it means kind of like master/god
[12904.362] Hamshimi: 技によっては当たる高さとかでフレーム変わること結構あるよ
[12911.631] (S)poto2panapa: 中Pに行くのは中足ラッシュのヒット確認が出来てないときじゃない？
[12920.591] bajjio1976: リュウのEX昇竜は発生速いとかなんか差別化されて強い気がします
[12933.341] peko0816: 拾う高さとか？
[12946.516] prisira: 拾いの高さだと思ったけど違ったのかな
[12970.543] ギアふっしー: 奥が深い
[12975.583] kyrildace: if you are DDR, feel free to use it
[12984.311] viewingdirt: ああ、ジュリとかも拾う高さでフレーム変わる
[13025.785] k_y_o1234: リュウの空中昇竜も高さでフレーム変わるね
[13038.794] bosh001: @kyrildace what does ddr mean?
[13045.152] prisira: 拾いの高さ変えてＦ見てみたら？
[13050.269] erisuk: 高度ってめんどくせぇよなぁ
