[66.152] vovovoooooo: ぐへへ
[20291.511] ghostofnavigators: everyone is so scared of daigo's flash kick lol
[20293.230] market_fujisaki: ありがとうございます
[20297.016] ninjin_v: うめええ
[20301.233] ガイルの櫛: 梅ならできる！
[20309.457] (S)AlfredoRT78: いつの日かディアゴのゲイルに対してナッシュをする
[20317.855] shomarusan: 中P対空みたことない
[20319.324] tohoho_man: 対戦ありがとうございました、
[20333.541] guilegairu: ガイル調整こないと踏んだ感じですかね？
[20334.703] obo_006: ｗｗｗ
[20336.332] ShinYakimura: seeing that was using vs1, the nash player had some more options to go for mixups instead of extending the combo
[20337.873] (S)Hitode_noko: 人間が空投げの成否を自由にしようなんて、
[20338.265] Kanquez05: ｗｗｗ
[20338.843] ガイルの櫛: ？？？
[20340.330] comment3: ディアゴの話
[20340.337] lapistaxx: 乙でしたー
[20340.840] (S)AlfredoRT78: but i need to practice japanese fighting first
[20341.063] (S)サメカツ1999: ナッシュする
[20341.211] だわさワサワサ: ダイゴでもガイルでもなかった
[20343.323] danny_love_danny: ん？
[20344.343] Rackddup420: LuvSign
[20346.280] (S)WhamBamBoozler: Do you use that fight stick for guile only?
[20346.688] (S)feel2525: 何のゲームかな？
[20351.220] (S)masmas999: 汲んであげてｗ
[20355.103] (S)highspeedwarakia2: 成る程、中パン対空なら妥協点かぁ
[20356.771] (S)TEIKETTO: www
[20358.295] Nekrosfera_: Yu je je ja
[20358.786] seleste_isono: ウメちゃんにもストVにも関係ない話かぁ
[20361.434] (S)jambotanishi: エロい話？
[20364.587] powerupkotaro: 画面の力士は本田先生
[20371.267] ninjin_v: ナッシュは動詞だったのか
[20371.484] (S)TEIKETTO: アカン結構つぼだw
[20375.346] ShinYakimura: daigo currently can only use it for charge characters.
[20379.060] (S)masmas999: サマソ
[20380.236] 将門ゴルゴロ: w
[20382.832] guilegairu: ww
[20383.350] gumi1113: 前歩きめくりガード
[20383.765] (S)ダブルやっくん: 浣腸やね
[20383.940] (S)WhamBamBoozler: ah thanks @ShinYakimura
[20384.725] rhayader_alone: 常識的に考えて避けるしかないよね
[20385.432] tabibitox: よ・け・る
[20385.615] しぇるびー: 逃げるしかないでしょ
[20385.973] une3333: バンストって結構真上落ちません？？
[20387.334] Kanquez05: 俺もつぼったｗ
[20387.690] (S)さぶん: ぶつかって異世界転生できるよ
[20391.407] (S)hayama01: 人間にはできない軌道
[20398.994] ガイルの櫛: 股間サマソ
[20401.462] (S)highspeedwarakia2: ex百かんだと落ちるスピード早くて屈大p良く相打ちなる
[20404.959] (S)tukumi07: 本田の体重は137kg
[20405.283] (S)TEIKETTO: 自分で声に出してみるとなおオモロイ
[20411.681] 不渡哲也: 本田に轢かれて異世界転生しちゃう
[20431.794] (S)多抜深夜: 男が尻押し付けてくるとかまじ恐怖
[20434.485] Nekrosfera_: Vamos Daigo! duro con es Barlrog jejeje
[20435.972] danny_love_danny: あんなのに潰される心のダメージが
[20437.079] (S)WhamBamBoozler: I always forget the names are different for the japanese version haha
[20437.198] ShinYakimura: he's been training with kage on it a little, but he misses a lot of anti air dp as a result of his weaker execution not following his veteran reactions
[20443.123] (S)AlfredoRT78: a friend of mine says diago was street fighter iii champion?
[20444.446] (S)AlfredoRT78: old days
[20457.313] (S)hayama01: 本田の尻に轢かれたらタメ無しでサマソが出る件について
[20466.648] ShinYakimura: sf3? probably not, sf alpha 3, yes
[20478.669] (S)AlfredoRT78: oh yes=?
[20482.106] (S)AlfredoRT78: cool!
[20482.885] trumyolo: i think he is more successful in IV
[20489.336] (S)うつらん: 今思ったけどsf5じゃなくてst5になってる
[20500.278] (S)WhamBamBoozler: DAMN!
[20502.542] gre3d0812: トパンガのキャラランクについてどう思いますか？
[20505.976] ~MISSING_COMMENTER_INFO~: PogChamp
[20516.529] (S)AlfredoRT78: has anyone played super street fighter ii the new challengers?
[20517.534] (S)tukumi07: つまりストリート５
[20519.642] Stiqman: not enough info about fgc before 4
[20520.383] 将門ゴルゴロ: ほんとだw
[20523.057] (S)AlfredoRT78: that's the one that i liked lots
[20523.851] ShinYakimura: sf3 was probably the one game daigo wasn't very dominant in. those guys have a pretty nutty level of dedication
[20532.650] オシュ: スト５だからね
[20543.831] (S)masmas999: 攻撃力が5上がる
[20546.262] Nekrosfera_: PogChamp
[20556.248] 水溶液: HeyGuys
[20561.302] Nekrosfera_: PowerUpL
[20581.336] Nekrosfera_: PowerUpL
[20624.458] Lionelwest: PowerUpL
[20632.099] (S)水溶液: 水溶液 subscribed with Twitch Prime. 
[20632.201] (M)Moobot: @SUIYOUEKI04さんTwitch Prime登録ありがとうございます！
[20657.368] ShinYakimura: For sf2, I prefer ST or 15th anniversary edition (the one where you can pick across the different versions of sf2 vs each other)
[20657.559] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[20665.920] (S)hayama01: umeBoom
[20669.505] Nekrosfera_: PowerUpL
[20672.557] guilegairu: うんま
[20676.584] (S)highspeedwarakia2: バイソンめくりないから潜りに弱い
[20677.707] fapfapjpn: SeemsGood
[20680.275] Nekrosfera_: PowerUpL
[20682.605] ウィルスミスビンタレベル8: PogChamp
[20687.523] (S)AlfredoRT78: turbo looked like a neogeo ripoff
[20690.402] (S)AlfredoRT78: i mean the supers and all
[20696.160] (S)AlfredoRT78: but new challengers was great
[20724.015] ShinYakimura: the supers added a lot to the game's meta though.
[20728.433] (S)WhamBamBoozler: Is Honda good?
[20728.624] akikaze31: 発売日だからグラブルしてるかと思ったw
[20730.119] Nekrosfera_: CrreamAwk
[20738.677] guilegairu: セスに興味は…
[20754.730] (S)Hitode_noko: Honda is a shame of Japan
[20759.924] ShinYakimura: Honda is a grappler; if he gets in, he wrecks and if he doesn't it's tough. the mid tier mix-ups
[20762.696] Nekrosfera_: PowerUpL
[20767.848] (S)墾田永年私財砲: ぱっと見強そうだよねセス
[20781.800] (S)WhamBamBoozler: Honda was my go to in the old SF2 days, I just haven't even played SF5 as of yet
[20792.910] danny_love_danny: 日本の恥w
[20794.425] Stiqman: he's a close fighter but grappler? i dont know
[20794.807] ShinYakimura: this version of honda plays a ton like ST
[20805.543] (S)WhamBamBoozler: ST?
[20809.281] Nekrosfera_: SeriousSloth
[20809.778] ShinYakimura: Super Turbo
[20812.649] (S)WhamBamBoozler: ooo
[20814.674] powerupkotaro: ケツをぶん殴る
[20816.696] 将門ゴルゴロ: 日本の恥だからねw
[20816.904] (S)~MISSING_COMMENTER_INFO~: セス面白そう
[20820.853] Stiqman: if you liked honda in sf2 youll like this one
[20827.929] (S)WhamBamBoozler: Did they change Kolins face?!
[20828.885] guilegairu: ガイル強くなったからレバーで良いっていう感じではないんですかね？
[20833.747] powerupkotaro: 発売日にグラブルしないということは今後やる可能性は0だとおもう、今スト5モチベ高いからスポンサーの圧を上回った
[20841.080] (S)pandascal: 未だに運指で悩むってのは伸び代だからいいのか悪いのか
[20845.410] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[20856.049] Stiqman: no the hairstyle really shows off that nose lol
[20860.845] (S)WhamBamBoozler: hahaha
[20877.711] ホナウド: グラブルは今は様子見、やるかもねーとの答え
[20877.888] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[20884.104] (S)WhamBamBoozler: That air throw read is so good
[20884.271] Stiqman: that VS2 for kolin is great
[20887.505] (S)AlfredoRT78: Thanks for letting me watch your game daigo. oraaaaa.
[20895.986] Nekrosfera_: PowerUpL
[20901.332] junichitanaka: そういや今月はサブスク動画あるのかな？ なくても全然いいけど
[20906.634] Barusa007: ガイル運送
[20923.770] (S)WhamBamBoozler: umeJam
[20932.551] ShinYakimura: I'm always amazed at the meaty dash setups from daigo. the small pauses in there to get them is something quite difficult to pull off
[20945.632] Nekrosfera_: BabyRage
[20952.207] (S)AlfredoRT78: can somebody translate?
[20952.508] (S)Hitode_noko: ＋25に慣れないねぇ
[20955.876] Nekrosfera_: PrideTake
[20958.819] (S)AlfredoRT78: i would like to know what he is saying ^^
[20962.756] fl0kis: おもてます
[20971.893] ShinYakimura: i was half listening, he said something about videos lol
[20976.417] danny_love_danny: なまったよ
[20976.922] Barusa007: おもてんねん
[20987.513] twx12345: ちょくちょく関西でちゃってる
[20988.538] thunderstormoffloods: Moobot go home you are drunk 
[21017.745] junichitanaka: サブスク動画ムリせんでいいとよ。こげん毎日配信してくれとるもん
[21024.606] (S)Hitode_noko: 思てまんがな
[21032.532] (S)うつらん: 読んでるー
[21033.613] ~MISSING_COMMENTER_INFO~: PogChamp
[21034.480] danny_love_danny: それどこの訛り？
[21037.550] Nekrosfera_: PogChamp
[21037.703] ShinYakimura: that heavy read
[21039.292] trumyolo: LUL
[21040.265] (S)WhamBamBoozler: WHOA!
[21041.313] (S)多抜深夜: 九州
[21044.183] (M)Moobot: That's a tad too many emotes, @thunderstormoffloods (warning)
[21044.747] (S)WhamBamBoozler: Sugoi!
[21049.304] trumyolo: that bait
[21071.899] ShinYakimura: impecable jump back; would have lost to any of her ex, but hard beat the super
[21084.954] heavenszeus: umeCheer100 umeCheer100
[21085.135] (M)Moobot: Thanks for the support, @HeavensZeus51 
[21096.980] thunderstormoffloods: enigmaAYAYA
[21098.620] (S)AlfredoRT78: daigo you are the best oraaaaa
[21100.706] Nekrosfera_: PowerUpL
[21102.588] junichitanaka: 訛りは適当にパッケージングしました
[21105.416] (S)AlfredoRT78: thanks for leting me watchT_T
[21108.832] mikaeruuuuu: we need a live translator japan to english
[21110.237] (S)Hitode_noko: なんでコーリンは未来の心配してるんだ？
[21124.745] ShinYakimura: live translator is kinda hard to have when he's in his home setting, lol
[21124.847] (S)WhamBamBoozler: Just gotta learn some Japanese my friends
[21134.044] danny_love_danny: 訛りほっこりする
[21138.896] Lionelwest: CoolCat
[21140.473] (S)AlfredoRT78: do he makes money just doing twitch?
[21141.315] ShinYakimura: best shot would be Jiyuna when they're doing an event lol
[21146.583] 不渡哲也: 対戦会行きます？
[21147.553] educationiskeyik: @whambamboozler hai
[21148.148] (S)WhamBamBoozler: Honestly it just takes learning some of the more common words and you can piece together what he's saying
[21151.504] niemalsaufgeben: ツイッター見るとグラブル、旬だね。格ゲーやってなかった人もやってるわ
[21152.423] thunderstormoffloods: enigmaL
[21153.572] 残機なな: sekiHa
[21159.211] danny_love_danny: すごい考えてる
[21159.620] (S)AlfredoRT78: he is mindstorming a move.. see his finger
[21160.529] ゅり: umeCat
[21161.101] ShinYakimura: Of course he makes money here, lol. just look at the number of subs. and also ad revenue
[21162.019] (S)AlfredoRT78: genius
[21164.389] mikaeruuuuu: i hope he makes money from his way of life @Lionelwest
[21170.214] Barusa007: 対戦会って毎日やってるんです？
[21174.285] junichitanaka: ひとのいない対戦会より、次の企画みんなで考えようぜ
[21177.522] mikaeruuuuu: This kind of man should make money
[21180.659] ymd1222: グラブルやってみてほしい
[21180.665] (S)hayama01: 散歩配信見てえなぁ
[21181.836] (S)Hitode_noko: もしかしてグラブル流行るのか
[21182.727] papipopon: グラブルはずっとトレンドに入ってるしね
[21184.846] ShinYakimura: he also gets salary from sponsors and also makes money from prizes
[21187.357] LordTuskis: hope he makes money since he cant win any tournaments anymore lmao
[21192.652] Lionelwest: ooh an alex
[21201.990] mikaeruuuuu: Hes here now because he wants to
[21207.653] thunderstormoffloods: FrankerZ
[21210.235] Barusa007: ほぐしクリニック
[21211.525] (S)pandascal: ビビッ…
[21214.104] (S)WhamBamBoozler: It's not just about winning tournies though, it's also what he has done and what he is still doing for the FGC
[21214.754] mikaeruuuuu: If he doesnt want to be here, he just back to working as a nurse
[21231.232] thunderstormoffloods: enigmaLurk
[21236.236] Barusa007: ほぐさせない
[21250.266] (S)墾田永年私財砲: ほぐし警察だ！！
[21253.236] ilm0806: ウメちゃん以外、グラブルやってる。。。
[21255.944] fabiogalado: ***
[21256.573] thunderstormoffloods: enigmaHowdy
[21271.983] junichitanaka: スネークアイズはスト５やってるから・・
[21272.756] (S)墾田永年私財砲: いつまでグラブルグラブル言ってんだグラブル配信やってるとこで話せ
[21273.723] (S)Hitode_noko: ！？
[21275.864] mikaeruuuuu: Daigo spend most of his money paying other people food and drinks
[21276.163] Barusa007: フランスの人 めっちゃほぐしてたなあ
[21287.618] mikaeruuuuu: and he donate his prize money to college
[21289.719] (S)pandascal: 今一瞬歩いてかがんでたからコパ対空未遂では
[21295.802] ilm0806: 明日も聞くやついるぞ
[21314.297] (S)WhamBamBoozler: umeYay
[21319.746] (S)WhamBamBoozler: ORAAAA!!!
[21321.677] (S)32mame: P
[21322.668] Nekrosfera_: SeriousSloth
[21323.538] (S)Hitode_noko: ピィ君！
[21324.279] (S)AlfredoRT78: oraaaaaa
[21325.333] ShinYakimura: with the level of fame he has for the fgc, pretty sure he's well off. He's got quite a nice set up in tokyo afterall.
[21325.697] iwantapetcow: umeYay
[21328.951] Mestre_Wonka: www
[21332.364] thunderstormoffloods: enigmaPOG
[21338.397] thunderstormoffloods: VoteYea
[21342.464] Nekrosfera_: PowerUpL
[21344.630] niemalsaufgeben: しょうがないよ。新作でそうならんとすぐ廃れる
[21344.659] trumyolo: umeCat2
[21353.851] danny_love_danny: なおくんは寝込んでる…
[21355.310] 残機なな: LuvBrownL
[21364.411] junichitanaka: なおくん風邪？
[21368.916] niemalsaufgeben: sakoさん、お大事に
[21372.356] (S)Hitode_noko: コロナ
[21376.088] danny_love_danny: インフルではないみたい
