[24.046] kobayan86BRZ: 見れた
[13684.993] (S)john117_s: そしたら15歳以下の全国大会とか企画してほしいな
[13689.937] okerekereke: 結構先なんやな〜ありがとう！
[13694.345] レム__: 4年じゃスト6終わらないでしょ
[13695.973] knxwledge: knxOK
[13698.652] 戸愚呂妹: CPT基準には満たないけどプロにはなれるんじゃない？
[13701.960] lackesis: お見事
[13704.045] cqc5555: 優勝決まるの年明けか
[13709.496] xyz1648: 非公式でいいからどんどん活躍してほしいよな｜
[13712.758] hinhinpp: アンダー15部門やれるほど人いるかな
[13714.688] sei_6: 大会でライセンスとってもらわないとな
[13717.165] sndkzfm1: スト6は15歳以上推奨だからな
[13727.275] (S)hoshi_boshi_0: 見応えある試合だー
[13731.803] pined0gg: 俺を獲れスポンサーで俺獲所属プロになればよい
[13732.985] neon_d99: ゲーム側がCERO高めなんだよな。スラムが舞台だししゃーない
[13735.256] 3_dots: 若手育成のための大会良いですね
[13739.616] maddy2623: 参加者には次回は9月下旬目処でってお達しが出たそうだよ
[13747.675] nappamatei: トパチャンならいけるか
[13749.304] neon_d99: スト５なら12歳以下だった
[13749.536] kanegon7237: 実際このタイトルで何年持つやろ
[13751.827] yukko2944: すげえ
[13753.241] lackesis: お見事 󠀀
[13755.989] (S)hoshi_boshi_0: ナイスー！！
[13756.650] esutark: 撃破
[13757.616] Eigyotyu440: 俺を獲れみたいな個人イベントならともかく企業巻き込む規模の大会はCEROの壁は厚いよ
[13758.150] (S)john117_s: キャミィのおしりは15歳以下ダメか…
[13759.233] TB2117: １０代ってのがまた期待されてていいよなー
[13762.147] burisuke: またＰV作るのかな
[13762.514] mokzxxxx: そもそも若すぎると時間的にSFL出られないのか
[13763.692] a1y4_: nice
[13771.362] xyz1648: スト5で7年持つならスト6は10年持つ
[13775.860] (S)ふぁ休: ささも君の負けた後のインタビュー汗だくで悲惨だったな～
[13783.093] pined0gg: めがね楽しみ
[13784.159] (S)fikat_0702: umeSalute
[13784.719] johndoe6523rp: SeemsGood
[13786.960] (S)gularain: あーい
[13787.242] (S)tabibitox: ほい
[13788.538] 3_dots: かしこまりました。
[13789.307] ~MISSING_COMMENTER_INFO~: めがねはらお披露目
[13791.981] 戸愚呂妹: ほんとだCERO:Cなんだねスト6
[13794.213] yukko2944: りょ
[13795.660] (S)日本語かな: 才能あるのに若すぎるだけで枠が外されるの勿体無いなぁ
[13796.454] (S)ましゅダヨ: りょかいでーす！
[13797.354] (S)hoshi_boshi_0: umeSalute
[13797.703] 天然ベニテングダケ: キャミィの尻じゃ無く、本田の尻が15歳以下が駄目な理由であろう
[13797.796] twitchyarutch: さっそくかけてみてほしい
[13801.172] 天然ベニテングダケ: ほいほい
[13802.031] burisuke: お、メガネ買ったのか？
[13804.709] TB2117: 了解しました
[13807.944] Eigyotyu440: 今からCERO Bに申請しなおそう
[13808.726] ~MISSING_COMMENTER_INFO~: umeGrin_SG
[13810.469] yukko2944: 何時に配信するの？
[13810.706] Botamoti1: EVOJでも13歳以上か...
[13812.126] レム__: メガネお披露目？
[13818.747] esutark: うんこれはときんすの覇気
[13821.824] sndkzfm1: ナイフと鉄パイプで殴ってくるキャラおるしな
[13839.275] neon_d99: ダメージ表現とか通行人殴るとかいろいろ修正しないとダメそう
[13869.918] naginagi99: そもそもリュウが乳首出してるし
[13870.983] 天然ベニテングダケ: だって普通の力士が空飛んで配達業する世界だぜ？スト6は
[13887.938] (S)日本語かな: 少なくともスト7出る頃にはレオ君プロで大活躍してそう
[13899.788] (S)マタビー: ワールドツアーのカットシーンの表現とかも関わってくるからしゃあない
[13907.540] レム__: レオ君がどんな道を選ぶのかは未知数
[13918.641] miyusayers: どうせなら格ゲーの英才教育してみたさはある
[13921.973] okowan199204: リュウ、お前レオ君のためにニップレス貼れ
[13923.529] twitchyarutch: いろんな選択肢あるからちがう趣味見つけちゃうかもw
[13924.126] sndkzfm1: カプコンゲーは血と暴力が大好き
[13927.558] (S)るーどるふ: そもそも殴り合いｗｗｗ
[13934.658] hinhinpp: あら
[13938.400] ぼんじゅ: ヒグチが頭角あらわしたのって１５歳ぐらいだっけ
[13938.700] burisuke: 出ない～
[13940.664] sndkzfm1: スト、バイオ、モンハン
[13943.701] xyz1648: Kreygasm
[13949.708] scolopendra79: レオ君すでに英才教育受けてるでしょあの強さ
[13961.807] 天然ベニテングダケ: ヨガヨガ言いながら殴って来る輩も居るわで
[13963.879] (S)日本語かな: 甘いぜ！甘いぜ！
[13965.396] (S)hoshi_boshi_0: 返すぅ！
[13965.486] Botamoti1: そもそもCEROで15歳以上対象なのかスト６
[13973.894] knxwledge: reactions!
[13984.742] neon_d99: クソデカい刃物で切りかかっても表現しだいで全年齢に作れはする。スマブラって言うんですけどね
[13986.421] 3_dots: @knxwledge He will finish stream in 20 minutes . but he is going to restart . we dont know what time .
[13998.376] knxwledge: knxOK
[14003.282] admjg23654: ロックマンは血も暴力もないからセーフ
[14006.727] maddy2623: エグい
[14009.914] 戸愚呂妹: A.K.Iがレイティングあげちゃったか？
[14017.552] 3_dots: knxMYFA
[14017.694] レム__: グラフィックがリアルになったっていう理由でもCERO上がるのかもしれん
[14019.781] sei_man_nu: CEROは売り場に影響する程度じゃなかったっけ
[14020.962] knxwledge: @3_dots ありがとう
[14021.145] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[14028.221] twitchyarutch: 認定した時期にもよると思う、今の方が厳しい印象あるな
[14029.659] kakutora_no_o: スマブラはワイワイやるパーティゲームって言われてるから
[14032.607] VIRVUM: ken diff
[14043.620] 憂う者の弟子: 確かにリュウの乳首はきれい
[14049.111] neon_d99: CPTルールにCEROに合わせるって項目あった気がするのよ
[14051.423] ロミヲ: ポケ〇ンとかいう野生の動物密猟して戦わせるゲームあるから大丈夫
[14061.706] pined0gg: 人ぶん殴るゲームが全年齢対称な方がどうかと思うが
[14065.796] (S)るーどるふ: 言い方ｗｗｗ
[14078.181] (S)日本語かな: 甘いぜ！甘いぜ！
[14085.877] 天然ベニテングダケ: でも尻や太ももで売り上げ爆増したゲームも在ったりするもんなぁ
[14096.923] Eigyotyu440: スマブラはCERO Aなのに
[14100.028] (S)john117_s: 薬湯だから、これは薬湯だから全年齢にしてください
[14120.748] 戸愚呂妹: マリオがピーチ姫を奈落に突き落とすスマブラがCERO Aか
[14124.487] hinhinpp: p
[14132.140] Hiraki16133: レオくんが真似するかもしれない
[14136.079] レム__: スマブラは表現がコミカルだからね
[14141.525] neon_d99: でけえ男が思いっきり剣振り回したり猿が地面に埋めるぐらいの打撃したりファルコンパンチしても全年齢に作れはする
[14145.974] kakutora_no_o: ホムヒカが頑張って行けてるんだしなんとかやれそう
[14151.285] 3starssss: Diago san very strong
[14162.882] moyoroy: ウメちゃん視力いくつ？
[14163.282] 戸愚呂妹: 吉田沙保里のスーパー頭突きはだいぶコミカルだけど
[14164.474] (S)dokuyubi: 視力あがったらプレイの質も上がる あると思います というかある
[14172.555] (S)hoshi_boshi_0: 今日野生のプロいる？
[14173.910] mr_tektt: SALUDOS DESDE ARARGENTINA . MI SEÑOR
[14184.889] xyz1648: それで言ったら腕伸びたりするのはだいぶコミカル
[14184.979] TB2117: 町で喧嘩するんだもんなぁｗ
[14187.955] まるたにこふ: 子供がマネして波動拳出したらどうするんだ！
[14187.997] (S)日本語かな: スマブラタイツ履かされてるよ。原作から衣装チェンジ多い。何なら不知火舞はCEROにやって出禁。
[14188.122] maddy2623: ウメちゃん視力0.3でしょ？
[14191.266] pined0gg: 今視力がかなり悪いなら伸びしろやねえ～
[14195.257] sei_man_nu: スト6はセクシャル表現でCERO上がったらしいからキャミィナーフは必須
[14195.487] johndoe6523rp: ときどさんとは何度かマッチングしてましたよ
[14198.911] (S)fikat_0702: 目の疲れは出そうかも
[14209.300] (S)るーどるふ: そんなに悪いの視力
[14209.436] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[14215.057] (S)hoshi_boshi_0: 感謝、ときど戦見たかったー
[14230.273] neon_d99: 目を補正すると疲れやすくもなるから作るの大変そう
[14241.028] pined0gg: ヌキさんとはなかなか遭遇しないな～向こうがMRもうちょいか
[14241.678] kakutora_no_o: タイツでセーフなのは知ってるけど出禁キャラいるのは知らんかった
[14246.304] (S)gold_power1969: 見えるようになる分、疲れやすくもなるからね
[14250.377] twitchyarutch: ビデオからさかのぼれば今みれますね
[14257.372] Crazyjanda: 1600
[14263.074] 天然ベニテングダケ: 不知火舞の見た目ならしゃーなしよ
[14270.025] (S)日本語かな: CERO Aに収めるために不知火舞は犠牲になったのだ…
[14273.847] TB2117: こんだけゲームして普段めがね使わないのすごいな
[14278.172] (S)るーどるふ: 見えすぎるのも悪化に繋がるものなのね
[14280.188] Hiraki16133: 不知火は胸がなあ
[14290.783] gungnir_val: MR調子良いね
[14290.971] esutark: 1
[14298.037] (S)hoshi_boshi_0: アーカイブ後で見ます、ありがとうございます
[14300.869] pined0gg: 見え過ぎると悪化と言うか疲れ目になって肩こりとかなったりするよ
[14307.986] esutark: 下げ止まる力
[14314.158] (S)ましゅダヨ: 舞ちゃんがあのタイトルでは最推しだったのに…
[14318.420] maddy2623: 上出まくり
[14327.512] twitchyarutch: ザンギすら胸が揺れるのも影響あるかな？w
[14328.049] neon_d99: ウメちゃんぐらい長時間やるならマジで繊細な相談がいると思う
[14346.196] (S)tabibitox: インパクト返すおじさん
[14352.861] (S)hoshi_boshi_0: 返す返すぅ！
[14353.079] syura26syusyu: ザンギの雄っぱいは刺激が強すぎるか
[14353.112] SuperKodachi: 俺を獲れ2回戦っていつなのかしら
[14361.487] (S)マタビー: まあそこまでしてレーティング下げたところでファンが納得しないもの作っても意味ないですしね
[14369.696] 憂う者の弟子: やったか！？
[14370.691] (S)日本語かな: 目が悪くて昔猛禽類の目を移植して欲しいなあって七夕の短冊に書いた。技術が進んだらできないもんだろうか。
[14375.156] (S)ブリーなきもち: ｗ
[14379.726] hinhinpp: どうだぁどうだぁ
[14381.223] TB2117: 多様性だから逆にありかも
[14390.072] (S)fikat_0702: 怖いｗ
[14390.682] kakutora_no_o: めっちゃ目つき悪くなりそう。
[14394.893] Hiraki16133: 谷間丸だしのスーツマリーザではcero上がらないってまじ？
[14402.380] neon_d99: 猛禽類って遠視なんじゃないんだ
[14409.430] マジでラブ恋愛中: なんやその願いw
[14418.129] gungnir_val: 見えすぎはそれはそれで困りそう
[14426.894] (S)日本語かな: ワシの視力4.73やぞ。欲しいわ。
[14427.027] maddy2623: キーディス綺麗ですね
[14427.616] ぼんじゅ: 鉄拳が刃牙キャラ出すみたいだしスト６も勇次郎だしてほしいわ
[14428.654] pined0gg: マリーザが性癖に刺さる人も世の中には居るのだろうか…
[14432.661] 天然ベニテングダケ: 鳥になるのですって言われそう
[14435.932] johndoe6523rp: 俺を獲れ１、２ヶ月後（カプコンの許諾待ち）
[14435.951] TB2117: サスケみたいやなｗ
[14439.681] mukimukipanda: 格ゲーって調子の良し悪しってやっぱあるのかな？
[14448.918] (S)hoshi_boshi_0: マリーザスーツ姿時々女性だということを思い出しヒヤッとする
[14463.777] レム__: 勇次郎は下手するとギャグになる
[14469.536] kobetaf: 視力悪くなるのってだいたい遠近を調節する筋肉が衰えるからだって聞いた
[14469.707] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[14473.289] (S)ましゅダヨ: 見えないって辛いからなあ。目悪いからわかる
[14485.358] matchforest: 昔ながらのDJだ
[14487.870] kakutora_no_o: お、旧コス
[14489.867] 天然ベニテングダケ: 懐かしい奴だ
[14491.697] gungnir_val: 上裸のDJやっぱ好き
[14493.871] neon_d99: 門番か
[14496.885] mokzxxxx: 下腹があまり出てないDJ
[14514.272] TB2117: このＤＪほんま再現度たかいなｗ
[14519.568] esutark: ヤケクソワカラセフルボッコ
[14521.098] (S)tabibitox: ウメちゃんに2回勝てばマスターやぞ
[14522.611] pined0gg: 門番がウメハラとは贅沢な
[14526.650] syura26syusyu: マリーザみたいな人が実は女子力トップtier
[14529.124] 天然ベニテングダケ: ってよく見たらまた門番やってるよ、ウメさん
[14536.181] _かっきー_: 今日はよく門番になる
