[21.185] (S)rin_aimer: radaoKitya
[6732.026] でにぃ: 26
[6732.083] ネコミミカラス: 25終業式
[6732.159] しおおおおおおおん: 25
[6732.300] tokoivu1125: 27
[6732.449] (S)soruto40: 24
[6732.675] アリーガちゃん: 18
[6732.698] suke0423: 25
[6732.728] nqbe_: 24
[6732.746] (S)ichigomilk_252: 25
[6732.872] 鯉々: 25
[6732.909] ﾓﾁﾓ: 23
[6733.174] mamewasa817: ねぇよそんなもん
[6733.218] りおりおおお: 24
[6733.876] あかましまし: 25
[6733.949] samehurai1028: 18
[6734.102] rei_rei_0808: 28
[6734.147] uyaaai: 22
[6734.418] そうる_: 25
[6734.623] BENIimo: この頃の学生23休みじゃないんよね
[6734.659] salmon_oisii: 24
[6734.859] おそば0804: 24から
[6734.861] うめめめめめ: 24
[6734.966] ししゃも25: 24
[6734.999] (S)nakihai556: いいなー冬休み
[6735.483] 2525myabi__: 21
[6735.558] hositatehuton: 23
[6735.767] (S)よっしぃ37: ニートだからわからん
[6736.041] 夢川海月: 23っすね
[6736.240] kotatsu_0827: 15
[6736.487] osato9654: 24
[6736.513] かなめる_: 24
[6736.652] sanya09110927: 22
[6736.694] もんじゃ焼きたべたい: クリスマスから
[6737.527] orenjinacchan: 19
[6737.695] atto224: 24
[6738.366] a_mondoKojio: 24
[6739.747] (S)universal_studio_alice: ずっとだよーん
[6741.127] natubatch: 再来週の水曜日
[6741.395] kanato_ooo: 冬休み良いなー
[6741.968] 0秒: 20から
[6742.134] hirunnkun: しーらね
[6742.156] (S)がくお: 年末企画が…
[6742.677] (S)sqku1255: 24
[6742.789] ruchi_13: ずっと冬休みだよ
[6742.880] あぬん: わからん
[6742.905] 真宙: 24
[6743.020] (S)kiba_1129: 24
[6743.514] (S)who_tawn: ない（社会人）
[6743.618] ちゃちゃころ: 15
[6743.683] (S)soyokaze1212R: しらん
[6743.746] あめまう_: 大学生だけど、28から
[6744.280] renoha_otaku: みんな早ない?
[6744.308] spongel0l: 33
[6744.366] (S)くろごま_: 23
[6744.498] あおは_: 19
[6744.777] jam_ars: 24
[6745.085] (S)saika00002: 補習あるから休みじゃない
[6746.061] goringo_: 23
[6746.071] yotsuha1218: 23
[6746.102] まよかた: 23
[6746.737] hima_norita: 冬休みくれ
[6746.880] touuhu: でも講習でクリスマス潰れる
[6747.122] (S)riria0814: 19
[6747.340] (S)かりんりんだよぅ: 高校は24〜
[6747.568] 夢川海月: 地域によってちゃうね
[6747.770] lunaa1967: 25
[6747.780] nim__2323: 25
[6747.797] odanngotabetai3: 28
[6747.898] saikyo_9: 18
[6749.245] a_mondoKojio: 受験だからあんまかわらん
[6749.584] 雪狐0143: ２３？
[6749.980] hirunnkun: 25
[6750.785] pioka_12: 18から8
[6751.018] yu__tea: 28
[6751.727] もんじゃ焼きたべたい: 不登校だから、分からん
[6754.763] 0秒: １ヶ月ある✌🏻
[6754.976] pasu0517: クリスマス会友達とする予定だったのになー
[6757.059] wawafu2525: クリスマス模試ってまじ？
[6757.219] 贄ﾁｬﾝ: 大4は無敵
[6757.493] くろぞら: 大学26から
[6757.518] ayunosioyaki0223: radaoKirakira
[6757.787] lunaa1967: 冬休みは毎日塾！
[6757.811] kanato_ooo: 冬休みなど無い
[6758.511] (S)みーだん: いいな学生
[6758.736] (S)うーちゃんの底力: 16
[6759.300] ねるの: radaoWakotu
[6759.492] manngetu: なんでクリスマスまであるねん
[6760.327] あおは_: 私立高校は早め
[6760.853] しおおおおおおおん: 25~6
[6760.991] hirunnkun: コナンさっきみたな
[6761.089] (S)saika00002: radaoKirakira
[6761.707] 心咲花茶: 終業式はまだだけどテスト終わったからもう学校ほとんどない
[6762.662] tanaoji0709: radaoKirakira
[6763.010] YodoRa: 高校は24くらいかな
[6764.245] goringo_: 私の高校23
[6765.637] rioapr03: うおおお
[6765.694] にわすずめ: お
[6766.872] (S)にゃんねね: 21から
[6768.550] (S)rigore_napoli: お
[6768.943] a_mondoKojio: 今日は雑談オンリー？
[6769.070] ayunosioyaki0223: そっすね
[6769.179] (S)tsuM6G1_: 25からや
[6769.276] (S)fuu_maru: 1
[6770.024] もんじゃ焼きたべたい: お
[6770.318] (S)nakihai556: おお
[6770.320] YodoRa: お
[6770.520] そー司郎: お
[6771.604] cheaperes: お
[6771.715] harugasaku: お
[6772.440] Riel2525: !uptime
[6772.513] ｻｧｻ: お
[6772.606] しがー: お
[6772.639] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 53 minutes 1 second 経過しています。
[6772.656] a_mondoKojio: お
[6772.664] piisuke0428: お
[6772.819] mamewasa817: お
[6772.841] hima_norita: お
[6772.867] itoido: お
[6773.028] (S)yuujyuufudann: お
[6773.098] manmenmm: お
[6773.127] トマト狩り: お
[6773.242] atuono: 閃くな
[6773.248] れぢくす: お
[6773.472] suke0423: お
[6773.689] prpr_friedrice2: お
[6773.849] nagosaku: お
[6774.209] goma_nigiri: お
[6774.310] (S)tsuM6G1_: お
[6774.313] lunaa1967: おお
[6774.982] ruu_ha: お
[6775.205] sunomono8: お
[6775.986] あぬん: ん？
[6776.087] hirunnkun: あ〜
[6776.213] (S)fuu_maru: ォ
[6776.480] 五色椿: お
[6776.704] みおん3078: お
[6777.188] なーちょん: あと14日だね
[6777.241] くろざき: お
[6777.346] たまごかけごはんさん: お
[6777.398] souta0712likeblue: お
[6777.468] pokaburu: お
[6777.494] nairon_5102: お
[6777.525] KEI2019: おー
[6777.565] (S)ゆっきーっていいます: アマプラのサブスクきれたから普通に入った😊
[6777.719] kawaharaya: あ
[6777.782] yubaharu: お
[6777.859] (S)なつおよ: おお
[6778.135] a_mondoKojio: ん？
[6778.323] atuono: お
[6778.380] kujirai___: いいね
[6778.528] nihu_umeki: おおお
[6778.610] pasu0517: 24～7
[6779.078] そうる_: お
[6779.274] (S)mamimumome19: おお
[6779.287] 贄ﾁｬﾝ: radaoKitya
[6779.471] (S)えりさ_: お
[6779.669] jam_ars: お
[6779.905] pioka_12: お
[6780.495] (S)sjindoa: あー
[6780.922] night029: おお
[6781.021] gu_taranosuke: お
[6781.060] いをり: おお
[6781.534] Yukimaru__31: お
[6781.570] misokaio: そんなもんあるわけ無いやんただ毎日出社やな
[6781.736] かかおしてます: おお
[6782.247] てぃやんでい: お
[6782.713] masaba014147: お
[6782.814] 五色椿: おおー！
[6783.245] (S)kinoko__oO: お
[6783.620] YodoRa: 肥やしてけ
[6783.695] 0秒: きちゃー
[6783.828] (S)鉛筆びー: お
[6783.852] gaku1006: お
[6783.868] manmenmm: 普通にすき
[6783.932] pasu0517: お
[6784.094] (S)mari71ks: 今補修期間だから実質もう冬休み
[6784.315] あぬん: お？
[6784.566] 雪狐0143: お
[6784.586] 夢現: ひでお効果
[6784.639] hirunnkun: 友達に勧めといたよ
[6784.805] 贄ﾁｬﾝ: radaoKitya
[6785.225] suibotu_: お
[6785.407] a_mondoKojio: おおお
[6786.019] (S)mari71ks: お
[6787.117] sta510pro: お
[6788.123] (S)べるな_: がんばれ
[6790.289] rioapr03: 毎日投稿に戻るの？
[6790.315] YodoRa: おもろいよーあれぇ
[6791.089] gaku1006: radaoKitya
[6791.261] Niwatori005: お
[6791.335] tanaoji0709: おおおお
[6791.544] (S)who_tawn: あれ大変だったからね
[6792.551] (S)toumyou_2525: まだラスベガスもあるじゃん
[6792.693] pioka_12: あれおもろい
[6793.225] nairon_5102: おお
[6793.897] a_mondoKojio: おもろい
[6793.995] にわすずめ: ダイジェストの映像好き
[6794.356] maguro_tunakann: 今からやろう
[6794.638] manmenmm: 特に編集が好き
[6797.436] wawafu2525: 解くの遅いからだよ
[6797.653] penname46: すごい面白いから楽しみにしてる
[6797.750] トマト狩り: ディズニーおもろかった
[6798.626] YodoRa: クラシックの編集だいすけ
[6799.087] 雪狐0143: あれおもろい
[6800.012] i_iiiiiip: 友達に勧めたら誰ってきた
[6800.072] (S)SHIROMA_468: 編集凝ってる
[6800.453] rioapr03: お
[6800.754] にわすずめ: お
[6800.756] (S)mai161116katatumuri: radaoTrain
[6800.952] a_mondoKojio: 編集が毎回いいんだわ
[6801.142] piisuke0428: おおお
[6801.294] ゆきとよ: お
[6801.513] mirumiru_h: 脱出マップの動画好き
[6801.606] 夢現: お
[6801.702] tanaoji0709: 編集がよき
[6801.968] (S)tarakobb: お
[6801.978] hinakai_46: おおお
[6801.995] r0_0Ru_ruru: おおおおお
[6802.165] まるざね: お
[6802.180] yotsuha1218: お
[6802.380] (S)nakihai556: おおお
[6802.405] maru_aoi: お
[6802.439] アオミナ: え
[6802.543] mimoru_385: うおおおおおおおおおおおおお
[6802.644] ayunosioyaki0223: radaoKitya
[6802.675] (S)kinoko__oO: 面白かった
[6802.706] hima_norita: おおお
[6802.987] (S)なつおよ: お
[6803.021] sunomono8: おおおおおおお
[6803.090] izayoi_77: お
[6803.093] minto13579: お
[6803.257] (S)mazirou: おお
[6803.261] yoruto0811: おお
[6803.403] kujirai___: うおおおお
[6803.414] navyblue___: お
[6803.464] トマト狩り: お
[6803.471] tunamayo1234: お
[6803.524] 無銘3: きたああああああああ
[6803.530] (S)ほのぼの: お
[6803.649] てぃやんでい: おおお
[6803.657] manmenmm: まじ？
[6803.705] (S)かがりごまだれ: お！
[6803.766] rimirimi1205: おお
[6804.093] (S)mai161116katatumuri: おおおおおお
[6804.268] nekoko28: おおおお
[6804.416] piisuke0428: きちゃああああ
[6804.449] ぶな_しめじ: お
[6804.491] yanoneko11299: おおお
[6804.577] rascal_techonol: お
[6804.582] 紗弥0926: お
[6804.698] (S)rigore_napoli: おおおおおおお
[6804.888] ruu_ha: うおおおおおおお
[6804.925] (S)mokkun_fesiro: うおおおおおおお
[6804.995] (S)よっしぃ37: すーちゃんクリアしてたよね
[6805.062] (S)えりさ_: おおおおお
[6805.113] (S)who_tawn: おお
[6805.222] prpr_friedrice2: 編集がえぐい
[6805.290] fuchyan2314: お！！！！
[6805.295] (S)yakari_sk3: おおお
[6805.339] (S)きっこまん: うおおおお
[6805.373] (S)のせ太郎: お
[6805.519] (S)mari71ks: おおおおおおお
[6805.591] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[6805.606] 燐だよ: おおおおお
[6805.768] (S)サノウラ: え？！
[6805.778] futunooryo: お
[6805.789] (S)星空くん: お？
[6805.967] rioapr03: うおおおおおおおお
[6806.018] (S)そおお: きたあああああああああああああああああ
[6806.263] goma_nigiri: おお
[6806.315] (S)sjindoa: おおおお
[6806.349] mitasannn: 見やすいもん
[6806.406] nagosaku: お
[6806.510] いのりさん: radaoKitya
[6806.556] takuma_an: おおおおおお
[6806.668] アキレゐト: お
[6806.780] clavis0222: おおおおおおおお
[6806.927] himajin___: おおおおおお
[6807.146] ミッシぇる: おぉ!
[6807.232] さっちゃんまる: radaoKitya radaoKitya radaoKitya radaoKitya
[6807.249] りむりん: おおおおおおお
[6807.251] (S)ナラ抹茶: おおおおお
[6807.263] ゆきとよ: radaoKitya
[6807.286] ちよび: えっ
[6807.399] shiki_maru: お
[6807.402] (S)ほのぼの: radaoKitya
[6807.418] (S)haru_anura: radaoKitya
[6807.530] itoido: おおおおおおおおおお
[6807.576] shilva_0: お
[6807.592] (S)よっしぃ37: おおおおおおおおおおおお
[6807.630] しおおおおおおお: おおおおおおおおお
[6807.706] nimoca0720: あああああ
[6807.726] りざき: radaoKitya
[6807.729] あっすー_: お
[6807.735] (S)baberuboburu3939: うおおおおおおおおおおおお
[6807.763] sakusaku0113: おおおおおお
[6807.831] gu_taranosuke: おおおおおおおおおお
[6807.854] fujita_en: あ
[6807.856] まここま: おおおおおおお
[6807.886] 氷__: おおおお
[6807.892] (S)mimi_fuwa1489: おおおおおおおお
[6809.149] (S)のせ太郎: まじ？？
[6809.161] sta510pro: よしゃぁぁぁぁあ
[6809.273] mope716: うおおおおお
[6809.368] mitasannn: 楽しみ
[6809.370] yubaharu: おおおお
[6809.384] (S)かがりごまだれ: radaoKitya
[6809.586] ritae95: おおおおおおおおおおおおおおお
[6809.594] fujita_en: いいね
[6809.596] towa0916: oooo
[6809.676] 惰性さん: おお
[6809.730] (S)みそチョコ: radaoKitya
[6809.746] (S)mai161116katatumuri: radaoKitya
[6809.811] (S)usiuma: oおおおおお
[6809.812] a_mondoKojio: 音ハメほんとすき
[6809.837] テラン: うおおおおお
[6809.978] wawafu2525: うおうおうおうおうおうおうおうおうう
[6810.013] (S)ナラ抹茶: radaoKitya
[6810.183] key_1950: おおおおおおお
[6810.221] (S)PEI_OwO_: 青鬼人狼もだせるじゃん
[6810.388] prpr_friedrice2: おおおおおお
[6810.485] mikan_san: うおおおおおおおおおおおおお
[6810.527] HighTex99: うおおおお
[6810.535] mamewasa817: きちゃぁぁ
[6810.579] (S)otux2_0205: radaoKitya
[6810.602] (S)れなぽんぽん: うおおおおありピ
[6810.703] BENIimo: いえーい
[6810.787] (S)mazirou: おおおおおおおおおおお
[6810.820] きのここ: おおおおお
[6810.832] ぴあす: おおおおお
[6810.939] (S)jima922: え！？まじ！
[6811.002] harugasaku: おおおおおおおお
[6811.019] aonatoooon_3939: おおおお！
[6811.104] sunomono8: radaoKitya
[6811.178] 野菜アンチ: おおおおおおおおお
[6811.216] アオミナ: 完全に仲良し
[6811.545] harukunimotoki11: おおおおおおおお
[6811.690] manmenmm: ちょうどスマブラしてたとこ
[6811.694] (S)nashu_noike: きたぁぁぁぁぁぁぃぁ
[6811.738] nairon_5102: がんばえー
[6811.832] 0秒: らっでぃ昨日グッズ買ったよ〜
[6811.846] tunamayo1234: おおおおおお
[6811.934] てぃやんでい: うおおおおお
[6812.184] mira_bell5: おおおおおおお
[6812.201] 夢現: そういえばTwitterで約束してたね
[6812.342] mirumiru_h: radaoKitya
[6812.648] かかおしてます: おおおおおおおおおおおお
[6812.676] が_じゅ: きちゃあああああああああ
[6812.686] (S)tukumaro_91: やたーーーーーーー
[6812.703] solomon_0219: おおおおおおおおおおおおお
[6812.882] (S)yuujyuufudann: radaoKitya
[6813.140] _紅茶: えええええええ！
[6813.171] (S)manakaito: やた～～～～～
[6813.176] (S)vananua: radaoKitya
[6813.185] pasu0517: おおおおおおおおお
[6813.468] (S)sjindoa: radaoKitya
[6813.482] (S)サノウラ: ほんと？！？！？！
[6813.519] (S)tarakobb: radaoKitya
[6813.767] (S)にゃんねね: radaoKitya
[6813.800] あぬん: おおおお
[6813.851] a_mondoKojio: おおおおおおお
[6814.040] hima_norita: うぉぉおおおおお
[6814.095] (S)tsuM6G1_: おおおおおおおおおおおおお
[6814.262] pioka_12: おおおお
[6814.546] (S)mari71ks: radaoKitya
[6814.576] 雪狐0143: おおおおおおおお
[6814.607] aonatoooon_3939: ありぴと！
[6814.816] (S)STu_mormot555: radaoKitya
[6815.069] namatamago427: うおおおおおおお
[6815.084] (S)なつおよ: 言ってた通りじゃーん！！！
[6815.257] morie_04: ありぴっ
[6815.351] (S)ポテチの子: おおおおお
[6815.439] 五色椿: radaoKitya
[6815.465] ruchi_13: ありぴー！
[6815.657] (S)鉄火巻: radaoKitya
[6815.721] (S)鉛筆びー: radaoKitya
[6815.725] nairon_5102: お
[6815.915] (S)soyokaze1212R: うおおおおおおおおおおおおおお
[6815.960] (S)ぞーざ: radaoKitya
[6816.104] wakaba1018: おおおおおおおお
[6816.138] トマト狩り: まじだったのか
[6816.173] しおおおおおおお: おらおらおらぁ
[6816.205] すいぺりあ: うおおおおおおお
[6816.232] 湯とうふ: おおおおおおお
[6816.320] Ral_2525: Twitterで言ってたやーつーーー！
[6816.375] Miriotta: うおおおおおおおお
[6816.412] (S)fuu_maru: 今から！？
[6816.523] matchamochi117: ！？！？
[6816.629] (S)who_tawn: タイマン？
[6816.654] ag29999: 急にやん
[6816.760] ぶな_しめじ: Twitterで言ってたね！
[6816.781] pokaburu: おおおおおお
[6816.897] あきぬこ: radaoKitya
[6817.413] souta0712likeblue: おおおおおおおおお
[6817.522] (S)SHIROMA_468: radaoKitya
[6817.587] みおん3078: きちゃあ！！！
[6817.588] kurisuzu: ありぴー
[6817.645] (S)toumyou_2525: われぃ
[6817.656] manngetu: おおおおお
[6817.751] アオミナ: 助かる
[6817.776] wawafu2525: お2人？
[6817.864] (S)mamimumome19: おおお
[6818.143] szrn77: ktkr
[6818.174] zuzucco_zu: をーーーー！
[6818.219] 角角家: radaoYatta
[6818.313] goma_nigiri: きちゃああｱﾞｱﾞｱﾞｱﾞｱﾞ
[6818.351] iamraiku: うおおおおお
[6818.377] key_1950: ぴ
[6818.431] たまごかけごはんさん: きちゃ～～～～！！！
[6818.558] 贄ﾁｬﾝ: radaoKitya
[6818.811] a_mondoKojio: うおおおおおお
[6819.032] kisaragimutuki: おおおおおおお
[6819.061] yukii0913: きちゃーーーー
[6819.114] そうる_: きちゃー
[6819.212] れぢくす: うおおおおおおおおおおおおおお
[6819.233] ノコツチ0220: おおおおおおおおおおおお
[6819.318] (S)べるな_: おお！
[6819.325] ちよび: めちゃめちゃ油断してた
[6819.335] しがー: うおおおおおおおおおおおお
[6819.427] atuono: radaoKitya
[6819.595] (S)ほのぼの: ほんとに今日する予定だったんだわw
[6819.637] (S)azure_nekolife: やたーーーー
[6819.935] karen__1121: やた！
[6820.043] ネコミミカラス: きちゃー
