[30.205] okaka_iq200: おいす
[10694.334] ぷりにゃん: アメリカサボるか
[10711.061] j_zima: S2の新キャラ発表とかあるんかね
[10711.888] ememeume: パスポート問題ありませんように、、！
[10711.894] kobayan86BRZ: キャラ変えしてないのガチくんくらい？
[10717.331] shiro_risu01: umeCatHope
[10718.615] シャンウー: アメリカまで飛びを通せるか
[10725.536] (S)nobunobu493: umeCossack
[10733.967] 5don: アメリカの空対空
[10735.845] アマンガス: うめえ
[10736.743] clllp: このゴウキで大会出るんかな
[10738.081] mhniki: おー
[10740.304] mhniki: しっかり
[10740.347] さジ: うまいなー
[10740.559] shiro_risu01: DinoDance
[10740.561] ememeume: 9000が早すぎる、、
[10745.017] (S)mugitaro0930: umeJam
[10749.365] v_harumi_v: 今回は豪鬼で出るそうですよ
[10754.070] ilm0806: この豪鬼で出るんでしょうなあ
[10766.215] 5don: c9yuyuBignose
[10769.077] sashimisyouu: オーストラリアでコアラと戯れてるのみたい
[10770.117] v_harumi_v: 現地で気が変わったらわかりませんが
[10770.498] (S)nobunobu493: まだ仕上がり間に合ってないなぁ
[10772.048] (S)mirin_melon: なるほど
[10773.311] nameless_774: レアな百鬼Ｋ
[10783.047] mhniki: お？
[10792.356] masawater: おおおお
[10795.179] sasamin_5397: MercyWing1
[10805.435] ilm0806: 殺意のときも、2年後くらいに活躍したそうだから。。。
[10809.824] (S)drunkar621: セイ戦士梅原
[10814.131] シャンウー: オーストラリア在住だけど、すこし肌寒くなってきたよ。服装気をつけておくれ。
[10829.873] シャンウー: アメリカき
[10837.224] シャンウー: アメリカか、ウメさんは
[10837.367] 5don: 豪州リスナーありがたい
[10838.490] 吉田じんぎ: 気候逆やないかーい
[10840.842] のぶとも: 在住の人いたぁ
[10842.854] uncledoon: やーる
[10843.898] tankbba146: まだオーストラリア行くか決まってないでしょ？
[10845.816] Youhei6251: ラリアにぃいたぁ
[10846.546] mayo_030: うまw
[10847.040] きくま_: うんま
[10848.783] noelel_l: うまーい
[10850.197] SUGAKIYA: 今やるJP使いは気合入ってるな
[10850.711] セルベリア: オーストラリアの定番土産はカンガルーのω袋らしいね
[10851.433] odo07: つっよ
[10852.243] 15796479: ゆーとー？
[10853.403] ぷりにゃん: BibleThump
[10853.805] v_harumi_v: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10854.235] surop666: ムラゲ流石すぎる
[10854.794] 軽く捻るか: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10855.591] (S)nobunobu493: ボンちゃんときどがオーストラリア？
[10855.976] うろすも: JPは斬空マジでキツそう
[10857.448] mhniki: 8連勝です、か
[10861.047] 無心に: ぃやる
[10861.659] kench__345: ムラゲの子か
[10862.508] 5don: スマホ一閃！
[10868.907] banseim011: そうか南半球はもうすぐ冬か
[10869.111] ken_10281028: ムラゲのデバイス何？
[10870.543] 15796479: ムラゲ乗ってるな
[10873.343] 成歩堂龍一スマブラ参戦: マゴさんもオーストラリア
[10877.606] Jam10505: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10877.772] sagaramasuku: 負けすぎ
[10880.207] 牛街すいせい: ウメハラよりうまいんや
[10880.731] tanu_p: karubisFurifurii
[10880.833] ぷりにゃん: ウメちゃんのことだ、仕上げてくる
[10881.169] v_harumi_v: はいですー
[10882.878] uncledoon: ラストー！
[10883.330] 5don: チャンネルポイント…w 
[10884.035] v_harumi_v: これでラストー
[10884.273] ememeume: ラスト！！
[10885.248] richard_starrky: w
[10885.810] tabibitox: ほい
[10887.347] (S)nobunobu493: ラスクレ
[10888.103] 軽く捻るか: 了解しました！
[10888.917] 5don: 御意
[10889.168] hoshi_boshi_0: はーい
[10889.759] bonda2314: ムラゲってなに
[10890.622] カブトシロ: はい。
[10890.808] ましゅダヨ: はあい…
[10891.183] セルベリア: umeGu
[10891.471] shuuumai: 届くかかんにぃの武器
[10891.940] poposuke: umeDuo
[10892.090] シャンウー: オーストラリアのお土産は青色の容器の虫除けスプレーかハチミツかビーフジャーキーか…
[10894.318] tsubameM: 旅に出るのか
[10894.709] ilm0806: じゃあ、白髪染めでもするか。。。
[10895.434] v_harumi_v: チャンネルポイントなら潤沢さー
[10897.569] (S)ponponguripon: 時間見てたあ
[10899.076] rdstus: 絶対にチャットは見ない
[10899.712] ましゅダヨ: ラージャンだ
[10900.442] une3333: さすがきんちょさん黄色だ
[10901.648] Jam10505: ラージャン色だなぁ
[10903.788] moririka755: コンボコメスルーされ過ぎw
[10907.343] ken_10281028: ムラゲはクランの名前じゃないの？
[10909.585] banseim011: ラージャンみたいだな
[10909.780] 5don: ビーフジャーキーいいですね。いまのウメハラさんとキャラ相性よさそうです
[10916.707] clllp: 虫除けスプレーは新しい
[10917.205] yukarigham: なんだこのbgm！？
[10923.750] (S)mirin_melon: これは強そうな色
[10923.785] だいこん_: 髪からしで染めてる
[10927.804] v_harumi_v: 確かに！噛めば噛むほど美味しいジャーキー
[10932.583] Jam10505: ルーファスBGMだったかな
[10941.087] ぷりにゃん: SeemsGood
[10945.743] shiro_risu01: Squid1
[10955.735] 5don: umeMeat
[10959.436] Youhei6251: ストの歴史はBGMの歴史でもあるんだなぁ
[10961.198] みんら: ﾊｲｨ
[10971.387] yukarigham: ﾊｨｨ
[10974.881] dai920san: ウメちゃんにエルフォルテBGMも入れてほしいｗｗ
[10977.602] 5don: R側からカラスの鳴き声みたいなSEが聞こえる…
[10984.655] nameless_774: 削りでおわりそうだけど
[10985.495] ぷりにゃん: やりおる
[10988.342] ememeume: umeThebeast
[10997.239] きくま_: あるきはっや
[10998.339] v_harumi_v: ないすー
[10998.585] tabibitox: そいやついに枕持ち渡航か
[10999.605] ましゅダヨ: ダイビングチョーップ！
[11000.970] ぷりにゃん: おおおおおおお
[11001.394] シャンウー: ビーフジャーキーめっちゃ種類あるし、虫除けスプレーも強いのあるから夏になる日本には良い…！あとPAPAWオイル。ぜひ。
[11001.534] だいこん_: やっちまったー
[11001.970] 5don: umeWins
[11003.144] 西兔誠: 「蹲姿昇龍（入力233）」と「藤村昇龍」では、どちらの方が良いと思いますか？
[11003.929] (S)nobunobu493: あーそうか
[11004.102] Youhei6251: ルーファス様ご本人のボーカルじゃけぇ
[11005.076] hoshi_boshi_0: あぶ
[11017.478] 5don: ご本人でしたかw
[11020.742] avareinu: 普通に枕持っていくの忘れそう
[11045.961] v_harumi_v: 枕持って行くのかな？
[11047.960] 5don: 波動を飛んで斬空を返すのかっこいい
[11049.485] hoshi_boshi_0: ウメちゃんてアメリカ大会の方？
[11060.345] kiton_taichi: アメリカです
[11063.589] (S)nobunobu493: そういえばときどが持ってたヨギボウの首枕めっちゃ良いわ
[11063.698] pensador28: diego 
[11066.322] Youhei6251: 枕買おうか迷うんだよなぁ、ウメちゃん今でどのくらいの期間使ってるのか
[11066.990] 5don: アメリカのほうだそうです。ふ〜どさんとご一緒にumeGu ❤️ 
[11070.056] hoshi_boshi_0: ありがとうございます！
[11075.500] negishake: レジェンドポイント全然差がないな１００の中に４００人くらいいる
[11083.270] ememeume: umeGu
[11086.831] ilm0806: スポンサーとの兼ね合いで、アメリカなのかな
[11094.902] une3333: 熊本組はみんなアメリカだっけか
[11095.128] 吉田じんぎ: ざわざわ
[11108.124] シャンウー: 枕は絶対持ってくと良い… 。オーストラリアならKマート というスーパーで日本人にも良い柔らかく低い枕が10ドルで買えるから大丈夫。
[11109.612] ぷりにゃん: のお～～～
[11109.740] まるいとうふ: ふ～どさん居るなら安心や
[11109.892] tabibitox: それ多いｗ
[11110.507] (S)mirin_melon: いやん
[11113.931] 5don: higuch2Syagande
[11117.283] kiton_taichi: リーサルがぁ
[11122.626] izakunn0215: 大会はケンのが堅そうだけどなー
[11127.772] v_harumi_v: かわいいスタンプｗ
[11133.895] ememeume: 誰かと一緒なら安心 
[11138.851] evos4452: ryu ken gouki strong?
[11144.414] 5don: SSファンになったのでサブスク嬉しいですw
[11148.716] ましゅダヨ: 右腕がいるなら安心だあ…
[11150.585] 吉田じんぎ: もう実質五分
[11152.349] hoshi_boshi_0: 怖い
[11162.948] しすてむえらー: 忘れ物にお気をつけを！
[11162.958] 5don: お見事
[11165.623] v_harumi_v: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[11165.855] きくま_: うまい
[11166.853] hoshi_boshi_0: ナイス！！
[11166.909] 軽く捻るか: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[11170.067] ましゅダヨ: お！
[11170.140] Youhei6251: 武器来てたよ！！
[11171.217] uncledoon: ファイナルラスト！
[11173.180] hoshi_boshi_0: もっかい！
[11173.945] uncledoon: あれ
[11175.410] 5don: 無理一閃！
[11176.950] tabibitox: おつおつ
[11177.677] ましゅダヨ: あれ？なんかなかったっけ？
[11179.111] 無心に: いけ、ない
[11179.151] ememeume: ウメハラさんーーー！ 
[11182.952] ilm0806: 出かけるんだ
[11183.266] 口口口口口: wwww
[11183.345] シャンウー: 武器きたー
[11183.377] (S)nobunobu493: もう時間がギリギリなの？
[11183.516] shiro_risu01: ファイラスならず
[11188.586] ememeume: 明日お気をつけてーーー！
[11191.802] ぷりにゃん: ギリギリを攻めるスタイル
[11196.461] のぶとも: ファイナルだいご
[11198.281] ememeume: ってまだ続くw
[11204.253] anz121823: umeSmoosh
[11208.753] smile9104: 応援してます！
[11208.874] ましゅダヨ: 気をつけて行ってきてね！！
[11208.970] 吉田じんぎ: 今更だけど豪鬼の波動威力高いのは気づいてた？
[11209.229] hoshi_boshi_0: 大会応援してます！！頑張ってください！
[11209.421] ememeume: www
[11209.660] 浅草ガッツマン: 今日の梅ちゃんコマ投げしないね
[11210.920] ilm0806: 明日出発って、深夜ってことか？
[11211.447] lobelia_c: これいいな
[11212.351] 軽く捻るか: 間違いない！
[11213.243] 5don: さすがなんよなぁ
[11214.811] Youhei6251: 間違いない〜！！
[11215.300] kiton_taichi: さすkan
[11215.611] balthazar000: おつ
[11216.179] despera_lk: まっちがいない
[11216.256] セルベリア: umeGu
[11217.011] ましゅダヨ: 間違いない！安くない！
[11217.130] あぱれる君: がんばってください～
[11217.269] burisuke: おつ～
[11217.466] uncledoon: おつです
[11217.686] sistersguitarreplica: ありがとうがざいまーす
[11217.807] へるくんちゃん: おつです
[11217.824] 5don: 🪓
[11217.849] viewingdirt: インパクトからもいけます
[11218.112] tarantarantaran: umeGu
[11218.592] v_harumi_v: 気をつけて行ってきてね
[11218.761] でかちゃん: お気をつけて！
[11219.021] (S)mugitaro0930: umeFaito
[11219.272] 無心に: りよ
[11219.309] chocolat1234: Cheer100 お気をつけて～ﾉｼ 健闘を祈ります😀😀！！
[11219.925] tsubame5204: umeSalute
[11220.532] (S)ponponguripon: またね
[11221.240] (S)ひろみ1229: お疲れ様です
[11221.683] despera_lk: きょう出発なん？
[11221.860] だいこん_: どうせダメージ伸びないなら運び！
[11221.861] しすてむえらー: ばいばい
[11222.213] (S)kanvf: あざっす豪武運を
[11222.290] (S)nakao1976: ノシ
[11222.492] (S)mirin_melon: お疲れさまでした
[11223.166] 5don: 配信ありがとうございました！
[11223.190] ememeume: 頑張ってくださいーーー！！
[11223.798] (S)flashbacks18: 体重増やして帰ってこないでね
[11224.066] tarantarantaran: umeCatillust
[11224.239] (S)yukikaze083: お疲れ様です～
[11224.359] tsubameM: おつ
[11224.420] domontyan: おきをつけて
[11224.587] 軽く捻るか: お疲れ様でした！
[11225.263] (S)nobunobu493: 頑張って〜
[11225.348] diego_ohunabara: umeYay
[11225.405] ましゅダヨ: いってらっしゃーい！
[11225.469] 無心に: お疲れ様ー
[11225.502] カブトシロ: お疲れさまでした。
[11225.945] poposuke: poposu1Otsu
[11226.534] (S)abekobe_sk: お疲れ様でした！
[11226.963] しいたけもぐもぐ: また
[11227.059] ememeume: サヨナラーーーー
[11227.103] hoshi_boshi_0: おつかれさまでしたー！
[11227.578] gularain: お疲れ様！気をつけて！
[11228.157] shiro_risu01: umeCatHope
[11229.204] (S)Reopon_: お気をつけて！！
[11229.659] シャンウー: さよなら さよなら  さよなら
[11229.805] mi7to_fuk: 淀川さん
[11230.286] 軽く捻るか: 頑張ってください！
[11230.654] maddy2623: またいつか
[11230.718] suzan_star: お気をつけて～
[11231.299] kazimayuu: お疲れ様でした。
[11231.561] ましゅダヨ: おうえんしてるよ！
[11231.904] jamxqc: おつ
[11232.879] ememeume: いってらっしゃいませーーー！！
