[13.129] 騙すカス鋼: にょっす
[9722.249] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9722.357] iwaisi: ｗｗｗ
[9722.795] as6623: ｗｗｗｗｗｗ
[9722.878] kkshkk: 邪悪ですね
[9723.114] (S)feel2525: ｗｗｗ
[9723.352] まるたにこふ: 嫌いだわーｗｗｗ
[9724.339] sn0wf0x3: やべぇwww
[9726.267] tomohirom: 頭おかしい
[9726.513] ミジンコ隊長: うっざ！ｗ
[9726.954] こたろついっち: こわ
[9727.187] kikiltie7: 邪悪かも
[9728.395] hairi0610: ｗｗｗ
[9728.667] もきち555: 飲んでた？
[9732.334] シケモクスッパマン: 邪悪
[9732.963] RKC48: 邪悪いたぁ
[9738.644] ryabegaming: ひでえｗ
[9739.243] (S)feel2525: 腰折ってくるなぁ
[9742.729] taroumaruh: 第2印象
[9745.854] v_harumi_v: ｗｗｗｗ
[9748.020] ippoppo724: 折笠の悪さが分かったきがする
[9749.914] ミジンコ隊長: ｗｗｗｗｗｗｗｗ
[9752.274] nihonsyu_: ｗｗｗｗｗｗｗｗ
[9754.369] goozy009: 回復出来たのが奇跡
[9754.381] taroumaruh: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9755.623] sharks_up: だんご印象
[9756.208] hairi0610: 死ねｗｗｗ
[9756.312] as6623: ｗｗｗｗｗｗｗｗｗｗｗ
[9757.426] erisuk: きっしょ
[9757.446] iwaisi: ｗｗｗｗｗ
[9757.895] pupurasu: 中学生ｗ
[9758.338] sn0wf0x3: wwwwwwwww
[9759.503] (S)てんとうむし55: www
[9760.873] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9760.885] vungo_mr: 威嚇
[9761.102] tabibitox: ほんとやばいｗ
[9761.746] もきち555: なにアピール？
[9761.984] sussy_int: 威嚇じゃねえかw
[9763.026] のぞみくん: イキるなあw
[9764.681] kamiyama_t: きもすぎるｗ
[9766.345] afuring: 自己開示が下手なんだろうなｗ
[9766.561] よるねこ族: ハズレを選ぶ男
[9767.587] kkshkk: 腹痛いw
[9768.714] bakedonion: なんで対抗してくるのｗ
[9771.632] (S)Opening_Runner: 格闘技マウント
[9771.802] shochann: どんどんバレていくｗ
[9775.430] xxzoids: いつでもやれるぞって意味ね。
[9777.386] ましゅダヨ: もうー…ww
[9779.026] maya_g01: ｗｗｗｗｗ
[9779.736] as6623: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9779.998] kamiyama_t: ｗｗｗｗ
[9780.326] goozy009: 最悪
[9780.404] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9781.677] toshio0224: だんごさん逸材だなあ
[9781.708] taroumaruh: そこかよｗ
[9782.869] kikiltie7: だるww
[9783.026] (S)noriyuki3: 頭おかしい
[9783.222] ましゅダヨ: うっざww
[9784.892] hairi0610: ゴミｗ
[9785.253] kyabetu_tarou4: そりゃ戦国時代くらうわ
[9787.664] lobelia_c: ばけもん
[9789.277] のぞみくん: いいぞ
[9792.610] the_blow02: 逆張りすぎ
[9794.107] tomohirom: ゴミ過ぎ
[9794.243] seiji141141: 全方位で有利フレーム作ろうとしてるんか？ｗ
[9794.936] w4m1_54: ばけもんｗ
[9795.084] kaban1192: それだｗ
[9795.601] taroumaruh: 話はええなｗ
[9795.800] ましゅダヨ: だいごでもいいだろ！！ww
[9796.380] ミジンコ隊長: ｗｗｗｗｗｗｗｗ
[9798.010] iwaisi: 聞きたいｗｗ
[9800.301] mohuryun: 話だけならおもろいけど当人だったら大変だわ
[9801.512] teruharu_: ｗｗｗ
[9801.591] kitori_17: どうしてやってけてるの？w
[9801.711] ｾﾀﾒﾝ: 逸材過ぎる
[9804.625] v_harumi_v: 変われた！
[9805.535] ましゅダヨ: 破滅思考wwww
[9808.918] sn0wf0x3: w.wwww
[9810.768] as6623: ダンゴが第二印象成功例かｗ
[9813.434] tomohirom: 破滅思考
[9814.200] erisuk: うぜぇクソガキのムーブ全部するやつ
[9814.395] naina717: 変わってこれ？
[9814.575] 無心に: ろれつをね
[9814.839] lobelia_c: おわってます
[9814.879] taroumaruh: 人は変わる
[9815.632] ミジンコ隊長: ごんさん？
[9816.668] (S)feel2525: もう終わってもいい
[9817.172] kyabetu_tarou4: ゴンさんか
[9817.422] hairi0610: Dさん
[9817.941] (S)てんとうむし55: わかるかもw
[9818.708] wonderhit1: ダンゴン
[9818.964] シケモクスッパマン: もうこれで・・・終わってもいい・・・・
[9819.093] gokukeshi: だから、ありったけを
[9819.675] シャンウー: ゴンさん
[9819.961] sn0wf0x3: wwwww
[9819.998] bakedonion: もうこれで終わってもいい
[9820.322] (S)Opening_Runner: ダンゴン
[9823.065] もきち555: 破滅したくて選択してたの？
[9827.699] kkshkk: 羅生門方式
[9830.850] nihonsyu_: 折笠たのむｗｗｗｗｗ
[9831.928] ましゅダヨ: ちょ……
[9833.915] RKC48: やべぇｗｗｗ
[9835.182] 赤髪_: 気になるｗ
[9835.323] からもこ: 闇の中の闇
[9836.162] teruharu_: どんだけｗ
[9836.408] goozy009: 暗闇話題
[9836.610] vungo_mr: 深淵
[9836.857] hairi0610: これ以上！？＞
[9837.524] ミジンコ隊長: 言えない邪悪
[9839.236] nihonsyu_: ガチのヤツやんｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9839.539] v_harumi_v: そんなやばいの
[9839.646] えりんぎ老師: どんだけひどいのwwwww
[9845.890] ましゅダヨ: 闇は闇の中か…
[9848.135] raurakd: 深淵のさらに奥
[9850.325] erisuk: 最底辺を知ったから逆に
[9851.618] y_proto: 闇より深い深淵
[9854.749] v_harumi_v: あら～
[9858.195] goozy009: 漆黒
[9859.645] kikiltie7: 覚えてないww
[9860.504] シケモクスッパマン: 脳になにかあるんじゃないの？
[9861.637] kamiyama_t: やべえやつ
[9862.149] ましゅダヨ: ほんとだよ！
[9862.368] ミジンコ隊長: ｗ
[9864.084] のぞみくん: wwwwww
[9868.437] kitori_17: どうしてやってけてるんだw
[9870.833] (S)てんとうむし55: 人間らしいw
[9872.073] xxzoids: 忘却スキル持ち。
[9874.890] v_harumi_v: ；；
[9877.361] ましゅダヨ: BibleThump
[9880.993] kikiltie7: 経験談
[9882.581] ミジンコ隊長: BibleThump
[9884.335] bakedonion: 邪悪経験が豊富
[9886.150] からもこ: やーさんとかね
[9887.848] ヨコグシ: BibleThump
[9888.642] nihonsyu_: kskきたｗｗｗ
[9889.217] kkshkk: あー
[9892.072] ましゅダヨ: わかるわかる
[9893.127] v_harumi_v: へー
[9893.673] hairi0610: 深すぎてこわい
[9893.736] (S)yomoyansan: 体験談がつええんだよなあ
[9893.888] sn0wf0x3: あー
[9893.946] goozy009: あ〜
[9894.275] (S)moppu_gake: 上手いやつは見せてくる
[9894.306] kamiyama_t: ちゃんとした体験談
[9894.358] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9894.755] ジャンクばっち: 波乱万丈過ぎるw
[9894.806] the_blow02: あー
[9895.961] ミジンコ隊長: はえー
[9896.539] smile9104: なるほど
[9896.623] ましゅダヨ: 隙がないね
[9897.051] teruharu_: おおお
[9897.519] as6623: 信頼性のある
[9897.870] bakedonion: リアル
[9899.266] ｾﾀﾒﾝ: ハラ探らせないのはあるな
[9899.314] kikiltie7: 深い
[9901.403] taroumaruh: ｗｗｗｗｗ
[9903.140] kkshkk: これ深いな
[9903.991] ましゅダヨ: wwwww
[9906.522] ましゅダヨ: わかる！！！！！
[9907.479] sn0wf0x3: 深い
[9907.643] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9909.227] 無心に: なるー
[9909.959] taroumaruh: 照れ笑いが似合わないかｗ
[9910.513] シケモクスッパマン: へへっ///
[9911.838] ましゅダヨ: めちゃくちゃわかるよそれ！！！
[9914.483] ykabi: なるほどw
[9916.831] からもこ: 吐き気を催す邪悪
[9918.855] korekitwitch: わかるわ
[9921.254] goozy009: 腹見せ無いやつは信用できん
[9923.972] ミジンコ隊長: なるほどー
[9926.932] taroumaruh: 人生経験豊富だからちゃうなー
[9931.918] もきち555: 深い
[9933.343] gorogorogorn: 深すぎるｗ
[9933.757] (S)feel2525: 自虐をするやつはいいやつ
[9943.144] からもこ: フランクに見えて隙がない
[9943.491] siochan_jp: 意図的に弱み見せるやつも悪だったりする
[9945.690] caffein23: 井上
[9948.032] hairi0610: サイコパス診断に通じる
[9950.188] せんじ肉: I
[9951.173] kitori_17: 礼儀正しいフリで見せない感じとかね
[9952.333] ｾﾀﾒﾝ: でも嘘つきはそこが勝負だよね、弱み（嘘）
[9955.248] シケモクスッパマン: こくじん？
[9960.624] bakedonion: 油断させる戦術もありそう
[9964.146] ippoppo724: Iで
[9964.702] nikkou18: プッチ神父ｗ
[9968.580] nihonsyu_: 現実は言えないだろｗ
[9970.170] nako756: それはそれでおもろいけどなｗ
[9971.509] sussy_int: 現実のディオ
[9973.310] horikawa_r_i_k: イノ…
[9974.174] (M)gameinntwitch: 名前出せないでしょ
[9974.831] siochan_jp: 言えねえｗ
[9977.953] (S)moppu_gake: 現実だと愚痴になるしな
[9978.082] tomato5910: こくは邪悪では無いだろw
[9978.782] まるたにこふ: 某政治家、とか言えないだろｗ
[9985.096] goozy009: 言葉には出せない
[9985.396] (S)Koooon__: 洗脳とかしてる人
[9987.176] ましゅダヨ: そうだね
[9995.297] sistersguitarreplica: あーあるある
[9999.371] もきち555: Dこわれてない？
[10000.987] ミジンコ隊長: こわい
[10002.400] ましゅダヨ: タガ外れてる人ね
[10004.547] シケモクスッパマン: ガチ邪悪いう人おるんか
[10010.786] ましゅダヨ: あるある
[10011.162] kamiyama_t: こっくりこっくり
[10027.894] ｾﾀﾒﾝ: 普通それはせんやろ、の普通がわからない
[10027.957] nako756: 店員に対する態度も同じよね
[10029.355] vungo_mr: そうそうそう
[10031.484] のぞみくん: 寝てるぞ！
[10032.602] ましゅダヨ: いるーーーー！！わかるーー！！
[10033.790] (S)feel2525: Ｄが気絶寸前
[10036.024] kkshkk: 芸術とかね
[10036.033] sn0wf0x3: いるよなー
[10036.732] tomato5910: 壊れてる部分は人に見せないよねあんまり
[10040.259] (S)chiichan2222: 気絶ｗ
[10044.376] シケモクスッパマン: こーーれ浮かんでるな
[10047.208] sistersguitarreplica: 行動力の代わりに想像力が欠如してる
[10048.131] erisuk: 金稼ぐって搾取する方法にたけてる
[10053.677] meganesandesuyo: 寝てるww
[10054.465] bakedonion: むしろ嫌さがわかるからやるともいえる
[10065.673] taroumaruh: ｗｗ
[10066.957] ジャンクばっち: www
[10069.141] ましゅダヨ: wwww
[10069.306] lobelia_c: おれは頭が悪いのでエンカウントしないように祈るしかない
[10069.536] tabibitox: あ
[10069.886] nako756: そりゃそうだろｗｗｗ
[10070.043] ｾﾀﾒﾝ: それはそうなのよ
[10070.088] sn0wf0x3: wwww
[10070.726] のぞみくん: wwwwww
[10071.559] (S)chiichan2222: そらそう
[10072.323] w4m1_54: ｗｗｗ
[10072.467] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗ
[10072.573] mikaze0001: ｗｗｗ
[10072.935] まるたにこふ: ｗｗｗｗｗｗ
[10073.949] (S)moppu_gake: 大丈夫？w
[10074.157] tomato5910: そりゃーね
[10074.524] ddsato316: 一周まわってｗ
[10075.860] chiero207: まじか
[10077.090] hairi0610: ヤクザは職業かなあｗ
[10077.901] (S)9z_Ryu: wwwww
[10078.076] torei_7: wwwwwww
[10078.136] まるたにこふ: 当たり前すぎる
[10078.558] からもこ: そらまあ
[10078.913] v_harumi_v: ちゃんとそうなのね
[10079.387] kamiyama_t: 本物だからｗ
[10079.455] せんじ肉: それはそう
[10080.998] kitori_17: 悪い職業だからねえ
[10081.523] もきち555: ニュアンスを汲み取れないとやばいって話に戻る
[10081.787] mohuryun: 昔と今はかなり変わってるかも？
[10082.314] sistersguitarreplica: 彼らは無職です
[10082.541] taroumaruh: 一応指定はされてっけど職業じゃないけどなｗ
[10082.930] erisuk: あたり前や！！！
[10083.324] maya_g01: やっぱりかあ～
[10083.335] (S)noriyuki3: そりゃそうだろwww
[10084.093] ましゅダヨ: だめにきまってるのよw
[10086.173] ミジンコ隊長: それはそう
[10088.257] shiro_risu01: 震える
[10090.726] (M)gameinntwitch: まぁ基準が違うからね
[10091.612] 軽く捻るか: さすがにそれはそう
[10095.133] goozy009: 一回外の道に行ったことがある人だからね
[10096.866] xxzoids: 893より邪悪なのが転売屋だね。
[10098.448] シャンウー: 人間じゃないもんね
[10099.466] y_proto: いい893なんていない
[10101.943] goto888: 龍が如くは幻想
[10105.429] monti370: 普通にたかってくるからな
[10108.783] tomato5910: 人間性が出ちゃうよねどうしても
[10130.379] taroumaruh: 蹴落として生きてる人種だからなぁ
[10131.395] ましゅダヨ: どんだけ言ってもその世界に入っちゃうとね
[10134.017] tomohirom: ヤクザは悪い奴
[10136.932] (S)てんとうむし55: 仁義がない
[10138.292] erisuk: 下っ端は特にメンツとか考えれる品性内からね
[10138.409] goozy009: チンピラは基本的に色々とだめな人だから
[10142.279] ｾﾀﾒﾝ: ビール瓶で人の頭を全力でカチ割ろうとする事が出来ないもん普通
[10152.759] v_harumi_v: そこが相性とかにも関係してくるのかも。
[10159.523] (S)chiichan2222: ( ˘ω˘ )
[10159.949] ましゅダヨ: チル？
[10167.467] hairi0610: いくとこまでいった感
[10179.693] v_harumi_v: 後半がね
[10182.009] v_harumi_v: ｗｗｗｗｗ
[10184.041] ましゅダヨ: え？
[10184.160] nako756: はあ
[10184.530] Loytory: きっつ
[10185.748] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[10186.916] シャンウー: でも楽しかったから あっという間
[10186.983] sn0wf0x3: wwww
[10187.124] tabibitox: まじでやべーやつ
[10187.614] 軽く捻るか: ｗｗｗ
[10188.105] kamiyama_t: ｗｗｗｗｗｗ
[10188.344] as6623: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[10189.025] taroumaruh: ｗ
[10189.120] ましゅダヨ: ww
[10189.997] ｾﾀﾒﾝ: ｗｗｗｗ
[10190.547] maya_g01: ｗｗｗｗ
[10191.136] the_blow02: あー面白かった
[10192.499] taroumaruh: 終わってるｗ
[10192.892] (S)noriyuki3: こっわ
[10193.757] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗ
[10195.033] のぞみくん: wwwwww
[10195.458] ましゅダヨ: なんだその情報www
[10195.904] teruharu_: ｗｗｗ
[10196.199] ヨコグシ: ｗｗｗｗ
[10201.167] avareinu: 弱点しかねぇｗ
[10201.912] (S)てんとうむし55: わかるw
[10205.533] (S)Koooon__: 第一印象最悪ｗ
[10205.705] sharks_up: ようやく慣れてきた
[10207.489] goozy009: w
[10207.582] (M)gameinntwitch: ｗｗｗ
[10207.622] ましゅダヨ: wwwww
[10208.442] maya_g01: ｗｗｗｗｗｗ
[10208.444] RKC48: え！？
[10208.493] ミジンコ隊長: ｗｗｗｗｗ
[10208.728] avareinu: ｗｗｗｗ
[10209.161] sn0wf0x3: wwwwwwww
[10209.587] kamiyama_t: もうだめだ
[10210.233] hairi0610: めんどくさがらないでｗ
[10210.391] kkshkk: 見切りはやw
[10211.435] avareinu: もういいやｗｗｗｗ
[10214.233] erisuk: 話きいてねぇやこいつ
[10215.623] raurakd: え！？
[10217.550] Fkdso555: またきたｗ
[10221.842] もきち555: ながくなるぞ
[10224.374] taroumaruh: ｗ
[10224.711] (S)feel2525: ｗｗｗ
[10224.953] Loytory: ｗｗｗ
[10225.022] kamiyama_t: ｗｗ
[10226.492] ミジンコ隊長: ｗｗｗｗ
[10226.905] gokukeshi: おつかれ～
[10227.009] lobelia_c: タオル投げられた
[10227.033] hairi0610: うるせえよｗ
[10227.434] ましゅダヨ: おわりでーすw
[10228.786] iwaisi: ｗｗｗｗ
[10228.842] 軽く捻るか: ｗｗｗ
[10229.272] のぞみくん: なんなんww
[10229.538] mohuryun: おつですわー
[10230.358] ヨコグシ: ｗｗｗ
[10231.264] vungo_mr: お前だろｗ
[10232.024] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[10232.394] nako756: 終わりでいいだろもうｗｗｗｗ
[10232.717] erisuk: あいつもうミュートにしろ
[10233.535] sn0wf0x3: wwww
[10235.350] as6623: お後がよろしいようで
[10236.232] goozy009: 酔っ払いw
[10236.252] (S)feel2525: 邪悪なミートの聖域
[10237.367] sussy_int: ファイティーン
[10238.951] v_harumi_v: ミートさんのこと心配してるの？
[10239.360] bakedonion: 酔ってる？
[10239.787] kyabetu_tarou4: なんで酒飲むんだろうｗ
[10240.168] tabibitox: 終の棲家
[10240.722] (S)Koooon__: ミートさん嬉しいんじゃないかｗ
[10241.263] toshio0224: お互い様じゃねｗ
[10242.631] ましゅダヨ: いや邪悪扱いやめなってw
[10242.707] taroumaruh: 言ってるってｗ
[10244.319] ヨコグシ: ｗｗｗｗｗ
[10245.938] tomohirom: あいつ、出禁にしよう！
[10247.503] (S)てんとうむし55: 仲良しw
[10251.857] teruharu_: 居場所あってうれしいね
[10255.463] kkshkk: w
[10255.599] iwaisi: ｗｗｗｗｗ
[10256.031] njpw2017: 他で受け入れるところ無いよ
[10256.840] ましゅダヨ: wwww
[10256.934] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗ
[10258.657] kitori_17: ほんとだよw
[10260.484] のうみそきんにくん: 酔ってる
[10260.684] もきち555: いいこといいたい
[10271.485] tabibitox: 高学歴低ユーモア
[10272.795] (S)noriyuki3: ミートさん割と刺さってるでしょw
