[24.164] トイメン: うぃーす
[19884.043] oon2102: ごぼうさんは次だね
[19884.370] (S)olka_kakuge: 全ての格ゲーに愛された男
[19885.857] (S)tec_0419: 他にマスターいないからマッチできないっていうｗ
[19885.886] (S)ケツ洗い坂48: スーパー行ってくるけど終わらんとってや！
[19888.364] (S)teitei0343: 段位かずのこw
[19892.452] toyboze: DBFZの大会があって1週間遅れで参戦したんだよな
[19895.315] 京こ: ｗ
[19898.345] (S)sgthr7: ww
[19901.056] marinon_if: やばすんぎ
[19901.190] (S)dook_dokidoki: 孤高じゃん
[19907.159] (S)どらごんまん: 怖いよ
[19909.148] からあげくんレッド: かじゅ、あいつは逆に何が出来ないんだ…
[19909.865] クライドフロッグ: かじゅは3日
[19913.451] ryu_fusega: やべぇ
[19913.910] mitsuo_3: 強者の孤独
[19914.342] yudedako: ライジングでもマスターいって前作ずっとやってたガメラさん倒しててまじでかじゅは異常だと思った
[19916.093] (S)ばんじ333: 対戦相手がいないと格ゲーってできないんだ
[19916.103] 桃山: FPS
[19926.250] (S)teitei0343: そんな厳密にランク分けられてたのか、それはひりつきそうだ
[19926.469] (S)TNTNBRN: かじゅの欠点は変なゲームすることくらいしかない
[19926.526] (S)lovepeace369: なるおもなんか逸話ないのー？
[19931.936] (S)kanpintan3: おっすー 
[19932.555] 亀の甲より柴咲コウ: 格ゲーに愛されてるね
[19935.310] ocloclocl: 一応ランクマ数最低でマスター行ったのがふじどん
[19939.092] 京こ: 格ゲーの申し子
[19941.481] (S)maddy2623: スターウォーズはそこそこうまい
[19941.914] 狐雨89: 肘ｯ
[19942.762] pyokotan_insitao: 一番難しかったゲームはフォートナイトっていってた
[19943.993] ga_hq: か、かじゅはスターウォーズBFやってるし・・・
[19944.293] fumbi5566: 多分ホラゲも苦手
[19944.529] (S)skin1018: なるおと一緒だね
[19945.869] jtopnbsd: 恋シミュも下手
[19947.813] からあげくんレッド: 奥はできんか
[19948.798] noblesse3: かじゅにOWやってみてほしい
[19949.674] (S)みなぷ080821_: かじゅは他の格ゲーだったり、キャミィ以外のキャラ使ってるとめっちゃ楽しそうにしてる
[19949.761] X_March_X: なるちゃんが言える口か？
[19951.116] ochimpanzee: かじゅは昔のAPEXでゴールドだっけ
[19956.400] (S)olka_kakuge: パズルゲームじゃない一番は
[19956.404] カオカザリヒメフクロウ: なるおもFPSは。。。
[19956.959] ライム_: スト6で戻ってこないまであった
[19961.953] (S)ｸﾙﾐｯｯ: 格ゲーマーOWみたいな
[19962.362] ryu_fusega: みんなが認める天才ってそういうことなのね…
[19965.394] (S)みなぷ080821_: パズルとか頭使う系は無理っす 
[19968.128] 京こ: ジェイミーの酒4で使えるオッケーポーズっていつ使うの
[19980.120] なっつ: お
[19981.174] からあげくんレッド: ポータルとか苦手そう
[19981.724] fumbi5566: kazunoKO
[19984.024] (S)ｸﾙﾐｯｯ: おもろそう
[19985.063] (S)TNTNBRN: タチやる気ありそうだったよね
[19986.094] いつほし: お
[19987.248] haguremetal777: 薬湯で歩きの速度も変わる？
[19988.393] taoao12: 格ゲーよくわかんないから格ゲーマーとしての凄さはわからないけど変なゲームしてるかじゅ本当に好き
[19989.428] (S)えむしーぽんぽん: いいねえ
[19991.602] (S)disper108: ささやん意外にスターウォーズやってる人いたんや
[19992.316] X_March_X: かじゅってOWやってたっけ？
[19992.520] (S)たべっ子水族館: 10人集めよー
[19993.633] (S)teitei0343: なるタチ以外でやってる人いるの？
[19997.019] (S)BuchikamaSoon: sfl始まる前じゃないと出来ないしな
[19998.087] (S)衝撃のおみそ: 久保親方もやってるしな
[19998.302] (S)ハイドレンジア: 煽りあいOW見たーい
[19998.309] 亀の甲より柴咲コウ: 久保くんもやってるよ
[19999.166] どらひあ: OWにハムスターみたいな久保ににてるキャラいない？
[19999.646] noblesse3: かじゅはD.Vaとかゴリラとか好きそう
[19999.766] (S)マタビー: 久保もOW好きなんじゃなかったっけ
[20000.664] カオカザリヒメフクロウ: ハマってるっていうか初めて1日だぞ
[20002.378] 京こ: 久保呼んで
[20004.810] nano0616: ヴァロより見てる分にはOWの方がおもしろい
[20005.979] (S)tea3n: OWに乗りこむ
[20006.231] (S)teitei0343: 久保か
[20006.878] かいがみ: しゅーと、なるお、タチ、あとは？
[20007.114] (S)みなぷ080821_: かじゅは前に配信でOW絶対もうやらないみたいなこと言ってた
[20008.720] tri_alle: タチのOWおもろかった
[20009.021] fumbi5566: かじゅもOW2初期にやってた
[20012.043] (S)TNTNBRN: 久保にタンク奴隷やらせよう
[20012.586] びーさん_: 久保が無双しちゃう
[20012.627] ライム_: SFL準備期間入る前にやらねえと
[20014.219] (S)ジョニー中本: 女の子と絡めそうだから……
[20014.698] からあげくんレッド: 久保ダイヤじゃなかった…？
[20016.770] 煩悩劣拳: 久保さんマージでうまい
[20017.534] (S)BuchikamaSoon: 久保親方はズルじゃないか？
[20021.733] (S)やくりのやっさん: 久保うーまいのか
[20024.350] ga_hq: かじゅやってたよな一応
[20024.502] X_March_X: 久保さんダイヤなのすごいな
[20026.519] 亀の甲より柴咲コウ: どぐらもいえばやってくれそう
[20029.196] (S)henya1210: ダイヤすげえ
[20032.520] mikosi_354: 久保は解説でしょ
[20033.379] violet_963: 休憩も大事ですよ…！
[20036.054] (S)衝撃のおみそ: すげえ
[20036.109] (S)maddy2623: OWダイアってかなりやべーよ
[20036.196] noblesse3: グラマス？
[20037.493] (S)TNTNBRN: 久保はずっとOWやってるから
[20038.438] bebebeeell: 久保がんばってほしい
[20038.688] (S)えむしーぽんぽん: やべえな
[20042.692] (S)ｸﾙﾐｯｯ: えぐ
[20043.176] あむむむむむです: グラマスはやべぇ
[20044.234] (S)みなぷ080821_: マスターじゃないの？
[20044.660] (S)olka_kakuge: どぐKennydoesにコーチングってマジ？？？
[20048.262] なっつ: TOP500か？
[20052.917] (S)tamamowkun: やりたかったことってそれ？
[20063.278] からあげくんレッド: すごいなぁ
[20064.244] (S)teitei0343: それでもすげえ
[20073.065] (S)みなぷ080821_: ヤバうまだよね
[20073.567] 京こ: マスターじゃなかったっけ
[20074.779] noblesse3: top500は猛者
[20079.442] あむむむむむです: 時期にもよるけどマスターもすげぇ
[20084.418] なっつ: すげえなあ
[20086.441] 毛むくじゃらのコリー: 久保誘ってやってくれよ
[20087.582] ga_hq: あのゲーム、初心者が始めるのつれぇよ・・・
[20091.491] しおぱんちゃん: ストームさん久保ってそんな強いんだ
[20095.599] からあげくんレッド: 最初とかチーター多すぎてまともにやれんかった
[20102.023] (S)henya1210: そうね
[20103.885] 京こ: まーしーさせたらええ
[20105.263] (S)sgthr7: 解説させよう
[20108.007] (S)teitei0343: FPS上手いのホントにすげえ
[20109.110] noblesse3: 実況してもらおう
[20112.348] (S)skin1018: EVOまだに2300いけそう？
[20114.364] 毛むくじゃらのコリー: 久保そんな強いんや
[20114.996] yonayona04: 解説なら喜んできそう
[20116.149] (S)TNTNBRN: 久保にはマーシー専やらせたらいいんじゃね
[20118.302] びーさん_: 代打システムみたいにスポットで入れよう
[20122.266] ゴルバチョフポリ公: ヒーラーしてもらえばいいんでは
[20122.307] (S)lovepeace369: 同じレベルが良いよなぁ せめてちょい下手くらいがいっちばんやっててストレスない
[20129.684] moppu_gake: ありけんだな
[20130.328] noblesse3: ワンパンマンシステムで途中で変わるか
[20130.403] からあげくんレッド: マーシーの銃強いからなぁ
[20137.144] (S)みなぷ080821_: 無職杯で、スト4と6で決戦見たい 視聴者混ぜてもいいし
[20137.738] kazumetal: 1番比重でかいのはタンクかな？
[20140.667] (S)negu3: キャリー無理だから久保と初心者4人でいけんじゃね
[20140.887] (S)たべっ子水族館: 10人集まるかな
[20141.583] mikosi_354: ヒーラーでも結構差出るけどね
[20146.104] (S)maddy2623: 全員ブロンズにプラチナ↑くらいがまざったら多分ゲーム壊れる
[20150.019] (S)henya1210: ヒーラーでも多分無双するぞ
[20155.012] pepegaaim3: 久保はマーシーオンリー
[20157.607] noblesse3: たぶん差が出ないロールはないよね
[20161.525] (S)マタビー: OW2のヒーラーは敵倒せるからなぁ
[20162.386] 京こ: アケコンでマーシーさせないか？
[20162.869] tri_alle: 上手いヒーラーいたらヤバそうだけどねw
[20164.663] なっつ: マーシーならキャリーは無理
[20167.305] (S)teitei0343: 久保vs4人は流石にむり？
[20167.392] ynoyeu: タンク経験者にすんのが一番ゲームが成立しそうじゃない？
[20175.147] toyotamasru: 久保はマウスかキーボードBANでやってもらえばいいじゃん
[20175.376] teruu2: 縛るくらいなら呼ばない方が良くない？
[20184.588] (S)TNTNBRN: YES
[20185.615] noblesse3: Yes
[20187.410] 京こ: 人数差はおわです
[20189.485] ga_hq: ってかなるおは誰とやってんの？
[20191.264] (S)みなぷ080821_: ただハンデつけてる時点で気を使うじゃんねえ
[20194.081] mikosi_354: そうだね
[20194.438] Gadiwell: ササモもFPS上手くなかったけ？
[20198.827] びーさん_: lolの集団戦みたいってよく聞くしな
[20201.750] kamitakosuke: 久保とＱさんだったらどっちのが強いん？
[20201.769] oon2102: てかなるお久保って不仲じゃないん？
[20203.778] (S)olka_kakuge: 釈迦vsなるお4人は？
[20203.852] Tfour8: SA3のあとドライブゲージ温存したのって次触ればリーサルだから？
[20204.896] (S)teitei0343: そっかー
[20214.554] びーさん_: Qさん元プロだぞｗ
[20215.943] coldmessiah: kami4Ulq
[20216.917] 京こ: Qはプロっす
[20217.956] (S)みなぷ080821_: スーパーササーモはゲームなんでもうまおだよ
[20218.388] (S)Bron61: BOで確定なんだ
[20220.995] kazumetal: なるおリグループの大切さがわかるようになってきたか？
[20223.418] toyotamasru: 久保と不仲なのはこくじゃ無いのか？
[20224.968] NoE_vivre: 草
[20225.230] jangfuran: ｗｗｗ
[20226.757] (S)~MISSING_COMMENTER_INFO~: 草
[20229.655] tekihaji: ｗｗｗｗ
[20230.023] (S)olka_kakuge: ん？
[20231.149] noblesse3: いろいろあった
[20231.821] (S)tea3n: あ
[20232.703] (S)衝撃のおみそ: ｗｗｗｗ
[20236.009] ryu_fusega: なんぞ？
[20237.627] (S)henya1210: naru04Sad
[20238.930] NoE_vivre: 吸い込みがすごいんだから
[20239.141] (S)たべっ子水族館: やると思ってただけ
[20239.410] (S)kanpintan3: あ
[20240.333] mikosi_354: ん？
[20241.684] (S)lovepeace369: ほーん
[20241.961] nano0616: ザンギエフって、そうなのー！？
[20246.324] なるちゃんハリケーン: 吸い込まれた
[20247.919] kurohata300: バックジャンプ狩れるの？
[20249.491] (S)冷えたとうふ: これ解説で言える
[20257.329] (S)たべっ子水族館: ザンギのラッシュドスドスしてておもろ
[20257.988] (S)sgthr7: 読んでるならガードして両手
[20275.317] (S)毒見ユッケ: 学びだよなるなる
[20280.665] (S)niwashi284: コマ投げもあるからガードするのこわひよ～
[20300.739] (S)たべっ子水族館: さいきょ
[20304.755] (S)みなぷ080821_: ノーマルでいい場面でОD昇竜やると自分の気のよわさにめっちゃヘコむわ
[20307.279] ゴルバチョフポリ公: 酒４つえー
[20309.296] なるちゃんハリケーン: かっこい
[20317.422] (S)rarigo1283: 鬼の手数かっこよ
[20329.559] (S)がすいんニキ: 3→4の時の前大Kカンニングってインパクト確定せんのかなぁ
[20332.546] (S)olka_kakuge: マノンもSA3読みでジャンプしたらSA2で対空されたりするよな
[20337.471] ga_hq: ぐるっとして～
[20338.899] なっつ: へーる
[20339.919] (S)teitei0343: ザンギのラッシュの終わり際めちゃくちゃ進まないなw
[20344.015] lazy0717: ザンギのSA2って詐欺重ねできないっけ
[20358.232] tensan1223: オムツザンギつえー
[20366.320] (S)mame16901: ザンギへーるね
[20367.391] (S)maromiyabi: 無常キック
[20370.751] (S)teitei0343: うげ〜
[20382.175] (S)teitei0343: ザンギで36位って何だよマジで
[20384.153] (S)tamamowkun: カンニング
[20384.664] NoE_vivre: いいねーｗ
[20385.220] (S)Bron61: せっこ
[20385.248] 京こ: インチキｗ
[20385.285] mikosi_354: せっこｗ
[20386.215] 第2類医薬品: まにあった～ｗ
[20387.409] bebebeeell: かっこよw
[20387.467] (S)もじゃ変人: カンニングきたー！
[20387.533] (S)sgthr7: せっこw
[20389.750] (S)kanpintan3: www
[20389.844] いつほし: カンニングありがとー！
[20390.399] (S)simetu_no_maeba: www
[20391.820] (S)teitei0343: www
[20392.954] なるちゃんハリケーン: すごいwww
[20394.398] isgixa: 2p
[20394.896] 亀の甲より柴咲コウ: ず、ずるーw
[20395.369] (S)tea3n: 無法者
[20395.592] (S)niwashi284: 減る～
[20396.708] asasenotami: Vトリ発動
[20397.893] roziurara: ッケイ
