[34.119] kobi3070: ｳﾒﾁｬｱﾝ
[35313.729] Loot1: umeYay
[35315.370] niemalsaufgeben: ありがとおおお
[35316.545] (S)NekkyOne: NekkyOne subscribed with Prime. 
[35317.064] (S)mameneko1124: ミルダムみたな戦いしてんな
[35317.151] butwhenwilltheylearn: Kreygasm
[35317.418] ItsTruck_Month: adreadedking is the peacekeeper 
[35319.889] (S)fweddyboy: uncleLukieQT subscribed with Prime. 
[35320.643] hiro_chan: ないぴすー
[35320.786] (M)(S)Moobot: ＊ HyperX Cloud 3＊ 先行予約受付中！ → https://hyperx.gg/42XVwOf
[35321.316] ~MISSING_COMMENTER_INFO~: マサありがとー
[35323.098] omegazwalt: 祭りだ
[35325.301] (S)kani7321: 富豪しかいねぇ
[35328.270] librabird: なんというケツ
[35328.338] ひろみつー: 速すぎる
[35328.618] kurare2020: ありがとー
[35329.976] smackyourfacetheboss: target CONFIMRED
[35331.556] edge774: つっよ
[35331.819] chin_56_: みえた
[35331.826] Jam10505: サブスクでバトル始まった
[35331.894] embercleave4rr: うまい
[35334.661] hatomugimugicha1234: おおー
[35335.906] chainsawmay: this cammy plays so weird 
[35339.782] smackyourfacetheboss: Mission COMPLETED
[35341.130] omegazwalt: キャミィ最強
[35341.904] kaotiknotral: Kreygasm
[35341.923] yamainu_2013_twich: スト6おそるべし
[35342.092] odin0741: サブスクバトルやめろ
[35342.837] ItsTruck_Month: Kreygasm
[35343.192] bikibiki999: 民に石油の加護があらんことを
[35344.376] otowa_igzo: ケンはキャミィきついらしいね
[35346.553] aranami0: ピストンJWがギフトくれたよ
[35347.108] (S)metoro3: umeSnooze
[35347.373] manof_steal: Chun li and cammy videos taking over youtube
[35347.557] no1red: けつえっど
[35348.477] (S)fahmy0825: ADreadKing stopped a chat war with 50 gifts, then proceed to gave another 50 afterwards, a true kinggh
[35349.487] Hitode_noko: GIFT BATTLE BEGINED
[35349.676] umesecond: キャミィやっぱきついか
[35349.803] コックローチ: 上からの攻撃全部通ってた
[35350.222] librabird: このコスほんとすごいな
[35352.795] niiparu: 悩殺されたー
[35355.431] hirokun_88: karubisDebu
[35356.293] ItsTruck_Month: The fan service is real 
[35356.999] (S)yuukida39: 良いけつすぎる
[35358.040] akira_s_: DaigoTheBeasTV  「ダイゴさん、私を刺激してくれて本当にありがとうございます。大会でのあなたのプレイやストーリーを見ることで、格闘ゲームを続ける意欲が湧きました。今、私には一度本物の大会でプレイできる目標があります。本当にありがとうございます。私は努力して目標に向かって頑張ります。…
[35358.070] (S)Raynys: Cammy still stupid  
[35359.528] rdstus: キャミィ対策もしないとな
[35360.284] あすかみ: ホント規制かかりそうだなｗ
[35361.616] yamaes: 別のケツきた
[35362.060] smackyourfacetheboss: ugh... fat man Edmond
[35364.729] otowa_igzo: ピストン
[35366.065] chin_56_: 露出狂ばっか
[35366.483] レム__: 本物の尻がきた
[35367.910] FefiTheSnek: hello mr daigo san
[35369.147] kaotiknotral: he always lose to cammy 🤔
[35369.226] frexzl: CAMMY 
[35369.966] (S)からめろ: ケツ違い
[35371.560] (S)Doniel: @ADreadedKing Thanks for the gift sub!
[35371.828] chainsawmay: i dont think he even knows he stopped that war judging by his comments
[35372.593] BOIK_99: how many Redbull did daigo drink whole day
[35373.652] ひろみつー: 長文のタイミングよ
[35373.813] Shobon1214: またケツ
[35373.952] TR_Doppie: @manof_steal whjy
[35373.981] prisira: 試合早すぎて長文無理やｗｗｗ
[35376.808] butwhenwilltheylearn: Kreygasm
[35378.876] Maxwell_242: キャラクターが良くない場合はギミックを使用する必要があります
[35379.139] prosciu: ランクマやめられない
[35379.379] nikyo12: 海外プレイヤーかな
[35381.566] (S)yuukida39: ケツ繋がり
[35381.763] akira_s_: けつ違いや
[35382.363] あり0221: これが本物の尻
[35383.019] yamainu_2013_twich: いい尻が続くな・・・
[35383.306] (S)Jouker666: Cammy is hard to deal with
[35383.626] (S)からめろ: karubisDebu
[35384.082] chipstar9: マッチングはやすぎる
[35384.100] hukohuko: コメント読む時間ないな
[35384.456] ADreadedKing: i will have to send that msg again maybe he will be able to see it 
[35386.292] yomogi0610: こっちのケツはいいや
[35386.568] nikyo12: ランカーかね
[35389.452] 三角_: ケツからケツ
[35391.157] frexzl: Losing to Cammy is still a win win situation 
[35391.615] underground0714: 誰も止められない
[35392.880] chainsawmay: oh nvm
[35393.186] mattun1040: マッチが早すぎるw
[35393.638] icyblue1985: 神６すぎてテンポが速すぎる
[35394.099] embercleave4rr: 肉付きいいなこっちのが
[35394.674] msyyy: 大人気ゲームすぎてコメ読めねえんだわ
[35395.476] niiparu: ケツきたー笑笑
[35395.484] (S)metoro3: honda hip 
[35396.990] domontyan: 本田にやられたのか；；
[35397.817] あり0221: ケツガチ勢
[35398.200] akkerakan_: スト5なら読めた
[35398.545] saibabasan: 途中休憩すらさせてもらえない神6
[35400.684] teruharu_: 固そうなケツ来たあ
[35401.801] akira_s_: パリィきめてくれーい
[35401.886] koro3__: ウメさんお腹空いてないのかな
[35405.773] (S)kani7321: このゲーム流行りすぎてて長文よめない 
[35407.429] (S)latenight000: ケツ
[35409.072] ItsTruck_Month: @kaotiknotral can you blame him? 
[35410.184] (S)ひまんちゅ: 空気読めよケツ
[35410.358] neveerrrmore: go go go 
[35411.584] (S)Jouker666: @frexzl lmao
[35412.257] だいこん_: 頭突き百貫少ない硬派なホンダ
[35413.047] (S)yut7xot8: kokuji3Momi
[35414.266] あすかみ: やっぱいったんＯＦＦボタン欲しい
[35415.126] kaotiknotral: @apple_smoker 
[35415.875] gaming8898: もうマスターか
[35416.273] (S)nagasaki3662: 何時までやるつもりなんやウメちゃん
[35427.062] chainsawmay: not bad
[35450.506] tabibitox: まさかメガドラにぃがピストンにぃ？
[35452.145] redbull_daisuki: 硬派なピストン
[35454.285] ひろみつー: 試合はや
[35455.071] prosciu: やば
[35455.507] bikibiki999: そういやもうすぐ10時間じゃん
[35455.826] (S)moyashi117: リュウ使いは紳士しかいない
[35456.723] (S)MonsieurHorse: Oh dang. I got sniped. Thanks @adreadedking !
[35457.551] (S)fahmy0825: @ADreadedKing I think you should send that when he's in the training stage and use the highlight message. 
[35458.060] (S)yut7xot8: umeCossack
[35458.274] akira_s_: 労基仕事してくれ、働きすぎな人がおるぞ
[35458.765] GelidiumJellyCat: ピストン
[35462.260] (S)omega312312: ピストン兄ｗｗ
[35462.289] ~MISSING_COMMENTER_INFO~: @frexzl 
[35465.121] nakao86: うまい本田だった
[35468.326] nikyo12: ピストン本田？
[35473.637] あり0221: 硬派なピストンってなんやねんw
[35478.183] ItsTruck_Month: Nah Honda got more cake than cammy any day 
[35481.493] (S)からめろ: もうすぐ１０時間ｗ
[35482.504] umesecond: 止まらない本田
[35484.315] tondemonaiyo: ピストン知りあい？
[35485.660] (S)Jouker666: I hate honda man so hard to deal with and his face at the win pose get me so mad
[35485.906] GelidiumJellyCat: ピストン高橋
[35486.477] smith0920: もう10時間やってんのか
[35488.084] (S)chinkaimakoto: ゲームは一日十時間ってこと？
[35493.866] Loot1: Lmao @apple_smoker
[35495.208] Zezinizzle: @apple_smoker 
[35498.042] saibabasan: @ADreadedKing chat copied already and they'll paste your msg.
[35498.270] akira_s_: ガイルも観に来てる
[35515.578] donaldmickey: 休憩してる？
[35516.618] imshail: @apple_smoker virgin cammy coomers vs chad Honda enjoyers
[35517.366] v_harumi_v: ほんとだ、もう10時間配信されてる！
[35517.827] Maxwell_242: @ADreadedKing 彼がトレーニングモードになっているときにそれをしてください
[35524.768] tHARELLIM: is LTG the best player in the world
[35525.143] ひろみつー: 高橋“ピストン”正人
[35528.091] moririka755: 高橋名人も一日10時間までって言ってたから
[35533.800] nikyo12: 本田苦手な距離ってないんかな
[35534.291] (S)mm2351: 止められた本田
[35544.555] akira_s_: いちご100%マサト
[35544.682] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[35545.462] ItsTruck_Month: Low tier human
[35547.040] あり0221: 10時間？14時間も自由時間あるじゃん
[35551.445] (S)MonsieurHorse: @tharellim doesn’t play Gief so disqualified.
[35553.920] (S)あほあほまん: umeCossack
[35557.676] 生まれてきてくれて: ガイル羨望のまなざし
[35558.656] torontoseoul: LUL
[35559.724] embercleave4rr: 相撲の間合いは土俵すべて
[35560.799] manof_steal: he is best at rage quit his quit game skills very good
[35565.166] nakao86: コンボする本田珍しいわ
[35571.563] smackyourfacetheboss: @tHARELLIM sure is... he goes on long 15 game losing streaks like he did yesterday and rage quits his stream
[35577.384] une3333: ドライブシコふみとは新しい
[35578.489] nikyo12: どの距離でもつええな相撲
[35580.500] ADreadedKing: @ADreadedKing ありがとうございます、やります。
[35580.571] akira_s_: しこ踏んじゃった
[35581.637] OKG_TWIN: てかこの本田、差し合いもうまいぞ
[35582.486] (S)fahmy0825: @smackyourfacetheboss lol really?
[35583.647] smackyourfacetheboss: he's the best at what he does.... and THAT'S Failing
[35588.747] kaotiknotral: LUL
[35590.791] (S)metoro3: ケツ
[35592.271] chin_56_: ケツ
[35594.252] (S)Raynys: wtf
[35594.275] smackyourfacetheboss: @FahmyAbdul0825 yep
[35595.294] dansankai: 基本角界追放
[35596.596] aranami0: 疲れてるのよ
[35596.836] une3333: げしっ
[35597.686] (S)moyashi117: 決め手はケツ
[35602.336] (S)chinkaimakoto: ドライブ四股はGO1が動画でやってた、強い
[35604.144] ItsTruck_Month: Ltg is proficient in the get bodied to rage combo 
[35604.946] ramenbrake115: 日本の誇り
[35613.497] chainsawmay: GTAB
[35613.992] だいこん_: 百貫も強度で速さ変わるからジャストむずいねんな
[35615.562] (S)mm2351: ケツパきもちぃ
[35618.038] ひろみつー: これパリィされるとやりにくくなるよな
[35619.261] Loot1: What’s the next tournament coming up?
[35619.711] あり0221: 国技つええ
[35620.488] kfcwatermelonbasketball: ジャストパリィかっけぇ
[35620.639] Maxwell_242: あなたならできるよ！
[35625.932] (S)fahmy0825: @smackyourfacetheboss I don't know much about LTG except from Crowbcat video
[35626.278] v_harumi_v: おおー
[35627.681] tHARELLIM: but LTG only ever plays at 2%
[35628.569] hukohuko: ドライブ四股キャンセル大銀杏できるんだよな
[35630.022] smackyourfacetheboss: now according to him sf6 is trash
[35630.943] chainsawmay: this is why parries are scaled btw
[35632.376] (S)Raynys: LTG the ragequitter? 
[35632.566] prosciu: すげー取るね
[35634.097] (S)mm2351: ジャスパおおすぎぃ
[35634.699] (S)metoro3: すご
[35634.771] (S)pkpk1121: うめ～
[35634.854] akira_s_: たかしもこれくらい強くならないと
[35635.483] harikupun: おおおお
[35635.744] embercleave4rr: これは心折れそう
[35635.969] aranami0: かっこよ
[35636.568] ひろみつー: パリィしすぎwww
[35636.819] kaotiknotral: RyuChamp
[35636.998] kokobater: omg
[35637.468] Zezinizzle: RyuChamp
[35637.518] (S)omega312312: ジャスパ理祭り
[35637.883] sistersguitarreplica: どすこーい
[35637.963] erisuk: パリィに告ぐパリィ
[35638.383] nanasinogon: やば
[35638.412] だいこん_: やるう
[35638.448] mutant_dogg: すげえ
[35638.679] King_Fuudo: ジャスパえーーーーーーーーーらい
[35638.751] (S)ヨコグシ: BibleThump
[35638.861] bikibiki999: すげえ
[35638.961] takahashiseigi: 完全に見てからパリィ
[35639.313] (S)Jouker666: Ltg is funny af i bet if he was good nobody would care
[35640.322] チョコミんト: ジャスパすご
[35640.924] v_harumi_v: すっごいパリパリ
[35641.618] RattDemon: PogChamp
[35641.623] dai920san: レッツゴー
[35642.709] pandascal: かるび…見てるか…
[35642.901] nikyo12: ぱりぃーやば
[35642.981] (S)yuukida39: かっこいい
[35642.993] niiparu: Wow
[35643.242] PHYDGE: ケツじゃスパすげぇ
[35643.446] chipstar9: シャスパ祭りw
[35643.492] ohigekujira: すっご
[35645.388] 15236310: かっこぇぇ！！
[35645.773] imshail: PogChamp
[35647.160] walala4869: Man Three perfects in a row
[35648.230] icyblue1985: ジャスパリ祭り
[35649.330] mako6912: パリィ上手すぎる
[35650.551] kaotiknotral: he got him mad 
[35651.973] (S)moyashi117: ケンのパリィかっこいい
[35652.860] 天内崇: ホンダなんも出来ねぇよ
[35654.186] akira_s_: かるびー
[35654.557] Yostokies: Daigo didn't use stick?
[35658.899] Yostokies: Doesn't
[35661.348] underground0714: レツゴーアリクイ
[35661.702] minOn54: かるび見とるか？こうやるんや
[35665.093] (S)Jouker666: Hitbox
[35670.376] ひろみつー: 本田もかっこよくみえてきた
[35671.886] akira_s_: HITBOX
[35673.355] (S)Jouker666: Prefers stick they say
[35673.816] DJNeuro: hitbox now
[35674.160] zenotan3: @underground0714 if you check his sponsors it says hitbox
[35674.363] shokugo55: ウメちゃんの胴着ぶあちー
[35680.829] ItsTruck_Month: Is ltg still a dictator in his streams?
[35683.481] moviepassion: しゃがみパリィか
[35688.093] prosciu: きたー
[35688.257] nikyo12: 本田落ちせい
[35689.807] smackyourfacetheboss: @apple_smoker ofc
[35694.602] だいこん_: かなり年季の入った動きやね。スト5から本田やりこんでそう
[35696.004] smackyourfacetheboss: that's never going to change
[35697.527] chin_56_: どっせーい
[35697.896] (S)pkpk1121: 躱せそう
[35698.238] akira_s_: よいよい
[35698.410] Yostokies: I was wondering why it sounded like a million buttons then it clicked 
[35708.245] burisuke: 判定引っ込みそう
[35712.459] tabibitox: 四股はキャンセル大銀杏もあるしな
[35714.388] (S)Jouker666: Ltg comes with the best "ur mom" jokes i have ever heard
[35716.335] smackyourfacetheboss: he just not going to curse you out due to him not wanted to get banned off of here
[35716.529] zenotan3: hitbox moment
[35721.750] ItsTruck_Month: Ltg is the gift that keeps giving
[35732.622] DJNeuro: @apple_smoker "gift"
[35737.531] frozen_creek14: うめちゃんのケン差し返し渋いしかっこよすぎ。
[35742.492] tom260g: コンボ選択ぅ！
[35750.599] OKG_TWIN: 止める！
[35750.638] pyamaaaa: 海外ニキめっちゃ多いね
[35751.065] (S)Aztarun: Aztarun subscribed with Prime. 
[35751.180] ItsTruck_Month: LUL
[35751.489] Loot1: @yostokies double tapping buttons and what not lol 😂
[35753.685] (S)Jouker666: Peanut butter complexity
[35755.658] LinkSOB: jiyuDaigasm
[35767.033] chainsawmay: daigasm
[35768.741] tHARELLIM: LTG only lets people beat him because hes playing at 2% and wants to let people feel better about themselves, he hasnt lost an authentic match
[35768.941] kazurock69: しゃがみパリィは本田戦百貫対策に必須
[35769.098] Zezinizzle: @apple_smoker more like the shit that never gets flushed down
[35771.624] smackyourfacetheboss: lol @LinkSOB
[35775.684] だいこん_: あ
[35775.952] ピザ野郎: あら
[35776.208] リンダマンさん: ええ
[35776.312] aranami0: ？
[35776.495] (S)mm2351: ｗ
[35776.600] prisira: 遅かったか
[35777.012] astrogate_0: あれ
[35777.368] erisuk: あれ？ｗ
[35777.945] Maxwell_242: wwwwwwwwwww
[35778.320] DJNeuro: @apple_smoker 
[35778.390] omegazwalt: あちゃー
[35778.542] (S)sugata128: え
[35778.591] mutant_dogg: え
[35778.998] (S)fahmy0825: @apple_smoker another EVO 50 gift moments? 
[35779.682] (S)からめろ: あれ
[35779.739] akira_s_: あれ
[35779.741] kaotiknotral: ?
[35779.825] OKG_TWIN: あああああ
[35780.326] bikibiki999: はれ？
[35780.475] (S)hitmehitme: umeFail
[35780.571] egaek: あれぇ？
[35781.001] niboshidaiashi: あれ？
[35781.231] あり0221: はれ？
[35781.298] (S)ヨコグシ: あ
