[9.323] (S)ふれーく: わこらだ」
[10245.574] (S)ケバブビギナーのえる: ないすぅー！
[10245.591] (S)Ichigo_Strawberry15: ないすー
[10245.744] いのりさん: ないすー
[10245.751] (S)おのこ: ないすー
[10245.765] dokukinoco: ないっすっ
[10245.776] sunomono8: ないすぅー
[10245.925] もくたろ: わーい
[10246.188] (S)ちゃつう: ないすぅ
[10246.312] (S)おじょーー: radaoNice
[10246.432] (S)ゆう77: ないすぅ
[10246.869] 五色椿: ないすぅ
[10247.440] (S)nattoniboshi: ないす
[10247.659] (S)ここねり: ないすー
[10247.869] (S)huizika: 強い
[10247.924] tanuki_pan: radaoNice
[10248.022] (S)ninfea_03: radaoNice
[10248.751] (S)himikokichi_06: つよ
[10249.312] (S)ミスターバッファリン: ナックルつえええ
[10249.783] (S)NORI25252: radaoNice
[10250.031] (S)ozokunchan: ないすー
[10250.090] (S)sacooon: ヒューズつよい
[10250.311] (S)みそチョコ: ないすぅ
[10250.409] kazushan: radaoNice
[10251.892] 紗弥0926: ないすう
[10252.818] プラず: radaoNice
[10253.588] (S)yumemiruneco: ないす！
[10254.242] (S)ナラ抹茶: ないすぅ
[10254.281] ぱんだぁぁぁ: ないすぅ
[10254.404] しかくのさんかく: ないすう
[10254.428] (S)ryo_ngz: ヒューズしか
[10254.441] (S)nin__zin202: まじか！
[10255.173] soboroboso: ないすぅ
[10255.735] pu_tyan: ないすぅ
[10255.991] (S)norensan: すごいん
[10256.043] (S)riyuu25: ないすぅー
[10257.749] mirumiru_h: ないすぅ
[10257.872] tanuki_pan: ナックルクラスターなんよな〜
[10258.309] azusamann: ないすぅー！！
[10258.524] ponkichi1228: おおお
[10259.472] (S)ほのぼの: ないすぅ！
[10260.280] (S)himikokichi_06: ないすぅ
[10261.227] (S)田中弐号機: radaoNice
[10261.489] kanon_nnn: radaoNice
[10261.966] (S)norensan: radaoGahaha
[10263.083] (S)nin__zin202: すごいーん
[10263.162] ももかんぬ: ないすぅ
[10263.321] 角角家: radaoNice
[10263.327] (S)まよかた: radaoNice
[10263.929] totorini: radaoNice
[10264.232] (S)moris1013: ないすー
[10266.236] (S)_ゆずれもん: radaoNice
[10266.780] zusshin_sushi: radaoNice
[10267.426] ponkichi1228: 当たったのでけえ
[10267.982] ももかんぬ: radaoNice
[10268.144] (S)ラボア: すごいーん
[10269.000] (S)yoichimu: radaoNice
[10270.374] (S)しおん1001: WM
[10271.110] (S)そるとりうむ: radaoNice
[10272.458] (S)ラボア: radaoNice
[10272.550] (S)Riondam0626: radaoNice
[10278.827] (S)chai_latte3: radaoNice
[10278.906] (S)ちよらん: radaoNice
[10279.074] (S)なーぽん: 今来たわこらだアリーナだと！？
[10288.424] (S)atuono: radaoNice
[10289.333] 梨一: 箱とポイントほしいね
[10291.262] (S)しおん1001: いけつばおーーーー
[10303.352] 梨一: 3人だよ
[10306.033] (S)sacooon: 3人いるよ
[10306.869] dokukinoco: いまごろ？！
[10307.607] (S)ozokunchan: 3人いるよ
[10307.729] (S)濃香めろん: わこらだ
[10309.885] ponkichi1228: 当てるね
[10319.126] (S)mikan_san: 2人だったらやべぇw
[10324.671] (S)はるのてゃん: 今更感
[10325.908] crow_d27i7: 今気づいた？w
[10339.043] 梨一: ごり押しｗ
[10372.343] 梨一: おお
[10375.801] 梨一: ないす
[10376.095] (S)nin__zin202: つよ
[10376.395] 神崎立夏: ないす
[10377.140] sunomono8: ないす
[10377.365] (S)ケバブビギナーのえる: ないすぅ
[10377.533] ぱんだぁぁぁ: おお
[10377.746] (S)をぺ: ないす
[10377.747] (S)moris1013: おおお
[10378.040] (S)ちゃつう: ないすぅ
[10378.082] (S)しおん1001: え、うま
[10379.225] chirol__: ないす
[10379.539] あらんえむかーびぃ: うま
[10379.860] (S)ゆう77: ないす
[10380.075] (S)nattoniboshi: 当たるね
[10380.113] いのりさん: うまい
[10381.704] (S)しおん1001: つばお！！！！！
[10382.980] ponkichi1228: いいじぇ
[10383.453] (S)himikokichi_06: うま
[10384.269] (S)哀れな人の子: 当たるねぇ
[10385.212] ぱんだぁぁぁ: うまい
[10385.676] (S)しおん1001: いけめん？？？？
[10386.212] 梨一: 当てるねー
[10387.769] (S)riyuu25: うま
[10396.082] (S)鬼田: マジで上手いじゃん
[10397.822] (S)肉汁うどん: うま
[10397.939] mirumiru_h: うまい
[10398.201] (S)そるとはしお: うま
[10404.703] (S)fuucyann: イケメン？
[10405.952] (S)ケバブビギナーのえる: がんばえー
[10408.979] (S)濃香めろん: WM縛り？
[10409.523] 梨一: うっま
[10413.498] chirol__: うま
[10413.890] ayunosioyaki0223: うま
[10414.909] (S)nakihai556: うっま
[10416.834] (S)moris1013: あたるねー
[10417.539] (S)himikokichi_06: うっま
[10418.934] (S)はるのてゃん: うま
[10421.535] 神崎立夏: らっだぁのちょっと良いとこ見てみたい
[10422.137] lara_3o: うっま
[10423.677] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[10424.707] (S)なるか3: うま
[10425.121] ぱんだぁぁぁ: うっま
[10428.348] (S)Hoska_2529: うま
[10428.741] 梨一: あとオクタンだけ
[10429.060] ponkichi1228: 誰だおめえ
[10437.378] (S)ryo_ngz: うんま
[10437.493] 梨一: ないすー
[10437.577] (S)とりーーも: うま
[10437.670] (S)しおん1001: めちゃあたるやん
[10438.155] (S)Ichigo_Strawberry15: うま
[10438.307] (S)nattoniboshi: ないすー
[10438.597] ぱんだぁぁぁ: うますんぎ
[10438.668] (S)1a_a2_: うますぎ
[10438.722] (S)をぺ: ないすぅ！
[10439.580] あらんえむかーびぃ: つんよお
[10439.808] (S)おのこ: うんま
[10439.986] (S)nin__zin202: うっま
[10440.020] (S)yumemiruneco: うっま
[10440.027] (S)ケバブビギナーのえる: ないすぅ！！
[10440.113] minmin2741: イケメン？？
[10440.176] ayunosioyaki0223: 上手くね？
[10440.284] (S)ちゃつう: うっま
[10440.419] 五色椿: radaoGG
[10440.566] いのりさん: うっま
[10440.641] (S)ナラ抹茶: うま
[10440.939] (S)しおん1001: つばお？！
[10441.074] chirol__: ないすぅ！
[10441.106] kazushan: ないす
[10441.157] ねねねい: うま
[10441.710] (S)ゆう77: ないすぅ
[10441.746] (S)shilva_0: ないすぅ！
[10442.413] (S)スパーズ: うま
[10442.543] sunomono8: うんま
[10442.593] (S)ディンダン: うんま
[10442.638] (S)aina___10812: うんま
[10442.692] (S)moka_0322: ないすう！
[10442.754] (S)sacooon: ひゅう
[10442.817] (S)NORI25252: radaoNice
[10443.012] (S)moris1013: ないすーーー
[10443.428] (S)そるとはしお: ないす
[10443.644] (S)norensan: ガチでうまい
[10443.790] tanuki_pan: radaoNice
[10443.993] (S)yona_0724: うっま
[10443.998] (S)nin__zin202: radaoNice
[10444.022] (S)スパーズ: えぐ
[10444.048] もくたろ: うまうまー
[10444.286] (S)riyuu25: ないすぅー
[10445.097] 神崎立夏: ないすー
[10445.284] (S)mimi_fuwa1489: ないすう
[10445.547] (S)himikokichi_06: ないすぅ
[10446.352] (S)ozokunchan: radaoNice
[10446.366] (S)スパーズ: radaoGG
[10446.404] (S)bokkochann: ないすぅ
[10446.659] poteito: ウィングマンうますぎん？
[10447.486] (S)shige__maru: うんま
[10448.636] (S)スパーズ: radaoNice
[10448.779] (S)ミスターバッファリン: イケメン？！
[10448.786] (S)norensan: radaoGG
[10448.835] 梨一: 画面上に表示されてるよ
[10448.846] (S)ここねり: うま
[10448.850] dokukinoco: お前誰？
[10449.536] (S)riyuu25: radaoNice
[10450.038] (S)ninfea_03: radaoNice
[10450.322] (S)ディンダン: 最近イケメンになってきた
[10450.519] (S)1mumi: うますぎんか？
[10450.851] pu_tyan: radaoGG
[10451.226] (S)_ゆずれもん: radaoNice
[10451.315] (S)himikokichi_06: 当てるぅ
[10451.566] プラず: radaoNice
[10451.799] (S)なるか3: radaoNice
[10452.899] (S)mikan_san: 俺の名はクラッシュ
[10453.016] totorini: radaoNice
[10453.246] rubychaaan: イケメンやんけ
[10454.230] (S)スパーズ: うますぎんか
[10454.253] kanon_nnn: radaoNice
[10454.349] lara_3o: radaoNice
[10454.393] ももかんぬ: つんよ
[10454.421] (S)肉汁うどん: radaoGG
[10454.772] (S)yutiy_25: radaoGG
[10455.545] am4kumo: radaoNice
[10456.137] (S)とりーーも: うますぎへん
[10456.185] (S)濃香めろん: radaoNice
[10456.389] (S)スパーズ: radaoNice
[10456.883] (S)radodo26: うまやば
[10456.892] mirumiru_h: radaoNice
[10457.044] (S)田中弐号機: radaoNice
[10457.079] (S)はるのてゃん: radaoNice
[10457.588] (S)まよかた: radaoNice
[10457.821] (S)ほのぼの: radaoNice
[10457.906] (S)かんくろー: うっま
[10458.240] 角角家: radaoNice
[10458.385] (S)aina___10812: マジでイケメンじゃん
[10458.429] ももかんぬ: radaoNice
[10458.758] (S)sasasa_kama: ンc
[10459.542] (S)1mumi: まじでうまかった
[10459.721] (S)sakosho: radaoGG
[10460.262] (S)のこ汰: radaoNice
[10460.810] ponkichi1228: プロゲーマー？
[10461.609] charosenpai: radaoNice
[10462.359] (S)sacooon: 等倍ないよ
[10462.498] (S)そるとはしお: radaoNice
[10462.641] (S)yoichimu: radaoNice
[10462.852] せおりー: ウィングマン当たるねぇ！！！
[10462.868] (S)nekomoti1: うま
[10463.531] (S)Hoska_2529: radaoNice
[10464.241] (S)甘鈴: radaoNice
[10464.470] (S)ほのぼの: つんよ
[10465.853] (S)himikokichi_06: WM上手いねぇ
[10467.104] (S)そるとりうむ: うま
[10467.404] minmin2741: ウィングマン当たるってまさかイケメンですか？？？
[10468.367] (S)ケバブビギナーのえる: radaoNice
[10473.620] (S)肉汁うどん: radaoNice
[10473.809] (S)と_る: つよい
[10473.860] (S)you_soon_k: radaoNice
[10474.532] 大宮瑞樹: っぱウィングマンなんだよなぁ
[10474.756] (S)かんくろー: シールド買って
[10475.583] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[10475.621] (S)atuono: クソエイムとは言わせない命中
[10477.125] (S)moris1013: もしかしてCR産のＷＭか
[10484.463] (S)tumugi_76: ないすぅ
[10485.881] (S)nattoniboshi: 草
[10486.617] pu_tyan: !uptime
[10486.857] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 54 minutes 55 seconds 経過しています。
[10487.451] (S)まきろん_: アリーナ面白い
[10493.495] 神崎立夏: 入れ替わり
[10498.412] 梨一: 痛いなー
[10521.953] 梨一: ｗｗｗｗ
[10522.001] (S)nattoniboshi: いいね
[10524.075] (S)とりーーも: やばいな
[10530.131] 梨一: ないす
[10534.682] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[10538.815] (S)Ichigo_Strawberry15: おc
[10538.979] (S)しおん1001: umai
[10539.095] 神崎立夏: ちーん
[10539.135] (S)をぺ: おc
[10539.622] 梨一: ないふぁい
[10540.505] (S)ninfea_03: おc
[10541.524] 五色椿: おｃ
[10541.545] (S)sacooon: おし
[10542.080] sunomono8: おｃ
[10542.306] (S)社畜丸: radaoDaisuke
[10542.474] (S)ちゃつう: おｃ
[10542.725] chirol__: おｃ
[10542.788] (S)moka_0322: おc
[10542.815] (S)aina___10812: おｃ
[10543.147] (S)スパーズ: おc
[10543.380] (S)とりーーも: おc
[10543.857] (S)ゆう77: おc
[10544.426] (S)mimi_fuwa1489: おｃ
[10544.648] (S)riyuu25: おc
[10545.452] (S)ozokunchan: おc
[10545.686] soboroboso: おc
[10545.738] (S)NORI25252: おC
[10546.367] (S)mikan_san: これはキツイ
[10547.966] プラず: おc
[10548.459] (S)himikokichi_06: おc
[10548.526] dokukinoco: ないふぁい
[10548.828] (S)ケバブビギナーのえる: おc
[10549.211] (S)nin__zin202: ほんと惜しい
[10549.574] (S)shige__maru: おｃ
[10550.155] (S)とりーーも: あるよ
[10550.212] Meriel814: このマップ箱ムーブ弱くね
[10550.361] (S)ここねり: おc
[10551.080] lara_3o: おc
[10552.586] (S)_ゆずれもん: おc
[10554.609] (S)sacooon: 良い勝負
[10555.405] (S)chai_latte3: おc
[10556.203] bc_moimoi: おc
[10556.449] (S)riyuu25: これはきちー
[10556.656] (S)norensan: やっぱりらっだぁうまいんよ
[10556.893] (S)濃香めろん: おc
[10557.048] 角角家: おｃ
[10558.267] (S)ほのぼの: おc
[10558.950] (S)なるか3: おc
[10559.194] (S)atuono: おc
[10562.602] (S)そるとはしお: おc
[10566.320] (S)clavis0222: 箱要らん
[10568.813] 梨一: チャーライP20ｗ
[10569.040] (S)私は2丸: おc
[10569.445] (S)かんくろー: 箱取り行くと狙われるよう
[10570.477] (S)aina___10812: エイムいいねぇ
[10576.344] (S)しおん1001: いけめんさん？？
[10578.836] Meriel814: 逃げスキル内から箱無理そう
[10580.576] (S)Riondam0626: 便乗してこ
[10592.116] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[10593.670] (S)えりんぎ8: 移動スキルおらんからきつい
[10598.301] いのりさん: 相手ロングボウに変えてきたね
[10608.313] (S)とりーーも: !uptime
[10608.575] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 56 minutes 57 seconds 経過しています。
[10688.979] (S)かんくろー: どっか詰めたい
[10712.040] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[10727.475] 神崎立夏: がんばえー
[10727.652] 梨一: チャーライP20がんばれ；；
[10732.255] 神崎立夏: ちーん
[10732.561] dokukinoco: あー
[10732.683] 梨一: ｗｗｗｗ
[10732.880] (S)とりーーも: あー
[10733.678] chirol__: ｗｗｗ
[10733.888] (S)ちゃつう: あ
[10734.651] sunomono8: wwww
[10734.873] あらんえむかーびぃ: おっっc
[10735.224] (S)yumemiruneco: www
[10735.861] (S)ozokunchan: あ
[10736.425] (S)shige__maru: あーー
[10736.596] (S)Ichigo_Strawberry15: あ
[10737.011] (S)ryo_ngz: wwwwww
[10737.226] (S)ケバブビギナーのえる: あーー
[10738.065] (S)ナラ抹茶: あ
[10738.271] (S)norensan: あ
[10738.377] (S)riyuu25: wwwww
[10740.499] (S)NORI25252: あーー
[10740.761] (S)mimi_fuwa1489: あー
[10742.362] (S)norensan: あーあ
[10743.622] (S)shige__maru: www
[10744.676] (S)濃香めろん: あああ
[10744.833] (S)_ゆずれもん: あ
[10746.839] (S)sacooon: がんばれー
[10746.961] (S)はるのてゃん: あー
[10748.379] おろしポン酢: wwwww
[10748.585] bc_moimoi: あー
[10751.134] (S)nin__zin202: がんばえー
[10753.200] (S)sacooon: いいね
[10761.723] ももかんぬ: がんばれー
[10761.892] (S)私は2丸: あと一歩
[10761.900] いのりさん: 3倍付けれるよ
[10762.631] (S)myugi39: わこらだ
[10763.981] Yakishio_1219: がんばえ〜
[10764.018] (S)ゆきおまる: がんばえー
[10765.912] 梨一: 今…？
[10769.376] dokukinoco: え？ゾムさん？？
[10770.142] (S)をぺ: がんばえがんばえ
[10771.315] (S)ケバブビギナーのえる: がんばえー
[10771.596] 神崎立夏: 今更
[10779.112] 梨一: 前もこのやり取りしたね
[10780.375] 神崎立夏: スコープ変更可能
[10782.653] 角角家: がんばえー
[10783.780] (S)tumugi_76: がんばれ！
[10797.239] (S)riyuu25: がんばれ
[10798.000] (S)濃香めろん: よく見えたな...
[10798.800] (S)chai_latte3: がんばれー
[10804.353] (S)huizika: リング内だしいけそう
[10813.215] 神崎立夏: ヒッキー
[10833.387] kumakkuma_bear: kumakkuma_bear subscribed with Prime. 
[10837.713] アズゥ: アズゥ is gifting 5 Tier 1 Subs to らっだぁ's community! They've gifted a total of 58 in the channel! 
[10838.046] アズゥ: アズゥ gifted a Tier 1 sub to namnam29! 
[10838.062] アズゥ: アズゥ gifted a Tier 1 sub to yukikinako_! 
[10838.079] アズゥ: アズゥ gifted a Tier 1 sub to ラグちー! 
[10838.080] アズゥ: アズゥ gifted a Tier 1 sub to umemememe_121104! 
[10838.100] アズゥ: アズゥ gifted a Tier 1 sub to satulibayasi! 
[10843.692] (S)とりーーも: がんばえー
[10844.037] 神崎立夏: radaoTyu
[10844.118] (S)をぺ: radaoSekiyu
[10845.597] ももかんぬ: radaoSekiyu
[10845.684] ねねねい: radaoSekiyu
[10846.576] (S)himikokichi_06: radaoSekiyu
[10847.029] ぺんのやま: ぺんのやま subscribed at Tier 1. They've subscribed for 13 months! 
[10847.234] kanon_nnn: radaoSekiyu
[10847.347] (S)れなぽんぽん: radaoSekiyu
[10848.834] (S)なるか3: radaoSekiyu
[10849.011] 縮緬雑魚: radaoSekiyu
[10849.100] (S)こぺと: radaoSekiyu
[10849.467] 五色椿: radaoSekiyu
[10850.045] (S)ちゃつう: radaoSekiyu
[10850.428] sunomono8: radaoSekiyu
[10852.021] (S)yoichimu: radaoSekiyu
[10852.259] (S)riyuu25: radaoSekiyu
[10852.700] キャリ: radaoSekiyu
[10853.386] 天色桜: 石油王
[10854.085] (S)kao___k: kao___k subscribed with Prime. They've subscribed for 10 months! 
[10856.649] (S)kagemoegi81: radaoSekiyu
[10857.156] (S)濃香めろん: radaoSekiyu
[10857.799] (S)ゆう77: radaoSekiyu
[10858.040] (S)と_る: radaoSekiyu
[10858.644] (S)tukumaro_91: radaoSekiyu
[10860.919] (S)ねこすず: radaoSekiyu
[10861.920] (S)suka_c: radaoSekiyu
[10861.978] らずらむ: radaoWakotu
[10862.388] (S)ラボア: radaoSekiyu
[10865.533] (S)su__pu: radaoSekiyu
[10866.109] (S)yutiy_25: radaoSekiyu
[10867.292] (S)yumemiruneco: radaoSekiyu
[10868.951] (S)chai_latte3: radaoSekiyu
[10880.600] (S)ふちてゃん: radaoSekiyu
[10885.466] 縮緬雑魚: つよ
[10895.366] ayunosioyaki0223: ないす
[10896.937] 神崎立夏: ないすー
[10897.687] (S)をぺ: ないすぅ
[10897.844] (S)とりーーも: つよ
[10897.844] (S)ケバブビギナーのえる: ないすぅ！
[10897.896] chirol__: ないすぅ！
[10898.349] dokukinoco: うまい
[10898.412] 梨一: ないすー
[10899.184] (S)ナラ抹茶: ないす
[10899.370] (S)yumemiruneco: radaoGG
[10899.478] あらんえむかーびぃ: ないす！！！
[10899.719] いのりさん: ないすー
[10900.599] (S)とりーーも: ないす
[10900.732] (S)aina___10812: ないすー
[10900.857] (S)ゆう77: ないすぅ
[10901.191] kazushan: ないす
[10901.259] 五色椿: radaoGG
[10901.641] sunomono8: ないすぅー
[10901.858] ねねねい: radaoNice
